# _root_ otsailean egindako bileran , arabera , giza_eskubideak urratzen dituen ekintzarik ez babesteko konpromisoa hartu zuten sinatzaileek .
#goldHeads=2,3,14,3,14,5,8,10,8,12,12,13,14,0,14,14,16,
#predictedHeads=2,3,14,3,8,5,8,10,8,12,12,13,14,0,14,14,16,
(2,9),(9,1),-0.0666919 # DEPENDENCYPART_GRANDPAR
(2,9),(9,3),-0.13463 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.589292 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.665807 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.294389 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.821671 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),0.100155 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.541672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),-0.0820128 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.126929 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.101715 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.263783 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.536011 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.155904 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.614366 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.263885 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.248025 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.598501 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.415707 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.774201 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.401555 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-0.0506322 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.740619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),-0.121175 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),-0.0939624 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),-0.0791386 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.230817 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.583215 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.334698 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.449622 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.577533 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.209911 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.59153 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.488941 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.745056 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.603095 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),0.00454815 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.744827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),-0.0962415 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),-0.0773884 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),-0.0763328 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.214243 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.558282 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.338906 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.442448 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.5526 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.200128 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.378747 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.600586 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.780593 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.638371 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.302906 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.640543 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.724036 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.155904 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.529683 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.195774 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.57779 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.342864 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.831786 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.401555 # DEPENDENCYPART_GRANDPAR
(3,1),(1,4),-0.0422286 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.220484 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.0324486 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.843494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.109571 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.255166 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.168972 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.642899 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.391571 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.691297 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.744651 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.352724 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.388517 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.368606 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.64376 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.111169 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.402287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,8),-0.174681 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.160548 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.33194 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.401535 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.0629438 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.445673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.0544307 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.239373 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.331456 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.432909 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.0425612 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.111169 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.331405 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.160548 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.495026 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.0906042 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.405112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.0530447 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.028423 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.00635709 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0879148 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.569496 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.0486697 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.149916 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.506836 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.130731 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.510611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.0589547 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.0259632 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.000447044 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.316517 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.496714 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.242752 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.112147 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.0512539 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),0.148734 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.0577713 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.246669 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.14186 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.467698 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.47573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,7),-0.275875 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.323642 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.0683672 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.200069 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.506879 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.130774 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.510336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.0596835 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),-0.0256824 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),0.000281756 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.316242 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.00649612 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.162654 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.418918 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.054458 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),0.149169 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.0577792 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.246803 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.141425 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.0290672 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.00884626 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),0.144048 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.305138 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.104012 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),0.18277 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.064513 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.304486 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.306928 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.153983 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.486802 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.132694 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.509479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),0.0604256 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.0397318 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),0.00102379 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.315385 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.0179409 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.183691 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.418061 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.0622651 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),0.0207 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.0300755 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.272019 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.170098 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),0.145896 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.306518 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),0.184619 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),0.078749 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),0.169451 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.0985885 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.149291 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0376029 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.133101 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.399537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.24262 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.113311 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.264811 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.301359 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.0836115 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.378352 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.298662 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.269277 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.248589 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.349821 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.0230351 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.118122 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.224728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.153489 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),0.0614968 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.105941 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.17261 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.0410822 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.169908 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.245543 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.142739 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.190993 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.39317 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.237702 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.217814 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.256916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.0246546 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.0293096 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0850104 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.0649106 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0274816 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.141587 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.00259013 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.0531839 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),0.0273053 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.151605 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),0.00104903 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.371507 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.23858 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.196151 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.247296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.0196418 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.0389287 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.0971986 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.0312619 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.178765 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.0174692 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),0.0488914 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),0.0338162 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.042498 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.16933 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.0200926 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),0.182792 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),0.0944609 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),0.185397 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),0.0682548 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),0.225775 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.0414106 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.0634407 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.0164186 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.742591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,1),-0.0368611 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0323393 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0127304 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.771182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.217514 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.580302 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.457915 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.486934 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.623132 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.449793 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.487732 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.540563 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.63338 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0636148 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0721448 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.00773373 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.742591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.159554 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.5172 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.406299 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.474094 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.398172 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.57358 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.438373 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.57032 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0659985 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0266792 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.460057 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.48965 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.561915 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.299945 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),-0.286503 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.255581 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.262198 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.25862 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.257846 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.170036 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.470265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.0289681 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.23054 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.331326 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.222028 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),0.125404 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.262198 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.25862 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.257846 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.170036 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.470265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.0269004 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.168011 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.0747912 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.250411 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.250566 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.222028 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.375112 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.262251 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.397748 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),0.126029 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.470265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.0271232 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.0759795 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.208315 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.167878 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.0679503 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.255114 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.397749 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.372655 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),0.125921 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.186305 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0742268 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.229189 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.0599539 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.593127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.468393 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.544238 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.212113 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.6123 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.43322 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.4539 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.433899 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.641508 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.383596 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.198306 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.267696 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.19856 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.115885 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.37735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.186563 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0707753 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.0751658 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.286406 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.520209 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.315498 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.403479 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.373366 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.205154 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.440887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),-0.106383 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.211617 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.0502631 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.251417 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.212597 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.100742 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.281987 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.35464 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.31178 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.15867 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.0346515 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.392469 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.370119 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.138672 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.0255212 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.0802258 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.942386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.479162 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-1.01439 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.821596 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.484496 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.663248 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.613317 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.72368 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.58854 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.125738 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.168239 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.0358936 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.109793 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.920284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.41755 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.996084 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.422875 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.328713 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.604027 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.70162 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.0378959 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.39869 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),-0.450563 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.634425 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.639788 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.614794 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.11928 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.397571 # DEPENDENCYPART_GRANDPAR
