# _root_ irakaskuntza esparruan hezkuntza sistema propioa eduki beharra azpimarratzen da , eta kultura arloa naziotasuna , euskaltasuna eta herritasunaren_gainean oinarritzeko proposatzen da .
#goldHeads=2,8,4,6,4,8,6,11,8,9,0,13,19,17,14,17,0,17,20,11,20,21,
#predictedHeads=2,6,4,6,4,7,8,11,8,9,0,13,14,17,14,17,19,17,20,11,20,21,
(19,9),(19,13),-0.0399613 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0399613 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0399613 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0271507 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0399613 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.019636 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0285983 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.113478 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.115402 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.115402 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.115402 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.00719373 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.115402 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0107602 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.0171737 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.0272124 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0272124 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0272124 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.00554225 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0272124 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0174178 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.014041 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0314655 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0314655 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.00823988 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0314655 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0163417 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.014763 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0314655 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.00823988 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0314655 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0163417 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.014763 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.00823988 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0314655 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0163417 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.014763 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.115402 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0107602 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0171737 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0163417 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.014763 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0169199 # DEPENDENCYPART_SIBL
(20,1),(20,2),-0.0204357 # DEPENDENCYPART_SIBL
(20,1),(20,3),-0.0204357 # DEPENDENCYPART_SIBL
(20,1),(20,4),-0.0228101 # DEPENDENCYPART_SIBL
(20,1),(20,5),-0.0104414 # DEPENDENCYPART_SIBL
(20,1),(20,6),0.00665414 # DEPENDENCYPART_SIBL
(20,1),(20,7),0.00598804 # DEPENDENCYPART_SIBL
(20,1),(20,8),0.0064321 # DEPENDENCYPART_SIBL
(20,1),(20,9),0.0287286 # DEPENDENCYPART_SIBL
(20,1),(20,10),-0.0685527 # DEPENDENCYPART_SIBL
(20,1),(20,11),0.0114805 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.0146672 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.0204357 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.0204357 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.0685527 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.0204357 # DEPENDENCYPART_SIBL
(20,1),(20,17),0.0114805 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.0204357 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.0064321 # DEPENDENCYPART_SIBL
(20,1),(20,21),0.0159975 # DEPENDENCYPART_SIBL
(20,1),(20,22),0.00468456 # DEPENDENCYPART_SIBL
(20,2),(20,3),-0.0190042 # DEPENDENCYPART_SIBL
(20,2),(20,4),-0.0213786 # DEPENDENCYPART_SIBL
(20,2),(20,5),-0.00974817 # DEPENDENCYPART_SIBL
(20,2),(20,6),0.00720531 # DEPENDENCYPART_SIBL
(20,2),(20,7),0.00741951 # DEPENDENCYPART_SIBL
(20,2),(20,8),0.00698327 # DEPENDENCYPART_SIBL
(20,2),(20,9),0.0292798 # DEPENDENCYPART_SIBL
(20,2),(20,10),-0.0680015 # DEPENDENCYPART_SIBL
(20,2),(20,11),0.0142353 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.0132357 # DEPENDENCYPART_SIBL
(20,2),(20,13),-0.0190042 # DEPENDENCYPART_SIBL
(20,2),(20,14),-0.0190042 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.0680015 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.0190042 # DEPENDENCYPART_SIBL
(20,2),(20,17),0.0142353 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.0190042 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.00698327 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.0165474 # DEPENDENCYPART_SIBL
(20,2),(20,22),0.00632852 # DEPENDENCYPART_SIBL
(20,3),(20,4),-0.0213786 # DEPENDENCYPART_SIBL
(20,3),(20,5),-0.00974817 # DEPENDENCYPART_SIBL
(20,3),(20,6),0.00720531 # DEPENDENCYPART_SIBL
(20,3),(20,7),0.00741951 # DEPENDENCYPART_SIBL
(20,3),(20,8),0.00698327 # DEPENDENCYPART_SIBL
(20,3),(20,9),0.0292798 # DEPENDENCYPART_SIBL
(20,3),(20,10),-0.0680015 # DEPENDENCYPART_SIBL
(20,3),(20,11),0.0142353 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.0132357 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.0190042 # DEPENDENCYPART_SIBL
(20,3),(20,14),-0.0190042 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.0680015 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.0190042 # DEPENDENCYPART_SIBL
(20,3),(20,17),0.0142353 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.0190042 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.00698327 # DEPENDENCYPART_SIBL
(20,3),(20,21),0.0165474 # DEPENDENCYPART_SIBL
(20,3),(20,22),0.00632852 # DEPENDENCYPART_SIBL
(20,4),(20,5),-0.012305 # DEPENDENCYPART_SIBL
(20,4),(20,6),0.00328679 # DEPENDENCYPART_SIBL
(20,4),(20,7),0.00515454 # DEPENDENCYPART_SIBL
(20,4),(20,8),0.00306475 # DEPENDENCYPART_SIBL
(20,4),(20,9),0.0267674 # DEPENDENCYPART_SIBL
(20,4),(20,10),-0.0705139 # DEPENDENCYPART_SIBL
(20,4),(20,11),0.00395285 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.0154433 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.0212118 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.0212118 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.0705139 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.0212118 # DEPENDENCYPART_SIBL
(20,4),(20,17),0.00395285 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.0212118 # DEPENDENCYPART_SIBL
(20,4),(20,19),0.00306475 # DEPENDENCYPART_SIBL
(20,4),(20,21),0.0319346 # DEPENDENCYPART_SIBL
(20,4),(20,22),0.0149062 # DEPENDENCYPART_SIBL
(20,5),(20,6),0.00794835 # DEPENDENCYPART_SIBL
(20,5),(20,7),0.0114892 # DEPENDENCYPART_SIBL
(20,5),(20,8),0.00752598 # DEPENDENCYPART_SIBL
(20,5),(20,9),0.0294589 # DEPENDENCYPART_SIBL
(20,5),(20,10),-0.0494266 # DEPENDENCYPART_SIBL
(20,5),(20,11),-0.0133371 # DEPENDENCYPART_SIBL
(20,5),(20,12),0.00788185 # DEPENDENCYPART_SIBL
(20,5),(20,13),0.00595854 # DEPENDENCYPART_SIBL
(20,5),(20,14),0.00595854 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.0494266 # DEPENDENCYPART_SIBL
(20,5),(20,16),0.00595854 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.0133371 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.00595854 # DEPENDENCYPART_SIBL
(20,5),(20,19),0.00752598 # DEPENDENCYPART_SIBL
(20,5),(20,21),0.0534406 # DEPENDENCYPART_SIBL
(20,5),(20,22),0.00373177 # DEPENDENCYPART_SIBL
(20,6),(20,7),-0.000903378 # DEPENDENCYPART_SIBL
(20,6),(20,8),-0.0258157 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.015498 # DEPENDENCYPART_SIBL
(20,6),(20,10),-0.083892 # DEPENDENCYPART_SIBL
(20,6),(20,11),0.00176201 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.00382516 # DEPENDENCYPART_SIBL
(20,6),(20,13),-0.00574819 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.00574819 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.083892 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.00574819 # DEPENDENCYPART_SIBL
(20,6),(20,17),0.00176201 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.00574819 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.0258157 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.101159 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.057103 # DEPENDENCYPART_SIBL
(20,7),(20,8),0.00690095 # DEPENDENCYPART_SIBL
(20,7),(20,9),0.0291975 # DEPENDENCYPART_SIBL
(20,7),(20,10),-0.0680838 # DEPENDENCYPART_SIBL
(20,7),(20,11),0.013728 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.0133293 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.0190978 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.0190978 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.0680838 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.0190978 # DEPENDENCYPART_SIBL
(20,7),(20,17),0.013728 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.0190978 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.00690095 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.00962247 # DEPENDENCYPART_SIBL
(20,7),(20,22),-0.014877 # DEPENDENCYPART_SIBL
(20,8),(20,9),-0.0154801 # DEPENDENCYPART_SIBL
(20,8),(20,10),-0.0838741 # DEPENDENCYPART_SIBL
(20,8),(20,11),0.00177996 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.00380721 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.00573024 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.00573024 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.0838741 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.00573024 # DEPENDENCYPART_SIBL
(20,8),(20,17),0.00177996 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.00573024 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.0257978 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.0985021 # DEPENDENCYPART_SIBL
(20,8),(20,22),-0.0498655 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.0536955 # DEPENDENCYPART_SIBL
(20,9),(20,11),0.029099 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.0311488 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.0330721 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.0330721 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.0536955 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0330721 # DEPENDENCYPART_SIBL
(20,9),(20,17),0.029099 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.0330721 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0222153 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0278186 # DEPENDENCYPART_SIBL
(20,9),(20,22),0.0934814 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.0896625 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.170418 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.172341 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.172341 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.13427 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.172341 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0896625 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.172341 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.0993109 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.00997097 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.0374513 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.109096 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.111019 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.111019 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.0888802 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.111019 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.00788879 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.111019 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.0315074 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.0157663 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.0675443 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.0147511 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.0147511 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.0687511 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.0147511 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.0115377 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.0147511 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.00568577 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0158254 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.00495189 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.0190042 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.0680015 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.0190042 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.0142353 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.0190042 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.00698327 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.0165474 # DEPENDENCYPART_SIBL
(20,13),(20,22),0.00632852 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.0680015 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0190042 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0142353 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0190042 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.00698327 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0165474 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.00632852 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.172341 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0896625 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.172341 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0993109 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.00997097 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0374513 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0142353 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0190042 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.00698327 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0165474 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.00632852 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.111019 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0315074 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0157663 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0675443 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.00698327 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0165474 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.00632852 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0985021 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0498655 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.035775 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0572291 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0566709 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0332678 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0278201 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.103235 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.103529 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0331279 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0136964 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0665093 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.195308 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.106965 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.0875333 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.0900592 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.0226104 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.174074 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.305485 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.595389 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.0162525 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.380368 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.0798609 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.0120121 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),0.104574 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.221009 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),0.573405 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),0.191463 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.0213271 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.00189557 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.0051608 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.102272 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.291563 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.17561 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.424687 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.14022 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.316743 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.147811 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.0594681 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.0400366 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.0425624 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.0655795 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.357536 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.019672 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.587533 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.0338252 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.372443 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.136284 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.056287 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.069247 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.00556055 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.138535 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.0966491 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.112513 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.232963 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),0.561451 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),0.183607 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.0351618 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.00554487 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.0550331 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),0.437412 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.537119 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.413148 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.194635 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.462512 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),0.632969 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),-0.105817 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.199958 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.377812 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.219854 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.253394 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.114234 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.0120528 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.46797 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.27 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.25704 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.109098 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.464822 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.162816 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.4388 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.279827 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),0.516263 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.128676 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.269878 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),-0.105817 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),-0.194534 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.213965 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.199958 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.377812 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.219854 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.253394 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.140841 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.527632 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.348905 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.335945 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.0162118 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.543727 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.4388 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.279827 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),0.516263 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.138989 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.0642232 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.0447916 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),0.0473175 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.0534623 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),0.358246 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),0.0244271 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),0.234453 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),0.35976 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),0.346849 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.281047 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.0901476 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.0771876 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.28497 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),0.0710557 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.258947 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),0.559091 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),0.181247 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),0.150045 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),0.0617017 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),0.0422702 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),0.044796 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),-0.0481829 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),0.373398 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),0.0219056 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),0.249604 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),0.365415 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),0.00266451 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),0.352589 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.283569 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.092669 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.0797091 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),0.0309291 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.287491 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),0.0767954 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.261469 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.275623 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),0.186397 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.212277 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.328417 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.444487 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),0.348135 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.289087 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),0.473305 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.259003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.16053 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.169969 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.19089 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.259003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.164923 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.169969 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.19089 # DEPENDENCYPART_GRANDPAR
