# _root_ psnk uste du hori ez dela bidezkoa eta upn kritikatu du , enpresa pribatuetan hori bultzatzen ari_den bitartean , publikoetan ez duelako oraindik ezarri .
#goldHeads=2,8,2,6,6,2,6,0,10,8,10,11,16,13,16,17,24,17,18,24,24,24,24,10,24,
#predictedHeads=2,0,2,6,6,10,6,6,10,0,10,11,16,13,13,17,18,10,18,19,24,24,24,10,24,
(17,21),(17,22),0.0716879 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.0136546 # DEPENDENCYPART_SIBL
(17,22),(17,24),0.00808206 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.0127206 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0692044 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.026069 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0243827 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.00204752 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0139813 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0691835 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0715819 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0305971 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.0309831 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0447308 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.00970279 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.028434 # DEPENDENCYPART_SIBL
(18,7),(18,24),-0.0214038 # DEPENDENCYPART_SIBL
(18,7),(18,25),-0.0987823 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.126259 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0675343 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0990232 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.043451 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0781669 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.126151 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.127622 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0419425 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0491614 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.0359159 # DEPENDENCYPART_SIBL
(18,8),(18,22),0.019058 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.04446 # DEPENDENCYPART_SIBL
(18,8),(18,24),0.0019733 # DEPENDENCYPART_SIBL
(18,8),(18,25),-0.0649308 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0140176 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0339931 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0607495 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0444724 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0459924 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0497134 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0234989 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.00912444 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0250451 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.0547855 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.00100462 # DEPENDENCYPART_SIBL
(18,10),(18,24),0.0171337 # DEPENDENCYPART_SIBL
(18,10),(18,25),-0.0514933 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.106856 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0404959 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0512031 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.105314 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.106785 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.00564699 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0275023 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0523377 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0151382 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0477146 # DEPENDENCYPART_SIBL
(18,12),(18,24),-0.0398901 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.0878459 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0122744 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.000972314 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0170963 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0201342 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0229416 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0168658 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.023819 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0204575 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0392262 # DEPENDENCYPART_SIBL
(18,13),(18,24),-8.46621e-05 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.052438 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0139814 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0691834 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0715819 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0305969 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0309835 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0447307 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.00970268 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0284339 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.0214026 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.0987821 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0329612 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0348732 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0257205 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.107624 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0747568 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0546049 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0758835 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.0442183 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.0514899 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0473696 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0157382 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.00963307 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0234788 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0589944 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.000562251 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.0147101 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.0437216 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.032812 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.00904361 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0249104 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0537267 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.00103306 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0132584 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.0618856 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0282435 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0248799 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0669782 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.138331 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.0394036 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.224906 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.00643993 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.00857706 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0547669 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0486393 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.0806358 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.00334503 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.0301978 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.0370788 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.0739455 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.0468922 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.0235275 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.0549733 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0175061 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.0894467 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.0694244 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0220928 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.127895 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.376001 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.12799 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.37624 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.00844073 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.00442622 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.000629026 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0135514 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.020569 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0137324 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0311562 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0532534 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0890353 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0322496 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0432207 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0148424 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0244816 # DEPENDENCYPART_SIBL
(24,2),(24,6),0.0160517 # DEPENDENCYPART_SIBL
(24,2),(24,8),0.0282434 # DEPENDENCYPART_SIBL
(24,2),(24,9),0.0200038 # DEPENDENCYPART_SIBL
(24,2),(24,10),0.0151427 # DEPENDENCYPART_SIBL
(24,2),(24,12),-0.0533283 # DEPENDENCYPART_SIBL
(24,2),(24,13),0.0203337 # DEPENDENCYPART_SIBL
(24,2),(24,14),0.00331679 # DEPENDENCYPART_SIBL
(24,2),(24,15),-0.00854973 # DEPENDENCYPART_SIBL
(24,2),(24,16),0.0317733 # DEPENDENCYPART_SIBL
(24,2),(24,17),0.0263019 # DEPENDENCYPART_SIBL
(24,2),(24,18),0.00971334 # DEPENDENCYPART_SIBL
(24,2),(24,19),-0.0533283 # DEPENDENCYPART_SIBL
(24,2),(24,20),0.00328789 # DEPENDENCYPART_SIBL
(24,2),(24,21),0.054992 # DEPENDENCYPART_SIBL
(24,2),(24,22),0.0412294 # DEPENDENCYPART_SIBL
(24,2),(24,23),0.0306238 # DEPENDENCYPART_SIBL
(24,2),(24,25),0.0181898 # DEPENDENCYPART_SIBL
(24,6),(24,8),0.0186596 # DEPENDENCYPART_SIBL
(24,6),(24,9),-0.017763 # DEPENDENCYPART_SIBL
(24,6),(24,10),-0.040527 # DEPENDENCYPART_SIBL
(24,6),(24,12),-0.0666423 # DEPENDENCYPART_SIBL
(24,6),(24,13),-0.0191421 # DEPENDENCYPART_SIBL
(24,6),(24,14),-0.0196564 # DEPENDENCYPART_SIBL
(24,6),(24,15),-0.0721242 # DEPENDENCYPART_SIBL
(24,6),(24,16),-0.0329125 # DEPENDENCYPART_SIBL
(24,6),(24,17),-0.0357993 # DEPENDENCYPART_SIBL
(24,6),(24,18),-0.0273463 # DEPENDENCYPART_SIBL
(24,6),(24,19),-0.0666423 # DEPENDENCYPART_SIBL
(24,6),(24,20),-0.019666 # DEPENDENCYPART_SIBL
(24,6),(24,21),0.00104733 # DEPENDENCYPART_SIBL
(24,6),(24,22),-0.0100862 # DEPENDENCYPART_SIBL
(24,6),(24,23),-0.027316 # DEPENDENCYPART_SIBL
(24,6),(24,25),0.0468522 # DEPENDENCYPART_SIBL
(24,8),(24,9),-0.100536 # DEPENDENCYPART_SIBL
(24,8),(24,10),-0.0372514 # DEPENDENCYPART_SIBL
(24,8),(24,12),-0.0889093 # DEPENDENCYPART_SIBL
(24,8),(24,13),-0.102065 # DEPENDENCYPART_SIBL
(24,8),(24,14),-0.057413 # DEPENDENCYPART_SIBL
(24,8),(24,15),-0.093534 # DEPENDENCYPART_SIBL
(24,8),(24,16),-0.0295936 # DEPENDENCYPART_SIBL
(24,8),(24,17),-0.0324805 # DEPENDENCYPART_SIBL
(24,8),(24,18),-0.120793 # DEPENDENCYPART_SIBL
(24,8),(24,19),-0.0889093 # DEPENDENCYPART_SIBL
(24,8),(24,20),-0.0574226 # DEPENDENCYPART_SIBL
(24,8),(24,21),-0.0357351 # DEPENDENCYPART_SIBL
(24,8),(24,22),-0.0366676 # DEPENDENCYPART_SIBL
(24,8),(24,23),0.000962702 # DEPENDENCYPART_SIBL
(24,8),(24,25),-0.0662423 # DEPENDENCYPART_SIBL
(24,9),(24,10),0.0140675 # DEPENDENCYPART_SIBL
(24,9),(24,12),-0.0545339 # DEPENDENCYPART_SIBL
(24,9),(24,13),0.0227287 # DEPENDENCYPART_SIBL
(24,9),(24,14),0.00224051 # DEPENDENCYPART_SIBL
(24,9),(24,15),-0.00962494 # DEPENDENCYPART_SIBL
(24,9),(24,16),0.0306981 # DEPENDENCYPART_SIBL
(24,9),(24,17),0.0252267 # DEPENDENCYPART_SIBL
(24,9),(24,18),0.0121084 # DEPENDENCYPART_SIBL
(24,9),(24,19),-0.0545339 # DEPENDENCYPART_SIBL
(24,9),(24,20),0.0022116 # DEPENDENCYPART_SIBL
(24,9),(24,21),0.0565211 # DEPENDENCYPART_SIBL
(24,9),(24,22),0.0401542 # DEPENDENCYPART_SIBL
(24,9),(24,23),0.035157 # DEPENDENCYPART_SIBL
(24,9),(24,25),0.0206711 # DEPENDENCYPART_SIBL
(24,10),(24,12),-0.0803783 # DEPENDENCYPART_SIBL
(24,10),(24,13),0.00917123 # DEPENDENCYPART_SIBL
(24,10),(24,14),0.00175422 # DEPENDENCYPART_SIBL
(24,10),(24,15),-0.0249821 # DEPENDENCYPART_SIBL
(24,10),(24,16),-0.0202414 # DEPENDENCYPART_SIBL
(24,10),(24,17),-0.0245757 # DEPENDENCYPART_SIBL
(24,10),(24,18),-0.000839059 # DEPENDENCYPART_SIBL
(24,10),(24,19),-0.0803783 # DEPENDENCYPART_SIBL
(24,10),(24,20),0.00174459 # DEPENDENCYPART_SIBL
(24,10),(24,21),0.0200307 # DEPENDENCYPART_SIBL
(24,10),(24,22),-0.00208457 # DEPENDENCYPART_SIBL
(24,10),(24,23),0.0113438 # DEPENDENCYPART_SIBL
(24,10),(24,25),-0.0586035 # DEPENDENCYPART_SIBL
(24,12),(24,13),-0.163185 # DEPENDENCYPART_SIBL
(24,12),(24,14),-0.0949813 # DEPENDENCYPART_SIBL
(24,12),(24,15),-0.120546 # DEPENDENCYPART_SIBL
(24,12),(24,16),-0.0973708 # DEPENDENCYPART_SIBL
(24,12),(24,17),-0.100258 # DEPENDENCYPART_SIBL
(24,12),(24,18),-0.170914 # DEPENDENCYPART_SIBL
(24,12),(24,19),-0.134273 # DEPENDENCYPART_SIBL
(24,12),(24,20),-0.094991 # DEPENDENCYPART_SIBL
(24,12),(24,21),-0.0770893 # DEPENDENCYPART_SIBL
(24,12),(24,22),-0.052017 # DEPENDENCYPART_SIBL
(24,12),(24,23),-0.099236 # DEPENDENCYPART_SIBL
(24,12),(24,25),-0.0385915 # DEPENDENCYPART_SIBL
(24,13),(24,14),0.00474513 # DEPENDENCYPART_SIBL
(24,13),(24,15),-0.00555379 # DEPENDENCYPART_SIBL
(24,13),(24,16),0.030641 # DEPENDENCYPART_SIBL
(24,13),(24,17),0.0251696 # DEPENDENCYPART_SIBL
(24,13),(24,18),0.0264771 # DEPENDENCYPART_SIBL
(24,13),(24,19),-0.0502015 # DEPENDENCYPART_SIBL
(24,13),(24,20),0.00471623 # DEPENDENCYPART_SIBL
(24,13),(24,21),0.0581188 # DEPENDENCYPART_SIBL
(24,13),(24,22),0.0432787 # DEPENDENCYPART_SIBL
(24,13),(24,23),0.0337505 # DEPENDENCYPART_SIBL
(24,13),(24,25),0.0300764 # DEPENDENCYPART_SIBL
(24,14),(24,15),-0.0499335 # DEPENDENCYPART_SIBL
(24,14),(24,16),0.00906188 # DEPENDENCYPART_SIBL
(24,14),(24,17),0.00513911 # DEPENDENCYPART_SIBL
(24,14),(24,18),0.00306821 # DEPENDENCYPART_SIBL
(24,14),(24,19),-0.0498336 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.0148037 # DEPENDENCYPART_SIBL
(24,14),(24,21),0.036123 # DEPENDENCYPART_SIBL
(24,14),(24,22),0.0272522 # DEPENDENCYPART_SIBL
(24,14),(24,23),0.000213775 # DEPENDENCYPART_SIBL
(24,14),(24,25),0.000583716 # DEPENDENCYPART_SIBL
(24,15),(24,16),-0.000368686 # DEPENDENCYPART_SIBL
(24,15),(24,17),-0.00413707 # DEPENDENCYPART_SIBL
(24,15),(24,18),-0.00505366 # DEPENDENCYPART_SIBL
(24,15),(24,19),-0.0705332 # DEPENDENCYPART_SIBL
(24,15),(24,20),0.0109724 # DEPENDENCYPART_SIBL
(24,15),(24,21),0.0504354 # DEPENDENCYPART_SIBL
(24,15),(24,22),0.0451634 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.0169236 # DEPENDENCYPART_SIBL
(24,15),(24,25),0.024854 # DEPENDENCYPART_SIBL
(24,16),(24,17),-0.0247382 # DEPENDENCYPART_SIBL
(24,16),(24,18),0.00377605 # DEPENDENCYPART_SIBL
(24,16),(24,19),-0.0805408 # DEPENDENCYPART_SIBL
(24,16),(24,20),0.00158222 # DEPENDENCYPART_SIBL
(24,16),(24,21),0.0198682 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.00224702 # DEPENDENCYPART_SIBL
(24,16),(24,23),0.0111814 # DEPENDENCYPART_SIBL
(24,16),(24,25),-0.0542988 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.0105935 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.0841727 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.00370249 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.0162363 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.00587898 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.00671111 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.0873068 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.0396328 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.016933 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.0686626 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.0549109 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.0245923 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.0114772 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.094991 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0770893 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.052017 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.099236 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.0385915 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0359891 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.0271182 # DEPENDENCYPART_SIBL
(24,20),(24,23),7.98583e-05 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.000553425 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.312202 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.0834412 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0947121 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0480474 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0984907 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.117069 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.00848827 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.619739 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0630221 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.179795 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.0685022 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.0221672 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.405538 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.0215425 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.163895 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.242067 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.021762 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.348319 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.1556 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.0106947 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.214289 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.0954779 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.390559 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.0504177 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.0186963 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.162183 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.0440804 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.263622 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.263286 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.433594 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.0533733 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.066239 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.0628745 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.315041 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.147586 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),0.100193 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.0758029 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.160453 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.038827 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),-0.0973238 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.163286 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.231514 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.148874 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.198747 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.135215 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.222269 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.559124 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.270136 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.347377 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.126372 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.23376 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.0769766 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.292002 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.174582 # DEPENDENCYPART_GRANDPAR
(0,8),(8,24),0.11997 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.200787 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.138998 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.439459 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.024116 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.0637427 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.0726877 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.0895681 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.0890407 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.343167 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.682099 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.00600748 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.077933 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.0525924 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.175444 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.190282 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.163676 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.115472 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.0983858 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),-1.20393 # DEPENDENCYPART_GRANDPAR
(0,10),(10,24),0.20319 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.207649 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.453554 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.0128899 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.206901 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.247686 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.137337 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.0501616 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.116869 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.171282 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.0791977 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.333577 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.0445415 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.0879414 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.0067226 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.0548879 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.0591056 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.072439 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.0746086 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.394224 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.259847 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.202195 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.00842538 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.0606384 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.155966 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.415283 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.228176 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.17122 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.132306 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.120175 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.188675 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-1.26284 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),0.0762888 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),0.164103 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.0914643 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.0613137 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.0606046 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.390701 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),0.276078 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.201513 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.0571154 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.153649 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.424091 # DEPENDENCYPART_GRANDPAR
