# _root_ adierazi zuenez , " oso erantzun ona " jaso du orain_arte egindako sinadura bilketak , eta hori oso itxaropentsua da .
#goldHeads=16,1,2,3,7,9,6,7,16,9,12,14,14,9,14,0,20,19,20,16,20,
#predictedHeads=9,1,2,3,7,9,6,7,16,9,12,14,14,9,14,0,20,19,20,16,20,
(6,10),(10,12),-0.228275 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.356555 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.326132 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.240657 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),0.132295 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.440922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.017273 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.197994 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.00171767 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.0916147 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.0173542 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.0647248 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.0481755 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.161744 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.0608186 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.02387 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.175828 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),0.178622 # DEPENDENCYPART_GRANDPAR
(6,13),(13,7),0.0973655 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.0607121 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.107266 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.000436323 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.263209 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.0185614 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.201096 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.164452 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.237933 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.434194 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),0.178622 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.326311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.0973655 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.0597535 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.107265 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.000522237 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.0379144 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.0185786 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.212217 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.0161999 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.201096 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.164452 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.237933 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.43416 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),0.164574 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.337967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,9),-0.0545646 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.23173 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.0183566 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.0435099 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.127386 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.116039 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),0.104972 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.0535867 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),0.027347 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.228301 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.139117 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0285015 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.4031 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.187857 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.190364 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.40906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,10),-0.292192 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.245847 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.515611 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.84978 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.412575 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.430248 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.102363 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.716242 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.275945 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.462938 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.332564 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.370102 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.13155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,9),-0.333127 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.0510061 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.107106 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.225399 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.557847 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.0339205 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.212625 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.203364 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.876096 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.39678 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.295466 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.312561 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.37169 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.264319 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.378322 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.198714 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.239412 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.275499 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.22274 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.416998 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.378987 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.149237 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.291261 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.322421 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.334683 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.0932143 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.18502 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0716223 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.776179 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.0175462 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.404092 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-0.50777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.651457 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.209131 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.00596053 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.159437 # DEPENDENCYPART_GRANDPAR
(9,2),(2,10),-0.628792 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.562082 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.184259 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.599646 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-0.513279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,4),0.103157 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.429268 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.142049 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.0506013 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.171233 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.605381 # DEPENDENCYPART_GRANDPAR
(9,6),(6,10),-0.500714 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),0.163425 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),0.0585984 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.0356646 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),0.0694541 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.28933 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.436645 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.185914 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),0.0918958 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),-0.0236797 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.2314 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),0.0977896 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),0.316166 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.267589 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.0259363 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),0.0497901 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),0.195511 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.328919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.294945 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.0414967 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.279786 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.187286 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.327859 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.139179 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.053912 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),0.155277 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),0.0739052 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),0.073024 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),0.289709 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.149168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),0.010554 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.456172 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.169019 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.343758 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.0151031 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),0.139536 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),0.16872 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),0.274311 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),0.0730281 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),0.218597 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),0.289713 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.14732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,11),0.0111504 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.45802 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.284198 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.345629 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.184454 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.063554 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.0169534 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.141386 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),0.17057 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),0.276204 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),-0.315863 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.598745 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.442557 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.138385 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),0.119846 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.0701778 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.0181539 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.21108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.460227 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.36189 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.267168 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.170048 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.22415 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.0120545 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),0.0563984 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),0.12066 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),0.0237393 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.270967 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.173846 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.134497 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.0341321 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),0.0282125 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),0.271565 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.174444 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.213118 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.105557 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),0.146496 # DEPENDENCYPART_GRANDPAR
(9,20),(20,1),0.0367595 # DEPENDENCYPART_GRANDPAR
(9,20),(20,5),-0.0579391 # DEPENDENCYPART_GRANDPAR
(9,20),(20,6),-0.0203646 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-0.351558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,12),0.234035 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),0.173454 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),0.0763338 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),0.267203 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),0.0846744 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.0285008 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),0.013408 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),0.0228547 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),0.31849 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.711816 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.374362 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.527421 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.58384 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.77592 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.761035 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.658633 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.632117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.156201 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.352372 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.631811 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.172475 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.19323 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.436508 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.49637 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.371646 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.0673296 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.348492 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.13759 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.0705295 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),-0.326752 # DEPENDENCYPART_GRANDPAR
(12,1),(1,14),-0.670365 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.339997 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.369364 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.428787 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.261003 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.231308 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),0.0815463 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),0.296426 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.297541 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.0922332 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-0.561503 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.259344 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.340928 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.165361 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.492718 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.811733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.226507 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.509956 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.456422 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.239372 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.0971655 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.331737 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.875875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,1),-0.344891 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.181886 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.307532 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.333477 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.123758 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.124772 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.33904 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.139322 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.888681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.377242 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.660691 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.245786 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.565498 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.595587 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-1.12192 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.642814 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.0971006 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.885288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,5),-0.459186 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.466909 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.122611 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),0.0199149 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.518637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.308427 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.088486 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.391424 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.696368 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.361242 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.226848 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.459181 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.303829 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.466904 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.122175 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),0.019919 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.516789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.000616361 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0903575 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.271486 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.622242 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.389574 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.694517 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.359392 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.224956 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.634988 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.36701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.161778 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.343701 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.41752 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.594996 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.53075 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.298431 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.692716 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.603303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.0261693 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.312476 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0660145 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.715675 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.362129 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.721543 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.515028 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),-0.0132143 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.299521 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.372797 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.68041 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.811065 # DEPENDENCYPART_GRANDPAR
(12,19),(19,13),-0.00918282 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.295489 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.29153 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.3175 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.396811 # DEPENDENCYPART_GRANDPAR
(12,20),(20,1),-0.562811 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-0.583027 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-0.53323 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-0.273627 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.726774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),-0.097919 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),-0.384225 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.0180831 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.415092 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.735517 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.404767 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.816456 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.18991 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.0174937 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.394324 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),-0.245209 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.148018 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.357764 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.0414809 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.28677 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.347357 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.592996 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),0.046331 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.213952 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.322711 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.250082 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.411365 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.125429 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.256885 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.672961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.288778 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.200827 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.35963 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.306841 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.357669 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.407185 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.324568 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.569938 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),0.0715404 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.171014 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.269458 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.230837 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.131287 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.698585 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.178974 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.674352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.290169 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.201499 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.360516 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.307516 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.359083 # DEPENDENCYPART_GRANDPAR
