# _root_ jose_antonio_alvarez_kaperotxipik , afera daraman epaileak , castejonek " ez duela zerikusirik eta gaizki aholkatua " zegoela argudiatu du .
#goldHeads=17,1,4,5,1,5,10,7,10,12,10,17,14,16,14,12,0,17,18,
#predictedHeads=12,3,4,5,10,5,10,7,10,12,10,16,14,16,14,17,0,17,18,
(3,5),(5,6),0.104367 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.568557 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.320492 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.155804 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.0483857 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.0566504 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.262691 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.225897 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.706832 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.0870117 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.266777 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0538221 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.108672 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.320489 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.157026 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.262689 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.798218 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.440725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.104242 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),-0.244413 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.445057 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.035615 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.133591 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.0307089 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),0.00754547 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),0.0141262 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.24558 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.149708 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.105739 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.0741008 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.369852 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.128416 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.339327 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.065824 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.841101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.712025 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.318567 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.622035 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.415739 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.616294 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.257443 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.338079 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.553329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.00106588 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.34387 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.414972 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.108657 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.082791 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.630644 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.475802 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.59034 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.598421 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.471042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.448142 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.166864 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.0115139 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.414946 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.109855 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.475776 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),-0.44625 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.479824 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.23654 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.68019 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.639885 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.692055 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.307278 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.41384 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.613852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.480212 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.15663 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.390035 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.180838 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.101916 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.216703 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.443133 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.7061 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.553505 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.666575 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-1.53627 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.559024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,6),-0.172611 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.367794 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.260883 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.403369 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.0823085 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.48879 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.632345 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.476198 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-1.52142 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.45513 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.676343 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.398128 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.599673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),-0.453051 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.362614 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.312431 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.438607 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.120932 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.433648 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.639016 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.521174 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.594581 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.709176 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.334455 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.43096 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.645792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),-0.431999 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.211464 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.343917 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.219323 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.475514 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.102234 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.230567 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.395375 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.0987726 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.546845 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.663602 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-1.48406 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.412936 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.612942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),-0.509329 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),-0.158972 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),-0.419152 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.170299 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.450004 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.17747 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.231431 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.381223 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.655197 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.660986 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-1.52824 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),-0.710018 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),-0.334793 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-0.431802 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.643665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,5),-0.43498 # DEPENDENCYPART_GRANDPAR
(4,17),(17,6),-0.211671 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),-0.346898 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),-0.219551 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.473387 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.105215 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.231425 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.395549 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.650593 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.557727 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-1.48438 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.480103 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.123107 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.221569 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.459069 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.229483 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.425492 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.0449046 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.424369 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.899161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.113081 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.671703 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.0990224 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.329493 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0188138 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.227786 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.919258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.158125 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.6918 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.328362 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.723625 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.407652 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.0688394 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.647804 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.589294 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.626705 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.693431 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),0.106666 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.480479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0241303 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0904335 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.524453 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.060195 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.38366 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.776631 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.257289 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.219351 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),0.0862242 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.588305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.0160372 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.360753 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.135791 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.00995544 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.072165 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.0351333 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.339601 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.377081 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.319274 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.195789 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),0.0828555 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),-0.0265844 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.257468 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.121705 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.391671 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.0904679 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.148019 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.355584 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.385244 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.258091 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.301331 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.784353 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.227074 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),0.0937427 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.454072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,7),-0.226267 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.144061 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.341758 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.0578806 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.0251994 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.286484 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.370744 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.259972 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.774314 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.286418 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.217034 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),0.0946323 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.579214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),-0.00537506 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.353846 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.05974 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.444928 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.0696982 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.240055 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.0297677 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.0214974 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.352228 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.352381 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.174968 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.219182 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),0.0857966 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.615052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.0158451 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),-0.387499 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.124324 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.459553 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.103352 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.158329 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.0586927 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.296076 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.318296 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.193576 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.774567 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.28642 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.217288 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),0.0946317 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.582012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),-0.00540783 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),-0.356644 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.0597673 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.442589 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.0724956 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),0.239466 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.0297677 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.257043 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.322727 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.174534 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.23882 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.12711 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.118647 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.00833584 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0882755 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0834543 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.203536 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.440619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.270139 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.363163 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.225475 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.40124 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.351708 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.441629 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.272016 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.424864 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-1.11015 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.184075 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.597836 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0931944 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.195948 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.39716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,10),-0.786246 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.532765 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.111643 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.674457 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.675343 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.642477 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-1.13845 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.0856578 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.0971881 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.472723 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.45782 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.482284 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.945352 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.108852 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.10472 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.338793 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.08468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,9),-0.0948078 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.133124 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.0598033 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.0144039 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.396957 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.459387 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.365749 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.257244 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.112219 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.29356 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.975933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,9),-0.0763277 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.4464 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.0751003 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.101488 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.416012 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.470556 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.322552 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.263736 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.945183 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.109279 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-1.10455 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.339096 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-1.11142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,9),-0.0833404 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.518675 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.247031 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.145708 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.00941503 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.354623 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.364771 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.255032 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.185842 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.213948 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.329412 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.250008 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.295786 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.516238 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.26892 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.411578 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.243869 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.274023 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.379873 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.241896 # DEPENDENCYPART_GRANDPAR
(8,17),(17,9),-0.219329 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.210588 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.252473 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.176996 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.344987 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.229835 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.186644 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.101242 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.459033 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.348209 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.101853 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.318136 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0924338 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.227793 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.0848632 # DEPENDENCYPART_GRANDPAR
(9,5),(5,10),-0.253853 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.292615 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.147934 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.282074 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.296859 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.362749 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.628528 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.0901407 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.598298 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.35614 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.484164 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.0660038 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.45605 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.248316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0501965 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.0323025 # DEPENDENCYPART_GRANDPAR
