# _root_ alderdiak kargu_hartu diola esan zuen atzo iturgaitzek , baina haren_kontrako neurririk ez dela hartuko , legebiltzarreko_mahaiak ere egin ez duelako .
#goldHeads=2,9,2,0,4,4,4,7,4,11,14,14,14,9,14,18,0,14,18,18,20,
#predictedHeads=2,4,2,9,4,4,4,7,0,11,14,14,14,9,14,18,0,14,18,18,20,
(0,20),(20,21),-0.389711 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.444113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.597628 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0539684 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.254517 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.136605 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.281801 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.0423958 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.197778 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.138764 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.54823 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),0.164581 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.0979515 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.420025 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.405852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,4),-0.00471508 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.235862 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.0889163 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.416895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,6),-0.0703012 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.195468 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.380491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,4),0.112329 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.587618 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.334617 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.123454 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.476054 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.799122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.322923 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.811128 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.309878 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.0279974 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),-0.478931 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.757111 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.25933 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.032977 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.678709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0555803 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.664027 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.131693 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.312979 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.00537035 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.119261 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.333968 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.235731 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.44296 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.376083 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.451967 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),0.26897 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.0203523 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.293415 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.364336 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.0123337 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.688781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.289384 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.385796 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.806469 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.235982 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.407804 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.143065 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.396362 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.321674 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.04155 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.338704 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.401899 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.367979 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.361676 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.515658 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),0.139335 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.246325 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.260007 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.298701 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.0462585 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.0431978 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.247858 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.116932 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.312129 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.376966 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.544404 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.36224 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.459747 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.466224 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.279152 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.0366995 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.304576 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.181628 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.463536 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),0.20478 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.0129411 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.74053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),-0.108157 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),-0.435784 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),-0.6521 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.194512 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.337765 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.0270689 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.0768274 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.417204 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.365303 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.0590042 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.185025 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.388245 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.369865 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.0297276 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.418024 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.18458 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),0.302556 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),-0.260007 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.247858 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.0936037 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.247246 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.471464 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),0.0911678 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.381844 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.232007 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),0.22154 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.546482 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),-0.0251343 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-0.816665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,4),-0.512705 # DEPENDENCYPART_GRANDPAR
(2,18),(18,6),-0.190473 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),-0.367993 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),-0.058733 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),-0.0839292 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),-0.45747 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.395532 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.117351 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.235979 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.513744 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.483939 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.435411 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),0.0177688 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.187881 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),0.260275 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.402149 # DEPENDENCYPART_GRANDPAR
(2,20),(20,7),-0.355253 # DEPENDENCYPART_GRANDPAR
(2,20),(20,12),-0.167881 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),-0.420586 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.517111 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.280878 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.497977 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.310851 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.931972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.708609 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.295707 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.697314 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.693444 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.536873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.546699 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.109568 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-1.05466 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.162656 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.0431678 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.586383 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.328045 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.573196 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-1.30728 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.595814 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.451788 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.655619 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.102474 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.294334 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.607325 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),-0.337077 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-1.11217 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.300984 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.0797146 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.647275 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.722493 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.385933 # DEPENDENCYPART_GRANDPAR
(4,1),(1,5),-0.531051 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.18276 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.229629 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.559189 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.521154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.652879 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.260906 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.586834 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.43312 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.317318 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.181445 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.590119 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.384604 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.626892 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),0.255071 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.127824 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.541032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.654812 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.276996 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.151338 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),-0.130473 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.0990339 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.0447756 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.31782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,7),-0.160421 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.577197 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0870695 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.359899 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.240304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,8),0.473619 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.252711 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),0.396232 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),0.252944 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.0289478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.347926 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.179454 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0493822 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.12882 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),0.398932 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),0.238206 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.378572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.569643 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.139818 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.135535 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.206161 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.227707 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.241553 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.14044 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.0908614 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.0536091 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.179991 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.244367 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.251994 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),0.00529703 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.238872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,6),-0.162861 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.00459317 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.309187 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.0333235 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.0911381 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.242316 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.0926908 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.253559 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.45853 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.0267044 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.0133658 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.175499 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.323722 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.12543 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),0.496575 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.13445 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),0.445023 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),0.239436 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.376177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),-0.405243 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.0840646 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.0251428 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.370918 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.0464088 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.233414 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.229461 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.180574 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.0109378 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.203102 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.227702 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),0.074333 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.189988 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.353646 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),0.609771 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),-0.162861 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.0911381 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.249235 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),0.106511 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.348061 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),0.174807 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.161237 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.438165 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),0.488463 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.460607 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.146817 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),0.447405 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.440604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,6),-0.0717019 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),-0.0447808 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),0.347569 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.0452215 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),-0.265353 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.249099 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.230603 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.0295919 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.0885839 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.309678 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.251791 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),0.140174 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.344416 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),0.585017 # DEPENDENCYPART_GRANDPAR
(4,20),(20,7),-0.0570395 # DEPENDENCYPART_GRANDPAR
(4,20),(20,12),-0.305444 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-0.261964 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.232633 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.499217 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.376562 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.194074 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0315631 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.977773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.363003 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),0.0524916 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.21847 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),-0.849625 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.170096 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.188175 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.646467 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.632053 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.13973 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.429093 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.28495 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.34168 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.483799 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.0267104 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.0655244 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.144505 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.712021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,1),-0.0965009 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.178671 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.121867 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.263431 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.745467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.500326 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.267359 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.41493 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.609136 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.462652 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.488432 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.604683 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.503307 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.508355 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.315073 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.00837464 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.339404 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.35326 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.306856 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.356553 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.106623 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),-0.0772321 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.160567 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.348274 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.359595 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.310144 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.36272 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.110099 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.470235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.144073 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0337259 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.225983 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.291531 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.119815 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.254545 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.213658 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.0662492 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.287078 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.250368 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.32267 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.315073 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.471652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.0844144 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.0236897 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.141559 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0872287 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.213377 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.296158 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.335041 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),0.121111 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.391429 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.499248 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-1.32628 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-1.09123 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.040403 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.22872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.184345 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.577763 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.907937 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.632611 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.801485 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-1.23453 # DEPENDENCYPART_GRANDPAR
