# _root_ gero pistorius organista zaharrak paperezko pezeta , hogerleko eta bosdurokoak eman zizkidan gordetzeko , baina mesede_baten_truke .
#goldHeads=11,3,11,3,6,9,6,9,11,9,15,11,11,13,0,15,16,
#predictedHeads=11,3,5,3,6,9,6,9,11,11,15,11,11,13,0,15,16,
(4,2),(2,3),-0.0119237 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.27151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.539524 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.221509 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.21088 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.27151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.728697 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.539524 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.530753 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.42081 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.603555 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.584159 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.340386 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.579334 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.362844 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.439587 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.312634 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.940161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.309868 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.0414991 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.302046 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.210693 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.253522 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.0855085 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.362844 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.439731 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.312779 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.940167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.425817 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.0445823 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.290094 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.212029 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.392881 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.253919 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.374786 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.132559 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.338675 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.0825053 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),-0.38013 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.313154 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.222435 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.022811 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.414834 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.120105 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.532291 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),-0.573486 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.20142 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0840993 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.532291 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.10945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.573486 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.626844 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.399068 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.667539 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.330377 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.615574 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.723665 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.10584 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0218221 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.124567 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.07017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.534207 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.413348 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.497864 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.275426 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.408457 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.305711 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.974322 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.687893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.137248 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.291798 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.213005 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.400457 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.700626 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.0729243 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.428796 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.38862 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.489581 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.681319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,8),-0.329713 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.275426 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.305566 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.974322 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.683775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.157875 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.297929 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.210741 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.397934 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.6993 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.0704022 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.399453 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.48555 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.29792 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.438272 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.335527 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.661066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.12761 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.244143 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.178463 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.220442 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.339459 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.624487 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.000558424 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.232351 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.40749 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.252975 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.265054 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.120521 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.328279 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.0624468 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.395932 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.346674 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.310838 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.211784 # DEPENDENCYPART_GRANDPAR
(6,1),(1,7),-0.189757 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.131146 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.12517 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.705396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,1),-0.134292 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.275007 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.12517 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.0901898 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.705396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.40966 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.411683 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.626 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.496479 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.500422 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.524774 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.03443 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.16634 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.137436 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0390051 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.666114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.188271 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.336584 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.134292 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.275007 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.028769 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0335481 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.705396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.166197 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.40966 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.411683 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.590362 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.49214 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.273033 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),-0.111976 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.204012 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.293278 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.316008 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.334235 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.291214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.0737056 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.227242 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.36349 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.497847 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.243598 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.202726 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.409051 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.226504 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.627012 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.323236 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.364193 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.261884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0200428 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0365387 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0622242 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.302493 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.421809 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.170116 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.141214 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.295199 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.0596172 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.230776 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.594672 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.290896 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.320747 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.331853 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.37825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.0716381 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.0927135 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.0818538 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0743473 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.415131 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.262689 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.0527915 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.299776 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.0635915 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.0480998 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.132877 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.287629 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.230057 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.280577 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.147193 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.236693 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.618488 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.314712 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.325738 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.355668 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.375543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.0577172 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.090007 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.0717702 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.262306 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0687175 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.0404145 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.317338 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.0446723 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.218504 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.577815 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.274039 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.314995 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.304012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,8),-0.00667203 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.135626 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.0663941 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.178893 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.280073 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.0454713 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.159433 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.0809721 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.316008 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.128845 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.00489092 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.211387 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.204745 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.409051 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.195563 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.0646811 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0276213 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0930923 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.147659 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.273395 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.264403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.196114 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.2918 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),0.00117426 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.269212 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.171598 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.163727 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.27818 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.240514 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.033154 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.225502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.136957 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0151742 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.0947076 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.0813243 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.117254 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.172215 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.441364 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.189637 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.278311 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.502652 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0750204 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.112463 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.0638544 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.812546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.411814 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.676665 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.596974 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.438406 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.613918 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.182731 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.396731 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.112617 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.164665 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.106336 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.092073 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.398922 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.278311 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.502652 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.218539 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.230304 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0638544 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.181717 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.812546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.411814 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.638749 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.493042 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.279798 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.491819 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.207705 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.231236 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.20309 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.187931 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.812691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.412987 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.676835 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.638749 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.597143 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.438992 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.614063 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.493186 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.241005 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.75112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,1),-0.374812 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.856825 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.572711 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.568096 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.510335 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.334106 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.364165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.1215 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.348584 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.466846 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.266038 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.113972 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.230323 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.143228 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.378246 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.822808 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.538694 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.520953 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.534078 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.475435 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.344146 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.494229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0812967 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.135934 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.462196 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.360754 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0278681 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.237191 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.152328 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.450756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.133267 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.337405 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.329043 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.218764 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.236927 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.384163 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.846623 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.56251 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.525944 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.557894 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.499251 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.34926 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.491522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.0712132 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.311133 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.11622 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0154911 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.254753 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.133408 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.517051 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.177076 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.102952 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.186618 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.142006 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.405096 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.13367 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.218275 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.134808 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.0589887 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.21811 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.00631621 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.192366 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.165101 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.21811 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.287726 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.00631621 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.242375 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-0.513435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,11),-0.244795 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.245857 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.100148 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.599266 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.192366 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.165101 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.144178 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.291652 # DEPENDENCYPART_GRANDPAR
