# _root_ hala ekarri dituzte antton_lopez ruiz algecirastik langraizera , joxean etxebarri_aiesta jaendik langraizera , eta iñigo_azkue eta jose_antonio galarraga mansillatik langraizera .
#goldHeads=2,0,2,14,4,2,2,7,14,9,2,2,12,2,16,14,16,17,2,2,20,
#predictedHeads=2,0,2,14,4,2,2,7,14,9,2,2,12,2,16,14,16,17,2,2,20,
(7,10),(10,12),-0.935148 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.0533516 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),-0.0275456 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.257544 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.804866 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.935023 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.0534817 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.12234 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),-0.0298729 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.804016 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.72343 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0227527 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.0552701 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.124128 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.145155 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.192152 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.0195498 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.0227816 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.19224 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.46189 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.525787 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.163189 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.0906583 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.0445266 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.163188 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.0264588 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.0396273 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.254603 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.136525 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.188605 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.34718 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.352725 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.389505 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.174541 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),-0.066894 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.1046 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.106488 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0193228 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.234494 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.222922 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.301004 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.272538 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.242959 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.302505 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.337035 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.165493 # DEPENDENCYPART_GRANDPAR
(9,7),(7,10),-0.413199 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.456369 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.507573 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-1.12661 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.327073 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.321607 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.380414 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.302334 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.256401 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.343852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.132895 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.183812 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.191893 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.256356 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.34357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0114328 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.183703 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.192059 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.131491 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-1.18706 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-1.27135 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.21638 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.924672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.626192 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.665188 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-2.33997 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.422564 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-1.20615 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.057744 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.124137 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0514368 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.924672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.626192 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.307327 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.0121077 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.499443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.341291 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.130457 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.152597 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.307315 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.498593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.202788 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.128406 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.128724 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.150863 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.528325 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-1.02168 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.749935 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-1.53261 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-1.62251 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.478427 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.0425873 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.476511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.178273 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.216925 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.018534 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.306004 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.140009 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.291744 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.0544152 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-2.21285 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.79196 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-1.84687 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.0793047 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-1.00364 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.120054 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.907673 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.05024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,7),-1.00396 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.120166 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.225742 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.05034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.699871 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.0793401 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.375494 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.33326 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.626888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.149955 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.106363 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.0429256 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.596409 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-1.02952 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-1.11883 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-2.17282 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-2.19531 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.35712 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.578926 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-1.36318 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.602698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.251981 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.0405734 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.224817 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.0329449 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.161655 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.198135 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.596409 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-1.02952 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-1.11883 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-2.17282 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-2.19531 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-1.35712 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.578926 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-1.36318 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.602698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.251981 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.0405734 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.16239 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.203675 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.161655 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.198135 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.259055 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-2.24432 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.785113 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-1.84552 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.238463 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.853947 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.200669 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.198436 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-1.14849 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.44403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),-0.23818 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.20062 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.198183 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-1.04202 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.44399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,14),-0.238045 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.195817 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.02056 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-2.08006 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.460467 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),-0.0917773 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.0495495 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.563909 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.02197 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-1.11193 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-2.17142 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-2.25105 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.20746 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.552089 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.39571 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.60116 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.997287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0539189 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0300551 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0209383 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.0285946 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.549131 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.563909 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-1.02197 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-1.11193 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-2.17142 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-2.25105 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-1.20746 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.552089 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-1.39571 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-1.60116 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.997287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.0539189 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.00118556 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.00831403 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.0285946 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.549131 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.538466 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.0119407 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.135733 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.169677 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.0119422 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.188714 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.174576 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.0716322 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.126653 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.130592 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.0253925 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.0172306 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),0.0013407 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.363735 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.562353 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.579117 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.603709 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.500777 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.465243 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.405801 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.442609 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.246377 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.441405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.361001 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.257829 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.372146 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.381083 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),0.0013407 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.363735 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.562353 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.579117 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.603709 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.500777 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.465243 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.405801 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.442609 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.246377 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.441405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.212245 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.312511 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.372146 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.381083 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.377652 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.0523913 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),0.0189029 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),0.285374 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.0276182 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.415807 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.00741807 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.286744 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.0842067 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),0.0866553 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),0.113283 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.294615 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),0.191711 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),0.347002 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-0.481768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,16),-0.101101 # DEPENDENCYPART_GRANDPAR
(14,2),(2,19),-0.631094 # DEPENDENCYPART_GRANDPAR
(14,2),(2,20),-0.720512 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.0813638 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.460317 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.252396 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.081597 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.0750946 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.235457 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),0.240185 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.08136 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.07624 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.322202 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.242131 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.450663 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.336417 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),0.31722 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.144298 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.163519 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.448046 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.33383 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.499861 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.155695 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.212142 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.445874 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.325527 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),0.15557 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.212153 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.23742 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.335839 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.501904 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.34867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,8),0.212068 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.23734 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.361921 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.501727 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.348954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,16),0.0317137 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.212593 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.357347 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.253698 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.0194037 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.349324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),0.0313436 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.0277652 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),0.223503 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.133763 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.39239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.0117228 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.11266 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.380222 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.458052 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.424693 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.173424 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.347641 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.342672 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.262982 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.138365 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.238671 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.0823255 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.309153 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.324781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.197948 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.0854397 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.0687218 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.102546 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.00256449 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.0545339 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.172705 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.0790753 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.158016 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.136887 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.143393 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.288785 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.332998 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.0562197 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.244962 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.0740429 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.344483 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.0548496 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.267317 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.286212 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.0304556 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.103676 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),-0.201714 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),-0.147658 # DEPENDENCYPART_GRANDPAR
(16,2),(2,14),-0.171821 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-0.599948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,19),-0.584235 # DEPENDENCYPART_GRANDPAR
(16,2),(2,20),-0.781398 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.317758 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),0.118724 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.0991279 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.317991 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.276806 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.116066 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.132683 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.317754 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.275661 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.0193917 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.130737 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),0.0523725 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.0570075 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.0243738 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.207225 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.0197803 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),0.049756 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.059594 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),0.00520146 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.217173 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.0684028 # DEPENDENCYPART_GRANDPAR
