# _root_ " sakabanaketa_bezalako legez kanpoko tresna presoen_kontra erabiltzeaz gain , orain espetxe_barruko errepresioa gogortzen ari_dira " , salatu dute aabek .
#goldHeads=0,5,5,3,7,7,13,7,8,13,12,13,0,0,14,15,0,17,17,19,
#predictedHeads=0,3,14,5,7,7,14,7,8,14,12,13,14,17,14,15,0,17,17,19,
(3,5),(5,2),-0.432247 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.245144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.00657661 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0385283 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.17318 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.43129 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.258179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.00645819 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0855411 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.409731 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.289207 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.123224 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.172966 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.284992 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.325345 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.21891 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.429978 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.942231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.623921 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.086895 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.942231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.623921 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.448127 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.4112 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.857789 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.508642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.121267 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.223732 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.410244 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.856833 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.521677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.199078 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0942261 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.397997 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.172979 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.223518 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.329335 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),0.0356721 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.115406 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.511482 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.366787 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.739581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,2),0.0602223 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.375975 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.739581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.0588307 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0573895 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.616301 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.739581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.0588307 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.270063 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.938065 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.0534959 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.31501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0832959 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.210203 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.00507852 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.155186 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0963315 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.0316113 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.0297764 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.128845 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.162995 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.126201 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.0904508 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),0.129283 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.240229 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.654211 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.286023 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.145573 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.454413 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.276835 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.136385 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.7423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,2),-0.457246 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.765863 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.146197 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.7423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,2),-0.450901 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.759519 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.371628 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.743256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,10),-0.310483 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.797895 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.10049 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.726917 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.588178 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.421276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.179434 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0164083 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.0541048 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.12751 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.0444142 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.74446 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.20335 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.0423924 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.286898 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.591997 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.778488 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.08142 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.706929 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.570767 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.316786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.218092 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.012646 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.214578 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.284708 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.1156 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.738724 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.196104 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.277811 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.34643 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),-0.194584 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.229917 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.310889 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.14178 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.823334 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.28266 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.364475 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),-0.338603 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.245652 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.182973 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.313676 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.144564 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),0.0914869 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.316628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.217622 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.232722 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.187536 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.13008 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.114699 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.736448 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.692603 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.352537 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.798272 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-1.10087 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.727295 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.588555 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.413101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),-0.331349 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.325013 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.0975043 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.278821 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.110123 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.616128 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.0843747 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.295015 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.594736 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.0142918 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0764563 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.362709 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.0487984 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.694767 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.361855 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.0479436 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.524578 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.692829 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.10784 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.0536139 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.530248 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.670849 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0858606 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.339945 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.476808 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.108795 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.68621 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.101221 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.355306 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.104171 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.488929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.0273531 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),0.0439422 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.107779 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.490642 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.365355 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.893868 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.313586 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.581408 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.273864 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.747918 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.236197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.256792 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0302385 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.28148 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.222185 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.0298383 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.183414 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.0901492 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),0.0131749 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.0690887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.358611 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.294515 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.235218 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.0714339 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.288098 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.195899 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.346953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.276723 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.140538 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.392262 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.332963 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.00640787 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.746834 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.232446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.198936 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.120015 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.000876811 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.224772 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.0292851 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.376942 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.00370722 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.232446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.19866 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.120012 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.000876881 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.269517 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0235251 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.189727 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.0964623 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.378778 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.00554359 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-1.04481 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.463852 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.733358 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.420811 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.898858 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.415531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.161538 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.144297 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.0333838 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.317029 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.258061 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.273782 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.138175 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.183857 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.292625 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.612544 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-1.04683 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.465872 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.735378 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.422831 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.900877 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.407035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.161457 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.0387384 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.31711 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.258142 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.0693709 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.0483441 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.2074 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.308066 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.268576 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.0552803 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.195899 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-1.04981 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.468851 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.738357 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.425809 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-0.903856 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.43533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),0.146284 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),0.139388 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.0305495 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.332283 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.273315 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.0976657 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.316127 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.1971 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.275148 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.611594 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.0386843 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.723999 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.0569564 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.631544 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.0542327 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.369446 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.284211 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0450446 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.360258 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.12923 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.287044 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.744009 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.37007 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.119419 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.280699 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.737665 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.140651 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.133077 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.330308 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.283722 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.740687 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.143673 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.485171 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.319453 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.94252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.157115 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.330295 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.384347 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.33473 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.130948 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.58897 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.00275654 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.312511 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.170543 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.962618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.231444 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.373311 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.404235 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.402765 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.673543 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.386057 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.204413 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.44403 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.552681 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.196154 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.51459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),-0.0885496 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0870227 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.449161 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.170202 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.222412 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.147164 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.530325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0593485 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0920862 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0905575 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.184149 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.304093 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.171828 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.51867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0651757 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.151169 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0609583 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.362681 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.447191 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.220724 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.171923 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.518948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.0651827 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.151171 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.03951 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.365737 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0848326 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.136934 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.447191 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.220724 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.625472 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.07641 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.493719 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.810644 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.323981 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.223091 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.618295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.0484214 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.13047 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0640184 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0629033 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0929986 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.133073 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.14694 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.34843 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.203194 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.62585 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-1.07679 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.494097 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.811022 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.324358 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.223616 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.610119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,10),-0.117591 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.0558428 # DEPENDENCYPART_GRANDPAR
