# _root_ kasu honetan gutuna posta arruntaren_bidez etorri da , eta etako presoek bizi duten egoeraren erantzule egiten gaituzte " , azaldu zuen .
#goldHeads=6,1,6,6,4,9,6,7,20,11,12,14,12,15,16,9,16,17,18,0,0,21,
#predictedHeads=6,1,6,6,4,9,6,7,0,11,12,14,12,15,16,9,16,17,18,0,20,21,
(20,19),(20,21),0.0289801 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0471168 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0330566 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.125186 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.154164 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.149337 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.0577945 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.112743 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.480138 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.225595 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.134053 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.364816 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),0.380116 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.236959 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.00622493 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0833399 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.124644 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.47023 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.241881 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.141162 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.041888 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.539028 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.581195 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.228399 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.117038 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.145511 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.0462374 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.122825 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.58445 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.127791 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.197546 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.528313 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.118358 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.100883 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-1.40578 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.22038 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.0580387 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.555895 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.469087 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),0.503485 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),0.146035 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.191466 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.190963 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.0916895 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0833468 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.180829 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-1.5382 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.425488 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.74134 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.24894 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.312515 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.0384617 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.279853 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.38025 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.280976 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.394322 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.635014 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.168539 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.0898548 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.836784 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.188845 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.190317 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-1.62882 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.532221 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.37029 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.476473 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),0.495092 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.754425 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.112182 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.145124 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.458483 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.297771 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.647553 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.104475 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.182008 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),-0.149041 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),-0.191903 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.0926288 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.414091 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.32548 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.146882 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.124213 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.72355 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.0853775 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.116032 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-1.7206 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.420386 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.262133 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.5942 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.401203 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),0.440993 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),0.018528 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.138313 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.446137 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.288045 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.0581863 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),0.37756 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.102027 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.528017 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.369898 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.262995 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),0.475074 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.631862 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.818349 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),0.653028 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),0.21617 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),-0.157741 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),-0.0584668 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),0.591404 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),-0.103899 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),0.243187 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.689388 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.0550476 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.0818637 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-1.66653 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.386225 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.227971 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),0.503832 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.730071 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.314743 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),0.337572 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.317895 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),0.214409 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.450019 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),-0.0270867 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.103751 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.347356 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.254019 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.27656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.0803576 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.12778 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.157192 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.361221 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.270405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.0685958 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.0662495 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.153863 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.357892 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.112881 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.166078 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.314152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,3),0.0179138 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.0587505 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.242134 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.227116 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.329133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,3),0.00354238 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.0731219 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.0831447 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.149067 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.224152 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.316912 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.379759 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.537266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.361005 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.258438 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.37955 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.379759 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.551076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.355504 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.258438 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.37955 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.735078 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.608507 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.430723 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.649881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,3),-0.384477 # DEPENDENCYPART_GRANDPAR
(2,16),(16,4),-0.27529 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),-0.263626 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.194052 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.0409257 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),-0.108443 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.679744 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.528439 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.380053 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.178985 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.69049 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.400072 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.375458 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),0.0269418 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.294755 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.442593 # DEPENDENCYPART_GRANDPAR
(2,20),(20,1),-0.443913 # DEPENDENCYPART_GRANDPAR
(2,20),(20,3),-0.403542 # DEPENDENCYPART_GRANDPAR
(2,20),(20,4),-0.294355 # DEPENDENCYPART_GRANDPAR
(2,20),(20,6),-0.216999 # DEPENDENCYPART_GRANDPAR
(2,20),(20,8),-0.0473252 # DEPENDENCYPART_GRANDPAR
(2,20),(20,9),-0.0847605 # DEPENDENCYPART_GRANDPAR
(2,20),(20,10),-0.698808 # DEPENDENCYPART_GRANDPAR
(2,20),(20,11),-0.549419 # DEPENDENCYPART_GRANDPAR
(2,20),(20,12),-0.399111 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),-0.1795 # DEPENDENCYPART_GRANDPAR
(2,20),(20,14),-0.709556 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),-0.419137 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),-0.334643 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.202749 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),0.0758642 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.383283 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-0.0313367 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.35746 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.852891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.415652 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.717669 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.371797 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.764993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.327753 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.319897 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-0.387452 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.416392 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.754358 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.431718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.434172 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.289083 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.311767 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.193741 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.377112 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.479632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0423921 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.20801 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.164431 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.401228 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.494003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.0567635 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0868378 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.00875359 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.307693 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.105873 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.202299 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.0674872 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.634317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.343052 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.503662 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.11051 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.546419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,16),-0.534527 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.383685 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.173735 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.365728 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.634317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.343052 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.503662 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.446877 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.447208 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.260847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.278179 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.296296 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.470994 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.471323 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.275218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,8),0.0285973 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.12891 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.283633 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.320503 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.070142 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.170289 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.599409 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.0861699 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.178882 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.0232236 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.00495205 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.17028 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.344145 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.162947 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.304893 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.318653 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.227557 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.339179 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.0835776 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.29954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,7),-0.496785 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.215911 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.376585 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.081975 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.29954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.496785 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.209896 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.373256 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.406862 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.29954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.496785 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.717301 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.500665 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.472437 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.569714 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.680155 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.261264 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.02118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.315498 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0547699 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.220063 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.433758 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.21578 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.234648 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.385002 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.59407 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.228579 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.220934 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.114846 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.456569 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.215841 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.457969 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.659365 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.240474 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.110042 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.209368 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.373956 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.209559 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.249906 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.0111992 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.251201 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.709822 # DEPENDENCYPART_GRANDPAR
(6,1),(1,7),-0.380721 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0436893 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.214845 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),0.185377 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.217093 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.214775 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.132094 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.246729 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.710896 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),-0.380394 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.22079 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.135423 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.00703293 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.710896 # DEPENDENCYPART_GRANDPAR
(6,4),(4,7),-0.380394 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.243192 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.0983887 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.238594 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.00190755 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.260442 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.493792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.486712 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.155417 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.403601 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.145067 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.26183 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0969812 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.0420219 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.230294 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),0.0113529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.195128 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0218192 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.207376 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.222012 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.455561 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.197027 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),0.286816 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.166919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.354588 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.219339 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0521607 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.186752 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.0589101 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.0162401 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.00601191 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.0599003 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.348672 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.0403513 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.126601 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.0016991 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.130619 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.148739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,8),0.248288 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0478513 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0262167 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.00306666 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.0565179 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.0405605 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.000288053 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.250216 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),0.0174185 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.131255 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),0.0277672 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.141579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,8),0.249237 # DEPENDENCYPART_GRANDPAR
