# _root_ ( ... ) paulinok azken asaltoa bota zuela uste_zuen , baina heriotzaren aurre-salara ailegatzea besterik ez zuen egin , azken asaltoek beti heriotzaren kaudrilateroan jotzen bait dute amaierako kanpanilla .
#goldHeads=0,1,0,9,6,7,9,7,11,9,0,13,14,18,14,15,18,11,18,21,25,25,24,25,18,27,25,29,25,29,
#predictedHeads=0,1,0,7,6,7,9,7,11,9,0,13,14,18,14,15,18,11,18,21,25,25,24,25,0,25,26,29,25,29,
(18,7),(7,14),0.0674895 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),0.238369 # DEPENDENCYPART_GRANDPAR
(18,7),(7,17),-0.0921469 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-0.68608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,21),-0.231958 # DEPENDENCYPART_GRANDPAR
(18,7),(7,23),-0.432967 # DEPENDENCYPART_GRANDPAR
(18,7),(7,24),-0.390608 # DEPENDENCYPART_GRANDPAR
(18,7),(7,25),-0.0929825 # DEPENDENCYPART_GRANDPAR
(18,7),(7,26),-0.123864 # DEPENDENCYPART_GRANDPAR
(18,7),(7,28),-0.39723 # DEPENDENCYPART_GRANDPAR
(18,7),(7,29),-0.371023 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.281923 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.32659 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.29436 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.10745 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.152117 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.105425 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),0.0767766 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.0168995 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.109354 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),0.073948 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.0448723 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.061108 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),0.132022 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),-0.0844122 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-0.684796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,25),-0.0916985 # DEPENDENCYPART_GRANDPAR
(18,9),(9,27),-0.608507 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.0698865 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),0.0766852 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.356777 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),0.0568389 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),0.357003 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.0186437 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.0633102 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.0240436 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),0.0710426 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.339878 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),0.0261757 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),0.0358453 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.082975 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),0.0956719 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),0.21231 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.73465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,21),-0.217964 # DEPENDENCYPART_GRANDPAR
(18,11),(11,24),-0.376613 # DEPENDENCYPART_GRANDPAR
(18,11),(11,25),-0.137058 # DEPENDENCYPART_GRANDPAR
(18,11),(11,28),-0.38321 # DEPENDENCYPART_GRANDPAR
(18,11),(11,29),-0.357028 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.217863 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),0.0630743 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.0397861 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),0.0228117 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.415494 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.188145 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),0.0693872 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.217863 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),0.0630743 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.0397861 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.152848 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.253307 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.415494 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.0978901 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.188145 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.105091 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.149758 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.105577 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),0.0774828 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.398188 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.0511437 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.209826 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),0.0635482 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.0552721 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.242041 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.132194 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.0841032 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.684744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.0404497 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.230579 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.146786 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.431588 # DEPENDENCYPART_GRANDPAR
(18,14),(14,24),-0.389229 # DEPENDENCYPART_GRANDPAR
(18,14),(14,25),-0.0916465 # DEPENDENCYPART_GRANDPAR
(18,14),(14,26),-0.122797 # DEPENDENCYPART_GRANDPAR
(18,14),(14,27),-0.608504 # DEPENDENCYPART_GRANDPAR
(18,14),(14,28),-0.395851 # DEPENDENCYPART_GRANDPAR
(18,14),(14,29),-0.369644 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.0256965 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.127127 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),0.0321738 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.0866465 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.160787 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.361796 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.258133 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.0657036 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.0407976 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.141189 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.113987 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.368335 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.167505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,18),-0.42118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.206221 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.224874 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.100023 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),0.00911967 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.366321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.225763 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.119655 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.0429705 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.00298425 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.0393745 # DEPENDENCYPART_GRANDPAR
(18,21),(21,30),-0.0780487 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.166363 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.152828 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.110469 # DEPENDENCYPART_GRANDPAR
(18,23),(23,19),0.225763 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.119655 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.186808 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),0.120285 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),0.0393745 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.334788 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),0.0346739 # DEPENDENCYPART_GRANDPAR
(18,23),(23,30),-0.0780487 # DEPENDENCYPART_GRANDPAR
(18,24),(24,19),0.225763 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),0.119655 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.186808 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),0.120285 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.0142004 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),0.195666 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.334788 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),0.0346739 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),0.0589598 # DEPENDENCYPART_GRANDPAR
(18,24),(24,30),-0.0780487 # DEPENDENCYPART_GRANDPAR
(18,25),(25,4),-0.446095 # DEPENDENCYPART_GRANDPAR
(18,25),(25,6),-0.490761 # DEPENDENCYPART_GRANDPAR
(18,25),(25,7),-0.236033 # DEPENDENCYPART_GRANDPAR
(18,25),(25,9),-0.506742 # DEPENDENCYPART_GRANDPAR
(18,25),(25,10),-0.322706 # DEPENDENCYPART_GRANDPAR
(18,25),(25,11),-0.337278 # DEPENDENCYPART_GRANDPAR
(18,25),(25,12),-0.277456 # DEPENDENCYPART_GRANDPAR
(18,25),(25,13),-0.396276 # DEPENDENCYPART_GRANDPAR
(18,25),(25,14),-0.102867 # DEPENDENCYPART_GRANDPAR
(18,25),(25,15),-0.0113396 # DEPENDENCYPART_GRANDPAR
(18,25),(25,16),-0.180266 # DEPENDENCYPART_GRANDPAR
(18,25),(25,17),-0.401315 # DEPENDENCYPART_GRANDPAR
(18,25),(25,18),-0.534915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,25),(25,19),0.264274 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),-0.0619464 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),0.118773 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),0.151804 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.0822351 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.0398763 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),0.109786 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.335211 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.0442191 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),-0.0186694 # DEPENDENCYPART_GRANDPAR
(18,26),(26,8),-0.0247289 # DEPENDENCYPART_GRANDPAR
(18,26),(26,17),-0.270092 # DEPENDENCYPART_GRANDPAR
(18,26),(26,18),-0.415414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,26),(26,25),0.173643 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.270554 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-0.00479832 # DEPENDENCYPART_GRANDPAR
(18,26),(26,29),0.0207513 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),0.124105 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.155446 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.129896 # DEPENDENCYPART_GRANDPAR
(18,28),(28,22),0.120285 # DEPENDENCYPART_GRANDPAR
(18,28),(28,23),-0.0144226 # DEPENDENCYPART_GRANDPAR
(18,28),(28,24),0.0279362 # DEPENDENCYPART_GRANDPAR
(18,28),(28,25),0.263132 # DEPENDENCYPART_GRANDPAR
(18,28),(28,27),-0.390675 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),0.0586965 # DEPENDENCYPART_GRANDPAR
(18,28),(28,30),-0.0781165 # DEPENDENCYPART_GRANDPAR
(18,29),(29,22),0.120285 # DEPENDENCYPART_GRANDPAR
(18,29),(29,23),-0.0142004 # DEPENDENCYPART_GRANDPAR
(18,29),(29,24),0.0281584 # DEPENDENCYPART_GRANDPAR
(18,29),(29,25),0.263133 # DEPENDENCYPART_GRANDPAR
(18,29),(29,27),-0.390675 # DEPENDENCYPART_GRANDPAR
(18,29),(29,28),0.0212737 # DEPENDENCYPART_GRANDPAR
(18,29),(29,30),-0.0780487 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),0.0371522 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.087169 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),0.0853458 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.0899215 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.0161186 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),0.097725 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.0921365 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.0399785 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),0.00534031 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.0327216 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.0790788 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.188297 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.227419 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.397281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,21),-0.392593 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.398239 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.385055 # DEPENDENCYPART_GRANDPAR
(19,14),(14,24),-0.409646 # DEPENDENCYPART_GRANDPAR
(19,14),(14,25),-0.453694 # DEPENDENCYPART_GRANDPAR
(19,14),(14,26),-0.309613 # DEPENDENCYPART_GRANDPAR
(19,14),(14,27),-0.157199 # DEPENDENCYPART_GRANDPAR
(19,14),(14,28),-0.484269 # DEPENDENCYPART_GRANDPAR
(19,14),(14,29),-0.438447 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),0.146727 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),0.188125 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.0863475 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.36913 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),0.089644 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.0346772 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),0.0623037 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.114724 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.0391607 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),0.097552 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.0634131 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),0.0125134 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.0578322 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),0.0457209 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.0130738 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0866252 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.00844779 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.399671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.196676 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.406683 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.397279 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.399145 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.423735 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.451443 # DEPENDENCYPART_GRANDPAR
(19,18),(18,26),-0.31208 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-0.160691 # DEPENDENCYPART_GRANDPAR
(19,18),(18,28),-0.498359 # DEPENDENCYPART_GRANDPAR
(19,18),(18,29),-0.452536 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.295331 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.234781 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.379356 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.431403 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.347069 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.233343 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.134878 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.184148 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.20836 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.291946 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.211879 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.0915397 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.297437 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.12212 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.647301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.391505 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.271937 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.484631 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.476389 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.379205 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-0.299132 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.317398 # DEPENDENCYPART_GRANDPAR
(20,18),(18,28),-0.57801 # DEPENDENCYPART_GRANDPAR
(20,18),(18,29),-0.574769 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.294866 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.268897 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.245493 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),-0.26975 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.524784 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.183754 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.85381 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.919878 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),0.0879942 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),0.189193 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),0.301807 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.242946 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),-0.0999492 # DEPENDENCYPART_GRANDPAR
(21,11),(11,18),0.115442 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-0.836319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,24),-0.362885 # DEPENDENCYPART_GRANDPAR
(21,11),(11,25),-0.501776 # DEPENDENCYPART_GRANDPAR
(21,11),(11,28),-0.695976 # DEPENDENCYPART_GRANDPAR
(21,11),(11,29),-0.642447 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-1.00424 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),0.0894617 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.228044 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),0.323285 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.0270552 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),-0.661191 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),-0.235514 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),-0.490548 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.28448 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),-0.895287 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-1.01232 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),0.0980174 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.232765 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),0.265508 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),0.378123 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.135999 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),0.00550794 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.451457 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.0130625 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),-0.00956702 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-0.875314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,22),-0.262116 # DEPENDENCYPART_GRANDPAR
(21,14),(14,23),-0.614514 # DEPENDENCYPART_GRANDPAR
(21,14),(14,24),-0.401881 # DEPENDENCYPART_GRANDPAR
(21,14),(14,25),-0.524138 # DEPENDENCYPART_GRANDPAR
(21,14),(14,26),-0.30755 # DEPENDENCYPART_GRANDPAR
(21,14),(14,27),-0.616064 # DEPENDENCYPART_GRANDPAR
(21,14),(14,28),-0.735022 # DEPENDENCYPART_GRANDPAR
(21,14),(14,29),-0.681443 # DEPENDENCYPART_GRANDPAR
(21,18),(18,4),-0.116087 # DEPENDENCYPART_GRANDPAR
(21,18),(18,6),-0.371121 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-0.263664 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.886984 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.991504 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),0.122449 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.203735 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),0.384935 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),0.497549 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.422553 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.0708522 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.0217778 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.817792 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.017185 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.224426 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.887921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.256965 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.627121 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.414487 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-0.5203 # DEPENDENCYPART_GRANDPAR
(21,18),(18,26),-0.306574 # DEPENDENCYPART_GRANDPAR
(21,18),(18,27),-0.616503 # DEPENDENCYPART_GRANDPAR
(21,18),(18,28),-0.747629 # DEPENDENCYPART_GRANDPAR
(21,18),(18,29),-0.69405 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.522244 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.840644 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.200416 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.138408 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.259977 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.471206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.300748 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.0881146 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.118796 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.0254495 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.429884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),-0.0352243 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.0579097 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.510239 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.390343 # DEPENDENCYPART_GRANDPAR
(21,23),(23,30),-0.218369 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.118796 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.0254495 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.429884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),-0.0352243 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.169084 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.217344 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.510239 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.390343 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),-0.337472 # DEPENDENCYPART_GRANDPAR
(21,24),(24,30),-0.218369 # DEPENDENCYPART_GRANDPAR
(22,21),(21,11),-0.193591 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),-0.235792 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.19711 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.147814 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.100767 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.0917118 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.795989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.493526 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.567628 # DEPENDENCYPART_GRANDPAR
(22,21),(21,30),-0.161657 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.303764 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.312952 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.210132 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.532531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.36411 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.406057 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.396568 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),-0.00359381 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.303764 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.312952 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.210132 # DEPENDENCYPART_GRANDPAR
