# _root_ hala , aznarri " doluminik sentituena " helarazi dio chiracek , eta jauregiren senide eta lagunei " frantziaren laguntasuna " helarazteko eskaera egin dio .
#goldHeads=0,3,8,3,8,5,6,12,8,8,10,0,14,15,21,15,16,19,21,19,22,23,12,23,24,
#predictedHeads=0,3,8,3,6,8,6,12,8,8,10,0,14,15,23,15,16,19,21,19,22,23,12,23,24,
(23,1),(23,21),-0.0388061 # DEPENDENCYPART_SIBL
(23,1),(23,22),-0.00508239 # DEPENDENCYPART_SIBL
(23,1),(23,24),-0.0194879 # DEPENDENCYPART_SIBL
(23,1),(23,25),0.0560349 # DEPENDENCYPART_SIBL
(23,3),(23,5),0.00876674 # DEPENDENCYPART_SIBL
(23,3),(23,6),-0.0147891 # DEPENDENCYPART_SIBL
(23,3),(23,8),-0.0202757 # DEPENDENCYPART_SIBL
(23,3),(23,10),-0.00165024 # DEPENDENCYPART_SIBL
(23,3),(23,11),-0.0710463 # DEPENDENCYPART_SIBL
(23,3),(23,12),-0.000961037 # DEPENDENCYPART_SIBL
(23,3),(23,13),-0.00165024 # DEPENDENCYPART_SIBL
(23,3),(23,14),-0.00350859 # DEPENDENCYPART_SIBL
(23,3),(23,15),-0.000961037 # DEPENDENCYPART_SIBL
(23,3),(23,16),-0.00498595 # DEPENDENCYPART_SIBL
(23,3),(23,18),-0.0016579 # DEPENDENCYPART_SIBL
(23,3),(23,19),-0.00165024 # DEPENDENCYPART_SIBL
(23,3),(23,21),-0.0147891 # DEPENDENCYPART_SIBL
(23,3),(23,22),0.0343366 # DEPENDENCYPART_SIBL
(23,3),(23,24),0.0424256 # DEPENDENCYPART_SIBL
(23,3),(23,25),-0.0245757 # DEPENDENCYPART_SIBL
(23,5),(23,6),-0.013183 # DEPENDENCYPART_SIBL
(23,5),(23,8),-0.0186696 # DEPENDENCYPART_SIBL
(23,5),(23,10),0.00017874 # DEPENDENCYPART_SIBL
(23,5),(23,11),-0.0692173 # DEPENDENCYPART_SIBL
(23,5),(23,12),0.00086794 # DEPENDENCYPART_SIBL
(23,5),(23,13),0.00017874 # DEPENDENCYPART_SIBL
(23,5),(23,14),-0.00167961 # DEPENDENCYPART_SIBL
(23,5),(23,15),0.00086794 # DEPENDENCYPART_SIBL
(23,5),(23,16),-0.00315698 # DEPENDENCYPART_SIBL
(23,5),(23,18),0.000171074 # DEPENDENCYPART_SIBL
(23,5),(23,19),0.00017874 # DEPENDENCYPART_SIBL
(23,5),(23,21),-0.013183 # DEPENDENCYPART_SIBL
(23,5),(23,22),0.0361655 # DEPENDENCYPART_SIBL
(23,5),(23,24),0.0415102 # DEPENDENCYPART_SIBL
(23,5),(23,25),-0.0251934 # DEPENDENCYPART_SIBL
(23,6),(23,8),-0.0268902 # DEPENDENCYPART_SIBL
(23,6),(23,10),0.074035 # DEPENDENCYPART_SIBL
(23,6),(23,11),-0.0615902 # DEPENDENCYPART_SIBL
(23,6),(23,12),0.0122547 # DEPENDENCYPART_SIBL
(23,6),(23,13),0.0740348 # DEPENDENCYPART_SIBL
(23,6),(23,14),0.0733191 # DEPENDENCYPART_SIBL
(23,6),(23,15),0.0122547 # DEPENDENCYPART_SIBL
(23,6),(23,16),0.0252466 # DEPENDENCYPART_SIBL
(23,6),(23,18),0.074035 # DEPENDENCYPART_SIBL
(23,6),(23,19),0.074035 # DEPENDENCYPART_SIBL
(23,6),(23,21),-0.0237959 # DEPENDENCYPART_SIBL
(23,6),(23,22),0.118165 # DEPENDENCYPART_SIBL
(23,6),(23,24),-0.0488493 # DEPENDENCYPART_SIBL
(23,6),(23,25),-0.145769 # DEPENDENCYPART_SIBL
(23,8),(23,10),0.074035 # DEPENDENCYPART_SIBL
(23,8),(23,11),-0.0615902 # DEPENDENCYPART_SIBL
(23,8),(23,12),0.0122547 # DEPENDENCYPART_SIBL
(23,8),(23,13),0.0740348 # DEPENDENCYPART_SIBL
(23,8),(23,14),0.0733191 # DEPENDENCYPART_SIBL
(23,8),(23,15),0.0122547 # DEPENDENCYPART_SIBL
(23,8),(23,16),0.0252466 # DEPENDENCYPART_SIBL
(23,8),(23,18),0.074035 # DEPENDENCYPART_SIBL
(23,8),(23,19),0.074035 # DEPENDENCYPART_SIBL
(23,8),(23,21),-0.0237959 # DEPENDENCYPART_SIBL
(23,8),(23,22),0.118165 # DEPENDENCYPART_SIBL
(23,8),(23,24),-0.0351383 # DEPENDENCYPART_SIBL
(23,8),(23,25),-0.136585 # DEPENDENCYPART_SIBL
(23,10),(23,11),-0.0711755 # DEPENDENCYPART_SIBL
(23,10),(23,12),-0.0110267 # DEPENDENCYPART_SIBL
(23,10),(23,13),0.00316705 # DEPENDENCYPART_SIBL
(23,10),(23,14),0.0013087 # DEPENDENCYPART_SIBL
(23,10),(23,15),-0.0110267 # DEPENDENCYPART_SIBL
(23,10),(23,16),-0.00511517 # DEPENDENCYPART_SIBL
(23,10),(23,18),0.00315939 # DEPENDENCYPART_SIBL
(23,10),(23,19),0.00316705 # DEPENDENCYPART_SIBL
(23,10),(23,21),-0.0146252 # DEPENDENCYPART_SIBL
(23,10),(23,22),0.0391538 # DEPENDENCYPART_SIBL
(23,10),(23,24),0.0270264 # DEPENDENCYPART_SIBL
(23,10),(23,25),-0.0295633 # DEPENDENCYPART_SIBL
(23,11),(23,12),-0.0991285 # DEPENDENCYPART_SIBL
(23,11),(23,13),-0.14395 # DEPENDENCYPART_SIBL
(23,11),(23,14),-0.144666 # DEPENDENCYPART_SIBL
(23,11),(23,15),-0.0991285 # DEPENDENCYPART_SIBL
(23,11),(23,16),-0.0899767 # DEPENDENCYPART_SIBL
(23,11),(23,18),-0.14395 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.14395 # DEPENDENCYPART_SIBL
(23,11),(23,21),-0.115937 # DEPENDENCYPART_SIBL
(23,11),(23,22),-0.119948 # DEPENDENCYPART_SIBL
(23,11),(23,24),-0.0192302 # DEPENDENCYPART_SIBL
(23,11),(23,25),-0.0906122 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.0562986 # DEPENDENCYPART_SIBL
(23,12),(23,14),-0.0598783 # DEPENDENCYPART_SIBL
(23,12),(23,15),0.0197485 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.0390132 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.0562986 # DEPENDENCYPART_SIBL
(23,12),(23,19),-0.0562986 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.0356234 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.0357766 # DEPENDENCYPART_SIBL
(23,12),(23,24),0.05166 # DEPENDENCYPART_SIBL
(23,12),(23,25),-0.110969 # DEPENDENCYPART_SIBL
(23,13),(23,14),-0.00417857 # DEPENDENCYPART_SIBL
(23,13),(23,15),-0.000961419 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.00498629 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.00232789 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.00232022 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.0142592 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.0336666 # DEPENDENCYPART_SIBL
(23,13),(23,24),0.0424279 # DEPENDENCYPART_SIBL
(23,13),(23,25),-0.0240327 # DEPENDENCYPART_SIBL
(23,14),(23,15),-0.000961037 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.00498595 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.0016579 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.00165024 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.0142592 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.0343366 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.0402688 # DEPENDENCYPART_SIBL
(23,14),(23,25),-0.0248118 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.0390132 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.0562986 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.0562986 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.0356234 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.0357766 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.05166 # DEPENDENCYPART_SIBL
(23,15),(23,25),-0.110969 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.0223398 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.0223398 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0235554 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.0462053 # DEPENDENCYPART_SIBL
(23,16),(23,24),0.0474314 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.0183332 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.00209514 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.0142592 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0338917 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.0424279 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0240921 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0142592 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0343366 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0424279 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0240921 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.118165 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0488493 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.145769 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0964303 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.00657021 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.0379968 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0561262 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.018449 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.132887 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.0256831 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.167185 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.0154424 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.155349 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0742989 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0769103 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.0101895 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.144056 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.329328 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.155349 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.13629 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0894837 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.0101888 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.3977 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.639319 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.21429 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.398538 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0359769 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.179229 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.0470284 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.0885022 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.523257 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.854564 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.39426 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.0607576 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.192294 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.133333 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.316224 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.203625 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.127358 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),0.268111 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.00107737 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.224928 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.709207 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.408515 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.0382937 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.167507 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.0588896 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.0810469 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.81333 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.381058 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.0380682 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.171237 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.094999 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.112276 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.0103643 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),-0.0871112 # DEPENDENCYPART_GRANDPAR
(0,8),(8,23),0.234693 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.094259 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.188185 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.408697 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.0446005 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.260072 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.262282 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.467574 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.282364 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.203893 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.0795076 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.307966 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.102528 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.499805 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.379815 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.018389 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.08253 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.60878 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.403421 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.126132 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.658013 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.302721 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.178685 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),-0.407591 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),0.00790524 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.260072 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.329328 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.198587 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.0273056 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.0918575 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.469803 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.0176036 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.512364 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.380168 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.259833 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.203893 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.0795076 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.307966 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.102528 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.499805 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.379815 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.018389 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.08253 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.039308 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.685091 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.486848 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.658013 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.529905 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.302721 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.178685 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.407591 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),0.00790524 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.446686 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.248526 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.122872 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.0412179 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.120386 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.218645 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),0.0501897 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.603975 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.448245 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.221061 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.0273056 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.148863 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.329328 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),0.0918575 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.469721 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.269378 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),0.0328968 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.546455 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.392232 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.152101 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.259833 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.259716 # DEPENDENCYPART_GRANDPAR
(0,19),(19,24),0.338069 # DEPENDENCYPART_GRANDPAR
(0,19),(19,25),-0.262821 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.603975 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.528224 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),0.179229 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-0.0470284 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),0.0838094 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),0.233268 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),0.0920668 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),0.168269 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.42545 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.227291 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),0.109309 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.3497 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.122517 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.0739096 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),0.268111 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),0.553314 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),0.326289 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),0.0891361 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),0.0301754 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.549217 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.388697 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.161033 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.26034 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.00537599 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),0.335 # DEPENDENCYPART_GRANDPAR
(0,22),(22,25),-0.260335 # DEPENDENCYPART_GRANDPAR
(0,23),(23,1),0.332813 # DEPENDENCYPART_GRANDPAR
(0,23),(23,3),0.198585 # DEPENDENCYPART_GRANDPAR
(0,23),(23,5),-0.027672 # DEPENDENCYPART_GRANDPAR
(0,23),(23,6),-0.0810139 # DEPENDENCYPART_GRANDPAR
(0,23),(23,8),0.327276 # DEPENDENCYPART_GRANDPAR
(0,23),(23,10),0.252624 # DEPENDENCYPART_GRANDPAR
(0,23),(23,11),0.04105 # DEPENDENCYPART_GRANDPAR
(0,23),(23,12),0.169076 # DEPENDENCYPART_GRANDPAR
(0,23),(23,13),-0.406094 # DEPENDENCYPART_GRANDPAR
(0,23),(23,14),-0.207935 # DEPENDENCYPART_GRANDPAR
(0,23),(23,15),0.110115 # DEPENDENCYPART_GRANDPAR
(0,23),(23,16),-0.52518 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),-0.330343 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.10316 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.351037 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.153087 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),0.485492 # DEPENDENCYPART_GRANDPAR
(0,23),(23,25),-0.128728 # DEPENDENCYPART_GRANDPAR
(0,24),(24,22),-0.316421 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),-0.251408 # DEPENDENCYPART_GRANDPAR
(0,24),(24,25),-0.170455 # DEPENDENCYPART_GRANDPAR
(0,25),(25,22),-0.380073 # DEPENDENCYPART_GRANDPAR
(0,25),(25,23),-0.074976 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),0.216883 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.214856 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.200651 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.109434 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),-0.487862 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.364086 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.245897 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.942791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.126278 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.252727 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.223074 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.0835747 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.57497 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.406997 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.320096 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.04655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,5),-0.438968 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.109894 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.23347 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.014967 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.416183 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.178812 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),0.0688452 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),0.0138748 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.0107204 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.606043 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),0.00137217 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),0.0196937 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.143921 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.265959 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.145583 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.484042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.170052 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.158336 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.197547 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.248897 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.259355 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.310759 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0549618 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0385742 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.01412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.773066 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.933635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,1),-0.454186 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.385081 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.715244 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.693712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0984187 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.421531 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.657204 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.220761 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.0506247 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.137966 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.255927 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.255984 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.277165 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.239725 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.209927 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.454353 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.385248 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.71716 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.693494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.411532 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.668254 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.205525 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.0502934 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.13642 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.188207 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.254381 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.23976 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.214526 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.214902 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),-0.428581 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.332476 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.177535 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.042069 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.361256 # DEPENDENCYPART_GRANDPAR
