# _root_ umeak ginen artean , eta gauzak betirako zirela uste_genuen , eta ziur nengoen gure konplizitatea ez zuela ezerk zirdinduko .
#goldHeads=2,5,2,3,0,8,8,9,5,9,0,13,5,15,19,19,19,19,13,19,
#predictedHeads=2,5,2,3,0,8,8,9,11,9,0,13,11,15,19,19,19,19,13,19,
(0,10),(10,9),0.367815 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.25161 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.645227 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),-0.0890182 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.400811 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.0829058 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.0681207 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.36351 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.493855 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.0750425 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.208061 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.0997891 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.444251 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.362046 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.534203 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.0365522 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.285983 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.481285 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.0258329 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.207181 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.391526 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.159829 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.0639577 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.178428 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.0662693 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.250226 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.107721 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.170772 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.125907 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.31018 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.325189 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.160489 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.220498 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.28853 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-1.05592 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.0117182 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.443477 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.460517 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.421353 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.432379 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.422335 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.158501 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.428186 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.326809 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.170091 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.289134 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.151263 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.0805388 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),0.139457 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.0982668 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.273221 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.216266 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),0.189342 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),0.109326 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),0.271209 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.289461 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),0.254407 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.353927 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.353998 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.231752 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-1.26645 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.0583625 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),0.189975 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.327832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.097568 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.224201 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.0962257 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.265786 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.0611114 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),0.069794 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),0.137806 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),0.0213753 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),0.167651 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.208095 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.226819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.519786 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.256014 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.116935 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.0405931 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),0.209111 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.0948928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,1),-0.338188 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.222736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.154653 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.226621 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.10835 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.0035406 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.11615 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.416679 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),0.173622 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),0.197618 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),0.0026798 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.242432 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.323993 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.264599 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.0545292 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.16246 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.413088 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),0.176796 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.217313 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.0107544 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.0864988 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.267531 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.351794 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.236682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.264626 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.327114 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.224623 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.0512902 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.0510948 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.483551 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.174214 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.202377 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),0.106196 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.0261275 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.146773 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),0.0293241 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.309304 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.371021 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.268945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.253643 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.225508 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.0186175 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.0402268 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.078542 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.189994 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),0.243326 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),0.089101 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.0253468 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.177995 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.0469172 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),0.0397653 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.306048 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.338188 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.222736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.154653 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),0.171345 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.00115993 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.0538543 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),0.154813 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.365346 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.0256327 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),0.188066 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),0.0026798 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.0678969 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.242432 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.351785 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.236682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.263507 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),0.327339 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),0.224739 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.0417728 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),0.0499749 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),0.114278 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.427672 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),0.0750853 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),0.177836 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),0.0665488 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),0.180864 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.137378 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.00929612 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),0.0336315 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.302527 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.278139 # DEPENDENCYPART_GRANDPAR
(2,15),(15,3),0.25791 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),0.0103418 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.291752 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),0.0725508 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),0.218366 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),0.188838 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),0.0600474 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),0.215061 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.0233436 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),0.0309631 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.236708 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),0.00169851 # DEPENDENCYPART_GRANDPAR
(2,19),(19,1),-0.371021 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-0.268945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,3),0.253643 # DEPENDENCYPART_GRANDPAR
(2,19),(19,4),0.274753 # DEPENDENCYPART_GRANDPAR
(2,19),(19,5),0.225508 # DEPENDENCYPART_GRANDPAR
(2,19),(19,6),0.0186175 # DEPENDENCYPART_GRANDPAR
(2,19),(19,7),0.0402268 # DEPENDENCYPART_GRANDPAR
(2,19),(19,8),0.078542 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),-0.42643 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),0.0224998 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),0.178605 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),0.0464988 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.0344847 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),0.162811 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.15963 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.0519522 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),0.185178 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.270771 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.0127029 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.725049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.169461 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.00676196 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.759702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.216725 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.49418 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.576497 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.52138 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.411969 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.448657 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.444675 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.383376 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.6744 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-0.469192 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.172608 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.305079 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.179266 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.491546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.0275771 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.205767 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.26138 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.154877 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.136382 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.0471976 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.248508 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.125383 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.156916 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.0168512 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.219787 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.361451 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.16167 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.204508 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.231192 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.264281 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.221913 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.163399 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.177187 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.305079 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.179266 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.491546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,5),-0.265078 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.176119 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.253201 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.0396047 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.0509291 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),0.0632379 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.124537 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.125383 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.301129 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.156916 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0535827 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0524788 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.79228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.572612 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.826728 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.720186 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.593912 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.759251 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.609912 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.591156 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.715469 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.761395 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.281579 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.0721225 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.509019 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.314735 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.121542 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.474414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.259067 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.222889 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.153855 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.209322 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.172251 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.28664 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.6877 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.274794 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.245931 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.107422 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.078072 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.426448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.0869972 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.124367 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.124285 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.119784 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.109105 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.185945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.0746895 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.173197 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.135239 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.0727431 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.271288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.22116 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.150105 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.105558 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.149109 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.223837 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.0773113 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.232606 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.197152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.33266 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.1694 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.255568 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.0871863 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.0504392 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.0803781 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.0894277 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.032795 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.195308 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),0.190096 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.180562 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.198108 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.0636633 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.229277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.263078 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.12761 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.167868 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.0971646 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.154761 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.00738373 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.0893605 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.0768968 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.133604 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.134166 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),0.177289 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.108141 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.220914 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.3626 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.148113 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.0431891 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.121573 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.191167 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.0454453 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.360396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.206392 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.039691 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.148019 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.157608 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.104442 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.129772 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.0647264 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.200151 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),0.118477 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.149082 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.223815 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.077288 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.232567 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.190994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.354255 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.174322 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.243982 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.26524 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.114427 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.111169 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.0888541 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.171573 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.0162913 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.0344207 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.181599 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),0.20649 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),-0.180562 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-0.198108 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-0.0636633 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.238939 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.229277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,6),0.263078 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),0.12761 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),0.167868 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),0.28545 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),0.00696414 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),0.0728866 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.157445 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),0.0423694 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.305045 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.167146 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.121027 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.0964903 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.0697081 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.225172 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-1.0422 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.543641 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-1.01824 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.302437 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.284358 # DEPENDENCYPART_GRANDPAR
