# _root_ gainera , ez da kasu honetan bakarrik ezagutzen zientziaren praktika , baina gutxi_batzuek bakarrik ezagutzen dituzte zientzia horren oinarri diren lege eta arauak .
#goldHeads=0,3,8,8,8,5,8,12,10,8,10,0,15,15,12,15,19,17,20,21,22,15,22,23,
#predictedHeads=0,3,8,8,8,5,8,12,10,8,10,0,15,15,12,15,19,17,20,21,22,15,22,23,
(17,14),(17,21),-0.0243664 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0416622 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0248023 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.0410605 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0105061 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.017221 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.00882029 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.114163 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.00886439 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0152487 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.008823 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0342363 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0229324 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0311722 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0426882 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0312305 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.00685094 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0311723 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.026528 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.00677479 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0350509 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.00711488 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.00562151 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.00704863 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.125007 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0104251 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0074351 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.00869738 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.00750474 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.0888679 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0210817 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.0116487 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0210942 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.0638817 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.00858305 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.00740675 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.0887536 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.00389574 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.0546885 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.0887584 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.00508119 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.00507583 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.00508387 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0429171 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.0428542 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.0428379 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0422819 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0388212 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0260901 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0490526 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0285529 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0289888 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.025704 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0259438 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0451249 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.114721 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.00831039 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.008269 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0401135 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0119201 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0172654 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0152167 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0172128 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0408754 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0396987 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.086825 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0867833 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0687729 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0213801 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0213925 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0638817 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.00770451 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.088753 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0887578 # DEPENDENCYPART_SIBL
(20,5),(20,6),-0.0202732 # DEPENDENCYPART_SIBL
(20,5),(20,7),-0.0768898 # DEPENDENCYPART_SIBL
(20,5),(20,8),0.0124703 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.0581479 # DEPENDENCYPART_SIBL
(20,5),(20,10),-0.0595205 # DEPENDENCYPART_SIBL
(20,5),(20,11),-0.036755 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.0157226 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.0768898 # DEPENDENCYPART_SIBL
(20,5),(20,15),0.0124703 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.0190788 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.0579672 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.0323212 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.0475165 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.0143744 # DEPENDENCYPART_SIBL
(20,5),(20,22),-0.0251304 # DEPENDENCYPART_SIBL
(20,5),(20,23),-0.0164694 # DEPENDENCYPART_SIBL
(20,6),(20,7),-0.0517089 # DEPENDENCYPART_SIBL
(20,6),(20,8),0.0110918 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.0150938 # DEPENDENCYPART_SIBL
(20,6),(20,10),-0.0155261 # DEPENDENCYPART_SIBL
(20,6),(20,11),-0.0420231 # DEPENDENCYPART_SIBL
(20,6),(20,12),0.00563359 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.0517089 # DEPENDENCYPART_SIBL
(20,6),(20,15),0.0110918 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.00660216 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.0150488 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.00345111 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.0150444 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.00302645 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.0501409 # DEPENDENCYPART_SIBL
(20,6),(20,23),0.00301865 # DEPENDENCYPART_SIBL
(20,7),(20,8),-0.027479 # DEPENDENCYPART_SIBL
(20,7),(20,9),-0.0183192 # DEPENDENCYPART_SIBL
(20,7),(20,10),-0.0188009 # DEPENDENCYPART_SIBL
(20,7),(20,11),-0.0317183 # DEPENDENCYPART_SIBL
(20,7),(20,12),0.0099001 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.0597603 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.027479 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.00910319 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.0183195 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.00123604 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.0183192 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.0197574 # DEPENDENCYPART_SIBL
(20,7),(20,22),-0.00687189 # DEPENDENCYPART_SIBL
(20,7),(20,23),-0.0202427 # DEPENDENCYPART_SIBL
(20,8),(20,9),-0.00951472 # DEPENDENCYPART_SIBL
(20,8),(20,10),-0.00999346 # DEPENDENCYPART_SIBL
(20,8),(20,11),-0.0275704 # DEPENDENCYPART_SIBL
(20,8),(20,12),0.0317144 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.0133992 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.0280868 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.02003 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.00986161 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.00711069 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.00959651 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.00483778 # DEPENDENCYPART_SIBL
(20,8),(20,22),0.0041818 # DEPENDENCYPART_SIBL
(20,8),(20,23),0.00482974 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.0564164 # DEPENDENCYPART_SIBL
(20,9),(20,11),-0.0397301 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.018315 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.0798649 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.00416908 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0219652 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0548631 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.0271511 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0444124 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0134924 # DEPENDENCYPART_SIBL
(20,9),(20,22),-0.0227918 # DEPENDENCYPART_SIBL
(20,9),(20,23),-0.0155874 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.0405819 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.0191668 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.0815676 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.00504851 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.0228141 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0561958 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.0346663 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.045745 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0138807 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.0232188 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0159757 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.0289908 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.0651047 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.0559499 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0322085 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.103841 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.0389656 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.103841 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0528421 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.0569471 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.0528772 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.0457558 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.0399491 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.0395529 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0728468 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.0384165 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.0728201 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.00502018 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0018186 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.00553542 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.027479 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.00910319 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0183195 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.00123604 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0183192 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0197574 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.00687189 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0202427 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.02003 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.00986161 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.00711069 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.00959651 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.00483778 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0041818 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.00482974 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0122395 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.00199063 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0122395 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.00567715 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0242013 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.00566834 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0338145 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0445064 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0134341 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0233248 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0155291 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.023294 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.00209337 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0535517 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.00210117 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0154197 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0227836 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0175147 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0216565 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.00261064 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0382586 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0125645 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.00169933 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0339176 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.00954308 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0107429 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0244439 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.015519 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.00293761 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0188647 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0853603 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0611954 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0323688 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0033146 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0194983 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0534702 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0357674 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0239847 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.00976724 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.00397501 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0546885 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0887579 # DEPENDENCYPART_SIBL
(22,7),(22,8),0.00791451 # DEPENDENCYPART_SIBL
(22,7),(22,9),-0.0759316 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.0759316 # DEPENDENCYPART_SIBL
(22,7),(22,12),0.0295796 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.032114 # DEPENDENCYPART_SIBL
(22,7),(22,15),0.00791451 # DEPENDENCYPART_SIBL
(22,7),(22,16),0.0114676 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.0759319 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.00499536 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.0759316 # DEPENDENCYPART_SIBL
(22,7),(22,20),0.0245127 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.0759961 # DEPENDENCYPART_SIBL
(22,7),(22,23),-0.0105273 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.225017 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.225014 # DEPENDENCYPART_SIBL
(22,8),(22,12),0.0173162 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.0591257 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.0266584 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.0769233 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.225363 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.065328 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.225098 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.0368044 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.222437 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.134289 # DEPENDENCYPART_SIBL
(22,9),(22,10),-0.00545067 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.0043208 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.0214677 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.0027035 # DEPENDENCYPART_SIBL
(22,9),(22,16),0.00167929 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.00486082 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.0290874 # DEPENDENCYPART_SIBL
(22,9),(22,19),0.00558995 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.00308295 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.00565543 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.0474136 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.0043208 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.0218931 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.00273114 # DEPENDENCYPART_SIBL
(22,10),(22,16),0.00168225 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.0049153 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0357509 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.00553547 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.00308295 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.00570991 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.0474662 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.0180571 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.0234151 # DEPENDENCYPART_SIBL
(22,12),(22,16),0.00243306 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.0577131 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.0210826 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0576864 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.0098266 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.055609 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.0277785 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.00791451 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.0114676 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.0759319 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.00499536 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0759316 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.0245127 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.0759961 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.0105273 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.0769233 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.225363 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.065328 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.225098 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.0368044 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.222437 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.134289 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0274082 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.00778486 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0274082 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.0241043 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.0274144 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0528513 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0357509 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.00549592 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.00308295 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.00574946 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0474719 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0349836 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.00418911 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.035841 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.000694281 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.00308295 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.00352871 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0454863 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0406719 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.033177 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0472942 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0227051 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0406845 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0654141 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0309844 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0193377 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0593889 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.283243 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.132743 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.130809 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0800871 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.200904 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.0573294 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.00447649 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.125006 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.128013 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.0837223 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.335657 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.0746438 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.0827353 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.0400912 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.00800291 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.435558 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.152687 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.0197314 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.0998463 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.0309795 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.0102626 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0176098 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.52168 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.14729 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.151854 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.00743295 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.252985 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.56608 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.0654419 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.0113101 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.0984962 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.182242 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.0933604 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.0752091 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.0581521 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.163192 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.282379 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.216071 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.911044 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.0670739 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.0610401 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.615062 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),-0.19462 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),-0.0663048 # DEPENDENCYPART_GRANDPAR
(0,8),(8,23),-0.00337869 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.124911 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.0322067 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.00357482 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.0631345 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.0361255 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.0692187 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.163945 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.0463039 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.708169 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.0219007 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.00424359 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.0631345 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.0358296 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.367318 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.163903 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.0400728 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.0463107 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.105198 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.708169 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.655083 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),-0.146318 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.283041 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.362264 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.240095 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.132743 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.0733817 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.116425 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.173059 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.0244824 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.113375 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.534676 # DEPENDENCYPART_GRANDPAR
