# _root_ madrilek aurtengo finantzaketa osatzeko borondatea agertu arren , arazo sakonak konpondu gabe daudela uste_du : diru hori nondik etorriko den , zenbat izango den eta hobetuzen menpekotasuna forcem-ekiko .
#goldHeads=6,3,4,5,6,14,6,7,13,9,13,11,14,0,14,19,16,19,25,19,20,23,25,23,9,27,25,27,28,
#predictedHeads=6,3,4,5,6,14,6,7,11,9,14,13,14,0,14,19,16,19,14,19,20,23,25,23,0,27,25,27,28,
(14,25),(25,24),0.635841 # DEPENDENCYPART_GRANDPAR
(14,25),(25,26),-0.790657 # DEPENDENCYPART_GRANDPAR
(14,25),(25,27),-0.0392876 # DEPENDENCYPART_GRANDPAR
(14,25),(25,28),-0.853765 # DEPENDENCYPART_GRANDPAR
(14,27),(27,17),0.865335 # DEPENDENCYPART_GRANDPAR
(14,27),(27,21),0.161102 # DEPENDENCYPART_GRANDPAR
(14,27),(27,23),0.421308 # DEPENDENCYPART_GRANDPAR
(14,27),(27,25),0.35008 # DEPENDENCYPART_GRANDPAR
(14,27),(27,26),-0.841929 # DEPENDENCYPART_GRANDPAR
(14,27),(27,28),-0.908681 # DEPENDENCYPART_GRANDPAR
(14,27),(27,29),0.309886 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-0.326882 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.401869 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-0.281633 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-0.441447 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.260455 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.298715 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.405995 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.342514 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.232929 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.182426 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.271129 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.150519 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.0715852 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.0672148 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.0548971 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.0801997 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.0236689 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.148331 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),0.00870881 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.0431 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),-0.147292 # DEPENDENCYPART_GRANDPAR
(15,19),(19,28),0.000753887 # DEPENDENCYPART_GRANDPAR
(15,26),(26,27),-0.0901598 # DEPENDENCYPART_GRANDPAR
(15,26),(26,28),0.0578864 # DEPENDENCYPART_GRANDPAR
(15,28),(28,21),0.076072 # DEPENDENCYPART_GRANDPAR
(15,28),(28,26),-0.0599045 # DEPENDENCYPART_GRANDPAR
(15,28),(28,27),-0.035391 # DEPENDENCYPART_GRANDPAR
(15,28),(28,29),-0.377313 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.909417 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.799709 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.716668 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.751147 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.127662 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.340071 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),0.0240807 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.913369 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.717466 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.0527918 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.751466 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.158015 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.353086 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.058926 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.266424 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.360119 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.104682 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.150494 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.223971 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.802977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,19),-0.785489 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.726945 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.708005 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-0.717588 # DEPENDENCYPART_GRANDPAR
(16,13),(13,25),-0.381471 # DEPENDENCYPART_GRANDPAR
(16,13),(13,27),-0.612115 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.660257 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.0734273 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.701217 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.182869 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.204481 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.315813 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.130085 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.199522 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.292376 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.0395144 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.802801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.451584 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.80554 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.74536 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.729319 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.736004 # DEPENDENCYPART_GRANDPAR
(16,14),(14,25),-0.436935 # DEPENDENCYPART_GRANDPAR
(16,14),(14,27),-0.611851 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.522399 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.446483 # DEPENDENCYPART_GRANDPAR
(16,17),(17,27),-0.221715 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.42233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,21),-0.0605313 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.400269 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.51376 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-0.907949 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-0.817401 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.506003 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.73633 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.572291 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.425486 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.697425 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.772632 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.491402 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.608996 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.66121 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.478126 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.566999 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.518705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.077307 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.136213 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.0468796 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.0147919 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.145265 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),0.124006 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),-0.465352 # DEPENDENCYPART_GRANDPAR
(17,19),(19,28),-0.579157 # DEPENDENCYPART_GRANDPAR
(17,23),(23,4),-0.50863 # DEPENDENCYPART_GRANDPAR
(17,23),(23,5),-0.741951 # DEPENDENCYPART_GRANDPAR
(17,23),(23,6),-0.574917 # DEPENDENCYPART_GRANDPAR
(17,23),(23,8),-0.425493 # DEPENDENCYPART_GRANDPAR
(17,23),(23,9),-0.703046 # DEPENDENCYPART_GRANDPAR
(17,23),(23,10),-0.772864 # DEPENDENCYPART_GRANDPAR
(17,23),(23,11),-0.494028 # DEPENDENCYPART_GRANDPAR
(17,23),(23,12),-0.611657 # DEPENDENCYPART_GRANDPAR
(17,23),(23,13),-0.66272 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-0.480753 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.57262 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.51281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),0.0724597 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),-0.0572061 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.0151977 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.100822 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.166734 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.137704 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),0.149635 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.627281 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-0.457609 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),-0.571414 # DEPENDENCYPART_GRANDPAR
(17,27),(27,17),-0.406873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,27),(27,21),0.0894744 # DEPENDENCYPART_GRANDPAR
(17,27),(27,23),0.110689 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),0.104595 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),-0.556878 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),-0.620368 # DEPENDENCYPART_GRANDPAR
(17,27),(27,29),0.121702 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.462866 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.804417 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.601344 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.439052 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.176548 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.622606 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.555797 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.426126 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.789868 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.677644 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.32853 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.3367 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),-0.311515 # DEPENDENCYPART_GRANDPAR
(19,4),(4,14),-0.146822 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.606864 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.452811 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.838152 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.280022 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.140113 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.388092 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.203993 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.573925 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.43649 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.807995 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.350665 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.642048 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.0562806 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.335163 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.446127 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.31312 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),-0.325768 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.0965929 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),-0.403992 # DEPENDENCYPART_GRANDPAR
(19,6),(6,14),-0.127557 # DEPENDENCYPART_GRANDPAR
(19,6),(6,20),-0.420221 # DEPENDENCYPART_GRANDPAR
(19,6),(6,25),-0.358607 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.235924 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.166272 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-0.585957 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.445737 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.228474 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.100444 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.251209 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.181833 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.161858 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.0458256 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),0.043934 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-0.679932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,25),-0.243198 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.61668 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.0858631 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.39506 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.0464243 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-0.562665 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.432233 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.796735 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.338675 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.630789 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.304442 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.274068 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.399033 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.157011 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.0839112 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.397764 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.136233 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),0.0231646 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-0.768263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),-0.416926 # DEPENDENCYPART_GRANDPAR
(19,11),(11,23),-0.307842 # DEPENDENCYPART_GRANDPAR
(19,11),(11,24),-0.515784 # DEPENDENCYPART_GRANDPAR
(19,11),(11,25),-0.355189 # DEPENDENCYPART_GRANDPAR
(19,11),(11,28),-0.601526 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.540057 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.318406 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.34235 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),0.0245259 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.540159 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.77372 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.319847 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.604096 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.281264 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.0747826 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.277457 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.380965 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.200139 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.297964 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.0777972 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.132466 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.0604485 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.832553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.42194 # DEPENDENCYPART_GRANDPAR
(19,13),(13,23),-0.370561 # DEPENDENCYPART_GRANDPAR
(19,13),(13,24),-0.520798 # DEPENDENCYPART_GRANDPAR
(19,13),(13,25),-0.355882 # DEPENDENCYPART_GRANDPAR
(19,13),(13,27),-0.714653 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.819565 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.337048 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.653618 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.302814 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.421863 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.16316 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.315612 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.190881 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.349988 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.379752 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.00258303 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.065476 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.769692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.417149 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.309271 # DEPENDENCYPART_GRANDPAR
(19,14),(14,24),-0.516007 # DEPENDENCYPART_GRANDPAR
(19,14),(14,25),-0.34819 # DEPENDENCYPART_GRANDPAR
(19,14),(14,27),-0.644076 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.435239 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.0927978 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.256696 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.0356807 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.222635 # DEPENDENCYPART_GRANDPAR
(19,16),(16,20),-0.284826 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.732569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,23),-0.27027 # DEPENDENCYPART_GRANDPAR
(19,17),(17,27),-0.5575 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.356932 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),0.0558431 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.169588 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.277082 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.575754 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.324581 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.259329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.0840652 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.138392 # DEPENDENCYPART_GRANDPAR
(19,23),(23,4),-0.521599 # DEPENDENCYPART_GRANDPAR
(19,23),(23,5),-1.00046 # DEPENDENCYPART_GRANDPAR
(19,23),(23,6),-0.483238 # DEPENDENCYPART_GRANDPAR
(19,23),(23,8),-0.577923 # DEPENDENCYPART_GRANDPAR
(19,23),(23,9),-0.768908 # DEPENDENCYPART_GRANDPAR
(19,23),(23,10),-0.59248 # DEPENDENCYPART_GRANDPAR
(19,23),(23,11),-0.487535 # DEPENDENCYPART_GRANDPAR
(19,23),(23,12),-0.39912 # DEPENDENCYPART_GRANDPAR
(19,23),(23,13),-0.577936 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-0.30644 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-0.338236 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.245612 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.178383 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.614648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),-0.0154695 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.0642424 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.207692 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.119818 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.0862082 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.314037 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.228658 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.186798 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.212571 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.3536 # DEPENDENCYPART_GRANDPAR
(19,25),(25,4),-0.608206 # DEPENDENCYPART_GRANDPAR
(19,25),(25,6),-0.568197 # DEPENDENCYPART_GRANDPAR
(19,25),(25,11),-0.582319 # DEPENDENCYPART_GRANDPAR
(19,25),(25,12),-0.44013 # DEPENDENCYPART_GRANDPAR
(19,25),(25,13),-0.626373 # DEPENDENCYPART_GRANDPAR
(19,25),(25,14),-0.392541 # DEPENDENCYPART_GRANDPAR
(19,25),(25,16),-0.407938 # DEPENDENCYPART_GRANDPAR
(19,25),(25,17),-0.283965 # DEPENDENCYPART_GRANDPAR
(19,25),(25,19),-0.482314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,25),(25,20),-0.200409 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),-0.111697 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.029623 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.299266 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.307181 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.218027 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.176167 # DEPENDENCYPART_GRANDPAR
(19,27),(27,17),-0.191829 # DEPENDENCYPART_GRANDPAR
(19,27),(27,21),-0.0881534 # DEPENDENCYPART_GRANDPAR
(19,27),(27,23),0.0428877 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),-0.0885638 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.36928 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.26625 # DEPENDENCYPART_GRANDPAR
(19,27),(27,29),-0.0686197 # DEPENDENCYPART_GRANDPAR
(19,28),(28,21),-0.0881534 # DEPENDENCYPART_GRANDPAR
(19,28),(28,26),-0.36928 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),-0.280844 # DEPENDENCYPART_GRANDPAR
(19,28),(28,29),-0.0686197 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),-0.105568 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),0.0244349 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.34781 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.242234 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.21356 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.751056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,13),-0.581495 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.479569 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.501963 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.532499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,23),-0.449468 # DEPENDENCYPART_GRANDPAR
(20,23),(23,4),-0.285278 # DEPENDENCYPART_GRANDPAR
(20,23),(23,5),-0.841451 # DEPENDENCYPART_GRANDPAR
(20,23),(23,6),-0.302474 # DEPENDENCYPART_GRANDPAR
(20,23),(23,8),-0.297774 # DEPENDENCYPART_GRANDPAR
(20,23),(23,9),-0.721959 # DEPENDENCYPART_GRANDPAR
(20,23),(23,10),-0.651014 # DEPENDENCYPART_GRANDPAR
(20,23),(23,11),-0.440794 # DEPENDENCYPART_GRANDPAR
(20,23),(23,12),-0.361482 # DEPENDENCYPART_GRANDPAR
(20,23),(23,13),-0.60541 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-0.495686 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-0.559156 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.590769 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.260217 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.51808 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.353214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.232066 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.0876907 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.208748 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),0.0984055 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.717244 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.306994 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.721511 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.110478 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.70189 # DEPENDENCYPART_GRANDPAR
(21,13),(13,1),0.0804856 # DEPENDENCYPART_GRANDPAR
(21,13),(13,3),0.0982093 # DEPENDENCYPART_GRANDPAR
(21,13),(13,4),0.0075057 # DEPENDENCYPART_GRANDPAR
(21,13),(13,5),0.0643862 # DEPENDENCYPART_GRANDPAR
(21,13),(13,6),0.16428 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),0.0721972 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),0.276589 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),0.155999 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),0.0112571 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),0.0931877 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),0.146865 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),0.197254 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),0.247165 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),0.373073 # DEPENDENCYPART_GRANDPAR
(21,13),(13,20),0.417458 # DEPENDENCYPART_GRANDPAR
(21,13),(13,23),-0.408234 # DEPENDENCYPART_GRANDPAR
(21,13),(13,24),0.0159244 # DEPENDENCYPART_GRANDPAR
(21,13),(13,25),-0.141459 # DEPENDENCYPART_GRANDPAR
