# _root_ orduan , gai ezberdinei_buruzko elkarrizketa atsegin bati ekingo dio , nahiz_eta gizartean oso gaizki ikusiko liratekeen gaietaz hitzerdika hitzegingo duten .
#goldHeads=0,3,5,3,8,5,5,0,8,9,0,15,14,15,17,15,19,19,8,19,20,
#predictedHeads=8,3,8,3,8,5,5,0,8,9,0,15,14,15,17,15,19,19,8,19,20,
(1,3),(3,5),-0.203288 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.0896832 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.146049 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.0640431 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.253605 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.12269 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.0970134 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.178116 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.188039 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.315956 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.221476 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.0953225 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.176049 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.152572 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.140953 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.310501 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.212823 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.193771 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.549308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.479057 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.294664 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.40616 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.429667 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.333355 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.22373 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.319234 # DEPENDENCYPART_GRANDPAR
(2,19),(19,3),-0.306022 # DEPENDENCYPART_GRANDPAR
(2,19),(19,5),-0.358024 # DEPENDENCYPART_GRANDPAR
(2,19),(19,7),-0.338434 # DEPENDENCYPART_GRANDPAR
(2,19),(19,8),-0.348804 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),-0.0618226 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),-0.283218 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),-0.433565 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.356096 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.419449 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.351286 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.202912 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.444919 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.407225 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.39941 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0345308 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.682927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,13),-0.226408 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.157952 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.714992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,19),-0.672094 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.404814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.0633739 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.294766 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.132134 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.364337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.00790758 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.010158 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.185067 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.449426 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.479057 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.15587 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.44503 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.374788 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.4078 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.238192 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.402582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,5),-0.112795 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0978441 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.24698 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.402107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,5),-0.11232 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.332144 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.205297 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.458695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.108293 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.16441 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.062361 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.124139 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.404 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.0331933 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.153887 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.0430624 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.110542 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),0.0139214 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.432145 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.274515 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.175856 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),0.00784697 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.394026 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.340672 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.131551 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.0954397 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.345689 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.00696972 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.0763678 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.108726 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.00906927 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.410654 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.264857 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-0.456704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,5),-0.158731 # DEPENDENCYPART_GRANDPAR
(3,19),(19,7),-0.123878 # DEPENDENCYPART_GRANDPAR
(3,19),(19,8),-0.329633 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),-0.0358938 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),-0.0153067 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.130649 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.0858636 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),0.028186 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.328662 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),0.0766706 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.349567 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),0.0173289 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.334524 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.194754 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.16038 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.484453 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.782543 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.792888 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.308355 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.637304 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.32918 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.340884 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.403303 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.285282 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.994331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.537116 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.569266 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0996598 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.487851 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.703936 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.0960498 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.495957 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.120479 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.142065 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0164597 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.245958 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.239868 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0591211 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.636596 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.308417 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.00498365 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.182053 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.724936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.198229 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.436121 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.598667 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.56451 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.613111 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0597817 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.685886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,1),-0.321569 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.323294 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.351279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.139562 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.329663 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.27417 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.351836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,1),-0.414861 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.312503 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.382024 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.289036 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.40324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.145411 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.164646 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.411335 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0414562 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.120125 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.134247 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.118275 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.0571341 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.3438 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.302145 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.103682 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),0.036451 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.353896 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.385172 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.370741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,7),-0.135383 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.250456 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0108584 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.00760701 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.125282 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.0884696 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.328383 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.298635 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.377156 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.305241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.263466 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.0273777 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.0864897 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.213406 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.236093 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.190503 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.394956 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.0993085 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.429333 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.414862 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.312504 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.382442 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.394237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.14538 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.23514 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.0456143 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.211338 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.0111846 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.0394194 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.105524 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.0538401 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.291905 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.120113 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.0415728 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.359567 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.374931 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.377156 # DEPENDENCYPART_GRANDPAR
(5,17),(17,6),0.263466 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.0864897 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.213406 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),0.0706617 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.104512 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.0598133 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.0898833 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.169758 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.0993085 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.372486 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.456313 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.429333 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-0.382024 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.397561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,7),-0.164385 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),-0.233968 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),-0.0408097 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),0.0118288 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.0427427 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.104614 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.0529307 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.240847 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),0.0514593 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.280671 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),0.0358718 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.379024 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.271508 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.267521 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.392422 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.432135 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.299248 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.187679 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.00371062 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.111601 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.817021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.468839 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.35907 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.398057 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.253137 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.300053 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.180894 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.344672 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0596296 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.817022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.468882 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.359077 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.398057 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.697473 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.289678 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.651769 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.253144 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.435776 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.538486 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.366955 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.177765 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.123151 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.408407 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-0.391597 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.395665 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.187611 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.291623 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.10654 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.0845449 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.717598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.424511 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.768228 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.422142 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.396556 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.18081 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.210657 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.376448 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0802069 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.71764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.424519 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.768228 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.668754 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.435969 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.599675 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.42215 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.0850937 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.341828 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-0.201292 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),-0.262252 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.508426 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.472984 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.0494943 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.223039 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.818884 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.345337 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.604038 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),1.09698 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.516122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.487068 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.363037 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.360261 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.340409 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.0649182 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.224415 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.343272 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.829027 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.604862 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),1.08192 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.516826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.487764 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.198579 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.214247 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.171931 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.36374 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.0207515 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.35839 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.359694 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.95441 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),1.17692e-05 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.317475 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.31669 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.0257185 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.661388 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.409482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.274865 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.116333 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.0744055 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.146575 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.170858 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.204643 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.0973391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.279457 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0028261 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.131218 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.27926 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.384638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,10),0.169239 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0431723 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.10062 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.245371 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.169633 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),0.131149 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),0.274571 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),0.701041 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.262017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,10),0.182941 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0260256 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0971697 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.148352 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.0981514 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.221611 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.113736 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.00679128 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0962542 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.0827397 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.0972359 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.12395 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.0179407 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0069026 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.106636 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.0674204 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.0784346 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.256988 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.125442 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.0192404 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.0183947 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),0.187838 # DEPENDENCYPART_GRANDPAR
