# _root_ Mentre viu a sota de les branques o de les pedres dels jardins públics , com passa al Palau_de_Pedralbes de Barcelona , no hi ha tantes queixes : " Els problemes comencen a aparèixer quan s' acosten a les cases " .
#goldHeads=2,25,2,3,4,7,5,5,5,11,9,5,12,13,17,17,2,17,18,19,20,2,25,25,0,27,25,34,34,31,34,34,34,25,37,37,34,37,40,38,34,25,
#predictedHeads=2,0,2,3,4,7,5,5,5,11,9,11,12,13,17,17,2,17,18,19,20,17,25,25,17,27,25,34,34,31,34,34,34,17,37,37,34,37,40,38,37,34,
(37,3),-3.9596 # DEPENDENCYPART_ARC
(37,4),-4.88985 # DEPENDENCYPART_ARC
(37,5),-7.34389 # DEPENDENCYPART_ARC
(37,6),-4.1364 # DEPENDENCYPART_ARC
(37,7),-2.34436 # DEPENDENCYPART_ARC
(37,8),-5.70886 # DEPENDENCYPART_ARC
(37,9),-5.67634 # DEPENDENCYPART_ARC
(37,10),-3.60767 # DEPENDENCYPART_ARC
(37,11),-2.02911 # DEPENDENCYPART_ARC
(37,12),-4.19162 # DEPENDENCYPART_ARC
(37,13),-2.96061 # DEPENDENCYPART_ARC
(37,14),-2.09244 # DEPENDENCYPART_ARC
(37,15),-2.00326 # DEPENDENCYPART_ARC
(37,16),-3.41776 # DEPENDENCYPART_ARC
(37,17),-0.6706 # DEPENDENCYPART_ARC
(37,18),-1.75616 # DEPENDENCYPART_ARC
(37,19),-2.03327 # DEPENDENCYPART_ARC
(37,20),-3.87892 # DEPENDENCYPART_ARC
(37,21),-2.79346 # DEPENDENCYPART_ARC
(37,22),-2.21567 # DEPENDENCYPART_ARC
(37,23),-1.34793 # DEPENDENCYPART_ARC
(37,24),-1.41258 # DEPENDENCYPART_ARC
(37,25),-0.651021 # DEPENDENCYPART_ARC
(37,26),-1.55179 # DEPENDENCYPART_ARC
(37,27),-0.0932623 # DEPENDENCYPART_ARC
(37,28),1.45708 # DEPENDENCYPART_ARC
(37,29),0.30601 # DEPENDENCYPART_ARC
(37,30),-1.54047 # DEPENDENCYPART_ARC
(37,31),0.478726 # DEPENDENCYPART_ARC
(37,32),1.01902 # DEPENDENCYPART_ARC
(37,33),0.735472 # DEPENDENCYPART_ARC
(37,34),-0.418263 # DEPENDENCYPART_ARC
(37,35),4.18421 # DEPENDENCYPART_ARC
(37,36),4.70236 # DEPENDENCYPART_ARC
(37,38),3.90973 # DEPENDENCYPART_ARC
(37,39),-0.963918 # DEPENDENCYPART_ARC
(37,40),2.8845 # DEPENDENCYPART_ARC
(37,41),1.87511 # DEPENDENCYPART_ARC
(37,42),2.95802 # DEPENDENCYPART_ARC
(38,1),-2.72956 # DEPENDENCYPART_ARC
(38,2),-2.76533 # DEPENDENCYPART_ARC
(38,3),-7.25164 # DEPENDENCYPART_ARC
(38,4),-4.07942 # DEPENDENCYPART_ARC
(38,5),-6.60647 # DEPENDENCYPART_ARC
(38,6),-3.44349 # DEPENDENCYPART_ARC
(38,7),-4.97366 # DEPENDENCYPART_ARC
(38,8),-2.37098 # DEPENDENCYPART_ARC
(38,9),-5.81798 # DEPENDENCYPART_ARC
(38,10),-3.25804 # DEPENDENCYPART_ARC
(38,11),-4.95725 # DEPENDENCYPART_ARC
(38,12),-5.78192 # DEPENDENCYPART_ARC
(38,13),-4.83473 # DEPENDENCYPART_ARC
(38,14),-3.33658 # DEPENDENCYPART_ARC
(38,15),-4.72768 # DEPENDENCYPART_ARC
(38,16),-1.97071 # DEPENDENCYPART_ARC
(38,17),-2.62175 # DEPENDENCYPART_ARC
(38,18),-4.54628 # DEPENDENCYPART_ARC
(38,19),-4.29686 # DEPENDENCYPART_ARC
(38,20),-4.31247 # DEPENDENCYPART_ARC
(38,21),-4.18516 # DEPENDENCYPART_ARC
(38,22),-3.52931 # DEPENDENCYPART_ARC
(38,23),-2.41577 # DEPENDENCYPART_ARC
(38,24),-3.1899 # DEPENDENCYPART_ARC
(38,25),-2.452 # DEPENDENCYPART_ARC
(38,26),-2.39702 # DEPENDENCYPART_ARC
(38,27),-3.67126 # DEPENDENCYPART_ARC
(38,28),-2.36008 # DEPENDENCYPART_ARC
(38,29),-2.92811 # DEPENDENCYPART_ARC
(38,30),-2.17818 # DEPENDENCYPART_ARC
(38,31),-3.08998 # DEPENDENCYPART_ARC
(38,32),-1.72833 # DEPENDENCYPART_ARC
(38,33),-1.83895 # DEPENDENCYPART_ARC
(38,34),-1.54734 # DEPENDENCYPART_ARC
(38,35),-0.944099 # DEPENDENCYPART_ARC
(38,36),-0.757605 # DEPENDENCYPART_ARC
(38,37),0.0405833 # DEPENDENCYPART_ARC
(38,39),0.34789 # DEPENDENCYPART_ARC
(38,40),5.29582 # DEPENDENCYPART_ARC
(38,41),0.500834 # DEPENDENCYPART_ARC
(38,42),-0.0139523 # DEPENDENCYPART_ARC
(39,1),-3.17086 # DEPENDENCYPART_ARC
(39,2),-3.44674 # DEPENDENCYPART_ARC
(39,3),-4.97313 # DEPENDENCYPART_ARC
(39,4),-3.43845 # DEPENDENCYPART_ARC
(39,5),-4.0433 # DEPENDENCYPART_ARC
(39,6),-4.31432 # DEPENDENCYPART_ARC
(39,7),-4.24767 # DEPENDENCYPART_ARC
(39,8),-3.04848 # DEPENDENCYPART_ARC
(39,9),-4.47591 # DEPENDENCYPART_ARC
(39,10),-3.98972 # DEPENDENCYPART_ARC
(39,11),-4.00434 # DEPENDENCYPART_ARC
(39,12),-4.03733 # DEPENDENCYPART_ARC
(39,13),-3.88433 # DEPENDENCYPART_ARC
(39,14),-2.55513 # DEPENDENCYPART_ARC
(39,15),-3.04465 # DEPENDENCYPART_ARC
(39,16),-2.72875 # DEPENDENCYPART_ARC
(39,17),-2.86041 # DEPENDENCYPART_ARC
(39,18),-3.78119 # DEPENDENCYPART_ARC
(39,19),-3.58884 # DEPENDENCYPART_ARC
(39,20),-3.81466 # DEPENDENCYPART_ARC
(39,21),-3.66179 # DEPENDENCYPART_ARC
(39,22),-2.75174 # DEPENDENCYPART_ARC
(39,23),-3.21755 # DEPENDENCYPART_ARC
(39,24),-2.79863 # DEPENDENCYPART_ARC
(39,25),-2.6637 # DEPENDENCYPART_ARC
(39,26),-2.08743 # DEPENDENCYPART_ARC
(39,27),-2.90259 # DEPENDENCYPART_ARC
(39,28),-2.44016 # DEPENDENCYPART_ARC
(39,29),-2.06712 # DEPENDENCYPART_ARC
(39,30),-1.72941 # DEPENDENCYPART_ARC
(39,31),-2.37826 # DEPENDENCYPART_ARC
(39,32),-1.45065 # DEPENDENCYPART_ARC
(39,33),-2.26468 # DEPENDENCYPART_ARC
(39,34),-2.26399 # DEPENDENCYPART_ARC
(39,35),-1.55038 # DEPENDENCYPART_ARC
(39,36),-1.36198 # DEPENDENCYPART_ARC
(39,37),0.250084 # DEPENDENCYPART_ARC
(39,38),-0.167126 # DEPENDENCYPART_ARC
(39,40),0.664346 # DEPENDENCYPART_ARC
(39,41),-0.82924 # DEPENDENCYPART_ARC
(39,42),-1.18152 # DEPENDENCYPART_ARC
(40,1),-2.28213 # DEPENDENCYPART_ARC
(40,2),-2.2606 # DEPENDENCYPART_ARC
(40,3),-4.91412 # DEPENDENCYPART_ARC
(40,4),-4.88086 # DEPENDENCYPART_ARC
(40,5),-4.47018 # DEPENDENCYPART_ARC
(40,6),-8.77397 # DEPENDENCYPART_ARC
(40,7),-3.60147 # DEPENDENCYPART_ARC
(40,8),-3.19235 # DEPENDENCYPART_ARC
(40,9),-3.85719 # DEPENDENCYPART_ARC
(40,10),-7.62126 # DEPENDENCYPART_ARC
(40,11),-3.07424 # DEPENDENCYPART_ARC
(40,12),-2.91112 # DEPENDENCYPART_ARC
(40,13),-2.45513 # DEPENDENCYPART_ARC
(40,14),-4.14289 # DEPENDENCYPART_ARC
(40,15),-3.16242 # DEPENDENCYPART_ARC
(40,16),-1.49009 # DEPENDENCYPART_ARC
(40,17),-2.07545 # DEPENDENCYPART_ARC
(40,18),-4.02955 # DEPENDENCYPART_ARC
(40,19),-2.80047 # DEPENDENCYPART_ARC
(40,20),-2.74387 # DEPENDENCYPART_ARC
(40,21),-2.67084 # DEPENDENCYPART_ARC
(40,22),-1.85268 # DEPENDENCYPART_ARC
(40,23),-2.11094 # DEPENDENCYPART_ARC
(40,24),-0.996166 # DEPENDENCYPART_ARC
(40,25),-1.75589 # DEPENDENCYPART_ARC
(40,26),-3.69654 # DEPENDENCYPART_ARC
(40,27),-2.35246 # DEPENDENCYPART_ARC
(40,28),-1.27404 # DEPENDENCYPART_ARC
(40,29),-1.84606 # DEPENDENCYPART_ARC
(40,30),-1.93116 # DEPENDENCYPART_ARC
(40,31),-2.12962 # DEPENDENCYPART_ARC
(40,32),-0.644238 # DEPENDENCYPART_ARC
(40,33),-1.41134 # DEPENDENCYPART_ARC
(40,34),-1.20079 # DEPENDENCYPART_ARC
(40,35),-1.04932 # DEPENDENCYPART_ARC
(40,36),-0.575195 # DEPENDENCYPART_ARC
(40,37),0.407511 # DEPENDENCYPART_ARC
(40,38),0.427812 # DEPENDENCYPART_ARC
(40,39),5.45917 # DEPENDENCYPART_ARC
(40,41),0.782076 # DEPENDENCYPART_ARC
(40,42),0.368629 # DEPENDENCYPART_ARC
(41,1),-3.54081 # DEPENDENCYPART_ARC
(41,2),-4.3 # DEPENDENCYPART_ARC
(41,3),-3.82738 # DEPENDENCYPART_ARC
(41,4),-3.9046 # DEPENDENCYPART_ARC
(41,5),-4.05767 # DEPENDENCYPART_ARC
(41,6),-4.26305 # DEPENDENCYPART_ARC
(41,7),-4.38059 # DEPENDENCYPART_ARC
(41,8),-3.5003 # DEPENDENCYPART_ARC
(41,9),-4.0932 # DEPENDENCYPART_ARC
(41,10),-4.36353 # DEPENDENCYPART_ARC
(41,11),-4.39321 # DEPENDENCYPART_ARC
(41,12),-3.47774 # DEPENDENCYPART_ARC
(41,13),-4.33074 # DEPENDENCYPART_ARC
(41,14),-3.59164 # DEPENDENCYPART_ARC
(41,15),-3.67158 # DEPENDENCYPART_ARC
(41,16),-3.18333 # DEPENDENCYPART_ARC
(41,17),-4.06772 # DEPENDENCYPART_ARC
(41,18),-3.35683 # DEPENDENCYPART_ARC
(41,19),-4.16771 # DEPENDENCYPART_ARC
(41,20),-3.48387 # DEPENDENCYPART_ARC
(41,21),-4.04308 # DEPENDENCYPART_ARC
(41,22),-3.28778 # DEPENDENCYPART_ARC
(41,23),-3.65722 # DEPENDENCYPART_ARC
(41,24),-3.34966 # DEPENDENCYPART_ARC
(41,25),-3.80456 # DEPENDENCYPART_ARC
(41,26),-3.72132 # DEPENDENCYPART_ARC
(41,27),-3.99639 # DEPENDENCYPART_ARC
(41,28),-3.15898 # DEPENDENCYPART_ARC
(41,29),-3.02458 # DEPENDENCYPART_ARC
(41,30),-3.6681 # DEPENDENCYPART_ARC
(41,31),-3.6021 # DEPENDENCYPART_ARC
(41,32),-3.45007 # DEPENDENCYPART_ARC
(41,33),-2.51461 # DEPENDENCYPART_ARC
(41,34),-3.21662 # DEPENDENCYPART_ARC
(41,35),-2.34471 # DEPENDENCYPART_ARC
(41,36),-2.5317 # DEPENDENCYPART_ARC
(41,37),-2.58832 # DEPENDENCYPART_ARC
(41,38),-1.5062 # DEPENDENCYPART_ARC
(41,39),-1.17175 # DEPENDENCYPART_ARC
(41,40),-1.36059 # DEPENDENCYPART_ARC
(41,42),-0.330003 # DEPENDENCYPART_ARC
(42,1),-4.09618 # DEPENDENCYPART_ARC
(42,2),-4.77001 # DEPENDENCYPART_ARC
(42,3),-4.15445 # DEPENDENCYPART_ARC
(42,4),-4.35242 # DEPENDENCYPART_ARC
(42,5),-4.35618 # DEPENDENCYPART_ARC
(42,6),-4.6637 # DEPENDENCYPART_ARC
(42,7),-4.82184 # DEPENDENCYPART_ARC
(42,8),-3.80153 # DEPENDENCYPART_ARC
(42,9),-4.43411 # DEPENDENCYPART_ARC
(42,10),-4.77122 # DEPENDENCYPART_ARC
(42,11),-4.90859 # DEPENDENCYPART_ARC
(42,12),-3.87407 # DEPENDENCYPART_ARC
(42,13),-4.57716 # DEPENDENCYPART_ARC
(42,14),-4.07128 # DEPENDENCYPART_ARC
(42,15),-4.08342 # DEPENDENCYPART_ARC
(42,16),-3.57949 # DEPENDENCYPART_ARC
(42,17),-4.56209 # DEPENDENCYPART_ARC
(42,18),-3.76652 # DEPENDENCYPART_ARC
(42,19),-4.52397 # DEPENDENCYPART_ARC
(42,20),-3.82002 # DEPENDENCYPART_ARC
(42,21),-4.56962 # DEPENDENCYPART_ARC
(42,22),-3.73748 # DEPENDENCYPART_ARC
(42,23),-4.04989 # DEPENDENCYPART_ARC
(42,24),-3.80053 # DEPENDENCYPART_ARC
(42,25),-4.2091 # DEPENDENCYPART_ARC
(42,26),-4.18315 # DEPENDENCYPART_ARC
(42,27),-4.21969 # DEPENDENCYPART_ARC
(42,28),-3.6835 # DEPENDENCYPART_ARC
(42,29),-3.51601 # DEPENDENCYPART_ARC
(42,30),-4.0675 # DEPENDENCYPART_ARC
(42,31),-4.07635 # DEPENDENCYPART_ARC
(42,32),-3.79984 # DEPENDENCYPART_ARC
(42,33),-2.99136 # DEPENDENCYPART_ARC
(42,34),-3.66642 # DEPENDENCYPART_ARC
(42,35),-2.79972 # DEPENDENCYPART_ARC
(42,36),-3.086 # DEPENDENCYPART_ARC
(42,37),-3.19151 # DEPENDENCYPART_ARC
(42,38),-2.11439 # DEPENDENCYPART_ARC
(42,39),-2.31334 # DEPENDENCYPART_ARC
(42,40),-2.43464 # DEPENDENCYPART_ARC
(42,41),-1.10584 # DEPENDENCYPART_ARC
