# _root_ La dona va aparcar i va mirar d' agafar un taxi , moment en el qual l' acusat ' la va agafar pels cabells , va iniciar un forcejament i una persecució fins a introduir -la de_nou en el cotxe ' .
#goldHeads=2,4,4,0,4,9,9,9,4,11,9,13,9,22,16,14,18,22,22,22,22,13,22,23,22,27,22,29,27,29,32,29,27,33,34,35,35,35,40,38,22,4,
#predictedHeads=2,4,4,0,4,9,9,9,4,11,9,13,11,9,16,14,18,14,22,22,22,18,22,23,22,27,4,29,27,29,32,29,27,33,34,35,35,35,40,38,27,4,
(37,5),-1.69335 # DEPENDENCYPART_ARC
(37,6),-2.62444 # DEPENDENCYPART_ARC
(37,7),-2.46676 # DEPENDENCYPART_ARC
(37,8),-2.29966 # DEPENDENCYPART_ARC
(37,9),-2.26222 # DEPENDENCYPART_ARC
(37,10),-2.0085 # DEPENDENCYPART_ARC
(37,11),-3.41365 # DEPENDENCYPART_ARC
(37,12),-2.2524 # DEPENDENCYPART_ARC
(37,13),-3.03983 # DEPENDENCYPART_ARC
(37,14),-1.61169 # DEPENDENCYPART_ARC
(37,15),-1.88028 # DEPENDENCYPART_ARC
(37,16),-1.88169 # DEPENDENCYPART_ARC
(37,17),-1.70898 # DEPENDENCYPART_ARC
(37,18),-2.49067 # DEPENDENCYPART_ARC
(37,19),-1.83375 # DEPENDENCYPART_ARC
(37,20),-1.41693 # DEPENDENCYPART_ARC
(37,21),-1.78951 # DEPENDENCYPART_ARC
(37,22),-1.80457 # DEPENDENCYPART_ARC
(37,23),-0.857272 # DEPENDENCYPART_ARC
(37,24),-2.09272 # DEPENDENCYPART_ARC
(37,25),-1.15258 # DEPENDENCYPART_ARC
(37,26),-1.43458 # DEPENDENCYPART_ARC
(37,27),-1.35245 # DEPENDENCYPART_ARC
(37,28),-1.0349 # DEPENDENCYPART_ARC
(37,29),-0.985213 # DEPENDENCYPART_ARC
(37,30),-0.574245 # DEPENDENCYPART_ARC
(37,31),-0.972814 # DEPENDENCYPART_ARC
(37,32),-1.00127 # DEPENDENCYPART_ARC
(37,33),0.134652 # DEPENDENCYPART_ARC
(37,34),0.330769 # DEPENDENCYPART_ARC
(37,35),0.342553 # DEPENDENCYPART_ARC
(37,36),1.55277 # DEPENDENCYPART_ARC
(37,38),0.592965 # DEPENDENCYPART_ARC
(37,39),-0.173866 # DEPENDENCYPART_ARC
(37,40),-0.20113 # DEPENDENCYPART_ARC
(37,41),-0.380713 # DEPENDENCYPART_ARC
(37,42),-0.569838 # DEPENDENCYPART_ARC
(38,1),-3.04551 # DEPENDENCYPART_ARC
(38,2),-4.11553 # DEPENDENCYPART_ARC
(38,3),-3.35566 # DEPENDENCYPART_ARC
(38,4),-3.93382 # DEPENDENCYPART_ARC
(38,5),-2.63922 # DEPENDENCYPART_ARC
(38,6),-3.41503 # DEPENDENCYPART_ARC
(38,7),-4.00071 # DEPENDENCYPART_ARC
(38,8),-4.17926 # DEPENDENCYPART_ARC
(38,9),-3.00778 # DEPENDENCYPART_ARC
(38,10),-3.34864 # DEPENDENCYPART_ARC
(38,11),-4.07146 # DEPENDENCYPART_ARC
(38,12),-3.90394 # DEPENDENCYPART_ARC
(38,13),-3.7849 # DEPENDENCYPART_ARC
(38,14),-3.78246 # DEPENDENCYPART_ARC
(38,15),-2.69276 # DEPENDENCYPART_ARC
(38,16),-2.76286 # DEPENDENCYPART_ARC
(38,17),-2.89614 # DEPENDENCYPART_ARC
(38,18),-3.34503 # DEPENDENCYPART_ARC
(38,19),-2.01871 # DEPENDENCYPART_ARC
(38,20),-2.85243 # DEPENDENCYPART_ARC
(38,21),-2.07879 # DEPENDENCYPART_ARC
(38,22),-2.51641 # DEPENDENCYPART_ARC
(38,23),-2.77723 # DEPENDENCYPART_ARC
(38,24),-2.91695 # DEPENDENCYPART_ARC
(38,25),-1.89363 # DEPENDENCYPART_ARC
(38,26),-1.31124 # DEPENDENCYPART_ARC
(38,27),-1.63291 # DEPENDENCYPART_ARC
(38,28),-1.89976 # DEPENDENCYPART_ARC
(38,29),-2.15335 # DEPENDENCYPART_ARC
(38,30),-1.05145 # DEPENDENCYPART_ARC
(38,31),-1.43597 # DEPENDENCYPART_ARC
(38,32),-1.99592 # DEPENDENCYPART_ARC
(38,33),-0.986916 # DEPENDENCYPART_ARC
(38,34),-0.919956 # DEPENDENCYPART_ARC
(38,35),-0.118948 # DEPENDENCYPART_ARC
(38,36),-0.818661 # DEPENDENCYPART_ARC
(38,37),0.824628 # DEPENDENCYPART_ARC
(38,39),0.957443 # DEPENDENCYPART_ARC
(38,40),4.71789 # DEPENDENCYPART_ARC
(38,41),0.789168 # DEPENDENCYPART_ARC
(38,42),0.293983 # DEPENDENCYPART_ARC
(39,1),-5.95806 # DEPENDENCYPART_ARC
(39,2),-5.22152 # DEPENDENCYPART_ARC
(39,3),-5.60314 # DEPENDENCYPART_ARC
(39,4),-5.52365 # DEPENDENCYPART_ARC
(39,5),-3.59362 # DEPENDENCYPART_ARC
(39,6),-5.72605 # DEPENDENCYPART_ARC
(39,7),-5.55369 # DEPENDENCYPART_ARC
(39,8),-4.81055 # DEPENDENCYPART_ARC
(39,9),-5.21901 # DEPENDENCYPART_ARC
(39,10),-4.98496 # DEPENDENCYPART_ARC
(39,11),-5.0337 # DEPENDENCYPART_ARC
(39,12),-3.72155 # DEPENDENCYPART_ARC
(39,13),-4.71427 # DEPENDENCYPART_ARC
(39,14),-4.16882 # DEPENDENCYPART_ARC
(39,15),-4.58482 # DEPENDENCYPART_ARC
(39,16),-4.8809 # DEPENDENCYPART_ARC
(39,17),-5.1402 # DEPENDENCYPART_ARC
(39,18),-4.60848 # DEPENDENCYPART_ARC
(39,19),-3.03176 # DEPENDENCYPART_ARC
(39,20),-4.57909 # DEPENDENCYPART_ARC
(39,21),-4.59512 # DEPENDENCYPART_ARC
(39,22),-4.38766 # DEPENDENCYPART_ARC
(39,23),-3.44111 # DEPENDENCYPART_ARC
(39,24),-4.32971 # DEPENDENCYPART_ARC
(39,25),-3.20186 # DEPENDENCYPART_ARC
(39,26),-4.19914 # DEPENDENCYPART_ARC
(39,27),-4.04119 # DEPENDENCYPART_ARC
(39,28),-3.06823 # DEPENDENCYPART_ARC
(39,29),-3.51785 # DEPENDENCYPART_ARC
(39,30),-2.80436 # DEPENDENCYPART_ARC
(39,31),-3.11237 # DEPENDENCYPART_ARC
(39,32),-3.52088 # DEPENDENCYPART_ARC
(39,33),-2.40797 # DEPENDENCYPART_ARC
(39,34),-2.20903 # DEPENDENCYPART_ARC
(39,35),-2.71424 # DEPENDENCYPART_ARC
(39,36),-2.8156 # DEPENDENCYPART_ARC
(39,37),-0.694802 # DEPENDENCYPART_ARC
(39,38),0.629995 # DEPENDENCYPART_ARC
(39,40),0.368976 # DEPENDENCYPART_ARC
(39,41),-1.28729 # DEPENDENCYPART_ARC
(39,42),-1.53856 # DEPENDENCYPART_ARC
(40,1),-11.6777 # DEPENDENCYPART_ARC
(40,2),-4.67168 # DEPENDENCYPART_ARC
(40,3),-3.81991 # DEPENDENCYPART_ARC
(40,4),-4.15382 # DEPENDENCYPART_ARC
(40,5),-1.94637 # DEPENDENCYPART_ARC
(40,6),-3.29268 # DEPENDENCYPART_ARC
(40,7),-3.79388 # DEPENDENCYPART_ARC
(40,8),-3.34201 # DEPENDENCYPART_ARC
(40,9),-2.67719 # DEPENDENCYPART_ARC
(40,10),-7.79034 # DEPENDENCYPART_ARC
(40,11),-4.23096 # DEPENDENCYPART_ARC
(40,12),-2.80456 # DEPENDENCYPART_ARC
(40,13),-3.75742 # DEPENDENCYPART_ARC
(40,14),-3.04381 # DEPENDENCYPART_ARC
(40,15),-9.71599 # DEPENDENCYPART_ARC
(40,16),-7.8804 # DEPENDENCYPART_ARC
(40,17),-7.56918 # DEPENDENCYPART_ARC
(40,18),-3.68223 # DEPENDENCYPART_ARC
(40,19),-3.95612 # DEPENDENCYPART_ARC
(40,20),-2.63881 # DEPENDENCYPART_ARC
(40,21),-2.51769 # DEPENDENCYPART_ARC
(40,22),-2.53099 # DEPENDENCYPART_ARC
(40,23),-2.60798 # DEPENDENCYPART_ARC
(40,24),-2.78782 # DEPENDENCYPART_ARC
(40,25),-1.58802 # DEPENDENCYPART_ARC
(40,26),-1.38107 # DEPENDENCYPART_ARC
(40,27),-1.46062 # DEPENDENCYPART_ARC
(40,28),-2.53776 # DEPENDENCYPART_ARC
(40,29),-2.74043 # DEPENDENCYPART_ARC
(40,30),-1.01668 # DEPENDENCYPART_ARC
(40,31),-1.56857 # DEPENDENCYPART_ARC
(40,32),-2.28656 # DEPENDENCYPART_ARC
(40,33),-0.362218 # DEPENDENCYPART_ARC
(40,34),-0.935065 # DEPENDENCYPART_ARC
(40,35),-1.02405 # DEPENDENCYPART_ARC
(40,36),-1.58065 # DEPENDENCYPART_ARC
(40,37),-0.0121602 # DEPENDENCYPART_ARC
(40,38),0.963904 # DEPENDENCYPART_ARC
(40,39),4.69986 # DEPENDENCYPART_ARC
(40,41),0.640957 # DEPENDENCYPART_ARC
(40,42),0.269544 # DEPENDENCYPART_ARC
(41,1),-4.13373 # DEPENDENCYPART_ARC
(41,2),-4.31869 # DEPENDENCYPART_ARC
(41,3),-4.31565 # DEPENDENCYPART_ARC
(41,4),-4.36316 # DEPENDENCYPART_ARC
(41,5),-3.51308 # DEPENDENCYPART_ARC
(41,6),-4.57688 # DEPENDENCYPART_ARC
(41,7),-4.44002 # DEPENDENCYPART_ARC
(41,8),-3.80276 # DEPENDENCYPART_ARC
(41,9),-4.39929 # DEPENDENCYPART_ARC
(41,10),-4.19454 # DEPENDENCYPART_ARC
(41,11),-4.35298 # DEPENDENCYPART_ARC
(41,12),-3.5514 # DEPENDENCYPART_ARC
(41,13),-4.23248 # DEPENDENCYPART_ARC
(41,14),-3.34332 # DEPENDENCYPART_ARC
(41,15),-3.98133 # DEPENDENCYPART_ARC
(41,16),-3.94452 # DEPENDENCYPART_ARC
(41,17),-3.84756 # DEPENDENCYPART_ARC
(41,18),-4.14664 # DEPENDENCYPART_ARC
(41,19),-3.27472 # DEPENDENCYPART_ARC
(41,20),-3.33599 # DEPENDENCYPART_ARC
(41,21),-3.79657 # DEPENDENCYPART_ARC
(41,22),-3.8317 # DEPENDENCYPART_ARC
(41,23),-3.00813 # DEPENDENCYPART_ARC
(41,24),-3.82177 # DEPENDENCYPART_ARC
(41,25),-3.02934 # DEPENDENCYPART_ARC
(41,26),-3.46719 # DEPENDENCYPART_ARC
(41,27),-3.48885 # DEPENDENCYPART_ARC
(41,28),-3.36833 # DEPENDENCYPART_ARC
(41,29),-3.43553 # DEPENDENCYPART_ARC
(41,30),-2.63137 # DEPENDENCYPART_ARC
(41,31),-3.32124 # DEPENDENCYPART_ARC
(41,32),-3.47156 # DEPENDENCYPART_ARC
(41,33),-2.43836 # DEPENDENCYPART_ARC
(41,34),-2.37741 # DEPENDENCYPART_ARC
(41,35),-2.94506 # DEPENDENCYPART_ARC
(41,36),-2.31369 # DEPENDENCYPART_ARC
(41,37),-2.26705 # DEPENDENCYPART_ARC
(41,38),-1.49151 # DEPENDENCYPART_ARC
(41,39),-1.17486 # DEPENDENCYPART_ARC
(41,40),-1.35729 # DEPENDENCYPART_ARC
(41,42),-0.693246 # DEPENDENCYPART_ARC
(42,1),-4.62304 # DEPENDENCYPART_ARC
(42,2),-4.67467 # DEPENDENCYPART_ARC
(42,3),-4.49457 # DEPENDENCYPART_ARC
(42,4),-4.62896 # DEPENDENCYPART_ARC
(42,5),-3.78984 # DEPENDENCYPART_ARC
(42,6),-4.81432 # DEPENDENCYPART_ARC
(42,7),-4.79808 # DEPENDENCYPART_ARC
(42,8),-4.07842 # DEPENDENCYPART_ARC
(42,9),-4.61841 # DEPENDENCYPART_ARC
(42,10),-4.56598 # DEPENDENCYPART_ARC
(42,11),-4.79872 # DEPENDENCYPART_ARC
(42,12),-4.00651 # DEPENDENCYPART_ARC
(42,13),-4.4349 # DEPENDENCYPART_ARC
(42,14),-3.76909 # DEPENDENCYPART_ARC
(42,15),-4.30705 # DEPENDENCYPART_ARC
(42,16),-4.3281 # DEPENDENCYPART_ARC
(42,17),-4.29734 # DEPENDENCYPART_ARC
(42,18),-4.43183 # DEPENDENCYPART_ARC
(42,19),-3.70126 # DEPENDENCYPART_ARC
(42,20),-3.65215 # DEPENDENCYPART_ARC
(42,21),-4.19408 # DEPENDENCYPART_ARC
(42,22),-4.12339 # DEPENDENCYPART_ARC
(42,23),-3.32363 # DEPENDENCYPART_ARC
(42,24),-4.17566 # DEPENDENCYPART_ARC
(42,25),-3.46192 # DEPENDENCYPART_ARC
(42,26),-3.85122 # DEPENDENCYPART_ARC
(42,27),-3.76038 # DEPENDENCYPART_ARC
(42,28),-3.75907 # DEPENDENCYPART_ARC
(42,29),-3.76168 # DEPENDENCYPART_ARC
(42,30),-2.97614 # DEPENDENCYPART_ARC
(42,31),-3.84054 # DEPENDENCYPART_ARC
(42,32),-3.69846 # DEPENDENCYPART_ARC
(42,33),-2.89352 # DEPENDENCYPART_ARC
(42,34),-2.77432 # DEPENDENCYPART_ARC
(42,35),-3.38214 # DEPENDENCYPART_ARC
(42,36),-2.83703 # DEPENDENCYPART_ARC
(42,37),-2.83371 # DEPENDENCYPART_ARC
(42,38),-2.07761 # DEPENDENCYPART_ARC
(42,39),-2.28021 # DEPENDENCYPART_ARC
(42,40),-2.4015 # DEPENDENCYPART_ARC
(42,41),-1.04643 # DEPENDENCYPART_ARC
