# _root_ Aquesta primera edició de la Fira tindrà com_a escenari el municipi de l' Estany , però com en el cas de la Festa serà itinerant pels 10 municipis del Moianès , i se celebrarà sempre el primer cap de setmana de juny .
#goldHeads=3,3,7,3,6,4,0,7,8,11,7,11,14,12,11,7,24,17,20,18,20,23,21,7,24,24,28,26,28,29,26,24,34,24,34,38,38,34,38,39,38,41,7,
#predictedHeads=3,3,7,3,6,4,0,7,8,11,7,11,14,12,7,7,24,24,20,18,20,23,21,7,24,25,28,26,28,29,24,7,34,24,34,38,38,34,38,39,38,41,7,
(36,7),-4.75486 # DEPENDENCYPART_ARC
(36,8),-3.40608 # DEPENDENCYPART_ARC
(36,9),-3.97619 # DEPENDENCYPART_ARC
(36,10),-4.33015 # DEPENDENCYPART_ARC
(36,11),-3.91614 # DEPENDENCYPART_ARC
(36,12),-3.38484 # DEPENDENCYPART_ARC
(36,13),-4.05896 # DEPENDENCYPART_ARC
(36,14),-3.31147 # DEPENDENCYPART_ARC
(36,15),-2.61153 # DEPENDENCYPART_ARC
(36,16),-2.41233 # DEPENDENCYPART_ARC
(36,17),-2.43279 # DEPENDENCYPART_ARC
(36,18),-2.9037 # DEPENDENCYPART_ARC
(36,19),-3.28901 # DEPENDENCYPART_ARC
(36,20),-3.43901 # DEPENDENCYPART_ARC
(36,21),-2.7569 # DEPENDENCYPART_ARC
(36,22),-2.81548 # DEPENDENCYPART_ARC
(36,23),-2.89663 # DEPENDENCYPART_ARC
(36,24),-3.80065 # DEPENDENCYPART_ARC
(36,25),-3.3814 # DEPENDENCYPART_ARC
(36,26),-2.02105 # DEPENDENCYPART_ARC
(36,27),-1.99822 # DEPENDENCYPART_ARC
(36,28),-3.08461 # DEPENDENCYPART_ARC
(36,29),-2.01973 # DEPENDENCYPART_ARC
(36,30),-2.22707 # DEPENDENCYPART_ARC
(36,31),-1.71697 # DEPENDENCYPART_ARC
(36,32),-1.59355 # DEPENDENCYPART_ARC
(36,33),-1.29896 # DEPENDENCYPART_ARC
(36,34),-1.8134 # DEPENDENCYPART_ARC
(36,35),0.0886285 # DEPENDENCYPART_ARC
(36,37),0.515339 # DEPENDENCYPART_ARC
(36,38),-0.18303 # DEPENDENCYPART_ARC
(36,39),-0.184431 # DEPENDENCYPART_ARC
(36,40),-1.64911 # DEPENDENCYPART_ARC
(36,41),-1.06802 # DEPENDENCYPART_ARC
(36,42),-1.63469 # DEPENDENCYPART_ARC
(36,43),-1.81179 # DEPENDENCYPART_ARC
(37,1),-3.16605 # DEPENDENCYPART_ARC
(37,2),-5.55676 # DEPENDENCYPART_ARC
(37,3),-4.42448 # DEPENDENCYPART_ARC
(37,4),-4.53275 # DEPENDENCYPART_ARC
(37,5),-3.11689 # DEPENDENCYPART_ARC
(37,6),-4.55009 # DEPENDENCYPART_ARC
(37,7),-2.37909 # DEPENDENCYPART_ARC
(37,8),-4.40176 # DEPENDENCYPART_ARC
(37,9),-4.09368 # DEPENDENCYPART_ARC
(37,10),-2.15404 # DEPENDENCYPART_ARC
(37,11),-3.95078 # DEPENDENCYPART_ARC
(37,12),-3.04979 # DEPENDENCYPART_ARC
(37,13),-2.54255 # DEPENDENCYPART_ARC
(37,14),-3.68438 # DEPENDENCYPART_ARC
(37,15),-3.17177 # DEPENDENCYPART_ARC
(37,16),-1.85681 # DEPENDENCYPART_ARC
(37,17),-1.89923 # DEPENDENCYPART_ARC
(37,18),-1.86697 # DEPENDENCYPART_ARC
(37,19),-2.11491 # DEPENDENCYPART_ARC
(37,20),-3.2621 # DEPENDENCYPART_ARC
(37,21),-2.11815 # DEPENDENCYPART_ARC
(37,22),-2.16257 # DEPENDENCYPART_ARC
(37,23),-3.08468 # DEPENDENCYPART_ARC
(37,24),-2.44139 # DEPENDENCYPART_ARC
(37,25),-3.05292 # DEPENDENCYPART_ARC
(37,26),-2.17096 # DEPENDENCYPART_ARC
(37,27),-1.46589 # DEPENDENCYPART_ARC
(37,28),-3.37986 # DEPENDENCYPART_ARC
(37,29),-1.1303 # DEPENDENCYPART_ARC
(37,30),-2.28055 # DEPENDENCYPART_ARC
(37,31),-1.7432 # DEPENDENCYPART_ARC
(37,32),-1.2455 # DEPENDENCYPART_ARC
(37,33),-0.665748 # DEPENDENCYPART_ARC
(37,34),-1.24883 # DEPENDENCYPART_ARC
(37,35),0.924695 # DEPENDENCYPART_ARC
(37,36),2.05079 # DEPENDENCYPART_ARC
(37,38),1.13168 # DEPENDENCYPART_ARC
(37,39),-0.180682 # DEPENDENCYPART_ARC
(37,40),-0.273811 # DEPENDENCYPART_ARC
(37,41),-1.57659 # DEPENDENCYPART_ARC
(37,42),-0.662881 # DEPENDENCYPART_ARC
(37,43),-1.10469 # DEPENDENCYPART_ARC
(38,1),-8.60151 # DEPENDENCYPART_ARC
(38,2),-2.86166 # DEPENDENCYPART_ARC
(38,3),-3.82716 # DEPENDENCYPART_ARC
(38,4),-3.05268 # DEPENDENCYPART_ARC
(38,5),-7.76035 # DEPENDENCYPART_ARC
(38,6),-3.62883 # DEPENDENCYPART_ARC
(38,7),-2.70859 # DEPENDENCYPART_ARC
(38,8),-2.22081 # DEPENDENCYPART_ARC
(38,9),-2.60638 # DEPENDENCYPART_ARC
(38,10),-9.09722 # DEPENDENCYPART_ARC
(38,11),-3.08548 # DEPENDENCYPART_ARC
(38,12),-1.9082 # DEPENDENCYPART_ARC
(38,13),-6.01411 # DEPENDENCYPART_ARC
(38,14),-2.99474 # DEPENDENCYPART_ARC
(38,15),-1.45826 # DEPENDENCYPART_ARC
(38,16),-1.81773 # DEPENDENCYPART_ARC
(38,17),-0.958304 # DEPENDENCYPART_ARC
(38,18),-1.15345 # DEPENDENCYPART_ARC
(38,19),-5.66221 # DEPENDENCYPART_ARC
(38,20),-2.40056 # DEPENDENCYPART_ARC
(38,21),-0.630509 # DEPENDENCYPART_ARC
(38,22),-2.95345 # DEPENDENCYPART_ARC
(38,23),-1.9333 # DEPENDENCYPART_ARC
(38,24),-1.66625 # DEPENDENCYPART_ARC
(38,25),-0.47759 # DEPENDENCYPART_ARC
(38,26),-0.911199 # DEPENDENCYPART_ARC
(38,27),-0.709583 # DEPENDENCYPART_ARC
(38,28),-1.76552 # DEPENDENCYPART_ARC
(38,29),-0.906933 # DEPENDENCYPART_ARC
(38,30),-1.05167 # DEPENDENCYPART_ARC
(38,31),-0.286644 # DEPENDENCYPART_ARC
(38,32),-0.467474 # DEPENDENCYPART_ARC
(38,33),-0.220545 # DEPENDENCYPART_ARC
(38,34),-0.962738 # DEPENDENCYPART_ARC
(38,35),1.35965 # DEPENDENCYPART_ARC
(38,36),4.32724 # DEPENDENCYPART_ARC
(38,37),4.92233 # DEPENDENCYPART_ARC
(38,39),3.71138 # DEPENDENCYPART_ARC
(38,40),1.33464 # DEPENDENCYPART_ARC
(38,41),2.49634 # DEPENDENCYPART_ARC
(38,42),0.777902 # DEPENDENCYPART_ARC
(38,43),0.938475 # DEPENDENCYPART_ARC
(39,1),-3.33959 # DEPENDENCYPART_ARC
(39,2),-3.40424 # DEPENDENCYPART_ARC
(39,3),-3.79698 # DEPENDENCYPART_ARC
(39,4),-4.78514 # DEPENDENCYPART_ARC
(39,5),-3.17976 # DEPENDENCYPART_ARC
(39,6),-3.7928 # DEPENDENCYPART_ARC
(39,7),-3.21709 # DEPENDENCYPART_ARC
(39,8),-4.38953 # DEPENDENCYPART_ARC
(39,9),-2.91064 # DEPENDENCYPART_ARC
(39,10),-3.44284 # DEPENDENCYPART_ARC
(39,11),-3.13808 # DEPENDENCYPART_ARC
(39,12),-3.21535 # DEPENDENCYPART_ARC
(39,13),-2.52003 # DEPENDENCYPART_ARC
(39,14),-3.21099 # DEPENDENCYPART_ARC
(39,15),-3.62301 # DEPENDENCYPART_ARC
(39,16),-1.53822 # DEPENDENCYPART_ARC
(39,17),-1.80996 # DEPENDENCYPART_ARC
(39,18),-3.19995 # DEPENDENCYPART_ARC
(39,19),-2.61561 # DEPENDENCYPART_ARC
(39,20),-2.47548 # DEPENDENCYPART_ARC
(39,21),-2.61794 # DEPENDENCYPART_ARC
(39,22),-1.70048 # DEPENDENCYPART_ARC
(39,23),-2.45755 # DEPENDENCYPART_ARC
(39,24),-1.43179 # DEPENDENCYPART_ARC
(39,25),-2.01282 # DEPENDENCYPART_ARC
(39,26),-1.79593 # DEPENDENCYPART_ARC
(39,27),-1.07847 # DEPENDENCYPART_ARC
(39,28),-2.0233 # DEPENDENCYPART_ARC
(39,29),-1.46861 # DEPENDENCYPART_ARC
(39,30),-1.7946 # DEPENDENCYPART_ARC
(39,31),-1.49572 # DEPENDENCYPART_ARC
(39,32),-0.915707 # DEPENDENCYPART_ARC
(39,33),-1.15395 # DEPENDENCYPART_ARC
(39,34),-0.540253 # DEPENDENCYPART_ARC
(39,35),-0.275376 # DEPENDENCYPART_ARC
(39,36),0.105608 # DEPENDENCYPART_ARC
(39,37),-0.223082 # DEPENDENCYPART_ARC
(39,38),0.328238 # DEPENDENCYPART_ARC
(39,40),4.03443 # DEPENDENCYPART_ARC
(39,41),0.120867 # DEPENDENCYPART_ARC
(39,42),-0.155223 # DEPENDENCYPART_ARC
(39,43),-0.783052 # DEPENDENCYPART_ARC
(40,1),-9.18097 # DEPENDENCYPART_ARC
(40,2),-3.70558 # DEPENDENCYPART_ARC
(40,3),-3.38848 # DEPENDENCYPART_ARC
(40,4),-3.77359 # DEPENDENCYPART_ARC
(40,5),-7.78544 # DEPENDENCYPART_ARC
(40,6),-3.65018 # DEPENDENCYPART_ARC
(40,7),-3.20627 # DEPENDENCYPART_ARC
(40,8),-3.28671 # DEPENDENCYPART_ARC
(40,9),-3.04541 # DEPENDENCYPART_ARC
(40,10),-9.93065 # DEPENDENCYPART_ARC
(40,11),-3.17459 # DEPENDENCYPART_ARC
(40,12),-2.57459 # DEPENDENCYPART_ARC
(40,13),-6.84567 # DEPENDENCYPART_ARC
(40,14),-3.18749 # DEPENDENCYPART_ARC
(40,15),-1.93116 # DEPENDENCYPART_ARC
(40,16),-1.92089 # DEPENDENCYPART_ARC
(40,17),-0.980421 # DEPENDENCYPART_ARC
(40,18),-2.10738 # DEPENDENCYPART_ARC
(40,19),-6.94535 # DEPENDENCYPART_ARC
(40,20),-2.4902 # DEPENDENCYPART_ARC
(40,21),-1.3231 # DEPENDENCYPART_ARC
(40,22),-3.03138 # DEPENDENCYPART_ARC
(40,23),-2.13957 # DEPENDENCYPART_ARC
(40,24),-2.08873 # DEPENDENCYPART_ARC
(40,25),-1.32644 # DEPENDENCYPART_ARC
(40,26),-1.06732 # DEPENDENCYPART_ARC
(40,27),-1.45504 # DEPENDENCYPART_ARC
(40,28),-1.70853 # DEPENDENCYPART_ARC
(40,29),-1.64853 # DEPENDENCYPART_ARC
(40,30),-1.24083 # DEPENDENCYPART_ARC
(40,31),-0.936043 # DEPENDENCYPART_ARC
(40,32),-0.659555 # DEPENDENCYPART_ARC
(40,33),-0.930922 # DEPENDENCYPART_ARC
(40,34),-1.61374 # DEPENDENCYPART_ARC
(40,35),0.308942 # DEPENDENCYPART_ARC
(40,36),1.37109 # DEPENDENCYPART_ARC
(40,37),0.695147 # DEPENDENCYPART_ARC
(40,38),0.334129 # DEPENDENCYPART_ARC
(40,39),1.4654 # DEPENDENCYPART_ARC
(40,41),1.53947 # DEPENDENCYPART_ARC
(40,42),0.0154161 # DEPENDENCYPART_ARC
(40,43),-0.220627 # DEPENDENCYPART_ARC
(41,1),-3.27292 # DEPENDENCYPART_ARC
(41,2),-3.30715 # DEPENDENCYPART_ARC
(41,3),-3.73593 # DEPENDENCYPART_ARC
(41,4),-4.66481 # DEPENDENCYPART_ARC
(41,5),-3.35506 # DEPENDENCYPART_ARC
(41,6),-3.85254 # DEPENDENCYPART_ARC
(41,7),-3.00117 # DEPENDENCYPART_ARC
(41,8),-4.23709 # DEPENDENCYPART_ARC
(41,9),-3.15317 # DEPENDENCYPART_ARC
(41,10),-3.73104 # DEPENDENCYPART_ARC
(41,11),-3.16461 # DEPENDENCYPART_ARC
(41,12),-3.12639 # DEPENDENCYPART_ARC
(41,13),-2.56454 # DEPENDENCYPART_ARC
(41,14),-3.19606 # DEPENDENCYPART_ARC
(41,15),-3.68731 # DEPENDENCYPART_ARC
(41,16),-1.46771 # DEPENDENCYPART_ARC
(41,17),-1.66522 # DEPENDENCYPART_ARC
(41,18),-3.06534 # DEPENDENCYPART_ARC
(41,19),-2.83845 # DEPENDENCYPART_ARC
(41,20),-2.83944 # DEPENDENCYPART_ARC
(41,21),-2.51841 # DEPENDENCYPART_ARC
(41,22),-1.79917 # DEPENDENCYPART_ARC
(41,23),-2.55214 # DEPENDENCYPART_ARC
(41,24),-1.3831 # DEPENDENCYPART_ARC
(41,25),-1.86703 # DEPENDENCYPART_ARC
(41,26),-1.60549 # DEPENDENCYPART_ARC
(41,27),-0.847141 # DEPENDENCYPART_ARC
(41,28),-2.09359 # DEPENDENCYPART_ARC
(41,29),-1.46584 # DEPENDENCYPART_ARC
(41,30),-1.83976 # DEPENDENCYPART_ARC
(41,31),-1.50418 # DEPENDENCYPART_ARC
(41,32),-0.890388 # DEPENDENCYPART_ARC
(41,33),-1.03527 # DEPENDENCYPART_ARC
(41,34),-0.50632 # DEPENDENCYPART_ARC
(41,35),-0.437698 # DEPENDENCYPART_ARC
(41,36),-0.370548 # DEPENDENCYPART_ARC
(41,37),-0.935919 # DEPENDENCYPART_ARC
(41,38),-0.91529 # DEPENDENCYPART_ARC
(41,39),0.547242 # DEPENDENCYPART_ARC
(41,40),1.09449 # DEPENDENCYPART_ARC
(41,42),3.97517 # DEPENDENCYPART_ARC
(41,43),-0.587068 # DEPENDENCYPART_ARC
(42,1),-3.57272 # DEPENDENCYPART_ARC
(42,2),-4.07776 # DEPENDENCYPART_ARC
(42,3),-4.31688 # DEPENDENCYPART_ARC
(42,4),-3.54842 # DEPENDENCYPART_ARC
(42,5),-3.75837 # DEPENDENCYPART_ARC
(42,6),-4.15601 # DEPENDENCYPART_ARC
(42,7),-3.06164 # DEPENDENCYPART_ARC
(42,8),-2.98885 # DEPENDENCYPART_ARC
(42,9),-3.76813 # DEPENDENCYPART_ARC
(42,10),-3.21748 # DEPENDENCYPART_ARC
(42,11),-3.77095 # DEPENDENCYPART_ARC
(42,12),-2.79754 # DEPENDENCYPART_ARC
(42,13),-2.52968 # DEPENDENCYPART_ARC
(42,14),-3.5428 # DEPENDENCYPART_ARC
(42,15),-2.96353 # DEPENDENCYPART_ARC
(42,16),-1.38824 # DEPENDENCYPART_ARC
(42,17),-1.32519 # DEPENDENCYPART_ARC
(42,18),-2.76985 # DEPENDENCYPART_ARC
(42,19),-2.40324 # DEPENDENCYPART_ARC
(42,20),-3.20658 # DEPENDENCYPART_ARC
(42,21),-2.6861 # DEPENDENCYPART_ARC
(42,22),-2.13034 # DEPENDENCYPART_ARC
(42,23),-2.83631 # DEPENDENCYPART_ARC
(42,24),-2.27986 # DEPENDENCYPART_ARC
(42,25),-2.1733 # DEPENDENCYPART_ARC
(42,26),-1.91058 # DEPENDENCYPART_ARC
(42,27),-1.59455 # DEPENDENCYPART_ARC
(42,28),-2.50066 # DEPENDENCYPART_ARC
(42,29),-1.82239 # DEPENDENCYPART_ARC
(42,30),-2.37318 # DEPENDENCYPART_ARC
(42,31),-1.4487 # DEPENDENCYPART_ARC
(42,32),-1.1421 # DEPENDENCYPART_ARC
(42,33),-1.41915 # DEPENDENCYPART_ARC
(42,34),-1.76743 # DEPENDENCYPART_ARC
(42,35),-0.545395 # DEPENDENCYPART_ARC
(42,36),0.0749562 # DEPENDENCYPART_ARC
(42,37),-0.462101 # DEPENDENCYPART_ARC
(42,38),-1.26618 # DEPENDENCYPART_ARC
(42,39),-0.556599 # DEPENDENCYPART_ARC
(42,40),-0.189876 # DEPENDENCYPART_ARC
(42,41),0.690383 # DEPENDENCYPART_ARC
(42,43),-0.43589 # DEPENDENCYPART_ARC
(43,1),-5.05109 # DEPENDENCYPART_ARC
(43,2),-4.29687 # DEPENDENCYPART_ARC
(43,3),-5.05061 # DEPENDENCYPART_ARC
(43,4),-4.63532 # DEPENDENCYPART_ARC
(43,5),-4.87749 # DEPENDENCYPART_ARC
(43,6),-5.0034 # DEPENDENCYPART_ARC
(43,7),-4.80382 # DEPENDENCYPART_ARC
(43,8),-4.26229 # DEPENDENCYPART_ARC
(43,9),-4.72796 # DEPENDENCYPART_ARC
(43,10),-4.67843 # DEPENDENCYPART_ARC
(43,11),-4.83935 # DEPENDENCYPART_ARC
(43,12),-4.34378 # DEPENDENCYPART_ARC
(43,13),-4.44683 # DEPENDENCYPART_ARC
(43,14),-4.61767 # DEPENDENCYPART_ARC
(43,15),-3.76633 # DEPENDENCYPART_ARC
(43,16),-3.68543 # DEPENDENCYPART_ARC
(43,17),-3.71253 # DEPENDENCYPART_ARC
(43,18),-3.96424 # DEPENDENCYPART_ARC
(43,19),-4.50603 # DEPENDENCYPART_ARC
(43,20),-4.5771 # DEPENDENCYPART_ARC
(43,21),-3.89909 # DEPENDENCYPART_ARC
(43,22),-4.45936 # DEPENDENCYPART_ARC
(43,23),-4.32503 # DEPENDENCYPART_ARC
(43,24),-4.26608 # DEPENDENCYPART_ARC
(43,25),-3.77022 # DEPENDENCYPART_ARC
(43,26),-3.44309 # DEPENDENCYPART_ARC
(43,27),-3.82028 # DEPENDENCYPART_ARC
(43,28),-4.09439 # DEPENDENCYPART_ARC
(43,29),-3.4019 # DEPENDENCYPART_ARC
(43,30),-4.14798 # DEPENDENCYPART_ARC
(43,31),-3.24158 # DEPENDENCYPART_ARC
(43,32),-3.35911 # DEPENDENCYPART_ARC
(43,33),-3.66601 # DEPENDENCYPART_ARC
(43,34),-3.93475 # DEPENDENCYPART_ARC
(43,35),-3.5696 # DEPENDENCYPART_ARC
(43,36),-3.71886 # DEPENDENCYPART_ARC
(43,37),-3.14191 # DEPENDENCYPART_ARC
(43,38),-3.5326 # DEPENDENCYPART_ARC
(43,39),-2.50545 # DEPENDENCYPART_ARC
(43,40),-3.08128 # DEPENDENCYPART_ARC
(43,41),-2.03981 # DEPENDENCYPART_ARC
(43,42),-1.51989 # DEPENDENCYPART_ARC
