# _root_ تَجْدُرُ الإِشارَةُ إِلَى أَنَّ بونومى البالِغُ مِن العُمْرِ 44 عاماً , وَ هُوَ مُحام سابِقٌ , كانَ يَعْمَلُ رَئِيساً لِ مَجْلِسِ إِدارَةِ شَرِكَةِ / إِس آي أَي / المَسْؤُولَةِ عَن إِدارَةِ مَطارَيْ ليناتى ومالبينسا فِي مِيلانُو خِلالَ الفَتْرَةِ مِن 1997 ـ 1999 .
#goldHeads=0,1,2,3,6,12,6,7,8,9,10,4,14,12,14,15,14,17,18,19,20,21,22,27,27,27,23,27,23,29,30,31,34,32,32,35,29,37,38,41,39,41,0,
#predictedHeads=0,1,1,3,4,5,6,7,8,9,10,14,14,17,14,15,4,17,18,19,20,21,22,27,27,27,21,27,23,29,30,31,34,32,31,35,31,37,38,39,39,41,0,
(35,28),-0.844146 # DEPENDENCYPART_ARC
(35,29),-1.13296 # DEPENDENCYPART_ARC
(35,30),-1.04712 # DEPENDENCYPART_ARC
(35,31),-0.715605 # DEPENDENCYPART_ARC
(35,32),-0.722328 # DEPENDENCYPART_ARC
(35,33),-0.590241 # DEPENDENCYPART_ARC
(35,34),-0.31152 # DEPENDENCYPART_ARC
(35,36),2.13175 # DEPENDENCYPART_ARC
(35,37),-0.00522392 # DEPENDENCYPART_ARC
(35,38),0.291278 # DEPENDENCYPART_ARC
(35,39),-0.708189 # DEPENDENCYPART_ARC
(35,40),-0.392694 # DEPENDENCYPART_ARC
(35,41),-0.0440688 # DEPENDENCYPART_ARC
(35,42),-0.403444 # DEPENDENCYPART_ARC
(35,43),-0.902875 # DEPENDENCYPART_ARC
(36,1),-2.95338 # DEPENDENCYPART_ARC
(36,2),-3.15909 # DEPENDENCYPART_ARC
(36,3),-2.84639 # DEPENDENCYPART_ARC
(36,4),-2.75362 # DEPENDENCYPART_ARC
(36,5),-3.20274 # DEPENDENCYPART_ARC
(36,6),-2.20642 # DEPENDENCYPART_ARC
(36,7),-2.49484 # DEPENDENCYPART_ARC
(36,8),-2.70303 # DEPENDENCYPART_ARC
(36,9),-2.36316 # DEPENDENCYPART_ARC
(36,10),-2.58745 # DEPENDENCYPART_ARC
(36,11),-2.81185 # DEPENDENCYPART_ARC
(36,12),-2.73362 # DEPENDENCYPART_ARC
(36,13),-2.09907 # DEPENDENCYPART_ARC
(36,14),-2.57158 # DEPENDENCYPART_ARC
(36,15),-2.12007 # DEPENDENCYPART_ARC
(36,16),-2.42892 # DEPENDENCYPART_ARC
(36,17),-2.0902 # DEPENDENCYPART_ARC
(36,18),-1.98224 # DEPENDENCYPART_ARC
(36,19),-1.98952 # DEPENDENCYPART_ARC
(36,20),-1.9335 # DEPENDENCYPART_ARC
(36,21),-1.91443 # DEPENDENCYPART_ARC
(36,22),-1.87034 # DEPENDENCYPART_ARC
(36,23),-1.72775 # DEPENDENCYPART_ARC
(36,24),-1.6024 # DEPENDENCYPART_ARC
(36,25),-1.18668 # DEPENDENCYPART_ARC
(36,26),-1.12331 # DEPENDENCYPART_ARC
(36,27),-1.13216 # DEPENDENCYPART_ARC
(36,28),-1.54932 # DEPENDENCYPART_ARC
(36,29),-1.37518 # DEPENDENCYPART_ARC
(36,30),-1.73407 # DEPENDENCYPART_ARC
(36,31),-1.249 # DEPENDENCYPART_ARC
(36,32),-1.00557 # DEPENDENCYPART_ARC
(36,33),-0.509651 # DEPENDENCYPART_ARC
(36,34),-0.166482 # DEPENDENCYPART_ARC
(36,35),-0.538577 # DEPENDENCYPART_ARC
(36,37),0.178836 # DEPENDENCYPART_ARC
(36,38),-0.14253 # DEPENDENCYPART_ARC
(36,39),0.109662 # DEPENDENCYPART_ARC
(36,40),-0.287234 # DEPENDENCYPART_ARC
(36,41),-0.4263 # DEPENDENCYPART_ARC
(36,42),-0.695957 # DEPENDENCYPART_ARC
(36,43),-0.581415 # DEPENDENCYPART_ARC
(37,1),-2.11687 # DEPENDENCYPART_ARC
(37,2),-2.48255 # DEPENDENCYPART_ARC
(37,3),-4.02862 # DEPENDENCYPART_ARC
(37,4),-2.63581 # DEPENDENCYPART_ARC
(37,5),-2.03191 # DEPENDENCYPART_ARC
(37,6),-1.94658 # DEPENDENCYPART_ARC
(37,7),-3.53899 # DEPENDENCYPART_ARC
(37,8),-1.89814 # DEPENDENCYPART_ARC
(37,9),-1.51822 # DEPENDENCYPART_ARC
(37,10),-2.02665 # DEPENDENCYPART_ARC
(37,11),-1.88566 # DEPENDENCYPART_ARC
(37,12),-1.54432 # DEPENDENCYPART_ARC
(37,13),-1.02861 # DEPENDENCYPART_ARC
(37,14),-1.98809 # DEPENDENCYPART_ARC
(37,15),-1.67197 # DEPENDENCYPART_ARC
(37,16),-1.71726 # DEPENDENCYPART_ARC
(37,17),-1.12213 # DEPENDENCYPART_ARC
(37,18),-0.957677 # DEPENDENCYPART_ARC
(37,19),-1.15734 # DEPENDENCYPART_ARC
(37,20),-2.23948 # DEPENDENCYPART_ARC
(37,21),-0.991473 # DEPENDENCYPART_ARC
(37,22),-1.13387 # DEPENDENCYPART_ARC
(37,23),-1.06982 # DEPENDENCYPART_ARC
(37,24),-1.02856 # DEPENDENCYPART_ARC
(37,25),-0.669374 # DEPENDENCYPART_ARC
(37,26),-0.664435 # DEPENDENCYPART_ARC
(37,27),-0.670312 # DEPENDENCYPART_ARC
(37,28),-0.853112 # DEPENDENCYPART_ARC
(37,29),-1.0609 # DEPENDENCYPART_ARC
(37,30),-0.873441 # DEPENDENCYPART_ARC
(37,31),-0.641686 # DEPENDENCYPART_ARC
(37,32),-0.645128 # DEPENDENCYPART_ARC
(37,33),-0.800353 # DEPENDENCYPART_ARC
(37,34),-0.846245 # DEPENDENCYPART_ARC
(37,35),-0.291365 # DEPENDENCYPART_ARC
(37,36),-0.126138 # DEPENDENCYPART_ARC
(37,38),2.4683 # DEPENDENCYPART_ARC
(37,39),-0.0540976 # DEPENDENCYPART_ARC
(37,40),-0.125154 # DEPENDENCYPART_ARC
(37,41),-0.119715 # DEPENDENCYPART_ARC
(37,42),-0.317983 # DEPENDENCYPART_ARC
(37,43),-0.789149 # DEPENDENCYPART_ARC
(38,1),-4.91379 # DEPENDENCYPART_ARC
(38,2),-4.71935 # DEPENDENCYPART_ARC
(38,3),-3.44415 # DEPENDENCYPART_ARC
(38,4),-2.6946 # DEPENDENCYPART_ARC
(38,5),-2.27038 # DEPENDENCYPART_ARC
(38,6),-2.83685 # DEPENDENCYPART_ARC
(38,7),-2.81654 # DEPENDENCYPART_ARC
(38,8),-4.56085 # DEPENDENCYPART_ARC
(38,9),-1.93448 # DEPENDENCYPART_ARC
(38,10),-3.86776 # DEPENDENCYPART_ARC
(38,11),-2.69508 # DEPENDENCYPART_ARC
(38,12),-2.97469 # DEPENDENCYPART_ARC
(38,13),-3.72786 # DEPENDENCYPART_ARC
(38,14),-2.86997 # DEPENDENCYPART_ARC
(38,15),-2.52868 # DEPENDENCYPART_ARC
(38,16),-2.67579 # DEPENDENCYPART_ARC
(38,17),-2.89228 # DEPENDENCYPART_ARC
(38,18),-3.28904 # DEPENDENCYPART_ARC
(38,19),-2.82724 # DEPENDENCYPART_ARC
(38,20),-2.09599 # DEPENDENCYPART_ARC
(38,21),-3.88388 # DEPENDENCYPART_ARC
(38,22),-4.12318 # DEPENDENCYPART_ARC
(38,23),-4.18356 # DEPENDENCYPART_ARC
(38,24),-1.43826 # DEPENDENCYPART_ARC
(38,25),-1.23953 # DEPENDENCYPART_ARC
(38,26),-1.17817 # DEPENDENCYPART_ARC
(38,27),-1.17185 # DEPENDENCYPART_ARC
(38,28),-1.09678 # DEPENDENCYPART_ARC
(38,29),-3.09792 # DEPENDENCYPART_ARC
(38,30),-1.20912 # DEPENDENCYPART_ARC
(38,31),-3.69783 # DEPENDENCYPART_ARC
(38,32),-3.49367 # DEPENDENCYPART_ARC
(38,33),-1.19002 # DEPENDENCYPART_ARC
(38,34),-1.09947 # DEPENDENCYPART_ARC
(38,35),-0.982529 # DEPENDENCYPART_ARC
(38,36),-0.54167 # DEPENDENCYPART_ARC
(38,37),-0.00181989 # DEPENDENCYPART_ARC
(38,39),1.90311 # DEPENDENCYPART_ARC
(38,40),0.616362 # DEPENDENCYPART_ARC
(38,41),0.231261 # DEPENDENCYPART_ARC
(38,42),-0.0956429 # DEPENDENCYPART_ARC
(38,43),-0.302469 # DEPENDENCYPART_ARC
(39,1),-2.12004 # DEPENDENCYPART_ARC
(39,2),-2.21108 # DEPENDENCYPART_ARC
(39,3),-3.69389 # DEPENDENCYPART_ARC
(39,4),-3.13376 # DEPENDENCYPART_ARC
(39,5),-1.7141 # DEPENDENCYPART_ARC
(39,6),-1.61872 # DEPENDENCYPART_ARC
(39,7),-3.43301 # DEPENDENCYPART_ARC
(39,8),-2.06001 # DEPENDENCYPART_ARC
(39,9),-1.11221 # DEPENDENCYPART_ARC
(39,10),-1.78218 # DEPENDENCYPART_ARC
(39,11),-1.96818 # DEPENDENCYPART_ARC
(39,12),-1.50334 # DEPENDENCYPART_ARC
(39,13),-0.668156 # DEPENDENCYPART_ARC
(39,14),-1.6599 # DEPENDENCYPART_ARC
(39,15),-1.34645 # DEPENDENCYPART_ARC
(39,16),-1.73094 # DEPENDENCYPART_ARC
(39,17),-1.33982 # DEPENDENCYPART_ARC
(39,18),-1.10395 # DEPENDENCYPART_ARC
(39,19),-0.649382 # DEPENDENCYPART_ARC
(39,20),-1.79316 # DEPENDENCYPART_ARC
(39,21),-0.813894 # DEPENDENCYPART_ARC
(39,22),-0.903411 # DEPENDENCYPART_ARC
(39,23),-0.584426 # DEPENDENCYPART_ARC
(39,24),-0.856896 # DEPENDENCYPART_ARC
(39,25),-0.44065 # DEPENDENCYPART_ARC
(39,26),-0.350018 # DEPENDENCYPART_ARC
(39,27),-0.310545 # DEPENDENCYPART_ARC
(39,28),-0.694631 # DEPENDENCYPART_ARC
(39,29),-0.604208 # DEPENDENCYPART_ARC
(39,30),-0.47677 # DEPENDENCYPART_ARC
(39,31),-0.239304 # DEPENDENCYPART_ARC
(39,32),-0.110245 # DEPENDENCYPART_ARC
(39,33),-0.685174 # DEPENDENCYPART_ARC
(39,34),-0.608901 # DEPENDENCYPART_ARC
(39,35),-0.3307 # DEPENDENCYPART_ARC
(39,36),-0.449168 # DEPENDENCYPART_ARC
(39,37),0.665518 # DEPENDENCYPART_ARC
(39,38),1.27839 # DEPENDENCYPART_ARC
(39,40),1.82541 # DEPENDENCYPART_ARC
(39,41),1.11323 # DEPENDENCYPART_ARC
(39,42),0.441097 # DEPENDENCYPART_ARC
(39,43),-0.046839 # DEPENDENCYPART_ARC
(40,1),-2.49674 # DEPENDENCYPART_ARC
(40,2),-3.36007 # DEPENDENCYPART_ARC
(40,3),-2.55705 # DEPENDENCYPART_ARC
(40,4),-2.33215 # DEPENDENCYPART_ARC
(40,5),-2.53513 # DEPENDENCYPART_ARC
(40,6),-2.36599 # DEPENDENCYPART_ARC
(40,7),-2.50235 # DEPENDENCYPART_ARC
(40,8),-3.08906 # DEPENDENCYPART_ARC
(40,9),-2.53899 # DEPENDENCYPART_ARC
(40,10),-2.57667 # DEPENDENCYPART_ARC
(40,11),-2.19095 # DEPENDENCYPART_ARC
(40,12),-2.17122 # DEPENDENCYPART_ARC
(40,13),-2.02702 # DEPENDENCYPART_ARC
(40,14),-2.46608 # DEPENDENCYPART_ARC
(40,15),-1.94401 # DEPENDENCYPART_ARC
(40,16),-2.15787 # DEPENDENCYPART_ARC
(40,17),-2.05687 # DEPENDENCYPART_ARC
(40,18),-1.87181 # DEPENDENCYPART_ARC
(40,19),-2.1762 # DEPENDENCYPART_ARC
(40,20),-1.3593 # DEPENDENCYPART_ARC
(40,21),-1.7262 # DEPENDENCYPART_ARC
(40,22),-1.63337 # DEPENDENCYPART_ARC
(40,23),-1.53229 # DEPENDENCYPART_ARC
(40,24),-1.58814 # DEPENDENCYPART_ARC
(40,25),-1.24405 # DEPENDENCYPART_ARC
(40,26),-1.32008 # DEPENDENCYPART_ARC
(40,27),-1.23527 # DEPENDENCYPART_ARC
(40,28),-1.48969 # DEPENDENCYPART_ARC
(40,29),-1.48666 # DEPENDENCYPART_ARC
(40,30),-1.09564 # DEPENDENCYPART_ARC
(40,31),-1.30877 # DEPENDENCYPART_ARC
(40,32),-1.16401 # DEPENDENCYPART_ARC
(40,33),-1.49528 # DEPENDENCYPART_ARC
(40,34),-1.54279 # DEPENDENCYPART_ARC
(40,35),-0.756638 # DEPENDENCYPART_ARC
(40,36),-1.40885 # DEPENDENCYPART_ARC
(40,37),-0.547271 # DEPENDENCYPART_ARC
(40,38),-0.228773 # DEPENDENCYPART_ARC
(40,39),0.422052 # DEPENDENCYPART_ARC
(40,41),0.744294 # DEPENDENCYPART_ARC
(40,42),0.0469162 # DEPENDENCYPART_ARC
(40,43),-0.155053 # DEPENDENCYPART_ARC
(41,1),-1.75888 # DEPENDENCYPART_ARC
(41,2),-1.88271 # DEPENDENCYPART_ARC
(41,3),-1.86794 # DEPENDENCYPART_ARC
(41,4),-1.86511 # DEPENDENCYPART_ARC
(41,5),-3.6843 # DEPENDENCYPART_ARC
(41,6),-1.70197 # DEPENDENCYPART_ARC
(41,7),-1.96874 # DEPENDENCYPART_ARC
(41,8),-1.74124 # DEPENDENCYPART_ARC
(41,9),-1.09553 # DEPENDENCYPART_ARC
(41,10),-1.65016 # DEPENDENCYPART_ARC
(41,11),-2.37117 # DEPENDENCYPART_ARC
(41,12),-2.02667 # DEPENDENCYPART_ARC
(41,13),-1.06941 # DEPENDENCYPART_ARC
(41,14),-1.41742 # DEPENDENCYPART_ARC
(41,15),-1.10326 # DEPENDENCYPART_ARC
(41,16),-2.09331 # DEPENDENCYPART_ARC
(41,17),-1.15888 # DEPENDENCYPART_ARC
(41,18),-0.934335 # DEPENDENCYPART_ARC
(41,19),-1.06707 # DEPENDENCYPART_ARC
(41,20),-1.14388 # DEPENDENCYPART_ARC
(41,21),-0.709519 # DEPENDENCYPART_ARC
(41,22),-0.744843 # DEPENDENCYPART_ARC
(41,23),-0.740735 # DEPENDENCYPART_ARC
(41,24),-0.70828 # DEPENDENCYPART_ARC
(41,25),0.270343 # DEPENDENCYPART_ARC
(41,26),0.0958898 # DEPENDENCYPART_ARC
(41,27),-0.00389345 # DEPENDENCYPART_ARC
(41,28),-0.738709 # DEPENDENCYPART_ARC
(41,29),-0.399676 # DEPENDENCYPART_ARC
(41,30),-0.593239 # DEPENDENCYPART_ARC
(41,31),-0.38463 # DEPENDENCYPART_ARC
(41,32),-0.430735 # DEPENDENCYPART_ARC
(41,33),-0.246669 # DEPENDENCYPART_ARC
(41,34),-0.334314 # DEPENDENCYPART_ARC
(41,35),-0.480666 # DEPENDENCYPART_ARC
(41,36),0.179491 # DEPENDENCYPART_ARC
(41,37),-0.0706284 # DEPENDENCYPART_ARC
(41,38),0.203545 # DEPENDENCYPART_ARC
(41,39),0.450778 # DEPENDENCYPART_ARC
(41,40),1.59069 # DEPENDENCYPART_ARC
(41,42),1.4755 # DEPENDENCYPART_ARC
(41,43),0.849635 # DEPENDENCYPART_ARC
(42,1),-2.35641 # DEPENDENCYPART_ARC
(42,2),-2.90403 # DEPENDENCYPART_ARC
(42,3),-2.24078 # DEPENDENCYPART_ARC
(42,4),-1.89317 # DEPENDENCYPART_ARC
(42,5),-1.9978 # DEPENDENCYPART_ARC
(42,6),-1.88241 # DEPENDENCYPART_ARC
(42,7),-2.12517 # DEPENDENCYPART_ARC
(42,8),-2.65516 # DEPENDENCYPART_ARC
(42,9),-2.13017 # DEPENDENCYPART_ARC
(42,10),-2.45367 # DEPENDENCYPART_ARC
(42,11),-1.97077 # DEPENDENCYPART_ARC
(42,12),-1.71578 # DEPENDENCYPART_ARC
(42,13),-1.52707 # DEPENDENCYPART_ARC
(42,14),-2.10101 # DEPENDENCYPART_ARC
(42,15),-1.57355 # DEPENDENCYPART_ARC
(42,16),-1.49194 # DEPENDENCYPART_ARC
(42,17),-1.46772 # DEPENDENCYPART_ARC
(42,18),-1.45309 # DEPENDENCYPART_ARC
(42,19),-1.77581 # DEPENDENCYPART_ARC
(42,20),-1.29343 # DEPENDENCYPART_ARC
(42,21),-1.57604 # DEPENDENCYPART_ARC
(42,22),-1.14262 # DEPENDENCYPART_ARC
(42,23),-1.03308 # DEPENDENCYPART_ARC
(42,24),-1.19685 # DEPENDENCYPART_ARC
(42,25),-0.818321 # DEPENDENCYPART_ARC
(42,26),-0.690704 # DEPENDENCYPART_ARC
(42,27),-0.772415 # DEPENDENCYPART_ARC
(42,28),-1.13927 # DEPENDENCYPART_ARC
(42,29),-1.0902 # DEPENDENCYPART_ARC
(42,30),-0.681665 # DEPENDENCYPART_ARC
(42,31),-0.891014 # DEPENDENCYPART_ARC
(42,32),-0.698939 # DEPENDENCYPART_ARC
(42,33),-1.18333 # DEPENDENCYPART_ARC
(42,34),-1.16376 # DEPENDENCYPART_ARC
(42,35),-0.445946 # DEPENDENCYPART_ARC
(42,36),-1.2797 # DEPENDENCYPART_ARC
(42,37),-0.293883 # DEPENDENCYPART_ARC
(42,38),-0.190855 # DEPENDENCYPART_ARC
(42,39),0.0413758 # DEPENDENCYPART_ARC
(42,40),-0.14649 # DEPENDENCYPART_ARC
(42,41),0.141892 # DEPENDENCYPART_ARC
(42,43),0.750472 # DEPENDENCYPART_ARC
(43,1),-5.33071 # DEPENDENCYPART_ARC
(43,2),-5.65515 # DEPENDENCYPART_ARC
(43,3),-3.98154 # DEPENDENCYPART_ARC
(43,4),-4.05639 # DEPENDENCYPART_ARC
(43,5),-3.36347 # DEPENDENCYPART_ARC
(43,6),-3.57815 # DEPENDENCYPART_ARC
(43,7),-4.10084 # DEPENDENCYPART_ARC
(43,8),-4.76257 # DEPENDENCYPART_ARC
(43,9),-4.55263 # DEPENDENCYPART_ARC
(43,10),-4.83034 # DEPENDENCYPART_ARC
(43,11),-3.51883 # DEPENDENCYPART_ARC
(43,12),-4.20865 # DEPENDENCYPART_ARC
(43,13),-2.55183 # DEPENDENCYPART_ARC
(43,14),-4.21424 # DEPENDENCYPART_ARC
(43,15),-3.07641 # DEPENDENCYPART_ARC
(43,16),-3.01075 # DEPENDENCYPART_ARC
(43,17),-3.62674 # DEPENDENCYPART_ARC
(43,18),-3.34204 # DEPENDENCYPART_ARC
(43,19),-3.91702 # DEPENDENCYPART_ARC
(43,20),-3.05851 # DEPENDENCYPART_ARC
(43,21),-3.3073 # DEPENDENCYPART_ARC
(43,22),-3.35145 # DEPENDENCYPART_ARC
(43,23),-2.99372 # DEPENDENCYPART_ARC
(43,24),-2.20197 # DEPENDENCYPART_ARC
(43,25),-2.18415 # DEPENDENCYPART_ARC
(43,26),-2.23652 # DEPENDENCYPART_ARC
(43,27),-2.11086 # DEPENDENCYPART_ARC
(43,28),-2.33132 # DEPENDENCYPART_ARC
(43,29),-2.60879 # DEPENDENCYPART_ARC
(43,30),-2.34754 # DEPENDENCYPART_ARC
(43,31),-2.42159 # DEPENDENCYPART_ARC
(43,32),-2.40533 # DEPENDENCYPART_ARC
(43,33),-2.2608 # DEPENDENCYPART_ARC
(43,34),-2.34657 # DEPENDENCYPART_ARC
(43,35),-2.21782 # DEPENDENCYPART_ARC
(43,36),-2.20937 # DEPENDENCYPART_ARC
(43,37),-2.01578 # DEPENDENCYPART_ARC
(43,38),-1.67841 # DEPENDENCYPART_ARC
(43,39),-1.72677 # DEPENDENCYPART_ARC
(43,40),-1.24241 # DEPENDENCYPART_ARC
(43,41),-1.46986 # DEPENDENCYPART_ARC
(43,42),-0.599756 # DEPENDENCYPART_ARC
