# _root_ خَصَّصَت الحُكُومَةُ المِصْرِيَّةُ 5,2 بِلْيُونِ جُنَيْهٍ ( 585 مِلْيُونَ دُولارٍ ) لِ إِصْلاحِ شَرِكَةِ الحَدِيدِ وَ الصُلْبِ وَ 5,1 بِلْيُونٍ ( 153 مِلْيُونَ دُولارٍ ) لِ إِصْلاحِ قِطاعِ الغَزْلِ وَ النَسِيجِ فِي الوَقْتِ الَّذِي سَ تَمْتَنِعُ عَن بَيْعِ 115 شَرِكَةً تابِعَةً سابِقاً لِ وِزارَةِ الاِقْتِصادِ قَبْلَ إِلْغائِ ها .
#goldHeads=18,1,2,7,4,5,1,7,8,9,7,1,12,13,16,14,16,32,21,19,18,21,22,23,21,18,26,27,30,28,30,0,32,32,36,32,36,37,38,39,40,41,41,43,44,41,46,47,0,
#predictedHeads=0,1,2,7,4,5,1,7,8,9,7,1,12,13,16,14,16,14,21,19,18,21,22,23,21,1,26,27,30,28,30,31,32,33,36,33,36,37,38,39,40,41,42,43,44,36,46,47,0,
(30,42),-1.66292 # DEPENDENCYPART_ARC
(30,43),-0.816181 # DEPENDENCYPART_ARC
(30,44),-1.78107 # DEPENDENCYPART_ARC
(30,45),-1.74904 # DEPENDENCYPART_ARC
(30,46),-1.23869 # DEPENDENCYPART_ARC
(30,47),-2.36532 # DEPENDENCYPART_ARC
(30,48),-1.86598 # DEPENDENCYPART_ARC
(30,49),-1.28348 # DEPENDENCYPART_ARC
(31,1),-3.13634 # DEPENDENCYPART_ARC
(31,2),-3.31449 # DEPENDENCYPART_ARC
(31,3),-1.83885 # DEPENDENCYPART_ARC
(31,4),-1.61435 # DEPENDENCYPART_ARC
(31,5),-3.74478 # DEPENDENCYPART_ARC
(31,6),-3.26789 # DEPENDENCYPART_ARC
(31,7),-2.27397 # DEPENDENCYPART_ARC
(31,8),-1.61508 # DEPENDENCYPART_ARC
(31,9),-3.32204 # DEPENDENCYPART_ARC
(31,10),-3.16405 # DEPENDENCYPART_ARC
(31,11),-1.88682 # DEPENDENCYPART_ARC
(31,12),-2.31886 # DEPENDENCYPART_ARC
(31,13),-3.17558 # DEPENDENCYPART_ARC
(31,14),-3.09888 # DEPENDENCYPART_ARC
(31,15),-2.54631 # DEPENDENCYPART_ARC
(31,16),-1.74946 # DEPENDENCYPART_ARC
(31,17),-2.46212 # DEPENDENCYPART_ARC
(31,18),-1.5237 # DEPENDENCYPART_ARC
(31,19),-1.2035 # DEPENDENCYPART_ARC
(31,20),-2.36492 # DEPENDENCYPART_ARC
(31,21),-1.19361 # DEPENDENCYPART_ARC
(31,22),-1.08325 # DEPENDENCYPART_ARC
(31,23),-2.23242 # DEPENDENCYPART_ARC
(31,24),-1.99584 # DEPENDENCYPART_ARC
(31,25),-1.11241 # DEPENDENCYPART_ARC
(31,26),-1.154 # DEPENDENCYPART_ARC
(31,27),-2.07758 # DEPENDENCYPART_ARC
(31,28),-1.93262 # DEPENDENCYPART_ARC
(31,29),-1.35471 # DEPENDENCYPART_ARC
(31,30),-0.30378 # DEPENDENCYPART_ARC
(31,32),0.827874 # DEPENDENCYPART_ARC
(31,33),-0.436574 # DEPENDENCYPART_ARC
(31,34),0.0878847 # DEPENDENCYPART_ARC
(31,35),-1.05278 # DEPENDENCYPART_ARC
(31,36),-1.62169 # DEPENDENCYPART_ARC
(31,37),-1.11657 # DEPENDENCYPART_ARC
(31,38),-1.97631 # DEPENDENCYPART_ARC
(31,39),-1.45756 # DEPENDENCYPART_ARC
(31,40),-3.60885 # DEPENDENCYPART_ARC
(31,41),-4.71866 # DEPENDENCYPART_ARC
(31,42),-4.92807 # DEPENDENCYPART_ARC
(31,43),-1.16083 # DEPENDENCYPART_ARC
(31,44),-3.02485 # DEPENDENCYPART_ARC
(31,45),-2.07941 # DEPENDENCYPART_ARC
(31,46),-1.1231 # DEPENDENCYPART_ARC
(31,47),-3.14201 # DEPENDENCYPART_ARC
(31,48),-5.1174 # DEPENDENCYPART_ARC
(31,49),-2.59566 # DEPENDENCYPART_ARC
(32,1),-2.31431 # DEPENDENCYPART_ARC
(32,2),-2.40231 # DEPENDENCYPART_ARC
(32,3),-1.7678 # DEPENDENCYPART_ARC
(32,4),-1.60792 # DEPENDENCYPART_ARC
(32,5),-2.56273 # DEPENDENCYPART_ARC
(32,6),-2.26987 # DEPENDENCYPART_ARC
(32,7),-1.11912 # DEPENDENCYPART_ARC
(32,8),-1.62837 # DEPENDENCYPART_ARC
(32,9),-2.35871 # DEPENDENCYPART_ARC
(32,10),-2.13488 # DEPENDENCYPART_ARC
(32,11),-1.95653 # DEPENDENCYPART_ARC
(32,12),-4.45202 # DEPENDENCYPART_ARC
(32,13),-1.58991 # DEPENDENCYPART_ARC
(32,14),-1.74137 # DEPENDENCYPART_ARC
(32,15),-1.56126 # DEPENDENCYPART_ARC
(32,16),-1.36077 # DEPENDENCYPART_ARC
(32,17),-1.47275 # DEPENDENCYPART_ARC
(32,18),-1.39849 # DEPENDENCYPART_ARC
(32,19),-1.18244 # DEPENDENCYPART_ARC
(32,20),-1.28526 # DEPENDENCYPART_ARC
(32,21),-0.616434 # DEPENDENCYPART_ARC
(32,22),-1.01962 # DEPENDENCYPART_ARC
(32,23),-1.33519 # DEPENDENCYPART_ARC
(32,24),-1.10686 # DEPENDENCYPART_ARC
(32,25),-0.976706 # DEPENDENCYPART_ARC
(32,26),-1.96267 # DEPENDENCYPART_ARC
(32,27),-0.817842 # DEPENDENCYPART_ARC
(32,28),-0.808787 # DEPENDENCYPART_ARC
(32,29),-0.590587 # DEPENDENCYPART_ARC
(32,30),-0.195249 # DEPENDENCYPART_ARC
(32,31),0.184967 # DEPENDENCYPART_ARC
(32,33),2.39238 # DEPENDENCYPART_ARC
(32,34),0.557937 # DEPENDENCYPART_ARC
(32,35),-0.127969 # DEPENDENCYPART_ARC
(32,36),-0.700553 # DEPENDENCYPART_ARC
(32,37),-1.01198 # DEPENDENCYPART_ARC
(32,38),-0.136407 # DEPENDENCYPART_ARC
(32,39),-1.29029 # DEPENDENCYPART_ARC
(32,40),-1.12395 # DEPENDENCYPART_ARC
(32,41),-1.37456 # DEPENDENCYPART_ARC
(32,42),-1.45739 # DEPENDENCYPART_ARC
(32,43),-1.33536 # DEPENDENCYPART_ARC
(32,44),-0.91682 # DEPENDENCYPART_ARC
(32,45),-1.81931 # DEPENDENCYPART_ARC
(32,46),-1.31999 # DEPENDENCYPART_ARC
(32,47),-1.46858 # DEPENDENCYPART_ARC
(32,48),-0.848189 # DEPENDENCYPART_ARC
(32,49),-2.60077 # DEPENDENCYPART_ARC
(33,1),-3.73676 # DEPENDENCYPART_ARC
(33,2),-3.99426 # DEPENDENCYPART_ARC
(33,3),-2.09663 # DEPENDENCYPART_ARC
(33,4),-1.8193 # DEPENDENCYPART_ARC
(33,5),-4.15737 # DEPENDENCYPART_ARC
(33,6),-3.71999 # DEPENDENCYPART_ARC
(33,7),-2.572 # DEPENDENCYPART_ARC
(33,8),-1.76532 # DEPENDENCYPART_ARC
(33,9),-3.72349 # DEPENDENCYPART_ARC
(33,10),-3.56387 # DEPENDENCYPART_ARC
(33,11),-2.66622 # DEPENDENCYPART_ARC
(33,12),-2.9745 # DEPENDENCYPART_ARC
(33,13),-3.43027 # DEPENDENCYPART_ARC
(33,14),-3.40654 # DEPENDENCYPART_ARC
(33,15),-3.02379 # DEPENDENCYPART_ARC
(33,16),-2.21349 # DEPENDENCYPART_ARC
(33,17),-2.68719 # DEPENDENCYPART_ARC
(33,18),-2.01665 # DEPENDENCYPART_ARC
(33,19),-1.63685 # DEPENDENCYPART_ARC
(33,20),-2.79675 # DEPENDENCYPART_ARC
(33,21),-1.69731 # DEPENDENCYPART_ARC
(33,22),-1.44845 # DEPENDENCYPART_ARC
(33,23),-2.56033 # DEPENDENCYPART_ARC
(33,24),-2.47874 # DEPENDENCYPART_ARC
(33,25),-1.58876 # DEPENDENCYPART_ARC
(33,26),-1.49313 # DEPENDENCYPART_ARC
(33,27),-2.66266 # DEPENDENCYPART_ARC
(33,28),-2.43888 # DEPENDENCYPART_ARC
(33,29),-1.92579 # DEPENDENCYPART_ARC
(33,30),-1.16364 # DEPENDENCYPART_ARC
(33,31),-1.42961 # DEPENDENCYPART_ARC
(33,32),-0.218277 # DEPENDENCYPART_ARC
(33,34),2.63615 # DEPENDENCYPART_ARC
(33,35),0.40827 # DEPENDENCYPART_ARC
(33,36),0.718529 # DEPENDENCYPART_ARC
(33,37),0.0559351 # DEPENDENCYPART_ARC
(33,38),-1.25357 # DEPENDENCYPART_ARC
(33,39),-0.460449 # DEPENDENCYPART_ARC
(33,40),-2.66928 # DEPENDENCYPART_ARC
(33,41),-3.03034 # DEPENDENCYPART_ARC
(33,42),-3.02624 # DEPENDENCYPART_ARC
(33,43),0.206725 # DEPENDENCYPART_ARC
(33,44),-2.01997 # DEPENDENCYPART_ARC
(33,45),-1.16299 # DEPENDENCYPART_ARC
(33,46),-0.356682 # DEPENDENCYPART_ARC
(33,47),-2.27562 # DEPENDENCYPART_ARC
(33,48),-3.00944 # DEPENDENCYPART_ARC
(33,49),-1.80203 # DEPENDENCYPART_ARC
(34,1),-2.09664 # DEPENDENCYPART_ARC
(34,2),-2.39567 # DEPENDENCYPART_ARC
(34,3),-1.52287 # DEPENDENCYPART_ARC
(34,4),-1.32284 # DEPENDENCYPART_ARC
(34,5),-1.83653 # DEPENDENCYPART_ARC
(34,6),-1.92835 # DEPENDENCYPART_ARC
(34,7),-1.10213 # DEPENDENCYPART_ARC
(34,8),-1.22461 # DEPENDENCYPART_ARC
(34,9),-1.63091 # DEPENDENCYPART_ARC
(34,10),-1.83357 # DEPENDENCYPART_ARC
(34,11),-1.15487 # DEPENDENCYPART_ARC
(34,12),-1.69806 # DEPENDENCYPART_ARC
(34,13),-1.51629 # DEPENDENCYPART_ARC
(34,14),-1.1719 # DEPENDENCYPART_ARC
(34,15),-1.21969 # DEPENDENCYPART_ARC
(34,16),-1.21844 # DEPENDENCYPART_ARC
(34,17),-1.08297 # DEPENDENCYPART_ARC
(34,18),-0.964215 # DEPENDENCYPART_ARC
(34,19),-0.882065 # DEPENDENCYPART_ARC
(34,20),-1.12523 # DEPENDENCYPART_ARC
(34,21),-0.794835 # DEPENDENCYPART_ARC
(34,22),-0.766209 # DEPENDENCYPART_ARC
(34,23),-0.787758 # DEPENDENCYPART_ARC
(34,24),-0.836906 # DEPENDENCYPART_ARC
(34,25),-0.769973 # DEPENDENCYPART_ARC
(34,26),-0.901515 # DEPENDENCYPART_ARC
(34,27),-0.519067 # DEPENDENCYPART_ARC
(34,28),-0.544777 # DEPENDENCYPART_ARC
(34,29),-0.567709 # DEPENDENCYPART_ARC
(34,30),-0.442846 # DEPENDENCYPART_ARC
(34,31),-0.213139 # DEPENDENCYPART_ARC
(34,32),-0.255855 # DEPENDENCYPART_ARC
(34,33),0.220345 # DEPENDENCYPART_ARC
(34,35),-0.276616 # DEPENDENCYPART_ARC
(34,36),-0.224835 # DEPENDENCYPART_ARC
(34,37),-0.596827 # DEPENDENCYPART_ARC
(34,38),-1.28596 # DEPENDENCYPART_ARC
(34,39),-1.18946 # DEPENDENCYPART_ARC
(34,40),-1.39614 # DEPENDENCYPART_ARC
(34,41),-1.39884 # DEPENDENCYPART_ARC
(34,42),-1.42569 # DEPENDENCYPART_ARC
(34,43),-0.888829 # DEPENDENCYPART_ARC
(34,44),-1.46831 # DEPENDENCYPART_ARC
(34,45),-1.51205 # DEPENDENCYPART_ARC
(34,46),-1.28443 # DEPENDENCYPART_ARC
(34,47),-1.44907 # DEPENDENCYPART_ARC
(34,48),-1.2275 # DEPENDENCYPART_ARC
(34,49),-1.51024 # DEPENDENCYPART_ARC
(35,1),-3.06777 # DEPENDENCYPART_ARC
(35,2),-3.35706 # DEPENDENCYPART_ARC
(35,3),-2.61832 # DEPENDENCYPART_ARC
(35,4),-2.07833 # DEPENDENCYPART_ARC
(35,5),-2.94483 # DEPENDENCYPART_ARC
(35,6),-2.89063 # DEPENDENCYPART_ARC
(35,7),-2.32882 # DEPENDENCYPART_ARC
(35,8),-1.88095 # DEPENDENCYPART_ARC
(35,9),-2.77923 # DEPENDENCYPART_ARC
(35,10),-2.74073 # DEPENDENCYPART_ARC
(35,11),-2.4054 # DEPENDENCYPART_ARC
(35,12),-2.15545 # DEPENDENCYPART_ARC
(35,13),-2.74373 # DEPENDENCYPART_ARC
(35,14),-2.67799 # DEPENDENCYPART_ARC
(35,15),-2.31941 # DEPENDENCYPART_ARC
(35,16),-2.38231 # DEPENDENCYPART_ARC
(35,17),-2.30649 # DEPENDENCYPART_ARC
(35,18),-2.31348 # DEPENDENCYPART_ARC
(35,19),-1.46975 # DEPENDENCYPART_ARC
(35,20),-2.1818 # DEPENDENCYPART_ARC
(35,21),-1.95444 # DEPENDENCYPART_ARC
(35,22),-1.55692 # DEPENDENCYPART_ARC
(35,23),-1.99914 # DEPENDENCYPART_ARC
(35,24),-1.995 # DEPENDENCYPART_ARC
(35,25),-1.74387 # DEPENDENCYPART_ARC
(35,26),-1.7467 # DEPENDENCYPART_ARC
(35,27),-1.92085 # DEPENDENCYPART_ARC
(35,28),-1.77654 # DEPENDENCYPART_ARC
(35,29),-1.78405 # DEPENDENCYPART_ARC
(35,30),-1.76613 # DEPENDENCYPART_ARC
(35,31),-1.57375 # DEPENDENCYPART_ARC
(35,32),-1.4652 # DEPENDENCYPART_ARC
(35,33),-1.33379 # DEPENDENCYPART_ARC
(35,34),-1.11442 # DEPENDENCYPART_ARC
(35,36),0.588226 # DEPENDENCYPART_ARC
(35,37),0.0936669 # DEPENDENCYPART_ARC
(35,38),-0.479981 # DEPENDENCYPART_ARC
(35,39),-0.63152 # DEPENDENCYPART_ARC
(35,40),-0.714282 # DEPENDENCYPART_ARC
(35,41),-0.992438 # DEPENDENCYPART_ARC
(35,42),-1.07351 # DEPENDENCYPART_ARC
(35,43),-0.614884 # DEPENDENCYPART_ARC
(35,44),-1.13034 # DEPENDENCYPART_ARC
(35,45),-1.25257 # DEPENDENCYPART_ARC
(35,46),-0.903631 # DEPENDENCYPART_ARC
(35,47),-1.44261 # DEPENDENCYPART_ARC
(35,48),-1.07853 # DEPENDENCYPART_ARC
(35,49),-1.18697 # DEPENDENCYPART_ARC
(36,1),-3.42125 # DEPENDENCYPART_ARC
(36,2),-3.80676 # DEPENDENCYPART_ARC
(36,3),-2.86917 # DEPENDENCYPART_ARC
(36,4),-1.16469 # DEPENDENCYPART_ARC
(36,5),-6.26212 # DEPENDENCYPART_ARC
(36,6),-6.66587 # DEPENDENCYPART_ARC
(36,7),-1.1943 # DEPENDENCYPART_ARC
(36,8),-0.747819 # DEPENDENCYPART_ARC
(36,9),-3.74267 # DEPENDENCYPART_ARC
(36,10),-6.33846 # DEPENDENCYPART_ARC
(36,11),-1.25246 # DEPENDENCYPART_ARC
(36,12),-1.44775 # DEPENDENCYPART_ARC
(36,13),-5.31255 # DEPENDENCYPART_ARC
(36,14),-5.96211 # DEPENDENCYPART_ARC
(36,15),-5.5437 # DEPENDENCYPART_ARC
(36,16),-0.875228 # DEPENDENCYPART_ARC
(36,17),-3.49934 # DEPENDENCYPART_ARC
(36,18),-0.843759 # DEPENDENCYPART_ARC
(36,19),0.00996284 # DEPENDENCYPART_ARC
(36,20),-4.34424 # DEPENDENCYPART_ARC
(36,21),-0.484207 # DEPENDENCYPART_ARC
(36,22),-0.172736 # DEPENDENCYPART_ARC
(36,23),-1.58635 # DEPENDENCYPART_ARC
(36,24),-4.21961 # DEPENDENCYPART_ARC
(36,25),-0.480298 # DEPENDENCYPART_ARC
(36,26),0.136074 # DEPENDENCYPART_ARC
(36,27),-3.20815 # DEPENDENCYPART_ARC
(36,28),-3.28166 # DEPENDENCYPART_ARC
(36,29),-3.35624 # DEPENDENCYPART_ARC
(36,30),0.278657 # DEPENDENCYPART_ARC
(36,31),-1.32268 # DEPENDENCYPART_ARC
(36,32),0.657063 # DEPENDENCYPART_ARC
(36,33),-1.93842 # DEPENDENCYPART_ARC
(36,34),0.659887 # DEPENDENCYPART_ARC
(36,35),2.79052 # DEPENDENCYPART_ARC
(36,37),2.39494 # DEPENDENCYPART_ARC
(36,38),-1.05466 # DEPENDENCYPART_ARC
(36,39),0.4009 # DEPENDENCYPART_ARC
(36,40),0.64917 # DEPENDENCYPART_ARC
(36,41),-0.408641 # DEPENDENCYPART_ARC
(36,42),0.439577 # DEPENDENCYPART_ARC
(36,43),0.779381 # DEPENDENCYPART_ARC
(36,44),-2.53325 # DEPENDENCYPART_ARC
(36,45),-1.66576 # DEPENDENCYPART_ARC
(36,46),1.41383 # DEPENDENCYPART_ARC
(36,47),-3.13331 # DEPENDENCYPART_ARC
(36,48),-2.17764 # DEPENDENCYPART_ARC
(36,49),0.0875737 # DEPENDENCYPART_ARC
(37,1),-2.71705 # DEPENDENCYPART_ARC
(37,2),-2.9847 # DEPENDENCYPART_ARC
(37,3),-2.42199 # DEPENDENCYPART_ARC
(37,4),-2.20505 # DEPENDENCYPART_ARC
(37,5),-2.96901 # DEPENDENCYPART_ARC
(37,6),-2.71363 # DEPENDENCYPART_ARC
(37,7),-1.94036 # DEPENDENCYPART_ARC
(37,8),-1.83855 # DEPENDENCYPART_ARC
(37,9),-2.40878 # DEPENDENCYPART_ARC
(37,10),-2.26224 # DEPENDENCYPART_ARC
(37,11),-2.60356 # DEPENDENCYPART_ARC
(37,12),-4.20483 # DEPENDENCYPART_ARC
(37,13),-2.12219 # DEPENDENCYPART_ARC
(37,14),-2.13341 # DEPENDENCYPART_ARC
(37,15),-2.00772 # DEPENDENCYPART_ARC
(37,16),-2.19203 # DEPENDENCYPART_ARC
(37,17),-1.57113 # DEPENDENCYPART_ARC
(37,18),-1.78943 # DEPENDENCYPART_ARC
(37,19),-1.5675 # DEPENDENCYPART_ARC
(37,20),-1.59482 # DEPENDENCYPART_ARC
(37,21),-1.39687 # DEPENDENCYPART_ARC
(37,22),-1.49933 # DEPENDENCYPART_ARC
(37,23),-1.55782 # DEPENDENCYPART_ARC
(37,24),-1.32245 # DEPENDENCYPART_ARC
(37,25),-1.81806 # DEPENDENCYPART_ARC
(37,26),-2.27924 # DEPENDENCYPART_ARC
(37,27),-1.08452 # DEPENDENCYPART_ARC
(37,28),-1.17376 # DEPENDENCYPART_ARC
(37,29),-1.04358 # DEPENDENCYPART_ARC
(37,30),-0.896545 # DEPENDENCYPART_ARC
(37,31),-0.773399 # DEPENDENCYPART_ARC
(37,32),-1.35694 # DEPENDENCYPART_ARC
(37,33),-0.550036 # DEPENDENCYPART_ARC
(37,34),-0.84753 # DEPENDENCYPART_ARC
(37,35),-0.488468 # DEPENDENCYPART_ARC
(37,36),0.0418438 # DEPENDENCYPART_ARC
(37,38),1.68059 # DEPENDENCYPART_ARC
(37,39),0.190477 # DEPENDENCYPART_ARC
(37,40),-0.743464 # DEPENDENCYPART_ARC
(37,41),-0.735464 # DEPENDENCYPART_ARC
(37,42),-0.846633 # DEPENDENCYPART_ARC
(37,43),-0.56957 # DEPENDENCYPART_ARC
(37,44),-0.520307 # DEPENDENCYPART_ARC
(37,45),-1.29335 # DEPENDENCYPART_ARC
(37,46),-0.702953 # DEPENDENCYPART_ARC
(37,47),-0.754152 # DEPENDENCYPART_ARC
(37,48),-0.566138 # DEPENDENCYPART_ARC
(37,49),-1.4865 # DEPENDENCYPART_ARC
(38,1),-4.1786 # DEPENDENCYPART_ARC
(38,2),-4.29465 # DEPENDENCYPART_ARC
(38,3),-3.06589 # DEPENDENCYPART_ARC
(38,4),-2.01904 # DEPENDENCYPART_ARC
(38,5),-4.32716 # DEPENDENCYPART_ARC
(38,6),-4.03641 # DEPENDENCYPART_ARC
(38,7),-2.88852 # DEPENDENCYPART_ARC
(38,8),-1.67804 # DEPENDENCYPART_ARC
(38,9),-3.22078 # DEPENDENCYPART_ARC
(38,10),-3.49755 # DEPENDENCYPART_ARC
(38,11),-2.65525 # DEPENDENCYPART_ARC
(38,12),-3.03822 # DEPENDENCYPART_ARC
(38,13),-3.55069 # DEPENDENCYPART_ARC
(38,14),-3.7905 # DEPENDENCYPART_ARC
(38,15),-3.43461 # DEPENDENCYPART_ARC
(38,16),-2.5876 # DEPENDENCYPART_ARC
(38,17),-3.14547 # DEPENDENCYPART_ARC
(38,18),-2.05933 # DEPENDENCYPART_ARC
(38,19),-1.38808 # DEPENDENCYPART_ARC
(38,20),-2.78612 # DEPENDENCYPART_ARC
(38,21),-1.83192 # DEPENDENCYPART_ARC
(38,22),-1.27626 # DEPENDENCYPART_ARC
(38,23),-2.34459 # DEPENDENCYPART_ARC
(38,24),-2.64257 # DEPENDENCYPART_ARC
(38,25),-1.77425 # DEPENDENCYPART_ARC
(38,26),-1.71844 # DEPENDENCYPART_ARC
(38,27),-2.62853 # DEPENDENCYPART_ARC
(38,28),-2.46699 # DEPENDENCYPART_ARC
(38,29),-2.34947 # DEPENDENCYPART_ARC
(38,30),-1.30456 # DEPENDENCYPART_ARC
(38,31),-1.90792 # DEPENDENCYPART_ARC
(38,32),-0.991477 # DEPENDENCYPART_ARC
(38,33),-1.93128 # DEPENDENCYPART_ARC
(38,34),-1.30925 # DEPENDENCYPART_ARC
(38,35),-0.739944 # DEPENDENCYPART_ARC
(38,36),-1.11413 # DEPENDENCYPART_ARC
(38,37),0.296399 # DEPENDENCYPART_ARC
(38,39),2.13715 # DEPENDENCYPART_ARC
(38,40),1.22472 # DEPENDENCYPART_ARC
(38,41),-0.124444 # DEPENDENCYPART_ARC
(38,42),0.541485 # DEPENDENCYPART_ARC
(38,43),1.26244 # DEPENDENCYPART_ARC
(38,44),0.139602 # DEPENDENCYPART_ARC
(38,45),0.566492 # DEPENDENCYPART_ARC
(38,46),0.848294 # DEPENDENCYPART_ARC
(38,47),-0.861779 # DEPENDENCYPART_ARC
(38,48),-0.531447 # DEPENDENCYPART_ARC
(38,49),-0.937597 # DEPENDENCYPART_ARC
(39,1),-2.02411 # DEPENDENCYPART_ARC
(39,2),-3.10244 # DEPENDENCYPART_ARC
(39,3),-1.89619 # DEPENDENCYPART_ARC
(39,4),-2.41485 # DEPENDENCYPART_ARC
(39,5),-3.11541 # DEPENDENCYPART_ARC
(39,6),-2.92894 # DEPENDENCYPART_ARC
(39,7),-1.90392 # DEPENDENCYPART_ARC
(39,8),-2.23281 # DEPENDENCYPART_ARC
(39,9),-2.58587 # DEPENDENCYPART_ARC
(39,10),-2.42395 # DEPENDENCYPART_ARC
(39,11),-1.83072 # DEPENDENCYPART_ARC
(39,12),-1.74857 # DEPENDENCYPART_ARC
(39,13),-2.28418 # DEPENDENCYPART_ARC
(39,14),-2.16696 # DEPENDENCYPART_ARC
(39,15),-2.24529 # DEPENDENCYPART_ARC
(39,16),-1.7514 # DEPENDENCYPART_ARC
(39,17),-2.03001 # DEPENDENCYPART_ARC
(39,18),-1.67564 # DEPENDENCYPART_ARC
(39,19),-1.49661 # DEPENDENCYPART_ARC
(39,20),-1.60065 # DEPENDENCYPART_ARC
(39,21),-1.1626 # DEPENDENCYPART_ARC
(39,22),-1.54147 # DEPENDENCYPART_ARC
(39,23),-1.45767 # DEPENDENCYPART_ARC
(39,24),-1.42104 # DEPENDENCYPART_ARC
(39,25),-1.47016 # DEPENDENCYPART_ARC
(39,26),-0.961607 # DEPENDENCYPART_ARC
(39,27),-1.20654 # DEPENDENCYPART_ARC
(39,28),-1.12367 # DEPENDENCYPART_ARC
(39,29),-1.01641 # DEPENDENCYPART_ARC
(39,30),-1.06968 # DEPENDENCYPART_ARC
(39,31),-0.878214 # DEPENDENCYPART_ARC
(39,32),-0.552174 # DEPENDENCYPART_ARC
(39,33),-0.388537 # DEPENDENCYPART_ARC
(39,34),-0.981146 # DEPENDENCYPART_ARC
(39,35),-0.539112 # DEPENDENCYPART_ARC
(39,36),-0.642076 # DEPENDENCYPART_ARC
(39,37),0.339015 # DEPENDENCYPART_ARC
(39,38),0.913074 # DEPENDENCYPART_ARC
(39,40),2.76398 # DEPENDENCYPART_ARC
(39,41),1.00069 # DEPENDENCYPART_ARC
(39,42),0.497671 # DEPENDENCYPART_ARC
(39,43),-0.0229687 # DEPENDENCYPART_ARC
(39,44),0.288678 # DEPENDENCYPART_ARC
(39,45),-0.155482 # DEPENDENCYPART_ARC
(39,46),-0.091614 # DEPENDENCYPART_ARC
(39,47),-0.331017 # DEPENDENCYPART_ARC
(39,48),-0.0272583 # DEPENDENCYPART_ARC
(39,49),-0.290182 # DEPENDENCYPART_ARC
(40,1),-4.78046 # DEPENDENCYPART_ARC
(40,2),-4.08992 # DEPENDENCYPART_ARC
(40,3),-3.36048 # DEPENDENCYPART_ARC
(40,4),-2.25181 # DEPENDENCYPART_ARC
(40,5),-4.80238 # DEPENDENCYPART_ARC
(40,6),-4.81439 # DEPENDENCYPART_ARC
(40,7),-3.19952 # DEPENDENCYPART_ARC
(40,8),-2.25637 # DEPENDENCYPART_ARC
(40,9),-4.0058 # DEPENDENCYPART_ARC
(40,10),-4.26693 # DEPENDENCYPART_ARC
(40,11),-2.85179 # DEPENDENCYPART_ARC
(40,12),-3.53427 # DEPENDENCYPART_ARC
(40,13),-4.10135 # DEPENDENCYPART_ARC
(40,14),-4.00348 # DEPENDENCYPART_ARC
(40,15),-3.72606 # DEPENDENCYPART_ARC
(40,16),-2.74918 # DEPENDENCYPART_ARC
(40,17),-3.58077 # DEPENDENCYPART_ARC
(40,18),-2.5761 # DEPENDENCYPART_ARC
(40,19),-1.90532 # DEPENDENCYPART_ARC
(40,20),-3.46527 # DEPENDENCYPART_ARC
(40,21),-2.04721 # DEPENDENCYPART_ARC
(40,22),-1.65804 # DEPENDENCYPART_ARC
(40,23),-2.83784 # DEPENDENCYPART_ARC
(40,24),-3.25985 # DEPENDENCYPART_ARC
(40,25),-2.03841 # DEPENDENCYPART_ARC
(40,26),-2.31602 # DEPENDENCYPART_ARC
(40,27),-3.15754 # DEPENDENCYPART_ARC
(40,28),-2.9944 # DEPENDENCYPART_ARC
(40,29),-2.8039 # DEPENDENCYPART_ARC
(40,30),-1.39261 # DEPENDENCYPART_ARC
(40,31),-2.43444 # DEPENDENCYPART_ARC
(40,32),-1.4425 # DEPENDENCYPART_ARC
(40,33),-2.42409 # DEPENDENCYPART_ARC
(40,34),-1.71931 # DEPENDENCYPART_ARC
(40,35),-1.13969 # DEPENDENCYPART_ARC
(40,36),-2.29972 # DEPENDENCYPART_ARC
(40,37),-0.721358 # DEPENDENCYPART_ARC
(40,38),-1.81638 # DEPENDENCYPART_ARC
(40,39),-0.253476 # DEPENDENCYPART_ARC
(40,41),2.92645 # DEPENDENCYPART_ARC
(40,42),0.776172 # DEPENDENCYPART_ARC
(40,43),0.418636 # DEPENDENCYPART_ARC
(40,44),-1.768 # DEPENDENCYPART_ARC
(40,45),-0.40135 # DEPENDENCYPART_ARC
(40,46),-0.579889 # DEPENDENCYPART_ARC
(40,47),-1.40229 # DEPENDENCYPART_ARC
(40,48),-1.25777 # DEPENDENCYPART_ARC
(40,49),-1.06488 # DEPENDENCYPART_ARC
(41,1),-3.69509 # DEPENDENCYPART_ARC
(41,2),-6.41002 # DEPENDENCYPART_ARC
(41,3),-4.01457 # DEPENDENCYPART_ARC
(41,4),-1.99278 # DEPENDENCYPART_ARC
(41,5),-5.10634 # DEPENDENCYPART_ARC
(41,6),-5.99924 # DEPENDENCYPART_ARC
(41,7),-2.55198 # DEPENDENCYPART_ARC
(41,8),-2.02089 # DEPENDENCYPART_ARC
(41,9),-4.17211 # DEPENDENCYPART_ARC
(41,10),-5.63573 # DEPENDENCYPART_ARC
(41,11),-2.21508 # DEPENDENCYPART_ARC
(41,12),-2.61196 # DEPENDENCYPART_ARC
