# _root_ وَ تُعارِضُ إِيرانُ ، ثانِي أَكْبَرِ مُنْتِجٍ لِ النَفْطِ فِي أُوبِك حَيْثُ يَبْلُغُ إِنْتاجُ ها 3,7 مِلْيُون بَرْمِيلٍ فِي اليَوْمِ بَيْنَ ها 2,4 مِلْيُون بَرْمِيلٍ مُخَصَّصَةٍ لِ التَصْدِيرِ ، أَيَّ رَفْعٍ لِ الإِنْتاجِ رَغْمَ اِعْتِمادِ ها عَلَى عائِداتِ النَفْطِ .
#goldHeads=0,0,4,2,4,5,6,7,8,6,10,11,12,13,14,13,16,17,18,19,16,21,21,23,24,23,26,27,4,2,30,31,32,2,34,35,35,37,38,0,
#predictedHeads=0,0,2,3,2,5,6,7,8,9,10,11,12,13,14,13,16,17,13,19,16,21,26,23,24,16,26,27,28,29,30,31,32,33,34,35,35,37,38,0,
(38,31),-2.35977 # DEPENDENCYPART_ARC
(38,32),-0.953959 # DEPENDENCYPART_ARC
(38,33),-2.09596 # DEPENDENCYPART_ARC
(38,34),-0.532988 # DEPENDENCYPART_ARC
(38,35),-2.44988 # DEPENDENCYPART_ARC
(38,36),-4.73804 # DEPENDENCYPART_ARC
(38,37),0.349625 # DEPENDENCYPART_ARC
(38,39),2.61455 # DEPENDENCYPART_ARC
(38,40),-0.0156903 # DEPENDENCYPART_ARC
(39,1),-3.78348 # DEPENDENCYPART_ARC
(39,2),-2.86559 # DEPENDENCYPART_ARC
(39,3),-2.42623 # DEPENDENCYPART_ARC
(39,4),-3.1727 # DEPENDENCYPART_ARC
(39,5),-2.72196 # DEPENDENCYPART_ARC
(39,6),-2.48519 # DEPENDENCYPART_ARC
(39,7),-3.78329 # DEPENDENCYPART_ARC
(39,8),-3.85544 # DEPENDENCYPART_ARC
(39,9),-3.37184 # DEPENDENCYPART_ARC
(39,10),-3.23734 # DEPENDENCYPART_ARC
(39,11),-1.66798 # DEPENDENCYPART_ARC
(39,12),-1.87303 # DEPENDENCYPART_ARC
(39,13),-1.9856 # DEPENDENCYPART_ARC
(39,14),-2.4215 # DEPENDENCYPART_ARC
(39,15),-5.10063 # DEPENDENCYPART_ARC
(39,16),-1.4976 # DEPENDENCYPART_ARC
(39,17),-1.92209 # DEPENDENCYPART_ARC
(39,18),-2.72744 # DEPENDENCYPART_ARC
(39,19),-2.10107 # DEPENDENCYPART_ARC
(39,20),-2.36828 # DEPENDENCYPART_ARC
(39,21),-1.96411 # DEPENDENCYPART_ARC
(39,22),-3.96435 # DEPENDENCYPART_ARC
(39,23),-1.01393 # DEPENDENCYPART_ARC
(39,24),-1.35927 # DEPENDENCYPART_ARC
(39,25),-2.32861 # DEPENDENCYPART_ARC
(39,26),-1.32817 # DEPENDENCYPART_ARC
(39,27),-1.61163 # DEPENDENCYPART_ARC
(39,28),-2.10668 # DEPENDENCYPART_ARC
(39,29),-1.15435 # DEPENDENCYPART_ARC
(39,30),-1.87393 # DEPENDENCYPART_ARC
(39,31),-1.81514 # DEPENDENCYPART_ARC
(39,32),-1.09751 # DEPENDENCYPART_ARC
(39,33),-1.66925 # DEPENDENCYPART_ARC
(39,34),-0.808681 # DEPENDENCYPART_ARC
(39,35),-1.72412 # DEPENDENCYPART_ARC
(39,36),-2.33057 # DEPENDENCYPART_ARC
(39,37),-0.285097 # DEPENDENCYPART_ARC
(39,38),-0.85271 # DEPENDENCYPART_ARC
(39,40),0.240925 # DEPENDENCYPART_ARC
(40,1),-4.991 # DEPENDENCYPART_ARC
(40,2),-5.10077 # DEPENDENCYPART_ARC
(40,3),-4.58845 # DEPENDENCYPART_ARC
(40,4),-3.31873 # DEPENDENCYPART_ARC
(40,5),-6.27933 # DEPENDENCYPART_ARC
(40,6),-3.09031 # DEPENDENCYPART_ARC
(40,7),-6.10502 # DEPENDENCYPART_ARC
(40,8),-3.73896 # DEPENDENCYPART_ARC
(40,9),-5.54946 # DEPENDENCYPART_ARC
(40,10),-3.87307 # DEPENDENCYPART_ARC
(40,11),-3.84458 # DEPENDENCYPART_ARC
(40,12),-2.36722 # DEPENDENCYPART_ARC
(40,13),-4.07699 # DEPENDENCYPART_ARC
(40,14),-4.67046 # DEPENDENCYPART_ARC
(40,15),-2.06955 # DEPENDENCYPART_ARC
(40,16),-3.89955 # DEPENDENCYPART_ARC
(40,17),-4.41216 # DEPENDENCYPART_ARC
(40,18),-4.29991 # DEPENDENCYPART_ARC
(40,19),-3.15167 # DEPENDENCYPART_ARC
(40,20),-3.6458 # DEPENDENCYPART_ARC
(40,21),-2.36567 # DEPENDENCYPART_ARC
(40,22),-1.88128 # DEPENDENCYPART_ARC
(40,23),-2.89748 # DEPENDENCYPART_ARC
(40,24),-3.2072 # DEPENDENCYPART_ARC
(40,25),-3.09648 # DEPENDENCYPART_ARC
(40,26),-2.02791 # DEPENDENCYPART_ARC
(40,27),-2.21087 # DEPENDENCYPART_ARC
(40,28),-2.95031 # DEPENDENCYPART_ARC
(40,29),-1.71978 # DEPENDENCYPART_ARC
(40,30),-2.78031 # DEPENDENCYPART_ARC
(40,31),-2.47792 # DEPENDENCYPART_ARC
(40,32),-1.88008 # DEPENDENCYPART_ARC
(40,33),-2.06195 # DEPENDENCYPART_ARC
(40,34),-1.70023 # DEPENDENCYPART_ARC
(40,35),-1.59393 # DEPENDENCYPART_ARC
(40,36),-1.39188 # DEPENDENCYPART_ARC
(40,37),-1.2942 # DEPENDENCYPART_ARC
(40,38),-0.897266 # DEPENDENCYPART_ARC
(40,39),-0.664496 # DEPENDENCYPART_ARC
