# _root_ وَ يُشَكِّلُ هٰذا الخَفْضُ , بِ الإِضافَةِ إِلَى ثَلاثَةِ آلافِ آخَرِينَ فِي مارِس الماضِي , نِسْبَةَ 11 بِ المِائَةِ مِن مَجْمُوعِ عَدَدِ العامِلِينَ عَلَى أَجْهِزَةِ الفَحْصِ وَ البالِغِ 55600 شَخْصٍ . وَ مِن المُتَوَقَّعِ أَن تُوَفِّرَ إِدارَةُ أَمْنِ النَقْلِ مَبْلَغاً يَقْرَبُ مِن 280 مِلْيُونَ دُولارٍ أَمْرِيكِيٍّ .
#goldHeads=0,0,4,8,4,8,8,2,8,9,10,11,12,13,14,2,16,17,18,17,20,21,22,23,24,25,28,22,28,29,0,0,0,33,33,35,36,37,38,36,40,41,42,43,44,45,0,
#predictedHeads=0,0,4,2,4,8,8,2,8,9,10,9,12,13,14,15,16,17,18,17,20,21,22,23,24,25,25,27,28,29,0,0,29,33,33,35,36,37,38,36,40,41,42,43,44,45,0,
(32,12),-1.19083 # DEPENDENCYPART_ARC
(32,13),-1.76621 # DEPENDENCYPART_ARC
(32,14),-2.11701 # DEPENDENCYPART_ARC
(32,15),-2.10007 # DEPENDENCYPART_ARC
(32,16),-1.54737 # DEPENDENCYPART_ARC
(32,17),-1.04447 # DEPENDENCYPART_ARC
(32,18),-0.548841 # DEPENDENCYPART_ARC
(32,19),-1.19183 # DEPENDENCYPART_ARC
(32,20),-0.625286 # DEPENDENCYPART_ARC
(32,21),-0.82542 # DEPENDENCYPART_ARC
(32,22),-1.08867 # DEPENDENCYPART_ARC
(32,23),-0.940867 # DEPENDENCYPART_ARC
(32,24),-0.333687 # DEPENDENCYPART_ARC
(32,25),-0.414017 # DEPENDENCYPART_ARC
(32,26),-0.776207 # DEPENDENCYPART_ARC
(32,27),-1.0357 # DEPENDENCYPART_ARC
(32,28),-0.670529 # DEPENDENCYPART_ARC
(32,29),-0.415869 # DEPENDENCYPART_ARC
(32,30),-0.36962 # DEPENDENCYPART_ARC
(32,31),-0.0794746 # DEPENDENCYPART_ARC
(32,33),-0.0679713 # DEPENDENCYPART_ARC
(32,34),-0.682058 # DEPENDENCYPART_ARC
(32,35),-1.06025 # DEPENDENCYPART_ARC
(32,36),-0.372909 # DEPENDENCYPART_ARC
(32,37),-0.939236 # DEPENDENCYPART_ARC
(32,38),-1.19449 # DEPENDENCYPART_ARC
(32,39),-1.04053 # DEPENDENCYPART_ARC
(32,40),-1.55164 # DEPENDENCYPART_ARC
(32,41),-1.36881 # DEPENDENCYPART_ARC
(32,42),-1.58037 # DEPENDENCYPART_ARC
(32,43),-1.85385 # DEPENDENCYPART_ARC
(32,44),-2.35208 # DEPENDENCYPART_ARC
(32,45),-1.6101 # DEPENDENCYPART_ARC
(32,46),-2.69927 # DEPENDENCYPART_ARC
(32,47),-1.3692 # DEPENDENCYPART_ARC
(33,1),-3.09496 # DEPENDENCYPART_ARC
(33,2),-2.39606 # DEPENDENCYPART_ARC
(33,3),-1.34815 # DEPENDENCYPART_ARC
(33,4),-2.28918 # DEPENDENCYPART_ARC
(33,5),-2.68 # DEPENDENCYPART_ARC
(33,6),-3.47675 # DEPENDENCYPART_ARC
(33,7),-1.55888 # DEPENDENCYPART_ARC
(33,8),-3.2231 # DEPENDENCYPART_ARC
(33,9),-1.98333 # DEPENDENCYPART_ARC
(33,10),-1.97492 # DEPENDENCYPART_ARC
(33,11),-1.71251 # DEPENDENCYPART_ARC
(33,12),-3.60557 # DEPENDENCYPART_ARC
(33,13),-1.42884 # DEPENDENCYPART_ARC
(33,14),-1.37744 # DEPENDENCYPART_ARC
(33,15),-1.73485 # DEPENDENCYPART_ARC
(33,16),-1.15993 # DEPENDENCYPART_ARC
(33,17),-1.09745 # DEPENDENCYPART_ARC
(33,18),-1.71588 # DEPENDENCYPART_ARC
(33,19),-0.913874 # DEPENDENCYPART_ARC
(33,20),-1.89206 # DEPENDENCYPART_ARC
(33,21),-0.818057 # DEPENDENCYPART_ARC
(33,22),-0.851432 # DEPENDENCYPART_ARC
(33,23),-0.639922 # DEPENDENCYPART_ARC
(33,24),-0.470419 # DEPENDENCYPART_ARC
(33,25),-0.662102 # DEPENDENCYPART_ARC
(33,26),-0.509911 # DEPENDENCYPART_ARC
(33,27),-0.576528 # DEPENDENCYPART_ARC
(33,28),-1.01729 # DEPENDENCYPART_ARC
(33,29),-0.663467 # DEPENDENCYPART_ARC
(33,30),-0.280041 # DEPENDENCYPART_ARC
(33,31),-0.402497 # DEPENDENCYPART_ARC
(33,32),0.143345 # DEPENDENCYPART_ARC
(33,34),2.99366 # DEPENDENCYPART_ARC
(33,35),1.92854 # DEPENDENCYPART_ARC
(33,36),-0.261157 # DEPENDENCYPART_ARC
(33,37),-0.0648018 # DEPENDENCYPART_ARC
(33,38),-0.37893 # DEPENDENCYPART_ARC
(33,39),-0.627049 # DEPENDENCYPART_ARC
(33,40),-0.693822 # DEPENDENCYPART_ARC
(33,41),-1.41692 # DEPENDENCYPART_ARC
(33,42),-0.445685 # DEPENDENCYPART_ARC
(33,43),-0.744693 # DEPENDENCYPART_ARC
(33,44),-0.779914 # DEPENDENCYPART_ARC
(33,45),-0.866941 # DEPENDENCYPART_ARC
(33,46),-1.03034 # DEPENDENCYPART_ARC
(33,47),-1.60209 # DEPENDENCYPART_ARC
(34,1),-3.79331 # DEPENDENCYPART_ARC
(34,2),-3.36353 # DEPENDENCYPART_ARC
(34,3),-2.71119 # DEPENDENCYPART_ARC
(34,4),-3.14812 # DEPENDENCYPART_ARC
(34,5),-2.51836 # DEPENDENCYPART_ARC
(34,6),-1.45901 # DEPENDENCYPART_ARC
(34,7),-3.68489 # DEPENDENCYPART_ARC
(34,8),-2.35757 # DEPENDENCYPART_ARC
(34,9),-3.54798 # DEPENDENCYPART_ARC
(34,10),-3.58665 # DEPENDENCYPART_ARC
(34,11),-3.38853 # DEPENDENCYPART_ARC
(34,12),-2.22555 # DEPENDENCYPART_ARC
(34,13),-1.6525 # DEPENDENCYPART_ARC
(34,14),-1.47927 # DEPENDENCYPART_ARC
(34,15),-1.91348 # DEPENDENCYPART_ARC
(34,16),-2.24717 # DEPENDENCYPART_ARC
(34,17),-1.31263 # DEPENDENCYPART_ARC
(34,18),-0.789437 # DEPENDENCYPART_ARC
(34,19),-2.87834 # DEPENDENCYPART_ARC
(34,20),-1.43966 # DEPENDENCYPART_ARC
(34,21),-2.79761 # DEPENDENCYPART_ARC
(34,22),-2.63764 # DEPENDENCYPART_ARC
(34,23),-2.46298 # DEPENDENCYPART_ARC
(34,24),-1.20299 # DEPENDENCYPART_ARC
(34,25),-2.54445 # DEPENDENCYPART_ARC
(34,26),-2.05787 # DEPENDENCYPART_ARC
(34,27),-0.986623 # DEPENDENCYPART_ARC
(34,28),-1.58844 # DEPENDENCYPART_ARC
(34,29),-0.838956 # DEPENDENCYPART_ARC
(34,30),-1.67583 # DEPENDENCYPART_ARC
(34,31),-0.687909 # DEPENDENCYPART_ARC
(34,32),-0.714098 # DEPENDENCYPART_ARC
(34,33),0.119729 # DEPENDENCYPART_ARC
(34,35),0.330265 # DEPENDENCYPART_ARC
(34,36),-1.59348 # DEPENDENCYPART_ARC
(34,37),-2.63851 # DEPENDENCYPART_ARC
(34,38),-1.68107 # DEPENDENCYPART_ARC
(34,39),-1.88277 # DEPENDENCYPART_ARC
(34,40),-3.28359 # DEPENDENCYPART_ARC
(34,41),-2.28596 # DEPENDENCYPART_ARC
(34,42),-1.50933 # DEPENDENCYPART_ARC
(34,43),-1.48951 # DEPENDENCYPART_ARC
(34,44),-3.3675 # DEPENDENCYPART_ARC
(34,45),-3.20537 # DEPENDENCYPART_ARC
(34,46),-3.83352 # DEPENDENCYPART_ARC
(34,47),-2.49564 # DEPENDENCYPART_ARC
(35,1),-3.71226 # DEPENDENCYPART_ARC
(35,2),-4.28745 # DEPENDENCYPART_ARC
(35,3),-2.63497 # DEPENDENCYPART_ARC
(35,4),-3.61871 # DEPENDENCYPART_ARC
(35,5),-3.3051 # DEPENDENCYPART_ARC
(35,6),-2.57197 # DEPENDENCYPART_ARC
(35,7),-2.7621 # DEPENDENCYPART_ARC
(35,8),-2.52918 # DEPENDENCYPART_ARC
(35,9),-2.54685 # DEPENDENCYPART_ARC
(35,10),-2.86109 # DEPENDENCYPART_ARC
(35,11),-2.88761 # DEPENDENCYPART_ARC
(35,12),-2.77427 # DEPENDENCYPART_ARC
(35,13),-2.20693 # DEPENDENCYPART_ARC
(35,14),-2.14752 # DEPENDENCYPART_ARC
(35,15),-1.8777 # DEPENDENCYPART_ARC
(35,16),-2.16464 # DEPENDENCYPART_ARC
(35,17),-1.5648 # DEPENDENCYPART_ARC
(35,18),-1.57232 # DEPENDENCYPART_ARC
(35,19),-1.825 # DEPENDENCYPART_ARC
(35,20),-1.38718 # DEPENDENCYPART_ARC
(35,21),-1.92749 # DEPENDENCYPART_ARC
(35,22),-2.21108 # DEPENDENCYPART_ARC
(35,23),-1.92524 # DEPENDENCYPART_ARC
(35,24),-1.00066 # DEPENDENCYPART_ARC
(35,25),-1.66634 # DEPENDENCYPART_ARC
(35,26),-2.23073 # DEPENDENCYPART_ARC
(35,27),-1.34286 # DEPENDENCYPART_ARC
(35,28),-0.965026 # DEPENDENCYPART_ARC
(35,29),-1.08798 # DEPENDENCYPART_ARC
(35,30),-1.75178 # DEPENDENCYPART_ARC
(35,31),-0.884366 # DEPENDENCYPART_ARC
(35,32),-1.06849 # DEPENDENCYPART_ARC
(35,33),-0.385674 # DEPENDENCYPART_ARC
(35,34),-0.895833 # DEPENDENCYPART_ARC
(35,36),2.85417 # DEPENDENCYPART_ARC
(35,37),-0.464504 # DEPENDENCYPART_ARC
(35,38),-0.396794 # DEPENDENCYPART_ARC
(35,39),-0.439801 # DEPENDENCYPART_ARC
(35,40),-0.736509 # DEPENDENCYPART_ARC
(35,41),0.237566 # DEPENDENCYPART_ARC
(35,42),-0.500288 # DEPENDENCYPART_ARC
(35,43),-0.524482 # DEPENDENCYPART_ARC
(35,44),-1.2695 # DEPENDENCYPART_ARC
(35,45),-0.883103 # DEPENDENCYPART_ARC
(35,46),-0.665103 # DEPENDENCYPART_ARC
(35,47),-0.6274 # DEPENDENCYPART_ARC
(36,1),-4.3324 # DEPENDENCYPART_ARC
(36,2),-6.10909 # DEPENDENCYPART_ARC
(36,3),-6.06557 # DEPENDENCYPART_ARC
(36,4),-5.28592 # DEPENDENCYPART_ARC
(36,5),-3.57759 # DEPENDENCYPART_ARC
(36,6),-3.35828 # DEPENDENCYPART_ARC
(36,7),-6.93754 # DEPENDENCYPART_ARC
(36,8),-2.95314 # DEPENDENCYPART_ARC
(36,9),-7.07137 # DEPENDENCYPART_ARC
(36,10),-6.38532 # DEPENDENCYPART_ARC
(36,11),-8.17833 # DEPENDENCYPART_ARC
(36,12),-3.17171 # DEPENDENCYPART_ARC
(36,13),-2.78273 # DEPENDENCYPART_ARC
(36,14),-3.02409 # DEPENDENCYPART_ARC
(36,15),-2.50362 # DEPENDENCYPART_ARC
(36,16),-2.3859 # DEPENDENCYPART_ARC
(36,17),-1.77988 # DEPENDENCYPART_ARC
(36,18),-2.23885 # DEPENDENCYPART_ARC
(36,19),-6.31996 # DEPENDENCYPART_ARC
(36,20),-2.40533 # DEPENDENCYPART_ARC
(36,21),-5.612 # DEPENDENCYPART_ARC
(36,22),-5.81109 # DEPENDENCYPART_ARC
(36,23),-6.44956 # DEPENDENCYPART_ARC
(36,24),-2.10005 # DEPENDENCYPART_ARC
(36,25),-5.99812 # DEPENDENCYPART_ARC
(36,26),-5.94276 # DEPENDENCYPART_ARC
(36,27),-2.10592 # DEPENDENCYPART_ARC
(36,28),-3.6501 # DEPENDENCYPART_ARC
(36,29),-1.38144 # DEPENDENCYPART_ARC
(36,30),-5.76432 # DEPENDENCYPART_ARC
(36,31),-1.48205 # DEPENDENCYPART_ARC
(36,32),-1.41217 # DEPENDENCYPART_ARC
(36,33),-0.178759 # DEPENDENCYPART_ARC
(36,34),-3.99451 # DEPENDENCYPART_ARC
(36,35),-0.482157 # DEPENDENCYPART_ARC
(36,37),3.82906 # DEPENDENCYPART_ARC
(36,38),0.290644 # DEPENDENCYPART_ARC
(36,39),0.558946 # DEPENDENCYPART_ARC
(36,40),2.49632 # DEPENDENCYPART_ARC
(36,41),-0.0606617 # DEPENDENCYPART_ARC
(36,42),0.589023 # DEPENDENCYPART_ARC
(36,43),0.112696 # DEPENDENCYPART_ARC
(36,44),-0.278324 # DEPENDENCYPART_ARC
(36,45),-1.00176 # DEPENDENCYPART_ARC
(36,46),-1.4261 # DEPENDENCYPART_ARC
(36,47),-0.47711 # DEPENDENCYPART_ARC
(37,1),-3.84952 # DEPENDENCYPART_ARC
(37,2),-4.85185 # DEPENDENCYPART_ARC
(37,3),-5.35521 # DEPENDENCYPART_ARC
(37,4),-2.80195 # DEPENDENCYPART_ARC
(37,5),-2.86749 # DEPENDENCYPART_ARC
(37,6),-2.56883 # DEPENDENCYPART_ARC
(37,7),-3.67229 # DEPENDENCYPART_ARC
(37,8),-2.90689 # DEPENDENCYPART_ARC
(37,9),-3.80863 # DEPENDENCYPART_ARC
(37,10),-3.88972 # DEPENDENCYPART_ARC
(37,11),-4.42111 # DEPENDENCYPART_ARC
(37,12),-2.54145 # DEPENDENCYPART_ARC
(37,13),-1.82669 # DEPENDENCYPART_ARC
(37,14),-1.60734 # DEPENDENCYPART_ARC
(37,15),-2.16266 # DEPENDENCYPART_ARC
(37,16),-1.92383 # DEPENDENCYPART_ARC
(37,17),-1.19297 # DEPENDENCYPART_ARC
(37,18),-1.40679 # DEPENDENCYPART_ARC
(37,19),-2.9279 # DEPENDENCYPART_ARC
(37,20),-1.77736 # DEPENDENCYPART_ARC
(37,21),-3.11689 # DEPENDENCYPART_ARC
(37,22),-3.08317 # DEPENDENCYPART_ARC
(37,23),-3.19428 # DEPENDENCYPART_ARC
(37,24),-1.6409 # DEPENDENCYPART_ARC
(37,25),-2.75214 # DEPENDENCYPART_ARC
(37,26),-2.28298 # DEPENDENCYPART_ARC
(37,27),-1.32382 # DEPENDENCYPART_ARC
(37,28),-1.95757 # DEPENDENCYPART_ARC
(37,29),-0.970584 # DEPENDENCYPART_ARC
(37,30),-2.39839 # DEPENDENCYPART_ARC
(37,31),-0.779893 # DEPENDENCYPART_ARC
(37,32),-1.13886 # DEPENDENCYPART_ARC
(37,33),-0.704431 # DEPENDENCYPART_ARC
(37,34),-1.64006 # DEPENDENCYPART_ARC
(37,35),-0.576709 # DEPENDENCYPART_ARC
(37,36),-0.716312 # DEPENDENCYPART_ARC
(37,38),2.68635 # DEPENDENCYPART_ARC
(37,39),1.22929 # DEPENDENCYPART_ARC
(37,40),-0.0429269 # DEPENDENCYPART_ARC
(37,41),0.00273371 # DEPENDENCYPART_ARC
(37,42),-0.240041 # DEPENDENCYPART_ARC
(37,43),-0.772 # DEPENDENCYPART_ARC
(37,44),-1.35033 # DEPENDENCYPART_ARC
(37,45),-0.882493 # DEPENDENCYPART_ARC
(37,46),-2.79253 # DEPENDENCYPART_ARC
(37,47),-0.890261 # DEPENDENCYPART_ARC
(38,1),-3.94931 # DEPENDENCYPART_ARC
(38,2),-4.31399 # DEPENDENCYPART_ARC
(38,3),-4.91747 # DEPENDENCYPART_ARC
(38,4),-3.80466 # DEPENDENCYPART_ARC
(38,5),-3.0621 # DEPENDENCYPART_ARC
(38,6),-1.95569 # DEPENDENCYPART_ARC
(38,7),-4.38432 # DEPENDENCYPART_ARC
(38,8),-2.78525 # DEPENDENCYPART_ARC
(38,9),-3.71872 # DEPENDENCYPART_ARC
(38,10),-3.47753 # DEPENDENCYPART_ARC
(38,11),-3.76841 # DEPENDENCYPART_ARC
(38,12),-2.45035 # DEPENDENCYPART_ARC
(38,13),-1.8204 # DEPENDENCYPART_ARC
(38,14),-2.03855 # DEPENDENCYPART_ARC
(38,15),-2.43413 # DEPENDENCYPART_ARC
(38,16),-2.66128 # DEPENDENCYPART_ARC
(38,17),-1.61577 # DEPENDENCYPART_ARC
(38,18),-0.988582 # DEPENDENCYPART_ARC
(38,19),-3.30934 # DEPENDENCYPART_ARC
(38,20),-1.76624 # DEPENDENCYPART_ARC
(38,21),-2.84617 # DEPENDENCYPART_ARC
(38,22),-2.5933 # DEPENDENCYPART_ARC
(38,23),-2.87154 # DEPENDENCYPART_ARC
(38,24),-1.81386 # DEPENDENCYPART_ARC
(38,25),-2.80181 # DEPENDENCYPART_ARC
(38,26),-2.38896 # DEPENDENCYPART_ARC
(38,27),-1.60833 # DEPENDENCYPART_ARC
(38,28),-1.89523 # DEPENDENCYPART_ARC
(38,29),-1.06577 # DEPENDENCYPART_ARC
(38,30),-2.08726 # DEPENDENCYPART_ARC
(38,31),-0.961625 # DEPENDENCYPART_ARC
(38,32),-1.13672 # DEPENDENCYPART_ARC
(38,33),-0.993925 # DEPENDENCYPART_ARC
(38,34),-1.78468 # DEPENDENCYPART_ARC
(38,35),-0.809163 # DEPENDENCYPART_ARC
(38,36),-0.934877 # DEPENDENCYPART_ARC
(38,37),-0.392411 # DEPENDENCYPART_ARC
(38,39),2.45501 # DEPENDENCYPART_ARC
(38,40),0.935962 # DEPENDENCYPART_ARC
(38,41),-0.203911 # DEPENDENCYPART_ARC
(38,42),-0.429445 # DEPENDENCYPART_ARC
(38,43),-1.06243 # DEPENDENCYPART_ARC
(38,44),-1.41043 # DEPENDENCYPART_ARC
(38,45),-1.22509 # DEPENDENCYPART_ARC
(38,46),-1.9256 # DEPENDENCYPART_ARC
(38,47),-1.30688 # DEPENDENCYPART_ARC
(39,1),-4.03771 # DEPENDENCYPART_ARC
(39,2),-3.73813 # DEPENDENCYPART_ARC
(39,3),-3.5299 # DEPENDENCYPART_ARC
(39,4),-3.83299 # DEPENDENCYPART_ARC
(39,5),-3.07656 # DEPENDENCYPART_ARC
(39,6),-1.8348 # DEPENDENCYPART_ARC
(39,7),-4.33495 # DEPENDENCYPART_ARC
(39,8),-3.05103 # DEPENDENCYPART_ARC
(39,9),-3.86329 # DEPENDENCYPART_ARC
(39,10),-3.6483 # DEPENDENCYPART_ARC
(39,11),-3.62255 # DEPENDENCYPART_ARC
(39,12),-2.50686 # DEPENDENCYPART_ARC
(39,13),-1.80699 # DEPENDENCYPART_ARC
(39,14),-1.70992 # DEPENDENCYPART_ARC
(39,15),-2.45487 # DEPENDENCYPART_ARC
(39,16),-2.84121 # DEPENDENCYPART_ARC
(39,17),-1.58957 # DEPENDENCYPART_ARC
(39,18),-1.23984 # DEPENDENCYPART_ARC
(39,19),-3.12938 # DEPENDENCYPART_ARC
(39,20),-1.71241 # DEPENDENCYPART_ARC
(39,21),-3.07834 # DEPENDENCYPART_ARC
(39,22),-2.9465 # DEPENDENCYPART_ARC
(39,23),-2.71998 # DEPENDENCYPART_ARC
(39,24),-1.75962 # DEPENDENCYPART_ARC
(39,25),-2.98202 # DEPENDENCYPART_ARC
(39,26),-2.47054 # DEPENDENCYPART_ARC
(39,27),-1.60516 # DEPENDENCYPART_ARC
(39,28),-1.67079 # DEPENDENCYPART_ARC
(39,29),-0.965178 # DEPENDENCYPART_ARC
(39,30),-2.26791 # DEPENDENCYPART_ARC
(39,31),-1.06269 # DEPENDENCYPART_ARC
(39,32),-1.08781 # DEPENDENCYPART_ARC
(39,33),-1.01407 # DEPENDENCYPART_ARC
(39,34),-1.89993 # DEPENDENCYPART_ARC
(39,35),-0.874029 # DEPENDENCYPART_ARC
(39,36),-0.741028 # DEPENDENCYPART_ARC
(39,37),-0.913217 # DEPENDENCYPART_ARC
(39,38),-0.972799 # DEPENDENCYPART_ARC
(39,40),1.05495 # DEPENDENCYPART_ARC
(39,41),0.504059 # DEPENDENCYPART_ARC
(39,42),-0.0926541 # DEPENDENCYPART_ARC
(39,43),-0.981016 # DEPENDENCYPART_ARC
(39,44),-2.33348 # DEPENDENCYPART_ARC
(39,45),-1.5367 # DEPENDENCYPART_ARC
(39,46),-2.6014 # DEPENDENCYPART_ARC
(39,47),-1.28718 # DEPENDENCYPART_ARC
(40,1),-4.39259 # DEPENDENCYPART_ARC
(40,2),-4.17643 # DEPENDENCYPART_ARC
(40,3),-5.64374 # DEPENDENCYPART_ARC
(40,4),-3.38284 # DEPENDENCYPART_ARC
(40,5),-3.58611 # DEPENDENCYPART_ARC
(40,6),-2.1804 # DEPENDENCYPART_ARC
(40,7),-3.90969 # DEPENDENCYPART_ARC
(40,8),-3.52842 # DEPENDENCYPART_ARC
(40,9),-3.78284 # DEPENDENCYPART_ARC
(40,10),-3.36574 # DEPENDENCYPART_ARC
(40,11),-2.59909 # DEPENDENCYPART_ARC
(40,12),-2.84042 # DEPENDENCYPART_ARC
(40,13),-2.14131 # DEPENDENCYPART_ARC
(40,14),-1.93179 # DEPENDENCYPART_ARC
(40,15),-2.71412 # DEPENDENCYPART_ARC
(40,16),-2.42975 # DEPENDENCYPART_ARC
(40,17),-1.90687 # DEPENDENCYPART_ARC
(40,18),-1.58903 # DEPENDENCYPART_ARC
(40,19),-3.08976 # DEPENDENCYPART_ARC
(40,20),-2.04956 # DEPENDENCYPART_ARC
(40,21),-2.65139 # DEPENDENCYPART_ARC
(40,22),-2.62135 # DEPENDENCYPART_ARC
(40,23),-1.6594 # DEPENDENCYPART_ARC
(40,24),-2.08729 # DEPENDENCYPART_ARC
(40,25),-2.53704 # DEPENDENCYPART_ARC
(40,26),-2.4024 # DEPENDENCYPART_ARC
(40,27),-2.04017 # DEPENDENCYPART_ARC
(40,28),-2.03388 # DEPENDENCYPART_ARC
(40,29),-1.41895 # DEPENDENCYPART_ARC
(40,30),-2.25055 # DEPENDENCYPART_ARC
(40,31),-1.62299 # DEPENDENCYPART_ARC
(40,32),-1.5667 # DEPENDENCYPART_ARC
(40,33),-1.36093 # DEPENDENCYPART_ARC
(40,34),-1.84176 # DEPENDENCYPART_ARC
(40,35),-1.38314 # DEPENDENCYPART_ARC
(40,36),-1.05442 # DEPENDENCYPART_ARC
(40,37),-0.596436 # DEPENDENCYPART_ARC
(40,38),-1.00898 # DEPENDENCYPART_ARC
(40,39),-0.507317 # DEPENDENCYPART_ARC
(40,41),1.16958 # DEPENDENCYPART_ARC
(40,42),0.231989 # DEPENDENCYPART_ARC
(40,43),-0.712132 # DEPENDENCYPART_ARC
(40,44),-2.34511 # DEPENDENCYPART_ARC
(40,45),-0.879191 # DEPENDENCYPART_ARC
(40,46),-1.63363 # DEPENDENCYPART_ARC
(40,47),-1.1677 # DEPENDENCYPART_ARC
(41,1),-3.24598 # DEPENDENCYPART_ARC
(41,2),-5.67807 # DEPENDENCYPART_ARC
(41,3),-5.15853 # DEPENDENCYPART_ARC
(41,4),-3.57092 # DEPENDENCYPART_ARC
(41,5),-2.54538 # DEPENDENCYPART_ARC
(41,6),-3.16622 # DEPENDENCYPART_ARC
(41,7),-7.40971 # DEPENDENCYPART_ARC
(41,8),-2.60627 # DEPENDENCYPART_ARC
(41,9),-7.76132 # DEPENDENCYPART_ARC
(41,10),-5.90771 # DEPENDENCYPART_ARC
(41,11),-7.06411 # DEPENDENCYPART_ARC
(41,12),-2.33301 # DEPENDENCYPART_ARC
(41,13),-1.72216 # DEPENDENCYPART_ARC
(41,14),-2.09787 # DEPENDENCYPART_ARC
(41,15),-1.43088 # DEPENDENCYPART_ARC
(41,16),-2.64007 # DEPENDENCYPART_ARC
(41,17),-0.953329 # DEPENDENCYPART_ARC
(41,18),-1.88572 # DEPENDENCYPART_ARC
(41,19),-6.59584 # DEPENDENCYPART_ARC
(41,20),-2.15334 # DEPENDENCYPART_ARC
(41,21),-4.69522 # DEPENDENCYPART_ARC
(41,22),-4.87684 # DEPENDENCYPART_ARC
(41,23),-5.3525 # DEPENDENCYPART_ARC
(41,24),-1.55864 # DEPENDENCYPART_ARC
(41,25),-6.28819 # DEPENDENCYPART_ARC
(41,26),-4.83283 # DEPENDENCYPART_ARC
(41,27),-1.09892 # DEPENDENCYPART_ARC
(41,28),-2.81215 # DEPENDENCYPART_ARC
(41,29),-0.148721 # DEPENDENCYPART_ARC
(41,30),-4.58905 # DEPENDENCYPART_ARC
(41,31),-0.563338 # DEPENDENCYPART_ARC
(41,32),-0.371225 # DEPENDENCYPART_ARC
(41,33),0.151207 # DEPENDENCYPART_ARC
(41,34),-3.33122 # DEPENDENCYPART_ARC
(41,35),-0.0693655 # DEPENDENCYPART_ARC
(41,36),-2.56398 # DEPENDENCYPART_ARC
(41,37),-1.49712 # DEPENDENCYPART_ARC
(41,38),-2.19364 # DEPENDENCYPART_ARC
(41,39),-1.84223 # DEPENDENCYPART_ARC
(41,40),0.486035 # DEPENDENCYPART_ARC
(41,42),1.786 # DEPENDENCYPART_ARC
(41,43),0.135063 # DEPENDENCYPART_ARC
(41,44),0.47914 # DEPENDENCYPART_ARC
(41,45),-1.56817 # DEPENDENCYPART_ARC
(41,46),-1.36575 # DEPENDENCYPART_ARC
(41,47),-0.134047 # DEPENDENCYPART_ARC
(42,1),-4.06305 # DEPENDENCYPART_ARC
(42,2),-3.08613 # DEPENDENCYPART_ARC
(42,3),-1.97751 # DEPENDENCYPART_ARC
(42,4),-3.36855 # DEPENDENCYPART_ARC
(42,5),-3.65059 # DEPENDENCYPART_ARC
(42,6),-4.99087 # DEPENDENCYPART_ARC
(42,7),-2.75406 # DEPENDENCYPART_ARC
(42,8),-4.81787 # DEPENDENCYPART_ARC
(42,9),-2.98813 # DEPENDENCYPART_ARC
(42,10),-3.05073 # DEPENDENCYPART_ARC
(42,11),-2.73266 # DEPENDENCYPART_ARC
(42,12),-5.0493 # DEPENDENCYPART_ARC
(42,13),-1.87588 # DEPENDENCYPART_ARC
(42,14),-1.9056 # DEPENDENCYPART_ARC
(42,15),-2.7821 # DEPENDENCYPART_ARC
(42,16),-2.1189 # DEPENDENCYPART_ARC
(42,17),-1.56086 # DEPENDENCYPART_ARC
(42,18),-3.28835 # DEPENDENCYPART_ARC
(42,19),-1.93867 # DEPENDENCYPART_ARC
(42,20),-3.41564 # DEPENDENCYPART_ARC
(42,21),-1.9383 # DEPENDENCYPART_ARC
(42,22),-1.63617 # DEPENDENCYPART_ARC
(42,23),-1.44868 # DEPENDENCYPART_ARC
(42,24),-1.03514 # DEPENDENCYPART_ARC
(42,25),-1.47104 # DEPENDENCYPART_ARC
(42,26),-1.30508 # DEPENDENCYPART_ARC
(42,27),-1.6254 # DEPENDENCYPART_ARC
(42,28),-1.50425 # DEPENDENCYPART_ARC
(42,29),-1.26458 # DEPENDENCYPART_ARC
(42,30),-1.1371 # DEPENDENCYPART_ARC
(42,31),-1.56294 # DEPENDENCYPART_ARC
(42,32),-1.38224 # DEPENDENCYPART_ARC
(42,33),-1.63199 # DEPENDENCYPART_ARC
(42,34),-0.898551 # DEPENDENCYPART_ARC
(42,35),-1.01862 # DEPENDENCYPART_ARC
(42,36),-1.04623 # DEPENDENCYPART_ARC
(42,37),-0.807386 # DEPENDENCYPART_ARC
(42,38),-0.655446 # DEPENDENCYPART_ARC
(42,39),-0.551532 # DEPENDENCYPART_ARC
(42,40),-0.230537 # DEPENDENCYPART_ARC
(42,41),0.140855 # DEPENDENCYPART_ARC
(42,43),2.05028 # DEPENDENCYPART_ARC
(42,44),0.618784 # DEPENDENCYPART_ARC
(42,45),-0.204179 # DEPENDENCYPART_ARC
(42,46),-0.280087 # DEPENDENCYPART_ARC
(42,47),-0.277826 # DEPENDENCYPART_ARC
(43,1),-2.51475 # DEPENDENCYPART_ARC
(43,2),-2.3074 # DEPENDENCYPART_ARC
(43,3),-1.66498 # DEPENDENCYPART_ARC
(43,4),-3.3301 # DEPENDENCYPART_ARC
(43,5),-2.35438 # DEPENDENCYPART_ARC
(43,6),-2.51131 # DEPENDENCYPART_ARC
