# _root_ وَ كانَ خَطُّ الإِنْتاجِ هٰذا قَد بَدَأَ بِناؤُ هُ فِي مايُو 2002 , وَ طاقَتُ هُ الإِنْتاجِيَّةُ التصميمية 150 أَلْفَ طُنِّ سَنَوِيّاً , وَ مُنْتَجاتُ هُ تُناسِبُ قِطاعَيْ العُمْرانِ وَ الأَجْهِزَةِ الكَهْرَبائِيَّةِ المَنْزِلِيَّةِ .
#goldHeads=0,14,2,3,3,7,2,7,8,7,10,11,12,0,19,15,15,15,14,19,20,19,22,14,27,25,14,27,30,28,30,31,31,0,
#predictedHeads=0,0,2,3,4,7,2,7,8,7,10,11,12,3,14,15,15,15,18,19,20,21,22,14,24,25,25,27,30,28,30,31,31,0,
(19,24),(24,7),-0.813754 # DEPENDENCYPART_GRANDPAR
(19,24),(24,8),-0.928486 # DEPENDENCYPART_GRANDPAR
(19,24),(24,9),-0.504334 # DEPENDENCYPART_GRANDPAR
(19,24),(24,10),-0.783874 # DEPENDENCYPART_GRANDPAR
(19,24),(24,11),-0.896311 # DEPENDENCYPART_GRANDPAR
(19,24),(24,12),-0.779824 # DEPENDENCYPART_GRANDPAR
(19,24),(24,13),-0.780769 # DEPENDENCYPART_GRANDPAR
(19,24),(24,15),-0.820634 # DEPENDENCYPART_GRANDPAR
(19,24),(24,16),-0.455329 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.651134 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.51749 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.563538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),0.285581 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),-0.0371862 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.175447 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.302101 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.115128 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.264471 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.1496 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.365052 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),-0.389544 # DEPENDENCYPART_GRANDPAR
(19,24),(24,30),-0.320401 # DEPENDENCYPART_GRANDPAR
(19,24),(24,31),-0.421779 # DEPENDENCYPART_GRANDPAR
(19,24),(24,32),-0.294923 # DEPENDENCYPART_GRANDPAR
(19,24),(24,33),-0.229825 # DEPENDENCYPART_GRANDPAR
(19,24),(24,34),-0.469622 # DEPENDENCYPART_GRANDPAR
(19,27),(27,1),-0.938497 # DEPENDENCYPART_GRANDPAR
(19,27),(27,6),-0.732158 # DEPENDENCYPART_GRANDPAR
(19,27),(27,10),-0.793525 # DEPENDENCYPART_GRANDPAR
(19,27),(27,15),-0.85877 # DEPENDENCYPART_GRANDPAR
(19,27),(27,16),-0.45882 # DEPENDENCYPART_GRANDPAR
(19,27),(27,19),-0.555136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,27),(27,20),0.237451 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),-0.244668 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),-0.368093 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.306599 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.38933 # DEPENDENCYPART_GRANDPAR
(19,27),(27,29),-0.413821 # DEPENDENCYPART_GRANDPAR
(19,27),(27,30),-0.309987 # DEPENDENCYPART_GRANDPAR
(19,27),(27,31),-0.446259 # DEPENDENCYPART_GRANDPAR
(19,27),(27,32),-0.306891 # DEPENDENCYPART_GRANDPAR
(19,27),(27,33),-0.241793 # DEPENDENCYPART_GRANDPAR
(19,27),(27,34),-0.39732 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.27603 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.809146 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.687055 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.250832 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-0.537584 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),-0.69193 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),-0.30084 # DEPENDENCYPART_GRANDPAR
(20,2),(2,11),-0.503702 # DEPENDENCYPART_GRANDPAR
(20,2),(2,12),-0.275446 # DEPENDENCYPART_GRANDPAR
(20,2),(2,13),-0.376895 # DEPENDENCYPART_GRANDPAR
(20,2),(2,14),-0.231597 # DEPENDENCYPART_GRANDPAR
(20,2),(2,17),-0.689681 # DEPENDENCYPART_GRANDPAR
(20,2),(2,18),-0.330681 # DEPENDENCYPART_GRANDPAR
(20,2),(2,19),-0.15221 # DEPENDENCYPART_GRANDPAR
(20,2),(2,22),-0.822193 # DEPENDENCYPART_GRANDPAR
(20,2),(2,24),-0.56104 # DEPENDENCYPART_GRANDPAR
(20,2),(2,30),-0.75542 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.650038 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-1.27219 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),-0.0942938 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.0944427 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.133406 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.0736831 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.547486 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.194716 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),0.253724 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.0445223 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.185012 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.631028 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.325644 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.235298 # DEPENDENCYPART_GRANDPAR
(20,24),(24,2),-1.17673 # DEPENDENCYPART_GRANDPAR
(20,24),(24,3),-1.26941 # DEPENDENCYPART_GRANDPAR
(20,24),(24,4),-1.14181 # DEPENDENCYPART_GRANDPAR
(20,24),(24,6),-0.839317 # DEPENDENCYPART_GRANDPAR
(20,24),(24,7),-1.16712 # DEPENDENCYPART_GRANDPAR
(20,24),(24,8),-1.15219 # DEPENDENCYPART_GRANDPAR
(20,24),(24,9),-1.1987 # DEPENDENCYPART_GRANDPAR
(20,24),(24,10),-0.810045 # DEPENDENCYPART_GRANDPAR
(20,24),(24,11),-0.922008 # DEPENDENCYPART_GRANDPAR
(20,24),(24,12),-0.752004 # DEPENDENCYPART_GRANDPAR
(20,24),(24,13),-0.823138 # DEPENDENCYPART_GRANDPAR
(20,24),(24,15),-1.11304 # DEPENDENCYPART_GRANDPAR
(20,24),(24,16),-1.22398 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-1.17152 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.804534 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.634551 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.916289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),0.270895 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.174844 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.0982239 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.0234822 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.583569 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.244854 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.532872 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),-0.303836 # DEPENDENCYPART_GRANDPAR
(20,24),(24,30),-0.0328758 # DEPENDENCYPART_GRANDPAR
(20,24),(24,31),-0.334343 # DEPENDENCYPART_GRANDPAR
(20,24),(24,32),-0.277239 # DEPENDENCYPART_GRANDPAR
(20,24),(24,33),-0.278761 # DEPENDENCYPART_GRANDPAR
(20,24),(24,34),-0.746758 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.550335 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.197566 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.63868 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),-0.409644 # DEPENDENCYPART_GRANDPAR
(20,25),(25,30),-0.0600558 # DEPENDENCYPART_GRANDPAR
(20,25),(25,32),-0.384877 # DEPENDENCYPART_GRANDPAR
(20,25),(25,33),-0.394951 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.459925 # DEPENDENCYPART_GRANDPAR
(20,27),(27,1),-0.954898 # DEPENDENCYPART_GRANDPAR
(20,27),(27,6),-0.848328 # DEPENDENCYPART_GRANDPAR
(20,27),(27,10),-0.825519 # DEPENDENCYPART_GRANDPAR
(20,27),(27,15),-1.16543 # DEPENDENCYPART_GRANDPAR
(20,27),(27,16),-1.23167 # DEPENDENCYPART_GRANDPAR
(20,27),(27,19),-0.637838 # DEPENDENCYPART_GRANDPAR
(20,27),(27,20),-1.05288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,27),(27,24),-0.052061 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.388996 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.763466 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.432268 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.203232 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),-0.0608697 # DEPENDENCYPART_GRANDPAR
(20,27),(27,31),-0.234108 # DEPENDENCYPART_GRANDPAR
(20,27),(27,32),-0.289584 # DEPENDENCYPART_GRANDPAR
(20,27),(27,33),-0.291106 # DEPENDENCYPART_GRANDPAR
(20,27),(27,34),-0.623897 # DEPENDENCYPART_GRANDPAR
(20,30),(30,2),-1.17673 # DEPENDENCYPART_GRANDPAR
(20,30),(30,3),-1.26941 # DEPENDENCYPART_GRANDPAR
(20,30),(30,4),-1.14181 # DEPENDENCYPART_GRANDPAR
(20,30),(30,7),-1.16712 # DEPENDENCYPART_GRANDPAR
(20,30),(30,8),-1.15219 # DEPENDENCYPART_GRANDPAR
(20,30),(30,9),-1.1987 # DEPENDENCYPART_GRANDPAR
(20,30),(30,16),-1.22398 # DEPENDENCYPART_GRANDPAR
(20,30),(30,19),-0.634551 # DEPENDENCYPART_GRANDPAR
(20,30),(30,20),-0.916289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,30),(30,21),0.270895 # DEPENDENCYPART_GRANDPAR
(20,30),(30,25),-0.249972 # DEPENDENCYPART_GRANDPAR
(20,30),(30,26),-0.592448 # DEPENDENCYPART_GRANDPAR
(20,30),(30,27),0.0675719 # DEPENDENCYPART_GRANDPAR
(20,30),(30,28),-0.806325 # DEPENDENCYPART_GRANDPAR
(20,30),(30,29),-0.577289 # DEPENDENCYPART_GRANDPAR
(20,30),(30,31),-0.334343 # DEPENDENCYPART_GRANDPAR
(20,30),(30,32),-0.277239 # DEPENDENCYPART_GRANDPAR
(20,30),(30,33),-0.278761 # DEPENDENCYPART_GRANDPAR
(20,30),(30,34),-0.746758 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.680642 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.618316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.151608 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.194547 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.62908 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.546372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.376915 # DEPENDENCYPART_GRANDPAR
(21,24),(24,2),-1.04407 # DEPENDENCYPART_GRANDPAR
(21,24),(24,3),-1.07693 # DEPENDENCYPART_GRANDPAR
(21,24),(24,4),-1.01106 # DEPENDENCYPART_GRANDPAR
(21,24),(24,6),-0.753204 # DEPENDENCYPART_GRANDPAR
(21,24),(24,7),-0.973818 # DEPENDENCYPART_GRANDPAR
(21,24),(24,8),-1.07126 # DEPENDENCYPART_GRANDPAR
(21,24),(24,9),-0.817154 # DEPENDENCYPART_GRANDPAR
(21,24),(24,10),-0.814645 # DEPENDENCYPART_GRANDPAR
(21,24),(24,11),-0.841753 # DEPENDENCYPART_GRANDPAR
(21,24),(24,12),-0.621459 # DEPENDENCYPART_GRANDPAR
(21,24),(24,13),-0.789658 # DEPENDENCYPART_GRANDPAR
(21,24),(24,15),-0.979259 # DEPENDENCYPART_GRANDPAR
(21,24),(24,16),-0.869931 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-1.20237 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.762105 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.632603 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.358655 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.589049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.443921 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.101994 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.0204683 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.35604 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.0690615 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.158493 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),-0.266906 # DEPENDENCYPART_GRANDPAR
(21,24),(24,30),0.0220436 # DEPENDENCYPART_GRANDPAR
(21,24),(24,31),-0.326718 # DEPENDENCYPART_GRANDPAR
(21,24),(24,32),-0.35877 # DEPENDENCYPART_GRANDPAR
(21,24),(24,33),-0.185352 # DEPENDENCYPART_GRANDPAR
(21,24),(24,34),-0.608296 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.3399 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.0413469 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.289237 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),-0.39765 # DEPENDENCYPART_GRANDPAR
(21,25),(25,30),-0.0280479 # DEPENDENCYPART_GRANDPAR
(21,25),(25,32),-0.484298 # DEPENDENCYPART_GRANDPAR
(21,25),(25,33),-0.319431 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.288307 # DEPENDENCYPART_GRANDPAR
(21,27),(27,1),-0.847985 # DEPENDENCYPART_GRANDPAR
(21,27),(27,6),-0.762216 # DEPENDENCYPART_GRANDPAR
(21,27),(27,10),-0.830119 # DEPENDENCYPART_GRANDPAR
(21,27),(27,15),-1.03165 # DEPENDENCYPART_GRANDPAR
(21,27),(27,16),-0.877618 # DEPENDENCYPART_GRANDPAR
(21,27),(27,19),-0.63589 # DEPENDENCYPART_GRANDPAR
(21,27),(27,20),-0.411142 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),-0.0643891 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.391491 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.540623 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.0642702 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),-0.172683 # DEPENDENCYPART_GRANDPAR
(21,27),(27,30),-0.0102523 # DEPENDENCYPART_GRANDPAR
(21,27),(27,31),-0.232865 # DEPENDENCYPART_GRANDPAR
(21,27),(27,32),-0.375436 # DEPENDENCYPART_GRANDPAR
(21,27),(27,33),-0.202018 # DEPENDENCYPART_GRANDPAR
(21,27),(27,34),-0.489579 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.398653 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.41166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.467467 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.845592 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-1.42638 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-1.20142 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-0.916398 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.707936 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.415397 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.85464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,26),-0.590102 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.32569 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.95143 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.828853 # DEPENDENCYPART_GRANDPAR
(22,25),(25,30),-0.374161 # DEPENDENCYPART_GRANDPAR
(22,25),(25,32),-1.23851 # DEPENDENCYPART_GRANDPAR
(22,25),(25,33),-1.23345 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),-0.144862 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.253212 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.0115956 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),0.0400666 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),0.0442644 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-1.25079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,24),-0.349678 # DEPENDENCYPART_GRANDPAR
(23,19),(19,27),-0.900589 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.253114 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.141482 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.24978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.333394 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.936223 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.744351 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),-0.922886 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.0558668 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.25344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,25),-0.889099 # DEPENDENCYPART_GRANDPAR
(24,2),(2,1),-0.347003 # DEPENDENCYPART_GRANDPAR
(24,2),(2,3),-0.0458627 # DEPENDENCYPART_GRANDPAR
(24,2),(2,4),-0.0767192 # DEPENDENCYPART_GRANDPAR
(24,2),(2,6),0.0316886 # DEPENDENCYPART_GRANDPAR
(24,2),(2,7),0.0446408 # DEPENDENCYPART_GRANDPAR
(24,2),(2,8),0.0232046 # DEPENDENCYPART_GRANDPAR
(24,2),(2,10),-0.154514 # DEPENDENCYPART_GRANDPAR
(24,2),(2,11),-0.0177338 # DEPENDENCYPART_GRANDPAR
(24,2),(2,12),0.103406 # DEPENDENCYPART_GRANDPAR
(24,2),(2,13),-0.320443 # DEPENDENCYPART_GRANDPAR
(24,2),(2,14),0.00511112 # DEPENDENCYPART_GRANDPAR
(24,2),(2,17),-0.0122026 # DEPENDENCYPART_GRANDPAR
(24,2),(2,18),0.127545 # DEPENDENCYPART_GRANDPAR
(24,2),(2,19),0.436554 # DEPENDENCYPART_GRANDPAR
(24,2),(2,22),0.111133 # DEPENDENCYPART_GRANDPAR
(24,2),(2,24),-1.02913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,2),(2,30),-0.611662 # DEPENDENCYPART_GRANDPAR
(24,3),(3,1),-0.294685 # DEPENDENCYPART_GRANDPAR
(24,3),(3,2),-0.0501013 # DEPENDENCYPART_GRANDPAR
(24,3),(3,4),-0.0976812 # DEPENDENCYPART_GRANDPAR
(24,3),(3,5),-0.175664 # DEPENDENCYPART_GRANDPAR
(24,3),(3,6),-0.120247 # DEPENDENCYPART_GRANDPAR
(24,3),(3,7),0.0554465 # DEPENDENCYPART_GRANDPAR
(24,3),(3,8),0.0101542 # DEPENDENCYPART_GRANDPAR
(24,3),(3,9),-0.249287 # DEPENDENCYPART_GRANDPAR
(24,3),(3,10),-0.0584599 # DEPENDENCYPART_GRANDPAR
(24,3),(3,11),-0.111663 # DEPENDENCYPART_GRANDPAR
(24,3),(3,14),0.112191 # DEPENDENCYPART_GRANDPAR
(24,4),(4,1),-0.295574 # DEPENDENCYPART_GRANDPAR
(24,4),(4,2),-0.0531197 # DEPENDENCYPART_GRANDPAR
(24,4),(4,3),-0.0247874 # DEPENDENCYPART_GRANDPAR
(24,4),(4,5),-0.172415 # DEPENDENCYPART_GRANDPAR
(24,4),(4,6),-0.11864 # DEPENDENCYPART_GRANDPAR
(24,4),(4,7),0.0570796 # DEPENDENCYPART_GRANDPAR
(24,4),(4,8),0.0148538 # DEPENDENCYPART_GRANDPAR
(24,4),(4,9),-0.246039 # DEPENDENCYPART_GRANDPAR
(24,4),(4,10),-0.0556008 # DEPENDENCYPART_GRANDPAR
(24,4),(4,14),0.1138 # DEPENDENCYPART_GRANDPAR
(24,6),(6,3),-0.0834355 # DEPENDENCYPART_GRANDPAR
(24,6),(6,4),-0.117807 # DEPENDENCYPART_GRANDPAR
(24,6),(6,7),-0.0537195 # DEPENDENCYPART_GRANDPAR
(24,6),(6,8),-0.00592597 # DEPENDENCYPART_GRANDPAR
(24,7),(7,1),-0.376331 # DEPENDENCYPART_GRANDPAR
(24,7),(7,3),-0.0491089 # DEPENDENCYPART_GRANDPAR
(24,7),(7,4),-0.0914499 # DEPENDENCYPART_GRANDPAR
(24,7),(7,6),-0.0296084 # DEPENDENCYPART_GRANDPAR
(24,7),(7,8),-0.055148 # DEPENDENCYPART_GRANDPAR
(24,7),(7,9),-0.340356 # DEPENDENCYPART_GRANDPAR
(24,7),(7,10),-0.23002 # DEPENDENCYPART_GRANDPAR
(24,7),(7,11),-0.11228 # DEPENDENCYPART_GRANDPAR
(24,7),(7,12),0.0294747 # DEPENDENCYPART_GRANDPAR
(24,7),(7,13),-0.376074 # DEPENDENCYPART_GRANDPAR
(24,7),(7,14),-0.0477829 # DEPENDENCYPART_GRANDPAR
(24,7),(7,15),0.104956 # DEPENDENCYPART_GRANDPAR
(24,7),(7,17),-0.0815529 # DEPENDENCYPART_GRANDPAR
(24,7),(7,18),0.068887 # DEPENDENCYPART_GRANDPAR
(24,7),(7,19),0.362623 # DEPENDENCYPART_GRANDPAR
(24,7),(7,20),0.0799908 # DEPENDENCYPART_GRANDPAR
(24,7),(7,21),0.235259 # DEPENDENCYPART_GRANDPAR
(24,7),(7,22),0.041616 # DEPENDENCYPART_GRANDPAR
(24,7),(7,23),0.140999 # DEPENDENCYPART_GRANDPAR
(24,7),(7,24),-1.02863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,7),(7,25),-0.314022 # DEPENDENCYPART_GRANDPAR
(24,7),(7,28),-0.999878 # DEPENDENCYPART_GRANDPAR
(24,7),(7,29),-1.15725 # DEPENDENCYPART_GRANDPAR
(24,7),(7,30),-0.611169 # DEPENDENCYPART_GRANDPAR
(24,7),(7,32),-0.834577 # DEPENDENCYPART_GRANDPAR
(24,7),(7,33),-0.694717 # DEPENDENCYPART_GRANDPAR
(24,7),(7,34),-0.99634 # DEPENDENCYPART_GRANDPAR
(24,8),(8,2),-0.0517636 # DEPENDENCYPART_GRANDPAR
(24,8),(8,6),-0.0553981 # DEPENDENCYPART_GRANDPAR
(24,8),(8,9),-0.246003 # DEPENDENCYPART_GRANDPAR
(24,8),(8,10),-0.0555206 # DEPENDENCYPART_GRANDPAR
(24,8),(8,11),-0.110015 # DEPENDENCYPART_GRANDPAR
(24,8),(8,12),-0.000339614 # DEPENDENCYPART_GRANDPAR
(24,8),(8,13),-0.379137 # DEPENDENCYPART_GRANDPAR
(24,8),(8,14),0.113839 # DEPENDENCYPART_GRANDPAR
(24,8),(8,15),0.175008 # DEPENDENCYPART_GRANDPAR
(24,8),(8,16),0.020857 # DEPENDENCYPART_GRANDPAR
(24,8),(8,17),-0.0846739 # DEPENDENCYPART_GRANDPAR
(24,8),(8,18),0.11957 # DEPENDENCYPART_GRANDPAR
(24,8),(8,20),0.15436 # DEPENDENCYPART_GRANDPAR
(24,9),(9,10),-0.163048 # DEPENDENCYPART_GRANDPAR
(24,9),(9,11),-0.0864349 # DEPENDENCYPART_GRANDPAR
(24,10),(10,1),-0.340906 # DEPENDENCYPART_GRANDPAR
(24,10),(10,6),-0.0288115 # DEPENDENCYPART_GRANDPAR
(24,10),(10,8),0.0727418 # DEPENDENCYPART_GRANDPAR
(24,10),(10,9),-0.224408 # DEPENDENCYPART_GRANDPAR
(24,10),(10,11),-0.123533 # DEPENDENCYPART_GRANDPAR
(24,10),(10,12),0.117649 # DEPENDENCYPART_GRANDPAR
(24,10),(10,13),-0.244316 # DEPENDENCYPART_GRANDPAR
(24,10),(10,14),-0.0299171 # DEPENDENCYPART_GRANDPAR
(24,10),(10,15),0.142815 # DEPENDENCYPART_GRANDPAR
(24,10),(10,18),0.104557 # DEPENDENCYPART_GRANDPAR
(24,11),(11,12),0.129069 # DEPENDENCYPART_GRANDPAR
(24,11),(11,13),-0.208499 # DEPENDENCYPART_GRANDPAR
(24,11),(11,17),0.0313528 # DEPENDENCYPART_GRANDPAR
(24,12),(12,8),-0.0464694 # DEPENDENCYPART_GRANDPAR
(24,12),(12,10),-0.37005 # DEPENDENCYPART_GRANDPAR
(24,12),(12,13),-0.355696 # DEPENDENCYPART_GRANDPAR
(24,12),(12,14),-0.066425 # DEPENDENCYPART_GRANDPAR
(24,12),(12,15),0.0997548 # DEPENDENCYPART_GRANDPAR
(24,12),(12,17),-0.163745 # DEPENDENCYPART_GRANDPAR
(24,12),(12,18),0.0191762 # DEPENDENCYPART_GRANDPAR
(24,13),(13,2),-0.00228978 # DEPENDENCYPART_GRANDPAR
(24,13),(13,11),-0.0638582 # DEPENDENCYPART_GRANDPAR
(24,13),(13,12),0.052299 # DEPENDENCYPART_GRANDPAR
(24,15),(15,16),0.020857 # DEPENDENCYPART_GRANDPAR
(24,15),(15,17),-0.0846739 # DEPENDENCYPART_GRANDPAR
(24,15),(15,18),0.11957 # DEPENDENCYPART_GRANDPAR
(24,15),(15,19),0.325241 # DEPENDENCYPART_GRANDPAR
(24,15),(15,20),0.15436 # DEPENDENCYPART_GRANDPAR
(24,15),(15,21),0.304593 # DEPENDENCYPART_GRANDPAR
(24,15),(15,22),0.0619141 # DEPENDENCYPART_GRANDPAR
(24,15),(15,23),0.137936 # DEPENDENCYPART_GRANDPAR
(24,15),(15,24),-0.849917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,15),(15,25),-0.187215 # DEPENDENCYPART_GRANDPAR
(24,15),(15,27),-0.521917 # DEPENDENCYPART_GRANDPAR
(24,15),(15,30),-0.432453 # DEPENDENCYPART_GRANDPAR
(24,16),(16,17),-0.089517 # DEPENDENCYPART_GRANDPAR
(24,17),(17,12),0.053901 # DEPENDENCYPART_GRANDPAR
(24,17),(17,13),-0.260329 # DEPENDENCYPART_GRANDPAR
(24,17),(17,15),0.120985 # DEPENDENCYPART_GRANDPAR
(24,17),(17,16),-0.0830196 # DEPENDENCYPART_GRANDPAR
(24,17),(17,18),0.16829 # DEPENDENCYPART_GRANDPAR
(24,17),(17,19),0.436891 # DEPENDENCYPART_GRANDPAR
(24,17),(17,20),0.17392 # DEPENDENCYPART_GRANDPAR
(24,18),(18,14),-0.0577585 # DEPENDENCYPART_GRANDPAR
