# _root_ وَ تُعارِضُ إِيرانُ ، ثانِي أَكْبَرِ مُنْتِجٍ لِ النَفْطِ فِي أُوبِك حَيْثُ يَبْلُغُ إِنْتاجُ ها 3,7 مِلْيُون بَرْمِيلٍ فِي اليَوْمِ بَيْنَ ها 2,4 مِلْيُون بَرْمِيلٍ مُخَصَّصَةٍ لِ التَصْدِيرِ ، أَيَّ رَفْعٍ لِ الإِنْتاجِ رَغْمَ اِعْتِمادِ ها عَلَى عائِداتِ النَفْطِ .
#goldHeads=0,0,4,2,4,5,6,7,8,6,10,11,12,13,14,13,16,17,18,19,16,21,21,23,24,23,26,27,4,2,30,31,32,2,34,35,35,37,38,0,
#predictedHeads=0,0,2,3,2,5,6,7,8,9,10,11,12,13,14,13,16,17,13,19,23,21,26,23,24,16,26,27,28,13,30,31,32,30,34,35,35,37,38,0,
(18,16),(16,26),-1.89215 # DEPENDENCYPART_GRANDPAR
(18,16),(16,29),-1.36731 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.195059 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.132443 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.09133 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.0297425 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.62645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.552818 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.937455 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.932199 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.96792 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.807835 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-1.29621 # DEPENDENCYPART_GRANDPAR
(18,17),(17,25),-1.33315 # DEPENDENCYPART_GRANDPAR
(18,17),(17,27),-0.974098 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.884297 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.680567 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.389544 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.996419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.000789979 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.305387 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.0952996 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.128182 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.362285 # DEPENDENCYPART_GRANDPAR
(18,19),(19,28),-0.419316 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.723913 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.293753 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.188197 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.178761 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.603259 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.637964 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-1.22123 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.385142 # DEPENDENCYPART_GRANDPAR
(18,21),(21,1),-0.891818 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.881334 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.386581 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.987688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.0730142 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.294309 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.0566137 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.166512 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.433042 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.47234 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-1.18767 # DEPENDENCYPART_GRANDPAR
(18,21),(21,28),-0.495745 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-1.02727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,20),-0.327927 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.603932 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.819535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,20),-0.120194 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.154211 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.320349 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.559778 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.577697 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-1.22458 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.438589 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.651915 # DEPENDENCYPART_GRANDPAR
(18,23),(23,32),-0.708436 # DEPENDENCYPART_GRANDPAR
(18,23),(23,40),-1.16202 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.701094 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-1.4664 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.430376 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.74334 # DEPENDENCYPART_GRANDPAR
(18,27),(27,30),-0.506285 # DEPENDENCYPART_GRANDPAR
(18,27),(27,31),-0.66718 # DEPENDENCYPART_GRANDPAR
(18,27),(27,33),-0.51071 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.178782 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.142651 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.100334 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.263754 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.162103 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.24301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.458862 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-0.973757 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-1.24193 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.820273 # DEPENDENCYPART_GRANDPAR
(19,14),(14,24),-1.10571 # DEPENDENCYPART_GRANDPAR
(19,14),(14,27),-0.984982 # DEPENDENCYPART_GRANDPAR
(19,14),(14,32),-1.12372 # DEPENDENCYPART_GRANDPAR
(19,14),(14,34),-0.773996 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.310913 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.32447 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),0.024534 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.169771 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.128722 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.0638897 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.164339 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.24301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.458893 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.973758 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-1.24193 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.820289 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-1.10574 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-1.39619 # DEPENDENCYPART_GRANDPAR
(19,17),(17,27),-0.984982 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.128069 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.0650213 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.0958989 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.24301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.458862 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.973757 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-1.24192 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.820273 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-0.984982 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.793139 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),-0.275701 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.54376 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.0743925 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.333011 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.61482 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.316293 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.257966 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-0.78549 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.964865 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.88387 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.782587 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.72495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.0602381 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.604163 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.268206 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.424193 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.710734 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.477385 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.526865 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.722821 # DEPENDENCYPART_GRANDPAR
(19,22),(22,20),0.108133 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.447156 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.721746 # DEPENDENCYPART_GRANDPAR
(19,23),(23,20),0.141482 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.351943 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.733859 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.384587 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.651874 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.405814 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.40793 # DEPENDENCYPART_GRANDPAR
(19,23),(23,29),-0.403941 # DEPENDENCYPART_GRANDPAR
(19,23),(23,32),-0.54667 # DEPENDENCYPART_GRANDPAR
(19,23),(23,40),-0.354277 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.591584 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.256704 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.58824 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.341829 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.264015 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.408331 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),-0.428986 # DEPENDENCYPART_GRANDPAR
(19,24),(24,30),-0.512628 # DEPENDENCYPART_GRANDPAR
(19,24),(24,31),-0.744721 # DEPENDENCYPART_GRANDPAR
(19,24),(24,32),-0.402755 # DEPENDENCYPART_GRANDPAR
(19,24),(24,33),-0.645941 # DEPENDENCYPART_GRANDPAR
(19,24),(24,34),-0.0929638 # DEPENDENCYPART_GRANDPAR
(19,24),(24,37),-0.565101 # DEPENDENCYPART_GRANDPAR
(19,28),(28,29),-0.387001 # DEPENDENCYPART_GRANDPAR
(19,28),(28,30),-0.506011 # DEPENDENCYPART_GRANDPAR
(19,28),(28,31),-0.738104 # DEPENDENCYPART_GRANDPAR
(19,28),(28,32),-0.4172 # DEPENDENCYPART_GRANDPAR
(19,28),(28,33),-0.639324 # DEPENDENCYPART_GRANDPAR
(19,28),(28,34),-0.096182 # DEPENDENCYPART_GRANDPAR
(19,28),(28,35),-0.710444 # DEPENDENCYPART_GRANDPAR
(19,28),(28,36),-1.17804 # DEPENDENCYPART_GRANDPAR
(19,28),(28,37),-0.568287 # DEPENDENCYPART_GRANDPAR
(19,28),(28,39),-0.813972 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.448289 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.23163 # DEPENDENCYPART_GRANDPAR
(20,21),(21,1),-1.09187 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-1.08224 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.777812 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.797354 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.724249 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.789611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.184717 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.123098 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.13187 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.527157 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.711334 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),-0.469264 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.759159 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.822906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,24),-0.294125 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.758978 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.615178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.322422 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.0654101 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.24997 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.623877 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.739626 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.278522 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),-0.178594 # DEPENDENCYPART_GRANDPAR
(20,23),(23,32),-0.475232 # DEPENDENCYPART_GRANDPAR
(20,23),(23,40),-0.669069 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.0788794 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.090098 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.556506 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.680919 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.15435 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.504407 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),-0.117891 # DEPENDENCYPART_GRANDPAR
(20,24),(24,30),-0.52765 # DEPENDENCYPART_GRANDPAR
(20,24),(24,31),-0.762887 # DEPENDENCYPART_GRANDPAR
(20,24),(24,32),-0.35106 # DEPENDENCYPART_GRANDPAR
(20,24),(24,33),-0.647483 # DEPENDENCYPART_GRANDPAR
(20,24),(24,34),-0.523021 # DEPENDENCYPART_GRANDPAR
(20,24),(24,37),-0.363826 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.0803094 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.696293 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.171512 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.510032 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),-0.121581 # DEPENDENCYPART_GRANDPAR
(20,25),(25,30),-0.533275 # DEPENDENCYPART_GRANDPAR
(20,25),(25,31),-0.768512 # DEPENDENCYPART_GRANDPAR
(20,25),(25,32),-0.368222 # DEPENDENCYPART_GRANDPAR
(20,25),(25,34),-0.535724 # DEPENDENCYPART_GRANDPAR
(20,25),(25,37),-0.376496 # DEPENDENCYPART_GRANDPAR
(20,26),(26,17),-0.748287 # DEPENDENCYPART_GRANDPAR
(20,26),(26,22),-0.108622 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),-0.160796 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.336375 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.728845 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.151541 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.600104 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),-0.152314 # DEPENDENCYPART_GRANDPAR
(20,26),(26,30),-0.617876 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.747653 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.981105 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.396639 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.27568 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),-0.424886 # DEPENDENCYPART_GRANDPAR
(20,27),(27,31),-0.658775 # DEPENDENCYPART_GRANDPAR
(20,27),(27,33),-0.554581 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),0.0502228 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),-0.104582 # DEPENDENCYPART_GRANDPAR
(21,1),(1,4),-0.181755 # DEPENDENCYPART_GRANDPAR
(21,1),(1,6),-0.0667527 # DEPENDENCYPART_GRANDPAR
(21,1),(1,8),-0.0144675 # DEPENDENCYPART_GRANDPAR
(21,1),(1,16),0.0998901 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.211948 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.0442308 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.118931 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.267173 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.195054 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),0.010756 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),-0.140416 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-1.20709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,22),-0.299821 # DEPENDENCYPART_GRANDPAR
(21,14),(14,23),-0.338827 # DEPENDENCYPART_GRANDPAR
(21,14),(14,24),-0.77297 # DEPENDENCYPART_GRANDPAR
(21,14),(14,27),-0.667027 # DEPENDENCYPART_GRANDPAR
(21,14),(14,32),-0.971679 # DEPENDENCYPART_GRANDPAR
(21,14),(14,34),-1.03515 # DEPENDENCYPART_GRANDPAR
(21,17),(17,2),-0.0548765 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.209216 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.0642479 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.0406835 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.197277 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.0105905 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.142639 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.20709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.299822 # DEPENDENCYPART_GRANDPAR
(21,17),(17,23),-0.338843 # DEPENDENCYPART_GRANDPAR
(21,17),(17,24),-0.773001 # DEPENDENCYPART_GRANDPAR
(21,17),(17,25),-0.907261 # DEPENDENCYPART_GRANDPAR
(21,17),(17,27),-0.667028 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.0636033 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.0395602 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.189495 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.010756 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.140416 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.20709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.299821 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.338827 # DEPENDENCYPART_GRANDPAR
(21,18),(18,27),-0.667027 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.233913 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.061272 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.212556 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.136852 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.232955 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.21501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.286762 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.347647 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.768598 # DEPENDENCYPART_GRANDPAR
(21,19),(19,28),-1.082 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.0366657 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.20721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.299876 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.338884 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.773106 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.907366 # DEPENDENCYPART_GRANDPAR
(21,20),(20,26),-0.912333 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),-0.66715 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.788271 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.721769 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.130066 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.787222 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.72072 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.593903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.226843 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.0788347 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.189929 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.296052 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.107854 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),-0.331585 # DEPENDENCYPART_GRANDPAR
(21,23),(23,32),-0.412505 # DEPENDENCYPART_GRANDPAR
(21,23),(23,40),-0.808395 # DEPENDENCYPART_GRANDPAR
(21,24),(24,22),0.3627 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.261823 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.160196 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.328854 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.0233972 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.335333 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),-0.327327 # DEPENDENCYPART_GRANDPAR
(21,24),(24,30),-0.506223 # DEPENDENCYPART_GRANDPAR
(21,24),(24,31),-0.782967 # DEPENDENCYPART_GRANDPAR
(21,24),(24,32),-0.328048 # DEPENDENCYPART_GRANDPAR
(21,24),(24,33),-0.802777 # DEPENDENCYPART_GRANDPAR
(21,24),(24,34),-0.41027 # DEPENDENCYPART_GRANDPAR
(21,24),(24,37),-0.60739 # DEPENDENCYPART_GRANDPAR
(21,25),(25,22),0.362859 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.334319 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.030872 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.335919 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),-0.326096 # DEPENDENCYPART_GRANDPAR
(21,25),(25,30),-0.506809 # DEPENDENCYPART_GRANDPAR
(21,25),(25,31),-0.783553 # DEPENDENCYPART_GRANDPAR
(21,25),(25,32),-0.335523 # DEPENDENCYPART_GRANDPAR
(21,25),(25,34),-0.414805 # DEPENDENCYPART_GRANDPAR
(21,25),(25,37),-0.611893 # DEPENDENCYPART_GRANDPAR
(21,26),(26,17),-0.866461 # DEPENDENCYPART_GRANDPAR
(21,26),(26,22),0.261654 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),0.279882 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),-0.149543 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.283617 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),0.0433465 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.252221 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),-0.238488 # DEPENDENCYPART_GRANDPAR
(21,26),(26,30),-0.417555 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),-0.298771 # DEPENDENCYPART_GRANDPAR
(21,28),(28,30),-0.506325 # DEPENDENCYPART_GRANDPAR
(21,28),(28,31),-0.783068 # DEPENDENCYPART_GRANDPAR
(21,28),(28,32),-0.349221 # DEPENDENCYPART_GRANDPAR
(21,28),(28,33),-0.802878 # DEPENDENCYPART_GRANDPAR
(21,28),(28,34),-0.420215 # DEPENDENCYPART_GRANDPAR
(21,28),(28,35),-1.0349 # DEPENDENCYPART_GRANDPAR
(21,28),(28,36),-0.806383 # DEPENDENCYPART_GRANDPAR
(21,28),(28,37),-0.617303 # DEPENDENCYPART_GRANDPAR
(21,28),(28,39),-1.35131 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.379032 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.258904 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.324198 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.0890459 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),0.0686423 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),-0.0261359 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.24356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),-0.369247 # DEPENDENCYPART_GRANDPAR
(22,18),(18,27),-0.768615 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.371304 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.0264448 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.24356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.369249 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.790993 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.935003 # DEPENDENCYPART_GRANDPAR
(22,20),(20,26),-0.793334 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-0.768662 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.544298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.226275 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.286888 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.201379 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.177116 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.497832 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.298074 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),-0.4081 # DEPENDENCYPART_GRANDPAR
