# _root_ وَ وَقَعَت الهَزَّةُ فِي الساعَةِ 10,30 بِ التَوْقِيتِ المَحَلِّيِّ ( 1,30 تغ ) فِي هٰذِهِ الجَزِيرَةِ الَّتِي تَقَعُ عَلَى بُعْدِ 150 كلم جَنُوبَ طُوكِيُو وَ تُؤْوِي 3100 نَسَمَةٍ .
#goldHeads=0,0,2,2,4,5,6,7,8,5,5,11,5,2,16,14,16,25,18,19,20,21,18,23,16,25,26,27,0,
#predictedHeads=0,0,2,2,4,5,2,7,8,7,10,11,10,2,16,14,16,16,18,19,20,21,21,23,20,25,26,27,0,
(15,18),(18,11),-0.871854 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.733036 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.130491 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.169364 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.126268 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.321876 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.372252 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.381683 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.180839 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.308386 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.372059 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),-0.436613 # DEPENDENCYPART_GRANDPAR
(15,18),(18,28),-0.437867 # DEPENDENCYPART_GRANDPAR
(15,18),(18,29),-0.531955 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.32178 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.350913 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.309571 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.374898 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.153198 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.253902 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.277662 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-1.18809 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.498845 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-1.04704 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.256811 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.404985 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.83814 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.560304 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.409685 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),-0.330404 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),-0.470161 # DEPENDENCYPART_GRANDPAR
(16,2),(2,14),-0.319705 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-1.12069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,17),-0.218903 # DEPENDENCYPART_GRANDPAR
(16,2),(2,19),-0.56591 # DEPENDENCYPART_GRANDPAR
(16,2),(2,20),-1.07602 # DEPENDENCYPART_GRANDPAR
(16,2),(2,21),-0.689103 # DEPENDENCYPART_GRANDPAR
(16,2),(2,23),-1.09893 # DEPENDENCYPART_GRANDPAR
(16,2),(2,25),-0.799294 # DEPENDENCYPART_GRANDPAR
(16,2),(2,28),-1.25413 # DEPENDENCYPART_GRANDPAR
(16,2),(2,29),-1.36675 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.322558 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.22537 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.765782 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.0891259 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.165547 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.317118 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),-0.240228 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),-0.04623 # DEPENDENCYPART_GRANDPAR
(16,3),(3,17),-0.261419 # DEPENDENCYPART_GRANDPAR
(16,3),(3,18),-0.590392 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.316228 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.776579 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.941397 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.189214 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.304614 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.730753 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.546739 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.322321 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.884054 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.0891269 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.159103 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.544288 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.301107 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.192357 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.16272 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.240234 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),-0.0397857 # DEPENDENCYPART_GRANDPAR
(16,5),(5,17),-0.261426 # DEPENDENCYPART_GRANDPAR
(16,5),(5,18),-0.5904 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.278473 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.742588 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.383093 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.645246 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.0287535 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.689915 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.496854 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.272608 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.251269 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),-0.350498 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.09894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,6),-0.0685699 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.317119 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.192357 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.16272 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.240229 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.274207 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.0465682 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.14501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.261419 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-0.590392 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.847975 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.155344 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.332669 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.249131 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.380018 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.634023 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.904845 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.363902 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.776348 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.0521838 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.341771 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.555581 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.226753 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.107499 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.259076 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.251543 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.125083 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.05962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,26),-0.631489 # DEPENDENCYPART_GRANDPAR
(16,10),(10,28),-1.19306 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.671924 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.145894 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.379709 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.152097 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.316228 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.221687 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.387027 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.09553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.214667 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.545254 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-1.05086 # DEPENDENCYPART_GRANDPAR
(16,14),(14,25),-0.797178 # DEPENDENCYPART_GRANDPAR
(16,14),(14,29),-1.34853 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.05529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.549504 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.537702 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.965171 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-1.22065 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.926373 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),-0.229386 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.0559071 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.98138 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-1.68625 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-1.01936 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-1.54424 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.97721 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-1.33631 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.801829 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.840222 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.623626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.265105 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.186679 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.0688299 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.0254856 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.115477 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.15347 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.117281 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.0274151 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),-0.206372 # DEPENDENCYPART_GRANDPAR
(16,18),(18,28),-0.248172 # DEPENDENCYPART_GRANDPAR
(16,18),(18,29),-0.709994 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.133945 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.00909714 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.0386424 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.170145 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.158597 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.0773983 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.0329777 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.0877658 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.323983 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.257093 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.140474 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),0.0145602 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),-0.271785 # DEPENDENCYPART_GRANDPAR
(16,20),(20,28),-0.467891 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.342006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,19),0.21299 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.29647 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.0436594 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.348394 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.227457 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.0509133 # DEPENDENCYPART_GRANDPAR
(16,21),(21,29),-0.797737 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.0815531 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.395484 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.317712 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),0.0708447 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.338794 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.118826 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.262997 # DEPENDENCYPART_GRANDPAR
(16,25),(25,1),-1.00797 # DEPENDENCYPART_GRANDPAR
(16,25),(25,2),-1.28201 # DEPENDENCYPART_GRANDPAR
(16,25),(25,3),-1.63386 # DEPENDENCYPART_GRANDPAR
(16,25),(25,4),-1.00389 # DEPENDENCYPART_GRANDPAR
(16,25),(25,5),-1.4919 # DEPENDENCYPART_GRANDPAR
(16,25),(25,7),-0.960063 # DEPENDENCYPART_GRANDPAR
(16,25),(25,8),-1.28392 # DEPENDENCYPART_GRANDPAR
(16,25),(25,9),-1.03328 # DEPENDENCYPART_GRANDPAR
(16,25),(25,11),-0.798541 # DEPENDENCYPART_GRANDPAR
(16,25),(25,15),-0.940034 # DEPENDENCYPART_GRANDPAR
(16,25),(25,16),-0.467175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,25),(25,17),0.516312 # DEPENDENCYPART_GRANDPAR
(16,25),(25,18),0.3888 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),0.183331 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),-0.417118 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),-0.0647854 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),0.0281136 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.445611 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.359249 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.0122755 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.216206 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-0.336014 # DEPENDENCYPART_GRANDPAR
(16,25),(25,29),-0.826107 # DEPENDENCYPART_GRANDPAR
(16,26),(26,19),-0.0346179 # DEPENDENCYPART_GRANDPAR
(16,26),(26,20),-0.571375 # DEPENDENCYPART_GRANDPAR
(16,26),(26,21),-0.212417 # DEPENDENCYPART_GRANDPAR
(16,26),(26,23),-0.591069 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),-0.557472 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),-0.290029 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),-0.205681 # DEPENDENCYPART_GRANDPAR
(16,26),(26,28),-0.245133 # DEPENDENCYPART_GRANDPAR
(16,26),(26,29),-0.709303 # DEPENDENCYPART_GRANDPAR
(16,27),(27,23),-0.321711 # DEPENDENCYPART_GRANDPAR
(16,27),(27,28),-0.513389 # DEPENDENCYPART_GRANDPAR
(16,27),(27,29),-0.793683 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),0.116342 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.227613 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.0858663 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.109348 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.223898 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.220069 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.262621 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.0910287 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.0634344 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.19937 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.202015 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.201633 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),-0.0510085 # DEPENDENCYPART_GRANDPAR
(17,2),(2,13),-0.219165 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),-0.0451973 # DEPENDENCYPART_GRANDPAR
(17,2),(2,16),0.038415 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-1.12729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,19),-0.896343 # DEPENDENCYPART_GRANDPAR
(17,2),(2,20),-0.949583 # DEPENDENCYPART_GRANDPAR
(17,2),(2,21),-0.760742 # DEPENDENCYPART_GRANDPAR
(17,2),(2,23),-1.00551 # DEPENDENCYPART_GRANDPAR
(17,2),(2,25),-0.826508 # DEPENDENCYPART_GRANDPAR
(17,2),(2,28),-1.05988 # DEPENDENCYPART_GRANDPAR
(17,2),(2,29),-0.937012 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.0904724 # DEPENDENCYPART_GRANDPAR
(17,15),(15,18),-0.177543 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.873816 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-0.621331 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.819411 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.787417 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.85811 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.666501 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.794882 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.605873 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.612546 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.557097 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.612667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.292274 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.280778 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.195959 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.348053 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.168594 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.314467 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.282 # DEPENDENCYPART_GRANDPAR
(17,18),(18,27),-0.41486 # DEPENDENCYPART_GRANDPAR
(17,18),(18,28),-0.391073 # DEPENDENCYPART_GRANDPAR
(17,18),(18,29),-0.372289 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.237555 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.145888 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.183324 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.298141 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.112221 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.2261 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.760751 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.712258 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.696654 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.38523 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.630116 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-1.08487 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.738665 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.58359 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-1.27814 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),-0.556996 # DEPENDENCYPART_GRANDPAR
(18,3),(3,14),-0.465229 # DEPENDENCYPART_GRANDPAR
(18,3),(3,17),-0.105596 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-1.66483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,1),-0.46453 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.678373 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-1.09504 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.716872 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.709907 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.898663 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-1.43471 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.39807 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.856197 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.738782 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.577285 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.867334 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-1.26227 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.608003 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.706722 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),-0.557117 # DEPENDENCYPART_GRANDPAR
(18,5),(5,14),-0.458924 # DEPENDENCYPART_GRANDPAR
(18,5),(5,17),-0.105713 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-1.66485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,1),-0.380083 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.622903 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.680596 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.804362 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.615802 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.90629 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-1.41653 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.585617 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.700363 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),-0.106917 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),-0.442424 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.69543 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-1.27814 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.607886 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.706605 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.556996 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.716881 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.465566 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.409053 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),-0.105423 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-1.66483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,8),-0.881255 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.594455 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.609832 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.716826 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.539615 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.269543 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.61076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.160276 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.46453 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.551543 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.163412 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.434768 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.238458 # DEPENDENCYPART_GRANDPAR
(18,14),(14,19),-0.171335 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.737606 # DEPENDENCYPART_GRANDPAR
(18,14),(14,25),-0.806845 # DEPENDENCYPART_GRANDPAR
(18,14),(14,29),-0.89638 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.640597 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.861371 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.706711 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-1.02149 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.780449 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.841538 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-1.22512 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.631817 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.685801 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.541825 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0529671 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.105596 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.66483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.208694 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.781803 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.667356 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.811572 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.949598 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.799222 # DEPENDENCYPART_GRANDPAR
(18,16),(16,26),-1.20785 # DEPENDENCYPART_GRANDPAR
(18,16),(16,27),-0.996882 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.397236 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.747538 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.0682982 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.62157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.168216 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.271418 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.0685937 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.107126 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),0.318411 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.0729926 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.0578221 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.00858889 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.177589 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),0.0658421 # DEPENDENCYPART_GRANDPAR
