# _root_ كَما أَعْلَنَت أَنَّ طائِراتِ مُكافَحَةِ المُخَدِّراتِ , وَ هِيَ جُزْءٌ مِن بَرْنامَجِ المُراقَبَةِ الجَوِّيَّةِ الَّذِي تُمَوِّلُ هُ الوِلاياتُ المُتَّحِدَةُ , سَ يَتِمُّ اِسْتِئْنافُ العَمَلِ بِ ها قَرِيباً جِدّاً .
#goldHeads=0,0,2,22,4,5,10,10,10,4,10,11,12,13,12,12,16,16,18,10,22,3,22,23,24,25,22,27,0,
#predictedHeads=0,0,2,10,4,5,6,10,10,3,10,11,12,13,12,12,16,16,18,19,22,3,22,23,24,25,22,27,0,
(15,16),(16,3),-0.646034 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.859694 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.468087 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.681211 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.540038 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.667676 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.576311 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.58378 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.697347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.0830261 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.301794 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.363955 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.393119 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.480152 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.429202 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.482558 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.508692 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.513539 # DEPENDENCYPART_GRANDPAR
(15,16),(16,27),-0.548231 # DEPENDENCYPART_GRANDPAR
(15,16),(16,28),-0.447356 # DEPENDENCYPART_GRANDPAR
(15,16),(16,29),-0.555475 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.348626 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.374998 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.392745 # DEPENDENCYPART_GRANDPAR
(15,26),(26,23),-0.504976 # DEPENDENCYPART_GRANDPAR
(15,26),(26,24),-0.527159 # DEPENDENCYPART_GRANDPAR
(15,26),(26,27),-0.567194 # DEPENDENCYPART_GRANDPAR
(15,26),(26,28),-0.489628 # DEPENDENCYPART_GRANDPAR
(15,26),(26,29),-0.529196 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-1.10839 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.82513 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.585774 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.707373 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.82858 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.982042 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-1.28015 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-1.23994 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.776269 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.651997 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-1.13543 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-1.10373 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.604954 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),-0.71863 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),-0.899259 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),-1.27553 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),-0.477654 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-1.77565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,17),-1.03987 # DEPENDENCYPART_GRANDPAR
(16,3),(3,18),-0.545557 # DEPENDENCYPART_GRANDPAR
(16,3),(3,20),-0.825631 # DEPENDENCYPART_GRANDPAR
(16,3),(3,22),-1.29516 # DEPENDENCYPART_GRANDPAR
(16,3),(3,23),-1.24305 # DEPENDENCYPART_GRANDPAR
(16,3),(3,28),-1.15848 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.997002 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.898597 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-1.08112 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-1.03573 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.902567 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.422594 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.987585 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.919897 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.401374 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.527459 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),-0.711152 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),-1.07142 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),-0.334149 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-1.69543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,5),-1.17179 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-1.11712 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.611228 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.447628 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.769607 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.995459 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.896544 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.766547 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-1.07121 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-1.01332 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.891048 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.594222 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-1.01988 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.400196 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.521991 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.705676 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-1.07179 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.332944 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.69543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-1.04003 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.880778 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.68087 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.983886 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.926183 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.896502 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-1.01696 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.807736 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.551883 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.733707 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-1.2285 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.448098 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.912858 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.711926 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-1.07142 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.334796 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.69543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-1.04003 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.549977 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.878767 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-1.21488 # DEPENDENCYPART_GRANDPAR
(16,12),(12,24),-1.273 # DEPENDENCYPART_GRANDPAR
(16,12),(12,25),-0.991141 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-1.02212 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.504983 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-1.07141 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.334149 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.69543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-1.04003 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.549955 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.878767 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-1.21488 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.720378 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.459627 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.63684 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.490103 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.837897 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.801074 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-1.12458 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.941764 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-1.10569 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.65079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.970202 # DEPENDENCYPART_GRANDPAR
(16,15),(15,26),-1.39441 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.144772 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.209294 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.50221 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),-0.322482 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.154083 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.20062 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.305422 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.450162 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.451608 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.461644 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.424291 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.631786 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),-0.455974 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.104952 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0526859 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.417223 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.183695 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.166721 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.315155 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.522681 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.266144 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.13391 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.504926 # DEPENDENCYPART_GRANDPAR
(16,21),(21,29),-0.360368 # DEPENDENCYPART_GRANDPAR
(16,22),(22,1),-1.41327 # DEPENDENCYPART_GRANDPAR
(16,22),(22,3),-1.53348 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-1.56352 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-1.85779 # DEPENDENCYPART_GRANDPAR
(16,22),(22,6),-1.81115 # DEPENDENCYPART_GRANDPAR
(16,22),(22,7),-1.47932 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-1.29471 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-1.72326 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-1.68735 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-1.2131 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-1.29939 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-1.48074 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-1.06401 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-1.10513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),-0.549207 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),-0.0360332 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.363308 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.187881 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.285891 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.41835 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.435969 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.372573 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.234185 # DEPENDENCYPART_GRANDPAR
(16,22),(22,28),-0.351451 # DEPENDENCYPART_GRANDPAR
(16,22),(22,29),-0.375548 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.351933 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.442263 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.383161 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.612801 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.243548 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),-0.355593 # DEPENDENCYPART_GRANDPAR
(16,23),(23,29),-0.416647 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),-0.351946 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.459055 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.36557 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.613974 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.258467 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),-0.357189 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),-0.324514 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.496879 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.532677 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.582408 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.211116 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-0.133891 # DEPENDENCYPART_GRANDPAR
(16,25),(25,29),-0.331969 # DEPENDENCYPART_GRANDPAR
(16,27),(27,18),0.103156 # DEPENDENCYPART_GRANDPAR
(16,27),(27,20),-0.166596 # DEPENDENCYPART_GRANDPAR
(16,27),(27,23),-0.604886 # DEPENDENCYPART_GRANDPAR
(16,27),(27,24),-0.633694 # DEPENDENCYPART_GRANDPAR
(16,27),(27,25),-0.293594 # DEPENDENCYPART_GRANDPAR
(16,27),(27,26),-0.858676 # DEPENDENCYPART_GRANDPAR
(16,27),(27,28),-0.254002 # DEPENDENCYPART_GRANDPAR
(16,27),(27,29),-0.312214 # DEPENDENCYPART_GRANDPAR
(16,28),(28,21),-0.353363 # DEPENDENCYPART_GRANDPAR
(16,28),(28,23),-0.461035 # DEPENDENCYPART_GRANDPAR
(16,28),(28,24),-0.495762 # DEPENDENCYPART_GRANDPAR
(16,28),(28,25),-0.192409 # DEPENDENCYPART_GRANDPAR
(16,28),(28,26),-0.741233 # DEPENDENCYPART_GRANDPAR
(16,28),(28,27),-0.270765 # DEPENDENCYPART_GRANDPAR
(16,28),(28,29),-0.419646 # DEPENDENCYPART_GRANDPAR
(16,29),(29,27),-0.405996 # DEPENDENCYPART_GRANDPAR
(16,29),(29,28),-0.47661 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.806334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.232748 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.158463 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.283998 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.560397 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.459179 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.542057 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.417741 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.542229 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.417218 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.254363 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.565585 # DEPENDENCYPART_GRANDPAR
(17,22),(22,1),-0.996668 # DEPENDENCYPART_GRANDPAR
(17,22),(22,3),-0.875975 # DEPENDENCYPART_GRANDPAR
(17,22),(22,4),-1.19856 # DEPENDENCYPART_GRANDPAR
(17,22),(22,5),-1.17336 # DEPENDENCYPART_GRANDPAR
(17,22),(22,6),-1.13332 # DEPENDENCYPART_GRANDPAR
(17,22),(22,7),-0.925581 # DEPENDENCYPART_GRANDPAR
(17,22),(22,8),-0.796265 # DEPENDENCYPART_GRANDPAR
(17,22),(22,9),-1.06811 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-1.07335 # DEPENDENCYPART_GRANDPAR
(17,22),(22,11),-0.824768 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-0.855482 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-0.998857 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.839769 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.763504 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-1.02024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.372726 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.254395 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.22993 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.146944 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.362401 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.453344 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.342399 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-0.46077 # DEPENDENCYPART_GRANDPAR
(17,22),(22,28),0.129042 # DEPENDENCYPART_GRANDPAR
(17,22),(22,29),-0.419596 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.34389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),-0.757302 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-1.7286 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.640338 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.781611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.0645779 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-1.24958 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.429892 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.717215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.192229 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-1.15747 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.678829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,20),-0.177814 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.417329 # DEPENDENCYPART_GRANDPAR
(18,21),(21,29),-0.879135 # DEPENDENCYPART_GRANDPAR
(18,22),(22,1),-0.822423 # DEPENDENCYPART_GRANDPAR
(18,22),(22,3),-0.747552 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-1.17871 # DEPENDENCYPART_GRANDPAR
(18,22),(22,5),-1.20264 # DEPENDENCYPART_GRANDPAR
(18,22),(22,6),-1.56106 # DEPENDENCYPART_GRANDPAR
(18,22),(22,7),-0.788494 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),-0.70705 # DEPENDENCYPART_GRANDPAR
(18,22),(22,9),-0.584891 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-0.987085 # DEPENDENCYPART_GRANDPAR
(18,22),(22,11),-0.72024 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-1.11689 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-1.14714 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.630076 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.916269 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.660205 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.895869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.0729924 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.316089 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.334471 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.159727 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.45446 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.288084 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.914139 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),-0.83864 # DEPENDENCYPART_GRANDPAR
(18,22),(22,29),-0.806901 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.340949 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.676546 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.463546 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.219498 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-1.07136 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-1.06055 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.860347 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),-0.341055 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.381293 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.452476 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.225699 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-1.09726 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-1.06748 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),-0.414572 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.526756 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.829779 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.159753 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-1.03703 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.916082 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),-0.846945 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),-0.598013 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.895769 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-1.15594 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-1.16935 # DEPENDENCYPART_GRANDPAR
(18,26),(26,29),-0.879926 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.371156 # DEPENDENCYPART_GRANDPAR
(19,17),(17,20),-0.520164 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-1.65067 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.345109 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.9794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.531313 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.984096 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-1.67833 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-1.0873 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-1.12827 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-1.13825 # DEPENDENCYPART_GRANDPAR
(19,18),(18,26),-1.35526 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.95425 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.42447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,22),-1.11278 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-1.02497 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-1.0164 # DEPENDENCYPART_GRANDPAR
(19,22),(22,4),-1.48054 # DEPENDENCYPART_GRANDPAR
(19,22),(22,5),-1.12528 # DEPENDENCYPART_GRANDPAR
(19,22),(22,6),-1.09665 # DEPENDENCYPART_GRANDPAR
(19,22),(22,7),-0.957794 # DEPENDENCYPART_GRANDPAR
(19,22),(22,8),-0.960139 # DEPENDENCYPART_GRANDPAR
(19,22),(22,9),-1.40277 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-1.33445 # DEPENDENCYPART_GRANDPAR
(19,22),(22,11),-0.696771 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-0.777778 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.787509 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.778962 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.853713 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.919229 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-1.00211 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-1.39841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.0281783 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.271298 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.339311 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.385726 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.472099 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.804582 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),-0.453802 # DEPENDENCYPART_GRANDPAR
(19,22),(22,29),-0.509117 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),-0.424762 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.475803 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.521958 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.561399 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.794876 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.428914 # DEPENDENCYPART_GRANDPAR
(19,25),(25,29),-0.511592 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.121104 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.258065 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.20212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.326817 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.886329 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.893013 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.934761 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.803721 # DEPENDENCYPART_GRANDPAR
