# _root_ تَوَقَّعَت الحُكُومَةُ المِصْرِيَّةُ زِيادَةً فِي حَجْمِ مُوازَنَةِ السَنَةِ المُقْبِلَةِ بِ نِسْبَةِ 13 فِي المِئَةِ إِلَى 140 بِلْيُونَ جُنَيْهٍ ( 33 بِلْيُونَ دُولارٍ ) اِرْتِفاعاً مِن 8,126 بِلْيُونَ جُنَيْهٍ ( 7,29 بِلْيُونَ دُولارٍ ) لِ المُوازَنَةِ الحالِيَّةِ . وَ شَدَّدَ وَزِيرُ المالِ مِدْحَت حَسانَيْن فِي تَصْرِيحٍ لِ » الحَياَةِ « عَلَى ضَرُورَةِ أَن تَتَحَوَّلَ مُوازَنَةُ الدَوْلَةِ إِلَى » مُوازَنَةِ مَوارِدَ وَ بَرامِجَ وَ أَداءٍ وَ لَيْسَت مُوازَنَةِ إِنْفاقٍ « مُشِيراً إِلَى أَنَّ المُشْكِلَةَ تَكْمُنُ فِي تَراجُعِ حَجْمِ الإِيراداتِ وَ اِرْتِفاعِ حَجْمِ الإِنْفاقِ سَنَوِيّاً .
#goldHeads=0,1,2,1,4,5,6,7,8,4,10,11,12,13,4,19,16,17,15,19,20,21,19,4,24,29,26,27,25,29,30,31,29,24,34,35,0,0,0,39,40,43,40,39,44,45,48,46,48,39,50,51,52,53,54,53,64,64,60,58,60,60,60,56,66,64,66,64,39,69,70,73,71,73,78,75,76,74,78,79,80,78,0,
#predictedHeads=0,1,2,1,1,5,6,7,8,1,10,11,12,13,1,19,16,17,15,19,20,21,19,19,24,29,26,27,25,29,30,31,29,1,34,35,0,0,0,39,40,43,40,39,44,45,48,46,48,39,50,51,52,53,54,53,58,56,60,58,60,60,60,60,64,65,66,58,39,69,70,73,71,73,74,75,78,76,78,79,80,39,0,
(62,1),(1,28),-0.97724 # DEPENDENCYPART_GRANDPAR
(62,1),(1,31),-0.966895 # DEPENDENCYPART_GRANDPAR
(62,1),(1,32),-1.09619 # DEPENDENCYPART_GRANDPAR
(62,1),(1,34),-0.880837 # DEPENDENCYPART_GRANDPAR
(62,1),(1,36),-0.838321 # DEPENDENCYPART_GRANDPAR
(62,1),(1,44),-0.904778 # DEPENDENCYPART_GRANDPAR
(62,1),(1,46),-0.647206 # DEPENDENCYPART_GRANDPAR
(62,1),(1,50),-0.185345 # DEPENDENCYPART_GRANDPAR
(62,40),(40,41),-0.228561 # DEPENDENCYPART_GRANDPAR
(62,40),(40,42),-0.404286 # DEPENDENCYPART_GRANDPAR
(62,40),(40,43),-0.362731 # DEPENDENCYPART_GRANDPAR
(62,40),(40,44),-0.718619 # DEPENDENCYPART_GRANDPAR
(62,40),(40,45),-0.56304 # DEPENDENCYPART_GRANDPAR
(62,40),(40,46),-0.35394 # DEPENDENCYPART_GRANDPAR
(62,40),(40,47),-0.335437 # DEPENDENCYPART_GRANDPAR
(62,40),(40,48),-0.262182 # DEPENDENCYPART_GRANDPAR
(62,40),(40,49),-0.353716 # DEPENDENCYPART_GRANDPAR
(62,40),(40,50),-0.0709932 # DEPENDENCYPART_GRANDPAR
(62,40),(40,51),-0.512205 # DEPENDENCYPART_GRANDPAR
(62,40),(40,52),0.147166 # DEPENDENCYPART_GRANDPAR
(62,45),(45,43),-0.182975 # DEPENDENCYPART_GRANDPAR
(62,45),(45,46),-0.374196 # DEPENDENCYPART_GRANDPAR
(62,45),(45,47),-0.343251 # DEPENDENCYPART_GRANDPAR
(62,45),(45,48),-0.256417 # DEPENDENCYPART_GRANDPAR
(62,45),(45,49),-0.361524 # DEPENDENCYPART_GRANDPAR
(62,45),(45,50),-0.0905555 # DEPENDENCYPART_GRANDPAR
(62,45),(45,52),0.121771 # DEPENDENCYPART_GRANDPAR
(62,51),(51,52),0.114849 # DEPENDENCYPART_GRANDPAR
(62,51),(51,53),-0.0921228 # DEPENDENCYPART_GRANDPAR
(62,51),(51,56),-0.0598956 # DEPENDENCYPART_GRANDPAR
(62,53),(53,42),-0.3367 # DEPENDENCYPART_GRANDPAR
(62,53),(53,44),-0.813986 # DEPENDENCYPART_GRANDPAR
(62,53),(53,50),-0.118437 # DEPENDENCYPART_GRANDPAR
(62,53),(53,51),-0.517563 # DEPENDENCYPART_GRANDPAR
(62,53),(53,54),-0.209879 # DEPENDENCYPART_GRANDPAR
(62,53),(53,55),-0.258425 # DEPENDENCYPART_GRANDPAR
(62,53),(53,56),-0.202846 # DEPENDENCYPART_GRANDPAR
(62,53),(53,57),-0.18075 # DEPENDENCYPART_GRANDPAR
(62,53),(53,58),0.0691971 # DEPENDENCYPART_GRANDPAR
(62,53),(53,59),-0.0195355 # DEPENDENCYPART_GRANDPAR
(62,53),(53,60),-0.0347757 # DEPENDENCYPART_GRANDPAR
(62,53),(53,61),0.0437994 # DEPENDENCYPART_GRANDPAR
(62,53),(53,62),-1.25202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(62,53),(53,63),-0.63277 # DEPENDENCYPART_GRANDPAR
(62,53),(53,64),-0.714834 # DEPENDENCYPART_GRANDPAR
(62,53),(53,69),-0.984013 # DEPENDENCYPART_GRANDPAR
(62,53),(53,70),-0.98521 # DEPENDENCYPART_GRANDPAR
(62,53),(53,71),-1.15207 # DEPENDENCYPART_GRANDPAR
(62,54),(54,55),-0.181471 # DEPENDENCYPART_GRANDPAR
(62,54),(54,56),-0.0492174 # DEPENDENCYPART_GRANDPAR
(62,54),(54,57),-0.217492 # DEPENDENCYPART_GRANDPAR
(62,54),(54,58),0.151266 # DEPENDENCYPART_GRANDPAR
(62,54),(54,59),0.0625333 # DEPENDENCYPART_GRANDPAR
(62,54),(54,60),0.131279 # DEPENDENCYPART_GRANDPAR
(62,54),(54,62),-1.07338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(62,55),(55,54),-0.0988505 # DEPENDENCYPART_GRANDPAR
(62,55),(55,56),-0.0446158 # DEPENDENCYPART_GRANDPAR
(62,55),(55,57),-0.210876 # DEPENDENCYPART_GRANDPAR
(62,55),(55,58),0.157849 # DEPENDENCYPART_GRANDPAR
(62,55),(55,60),0.137889 # DEPENDENCYPART_GRANDPAR
(62,56),(56,54),-0.119614 # DEPENDENCYPART_GRANDPAR
(62,56),(56,55),-0.161529 # DEPENDENCYPART_GRANDPAR
(62,56),(56,57),-0.242475 # DEPENDENCYPART_GRANDPAR
(62,56),(56,58),0.0190293 # DEPENDENCYPART_GRANDPAR
(62,56),(56,59),-0.0697033 # DEPENDENCYPART_GRANDPAR
(62,56),(56,60),-0.0634577 # DEPENDENCYPART_GRANDPAR
(62,56),(56,61),-0.00636839 # DEPENDENCYPART_GRANDPAR
(62,56),(56,62),-1.14877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(62,56),(56,64),-0.611585 # DEPENDENCYPART_GRANDPAR
(62,57),(57,54),-0.283104 # DEPENDENCYPART_GRANDPAR
(62,57),(57,55),-0.327021 # DEPENDENCYPART_GRANDPAR
(62,57),(57,56),-0.319921 # DEPENDENCYPART_GRANDPAR
(62,57),(57,58),-0.0240028 # DEPENDENCYPART_GRANDPAR
(62,57),(57,59),-0.112735 # DEPENDENCYPART_GRANDPAR
(62,58),(58,54),-0.0946441 # DEPENDENCYPART_GRANDPAR
(62,58),(58,55),-0.141611 # DEPENDENCYPART_GRANDPAR
(62,58),(58,56),-0.198072 # DEPENDENCYPART_GRANDPAR
(62,58),(58,57),-0.136996 # DEPENDENCYPART_GRANDPAR
(62,58),(58,59),0.0625333 # DEPENDENCYPART_GRANDPAR
(62,58),(58,60),0.131279 # DEPENDENCYPART_GRANDPAR
(62,58),(58,61),0.125868 # DEPENDENCYPART_GRANDPAR
(62,58),(58,62),-1.07338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(62,58),(58,63),-0.50614 # DEPENDENCYPART_GRANDPAR
(62,58),(58,64),-0.536192 # DEPENDENCYPART_GRANDPAR
(62,58),(58,65),-0.73133 # DEPENDENCYPART_GRANDPAR
(62,58),(58,68),-0.993272 # DEPENDENCYPART_GRANDPAR
(62,58),(58,70),-0.88561 # DEPENDENCYPART_GRANDPAR
(62,59),(59,57),-0.136996 # DEPENDENCYPART_GRANDPAR
(62,59),(59,60),0.131279 # DEPENDENCYPART_GRANDPAR
(62,59),(59,61),0.125868 # DEPENDENCYPART_GRANDPAR
(62,60),(60,1),-1.04281 # DEPENDENCYPART_GRANDPAR
(62,60),(60,35),-1.05358 # DEPENDENCYPART_GRANDPAR
(62,60),(60,40),-1.18859 # DEPENDENCYPART_GRANDPAR
(62,60),(60,41),-0.643207 # DEPENDENCYPART_GRANDPAR
(62,60),(60,42),-0.663207 # DEPENDENCYPART_GRANDPAR
(62,60),(60,45),-0.957428 # DEPENDENCYPART_GRANDPAR
(62,60),(60,47),-0.721144 # DEPENDENCYPART_GRANDPAR
(62,60),(60,51),-0.911794 # DEPENDENCYPART_GRANDPAR
(62,60),(60,53),-0.376226 # DEPENDENCYPART_GRANDPAR
(62,60),(60,54),-0.536577 # DEPENDENCYPART_GRANDPAR
(62,60),(60,55),-0.585048 # DEPENDENCYPART_GRANDPAR
(62,60),(60,56),-0.626579 # DEPENDENCYPART_GRANDPAR
(62,60),(60,57),-0.597824 # DEPENDENCYPART_GRANDPAR
(62,60),(60,58),-0.257501 # DEPENDENCYPART_GRANDPAR
(62,60),(60,59),-0.346234 # DEPENDENCYPART_GRANDPAR
(62,60),(60,61),-0.310221 # DEPENDENCYPART_GRANDPAR
(62,60),(60,62),-1.21244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(62,60),(60,63),-0.453205 # DEPENDENCYPART_GRANDPAR
(62,60),(60,64),-0.675255 # DEPENDENCYPART_GRANDPAR
(62,60),(60,65),-0.807951 # DEPENDENCYPART_GRANDPAR
(62,60),(60,66),-1.07026 # DEPENDENCYPART_GRANDPAR
(62,60),(60,67),-1.1392 # DEPENDENCYPART_GRANDPAR
(62,60),(60,68),-1.01556 # DEPENDENCYPART_GRANDPAR
(62,60),(60,69),-0.923262 # DEPENDENCYPART_GRANDPAR
(62,60),(60,70),-0.9065 # DEPENDENCYPART_GRANDPAR
(62,60),(60,71),-1.10071 # DEPENDENCYPART_GRANDPAR
(62,60),(60,72),-1.06889 # DEPENDENCYPART_GRANDPAR
(62,60),(60,73),-1.1841 # DEPENDENCYPART_GRANDPAR
(62,60),(60,74),-0.949891 # DEPENDENCYPART_GRANDPAR
(62,60),(60,75),-1.30801 # DEPENDENCYPART_GRANDPAR
(62,60),(60,76),-1.31407 # DEPENDENCYPART_GRANDPAR
(62,60),(60,77),-1.23078 # DEPENDENCYPART_GRANDPAR
(62,60),(60,78),-1.05783 # DEPENDENCYPART_GRANDPAR
(62,60),(60,79),-1.18928 # DEPENDENCYPART_GRANDPAR
(62,60),(60,80),-1.27818 # DEPENDENCYPART_GRANDPAR
(62,60),(60,81),-1.20236 # DEPENDENCYPART_GRANDPAR
(62,61),(61,62),-1.07338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(62,61),(61,63),-0.50614 # DEPENDENCYPART_GRANDPAR
(62,63),(63,64),-0.000158588 # DEPENDENCYPART_GRANDPAR
(62,63),(63,65),-0.107371 # DEPENDENCYPART_GRANDPAR
(62,64),(64,1),-1.60775 # DEPENDENCYPART_GRANDPAR
(62,64),(64,39),-1.34319 # DEPENDENCYPART_GRANDPAR
(62,64),(64,53),-0.941175 # DEPENDENCYPART_GRANDPAR
(62,64),(64,54),-0.879212 # DEPENDENCYPART_GRANDPAR
(62,64),(64,55),-0.91946 # DEPENDENCYPART_GRANDPAR
(62,64),(64,57),-0.759855 # DEPENDENCYPART_GRANDPAR
(62,64),(64,58),-0.600136 # DEPENDENCYPART_GRANDPAR
(62,64),(64,59),-0.688869 # DEPENDENCYPART_GRANDPAR
(62,64),(64,61),-0.625534 # DEPENDENCYPART_GRANDPAR
(62,64),(64,62),-0.679683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(62,64),(64,63),-0.138006 # DEPENDENCYPART_GRANDPAR
(62,64),(64,65),-0.279784 # DEPENDENCYPART_GRANDPAR
(62,64),(64,66),-0.727629 # DEPENDENCYPART_GRANDPAR
(62,64),(64,67),-0.796567 # DEPENDENCYPART_GRANDPAR
(62,64),(64,68),-0.75478 # DEPENDENCYPART_GRANDPAR
(62,64),(64,69),-0.489524 # DEPENDENCYPART_GRANDPAR
(62,64),(64,70),-0.651655 # DEPENDENCYPART_GRANDPAR
(62,64),(64,71),-0.899632 # DEPENDENCYPART_GRANDPAR
(62,64),(64,72),-0.727214 # DEPENDENCYPART_GRANDPAR
(62,64),(64,73),-0.620375 # DEPENDENCYPART_GRANDPAR
(62,64),(64,74),-0.634875 # DEPENDENCYPART_GRANDPAR
(62,64),(64,78),-0.785812 # DEPENDENCYPART_GRANDPAR
(62,64),(64,79),-0.847138 # DEPENDENCYPART_GRANDPAR
(62,65),(65,61),-0.805098 # DEPENDENCYPART_GRANDPAR
(62,65),(65,63),0.22612 # DEPENDENCYPART_GRANDPAR
(62,65),(65,64),-0.032246 # DEPENDENCYPART_GRANDPAR
(62,65),(65,66),-0.392427 # DEPENDENCYPART_GRANDPAR
(62,65),(65,67),-0.461366 # DEPENDENCYPART_GRANDPAR
(62,65),(65,68),-0.457671 # DEPENDENCYPART_GRANDPAR
(62,65),(65,69),-0.308798 # DEPENDENCYPART_GRANDPAR
(62,65),(65,70),-0.288305 # DEPENDENCYPART_GRANDPAR
(62,65),(65,71),-0.566835 # DEPENDENCYPART_GRANDPAR
(62,65),(65,72),-0.392232 # DEPENDENCYPART_GRANDPAR
(62,65),(65,73),-0.523361 # DEPENDENCYPART_GRANDPAR
(62,65),(65,74),-0.262278 # DEPENDENCYPART_GRANDPAR
(62,65),(65,75),-0.630491 # DEPENDENCYPART_GRANDPAR
(62,65),(65,76),-0.640222 # DEPENDENCYPART_GRANDPAR
(62,65),(65,77),-0.552946 # DEPENDENCYPART_GRANDPAR
(62,65),(65,78),-0.520152 # DEPENDENCYPART_GRANDPAR
(62,65),(65,82),-0.562352 # DEPENDENCYPART_GRANDPAR
(62,66),(66,67),-0.354635 # DEPENDENCYPART_GRANDPAR
(62,66),(66,68),-0.350707 # DEPENDENCYPART_GRANDPAR
(62,66),(66,69),-0.246637 # DEPENDENCYPART_GRANDPAR
(62,66),(66,70),-0.223148 # DEPENDENCYPART_GRANDPAR
(62,66),(66,71),-0.398537 # DEPENDENCYPART_GRANDPAR
(62,66),(66,72),-0.28546 # DEPENDENCYPART_GRANDPAR
(62,66),(66,73),-0.506014 # DEPENDENCYPART_GRANDPAR
(62,66),(66,74),-0.302429 # DEPENDENCYPART_GRANDPAR
(62,67),(67,66),-0.318862 # DEPENDENCYPART_GRANDPAR
(62,67),(67,68),-0.350707 # DEPENDENCYPART_GRANDPAR
(62,67),(67,69),-0.246637 # DEPENDENCYPART_GRANDPAR
(62,67),(67,70),-0.223148 # DEPENDENCYPART_GRANDPAR
(62,68),(68,65),-0.0739931 # DEPENDENCYPART_GRANDPAR
(62,68),(68,66),-0.488955 # DEPENDENCYPART_GRANDPAR
(62,68),(68,67),-0.557893 # DEPENDENCYPART_GRANDPAR
(62,68),(68,69),-0.306857 # DEPENDENCYPART_GRANDPAR
(62,70),(70,68),-0.504438 # DEPENDENCYPART_GRANDPAR
(62,70),(70,69),-0.350537 # DEPENDENCYPART_GRANDPAR
(62,70),(70,71),-0.49426 # DEPENDENCYPART_GRANDPAR
(62,70),(70,72),-0.311041 # DEPENDENCYPART_GRANDPAR
(62,71),(71,1),-1.59553 # DEPENDENCYPART_GRANDPAR
(62,71),(71,65),-0.0412205 # DEPENDENCYPART_GRANDPAR
(62,71),(71,66),-0.588923 # DEPENDENCYPART_GRANDPAR
(62,71),(71,67),-0.657862 # DEPENDENCYPART_GRANDPAR
(62,71),(71,72),-0.543222 # DEPENDENCYPART_GRANDPAR
(62,71),(71,73),-0.390883 # DEPENDENCYPART_GRANDPAR
(62,71),(71,74),-0.457685 # DEPENDENCYPART_GRANDPAR
(62,71),(71,75),-0.7816 # DEPENDENCYPART_GRANDPAR
(62,71),(71,76),-0.792737 # DEPENDENCYPART_GRANDPAR
(62,71),(71,78),-0.515892 # DEPENDENCYPART_GRANDPAR
(62,71),(71,79),-0.662859 # DEPENDENCYPART_GRANDPAR
(62,71),(71,82),-0.564254 # DEPENDENCYPART_GRANDPAR
(62,72),(72,73),-0.511293 # DEPENDENCYPART_GRANDPAR
(62,72),(72,74),-0.317908 # DEPENDENCYPART_GRANDPAR
(62,72),(72,75),-0.535798 # DEPENDENCYPART_GRANDPAR
(62,72),(72,76),-0.547339 # DEPENDENCYPART_GRANDPAR
(62,73),(73,61),-0.805098 # DEPENDENCYPART_GRANDPAR
(62,73),(73,63),0.237623 # DEPENDENCYPART_GRANDPAR
(62,73),(73,66),-0.379435 # DEPENDENCYPART_GRANDPAR
(62,73),(73,67),-0.448374 # DEPENDENCYPART_GRANDPAR
(62,73),(73,70),-0.230108 # DEPENDENCYPART_GRANDPAR
(62,73),(73,71),-0.408233 # DEPENDENCYPART_GRANDPAR
(62,73),(73,72),-0.375618 # DEPENDENCYPART_GRANDPAR
(62,73),(73,74),-0.209603 # DEPENDENCYPART_GRANDPAR
(62,73),(73,75),-0.57182 # DEPENDENCYPART_GRANDPAR
(62,73),(73,76),-0.581551 # DEPENDENCYPART_GRANDPAR
(62,73),(73,77),-0.494274 # DEPENDENCYPART_GRANDPAR
(62,73),(73,78),-0.453469 # DEPENDENCYPART_GRANDPAR
(62,73),(73,79),-0.452346 # DEPENDENCYPART_GRANDPAR
(62,73),(73,80),-0.545656 # DEPENDENCYPART_GRANDPAR
(62,73),(73,81),-0.465853 # DEPENDENCYPART_GRANDPAR
(62,73),(73,82),-0.519964 # DEPENDENCYPART_GRANDPAR
(62,74),(74,75),-0.487247 # DEPENDENCYPART_GRANDPAR
(62,74),(74,76),-0.505414 # DEPENDENCYPART_GRANDPAR
(62,74),(74,77),-0.421543 # DEPENDENCYPART_GRANDPAR
(62,74),(74,78),-0.429642 # DEPENDENCYPART_GRANDPAR
(62,75),(75,76),-0.526732 # DEPENDENCYPART_GRANDPAR
(62,75),(75,77),-0.431127 # DEPENDENCYPART_GRANDPAR
(62,75),(75,78),-0.373268 # DEPENDENCYPART_GRANDPAR
(62,75),(75,79),-0.391049 # DEPENDENCYPART_GRANDPAR
(62,75),(75,80),-0.490837 # DEPENDENCYPART_GRANDPAR
(62,75),(75,81),-0.402706 # DEPENDENCYPART_GRANDPAR
(62,76),(76,75),-0.585318 # DEPENDENCYPART_GRANDPAR
(62,76),(76,77),-0.43506 # DEPENDENCYPART_GRANDPAR
(62,76),(76,78),-0.398976 # DEPENDENCYPART_GRANDPAR
(62,76),(76,79),-0.394982 # DEPENDENCYPART_GRANDPAR
(62,76),(76,80),-0.494771 # DEPENDENCYPART_GRANDPAR
(62,76),(76,81),-0.406639 # DEPENDENCYPART_GRANDPAR
(62,76),(76,82),-0.546887 # DEPENDENCYPART_GRANDPAR
(62,77),(77,75),-0.556677 # DEPENDENCYPART_GRANDPAR
(62,77),(77,76),-0.499131 # DEPENDENCYPART_GRANDPAR
(62,77),(77,78),-0.382734 # DEPENDENCYPART_GRANDPAR
(62,77),(77,79),-0.406137 # DEPENDENCYPART_GRANDPAR
(62,78),(78,65),-0.312224 # DEPENDENCYPART_GRANDPAR
(62,78),(78,66),-0.754952 # DEPENDENCYPART_GRANDPAR
(62,78),(78,67),-0.82389 # DEPENDENCYPART_GRANDPAR
(62,78),(78,71),-0.650674 # DEPENDENCYPART_GRANDPAR
(62,78),(78,72),-0.752122 # DEPENDENCYPART_GRANDPAR
(62,78),(78,73),-0.744908 # DEPENDENCYPART_GRANDPAR
(62,78),(78,74),-0.560723 # DEPENDENCYPART_GRANDPAR
(62,78),(78,75),-0.993104 # DEPENDENCYPART_GRANDPAR
(62,78),(78,76),-0.982038 # DEPENDENCYPART_GRANDPAR
(62,78),(78,77),-0.91547 # DEPENDENCYPART_GRANDPAR
(62,78),(78,79),-0.847138 # DEPENDENCYPART_GRANDPAR
(62,78),(78,80),-0.941908 # DEPENDENCYPART_GRANDPAR
(62,78),(78,81),-0.859726 # DEPENDENCYPART_GRANDPAR
(62,78),(78,82),-0.756146 # DEPENDENCYPART_GRANDPAR
(62,79),(79,77),-0.481462 # DEPENDENCYPART_GRANDPAR
(62,79),(79,80),-0.478072 # DEPENDENCYPART_GRANDPAR
(62,79),(79,81),-0.389941 # DEPENDENCYPART_GRANDPAR
(62,79),(79,82),-0.542241 # DEPENDENCYPART_GRANDPAR
(62,80),(80,81),-0.406639 # DEPENDENCYPART_GRANDPAR
(62,80),(80,82),-0.546887 # DEPENDENCYPART_GRANDPAR
(62,81),(81,80),-0.463236 # DEPENDENCYPART_GRANDPAR
(62,81),(81,82),-0.543031 # DEPENDENCYPART_GRANDPAR
(63,64),(64,1),-1.23805 # DEPENDENCYPART_GRANDPAR
(63,64),(64,39),-1.18649 # DEPENDENCYPART_GRANDPAR
(63,64),(64,53),-1.00478 # DEPENDENCYPART_GRANDPAR
(63,64),(64,54),-1.23365 # DEPENDENCYPART_GRANDPAR
(63,64),(64,55),-1.33952 # DEPENDENCYPART_GRANDPAR
(63,64),(64,57),-0.962837 # DEPENDENCYPART_GRANDPAR
(63,64),(64,58),-1.09043 # DEPENDENCYPART_GRANDPAR
(63,64),(64,59),-1.12412 # DEPENDENCYPART_GRANDPAR
(63,64),(64,61),-0.961803 # DEPENDENCYPART_GRANDPAR
(63,64),(64,62),-0.804523 # DEPENDENCYPART_GRANDPAR
(63,64),(64,63),-0.933469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(63,64),(64,65),-0.0679534 # DEPENDENCYPART_GRANDPAR
(63,64),(64,66),-0.230225 # DEPENDENCYPART_GRANDPAR
(63,64),(64,67),-0.480506 # DEPENDENCYPART_GRANDPAR
(63,64),(64,68),-0.633769 # DEPENDENCYPART_GRANDPAR
(63,64),(64,69),-0.517644 # DEPENDENCYPART_GRANDPAR
(63,64),(64,70),-0.621139 # DEPENDENCYPART_GRANDPAR
(63,64),(64,71),-0.519025 # DEPENDENCYPART_GRANDPAR
(63,64),(64,72),-0.665958 # DEPENDENCYPART_GRANDPAR
(63,64),(64,73),-0.254541 # DEPENDENCYPART_GRANDPAR
(63,64),(64,74),-0.837538 # DEPENDENCYPART_GRANDPAR
(63,64),(64,78),-0.703349 # DEPENDENCYPART_GRANDPAR
(63,64),(64,79),-1.08506 # DEPENDENCYPART_GRANDPAR
(63,65),(65,61),-1.01426 # DEPENDENCYPART_GRANDPAR
(63,65),(65,63),-1.08097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(63,65),(65,64),-0.00749026 # DEPENDENCYPART_GRANDPAR
(63,65),(65,66),-0.132914 # DEPENDENCYPART_GRANDPAR
(63,65),(65,67),-0.383196 # DEPENDENCYPART_GRANDPAR
(63,65),(65,68),-0.5105 # DEPENDENCYPART_GRANDPAR
(63,65),(65,69),-0.513753 # DEPENDENCYPART_GRANDPAR
(63,65),(65,70),-0.440724 # DEPENDENCYPART_GRANDPAR
(63,65),(65,71),-0.456641 # DEPENDENCYPART_GRANDPAR
(63,65),(65,72),-0.568576 # DEPENDENCYPART_GRANDPAR
(63,65),(65,73),-0.264268 # DEPENDENCYPART_GRANDPAR
(63,65),(65,74),-0.657353 # DEPENDENCYPART_GRANDPAR
(63,65),(65,75),-0.341992 # DEPENDENCYPART_GRANDPAR
(63,65),(65,76),-0.661668 # DEPENDENCYPART_GRANDPAR
(63,65),(65,77),-0.539711 # DEPENDENCYPART_GRANDPAR
(63,65),(65,78),-0.744993 # DEPENDENCYPART_GRANDPAR
(63,65),(65,82),-1.01032 # DEPENDENCYPART_GRANDPAR
(64,1),(1,2),-1.2756 # DEPENDENCYPART_GRANDPAR
(64,1),(1,3),-1.43281 # DEPENDENCYPART_GRANDPAR
(64,1),(1,4),-1.03478 # DEPENDENCYPART_GRANDPAR
(64,1),(1,5),-1.81334 # DEPENDENCYPART_GRANDPAR
(64,1),(1,6),-0.0386987 # DEPENDENCYPART_GRANDPAR
(64,1),(1,7),-1.07218 # DEPENDENCYPART_GRANDPAR
(64,1),(1,8),-1.15148 # DEPENDENCYPART_GRANDPAR
(64,1),(1,9),-0.767774 # DEPENDENCYPART_GRANDPAR
(64,1),(1,10),-0.778663 # DEPENDENCYPART_GRANDPAR
(64,1),(1,11),-1.11146 # DEPENDENCYPART_GRANDPAR
(64,1),(1,12),-0.255602 # DEPENDENCYPART_GRANDPAR
(64,1),(1,13),-1.7825 # DEPENDENCYPART_GRANDPAR
(64,1),(1,14),-1.27378 # DEPENDENCYPART_GRANDPAR
(64,1),(1,15),-0.723307 # DEPENDENCYPART_GRANDPAR
(64,1),(1,16),-1.38097 # DEPENDENCYPART_GRANDPAR
(64,1),(1,17),-1.13748 # DEPENDENCYPART_GRANDPAR
(64,1),(1,18),-1.20018 # DEPENDENCYPART_GRANDPAR
(64,1),(1,19),-1.2912 # DEPENDENCYPART_GRANDPAR
(64,1),(1,20),-1.26913 # DEPENDENCYPART_GRANDPAR
(64,1),(1,21),-1.0725 # DEPENDENCYPART_GRANDPAR
(64,1),(1,22),-1.61467 # DEPENDENCYPART_GRANDPAR
(64,1),(1,24),-0.7955 # DEPENDENCYPART_GRANDPAR
(64,1),(1,25),-0.905794 # DEPENDENCYPART_GRANDPAR
(64,1),(1,27),-0.931425 # DEPENDENCYPART_GRANDPAR
(64,1),(1,28),-1.01305 # DEPENDENCYPART_GRANDPAR
(64,1),(1,31),-0.853545 # DEPENDENCYPART_GRANDPAR
(64,1),(1,32),-1.30701 # DEPENDENCYPART_GRANDPAR
(64,1),(1,34),-0.624349 # DEPENDENCYPART_GRANDPAR
(64,1),(1,36),-0.788082 # DEPENDENCYPART_GRANDPAR
(64,1),(1,44),-0.664114 # DEPENDENCYPART_GRANDPAR
(64,1),(1,46),-0.369372 # DEPENDENCYPART_GRANDPAR
(64,1),(1,50),0.167113 # DEPENDENCYPART_GRANDPAR
(64,39),(39,5),-1.72857 # DEPENDENCYPART_GRANDPAR
(64,39),(39,30),-0.965956 # DEPENDENCYPART_GRANDPAR
(64,39),(39,35),-0.552426 # DEPENDENCYPART_GRANDPAR
(64,39),(39,37),-0.901729 # DEPENDENCYPART_GRANDPAR
(64,39),(39,38),-0.42242 # DEPENDENCYPART_GRANDPAR
(64,39),(39,40),-0.578692 # DEPENDENCYPART_GRANDPAR
(64,39),(39,41),-0.394896 # DEPENDENCYPART_GRANDPAR
(64,39),(39,42),-0.479767 # DEPENDENCYPART_GRANDPAR
(64,39),(39,43),-0.308997 # DEPENDENCYPART_GRANDPAR
(64,39),(39,44),-0.668937 # DEPENDENCYPART_GRANDPAR
(64,39),(39,45),-0.42813 # DEPENDENCYPART_GRANDPAR
(64,39),(39,46),-0.374227 # DEPENDENCYPART_GRANDPAR
(64,39),(39,47),-0.3791 # DEPENDENCYPART_GRANDPAR
(64,39),(39,48),-0.266134 # DEPENDENCYPART_GRANDPAR
(64,39),(39,49),-0.36226 # DEPENDENCYPART_GRANDPAR
(64,39),(39,50),0.159121 # DEPENDENCYPART_GRANDPAR
(64,39),(39,51),-0.455197 # DEPENDENCYPART_GRANDPAR
(64,39),(39,52),-0.00418362 # DEPENDENCYPART_GRANDPAR
(64,39),(39,53),-0.114155 # DEPENDENCYPART_GRANDPAR
(64,39),(39,54),0.0971519 # DEPENDENCYPART_GRANDPAR
(64,39),(39,55),-0.211948 # DEPENDENCYPART_GRANDPAR
(64,39),(39,56),-0.079706 # DEPENDENCYPART_GRANDPAR
(64,39),(39,58),0.0812313 # DEPENDENCYPART_GRANDPAR
