# _root_ القاهِرَةُ - » الحَياَةُ « - زادَت مُعَدَّلاتُ » الدَوْلَرَةِ « داخِلَ الاِقْتِصادِ المِصْرِيِّ عَلَى نَحْوٍ باتٍّ يَزْعَجُ الحُكُومَةَ الَّتِي خَفَّضَت مَطْلَعَ الشَهْرِ الماضِي قِيمَةَ الجُنَيْهِ فِي مُواجَهَةِ الدُولارِ ، وَ بَدَأَت هٰذِهِ المُعَدَّلاتُ تَقْتَرِبُ مِن حاجِزِ عامِ 1994 فِي بِدايَةِ بَرْنامَجِ الإِصْلاحِ الاِقْتِصادِيِّ . وَ أَشارَ تَقْرِيرٌ لِ وِزارَةِ الاِقْتِصادِ إِلَى أَنَّ مُعَدَّلَ » الدَوْلَرَةِ « تَجاوَزَ 22 فِي المِئَةِ مِن إِجْمالِيِّ حَجْمِ السُيُولَةِ وَ هُوَ فِي سَبِيلِ هُ إِلَى الصُعُودِ تَدْرِيجاً بِ مُعَدَّلٍ يُراوِحُ بَيْنَ 3,0 وَ 4,0 فِي المِئَةِ شَهْرِيّاً .
#goldHeads=0,0,4,0,4,0,31,7,10,8,10,7,12,13,7,15,16,17,18,19,19,21,22,23,21,25,21,27,27,29,0,31,34,32,32,35,36,37,38,32,40,41,42,43,0,0,0,47,48,49,50,47,52,58,56,54,56,53,58,59,60,59,62,63,64,67,68,58,68,69,69,71,72,72,74,75,76,79,77,79,79,81,79,0,
#predictedHeads=0,0,4,0,4,0,0,7,10,8,10,7,12,13,7,15,16,16,18,19,31,21,22,23,21,25,26,27,28,29,0,31,34,32,32,35,36,37,38,32,40,41,42,43,0,0,0,47,48,49,50,47,52,58,56,54,56,53,58,59,60,59,62,63,64,68,68,64,68,69,69,71,72,73,74,75,76,79,77,79,80,81,76,0,
(62,60),(60,59),-0.300542 # DEPENDENCYPART_GRANDPAR
(62,60),(60,61),-0.378561 # DEPENDENCYPART_GRANDPAR
(62,60),(60,62),-1.2524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(62,60),(60,63),-0.0186868 # DEPENDENCYPART_GRANDPAR
(62,60),(60,64),-0.893872 # DEPENDENCYPART_GRANDPAR
(62,61),(61,59),-0.0922089 # DEPENDENCYPART_GRANDPAR
(62,61),(61,62),-1.2537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(62,61),(61,63),-0.029522 # DEPENDENCYPART_GRANDPAR
(62,61),(61,64),-0.904639 # DEPENDENCYPART_GRANDPAR
(62,61),(61,66),-0.673925 # DEPENDENCYPART_GRANDPAR
(62,61),(61,68),-0.919507 # DEPENDENCYPART_GRANDPAR
(62,61),(61,71),-1.2535 # DEPENDENCYPART_GRANDPAR
(62,63),(63,64),-0.0727241 # DEPENDENCYPART_GRANDPAR
(62,63),(63,65),-0.235406 # DEPENDENCYPART_GRANDPAR
(62,63),(63,66),-0.0162541 # DEPENDENCYPART_GRANDPAR
(62,63),(63,67),-0.26819 # DEPENDENCYPART_GRANDPAR
(62,63),(63,68),-0.187304 # DEPENDENCYPART_GRANDPAR
(62,63),(63,69),-0.131484 # DEPENDENCYPART_GRANDPAR
(62,63),(63,70),-0.310497 # DEPENDENCYPART_GRANDPAR
(62,63),(63,71),-0.522434 # DEPENDENCYPART_GRANDPAR
(62,63),(63,74),-0.514459 # DEPENDENCYPART_GRANDPAR
(62,64),(64,63),0.638903 # DEPENDENCYPART_GRANDPAR
(62,64),(64,65),-0.239864 # DEPENDENCYPART_GRANDPAR
(62,64),(64,66),-0.0650043 # DEPENDENCYPART_GRANDPAR
(62,64),(64,67),-0.281513 # DEPENDENCYPART_GRANDPAR
(62,64),(64,68),-0.219902 # DEPENDENCYPART_GRANDPAR
(62,64),(64,69),-0.135941 # DEPENDENCYPART_GRANDPAR
(62,64),(64,70),-0.323819 # DEPENDENCYPART_GRANDPAR
(62,64),(64,71),-0.554547 # DEPENDENCYPART_GRANDPAR
(62,64),(64,72),-0.277514 # DEPENDENCYPART_GRANDPAR
(62,64),(64,73),-0.593741 # DEPENDENCYPART_GRANDPAR
(62,64),(64,74),-0.545473 # DEPENDENCYPART_GRANDPAR
(62,64),(64,76),-0.134869 # DEPENDENCYPART_GRANDPAR
(62,65),(65,66),-0.0358296 # DEPENDENCYPART_GRANDPAR
(62,65),(65,67),-0.268959 # DEPENDENCYPART_GRANDPAR
(62,65),(65,68),-0.1937 # DEPENDENCYPART_GRANDPAR
(62,66),(66,32),-1.07398 # DEPENDENCYPART_GRANDPAR
(62,66),(66,35),-1.0962 # DEPENDENCYPART_GRANDPAR
(62,66),(66,47),-0.874119 # DEPENDENCYPART_GRANDPAR
(62,66),(66,55),-0.874843 # DEPENDENCYPART_GRANDPAR
(62,66),(66,56),-1.00603 # DEPENDENCYPART_GRANDPAR
(62,66),(66,58),-0.824355 # DEPENDENCYPART_GRANDPAR
(62,66),(66,59),-0.78035 # DEPENDENCYPART_GRANDPAR
(62,66),(66,60),-0.67696 # DEPENDENCYPART_GRANDPAR
(62,66),(66,61),-0.841875 # DEPENDENCYPART_GRANDPAR
(62,66),(66,62),-0.756465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(62,66),(66,63),0.802856 # DEPENDENCYPART_GRANDPAR
(62,66),(66,64),-0.0813635 # DEPENDENCYPART_GRANDPAR
(62,66),(66,65),-0.265705 # DEPENDENCYPART_GRANDPAR
(62,66),(66,67),-0.293113 # DEPENDENCYPART_GRANDPAR
(62,66),(66,68),-0.207976 # DEPENDENCYPART_GRANDPAR
(62,66),(66,69),0.142238 # DEPENDENCYPART_GRANDPAR
(62,66),(66,70),-0.206941 # DEPENDENCYPART_GRANDPAR
(62,66),(66,71),-0.602638 # DEPENDENCYPART_GRANDPAR
(62,66),(66,72),-0.000639833 # DEPENDENCYPART_GRANDPAR
(62,66),(66,73),-0.315374 # DEPENDENCYPART_GRANDPAR
(62,66),(66,74),-0.467658 # DEPENDENCYPART_GRANDPAR
(62,66),(66,75),-0.308501 # DEPENDENCYPART_GRANDPAR
(62,66),(66,76),-0.161877 # DEPENDENCYPART_GRANDPAR
(62,66),(66,77),-0.927317 # DEPENDENCYPART_GRANDPAR
(62,66),(66,78),-0.698185 # DEPENDENCYPART_GRANDPAR
(62,66),(66,79),-0.319009 # DEPENDENCYPART_GRANDPAR
(62,66),(66,81),-0.573093 # DEPENDENCYPART_GRANDPAR
(62,69),(69,67),-0.159377 # DEPENDENCYPART_GRANDPAR
(62,69),(69,70),-0.324475 # DEPENDENCYPART_GRANDPAR
(62,69),(69,71),-0.543182 # DEPENDENCYPART_GRANDPAR
(62,69),(69,72),-0.30593 # DEPENDENCYPART_GRANDPAR
(62,69),(69,73),-0.622157 # DEPENDENCYPART_GRANDPAR
(62,69),(69,74),-0.535206 # DEPENDENCYPART_GRANDPAR
(62,69),(69,75),-0.615285 # DEPENDENCYPART_GRANDPAR
(62,69),(69,76),-0.137104 # DEPENDENCYPART_GRANDPAR
(62,69),(69,77),-0.952546 # DEPENDENCYPART_GRANDPAR
(62,69),(69,78),-0.749805 # DEPENDENCYPART_GRANDPAR
(62,69),(69,81),-0.572548 # DEPENDENCYPART_GRANDPAR
(62,72),(72,70),-0.24389 # DEPENDENCYPART_GRANDPAR
(62,72),(72,73),-0.608663 # DEPENDENCYPART_GRANDPAR
(62,72),(72,74),-0.517001 # DEPENDENCYPART_GRANDPAR
(62,72),(72,75),-0.60179 # DEPENDENCYPART_GRANDPAR
(62,72),(72,76),-0.129933 # DEPENDENCYPART_GRANDPAR
(62,72),(72,77),-0.934341 # DEPENDENCYPART_GRANDPAR
(62,72),(72,78),-0.742635 # DEPENDENCYPART_GRANDPAR
(62,72),(72,79),-0.3796 # DEPENDENCYPART_GRANDPAR
(62,72),(72,80),-0.804259 # DEPENDENCYPART_GRANDPAR
(62,72),(72,81),-0.554343 # DEPENDENCYPART_GRANDPAR
(63,64),(64,63),-0.443661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(63,64),(64,65),0.000476214 # DEPENDENCYPART_GRANDPAR
(63,64),(64,66),0.146758 # DEPENDENCYPART_GRANDPAR
(63,64),(64,67),0.106393 # DEPENDENCYPART_GRANDPAR
(63,64),(64,68),-0.00868442 # DEPENDENCYPART_GRANDPAR
(63,64),(64,69),-0.233127 # DEPENDENCYPART_GRANDPAR
(63,64),(64,70),-0.241519 # DEPENDENCYPART_GRANDPAR
(63,64),(64,71),-0.0873793 # DEPENDENCYPART_GRANDPAR
(63,64),(64,72),-0.219876 # DEPENDENCYPART_GRANDPAR
(63,64),(64,73),-0.600165 # DEPENDENCYPART_GRANDPAR
(63,64),(64,74),-0.133169 # DEPENDENCYPART_GRANDPAR
(63,64),(64,76),-0.257571 # DEPENDENCYPART_GRANDPAR
(63,65),(65,66),0.170347 # DEPENDENCYPART_GRANDPAR
(63,65),(65,67),0.108618 # DEPENDENCYPART_GRANDPAR
(63,65),(65,68),-0.00536941 # DEPENDENCYPART_GRANDPAR
(63,66),(66,32),-1.22965 # DEPENDENCYPART_GRANDPAR
(63,66),(66,35),-1.13289 # DEPENDENCYPART_GRANDPAR
(63,66),(66,47),-1.12123 # DEPENDENCYPART_GRANDPAR
(63,66),(66,55),-0.926008 # DEPENDENCYPART_GRANDPAR
(63,66),(66,56),-1.36344 # DEPENDENCYPART_GRANDPAR
(63,66),(66,58),-1.07936 # DEPENDENCYPART_GRANDPAR
(63,66),(66,59),-0.712505 # DEPENDENCYPART_GRANDPAR
(63,66),(66,60),-0.789986 # DEPENDENCYPART_GRANDPAR
(63,66),(66,61),-1.04777 # DEPENDENCYPART_GRANDPAR
(63,66),(66,62),-0.581015 # DEPENDENCYPART_GRANDPAR
(63,66),(66,63),-0.56238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(63,66),(66,64),0.518956 # DEPENDENCYPART_GRANDPAR
(63,66),(66,65),-0.151883 # DEPENDENCYPART_GRANDPAR
(63,66),(66,67),0.0142455 # DEPENDENCYPART_GRANDPAR
(63,66),(66,68),0.0681476 # DEPENDENCYPART_GRANDPAR
(63,66),(66,69),-0.102428 # DEPENDENCYPART_GRANDPAR
(63,66),(66,70),-0.236701 # DEPENDENCYPART_GRANDPAR
(63,66),(66,71),-0.0512541 # DEPENDENCYPART_GRANDPAR
(63,66),(66,72),-0.0905819 # DEPENDENCYPART_GRANDPAR
(63,66),(66,73),-0.469377 # DEPENDENCYPART_GRANDPAR
(63,66),(66,74),-0.070571 # DEPENDENCYPART_GRANDPAR
(63,66),(66,75),-0.321224 # DEPENDENCYPART_GRANDPAR
(63,66),(66,76),-0.268811 # DEPENDENCYPART_GRANDPAR
(63,66),(66,77),-0.0691557 # DEPENDENCYPART_GRANDPAR
(63,66),(66,78),0.174494 # DEPENDENCYPART_GRANDPAR
(63,66),(66,79),0.117113 # DEPENDENCYPART_GRANDPAR
(63,66),(66,81),-0.324627 # DEPENDENCYPART_GRANDPAR
(63,67),(67,65),-0.237961 # DEPENDENCYPART_GRANDPAR
(63,67),(67,66),0.101342 # DEPENDENCYPART_GRANDPAR
(63,67),(67,68),-0.0604953 # DEPENDENCYPART_GRANDPAR
(63,67),(67,69),-0.396516 # DEPENDENCYPART_GRANDPAR
(63,68),(68,61),-1.07507 # DEPENDENCYPART_GRANDPAR
(63,68),(68,63),-0.615559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(63,68),(68,64),0.471239 # DEPENDENCYPART_GRANDPAR
(63,68),(68,65),-0.205982 # DEPENDENCYPART_GRANDPAR
(63,68),(68,66),0.0444748 # DEPENDENCYPART_GRANDPAR
(63,68),(68,67),0.0779497 # DEPENDENCYPART_GRANDPAR
(63,68),(68,69),-0.128808 # DEPENDENCYPART_GRANDPAR
(63,68),(68,70),-0.230964 # DEPENDENCYPART_GRANDPAR
(63,68),(68,71),-0.105495 # DEPENDENCYPART_GRANDPAR
(63,68),(68,72),-0.115485 # DEPENDENCYPART_GRANDPAR
(63,68),(68,73),-0.493111 # DEPENDENCYPART_GRANDPAR
(63,68),(68,75),-0.345638 # DEPENDENCYPART_GRANDPAR
(63,69),(69,67),0.369417 # DEPENDENCYPART_GRANDPAR
(63,69),(69,70),-0.239294 # DEPENDENCYPART_GRANDPAR
(63,69),(69,71),-0.0869072 # DEPENDENCYPART_GRANDPAR
(63,69),(69,72),-0.245438 # DEPENDENCYPART_GRANDPAR
(63,69),(69,73),-0.625726 # DEPENDENCYPART_GRANDPAR
(63,69),(69,74),-0.1335 # DEPENDENCYPART_GRANDPAR
(63,69),(69,75),-0.477574 # DEPENDENCYPART_GRANDPAR
(63,69),(69,76),-0.258303 # DEPENDENCYPART_GRANDPAR
(63,69),(69,77),-0.0591967 # DEPENDENCYPART_GRANDPAR
(63,69),(69,78),0.072898 # DEPENDENCYPART_GRANDPAR
(63,69),(69,81),-0.398409 # DEPENDENCYPART_GRANDPAR
(63,70),(70,71),-0.123396 # DEPENDENCYPART_GRANDPAR
(63,71),(71,61),-1.0756 # DEPENDENCYPART_GRANDPAR
(63,71),(71,64),0.48233 # DEPENDENCYPART_GRANDPAR
(63,71),(71,65),-0.195189 # DEPENDENCYPART_GRANDPAR
(63,71),(71,67),0.0509507 # DEPENDENCYPART_GRANDPAR
(63,71),(71,68),-0.0312086 # DEPENDENCYPART_GRANDPAR
(63,71),(71,69),-0.423079 # DEPENDENCYPART_GRANDPAR
(63,71),(71,70),-0.477427 # DEPENDENCYPART_GRANDPAR
(63,71),(71,72),-0.120534 # DEPENDENCYPART_GRANDPAR
(63,71),(71,73),-0.498102 # DEPENDENCYPART_GRANDPAR
(63,71),(71,75),-0.349759 # DEPENDENCYPART_GRANDPAR
(63,71),(71,79),0.0764694 # DEPENDENCYPART_GRANDPAR
(63,74),(74,72),-0.38359 # DEPENDENCYPART_GRANDPAR
(63,74),(74,73),-0.764712 # DEPENDENCYPART_GRANDPAR
(63,74),(74,75),-0.317544 # DEPENDENCYPART_GRANDPAR
(63,74),(74,76),-0.356372 # DEPENDENCYPART_GRANDPAR
(63,74),(74,78),0.116751 # DEPENDENCYPART_GRANDPAR
(63,74),(74,79),0.065625 # DEPENDENCYPART_GRANDPAR
(63,74),(74,82),-1.13592 # DEPENDENCYPART_GRANDPAR
(64,63),(63,64),-1.18582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(64,63),(63,65),0.0409805 # DEPENDENCYPART_GRANDPAR
(64,63),(63,66),-0.561293 # DEPENDENCYPART_GRANDPAR
(64,63),(63,67),-0.53952 # DEPENDENCYPART_GRANDPAR
(64,63),(63,68),-0.500887 # DEPENDENCYPART_GRANDPAR
(64,63),(63,69),-0.847151 # DEPENDENCYPART_GRANDPAR
(64,63),(63,70),-0.926081 # DEPENDENCYPART_GRANDPAR
(64,63),(63,71),-0.566907 # DEPENDENCYPART_GRANDPAR
(64,63),(63,74),-0.539129 # DEPENDENCYPART_GRANDPAR
(64,65),(65,66),0.0980189 # DEPENDENCYPART_GRANDPAR
(64,65),(65,67),0.134455 # DEPENDENCYPART_GRANDPAR
(64,65),(65,68),0.156969 # DEPENDENCYPART_GRANDPAR
(64,66),(66,32),-1.08166 # DEPENDENCYPART_GRANDPAR
(64,66),(66,35),-1.00877 # DEPENDENCYPART_GRANDPAR
(64,66),(66,47),-0.956695 # DEPENDENCYPART_GRANDPAR
(64,66),(66,55),-0.758066 # DEPENDENCYPART_GRANDPAR
(64,66),(66,56),-1.25195 # DEPENDENCYPART_GRANDPAR
(64,66),(66,58),-0.884901 # DEPENDENCYPART_GRANDPAR
(64,66),(66,59),-0.578965 # DEPENDENCYPART_GRANDPAR
(64,66),(66,60),-0.681576 # DEPENDENCYPART_GRANDPAR
(64,66),(66,61),-0.977762 # DEPENDENCYPART_GRANDPAR
(64,66),(66,62),-0.501156 # DEPENDENCYPART_GRANDPAR
(64,66),(66,63),-0.509792 # DEPENDENCYPART_GRANDPAR
(64,66),(66,64),-0.548658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(64,66),(66,65),0.681075 # DEPENDENCYPART_GRANDPAR
(64,66),(66,67),-0.0158947 # DEPENDENCYPART_GRANDPAR
(64,66),(66,68),0.160434 # DEPENDENCYPART_GRANDPAR
(64,66),(66,69),0.0685318 # DEPENDENCYPART_GRANDPAR
(64,66),(66,70),-0.236961 # DEPENDENCYPART_GRANDPAR
(64,66),(66,71),0.04176 # DEPENDENCYPART_GRANDPAR
(64,66),(66,72),-0.0731347 # DEPENDENCYPART_GRANDPAR
(64,66),(66,73),-0.328995 # DEPENDENCYPART_GRANDPAR
(64,66),(66,74),0.0587891 # DEPENDENCYPART_GRANDPAR
(64,66),(66,75),-0.206259 # DEPENDENCYPART_GRANDPAR
(64,66),(66,76),-0.234388 # DEPENDENCYPART_GRANDPAR
(64,66),(66,77),0.0261042 # DEPENDENCYPART_GRANDPAR
(64,66),(66,78),-0.128344 # DEPENDENCYPART_GRANDPAR
(64,66),(66,79),-0.273513 # DEPENDENCYPART_GRANDPAR
(64,66),(66,81),-0.182784 # DEPENDENCYPART_GRANDPAR
(64,67),(67,65),0.632435 # DEPENDENCYPART_GRANDPAR
(64,67),(67,66),0.0281813 # DEPENDENCYPART_GRANDPAR
(64,67),(67,68),0.07269 # DEPENDENCYPART_GRANDPAR
(64,67),(67,69),-0.176703 # DEPENDENCYPART_GRANDPAR
(64,68),(68,61),-1.00503 # DEPENDENCYPART_GRANDPAR
(64,68),(68,63),-0.537054 # DEPENDENCYPART_GRANDPAR
(64,68),(68,64),-0.559744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(64,68),(68,65),0.663606 # DEPENDENCYPART_GRANDPAR
(64,68),(68,66),-0.029111 # DEPENDENCYPART_GRANDPAR
(64,68),(68,67),0.0928388 # DEPENDENCYPART_GRANDPAR
(64,68),(68,69),0.0853688 # DEPENDENCYPART_GRANDPAR
(64,68),(68,70),-0.193639 # DEPENDENCYPART_GRANDPAR
(64,68),(68,71),0.0243338 # DEPENDENCYPART_GRANDPAR
(64,68),(68,72),-0.0548206 # DEPENDENCYPART_GRANDPAR
(64,68),(68,73),-0.309511 # DEPENDENCYPART_GRANDPAR
(64,68),(68,75),-0.187455 # DEPENDENCYPART_GRANDPAR
(64,69),(69,67),0.387716 # DEPENDENCYPART_GRANDPAR
(64,69),(69,70),-0.183577 # DEPENDENCYPART_GRANDPAR
(64,69),(69,71),0.0800655 # DEPENDENCYPART_GRANDPAR
(64,69),(69,72),-0.161116 # DEPENDENCYPART_GRANDPAR
(64,69),(69,73),-0.418469 # DEPENDENCYPART_GRANDPAR
(64,69),(69,74),0.0621693 # DEPENDENCYPART_GRANDPAR
(64,69),(69,75),-0.295733 # DEPENDENCYPART_GRANDPAR
(64,69),(69,76),-0.169879 # DEPENDENCYPART_GRANDPAR
(64,69),(69,77),0.112156 # DEPENDENCYPART_GRANDPAR
(64,69),(69,78),-0.146807 # DEPENDENCYPART_GRANDPAR
(64,69),(69,81),-0.186514 # DEPENDENCYPART_GRANDPAR
(64,70),(70,71),0.0105166 # DEPENDENCYPART_GRANDPAR
(64,71),(71,61),-1.00556 # DEPENDENCYPART_GRANDPAR
(64,71),(71,64),-0.548896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(64,71),(71,65),0.674156 # DEPENDENCYPART_GRANDPAR
(64,71),(71,67),0.0656994 # DEPENDENCYPART_GRANDPAR
(64,71),(71,68),0.0855001 # DEPENDENCYPART_GRANDPAR
(64,71),(71,69),-0.208661 # DEPENDENCYPART_GRANDPAR
(64,71),(71,70),-0.432798 # DEPENDENCYPART_GRANDPAR
(64,71),(71,72),-0.0582315 # DEPENDENCYPART_GRANDPAR
(64,71),(71,73),-0.312864 # DEPENDENCYPART_GRANDPAR
(64,71),(71,75),-0.189938 # DEPENDENCYPART_GRANDPAR
(64,71),(71,79),-0.266771 # DEPENDENCYPART_GRANDPAR
(64,72),(72,70),-0.0713875 # DEPENDENCYPART_GRANDPAR
(64,72),(72,73),-0.415549 # DEPENDENCYPART_GRANDPAR
(64,72),(72,74),0.0666394 # DEPENDENCYPART_GRANDPAR
(64,72),(72,75),-0.292813 # DEPENDENCYPART_GRANDPAR
(64,72),(72,76),-0.17015 # DEPENDENCYPART_GRANDPAR
(64,72),(72,77),0.116626 # DEPENDENCYPART_GRANDPAR
(64,72),(72,78),-0.147078 # DEPENDENCYPART_GRANDPAR
(64,72),(72,79),-0.299544 # DEPENDENCYPART_GRANDPAR
(64,72),(72,80),-0.113635 # DEPENDENCYPART_GRANDPAR
(64,72),(72,81),-0.182044 # DEPENDENCYPART_GRANDPAR
(64,73),(73,70),-0.0712006 # DEPENDENCYPART_GRANDPAR
(64,73),(73,74),0.0624346 # DEPENDENCYPART_GRANDPAR
(64,73),(73,75),-0.292541 # DEPENDENCYPART_GRANDPAR
(64,73),(73,76),-0.169878 # DEPENDENCYPART_GRANDPAR
(64,73),(73,77),0.112421 # DEPENDENCYPART_GRANDPAR
(64,73),(73,78),-0.146807 # DEPENDENCYPART_GRANDPAR
(64,74),(74,72),-0.322648 # DEPENDENCYPART_GRANDPAR
(64,74),(74,73),-0.580834 # DEPENDENCYPART_GRANDPAR
(64,74),(74,75),-0.156757 # DEPENDENCYPART_GRANDPAR
(64,74),(74,76),-0.284115 # DEPENDENCYPART_GRANDPAR
(64,74),(74,78),-0.124987 # DEPENDENCYPART_GRANDPAR
(64,74),(74,79),-0.276898 # DEPENDENCYPART_GRANDPAR
(64,74),(74,82),-0.856075 # DEPENDENCYPART_GRANDPAR
(64,76),(76,54),-0.9105 # DEPENDENCYPART_GRANDPAR
(64,76),(76,60),-0.69705 # DEPENDENCYPART_GRANDPAR
(64,76),(76,61),-1.03015 # DEPENDENCYPART_GRANDPAR
(64,76),(76,62),-0.51628 # DEPENDENCYPART_GRANDPAR
(64,76),(76,63),-0.562183 # DEPENDENCYPART_GRANDPAR
(64,76),(76,64),-0.66333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(64,76),(76,65),0.563048 # DEPENDENCYPART_GRANDPAR
(64,76),(76,67),0.0477949 # DEPENDENCYPART_GRANDPAR
(64,76),(76,68),0.0290475 # DEPENDENCYPART_GRANDPAR
(64,76),(76,69),-0.323695 # DEPENDENCYPART_GRANDPAR
(64,76),(76,70),-0.405782 # DEPENDENCYPART_GRANDPAR
(64,76),(76,71),-0.0396305 # DEPENDENCYPART_GRANDPAR
(64,76),(76,72),-0.463245 # DEPENDENCYPART_GRANDPAR
(64,76),(76,73),-0.722215 # DEPENDENCYPART_GRANDPAR
(64,76),(76,74),0.043214 # DEPENDENCYPART_GRANDPAR
(64,76),(76,75),-0.597771 # DEPENDENCYPART_GRANDPAR
(64,76),(76,77),0.107414 # DEPENDENCYPART_GRANDPAR
(64,76),(76,78),-0.0980642 # DEPENDENCYPART_GRANDPAR
(64,76),(76,79),-0.292269 # DEPENDENCYPART_GRANDPAR
(64,76),(76,80),-0.0646209 # DEPENDENCYPART_GRANDPAR
(64,76),(76,81),-0.0171868 # DEPENDENCYPART_GRANDPAR
(64,76),(76,82),-0.793238 # DEPENDENCYPART_GRANDPAR
(64,76),(76,83),-0.816307 # DEPENDENCYPART_GRANDPAR
(65,66),(66,32),-1.28259 # DEPENDENCYPART_GRANDPAR
(65,66),(66,35),-1.16594 # DEPENDENCYPART_GRANDPAR
(65,66),(66,47),-1.18952 # DEPENDENCYPART_GRANDPAR
(65,66),(66,55),-0.793031 # DEPENDENCYPART_GRANDPAR
(65,66),(66,56),-1.35088 # DEPENDENCYPART_GRANDPAR
(65,66),(66,58),-1.14708 # DEPENDENCYPART_GRANDPAR
(65,66),(66,59),-0.559004 # DEPENDENCYPART_GRANDPAR
(65,66),(66,60),-0.751811 # DEPENDENCYPART_GRANDPAR
(65,66),(66,61),-1.15341 # DEPENDENCYPART_GRANDPAR
(65,66),(66,62),-0.619604 # DEPENDENCYPART_GRANDPAR
(65,66),(66,63),-1.03194 # DEPENDENCYPART_GRANDPAR
(65,66),(66,64),-0.891383 # DEPENDENCYPART_GRANDPAR
(65,66),(66,65),-0.956695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(65,66),(66,67),-0.549428 # DEPENDENCYPART_GRANDPAR
(65,66),(66,68),-0.18485 # DEPENDENCYPART_GRANDPAR
(65,66),(66,69),-0.39276 # DEPENDENCYPART_GRANDPAR
(65,66),(66,70),-0.723646 # DEPENDENCYPART_GRANDPAR
(65,66),(66,71),-0.333991 # DEPENDENCYPART_GRANDPAR
(65,66),(66,72),-0.38227 # DEPENDENCYPART_GRANDPAR
(65,66),(66,73),-0.730673 # DEPENDENCYPART_GRANDPAR
(65,66),(66,74),-0.333033 # DEPENDENCYPART_GRANDPAR
(65,66),(66,75),-0.763857 # DEPENDENCYPART_GRANDPAR
(65,66),(66,76),-0.674908 # DEPENDENCYPART_GRANDPAR
(65,66),(66,77),-0.409589 # DEPENDENCYPART_GRANDPAR
(65,66),(66,78),-0.427729 # DEPENDENCYPART_GRANDPAR
(65,66),(66,79),-0.463025 # DEPENDENCYPART_GRANDPAR
(65,66),(66,81),-0.613864 # DEPENDENCYPART_GRANDPAR
(65,67),(67,65),-1.03555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(65,67),(67,66),0.190347 # DEPENDENCYPART_GRANDPAR
(65,67),(67,68),-0.290574 # DEPENDENCYPART_GRANDPAR
(65,67),(67,69),-0.666644 # DEPENDENCYPART_GRANDPAR
(65,68),(68,61),-1.18066 # DEPENDENCYPART_GRANDPAR
(65,68),(68,63),-1.05917 # DEPENDENCYPART_GRANDPAR
(65,68),(68,64),-0.918607 # DEPENDENCYPART_GRANDPAR
(65,68),(68,65),-1.00398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(65,68),(68,66),0.133274 # DEPENDENCYPART_GRANDPAR
(65,68),(68,67),-0.458737 # DEPENDENCYPART_GRANDPAR
(65,68),(68,69),-0.395182 # DEPENDENCYPART_GRANDPAR
(65,68),(68,70),-0.691996 # DEPENDENCYPART_GRANDPAR
(65,68),(68,71),-0.362206 # DEPENDENCYPART_GRANDPAR
(65,68),(68,72),-0.383215 # DEPENDENCYPART_GRANDPAR
(65,68),(68,73),-0.730449 # DEPENDENCYPART_GRANDPAR
(65,68),(68,75),-0.764312 # DEPENDENCYPART_GRANDPAR
(66,32),(32,31),-0.864568 # DEPENDENCYPART_GRANDPAR
(66,32),(32,33),-0.182287 # DEPENDENCYPART_GRANDPAR
(66,32),(32,34),-0.837504 # DEPENDENCYPART_GRANDPAR
(66,32),(32,35),-0.579655 # DEPENDENCYPART_GRANDPAR
(66,32),(32,36),-0.559156 # DEPENDENCYPART_GRANDPAR
(66,32),(32,37),-0.716906 # DEPENDENCYPART_GRANDPAR
(66,32),(32,38),-0.705839 # DEPENDENCYPART_GRANDPAR
(66,32),(32,39),-0.779112 # DEPENDENCYPART_GRANDPAR
(66,32),(32,40),-0.812027 # DEPENDENCYPART_GRANDPAR
(66,32),(32,41),-0.693595 # DEPENDENCYPART_GRANDPAR
(66,32),(32,42),-0.701784 # DEPENDENCYPART_GRANDPAR
(66,32),(32,43),-0.735526 # DEPENDENCYPART_GRANDPAR
(66,32),(32,44),-0.772219 # DEPENDENCYPART_GRANDPAR
(66,32),(32,45),-0.689848 # DEPENDENCYPART_GRANDPAR
(66,32),(32,46),-0.432074 # DEPENDENCYPART_GRANDPAR
(66,32),(32,48),-0.446133 # DEPENDENCYPART_GRANDPAR
(66,32),(32,49),-0.409734 # DEPENDENCYPART_GRANDPAR
(66,32),(32,51),-0.2898 # DEPENDENCYPART_GRANDPAR
(66,32),(32,52),-0.317145 # DEPENDENCYPART_GRANDPAR
(66,32),(32,57),-0.164307 # DEPENDENCYPART_GRANDPAR
