# _root_ وَ يُشَكِّلُ هٰذا الخَفْضُ , بِ الإِضافَةِ إِلَى ثَلاثَةِ آلافِ آخَرِينَ فِي مارِس الماضِي , نِسْبَةَ 11 بِ المِائَةِ مِن مَجْمُوعِ عَدَدِ العامِلِينَ عَلَى أَجْهِزَةِ الفَحْصِ وَ البالِغِ 55600 شَخْصٍ . وَ مِن المُتَوَقَّعِ أَن تُوَفِّرَ إِدارَةُ أَمْنِ النَقْلِ مَبْلَغاً يَقْرَبُ مِن 280 مِلْيُونَ دُولارٍ أَمْرِيكِيٍّ .
#goldHeads=0,0,4,8,4,8,8,2,8,9,10,11,12,13,14,2,16,17,18,17,20,21,22,23,24,25,28,22,28,29,0,0,0,33,33,35,36,37,38,36,40,41,42,43,44,45,0,
#predictedHeads=0,0,4,2,4,2,6,7,8,9,10,9,12,13,16,2,16,17,18,17,20,21,22,23,24,25,25,27,28,29,0,0,29,33,33,35,36,37,38,36,40,41,42,43,44,45,0,
(24,27),(27,37),-0.136597 # DEPENDENCYPART_GRANDPAR
(24,27),(27,38),-0.246538 # DEPENDENCYPART_GRANDPAR
(24,27),(27,39),-0.216421 # DEPENDENCYPART_GRANDPAR
(24,27),(27,40),-0.422956 # DEPENDENCYPART_GRANDPAR
(24,27),(27,41),-0.67089 # DEPENDENCYPART_GRANDPAR
(24,27),(27,42),-0.110694 # DEPENDENCYPART_GRANDPAR
(24,27),(27,43),-0.399954 # DEPENDENCYPART_GRANDPAR
(24,27),(27,44),-0.509634 # DEPENDENCYPART_GRANDPAR
(24,27),(27,45),-0.648368 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),-0.239007 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),0.016292 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),-0.0262025 # DEPENDENCYPART_GRANDPAR
(24,28),(28,31),-0.268961 # DEPENDENCYPART_GRANDPAR
(24,28),(28,32),0.0842927 # DEPENDENCYPART_GRANDPAR
(24,28),(28,33),-0.0831528 # DEPENDENCYPART_GRANDPAR
(24,28),(28,34),-0.358266 # DEPENDENCYPART_GRANDPAR
(24,28),(28,35),-0.256891 # DEPENDENCYPART_GRANDPAR
(24,29),(29,25),0.776126 # DEPENDENCYPART_GRANDPAR
(24,29),(29,26),-0.230151 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),-0.150415 # DEPENDENCYPART_GRANDPAR
(24,29),(29,30),-0.0840667 # DEPENDENCYPART_GRANDPAR
(24,29),(29,31),-0.259951 # DEPENDENCYPART_GRANDPAR
(24,29),(29,32),0.0842935 # DEPENDENCYPART_GRANDPAR
(24,29),(29,33),-0.0945787 # DEPENDENCYPART_GRANDPAR
(24,29),(29,35),-0.2649 # DEPENDENCYPART_GRANDPAR
(24,29),(29,36),-0.571626 # DEPENDENCYPART_GRANDPAR
(24,29),(29,41),-0.612673 # DEPENDENCYPART_GRANDPAR
(24,32),(32,2),-0.817633 # DEPENDENCYPART_GRANDPAR
(24,32),(32,6),-0.737025 # DEPENDENCYPART_GRANDPAR
(24,32),(32,8),-0.851963 # DEPENDENCYPART_GRANDPAR
(24,32),(32,9),-0.808622 # DEPENDENCYPART_GRANDPAR
(24,32),(32,17),-0.601605 # DEPENDENCYPART_GRANDPAR
(24,32),(32,19),-0.815643 # DEPENDENCYPART_GRANDPAR
(24,32),(32,21),-0.872218 # DEPENDENCYPART_GRANDPAR
(24,32),(32,22),-0.834349 # DEPENDENCYPART_GRANDPAR
(24,32),(32,23),-0.738734 # DEPENDENCYPART_GRANDPAR
(24,32),(32,25),0.929945 # DEPENDENCYPART_GRANDPAR
(24,32),(32,26),-0.0763276 # DEPENDENCYPART_GRANDPAR
(24,32),(32,28),-0.16669 # DEPENDENCYPART_GRANDPAR
(24,32),(32,29),-0.0662211 # DEPENDENCYPART_GRANDPAR
(24,32),(32,30),-0.135197 # DEPENDENCYPART_GRANDPAR
(24,32),(32,31),-0.219831 # DEPENDENCYPART_GRANDPAR
(24,32),(32,33),-0.0724392 # DEPENDENCYPART_GRANDPAR
(24,32),(32,34),-0.0433505 # DEPENDENCYPART_GRANDPAR
(24,32),(32,35),-0.281663 # DEPENDENCYPART_GRANDPAR
(24,32),(32,36),-0.629843 # DEPENDENCYPART_GRANDPAR
(24,32),(32,37),-0.136597 # DEPENDENCYPART_GRANDPAR
(24,32),(32,38),-0.246538 # DEPENDENCYPART_GRANDPAR
(24,32),(32,39),-0.216421 # DEPENDENCYPART_GRANDPAR
(24,32),(32,40),-0.422956 # DEPENDENCYPART_GRANDPAR
(24,32),(32,41),-0.67089 # DEPENDENCYPART_GRANDPAR
(24,34),(34,35),-0.315298 # DEPENDENCYPART_GRANDPAR
(24,34),(34,36),-0.594353 # DEPENDENCYPART_GRANDPAR
(24,34),(34,37),-0.515386 # DEPENDENCYPART_GRANDPAR
(25,26),(26,27),0.0216307 # DEPENDENCYPART_GRANDPAR
(25,26),(26,28),0.352379 # DEPENDENCYPART_GRANDPAR
(25,27),(27,2),-1.19436 # DEPENDENCYPART_GRANDPAR
(25,27),(27,4),-1.47757 # DEPENDENCYPART_GRANDPAR
(25,27),(27,5),-0.975143 # DEPENDENCYPART_GRANDPAR
(25,27),(27,6),-1.13975 # DEPENDENCYPART_GRANDPAR
(25,27),(27,7),-1.63929 # DEPENDENCYPART_GRANDPAR
(25,27),(27,8),-1.07977 # DEPENDENCYPART_GRANDPAR
(25,27),(27,9),-1.44763 # DEPENDENCYPART_GRANDPAR
(25,27),(27,10),-1.52208 # DEPENDENCYPART_GRANDPAR
(25,27),(27,11),-1.78364 # DEPENDENCYPART_GRANDPAR
(25,27),(27,12),-0.985001 # DEPENDENCYPART_GRANDPAR
(25,27),(27,13),-1.06973 # DEPENDENCYPART_GRANDPAR
(25,27),(27,14),-1.07374 # DEPENDENCYPART_GRANDPAR
(25,27),(27,15),-0.929889 # DEPENDENCYPART_GRANDPAR
(25,27),(27,16),-1.22649 # DEPENDENCYPART_GRANDPAR
(25,27),(27,17),-0.758381 # DEPENDENCYPART_GRANDPAR
(25,27),(27,18),-0.985037 # DEPENDENCYPART_GRANDPAR
(25,27),(27,19),-1.48203 # DEPENDENCYPART_GRANDPAR
(25,27),(27,20),-0.843288 # DEPENDENCYPART_GRANDPAR
(25,27),(27,21),-1.41095 # DEPENDENCYPART_GRANDPAR
(25,27),(27,22),-1.34308 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-1.5415 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-0.662353 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.602446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),0.660824 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),0.508705 # DEPENDENCYPART_GRANDPAR
(25,27),(27,29),0.105915 # DEPENDENCYPART_GRANDPAR
(25,27),(27,30),0.0711227 # DEPENDENCYPART_GRANDPAR
(25,27),(27,31),-0.383547 # DEPENDENCYPART_GRANDPAR
(25,27),(27,32),-0.055005 # DEPENDENCYPART_GRANDPAR
(25,27),(27,33),-0.227075 # DEPENDENCYPART_GRANDPAR
(25,27),(27,34),-0.126934 # DEPENDENCYPART_GRANDPAR
(25,27),(27,35),-0.249147 # DEPENDENCYPART_GRANDPAR
(25,27),(27,36),-0.410246 # DEPENDENCYPART_GRANDPAR
(25,27),(27,37),-0.534408 # DEPENDENCYPART_GRANDPAR
(25,27),(27,38),-0.796082 # DEPENDENCYPART_GRANDPAR
(25,27),(27,39),-0.471356 # DEPENDENCYPART_GRANDPAR
(25,27),(27,40),-0.96447 # DEPENDENCYPART_GRANDPAR
(25,27),(27,41),-0.704128 # DEPENDENCYPART_GRANDPAR
(25,27),(27,42),-0.669887 # DEPENDENCYPART_GRANDPAR
(25,27),(27,43),-0.363394 # DEPENDENCYPART_GRANDPAR
(25,27),(27,44),-0.847925 # DEPENDENCYPART_GRANDPAR
(25,27),(27,45),-0.935996 # DEPENDENCYPART_GRANDPAR
(25,28),(28,26),0.628043 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),-0.0145021 # DEPENDENCYPART_GRANDPAR
(25,28),(28,30),-0.134914 # DEPENDENCYPART_GRANDPAR
(25,28),(28,31),-0.364554 # DEPENDENCYPART_GRANDPAR
(25,28),(28,32),-0.248943 # DEPENDENCYPART_GRANDPAR
(25,28),(28,33),-0.234719 # DEPENDENCYPART_GRANDPAR
(25,28),(28,34),-0.333719 # DEPENDENCYPART_GRANDPAR
(25,28),(28,35),-0.374998 # DEPENDENCYPART_GRANDPAR
(25,29),(29,25),-0.483098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,29),(29,26),0.780169 # DEPENDENCYPART_GRANDPAR
(25,29),(29,28),0.247665 # DEPENDENCYPART_GRANDPAR
(25,29),(29,30),-0.104078 # DEPENDENCYPART_GRANDPAR
(25,29),(29,31),-0.351791 # DEPENDENCYPART_GRANDPAR
(25,29),(29,32),-0.196672 # DEPENDENCYPART_GRANDPAR
(25,29),(29,33),-0.20215 # DEPENDENCYPART_GRANDPAR
(25,29),(29,35),-0.310666 # DEPENDENCYPART_GRANDPAR
(25,29),(29,36),-0.444912 # DEPENDENCYPART_GRANDPAR
(25,29),(29,41),-0.738794 # DEPENDENCYPART_GRANDPAR
(25,30),(30,29),0.0297907 # DEPENDENCYPART_GRANDPAR
(25,30),(30,31),-0.329992 # DEPENDENCYPART_GRANDPAR
(25,30),(30,32),-0.122933 # DEPENDENCYPART_GRANDPAR
(25,30),(30,33),-0.145149 # DEPENDENCYPART_GRANDPAR
(25,30),(30,34),-0.283229 # DEPENDENCYPART_GRANDPAR
(25,30),(30,36),-0.381052 # DEPENDENCYPART_GRANDPAR
(25,31),(31,29),0.0509678 # DEPENDENCYPART_GRANDPAR
(25,31),(31,30),-0.161521 # DEPENDENCYPART_GRANDPAR
(25,32),(32,2),-1.19436 # DEPENDENCYPART_GRANDPAR
(25,32),(32,6),-1.13975 # DEPENDENCYPART_GRANDPAR
(25,32),(32,8),-1.07977 # DEPENDENCYPART_GRANDPAR
(25,32),(32,9),-1.44763 # DEPENDENCYPART_GRANDPAR
(25,32),(32,17),-0.758381 # DEPENDENCYPART_GRANDPAR
(25,32),(32,19),-1.48203 # DEPENDENCYPART_GRANDPAR
(25,32),(32,21),-1.41095 # DEPENDENCYPART_GRANDPAR
(25,32),(32,22),-1.34308 # DEPENDENCYPART_GRANDPAR
(25,32),(32,23),-1.5415 # DEPENDENCYPART_GRANDPAR
(25,32),(32,25),-0.602446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,32),(32,26),0.660824 # DEPENDENCYPART_GRANDPAR
(25,32),(32,28),0.296588 # DEPENDENCYPART_GRANDPAR
(25,32),(32,29),0.016341 # DEPENDENCYPART_GRANDPAR
(25,32),(32,30),-0.19057 # DEPENDENCYPART_GRANDPAR
(25,32),(32,31),-0.306266 # DEPENDENCYPART_GRANDPAR
(25,32),(32,33),-0.227075 # DEPENDENCYPART_GRANDPAR
(25,32),(32,34),-0.126934 # DEPENDENCYPART_GRANDPAR
(25,32),(32,35),-0.249147 # DEPENDENCYPART_GRANDPAR
(25,32),(32,36),-0.410246 # DEPENDENCYPART_GRANDPAR
(25,32),(32,37),-0.534408 # DEPENDENCYPART_GRANDPAR
(25,32),(32,38),-0.796082 # DEPENDENCYPART_GRANDPAR
(25,32),(32,39),-0.471356 # DEPENDENCYPART_GRANDPAR
(25,32),(32,40),-0.96447 # DEPENDENCYPART_GRANDPAR
(25,32),(32,41),-0.704128 # DEPENDENCYPART_GRANDPAR
(25,33),(33,30),-0.212243 # DEPENDENCYPART_GRANDPAR
(25,33),(33,31),-0.406003 # DEPENDENCYPART_GRANDPAR
(25,33),(33,32),-0.226152 # DEPENDENCYPART_GRANDPAR
(25,33),(33,34),-0.0806481 # DEPENDENCYPART_GRANDPAR
(25,33),(33,35),-0.162214 # DEPENDENCYPART_GRANDPAR
(25,33),(33,36),-0.502187 # DEPENDENCYPART_GRANDPAR
(25,33),(33,37),-0.515945 # DEPENDENCYPART_GRANDPAR
(25,33),(33,38),-0.779117 # DEPENDENCYPART_GRANDPAR
(25,33),(33,39),-0.484582 # DEPENDENCYPART_GRANDPAR
(25,33),(33,42),-0.622787 # DEPENDENCYPART_GRANDPAR
(25,34),(34,35),-0.271361 # DEPENDENCYPART_GRANDPAR
(25,34),(34,36),-0.391109 # DEPENDENCYPART_GRANDPAR
(25,34),(34,37),-0.678691 # DEPENDENCYPART_GRANDPAR
(25,35),(35,2),-1.17551 # DEPENDENCYPART_GRANDPAR
(25,35),(35,25),-0.666393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,35),(35,29),0.0139571 # DEPENDENCYPART_GRANDPAR
(25,35),(35,30),-0.253369 # DEPENDENCYPART_GRANDPAR
(25,35),(35,32),-0.0987021 # DEPENDENCYPART_GRANDPAR
(25,35),(35,33),-0.167024 # DEPENDENCYPART_GRANDPAR
(25,35),(35,34),-0.457321 # DEPENDENCYPART_GRANDPAR
(25,35),(35,36),-0.314232 # DEPENDENCYPART_GRANDPAR
(25,35),(35,37),-0.658834 # DEPENDENCYPART_GRANDPAR
(25,35),(35,38),-0.920356 # DEPENDENCYPART_GRANDPAR
(25,35),(35,39),-0.612565 # DEPENDENCYPART_GRANDPAR
(25,35),(35,40),-1.08891 # DEPENDENCYPART_GRANDPAR
(25,35),(35,41),-0.608114 # DEPENDENCYPART_GRANDPAR
(25,35),(35,42),-0.628731 # DEPENDENCYPART_GRANDPAR
(25,35),(35,43),-0.38558 # DEPENDENCYPART_GRANDPAR
(25,35),(35,44),-0.969511 # DEPENDENCYPART_GRANDPAR
(25,35),(35,45),-1.06786 # DEPENDENCYPART_GRANDPAR
(25,35),(35,46),-0.911476 # DEPENDENCYPART_GRANDPAR
(25,36),(36,33),-0.318536 # DEPENDENCYPART_GRANDPAR
(25,36),(36,34),-0.54273 # DEPENDENCYPART_GRANDPAR
(25,36),(36,35),-0.359934 # DEPENDENCYPART_GRANDPAR
(25,36),(36,37),-0.441512 # DEPENDENCYPART_GRANDPAR
(25,36),(36,38),-0.706258 # DEPENDENCYPART_GRANDPAR
(25,36),(36,39),-0.41525 # DEPENDENCYPART_GRANDPAR
(25,36),(36,40),-0.874817 # DEPENDENCYPART_GRANDPAR
(25,36),(36,41),-0.718941 # DEPENDENCYPART_GRANDPAR
(25,36),(36,42),-0.570869 # DEPENDENCYPART_GRANDPAR
(25,36),(36,43),-0.354098 # DEPENDENCYPART_GRANDPAR
(25,36),(36,44),-0.77063 # DEPENDENCYPART_GRANDPAR
(25,36),(36,45),-0.861302 # DEPENDENCYPART_GRANDPAR
(25,36),(36,46),-0.860156 # DEPENDENCYPART_GRANDPAR
(26,27),(27,2),-0.918113 # DEPENDENCYPART_GRANDPAR
(26,27),(27,4),-1.12689 # DEPENDENCYPART_GRANDPAR
(26,27),(27,5),-0.8592 # DEPENDENCYPART_GRANDPAR
(26,27),(27,6),-0.929468 # DEPENDENCYPART_GRANDPAR
(26,27),(27,7),-1.26358 # DEPENDENCYPART_GRANDPAR
(26,27),(27,8),-0.914876 # DEPENDENCYPART_GRANDPAR
(26,27),(27,9),-1.10133 # DEPENDENCYPART_GRANDPAR
(26,27),(27,10),-1.00101 # DEPENDENCYPART_GRANDPAR
(26,27),(27,11),-1.09789 # DEPENDENCYPART_GRANDPAR
(26,27),(27,12),-0.79037 # DEPENDENCYPART_GRANDPAR
(26,27),(27,13),-0.921904 # DEPENDENCYPART_GRANDPAR
(26,27),(27,14),-1.00664 # DEPENDENCYPART_GRANDPAR
(26,27),(27,15),-0.815693 # DEPENDENCYPART_GRANDPAR
(26,27),(27,16),-0.997514 # DEPENDENCYPART_GRANDPAR
(26,27),(27,17),-0.524825 # DEPENDENCYPART_GRANDPAR
(26,27),(27,18),-0.832529 # DEPENDENCYPART_GRANDPAR
(26,27),(27,19),-1.12537 # DEPENDENCYPART_GRANDPAR
(26,27),(27,20),-0.660091 # DEPENDENCYPART_GRANDPAR
(26,27),(27,21),-0.828851 # DEPENDENCYPART_GRANDPAR
(26,27),(27,22),-0.791835 # DEPENDENCYPART_GRANDPAR
(26,27),(27,23),-0.962706 # DEPENDENCYPART_GRANDPAR
(26,27),(27,24),-0.575829 # DEPENDENCYPART_GRANDPAR
(26,27),(27,25),-0.697313 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-0.943243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,28),0.368153 # DEPENDENCYPART_GRANDPAR
(26,27),(27,29),-0.104123 # DEPENDENCYPART_GRANDPAR
(26,27),(27,30),-0.345737 # DEPENDENCYPART_GRANDPAR
(26,27),(27,31),-0.61717 # DEPENDENCYPART_GRANDPAR
(26,27),(27,32),-0.288408 # DEPENDENCYPART_GRANDPAR
(26,27),(27,33),-0.491432 # DEPENDENCYPART_GRANDPAR
(26,27),(27,34),-0.513899 # DEPENDENCYPART_GRANDPAR
(26,27),(27,35),-0.447123 # DEPENDENCYPART_GRANDPAR
(26,27),(27,36),-0.307936 # DEPENDENCYPART_GRANDPAR
(26,27),(27,37),-0.991263 # DEPENDENCYPART_GRANDPAR
(26,27),(27,38),-0.961015 # DEPENDENCYPART_GRANDPAR
(26,27),(27,39),-0.914274 # DEPENDENCYPART_GRANDPAR
(26,27),(27,40),-1.17023 # DEPENDENCYPART_GRANDPAR
(26,27),(27,41),-0.550942 # DEPENDENCYPART_GRANDPAR
(26,27),(27,42),-0.962846 # DEPENDENCYPART_GRANDPAR
(26,27),(27,43),-0.632745 # DEPENDENCYPART_GRANDPAR
(26,27),(27,44),-1.055 # DEPENDENCYPART_GRANDPAR
(26,27),(27,45),-1.20467 # DEPENDENCYPART_GRANDPAR
(26,28),(28,26),-0.976033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,29),-0.22473 # DEPENDENCYPART_GRANDPAR
(26,28),(28,30),-0.551964 # DEPENDENCYPART_GRANDPAR
(26,28),(28,31),-0.598367 # DEPENDENCYPART_GRANDPAR
(26,28),(28,32),-0.482536 # DEPENDENCYPART_GRANDPAR
(26,28),(28,33),-0.499266 # DEPENDENCYPART_GRANDPAR
(26,28),(28,34),-0.720874 # DEPENDENCYPART_GRANDPAR
(26,28),(28,35),-0.573165 # DEPENDENCYPART_GRANDPAR
(27,2),(2,1),-0.48659 # DEPENDENCYPART_GRANDPAR
(27,2),(2,3),-0.63922 # DEPENDENCYPART_GRANDPAR
(27,2),(2,4),-0.510525 # DEPENDENCYPART_GRANDPAR
(27,2),(2,5),-0.798999 # DEPENDENCYPART_GRANDPAR
(27,2),(2,6),-0.287112 # DEPENDENCYPART_GRANDPAR
(27,2),(2,7),-0.35212 # DEPENDENCYPART_GRANDPAR
(27,2),(2,8),-0.161928 # DEPENDENCYPART_GRANDPAR
(27,2),(2,9),-0.338405 # DEPENDENCYPART_GRANDPAR
(27,2),(2,10),-0.384202 # DEPENDENCYPART_GRANDPAR
(27,2),(2,11),-0.396118 # DEPENDENCYPART_GRANDPAR
(27,2),(2,12),-0.338967 # DEPENDENCYPART_GRANDPAR
(27,2),(2,14),-0.476584 # DEPENDENCYPART_GRANDPAR
(27,2),(2,15),-0.529705 # DEPENDENCYPART_GRANDPAR
(27,2),(2,16),0.0897683 # DEPENDENCYPART_GRANDPAR
(27,2),(2,17),-0.263149 # DEPENDENCYPART_GRANDPAR
(27,2),(2,18),-0.0626666 # DEPENDENCYPART_GRANDPAR
(27,2),(2,19),-0.280543 # DEPENDENCYPART_GRANDPAR
(27,2),(2,20),-0.183537 # DEPENDENCYPART_GRANDPAR
(27,2),(2,21),-0.168379 # DEPENDENCYPART_GRANDPAR
(27,2),(2,22),-0.0405118 # DEPENDENCYPART_GRANDPAR
(27,2),(2,23),-0.12665 # DEPENDENCYPART_GRANDPAR
(27,2),(2,24),-0.100024 # DEPENDENCYPART_GRANDPAR
(27,2),(2,26),-0.00714237 # DEPENDENCYPART_GRANDPAR
(27,2),(2,28),-0.370312 # DEPENDENCYPART_GRANDPAR
(27,2),(2,31),-0.831146 # DEPENDENCYPART_GRANDPAR
(27,2),(2,35),-0.8891 # DEPENDENCYPART_GRANDPAR
(27,4),(4,1),-0.427275 # DEPENDENCYPART_GRANDPAR
(27,4),(4,2),-0.507518 # DEPENDENCYPART_GRANDPAR
(27,4),(4,3),-0.642151 # DEPENDENCYPART_GRANDPAR
(27,4),(4,5),-0.801794 # DEPENDENCYPART_GRANDPAR
(27,4),(4,6),-0.19466 # DEPENDENCYPART_GRANDPAR
(27,4),(4,7),-0.273455 # DEPENDENCYPART_GRANDPAR
(27,4),(4,8),-0.00237749 # DEPENDENCYPART_GRANDPAR
(27,4),(4,9),-0.267094 # DEPENDENCYPART_GRANDPAR
(27,4),(4,12),-0.174977 # DEPENDENCYPART_GRANDPAR
(27,5),(5,2),-0.462021 # DEPENDENCYPART_GRANDPAR
(27,5),(5,4),-0.53071 # DEPENDENCYPART_GRANDPAR
(27,5),(5,6),-0.34752 # DEPENDENCYPART_GRANDPAR
(27,5),(5,7),-0.365789 # DEPENDENCYPART_GRANDPAR
(27,5),(5,8),-0.175538 # DEPENDENCYPART_GRANDPAR
(27,6),(6,1),-0.472774 # DEPENDENCYPART_GRANDPAR
(27,6),(6,4),-0.347858 # DEPENDENCYPART_GRANDPAR
(27,6),(6,5),-0.699965 # DEPENDENCYPART_GRANDPAR
(27,6),(6,7),-0.347855 # DEPENDENCYPART_GRANDPAR
(27,6),(6,8),-0.28348 # DEPENDENCYPART_GRANDPAR
(27,6),(6,9),-0.363145 # DEPENDENCYPART_GRANDPAR
(27,6),(6,10),-0.408487 # DEPENDENCYPART_GRANDPAR
(27,6),(6,11),-0.420705 # DEPENDENCYPART_GRANDPAR
(27,6),(6,15),-0.488617 # DEPENDENCYPART_GRANDPAR
(27,7),(7,5),-0.589863 # DEPENDENCYPART_GRANDPAR
(27,7),(7,8),-0.00350925 # DEPENDENCYPART_GRANDPAR
(27,7),(7,9),-0.267455 # DEPENDENCYPART_GRANDPAR
(27,7),(7,10),-0.307547 # DEPENDENCYPART_GRANDPAR
(27,7),(7,12),-0.175831 # DEPENDENCYPART_GRANDPAR
(27,7),(7,18),0.0289318 # DEPENDENCYPART_GRANDPAR
(27,8),(8,1),-0.538751 # DEPENDENCYPART_GRANDPAR
(27,8),(8,2),-0.509225 # DEPENDENCYPART_GRANDPAR
(27,8),(8,4),-0.423665 # DEPENDENCYPART_GRANDPAR
(27,8),(8,5),-0.730624 # DEPENDENCYPART_GRANDPAR
(27,8),(8,6),-0.430816 # DEPENDENCYPART_GRANDPAR
(27,8),(8,7),-0.293675 # DEPENDENCYPART_GRANDPAR
(27,8),(8,9),-0.392436 # DEPENDENCYPART_GRANDPAR
(27,8),(8,10),-0.437777 # DEPENDENCYPART_GRANDPAR
(27,8),(8,11),-0.44986 # DEPENDENCYPART_GRANDPAR
(27,8),(8,13),-0.226298 # DEPENDENCYPART_GRANDPAR
(27,8),(8,27),-0.980062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,9),(9,7),-0.232137 # DEPENDENCYPART_GRANDPAR
(27,9),(9,10),-0.308258 # DEPENDENCYPART_GRANDPAR
(27,9),(9,11),-0.32333 # DEPENDENCYPART_GRANDPAR
(27,9),(9,12),-0.175537 # DEPENDENCYPART_GRANDPAR
(27,9),(9,13),-0.100342 # DEPENDENCYPART_GRANDPAR
(27,9),(9,14),-0.501874 # DEPENDENCYPART_GRANDPAR
(27,9),(9,15),-0.532939 # DEPENDENCYPART_GRANDPAR
(27,9),(9,16),0.167989 # DEPENDENCYPART_GRANDPAR
(27,9),(9,17),-0.287947 # DEPENDENCYPART_GRANDPAR
(27,9),(9,18),0.0292209 # DEPENDENCYPART_GRANDPAR
(27,9),(9,19),-0.202956 # DEPENDENCYPART_GRANDPAR
(27,9),(9,20),-0.0150962 # DEPENDENCYPART_GRANDPAR
(27,9),(9,22),0.0484139 # DEPENDENCYPART_GRANDPAR
(27,9),(9,24),-0.00249288 # DEPENDENCYPART_GRANDPAR
(27,9),(9,27),-0.904721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,10),(10,5),-0.586787 # DEPENDENCYPART_GRANDPAR
(27,10),(10,9),-0.204806 # DEPENDENCYPART_GRANDPAR
(27,10),(10,11),-0.324279 # DEPENDENCYPART_GRANDPAR
(27,10),(10,12),-0.175706 # DEPENDENCYPART_GRANDPAR
(27,10),(10,13),-0.100634 # DEPENDENCYPART_GRANDPAR
(27,10),(10,14),-0.502165 # DEPENDENCYPART_GRANDPAR
(27,10),(10,15),-0.533229 # DEPENDENCYPART_GRANDPAR
(27,10),(10,16),0.16704 # DEPENDENCYPART_GRANDPAR
(27,10),(10,18),0.0290569 # DEPENDENCYPART_GRANDPAR
(27,10),(10,19),-0.203905 # DEPENDENCYPART_GRANDPAR
(27,10),(10,20),-0.0151684 # DEPENDENCYPART_GRANDPAR
(27,10),(10,24),-0.00266251 # DEPENDENCYPART_GRANDPAR
(27,11),(11,10),-0.262964 # DEPENDENCYPART_GRANDPAR
(27,11),(11,12),-0.175822 # DEPENDENCYPART_GRANDPAR
(27,11),(11,13),-0.100742 # DEPENDENCYPART_GRANDPAR
(27,11),(11,14),-0.502272 # DEPENDENCYPART_GRANDPAR
(27,11),(11,16),0.168221 # DEPENDENCYPART_GRANDPAR
(27,11),(11,18),0.0289411 # DEPENDENCYPART_GRANDPAR
(27,11),(11,20),-0.0152842 # DEPENDENCYPART_GRANDPAR
(27,12),(12,1),-0.474184 # DEPENDENCYPART_GRANDPAR
(27,12),(12,5),-0.710304 # DEPENDENCYPART_GRANDPAR
(27,12),(12,8),-0.245788 # DEPENDENCYPART_GRANDPAR
(27,12),(12,10),-0.245324 # DEPENDENCYPART_GRANDPAR
(27,12),(12,11),-0.260379 # DEPENDENCYPART_GRANDPAR
(27,12),(12,13),-0.115503 # DEPENDENCYPART_GRANDPAR
(27,12),(12,14),-0.485279 # DEPENDENCYPART_GRANDPAR
(27,12),(12,15),-0.397678 # DEPENDENCYPART_GRANDPAR
(27,12),(12,16),0.136525 # DEPENDENCYPART_GRANDPAR
(27,12),(12,17),-0.152826 # DEPENDENCYPART_GRANDPAR
(27,12),(12,19),-0.242292 # DEPENDENCYPART_GRANDPAR
(27,13),(13,11),-0.306509 # DEPENDENCYPART_GRANDPAR
(27,13),(13,14),-0.365583 # DEPENDENCYPART_GRANDPAR
(27,13),(13,15),-0.355661 # DEPENDENCYPART_GRANDPAR
(27,13),(13,16),0.20381 # DEPENDENCYPART_GRANDPAR
(27,14),(14,4),-0.498676 # DEPENDENCYPART_GRANDPAR
(27,14),(14,6),-0.2822 # DEPENDENCYPART_GRANDPAR
(27,14),(14,7),-0.344391 # DEPENDENCYPART_GRANDPAR
(27,14),(14,9),-0.321831 # DEPENDENCYPART_GRANDPAR
(27,14),(14,10),-0.365595 # DEPENDENCYPART_GRANDPAR
(27,14),(14,11),-0.381782 # DEPENDENCYPART_GRANDPAR
(27,14),(14,12),-0.241651 # DEPENDENCYPART_GRANDPAR
(27,14),(14,13),-0.0899837 # DEPENDENCYPART_GRANDPAR
(27,14),(14,15),-0.399863 # DEPENDENCYPART_GRANDPAR
(27,14),(14,16),0.193465 # DEPENDENCYPART_GRANDPAR
(27,14),(14,17),-0.177283 # DEPENDENCYPART_GRANDPAR
(27,14),(14,18),0.134035 # DEPENDENCYPART_GRANDPAR
(27,14),(14,20),0.115321 # DEPENDENCYPART_GRANDPAR
(27,14),(14,35),-0.780607 # DEPENDENCYPART_GRANDPAR
(27,15),(15,2),-0.462021 # DEPENDENCYPART_GRANDPAR
