# _root_ خَصَّصَت الحُكُومَةُ المِصْرِيَّةُ 5,2 بِلْيُونِ جُنَيْهٍ ( 585 مِلْيُونَ دُولارٍ ) لِ إِصْلاحِ شَرِكَةِ الحَدِيدِ وَ الصُلْبِ وَ 5,1 بِلْيُونٍ ( 153 مِلْيُونَ دُولارٍ ) لِ إِصْلاحِ قِطاعِ الغَزْلِ وَ النَسِيجِ فِي الوَقْتِ الَّذِي سَ تَمْتَنِعُ عَن بَيْعِ 115 شَرِكَةً تابِعَةً سابِقاً لِ وِزارَةِ الاِقْتِصادِ قَبْلَ إِلْغائِ ها .
#goldHeads=18,1,2,7,4,5,1,7,8,9,7,1,12,13,16,14,16,32,21,19,18,21,22,23,21,18,26,27,30,28,30,0,32,32,36,32,36,37,38,39,40,41,41,43,44,41,46,47,0,
#predictedHeads=0,1,2,7,4,5,1,7,8,9,7,1,12,13,16,14,16,16,21,19,14,21,22,23,21,1,26,27,30,28,30,31,32,33,36,33,36,37,38,39,40,41,38,43,44,36,46,47,0,
(26,29),(29,30),0.0360683 # DEPENDENCYPART_GRANDPAR
(26,29),(29,31),-0.214921 # DEPENDENCYPART_GRANDPAR
(26,30),(30,1),-0.947565 # DEPENDENCYPART_GRANDPAR
(26,30),(30,2),-1.45976 # DEPENDENCYPART_GRANDPAR
(26,30),(30,3),-0.906442 # DEPENDENCYPART_GRANDPAR
(26,30),(30,13),-1.30385 # DEPENDENCYPART_GRANDPAR
(26,30),(30,14),-1.25957 # DEPENDENCYPART_GRANDPAR
(26,30),(30,15),-1.23772 # DEPENDENCYPART_GRANDPAR
(26,30),(30,17),-1.06582 # DEPENDENCYPART_GRANDPAR
(26,30),(30,19),-0.686878 # DEPENDENCYPART_GRANDPAR
(26,30),(30,20),-1.0224 # DEPENDENCYPART_GRANDPAR
(26,30),(30,22),-0.691651 # DEPENDENCYPART_GRANDPAR
(26,30),(30,23),-0.909933 # DEPENDENCYPART_GRANDPAR
(26,30),(30,24),-0.88984 # DEPENDENCYPART_GRANDPAR
(26,30),(30,26),-0.632363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,30),(30,27),0.476776 # DEPENDENCYPART_GRANDPAR
(26,30),(30,28),-0.0531495 # DEPENDENCYPART_GRANDPAR
(26,30),(30,29),-0.309845 # DEPENDENCYPART_GRANDPAR
(26,30),(30,31),0.117477 # DEPENDENCYPART_GRANDPAR
(26,30),(30,32),-0.0735133 # DEPENDENCYPART_GRANDPAR
(26,30),(30,33),-0.0876891 # DEPENDENCYPART_GRANDPAR
(26,30),(30,34),-0.225205 # DEPENDENCYPART_GRANDPAR
(26,30),(30,36),-0.372491 # DEPENDENCYPART_GRANDPAR
(26,30),(30,37),-0.195685 # DEPENDENCYPART_GRANDPAR
(26,30),(30,38),-0.279897 # DEPENDENCYPART_GRANDPAR
(26,30),(30,39),-0.061718 # DEPENDENCYPART_GRANDPAR
(26,30),(30,40),-0.484896 # DEPENDENCYPART_GRANDPAR
(26,30),(30,41),-0.534536 # DEPENDENCYPART_GRANDPAR
(26,30),(30,42),-0.523867 # DEPENDENCYPART_GRANDPAR
(26,35),(35,31),-0.359115 # DEPENDENCYPART_GRANDPAR
(26,35),(35,33),-0.585675 # DEPENDENCYPART_GRANDPAR
(26,35),(35,34),-0.271942 # DEPENDENCYPART_GRANDPAR
(27,28),(28,27),-0.483903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,28),(28,29),-0.113613 # DEPENDENCYPART_GRANDPAR
(27,28),(28,30),0.159794 # DEPENDENCYPART_GRANDPAR
(27,28),(28,31),0.0423145 # DEPENDENCYPART_GRANDPAR
(27,28),(28,32),-0.0611866 # DEPENDENCYPART_GRANDPAR
(27,28),(28,33),-0.430628 # DEPENDENCYPART_GRANDPAR
(27,28),(28,34),-0.101276 # DEPENDENCYPART_GRANDPAR
(27,28),(28,35),-0.0853699 # DEPENDENCYPART_GRANDPAR
(27,28),(28,36),-0.119754 # DEPENDENCYPART_GRANDPAR
(27,28),(28,37),-0.150139 # DEPENDENCYPART_GRANDPAR
(27,29),(29,28),0.492119 # DEPENDENCYPART_GRANDPAR
(27,29),(29,30),0.0999085 # DEPENDENCYPART_GRANDPAR
(27,29),(29,31),-0.00693241 # DEPENDENCYPART_GRANDPAR
(27,30),(30,1),-1.19115 # DEPENDENCYPART_GRANDPAR
(27,30),(30,2),-1.85523 # DEPENDENCYPART_GRANDPAR
(27,30),(30,3),-1.84619 # DEPENDENCYPART_GRANDPAR
(27,30),(30,13),-1.29104 # DEPENDENCYPART_GRANDPAR
(27,30),(30,14),-1.51678 # DEPENDENCYPART_GRANDPAR
(27,30),(30,15),-1.23926 # DEPENDENCYPART_GRANDPAR
(27,30),(30,17),-1.16342 # DEPENDENCYPART_GRANDPAR
(27,30),(30,19),-0.821326 # DEPENDENCYPART_GRANDPAR
(27,30),(30,20),-1.07102 # DEPENDENCYPART_GRANDPAR
(27,30),(30,22),-0.827399 # DEPENDENCYPART_GRANDPAR
(27,30),(30,23),-0.885311 # DEPENDENCYPART_GRANDPAR
(27,30),(30,24),-0.882423 # DEPENDENCYPART_GRANDPAR
(27,30),(30,26),-0.70909 # DEPENDENCYPART_GRANDPAR
(27,30),(30,27),-0.631673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,30),(30,28),0.313275 # DEPENDENCYPART_GRANDPAR
(27,30),(30,29),-0.154089 # DEPENDENCYPART_GRANDPAR
(27,30),(30,31),0.120169 # DEPENDENCYPART_GRANDPAR
(27,30),(30,32),-0.0733479 # DEPENDENCYPART_GRANDPAR
(27,30),(30,33),-0.37157 # DEPENDENCYPART_GRANDPAR
(27,30),(30,34),-0.276974 # DEPENDENCYPART_GRANDPAR
(27,30),(30,36),-0.197963 # DEPENDENCYPART_GRANDPAR
(27,30),(30,37),-0.148688 # DEPENDENCYPART_GRANDPAR
(27,30),(30,38),-0.672434 # DEPENDENCYPART_GRANDPAR
(27,30),(30,39),-0.244279 # DEPENDENCYPART_GRANDPAR
(27,30),(30,40),-0.814895 # DEPENDENCYPART_GRANDPAR
(27,30),(30,41),-0.607038 # DEPENDENCYPART_GRANDPAR
(27,30),(30,42),-0.51803 # DEPENDENCYPART_GRANDPAR
(27,31),(31,32),-0.103931 # DEPENDENCYPART_GRANDPAR
(27,31),(31,33),-0.478286 # DEPENDENCYPART_GRANDPAR
(27,31),(31,34),-0.134929 # DEPENDENCYPART_GRANDPAR
(27,31),(31,35),-0.12108 # DEPENDENCYPART_GRANDPAR
(27,31),(31,36),-0.153005 # DEPENDENCYPART_GRANDPAR
(27,31),(31,37),-0.197259 # DEPENDENCYPART_GRANDPAR
(27,32),(32,29),-0.277426 # DEPENDENCYPART_GRANDPAR
(27,32),(32,31),-0.178555 # DEPENDENCYPART_GRANDPAR
(27,32),(32,33),-0.380375 # DEPENDENCYPART_GRANDPAR
(27,32),(32,34),-0.152198 # DEPENDENCYPART_GRANDPAR
(27,32),(32,35),-0.0626631 # DEPENDENCYPART_GRANDPAR
(27,32),(32,38),-0.648478 # DEPENDENCYPART_GRANDPAR
(27,33),(33,34),-0.109024 # DEPENDENCYPART_GRANDPAR
(27,33),(33,35),-0.111904 # DEPENDENCYPART_GRANDPAR
(27,33),(33,36),-0.140446 # DEPENDENCYPART_GRANDPAR
(27,33),(33,37),-0.191528 # DEPENDENCYPART_GRANDPAR
(27,33),(33,38),-0.771705 # DEPENDENCYPART_GRANDPAR
(27,33),(33,39),-0.275023 # DEPENDENCYPART_GRANDPAR
(27,33),(33,41),-0.707004 # DEPENDENCYPART_GRANDPAR
(27,33),(33,42),-0.622055 # DEPENDENCYPART_GRANDPAR
(27,33),(33,43),-0.479952 # DEPENDENCYPART_GRANDPAR
(27,33),(33,46),-0.617606 # DEPENDENCYPART_GRANDPAR
(27,34),(34,1),-1.12939 # DEPENDENCYPART_GRANDPAR
(27,34),(34,31),-0.21969 # DEPENDENCYPART_GRANDPAR
(27,34),(34,33),-0.682419 # DEPENDENCYPART_GRANDPAR
(27,34),(34,36),-0.459709 # DEPENDENCYPART_GRANDPAR
(27,34),(34,37),-0.210247 # DEPENDENCYPART_GRANDPAR
(27,34),(34,48),-0.781689 # DEPENDENCYPART_GRANDPAR
(27,36),(36,17),-1.21567 # DEPENDENCYPART_GRANDPAR
(27,36),(36,18),-0.8913 # DEPENDENCYPART_GRANDPAR
(27,36),(36,20),-1.12341 # DEPENDENCYPART_GRANDPAR
(27,36),(36,21),-0.926659 # DEPENDENCYPART_GRANDPAR
(27,36),(36,23),-0.937703 # DEPENDENCYPART_GRANDPAR
(27,36),(36,24),-0.934815 # DEPENDENCYPART_GRANDPAR
(27,36),(36,26),-0.723079 # DEPENDENCYPART_GRANDPAR
(27,36),(36,27),-0.757622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,36),(36,28),0.211146 # DEPENDENCYPART_GRANDPAR
(27,36),(36,29),-0.377931 # DEPENDENCYPART_GRANDPAR
(27,36),(36,30),-0.0570436 # DEPENDENCYPART_GRANDPAR
(27,36),(36,31),-0.27946 # DEPENDENCYPART_GRANDPAR
(27,36),(36,32),-0.199302 # DEPENDENCYPART_GRANDPAR
(27,36),(36,33),-0.742097 # DEPENDENCYPART_GRANDPAR
(27,36),(36,34),-0.330502 # DEPENDENCYPART_GRANDPAR
(27,36),(36,35),-0.0806508 # DEPENDENCYPART_GRANDPAR
(27,36),(36,37),-0.0416328 # DEPENDENCYPART_GRANDPAR
(27,36),(36,38),-0.551565 # DEPENDENCYPART_GRANDPAR
(27,36),(36,39),-0.215513 # DEPENDENCYPART_GRANDPAR
(27,36),(36,40),-0.696223 # DEPENDENCYPART_GRANDPAR
(27,36),(36,41),-0.607986 # DEPENDENCYPART_GRANDPAR
(27,36),(36,42),-0.515386 # DEPENDENCYPART_GRANDPAR
(27,36),(36,43),-0.391365 # DEPENDENCYPART_GRANDPAR
(27,36),(36,44),-0.669787 # DEPENDENCYPART_GRANDPAR
(27,36),(36,45),-0.848195 # DEPENDENCYPART_GRANDPAR
(27,36),(36,46),-0.396942 # DEPENDENCYPART_GRANDPAR
(27,36),(36,47),-0.84675 # DEPENDENCYPART_GRANDPAR
(27,37),(37,35),-0.130124 # DEPENDENCYPART_GRANDPAR
(27,37),(37,38),-0.680603 # DEPENDENCYPART_GRANDPAR
(27,37),(37,39),-0.274705 # DEPENDENCYPART_GRANDPAR
(27,37),(37,40),-0.822956 # DEPENDENCYPART_GRANDPAR
(27,37),(37,41),-0.726813 # DEPENDENCYPART_GRANDPAR
(27,37),(37,42),-0.638416 # DEPENDENCYPART_GRANDPAR
(27,37),(37,44),-0.78522 # DEPENDENCYPART_GRANDPAR
(27,43),(43,40),-1.09276 # DEPENDENCYPART_GRANDPAR
(27,43),(43,41),-1.01148 # DEPENDENCYPART_GRANDPAR
(27,43),(43,42),-0.939814 # DEPENDENCYPART_GRANDPAR
(27,43),(43,44),-0.729652 # DEPENDENCYPART_GRANDPAR
(27,43),(43,45),-0.920086 # DEPENDENCYPART_GRANDPAR
(27,43),(43,47),-0.920542 # DEPENDENCYPART_GRANDPAR
(28,27),(27,28),-1.2859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,27),(27,29),0.062764 # DEPENDENCYPART_GRANDPAR
(28,27),(27,30),-0.575432 # DEPENDENCYPART_GRANDPAR
(28,27),(27,31),-0.5219 # DEPENDENCYPART_GRANDPAR
(28,27),(27,32),-0.727959 # DEPENDENCYPART_GRANDPAR
(28,27),(27,33),-0.900359 # DEPENDENCYPART_GRANDPAR
(28,27),(27,34),-0.863232 # DEPENDENCYPART_GRANDPAR
(28,27),(27,36),-0.804675 # DEPENDENCYPART_GRANDPAR
(28,27),(27,37),-0.770942 # DEPENDENCYPART_GRANDPAR
(28,27),(27,43),-1.13324 # DEPENDENCYPART_GRANDPAR
(28,29),(29,28),-0.473191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,29),(29,30),0.0519902 # DEPENDENCYPART_GRANDPAR
(28,29),(29,31),0.280297 # DEPENDENCYPART_GRANDPAR
(28,30),(30,1),-0.98572 # DEPENDENCYPART_GRANDPAR
(28,30),(30,2),-1.64164 # DEPENDENCYPART_GRANDPAR
(28,30),(30,3),-1.71015 # DEPENDENCYPART_GRANDPAR
(28,30),(30,13),-1.04651 # DEPENDENCYPART_GRANDPAR
(28,30),(30,14),-1.22187 # DEPENDENCYPART_GRANDPAR
(28,30),(30,15),-1.05622 # DEPENDENCYPART_GRANDPAR
(28,30),(30,17),-1.01885 # DEPENDENCYPART_GRANDPAR
(28,30),(30,19),-0.577057 # DEPENDENCYPART_GRANDPAR
(28,30),(30,20),-0.885361 # DEPENDENCYPART_GRANDPAR
(28,30),(30,22),-0.582499 # DEPENDENCYPART_GRANDPAR
(28,30),(30,23),-0.649498 # DEPENDENCYPART_GRANDPAR
(28,30),(30,24),-0.700928 # DEPENDENCYPART_GRANDPAR
(28,30),(30,26),-0.597307 # DEPENDENCYPART_GRANDPAR
(28,30),(30,27),-0.514486 # DEPENDENCYPART_GRANDPAR
(28,30),(30,28),-0.585753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,30),(30,29),0.920076 # DEPENDENCYPART_GRANDPAR
(28,30),(30,31),0.502922 # DEPENDENCYPART_GRANDPAR
(28,30),(30,32),-0.050346 # DEPENDENCYPART_GRANDPAR
(28,30),(30,33),0.0837281 # DEPENDENCYPART_GRANDPAR
(28,30),(30,34),-0.259658 # DEPENDENCYPART_GRANDPAR
(28,30),(30,36),-0.125159 # DEPENDENCYPART_GRANDPAR
(28,30),(30,37),-0.15272 # DEPENDENCYPART_GRANDPAR
(28,30),(30,38),-0.232421 # DEPENDENCYPART_GRANDPAR
(28,30),(30,39),-0.170317 # DEPENDENCYPART_GRANDPAR
(28,30),(30,40),-0.312558 # DEPENDENCYPART_GRANDPAR
(28,30),(30,41),-0.669568 # DEPENDENCYPART_GRANDPAR
(28,30),(30,42),-0.422676 # DEPENDENCYPART_GRANDPAR
(28,31),(31,32),-0.156244 # DEPENDENCYPART_GRANDPAR
(28,31),(31,33),-0.114276 # DEPENDENCYPART_GRANDPAR
(28,31),(31,34),-0.178201 # DEPENDENCYPART_GRANDPAR
(28,31),(31,35),0.0045439 # DEPENDENCYPART_GRANDPAR
(28,31),(31,36),-0.140819 # DEPENDENCYPART_GRANDPAR
(28,31),(31,37),-0.268122 # DEPENDENCYPART_GRANDPAR
(28,32),(32,29),0.726867 # DEPENDENCYPART_GRANDPAR
(28,32),(32,31),0.121518 # DEPENDENCYPART_GRANDPAR
(28,32),(32,33),0.00179327 # DEPENDENCYPART_GRANDPAR
(28,32),(32,34),-0.178394 # DEPENDENCYPART_GRANDPAR
(28,32),(32,35),0.0822314 # DEPENDENCYPART_GRANDPAR
(28,32),(32,38),-0.281594 # DEPENDENCYPART_GRANDPAR
(28,33),(33,34),-0.151373 # DEPENDENCYPART_GRANDPAR
(28,33),(33,35),0.0146415 # DEPENDENCYPART_GRANDPAR
(28,33),(33,36),-0.127335 # DEPENDENCYPART_GRANDPAR
(28,33),(33,37),-0.260567 # DEPENDENCYPART_GRANDPAR
(28,33),(33,38),-0.422058 # DEPENDENCYPART_GRANDPAR
(28,33),(33,39),-0.259771 # DEPENDENCYPART_GRANDPAR
(28,33),(33,41),-0.844471 # DEPENDENCYPART_GRANDPAR
(28,33),(33,42),-0.601638 # DEPENDENCYPART_GRANDPAR
(28,33),(33,43),-0.514306 # DEPENDENCYPART_GRANDPAR
(28,33),(33,46),-0.712504 # DEPENDENCYPART_GRANDPAR
(28,34),(34,1),-0.923958 # DEPENDENCYPART_GRANDPAR
(28,34),(34,31),0.0805374 # DEPENDENCYPART_GRANDPAR
(28,34),(34,33),-0.299349 # DEPENDENCYPART_GRANDPAR
(28,34),(34,36),-0.4247 # DEPENDENCYPART_GRANDPAR
(28,34),(34,37),-0.251723 # DEPENDENCYPART_GRANDPAR
(28,34),(34,48),-0.804552 # DEPENDENCYPART_GRANDPAR
(28,35),(35,31),0.24471 # DEPENDENCYPART_GRANDPAR
(28,35),(35,33),-0.135078 # DEPENDENCYPART_GRANDPAR
(28,35),(35,34),-0.181562 # DEPENDENCYPART_GRANDPAR
(28,36),(36,17),-1.0711 # DEPENDENCYPART_GRANDPAR
(28,36),(36,18),-0.690741 # DEPENDENCYPART_GRANDPAR
(28,36),(36,20),-0.937753 # DEPENDENCYPART_GRANDPAR
(28,36),(36,21),-0.760561 # DEPENDENCYPART_GRANDPAR
(28,36),(36,23),-0.70189 # DEPENDENCYPART_GRANDPAR
(28,36),(36,24),-0.75332 # DEPENDENCYPART_GRANDPAR
(28,36),(36,26),-0.611296 # DEPENDENCYPART_GRANDPAR
(28,36),(36,27),-0.566871 # DEPENDENCYPART_GRANDPAR
(28,36),(36,28),-0.75413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,36),(36,29),0.626517 # DEPENDENCYPART_GRANDPAR
(28,36),(36,30),-0.0739429 # DEPENDENCYPART_GRANDPAR
(28,36),(36,31),0.020768 # DEPENDENCYPART_GRANDPAR
(28,36),(36,32),-0.197452 # DEPENDENCYPART_GRANDPAR
(28,36),(36,33),-0.359026 # DEPENDENCYPART_GRANDPAR
(28,36),(36,34),-0.348239 # DEPENDENCYPART_GRANDPAR
(28,36),(36,35),0.0667679 # DEPENDENCYPART_GRANDPAR
(28,36),(36,37),-0.0855226 # DEPENDENCYPART_GRANDPAR
(28,36),(36,38),-0.186198 # DEPENDENCYPART_GRANDPAR
(28,36),(36,39),-0.180987 # DEPENDENCYPART_GRANDPAR
(28,36),(36,40),-0.268533 # DEPENDENCYPART_GRANDPAR
(28,36),(36,41),-0.709951 # DEPENDENCYPART_GRANDPAR
(28,36),(36,42),-0.459466 # DEPENDENCYPART_GRANDPAR
(28,36),(36,43),-0.401859 # DEPENDENCYPART_GRANDPAR
(28,36),(36,44),-0.335947 # DEPENDENCYPART_GRANDPAR
(28,36),(36,45),-0.366398 # DEPENDENCYPART_GRANDPAR
(28,36),(36,46),-0.466691 # DEPENDENCYPART_GRANDPAR
(28,36),(36,47),-0.320302 # DEPENDENCYPART_GRANDPAR
(28,37),(37,35),0.0171912 # DEPENDENCYPART_GRANDPAR
(28,37),(37,38),-0.315322 # DEPENDENCYPART_GRANDPAR
(28,37),(37,39),-0.241075 # DEPENDENCYPART_GRANDPAR
(28,37),(37,40),-0.395351 # DEPENDENCYPART_GRANDPAR
(28,37),(37,41),-0.829673 # DEPENDENCYPART_GRANDPAR
(28,37),(37,42),-0.583392 # DEPENDENCYPART_GRANDPAR
(28,37),(37,44),-0.451464 # DEPENDENCYPART_GRANDPAR
(29,28),(28,27),0.0789736 # DEPENDENCYPART_GRANDPAR
(29,28),(28,29),-1.6585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,28),(28,30),-0.396061 # DEPENDENCYPART_GRANDPAR
(29,28),(28,31),-1.24501 # DEPENDENCYPART_GRANDPAR
(29,28),(28,32),-1.01607 # DEPENDENCYPART_GRANDPAR
(29,28),(28,33),-1.35803 # DEPENDENCYPART_GRANDPAR
(29,28),(28,34),-1.18647 # DEPENDENCYPART_GRANDPAR
(29,28),(28,35),-0.851071 # DEPENDENCYPART_GRANDPAR
(29,28),(28,36),-0.876941 # DEPENDENCYPART_GRANDPAR
(29,28),(28,37),-1.10461 # DEPENDENCYPART_GRANDPAR
(29,30),(30,1),-0.976934 # DEPENDENCYPART_GRANDPAR
(29,30),(30,2),-1.66778 # DEPENDENCYPART_GRANDPAR
(29,30),(30,3),-1.47445 # DEPENDENCYPART_GRANDPAR
(29,30),(30,13),-1.22351 # DEPENDENCYPART_GRANDPAR
(29,30),(30,14),-1.23566 # DEPENDENCYPART_GRANDPAR
(29,30),(30,15),-1.12285 # DEPENDENCYPART_GRANDPAR
(29,30),(30,17),-1.11203 # DEPENDENCYPART_GRANDPAR
(29,30),(30,19),-0.575674 # DEPENDENCYPART_GRANDPAR
(29,30),(30,20),-0.878602 # DEPENDENCYPART_GRANDPAR
(29,30),(30,22),-0.616939 # DEPENDENCYPART_GRANDPAR
(29,30),(30,23),-0.691139 # DEPENDENCYPART_GRANDPAR
(29,30),(30,24),-0.746505 # DEPENDENCYPART_GRANDPAR
(29,30),(30,26),-0.708734 # DEPENDENCYPART_GRANDPAR
(29,30),(30,27),-0.699239 # DEPENDENCYPART_GRANDPAR
(29,30),(30,28),-0.558666 # DEPENDENCYPART_GRANDPAR
(29,30),(30,29),-0.866564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,30),(30,31),-0.272995 # DEPENDENCYPART_GRANDPAR
(29,30),(30,32),-0.352736 # DEPENDENCYPART_GRANDPAR
(29,30),(30,33),-0.41989 # DEPENDENCYPART_GRANDPAR
(29,30),(30,34),-0.598198 # DEPENDENCYPART_GRANDPAR
(29,30),(30,36),-0.213976 # DEPENDENCYPART_GRANDPAR
(29,30),(30,37),-0.501939 # DEPENDENCYPART_GRANDPAR
(29,30),(30,38),-0.769127 # DEPENDENCYPART_GRANDPAR
(29,30),(30,39),-0.426249 # DEPENDENCYPART_GRANDPAR
(29,30),(30,40),-1.08867 # DEPENDENCYPART_GRANDPAR
(29,30),(30,41),-1.06208 # DEPENDENCYPART_GRANDPAR
(29,30),(30,42),-0.853404 # DEPENDENCYPART_GRANDPAR
(29,31),(31,32),-0.41651 # DEPENDENCYPART_GRANDPAR
(29,31),(31,33),-0.555284 # DEPENDENCYPART_GRANDPAR
(29,31),(31,34),-0.476459 # DEPENDENCYPART_GRANDPAR
(29,31),(31,35),-0.26852 # DEPENDENCYPART_GRANDPAR
(29,31),(31,36),-0.189154 # DEPENDENCYPART_GRANDPAR
(29,31),(31,37),-0.576372 # DEPENDENCYPART_GRANDPAR
(30,1),(1,2),-0.836766 # DEPENDENCYPART_GRANDPAR
(30,1),(1,3),-0.902345 # DEPENDENCYPART_GRANDPAR
(30,1),(1,4),-0.768504 # DEPENDENCYPART_GRANDPAR
(30,1),(1,5),-0.74906 # DEPENDENCYPART_GRANDPAR
(30,1),(1,6),-0.63723 # DEPENDENCYPART_GRANDPAR
(30,1),(1,7),-0.816896 # DEPENDENCYPART_GRANDPAR
(30,1),(1,8),-0.718159 # DEPENDENCYPART_GRANDPAR
(30,1),(1,9),-0.901833 # DEPENDENCYPART_GRANDPAR
(30,1),(1,10),-0.787642 # DEPENDENCYPART_GRANDPAR
(30,1),(1,11),-0.929311 # DEPENDENCYPART_GRANDPAR
(30,1),(1,12),-0.50285 # DEPENDENCYPART_GRANDPAR
(30,1),(1,13),-0.531206 # DEPENDENCYPART_GRANDPAR
(30,1),(1,14),-0.559206 # DEPENDENCYPART_GRANDPAR
(30,1),(1,15),-0.495762 # DEPENDENCYPART_GRANDPAR
(30,1),(1,16),-0.281571 # DEPENDENCYPART_GRANDPAR
(30,1),(1,17),-0.563637 # DEPENDENCYPART_GRANDPAR
(30,1),(1,18),-0.364658 # DEPENDENCYPART_GRANDPAR
(30,1),(1,19),-0.288681 # DEPENDENCYPART_GRANDPAR
(30,1),(1,20),-0.344229 # DEPENDENCYPART_GRANDPAR
(30,1),(1,23),-0.370564 # DEPENDENCYPART_GRANDPAR
(30,1),(1,26),-0.251901 # DEPENDENCYPART_GRANDPAR
(30,1),(1,28),0.0519937 # DEPENDENCYPART_GRANDPAR
(30,1),(1,29),0.0194783 # DEPENDENCYPART_GRANDPAR
(30,1),(1,32),-0.952061 # DEPENDENCYPART_GRANDPAR
(30,1),(1,41),-1.28226 # DEPENDENCYPART_GRANDPAR
(30,1),(1,42),-0.997057 # DEPENDENCYPART_GRANDPAR
(30,1),(1,43),-1.03458 # DEPENDENCYPART_GRANDPAR
(30,1),(1,46),-0.849236 # DEPENDENCYPART_GRANDPAR
(30,2),(2,3),-0.902993 # DEPENDENCYPART_GRANDPAR
(30,2),(2,4),-0.80454 # DEPENDENCYPART_GRANDPAR
(30,2),(2,5),-0.688561 # DEPENDENCYPART_GRANDPAR
(30,2),(2,6),-0.578942 # DEPENDENCYPART_GRANDPAR
(30,2),(2,7),-0.810047 # DEPENDENCYPART_GRANDPAR
(30,2),(2,8),-0.754181 # DEPENDENCYPART_GRANDPAR
(30,2),(2,12),-0.243883 # DEPENDENCYPART_GRANDPAR
(30,3),(3,2),-0.797712 # DEPENDENCYPART_GRANDPAR
(30,3),(3,4),-0.677368 # DEPENDENCYPART_GRANDPAR
(30,3),(3,5),-0.65414 # DEPENDENCYPART_GRANDPAR
(30,3),(3,6),-0.542293 # DEPENDENCYPART_GRANDPAR
(30,3),(3,7),-0.692888 # DEPENDENCYPART_GRANDPAR
(30,13),(13,14),-0.500406 # DEPENDENCYPART_GRANDPAR
(30,13),(13,15),-0.45849 # DEPENDENCYPART_GRANDPAR
(30,13),(13,16),-0.120952 # DEPENDENCYPART_GRANDPAR
(30,13),(13,17),-0.510932 # DEPENDENCYPART_GRANDPAR
(30,13),(13,18),-0.204038 # DEPENDENCYPART_GRANDPAR
(30,13),(13,19),-0.312161 # DEPENDENCYPART_GRANDPAR
(30,13),(13,20),-0.278994 # DEPENDENCYPART_GRANDPAR
(30,13),(13,21),-0.383681 # DEPENDENCYPART_GRANDPAR
(30,13),(13,22),-0.229985 # DEPENDENCYPART_GRANDPAR
(30,13),(13,30),-1.02606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,14),(14,13),-0.419023 # DEPENDENCYPART_GRANDPAR
(30,14),(14,15),-0.476863 # DEPENDENCYPART_GRANDPAR
(30,14),(14,16),-0.132246 # DEPENDENCYPART_GRANDPAR
(30,14),(14,17),-0.519232 # DEPENDENCYPART_GRANDPAR
(30,14),(14,18),-0.215332 # DEPENDENCYPART_GRANDPAR
(30,14),(14,19),-0.323189 # DEPENDENCYPART_GRANDPAR
(30,14),(14,20),-0.287064 # DEPENDENCYPART_GRANDPAR
(30,14),(14,21),-0.392097 # DEPENDENCYPART_GRANDPAR
(30,14),(14,22),-0.241014 # DEPENDENCYPART_GRANDPAR
(30,14),(14,30),-1.02606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,14),(14,34),-0.898425 # DEPENDENCYPART_GRANDPAR
(30,15),(15,16),-0.121066 # DEPENDENCYPART_GRANDPAR
(30,17),(17,18),-0.206146 # DEPENDENCYPART_GRANDPAR
(30,17),(17,19),-0.312357 # DEPENDENCYPART_GRANDPAR
(30,19),(19,14),-0.539219 # DEPENDENCYPART_GRANDPAR
(30,19),(19,15),-0.465332 # DEPENDENCYPART_GRANDPAR
(30,19),(19,17),-0.561258 # DEPENDENCYPART_GRANDPAR
(30,19),(19,20),-0.331616 # DEPENDENCYPART_GRANDPAR
(30,19),(19,21),-0.366312 # DEPENDENCYPART_GRANDPAR
(30,19),(19,23),-0.352343 # DEPENDENCYPART_GRANDPAR
(30,19),(19,25),-0.451987 # DEPENDENCYPART_GRANDPAR
(30,19),(19,26),-0.0685537 # DEPENDENCYPART_GRANDPAR
(30,19),(19,34),-0.854933 # DEPENDENCYPART_GRANDPAR
(30,20),(20,18),-0.343062 # DEPENDENCYPART_GRANDPAR
(30,20),(20,19),-0.256128 # DEPENDENCYPART_GRANDPAR
(30,20),(20,21),-0.379364 # DEPENDENCYPART_GRANDPAR
(30,20),(20,22),-0.226104 # DEPENDENCYPART_GRANDPAR
(30,20),(20,23),-0.284928 # DEPENDENCYPART_GRANDPAR
(30,20),(20,24),-0.28279 # DEPENDENCYPART_GRANDPAR
(30,22),(22,17),-0.561171 # DEPENDENCYPART_GRANDPAR
(30,22),(22,20),-0.323206 # DEPENDENCYPART_GRANDPAR
(30,22),(22,21),-0.359502 # DEPENDENCYPART_GRANDPAR
