sentence,n,depth,max degree,deg0,deg1,deg2,deg3,deg4,deg5,deg6,deg7,deg8,deg > 9
36959,28,9,5,12,9,5,1,0,1,0,0,0,0
36960,15,7,4,5,8,1,0,1,0,0,0,0,0
36961,32,10,5,17,9,2,0,2,2,0,0,0,0
36962,25,10,4,12,6,5,0,2,0,0,0,0,0
36963,34,10,4,15,10,6,1,2,0,0,0,0,0
36964,12,5,4,5,5,1,0,1,0,0,0,0,0
36965,31,8,7,14,12,2,1,1,0,0,1,0,0
36966,19,9,5,9,6,2,1,0,1,0,0,0,0
36967,11,5,4,6,2,2,0,1,0,0,0,0,0
36968,44,12,6,23,10,6,3,0,0,2,0,0,0
36969,9,3,4,6,1,0,1,1,0,0,0,0,0
36970,13,5,3,6,4,1,2,0,0,0,0,0,0
36971,33,9,5,17,8,4,2,0,2,0,0,0,0
36972,1,1,1,1,0,0,0,0,0,0,0,0,0
36973,10,6,3,4,4,1,1,0,0,0,0,0,0
36974,37,12,6,19,9,5,2,0,1,1,0,0,0
36975,12,6,3,6,3,1,2,0,0,0,0,0,0
36976,22,7,6,11,5,5,0,0,0,1,0,0,0
36977,38,11,7,17,14,4,1,0,1,0,1,0,0
36978,44,9,7,25,8,5,3,1,1,0,1,0,0
36979,20,5,7,11,4,4,0,0,0,0,1,0,0
36980,28,14,5,12,10,4,0,1,1,0,0,0,0
36981,34,14,5,17,9,5,0,1,2,0,0,0,0
36982,27,7,5,15,7,0,3,0,2,0,0,0,0
36983,35,11,5,19,10,0,3,0,3,0,0,0,0
36984,20,9,6,8,9,2,0,0,0,1,0,0,0
36985,2,2,1,1,1,0,0,0,0,0,0,0,0
36986,37,9,5,17,12,5,0,1,2,0,0,0,0
36987,44,13,7,18,18,5,0,2,0,0,1,0,0
36988,27,6,6,15,7,1,2,0,1,1,0,0,0
36989,32,10,7,16,8,5,2,0,0,0,1,0,0
36990,49,9,8,25,13,5,3,2,0,0,0,1,0
36991,14,4,4,6,5,2,0,1,0,0,0,0,0
36992,44,12,5,20,15,4,2,1,2,0,0,0,0
36993,24,9,5,11,8,3,0,1,1,0,0,0,0
36994,27,7,4,15,4,4,2,2,0,0,0,0,0
36995,45,12,6,23,12,3,4,2,0,1,0,0,0
36996,2,2,1,1,1,0,0,0,0,0,0,0,0
36997,41,15,4,21,10,4,2,4,0,0,0,0,0
36998,13,4,4,8,1,2,1,1,0,0,0,0,0
36999,31,9,6,12,13,4,1,0,0,1,0,0,0
37000,35,10,6,17,11,3,2,0,1,1,0,0,0
37001,13,5,5,6,5,1,0,0,1,0,0,0,0
37002,28,7,6,16,6,3,1,0,0,2,0,0,0
37003,13,5,5,6,5,1,0,0,1,0,0,0,0
37004,2,2,1,1,1,0,0,0,0,0,0,0,0
37005,18,7,4,6,9,2,0,1,0,0,0,0,0
37006,17,5,6,10,3,2,1,0,0,1,0,0,0
37007,27,7,7,14,8,2,1,1,0,0,1,0,0
37008,20,7,4,10,5,2,2,1,0,0,0,0,0
37009,32,12,4,15,9,4,2,2,0,0,0,0,0
37010,29,14,3,11,11,4,3,0,0,0,0,0,0
37011,15,8,4,6,6,2,0,1,0,0,0,0,0
37012,24,9,4,12,7,1,2,2,0,0,0,0,0
37013,39,21,5,15,14,8,1,0,1,0,0,0,0
37014,30,7,5,16,7,2,3,1,1,0,0,0,0
37015,15,8,3,5,7,2,1,0,0,0,0,0,0
37016,20,5,7,13,1,4,1,0,0,0,1,0,0
37017,34,13,5,17,9,3,3,1,1,0,0,0,0
37018,30,12,5,14,11,1,1,2,1,0,0,0,0
37019,16,6,3,9,2,2,3,0,0,0,0,0,0
37020,19,10,4,10,3,4,1,1,0,0,0,0,0
37021,21,8,5,13,3,1,2,1,1,0,0,0,0
37022,24,11,3,9,10,2,3,0,0,0,0,0,0
37023,28,7,6,15,8,0,3,1,0,1,0,0,0
37024,21,8,4,11,4,3,2,1,0,0,0,0,0
37025,12,6,4,7,2,1,1,1,0,0,0,0,0
37026,30,7,5,12,10,7,0,0,1,0,0,0,0
37027,28,9,6,14,6,6,1,0,0,1,0,0,0
37028,18,6,5,10,4,1,2,0,1,0,0,0,0
37029,22,7,7,12,5,3,1,0,0,0,1,0,0
37030,14,8,3,5,7,0,2,0,0,0,0,0,0
37031,19,6,5,7,9,2,0,0,1,0,0,0,0
37032,14,4,5,9,2,1,0,1,1,0,0,0,0
37033,16,6,5,8,4,3,0,0,1,0,0,0,0
37034,39,9,7,19,14,1,3,0,0,1,1,0,0
37035,28,10,4,12,8,6,1,1,0,0,0,0,0
37036,24,6,6,13,4,5,1,0,0,1,0,0,0
37037,40,9,4,19,11,5,2,3,0,0,0,0,0
37038,28,9,5,13,8,4,2,0,1,0,0,0,0
37039,30,10,5,14,10,2,2,1,1,0,0,0,0
37040,28,8,7,16,5,3,3,0,0,0,1,0,0
37041,25,13,5,8,14,1,1,0,1,0,0,0,0
37042,11,5,4,5,4,1,0,1,0,0,0,0,0
37043,23,8,5,9,9,4,0,0,1,0,0,0,0
37044,18,7,5,8,7,1,1,0,1,0,0,0,0
37045,37,13,5,17,13,2,3,0,2,0,0,0,0
37046,15,6,4,8,3,2,1,1,0,0,0,0,0
37047,35,14,5,16,11,4,2,1,1,0,0,0,0
37048,28,12,4,15,6,2,3,2,0,0,0,0,0
37049,26,9,5,12,8,3,2,0,1,0,0,0,0
37050,28,12,4,13,6,7,1,1,0,0,0,0,0
37051,16,5,4,8,4,2,1,1,0,0,0,0,0
37052,25,7,6,15,3,3,3,0,0,1,0,0,0
37053,17,7,4,8,4,4,0,1,0,0,0,0,0
37054,21,6,6,13,4,0,2,1,0,1,0,0,0
37055,22,9,3,11,5,2,4,0,0,0,0,0,0
37056,16,6,5,7,6,2,0,0,1,0,0,0,0
37057,28,6,7,18,2,5,1,0,1,0,1,0,0
37058,9,5,3,4,3,1,1,0,0,0,0,0,0
37059,5,2,4,4,0,0,0,1,0,0,0,0,0
37060,33,7,6,19,6,3,2,2,0,1,0,0,0
37061,29,6,8,17,6,3,1,0,1,0,0,1,0
37062,5,2,4,4,0,0,0,1,0,0,0,0,0
37063,27,8,4,13,7,4,1,2,0,0,0,0,0
37064,5,2,4,4,0,0,0,1,0,0,0,0,0
37065,19,7,3,9,5,2,3,0,0,0,0,0,0
37066,15,10,3,5,7,2,1,0,0,0,0,0,0
37067,18,8,3,8,5,3,2,0,0,0,0,0,0
37068,19,7,3,6,10,1,2,0,0,0,0,0,0
37069,5,2,4,4,0,0,0,1,0,0,0,0,0
37070,26,8,7,13,6,6,0,0,0,0,1,0,0
37071,6,3,4,4,1,0,0,1,0,0,0,0,0
37072,5,2,4,4,0,0,0,1,0,0,0,0,0
37073,10,5,3,5,2,2,1,0,0,0,0,0,0
37074,5,2,4,4,0,0,0,1,0,0,0,0,0
37075,29,10,3,10,12,5,2,0,0,0,0,0,0
37076,5,2,4,4,0,0,0,1,0,0,0,0,0
37077,31,10,4,15,8,3,4,1,0,0,0,0,0
37078,5,2,4,4,0,0,0,1,0,0,0,0,0
37079,22,7,3,10,6,3,3,0,0,0,0,0,0
37080,5,2,4,4,0,0,0,1,0,0,0,0,0
37081,25,7,4,11,8,3,2,1,0,0,0,0,0
37082,24,12,5,10,9,3,1,0,1,0,0,0,0
37083,8,5,3,3,4,0,1,0,0,0,0,0,0
37084,4,2,3,3,0,0,1,0,0,0,0,0,0
37085,16,6,5,10,2,1,2,0,1,0,0,0,0
37086,18,9,3,8,5,3,2,0,0,0,0,0,0
37087,26,10,3,11,8,4,3,0,0,0,0,0,0
37088,43,8,5,20,12,6,3,1,1,0,0,0,0
37089,25,8,5,11,9,2,2,0,1,0,0,0,0
37090,29,11,4,11,11,5,1,1,0,0,0,0,0
37091,28,8,6,13,11,1,1,0,1,1,0,0,0
37092,28,10,5,16,5,3,2,0,2,0,0,0,0
37093,26,9,3,10,10,3,3,0,0,0,0,0,0
37094,22,9,4,10,7,2,2,1,0,0,0,0,0
37095,15,6,4,8,3,2,1,1,0,0,0,0,0
37096,26,12,5,11,10,2,2,0,1,0,0,0,0
37097,26,10,6,15,5,3,1,0,1,1,0,0,0
37098,32,11,4,16,7,5,2,2,0,0,0,0,0
37099,28,8,6,15,7,2,2,1,0,1,0,0,0
37100,11,3,7,8,1,1,0,0,0,0,1,0,0
37101,23,5,8,15,3,1,3,0,0,0,0,1,0
37102,24,7,5,12,7,2,1,1,1,0,0,0,0
37103,17,8,3,5,9,2,1,0,0,0,0,0,0
37104,32,10,6,18,7,2,2,2,0,1,0,0,0
37105,10,5,3,6,1,1,2,0,0,0,0,0,0
37106,11,6,4,5,4,1,0,1,0,0,0,0,0
37107,30,10,4,15,8,3,1,3,0,0,0,0,0
37108,23,8,4,11,8,0,2,2,0,0,0,0,0
37109,19,8,6,10,5,2,1,0,0,1,0,0,0
37110,37,8,5,19,9,2,6,0,1,0,0,0,0
37111,10,6,3,5,2,2,1,0,0,0,0,0,0
37112,16,8,5,7,6,2,0,0,1,0,0,0,0
37113,21,8,7,13,2,4,1,0,0,0,1,0,0
37114,16,5,4,7,6,1,1,1,0,0,0,0,0
37115,13,5,3,7,2,2,2,0,0,0,0,0,0
37116,17,7,4,8,4,4,0,1,0,0,0,0,0
37117,13,7,3,6,4,1,2,0,0,0,0,0,0
37118,42,10,6,24,8,4,1,4,0,1,0,0,0
37119,35,10,5,19,7,4,2,2,1,0,0,0,0
37120,26,8,5,13,7,3,1,1,1,0,0,0,0
37121,36,9,7,20,9,2,2,1,1,0,1,0,0
37122,10,7,3,4,4,1,1,0,0,0,0,0,0
37123,8,3,4,5,1,1,0,1,0,0,0,0,0
37124,32,8,5,19,5,3,2,1,2,0,0,0,0
37125,42,12,5,22,10,4,2,3,1,0,0,0,0
37126,13,8,3,5,5,2,1,0,0,0,0,0,0
37127,2,2,1,1,1,0,0,0,0,0,0,0,0
37128,11,7,3,4,5,1,1,0,0,0,0,0,0
37129,25,6,7,12,9,1,2,0,0,0,1,0,0
37130,24,6,6,11,10,0,1,1,0,1,0,0,0
37131,4,3,2,2,1,1,0,0,0,0,0,0,0
37132,18,6,4,8,7,0,2,1,0,0,0,0,0
37133,17,6,4,7,7,1,1,1,0,0,0,0,0
37134,4,2,3,3,0,0,1,0,0,0,0,0,0
37135,17,5,5,9,3,4,0,0,1,0,0,0,0
37136,15,4,4,9,1,3,1,1,0,0,0,0,0
37137,39,12,5,16,16,3,2,0,2,0,0,0,0
37138,25,8,4,14,3,5,1,2,0,0,0,0,0
37139,32,13,5,16,7,6,1,1,1,0,0,0,0
37140,16,5,6,9,4,1,1,0,0,1,0,0,0
37141,2,2,1,1,1,0,0,0,0,0,0,0,0
37142,32,12,4,15,9,3,4,1,0,0,0,0,0
37143,25,7,6,14,5,3,1,1,0,1,0,0,0
37144,16,7,4,8,4,2,1,1,0,0,0,0,0
37145,36,8,9,23,5,4,2,0,0,0,1,0,1
37146,28,9,4,15,6,3,1,3,0,0,0,0,0
37147,38,5,12,19,15,1,0,2,0,0,0,0,1
37148,13,4,5,8,3,0,0,1,1,0,0,0,0
37149,31,8,5,18,5,3,2,2,1,0,0,0,0
37150,1,1,1,1,0,0,0,0,0,0,0,0,0
37151,23,7,5,10,8,3,1,0,1,0,0,0,0
37152,25,8,4,12,7,2,3,1,0,0,0,0,0
37153,36,12,5,16,12,4,2,1,1,0,0,0,0
37154,7,3,3,4,1,1,1,0,0,0,0,0,0
37155,18,7,3,9,4,2,3,0,0,0,0,0,0
37156,8,3,5,6,0,1,0,0,1,0,0,0,0
37157,24,6,6,12,9,0,1,0,1,1,0,0,0
37158,16,6,3,7,5,2,2,0,0,0,0,0,0
37159,39,12,5,20,11,2,3,1,2,0,0,0,0
37160,23,5,9,16,2,1,3,0,0,0,0,0,1
37161,9,4,3,5,1,2,1,0,0,0,0,0,0
37162,2,2,1,1,1,0,0,0,0,0,0,0,0
37163,34,7,5,23,4,0,2,2,3,0,0,0,0
37164,26,5,8,12,10,2,1,0,0,0,0,1,0
37165,19,5,5,8,8,1,1,0,1,0,0,0,0
37166,12,5,4,7,1,3,0,1,0,0,0,0,0
37167,18,5,5,9,6,1,0,1,1,0,0,0,0
37168,6,3,4,4,1,0,0,1,0,0,0,0,0
37169,28,5,7,14,10,1,1,0,1,0,1,0,0
37170,34,9,7,19,6,5,2,1,0,0,1,0,0
37171,19,8,3,8,7,1,3,0,0,0,0,0,0
37172,24,11,6,10,9,4,0,0,0,1,0,0,0
37173,23,9,5,12,5,3,2,0,1,0,0,0,0
37174,29,8,5,15,9,1,1,1,2,0,0,0,0
37175,35,10,7,17,13,1,1,1,1,0,1,0,0
37176,41,9,6,20,13,4,0,2,1,1,0,0,0
37177,30,10,5,12,13,1,3,0,1,0,0,0,0
37178,22,6,6,14,3,2,1,0,1,1,0,0,0
37179,24,13,3,9,10,2,3,0,0,0,0,0,0
37180,40,15,5,16,15,5,3,0,1,0,0,0,0
37181,46,17,6,19,16,9,0,0,1,1,0,0,0
37182,39,13,7,21,10,2,4,0,1,0,1,0,0
37183,27,9,5,11,11,3,0,1,1,0,0,0,0
37184,42,11,5,20,11,5,5,0,1,0,0,0,0
37185,38,13,7,19,10,5,2,1,0,0,1,0,0
37186,18,8,4,8,5,4,0,1,0,0,0,0,0
37187,38,15,7,20,9,5,1,2,0,0,1,0,0
37188,34,10,5,17,10,3,0,3,1,0,0,0,0
37189,52,11,6,25,16,5,2,2,1,1,0,0,0
37190,28,13,6,14,9,2,1,0,1,1,0,0,0
37191,38,9,7,21,8,4,2,2,0,0,1,0,0
37192,37,10,5,16,13,3,4,0,1,0,0,0,0
37193,50,14,6,27,11,4,4,3,0,1,0,0,0
37194,23,11,5,10,7,5,0,0,1,0,0,0,0
37195,29,11,5,11,12,4,1,0,1,0,0,0,0
37196,54,15,6,25,16,7,3,2,0,1,0,0,0
37197,39,10,5,21,9,3,2,3,1,0,0,0,0
37198,32,9,5,10,16,5,0,0,1,0,0,0,0
37199,32,7,5,17,7,3,3,1,1,0,0,0,0
37200,17,6,6,8,6,2,0,0,0,1,0,0,0
37201,17,5,4,8,6,1,0,2,0,0,0,0,0
37202,33,16,6,13,14,3,2,0,0,1,0,0,0
37203,39,16,5,18,11,6,2,1,1,0,0,0,0
37204,40,9,6,19,13,4,1,1,1,1,0,0,0
37205,48,10,6,24,15,4,1,0,3,1,0,0,0
37206,10,5,5,6,2,1,0,0,1,0,0,0,0
37207,45,9,6,25,7,5,7,0,0,1,0,0,0
37208,20,8,3,9,6,2,3,0,0,0,0,0,0
37209,19,5,6,12,2,2,2,0,0,1,0,0,0
37210,14,6,5,8,3,1,1,0,1,0,0,0,0
37211,60,14,5,27,19,5,7,1,1,0,0,0,0
37212,9,4,5,6,1,1,0,0,1,0,0,0,0
37213,40,15,5,18,15,2,2,1,2,0,0,0,0
37214,33,9,7,17,10,3,1,0,0,1,1,0,0
37215,18,6,7,10,5,1,1,0,0,0,1,0,0
37216,42,14,5,20,11,6,3,1,1,0,0,0,0
37217,26,9,4,12,8,2,3,1,0,0,0,0,0
37218,41,14,6,21,11,5,0,2,1,1,0,0,0
37219,20,9,4,10,5,2,2,1,0,0,0,0,0
37220,35,13,6,19,7,5,2,0,1,1,0,0,0
37221,13,6,5,8,2,1,1,0,1,0,0,0,0
37222,45,8,8,20,19,2,2,0,0,0,1,1,0
37223,47,13,5,23,13,4,4,2,1,0,0,0,0
37224,23,7,4,12,5,3,1,2,0,0,0,0,0
37225,9,4,4,6,0,2,0,1,0,0,0,0,0
37226,38,12,4,15,14,5,3,1,0,0,0,0,0
37227,47,15,6,25,11,5,2,2,1,1,0,0,0
37228,27,9,4,15,6,1,2,3,0,0,0,0,0
37229,34,9,6,16,12,2,2,0,1,1,0,0,0
37230,20,5,6,14,2,1,1,0,0,2,0,0,0
37231,6,3,3,4,0,1,1,0,0,0,0,0,0
37232,2,2,1,1,1,0,0,0,0,0,0,0,0
37233,22,9,5,8,10,3,0,0,1,0,0,0,0
37234,16,5,5,7,6,2,0,0,1,0,0,0,0
37235,29,8,5,13,9,4,2,0,1,0,0,0,0
37236,18,5,5,8,6,3,0,0,1,0,0,0,0
37237,6,3,3,4,0,1,1,0,0,0,0,0,0
37238,5,3,3,3,1,0,1,0,0,0,0,0,0
37239,2,2,1,1,1,0,0,0,0,0,0,0,0
37240,16,10,3,6,6,3,1,0,0,0,0,0,0
37241,12,4,4,6,3,2,0,1,0,0,0,0,0
37242,34,13,7,15,13,3,1,1,0,0,1,0,0
37243,26,11,6,12,8,4,1,0,0,1,0,0,0
37244,16,6,4,8,4,2,1,1,0,0,0,0,0
37245,13,8,3,5,5,2,1,0,0,0,0,0,0
37246,14,6,6,7,5,1,0,0,0,1,0,0,0
37247,22,7,5,12,5,2,1,1,1,0,0,0,0
37248,4,4,1,1,3,0,0,0,0,0,0,0,0
37249,41,15,4,18,13,4,5,1,0,0,0,0,0
37250,12,5,3,7,1,2,2,0,0,0,0,0,0
37251,22,13,4,8,9,4,0,1,0,0,0,0,0
37252,4,4,1,1,3,0,0,0,0,0,0,0,0
37253,43,14,4,17,15,7,3,1,0,0,0,0,0
37254,17,7,4,8,5,2,1,1,0,0,0,0,0
37255,24,7,5,11,9,0,3,0,1,0,0,0,0
37256,11,5,4,6,2,2,0,1,0,0,0,0,0
37257,28,6,7,14,10,0,2,1,0,0,1,0,0
37258,30,10,6,17,6,2,3,1,0,1,0,0,0
37259,22,12,3,8,8,5,1,0,0,0,0,0,0
37260,36,16,4,19,6,6,3,2,0,0,0,0,0
37261,17,5,5,8,5,3,0,0,1,0,0,0,0
37262,14,7,4,6,5,2,0,1,0,0,0,0,0
37263,22,7,5,12,5,2,1,1,1,0,0,0,0
37264,17,8,4,8,5,2,1,1,0,0,0,0,0
37265,18,8,4,8,6,2,1,1,0,0,0,0,0
37266,7,4,3,4,1,1,1,0,0,0,0,0,0
37267,20,6,5,10,7,0,1,1,1,0,0,0,0
37268,15,5,5,9,2,2,1,0,1,0,0,0,0
37269,14,5,6,8,3,2,0,0,0,1,0,0,0
37270,21,8,4,12,4,1,2,2,0,0,0,0,0
37271,9,4,5,5,3,0,0,0,1,0,0,0,0
37272,28,8,5,14,7,4,1,1,1,0,0,0,0
37273,11,3,6,9,0,0,0,1,0,1,0,0,0
37274,12,5,3,6,3,1,2,0,0,0,0,0,0
37275,19,6,3,10,3,3,3,0,0,0,0,0,0
37276,33,10,5,15,13,1,1,1,2,0,0,0,0
37277,14,7,4,7,4,1,1,1,0,0,0,0,0
37278,9,5,3,4,3,1,1,0,0,0,0,0,0
37279,23,9,3,8,11,1,3,0,0,0,0,0,0
37280,14,5,5,8,3,1,1,0,1,0,0,0,0
37281,18,5,5,10,4,2,0,1,1,0,0,0,0
37282,26,8,5,14,6,2,2,1,1,0,0,0,0
37283,10,4,4,6,1,2,0,1,0,0,0,0,0
37284,26,12,6,14,6,3,1,1,0,1,0,0,0
37285,14,5,5,8,3,1,1,0,1,0,0,0,0
37286,40,16,7,17,14,6,2,0,0,0,1,0,0
37287,39,11,7,19,12,4,2,0,1,0,1,0,0
37288,23,13,4,9,8,5,0,1,0,0,0,0,0
37289,16,7,4,8,5,1,0,2,0,0,0,0,0
37290,34,8,7,19,9,1,2,1,1,0,1,0,0
37291,20,7,4,11,3,3,2,1,0,0,0,0,0
37292,20,10,3,9,5,4,2,0,0,0,0,0,0
37293,35,9,6,18,9,4,2,0,1,1,0,0,0
37294,4,2,3,3,0,0,1,0,0,0,0,0,0
37295,46,13,4,23,13,1,6,3,0,0,0,0,0
37296,19,6,5,9,6,2,1,0,1,0,0,0,0
37297,11,3,7,8,1,1,0,0,0,0,1,0,0
37298,8,3,5,6,0,1,0,0,1,0,0,0,0
37299,3,2,2,2,0,1,0,0,0,0,0,0,0
37300,33,12,4,16,8,4,4,1,0,0,0,0,0
37301,20,6,6,9,7,3,0,0,0,1,0,0,0
37302,15,5,5,8,3,3,0,0,1,0,0,0,0
37303,12,8,3,4,6,1,1,0,0,0,0,0,0
37304,29,10,4,15,7,1,5,1,0,0,0,0,0
37305,24,7,4,9,10,3,1,1,0,0,0,0,0
37306,16,8,4,6,7,2,0,1,0,0,0,0,0
37307,27,12,3,10,10,5,2,0,0,0,0,0,0
37308,9,3,4,6,0,2,0,1,0,0,0,0,0
37309,21,8,5,11,6,1,1,1,1,0,0,0,0
37310,30,12,5,16,6,3,4,0,1,0,0,0,0
37311,12,4,3,7,1,2,2,0,0,0,0,0,0
37312,31,7,6,19,4,3,2,2,0,1,0,0,0
37313,3,2,2,2,0,1,0,0,0,0,0,0,0
37314,48,8,7,25,12,6,1,2,1,0,1,0,0
37315,28,7,6,18,3,1,4,1,0,1,0,0,0
37316,21,8,4,10,5,4,1,1,0,0,0,0,0
37317,32,10,5,16,7,5,3,0,1,0,0,0,0
37318,32,5,5,17,9,1,1,3,1,0,0,0,0
37319,24,12,4,9,10,3,1,1,0,0,0,0,0
37320,39,14,5,17,14,4,2,0,2,0,0,0,0
37321,9,5,3,5,2,0,2,0,0,0,0,0,0
37322,32,11,4,14,12,1,3,2,0,0,0,0,0
37323,26,11,5,13,8,2,1,0,2,0,0,0,0
37324,31,9,4,13,11,3,3,1,0,0,0,0,0
37325,30,8,5,17,6,3,1,1,2,0,0,0,0
37326,30,7,5,16,6,3,4,0,1,0,0,0,0
37327,37,10,5,18,8,8,1,1,1,0,0,0,0
37328,10,5,4,5,3,1,0,1,0,0,0,0,0
37329,40,13,6,21,9,5,2,2,0,1,0,0,0
37330,29,6,5,15,6,4,3,0,1,0,0,0,0
37331,9,4,5,6,1,1,0,0,1,0,0,0,0
37332,6,3,3,4,0,1,1,0,0,0,0,0,0
37333,7,4,3,3,3,0,1,0,0,0,0,0,0
37334,8,4,3,4,2,1,1,0,0,0,0,0,0
37335,9,5,4,5,2,1,0,1,0,0,0,0,0
37336,41,8,7,19,13,5,2,1,0,0,1,0,0
37337,19,8,5,10,3,5,0,0,1,0,0,0,0
37338,17,6,5,9,3,4,0,0,1,0,0,0,0
37339,14,5,5,7,4,2,0,0,1,0,0,0,0
37340,24,7,6,12,7,2,2,0,0,1,0,0,0
37341,40,11,5,17,12,9,0,1,1,0,0,0,0
37342,34,13,5,16,9,5,3,0,1,0,0,0,0
37343,15,6,7,9,3,2,0,0,0,0,1,0,0
37344,20,8,6,11,5,1,2,0,0,1,0,0,0
37345,5,3,2,2,2,1,0,0,0,0,0,0,0
37346,25,9,5,13,5,4,2,0,1,0,0,0,0
37347,41,10,7,24,9,3,1,0,3,0,1,0,0
37348,24,5,4,17,0,2,1,4,0,0,0,0,0
37349,26,10,5,14,7,1,1,2,1,0,0,0,0
37350,25,8,5,17,2,2,1,0,3,0,0,0,0
37351,29,8,6,19,5,0,2,0,1,2,0,0,0
37352,44,12,5,25,9,3,2,3,2,0,0,0,0
37353,16,8,3,8,3,3,2,0,0,0,0,0,0
37354,14,7,4,7,4,1,1,1,0,0,0,0,0
37355,20,6,7,13,3,0,3,0,0,0,1,0,0
37356,25,9,5,11,8,4,1,0,1,0,0,0,0
37357,39,12,5,21,11,0,4,0,3,0,0,0,0
37358,19,7,6,10,5,2,1,0,0,1,0,0,0
37359,24,12,4,10,10,1,1,2,0,0,0,0,0
37360,13,5,5,7,3,2,0,0,1,0,0,0,0
37361,33,10,5,14,13,3,0,2,1,0,0,0,0
37362,12,4,4,7,2,1,1,1,0,0,0,0,0
37363,23,10,5,11,8,1,1,1,1,0,0,0,0
37364,19,7,4,10,5,0,3,1,0,0,0,0,0
37365,15,8,5,7,6,0,1,0,1,0,0,0,0
37366,28,9,6,13,7,7,0,0,0,1,0,0,0
37367,31,9,8,19,5,2,3,1,0,0,0,1,0
37368,16,7,5,8,4,3,0,0,1,0,0,0,0
37369,36,16,4,14,15,3,2,2,0,0,0,0,0
37370,14,5,4,8,3,0,2,1,0,0,0,0,0
37371,23,7,8,11,9,1,1,0,0,0,0,1,0
37372,36,9,9,19,11,3,0,1,1,0,0,0,1
37373,13,5,5,8,2,1,1,0,1,0,0,0,0
37374,26,13,5,13,7,2,3,0,1,0,0,0,0
37375,17,7,3,7,5,4,1,0,0,0,0,0,0
37376,20,8,5,10,6,1,2,0,1,0,0,0,0
37377,18,7,5,10,4,1,2,0,1,0,0,0,0
37378,26,10,3,9,12,2,3,0,0,0,0,0,0
37379,47,8,9,22,15,6,2,1,0,0,0,0,1
37380,11,6,4,4,6,0,0,1,0,0,0,0,0
37381,18,11,4,7,7,3,0,1,0,0,0,0,0
37382,29,11,5,12,10,5,1,0,1,0,0,0,0
37383,10,5,3,4,4,1,1,0,0,0,0,0,0
37384,21,12,4,7,11,1,1,1,0,0,0,0,0
37385,16,6,3,7,4,4,1,0,0,0,0,0,0
37386,15,6,3,7,4,2,2,0,0,0,0,0,0
37387,12,5,5,7,3,0,1,0,1,0,0,0,0
37388,31,7,5,18,6,1,3,2,1,0,0,0,0
37389,38,12,4,17,10,8,1,2,0,0,0,0,0
37390,22,5,5,13,5,1,0,1,2,0,0,0,0
37391,30,8,9,18,5,4,1,1,0,0,0,0,1
37392,18,5,6,12,2,1,1,1,0,1,0,0,0
37393,20,6,6,14,2,0,1,2,0,1,0,0,0
37394,10,6,5,5,4,0,0,0,1,0,0,0,0
37395,20,10,5,10,5,3,1,0,1,0,0,0,0
37396,24,6,6,12,8,0,3,0,0,1,0,0,0
37397,26,9,4,12,7,4,2,1,0,0,0,0,0
37398,34,9,6,16,10,4,3,0,0,1,0,0,0
37399,35,9,9,16,12,5,1,0,0,0,0,0,1
37400,41,9,6,23,8,4,2,3,0,1,0,0,0
37401,12,6,5,6,4,1,0,0,1,0,0,0,0
37402,12,5,5,6,4,1,0,0,1,0,0,0,0
37403,28,9,4,13,7,5,2,1,0,0,0,0,0
37404,17,5,6,9,5,1,1,0,0,1,0,0,0
37405,24,9,3,9,10,2,3,0,0,0,0,0,0
37406,15,8,4,6,6,2,0,1,0,0,0,0,0
37407,34,9,7,16,9,7,1,0,0,0,1,0,0
37408,35,8,6,17,9,5,3,0,0,1,0,0,0
37409,42,15,5,18,15,4,3,1,1,0,0,0,0
37410,33,16,4,11,16,3,2,1,0,0,0,0,0
37411,44,15,6,23,10,5,3,2,0,1,0,0,0
37412,19,8,4,8,8,0,2,1,0,0,0,0,0
37413,34,10,6,15,12,3,3,0,0,1,0,0,0
37414,28,6,7,15,6,4,2,0,0,0,1,0,0
37415,32,10,5,18,6,4,1,1,2,0,0,0,0
37416,30,10,5,15,7,6,0,0,2,0,0,0,0
37417,18,12,3,5,10,2,1,0,0,0,0,0,0
37418,39,15,5,18,11,5,4,0,1,0,0,0,0
37419,27,11,3,9,12,4,2,0,0,0,0,0,0
37420,43,11,6,23,9,6,2,1,1,1,0,0,0
37421,42,14,5,18,15,5,1,2,1,0,0,0,0
37422,41,10,7,18,14,5,3,0,0,0,1,0,0
37423,44,9,6,24,10,4,3,1,0,2,0,0,0
37424,13,8,3,5,5,2,1,0,0,0,0,0,0
37425,24,13,4,11,6,5,1,1,0,0,0,0,0
37426,27,8,7,13,9,3,0,1,0,0,1,0,0
37427,33,7,6,20,6,0,4,2,0,1,0,0,0
37428,24,7,7,13,5,4,1,0,0,0,1,0,0
37429,29,11,6,12,12,3,0,1,0,1,0,0,0
37430,17,9,4,7,7,1,1,1,0,0,0,0,0
37431,34,10,6,14,14,4,0,0,1,1,0,0,0
37432,25,12,4,10,11,0,3,1,0,0,0,0,0
37433,21,9,4,9,8,1,2,1,0,0,0,0,0
37434,28,7,6,19,3,0,2,3,0,1,0,0,0
37435,19,8,4,9,5,3,1,1,0,0,0,0,0
37436,23,9,4,14,2,2,4,1,0,0,0,0,0
37437,27,10,6,14,6,5,0,1,0,1,0,0,0
37438,22,6,5,13,4,2,0,2,1,0,0,0,0
