# _root_ Bir konuda bilgi _ verirken veya bir gerçeği _ savunurken , _ türlü kanıtlardan _ _ faydalanan , bunları bilimsel biçimde _ inceleyen gazete ve dergi yazılarına makale _ denir .
#goldHeads=2,4,4,5,6,10,8,9,10,16,0,13,14,16,16,17,18,23,22,21,22,23,24,25,26,27,30,30,30,31,0,
#predictedHeads=2,4,4,5,6,7,8,9,10,30,0,13,14,16,16,17,18,24,22,21,22,23,24,25,26,27,30,30,30,31,0,
(26,25),(25,22),-0.195283 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),0.289248 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-0.973868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,27),-0.525476 # DEPENDENCYPART_GRANDPAR
(26,27),(27,17),-0.457146 # DEPENDENCYPART_GRANDPAR
(26,27),(27,18),-0.540698 # DEPENDENCYPART_GRANDPAR
(26,27),(27,19),-0.759049 # DEPENDENCYPART_GRANDPAR
(26,27),(27,20),-0.450931 # DEPENDENCYPART_GRANDPAR
(26,27),(27,21),-0.791207 # DEPENDENCYPART_GRANDPAR
(26,27),(27,22),-0.471342 # DEPENDENCYPART_GRANDPAR
(26,27),(27,23),-0.322409 # DEPENDENCYPART_GRANDPAR
(26,27),(27,24),-0.242864 # DEPENDENCYPART_GRANDPAR
(26,27),(27,25),-0.203785 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-0.699521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,28),-0.381051 # DEPENDENCYPART_GRANDPAR
(26,27),(27,29),-0.119279 # DEPENDENCYPART_GRANDPAR
(26,28),(28,17),-0.457146 # DEPENDENCYPART_GRANDPAR
(26,28),(28,19),-0.759049 # DEPENDENCYPART_GRANDPAR
(26,28),(28,20),-0.450931 # DEPENDENCYPART_GRANDPAR
(26,28),(28,21),-0.791207 # DEPENDENCYPART_GRANDPAR
(26,28),(28,22),-0.471342 # DEPENDENCYPART_GRANDPAR
(26,28),(28,23),-0.322409 # DEPENDENCYPART_GRANDPAR
(26,28),(28,24),-0.242864 # DEPENDENCYPART_GRANDPAR
(26,28),(28,25),-0.203785 # DEPENDENCYPART_GRANDPAR
(26,28),(28,26),-0.699521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,27),-0.251128 # DEPENDENCYPART_GRANDPAR
(26,28),(28,29),-0.111556 # DEPENDENCYPART_GRANDPAR
(26,29),(29,5),-0.639623 # DEPENDENCYPART_GRANDPAR
(26,29),(29,10),-0.539946 # DEPENDENCYPART_GRANDPAR
(26,29),(29,14),-0.853455 # DEPENDENCYPART_GRANDPAR
(26,29),(29,19),-0.652001 # DEPENDENCYPART_GRANDPAR
(26,29),(29,20),-0.402605 # DEPENDENCYPART_GRANDPAR
(26,29),(29,21),-0.641263 # DEPENDENCYPART_GRANDPAR
(26,29),(29,22),-0.45242 # DEPENDENCYPART_GRANDPAR
(26,29),(29,23),-0.274132 # DEPENDENCYPART_GRANDPAR
(26,29),(29,24),-0.0928808 # DEPENDENCYPART_GRANDPAR
(26,29),(29,25),-0.0669708 # DEPENDENCYPART_GRANDPAR
(26,29),(29,26),-0.91317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,29),(29,27),-0.464778 # DEPENDENCYPART_GRANDPAR
(26,29),(29,28),-0.667163 # DEPENDENCYPART_GRANDPAR
(26,29),(29,30),-0.339234 # DEPENDENCYPART_GRANDPAR
(27,17),(17,8),-0.532394 # DEPENDENCYPART_GRANDPAR
(27,17),(17,10),-0.499334 # DEPENDENCYPART_GRANDPAR
(27,17),(17,11),-0.555263 # DEPENDENCYPART_GRANDPAR
(27,17),(17,12),-0.548623 # DEPENDENCYPART_GRANDPAR
(27,17),(17,13),-0.378099 # DEPENDENCYPART_GRANDPAR
(27,17),(17,14),-0.448156 # DEPENDENCYPART_GRANDPAR
(27,17),(17,15),-0.231689 # DEPENDENCYPART_GRANDPAR
(27,17),(17,16),-0.0359087 # DEPENDENCYPART_GRANDPAR
(27,18),(18,1),-0.425265 # DEPENDENCYPART_GRANDPAR
(27,18),(18,4),-0.613313 # DEPENDENCYPART_GRANDPAR
(27,18),(18,9),-0.603282 # DEPENDENCYPART_GRANDPAR
(27,18),(18,12),-0.657091 # DEPENDENCYPART_GRANDPAR
(27,18),(18,13),-0.335098 # DEPENDENCYPART_GRANDPAR
(27,18),(18,14),-0.0674113 # DEPENDENCYPART_GRANDPAR
(27,18),(18,15),-0.340157 # DEPENDENCYPART_GRANDPAR
(27,18),(18,16),-0.320926 # DEPENDENCYPART_GRANDPAR
(27,18),(18,17),-0.0949171 # DEPENDENCYPART_GRANDPAR
(27,18),(18,24),-0.361249 # DEPENDENCYPART_GRANDPAR
(27,18),(18,28),-0.538009 # DEPENDENCYPART_GRANDPAR
(27,18),(18,29),-0.376625 # DEPENDENCYPART_GRANDPAR
(27,18),(18,30),-0.627245 # DEPENDENCYPART_GRANDPAR
(27,19),(19,17),-0.260665 # DEPENDENCYPART_GRANDPAR
(27,19),(19,18),-0.452011 # DEPENDENCYPART_GRANDPAR
(27,19),(19,21),-0.427476 # DEPENDENCYPART_GRANDPAR
(27,19),(19,24),-0.308438 # DEPENDENCYPART_GRANDPAR
(27,20),(20,15),-0.248365 # DEPENDENCYPART_GRANDPAR
(27,20),(20,16),-0.0421663 # DEPENDENCYPART_GRANDPAR
(27,20),(20,17),-0.17608 # DEPENDENCYPART_GRANDPAR
(27,20),(20,18),-0.3659 # DEPENDENCYPART_GRANDPAR
(27,20),(20,19),-0.0992354 # DEPENDENCYPART_GRANDPAR
(27,20),(20,26),-0.243874 # DEPENDENCYPART_GRANDPAR
(27,20),(20,27),-0.0967008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,20),(20,28),-0.492567 # DEPENDENCYPART_GRANDPAR
(27,21),(21,7),-0.357762 # DEPENDENCYPART_GRANDPAR
(27,21),(21,13),-0.411316 # DEPENDENCYPART_GRANDPAR
(27,21),(21,14),-0.484993 # DEPENDENCYPART_GRANDPAR
(27,21),(21,16),-0.20518 # DEPENDENCYPART_GRANDPAR
(27,21),(21,17),-0.204745 # DEPENDENCYPART_GRANDPAR
(27,21),(21,18),-0.402733 # DEPENDENCYPART_GRANDPAR
(27,21),(21,19),-0.108164 # DEPENDENCYPART_GRANDPAR
(27,21),(21,20),-0.325362 # DEPENDENCYPART_GRANDPAR
(27,21),(21,22),-0.0317238 # DEPENDENCYPART_GRANDPAR
(27,21),(21,25),-0.249618 # DEPENDENCYPART_GRANDPAR
(27,21),(21,26),-0.107817 # DEPENDENCYPART_GRANDPAR
(27,21),(21,27),-0.103444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,22),(22,2),-0.887716 # DEPENDENCYPART_GRANDPAR
(27,22),(22,3),-0.681609 # DEPENDENCYPART_GRANDPAR
(27,22),(22,5),-0.651456 # DEPENDENCYPART_GRANDPAR
(27,22),(22,8),-0.494845 # DEPENDENCYPART_GRANDPAR
(27,22),(22,10),-0.490787 # DEPENDENCYPART_GRANDPAR
(27,22),(22,12),-0.621934 # DEPENDENCYPART_GRANDPAR
(27,22),(22,14),-0.409062 # DEPENDENCYPART_GRANDPAR
(27,22),(22,15),-0.305 # DEPENDENCYPART_GRANDPAR
(27,22),(22,16),-0.143018 # DEPENDENCYPART_GRANDPAR
(27,22),(22,17),-0.177927 # DEPENDENCYPART_GRANDPAR
(27,22),(22,18),-0.233416 # DEPENDENCYPART_GRANDPAR
(27,22),(22,19),0.127546 # DEPENDENCYPART_GRANDPAR
(27,22),(22,20),-0.327566 # DEPENDENCYPART_GRANDPAR
(27,22),(22,21),-0.154873 # DEPENDENCYPART_GRANDPAR
(27,22),(22,24),-0.410891 # DEPENDENCYPART_GRANDPAR
(27,22),(22,25),-0.191687 # DEPENDENCYPART_GRANDPAR
(27,22),(22,26),-0.321463 # DEPENDENCYPART_GRANDPAR
(27,22),(22,27),0.0465393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,22),(22,28),-0.349327 # DEPENDENCYPART_GRANDPAR
(27,22),(22,29),-0.276068 # DEPENDENCYPART_GRANDPAR
(27,23),(23,11),-0.54484 # DEPENDENCYPART_GRANDPAR
(27,23),(23,12),-0.528462 # DEPENDENCYPART_GRANDPAR
(27,23),(23,14),-0.427993 # DEPENDENCYPART_GRANDPAR
(27,23),(23,15),-0.211528 # DEPENDENCYPART_GRANDPAR
(27,23),(23,18),-0.351756 # DEPENDENCYPART_GRANDPAR
(27,23),(23,20),-0.289631 # DEPENDENCYPART_GRANDPAR
(27,23),(23,21),-0.188683 # DEPENDENCYPART_GRANDPAR
(27,23),(23,22),0.235468 # DEPENDENCYPART_GRANDPAR
(27,24),(24,7),-0.358967 # DEPENDENCYPART_GRANDPAR
(27,24),(24,10),-0.528398 # DEPENDENCYPART_GRANDPAR
(27,24),(24,12),-0.752362 # DEPENDENCYPART_GRANDPAR
(27,24),(24,13),-0.411349 # DEPENDENCYPART_GRANDPAR
(27,24),(24,14),-0.483065 # DEPENDENCYPART_GRANDPAR
(27,24),(24,15),-0.435428 # DEPENDENCYPART_GRANDPAR
(27,24),(24,17),-0.204779 # DEPENDENCYPART_GRANDPAR
(27,24),(24,18),-0.401305 # DEPENDENCYPART_GRANDPAR
(27,24),(24,19),-0.106828 # DEPENDENCYPART_GRANDPAR
(27,24),(24,20),-0.325396 # DEPENDENCYPART_GRANDPAR
(27,24),(24,21),-0.247579 # DEPENDENCYPART_GRANDPAR
(27,24),(24,22),0.0595085 # DEPENDENCYPART_GRANDPAR
(27,24),(24,23),-0.138634 # DEPENDENCYPART_GRANDPAR
(27,24),(24,25),-0.249618 # DEPENDENCYPART_GRANDPAR
(27,24),(24,26),-0.107814 # DEPENDENCYPART_GRANDPAR
(27,24),(24,27),-0.103444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,24),(24,28),-0.49931 # DEPENDENCYPART_GRANDPAR
(27,24),(24,29),-0.29499 # DEPENDENCYPART_GRANDPAR
(27,25),(25,21),-0.0212328 # DEPENDENCYPART_GRANDPAR
(27,25),(25,22),0.0472483 # DEPENDENCYPART_GRANDPAR
(27,25),(25,24),0.0973357 # DEPENDENCYPART_GRANDPAR
(27,25),(25,26),-0.263115 # DEPENDENCYPART_GRANDPAR
(27,25),(25,27),-0.140257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,26),(26,17),-0.204779 # DEPENDENCYPART_GRANDPAR
(27,26),(26,19),-0.106828 # DEPENDENCYPART_GRANDPAR
(27,26),(26,20),-0.325396 # DEPENDENCYPART_GRANDPAR
(27,26),(26,21),-0.247579 # DEPENDENCYPART_GRANDPAR
(27,26),(26,22),0.0595085 # DEPENDENCYPART_GRANDPAR
(27,26),(26,23),-0.138634 # DEPENDENCYPART_GRANDPAR
(27,26),(26,24),-0.12479 # DEPENDENCYPART_GRANDPAR
(27,26),(26,25),-0.0404323 # DEPENDENCYPART_GRANDPAR
(27,26),(26,27),-0.103444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,26),(26,28),-0.49931 # DEPENDENCYPART_GRANDPAR
(27,26),(26,29),-0.29499 # DEPENDENCYPART_GRANDPAR
(27,28),(28,17),-0.433373 # DEPENDENCYPART_GRANDPAR
(27,28),(28,19),-0.298186 # DEPENDENCYPART_GRANDPAR
(27,28),(28,20),-0.564324 # DEPENDENCYPART_GRANDPAR
(27,28),(28,21),-0.553826 # DEPENDENCYPART_GRANDPAR
(27,28),(28,22),-0.22881 # DEPENDENCYPART_GRANDPAR
(27,28),(28,23),-0.377072 # DEPENDENCYPART_GRANDPAR
(27,28),(28,24),-0.434776 # DEPENDENCYPART_GRANDPAR
(27,28),(28,25),-0.280018 # DEPENDENCYPART_GRANDPAR
(27,28),(28,26),-0.345348 # DEPENDENCYPART_GRANDPAR
(27,28),(28,27),0.13409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,28),(28,29),0.00105114 # DEPENDENCYPART_GRANDPAR
(27,29),(29,5),-0.698682 # DEPENDENCYPART_GRANDPAR
(27,29),(29,10),-0.538013 # DEPENDENCYPART_GRANDPAR
(27,29),(29,14),-0.643068 # DEPENDENCYPART_GRANDPAR
(27,29),(29,19),-0.191138 # DEPENDENCYPART_GRANDPAR
(27,29),(29,20),-0.515999 # DEPENDENCYPART_GRANDPAR
(27,29),(29,21),-0.403882 # DEPENDENCYPART_GRANDPAR
(27,29),(29,22),-0.209889 # DEPENDENCYPART_GRANDPAR
(27,29),(29,23),-0.328796 # DEPENDENCYPART_GRANDPAR
(27,29),(29,24),-0.284793 # DEPENDENCYPART_GRANDPAR
(27,29),(29,25),-0.143204 # DEPENDENCYPART_GRANDPAR
(27,29),(29,26),-0.195365 # DEPENDENCYPART_GRANDPAR
(27,29),(29,27),-0.0795589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,29),(29,28),-0.475426 # DEPENDENCYPART_GRANDPAR
(27,29),(29,30),-0.342096 # DEPENDENCYPART_GRANDPAR
(28,17),(17,8),-0.623993 # DEPENDENCYPART_GRANDPAR
(28,17),(17,10),-0.451998 # DEPENDENCYPART_GRANDPAR
(28,17),(17,11),-0.388316 # DEPENDENCYPART_GRANDPAR
(28,17),(17,12),-0.356197 # DEPENDENCYPART_GRANDPAR
(28,17),(17,13),-0.510603 # DEPENDENCYPART_GRANDPAR
(28,17),(17,14),-0.621483 # DEPENDENCYPART_GRANDPAR
(28,17),(17,15),-0.175521 # DEPENDENCYPART_GRANDPAR
(28,17),(17,16),0.0961314 # DEPENDENCYPART_GRANDPAR
(28,19),(19,17),-0.130465 # DEPENDENCYPART_GRANDPAR
(28,19),(19,18),-0.311582 # DEPENDENCYPART_GRANDPAR
(28,19),(19,21),-0.729485 # DEPENDENCYPART_GRANDPAR
(28,19),(19,24),-0.266003 # DEPENDENCYPART_GRANDPAR
(28,20),(20,15),-0.192199 # DEPENDENCYPART_GRANDPAR
(28,20),(20,16),0.0898711 # DEPENDENCYPART_GRANDPAR
(28,20),(20,17),-0.0406895 # DEPENDENCYPART_GRANDPAR
(28,20),(20,18),-0.22028 # DEPENDENCYPART_GRANDPAR
(28,20),(20,19),-0.538485 # DEPENDENCYPART_GRANDPAR
(28,20),(20,26),-0.287575 # DEPENDENCYPART_GRANDPAR
(28,20),(20,27),-0.420456 # DEPENDENCYPART_GRANDPAR
(28,20),(20,28),-0.778057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,21),(21,7),-0.160906 # DEPENDENCYPART_GRANDPAR
(28,21),(21,13),-0.549011 # DEPENDENCYPART_GRANDPAR
(28,21),(21,14),-0.663512 # DEPENDENCYPART_GRANDPAR
(28,21),(21,16),-0.0887151 # DEPENDENCYPART_GRANDPAR
(28,21),(21,17),-0.0745447 # DEPENDENCYPART_GRANDPAR
(28,21),(21,18),-0.262304 # DEPENDENCYPART_GRANDPAR
(28,21),(21,19),-0.552604 # DEPENDENCYPART_GRANDPAR
(28,21),(21,20),-0.143385 # DEPENDENCYPART_GRANDPAR
(28,21),(21,22),-0.17344 # DEPENDENCYPART_GRANDPAR
(28,21),(21,25),-0.0830909 # DEPENDENCYPART_GRANDPAR
(28,21),(21,26),-0.151518 # DEPENDENCYPART_GRANDPAR
(28,21),(21,27),-0.284399 # DEPENDENCYPART_GRANDPAR
(28,22),(22,2),-1.26004 # DEPENDENCYPART_GRANDPAR
(28,22),(22,3),-0.583051 # DEPENDENCYPART_GRANDPAR
(28,22),(22,5),-0.615779 # DEPENDENCYPART_GRANDPAR
(28,22),(22,8),-0.591636 # DEPENDENCYPART_GRANDPAR
(28,22),(22,10),-0.448643 # DEPENDENCYPART_GRANDPAR
(28,22),(22,12),-0.439891 # DEPENDENCYPART_GRANDPAR
(28,22),(22,14),-0.587581 # DEPENDENCYPART_GRANDPAR
(28,22),(22,15),-0.259216 # DEPENDENCYPART_GRANDPAR
(28,22),(22,16),-0.0265528 # DEPENDENCYPART_GRANDPAR
(28,22),(22,17),-0.0477263 # DEPENDENCYPART_GRANDPAR
(28,22),(22,18),-0.0929872 # DEPENDENCYPART_GRANDPAR
(28,22),(22,19),-0.316893 # DEPENDENCYPART_GRANDPAR
(28,22),(22,20),-0.145588 # DEPENDENCYPART_GRANDPAR
(28,22),(22,21),-0.456887 # DEPENDENCYPART_GRANDPAR
(28,22),(22,24),-0.368456 # DEPENDENCYPART_GRANDPAR
(28,22),(22,25),-0.025159 # DEPENDENCYPART_GRANDPAR
(28,22),(22,26),-0.365165 # DEPENDENCYPART_GRANDPAR
(28,22),(22,27),-0.498045 # DEPENDENCYPART_GRANDPAR
(28,22),(22,28),-0.634817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,22),(22,29),-0.243903 # DEPENDENCYPART_GRANDPAR
(28,23),(23,11),-0.377893 # DEPENDENCYPART_GRANDPAR
(28,23),(23,12),-0.336036 # DEPENDENCYPART_GRANDPAR
(28,23),(23,14),-0.60132 # DEPENDENCYPART_GRANDPAR
(28,23),(23,15),-0.15536 # DEPENDENCYPART_GRANDPAR
(28,23),(23,18),-0.206135 # DEPENDENCYPART_GRANDPAR
(28,23),(23,20),-0.102462 # DEPENDENCYPART_GRANDPAR
(28,23),(23,21),-0.485506 # DEPENDENCYPART_GRANDPAR
(28,23),(23,22),0.11971 # DEPENDENCYPART_GRANDPAR
(28,24),(24,7),-0.162111 # DEPENDENCYPART_GRANDPAR
(28,24),(24,10),-0.486254 # DEPENDENCYPART_GRANDPAR
(28,24),(24,12),-0.57032 # DEPENDENCYPART_GRANDPAR
(28,24),(24,13),-0.549045 # DEPENDENCYPART_GRANDPAR
(28,24),(24,14),-0.661584 # DEPENDENCYPART_GRANDPAR
(28,24),(24,15),-0.389644 # DEPENDENCYPART_GRANDPAR
(28,24),(24,17),-0.0745785 # DEPENDENCYPART_GRANDPAR
(28,24),(24,18),-0.260876 # DEPENDENCYPART_GRANDPAR
(28,24),(24,19),-0.551267 # DEPENDENCYPART_GRANDPAR
(28,24),(24,20),-0.143418 # DEPENDENCYPART_GRANDPAR
(28,24),(24,21),-0.549593 # DEPENDENCYPART_GRANDPAR
(28,24),(24,22),-0.0718246 # DEPENDENCYPART_GRANDPAR
(28,24),(24,23),0.00414463 # DEPENDENCYPART_GRANDPAR
(28,24),(24,25),-0.0830903 # DEPENDENCYPART_GRANDPAR
(28,24),(24,26),-0.151515 # DEPENDENCYPART_GRANDPAR
(28,24),(24,27),-0.284396 # DEPENDENCYPART_GRANDPAR
(28,24),(24,28),-0.7848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,24),(24,29),-0.262825 # DEPENDENCYPART_GRANDPAR
(28,25),(25,21),-0.323247 # DEPENDENCYPART_GRANDPAR
(28,25),(25,22),-0.0840848 # DEPENDENCYPART_GRANDPAR
(28,25),(25,24),0.139765 # DEPENDENCYPART_GRANDPAR
(28,25),(25,26),-0.306816 # DEPENDENCYPART_GRANDPAR
(28,25),(25,27),-0.439697 # DEPENDENCYPART_GRANDPAR
(28,26),(26,17),-0.0745785 # DEPENDENCYPART_GRANDPAR
(28,26),(26,19),-0.551267 # DEPENDENCYPART_GRANDPAR
(28,26),(26,20),-0.143418 # DEPENDENCYPART_GRANDPAR
(28,26),(26,21),-0.549593 # DEPENDENCYPART_GRANDPAR
(28,26),(26,22),-0.0718246 # DEPENDENCYPART_GRANDPAR
(28,26),(26,23),0.00414463 # DEPENDENCYPART_GRANDPAR
(28,26),(26,24),-0.08236 # DEPENDENCYPART_GRANDPAR
(28,26),(26,25),0.126095 # DEPENDENCYPART_GRANDPAR
(28,26),(26,27),-0.284396 # DEPENDENCYPART_GRANDPAR
(28,26),(26,28),-0.7848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,26),(26,29),-0.262825 # DEPENDENCYPART_GRANDPAR
(28,27),(27,17),-0.0745785 # DEPENDENCYPART_GRANDPAR
(28,27),(27,18),-0.260876 # DEPENDENCYPART_GRANDPAR
(28,27),(27,19),-0.551267 # DEPENDENCYPART_GRANDPAR
(28,27),(27,20),-0.143418 # DEPENDENCYPART_GRANDPAR
(28,27),(27,21),-0.549593 # DEPENDENCYPART_GRANDPAR
(28,27),(27,22),-0.0718246 # DEPENDENCYPART_GRANDPAR
(28,27),(27,23),0.00414463 # DEPENDENCYPART_GRANDPAR
(28,27),(27,24),-0.08236 # DEPENDENCYPART_GRANDPAR
(28,27),(27,25),0.126095 # DEPENDENCYPART_GRANDPAR
(28,27),(27,26),-0.0790688 # DEPENDENCYPART_GRANDPAR
(28,27),(27,28),-0.7848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,27),(27,29),-0.262825 # DEPENDENCYPART_GRANDPAR
(28,29),(29,5),-0.663005 # DEPENDENCYPART_GRANDPAR
(28,29),(29,10),-0.495869 # DEPENDENCYPART_GRANDPAR
(28,29),(29,14),-0.821581 # DEPENDENCYPART_GRANDPAR
(28,29),(29,19),-0.635578 # DEPENDENCYPART_GRANDPAR
(28,29),(29,20),-0.334021 # DEPENDENCYPART_GRANDPAR
(28,29),(29,21),-0.705891 # DEPENDENCYPART_GRANDPAR
(28,29),(29,22),-0.351605 # DEPENDENCYPART_GRANDPAR
(28,29),(29,23),-0.186017 # DEPENDENCYPART_GRANDPAR
(28,29),(29,24),-0.242358 # DEPENDENCYPART_GRANDPAR
(28,29),(29,25),0.0233238 # DEPENDENCYPART_GRANDPAR
(28,29),(29,26),-0.239066 # DEPENDENCYPART_GRANDPAR
(28,29),(29,27),-0.371947 # DEPENDENCYPART_GRANDPAR
(28,29),(29,28),-0.760915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,29),(29,30),-0.219155 # DEPENDENCYPART_GRANDPAR
(29,5),(5,1),-0.130065 # DEPENDENCYPART_GRANDPAR
(29,5),(5,2),0.452172 # DEPENDENCYPART_GRANDPAR
(29,5),(5,3),-0.395496 # DEPENDENCYPART_GRANDPAR
(29,5),(5,4),0.16262 # DEPENDENCYPART_GRANDPAR
(29,5),(5,6),-0.368389 # DEPENDENCYPART_GRANDPAR
(29,10),(10,2),0.452172 # DEPENDENCYPART_GRANDPAR
(29,10),(10,3),-0.395496 # DEPENDENCYPART_GRANDPAR
(29,10),(10,5),-0.554815 # DEPENDENCYPART_GRANDPAR
(29,10),(10,6),-0.25493 # DEPENDENCYPART_GRANDPAR
(29,10),(10,7),-0.0668347 # DEPENDENCYPART_GRANDPAR
(29,10),(10,8),-0.367199 # DEPENDENCYPART_GRANDPAR
(29,10),(10,9),0.203445 # DEPENDENCYPART_GRANDPAR
(29,14),(14,1),-0.111287 # DEPENDENCYPART_GRANDPAR
(29,14),(14,7),-0.0480571 # DEPENDENCYPART_GRANDPAR
(29,14),(14,9),-0.257003 # DEPENDENCYPART_GRANDPAR
(29,14),(14,11),-0.328665 # DEPENDENCYPART_GRANDPAR
(29,14),(14,12),-0.355665 # DEPENDENCYPART_GRANDPAR
(29,14),(14,13),0.238579 # DEPENDENCYPART_GRANDPAR
(29,14),(14,15),-0.576602 # DEPENDENCYPART_GRANDPAR
(29,19),(19,17),0.119367 # DEPENDENCYPART_GRANDPAR
(29,19),(19,18),-0.393302 # DEPENDENCYPART_GRANDPAR
(29,19),(19,21),-0.562843 # DEPENDENCYPART_GRANDPAR
(29,19),(19,24),-0.321649 # DEPENDENCYPART_GRANDPAR
(29,20),(20,15),-0.335143 # DEPENDENCYPART_GRANDPAR
(29,20),(20,16),-0.0973198 # DEPENDENCYPART_GRANDPAR
(29,20),(20,17),0.0428792 # DEPENDENCYPART_GRANDPAR
(29,20),(20,18),-0.415912 # DEPENDENCYPART_GRANDPAR
(29,20),(20,19),-0.123926 # DEPENDENCYPART_GRANDPAR
(29,20),(20,26),-0.236228 # DEPENDENCYPART_GRANDPAR
(29,20),(20,27),-0.133043 # DEPENDENCYPART_GRANDPAR
(29,20),(20,28),-0.183048 # DEPENDENCYPART_GRANDPAR
(29,21),(21,7),-0.040627 # DEPENDENCYPART_GRANDPAR
(29,21),(21,13),0.254024 # DEPENDENCYPART_GRANDPAR
(29,21),(21,14),-0.188793 # DEPENDENCYPART_GRANDPAR
(29,21),(21,16),-0.22926 # DEPENDENCYPART_GRANDPAR
(29,21),(21,17),0.142734 # DEPENDENCYPART_GRANDPAR
(29,21),(21,18),-0.34577 # DEPENDENCYPART_GRANDPAR
(29,21),(21,19),-0.125599 # DEPENDENCYPART_GRANDPAR
(29,21),(21,20),0.25345 # DEPENDENCYPART_GRANDPAR
(29,21),(21,22),-0.252673 # DEPENDENCYPART_GRANDPAR
(29,21),(21,25),-0.204916 # DEPENDENCYPART_GRANDPAR
(29,21),(21,26),-0.152661 # DEPENDENCYPART_GRANDPAR
(29,21),(21,27),-0.0494764 # DEPENDENCYPART_GRANDPAR
(29,22),(22,2),0.274082 # DEPENDENCYPART_GRANDPAR
(29,22),(22,3),-0.509641 # DEPENDENCYPART_GRANDPAR
(29,22),(22,5),-0.754704 # DEPENDENCYPART_GRANDPAR
(29,22),(22,8),-0.491785 # DEPENDENCYPART_GRANDPAR
(29,22),(22,10),-0.544574 # DEPENDENCYPART_GRANDPAR
(29,22),(22,12),-0.0954229 # DEPENDENCYPART_GRANDPAR
(29,22),(22,14),-0.314215 # DEPENDENCYPART_GRANDPAR
(29,22),(22,15),-0.195828 # DEPENDENCYPART_GRANDPAR
(29,22),(22,16),-0.00817328 # DEPENDENCYPART_GRANDPAR
(29,22),(22,17),-0.412883 # DEPENDENCYPART_GRANDPAR
(29,22),(22,18),-0.36307 # DEPENDENCYPART_GRANDPAR
(29,22),(22,19),-0.137238 # DEPENDENCYPART_GRANDPAR
(29,22),(22,20),-0.331213 # DEPENDENCYPART_GRANDPAR
(29,22),(22,21),-0.450173 # DEPENDENCYPART_GRANDPAR
(29,22),(22,24),-0.454913 # DEPENDENCYPART_GRANDPAR
(29,22),(22,25),-0.109173 # DEPENDENCYPART_GRANDPAR
(29,22),(22,26),-0.398033 # DEPENDENCYPART_GRANDPAR
(29,22),(22,27),-0.294849 # DEPENDENCYPART_GRANDPAR
(29,22),(22,28),-0.344853 # DEPENDENCYPART_GRANDPAR
(29,22),(22,29),-0.548526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,23),(23,11),-0.390026 # DEPENDENCYPART_GRANDPAR
(29,23),(23,12),-0.216535 # DEPENDENCYPART_GRANDPAR
(29,23),(23,14),-0.240295 # DEPENDENCYPART_GRANDPAR
(29,23),(23,15),-0.31694 # DEPENDENCYPART_GRANDPAR
(29,23),(23,18),-0.411834 # DEPENDENCYPART_GRANDPAR
(29,23),(23,20),0.143201 # DEPENDENCYPART_GRANDPAR
(29,23),(23,21),-0.37428 # DEPENDENCYPART_GRANDPAR
(29,23),(23,22),-0.0564496 # DEPENDENCYPART_GRANDPAR
(29,24),(24,7),-0.0480571 # DEPENDENCYPART_GRANDPAR
(29,24),(24,10),-0.379756 # DEPENDENCYPART_GRANDPAR
(29,24),(24,12),-0.355665 # DEPENDENCYPART_GRANDPAR
(29,24),(24,13),0.238579 # DEPENDENCYPART_GRANDPAR
(29,24),(24,14),-0.193034 # DEPENDENCYPART_GRANDPAR
(29,24),(24,15),-0.45607 # DEPENDENCYPART_GRANDPAR
(29,24),(24,17),0.127289 # DEPENDENCYPART_GRANDPAR
(29,24),(24,18),-0.350472 # DEPENDENCYPART_GRANDPAR
(29,24),(24,19),-0.130435 # DEPENDENCYPART_GRANDPAR
(29,24),(24,20),0.238005 # DEPENDENCYPART_GRANDPAR
(29,24),(24,21),-0.332541 # DEPENDENCYPART_GRANDPAR
