# _root_ Bilim , _ Aydınlanma mücadelesinde , _ insanlığın _ elindeki en _ önemli kazanımlardan _ _ biridir .
#goldHeads=17,0,4,5,17,0,8,10,10,14,13,13,14,17,16,17,18,0,
#predictedHeads=17,0,4,5,17,0,8,9,10,14,13,13,14,17,16,17,18,0,
(10,14),(14,12),-0.0661007 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.136476 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.023692 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.015748 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.56268 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.215755 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.115331 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.448537 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.595577 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.569522 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.617087 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.699137 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.41751 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.420688 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.468966 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0970268 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),-0.183537 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.246083 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.215755 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.187162 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.178165 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.115331 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.336345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.12212 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.19602 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.174355 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.554614 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.681643 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.605314 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.705428 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.787478 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.503575 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.45506 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.402364 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.441682 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.36345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.141492 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.216351 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.991148 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.0659226 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.46598 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.96407 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.206586 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.381866 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.678327 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.886396 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.050923 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.231198 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.681822 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.423582 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.957951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),-0.701472 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),0.0659226 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.289611 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.621028 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.46598 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.136474 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.857256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.255993 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.585651 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.979473 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.146422 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.173624 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.673451 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.881519 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.00924111 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.00853653 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.512498 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.378885 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0659674 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.919197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),-0.678393 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.0606941 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.574957 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.431042 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.383009 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.637865 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.01523 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.2233 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.16856 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.607637 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.853441 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.977985 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.552295 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.139099 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.797838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.315894 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-1.33873 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.250893 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-1.03831 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-1.24638 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.09523 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.646398 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.876526 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.01675 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.550338 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.117947 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.623027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.208548 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.219791 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.533518 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.506941 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.73762 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.877289 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.00448913 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.974953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.291343 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.721213 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-1.22291 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.922494 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.13056 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),0.0398002 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.545703 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.760705 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.916051 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.470953 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),0.0166628 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.800149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.250947 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.57937 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.42297 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.290628 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.341838 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.724756 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.350537 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.222075 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),-0.142098 # DEPENDENCYPART_GRANDPAR
(13,3),(3,14),-0.108031 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.316524 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.316227 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.18505 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.316524 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.316227 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.18505 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.405815 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.310618 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.360848 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.0133714 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.206671 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.0281111 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.0697722 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.0752555 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.316272 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.316537 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.184799 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.405563 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.0313442 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.230881 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.154491 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.038241 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.0489128 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.107735 # DEPENDENCYPART_GRANDPAR
(13,8),(8,14),-0.211895 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.0697722 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.00569245 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.108619 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.0752555 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.243416 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.0434167 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.333228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.134155 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.468986 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.483964 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.231946 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.548675 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.174456 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.398308 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.201178 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.310419 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.127441 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.143312 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0230405 # DEPENDENCYPART_GRANDPAR
(13,10),(10,14),-0.188866 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.0876502 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.207835 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.240969 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.0503672 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),0.00569245 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.108619 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.334311 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.122929 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.117866 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.333228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.134155 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.151799 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.201819 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.633396 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.569523 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.722578 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.348359 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.483867 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.50915 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.483244 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.180531 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.151004 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.255439 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.111037 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.230537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.0170039 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.0851228 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.369571 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.29612 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.282223 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.612858 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.683612 # DEPENDENCYPART_GRANDPAR
(14,2),(2,17),-0.541246 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.654695 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.208847 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.203656 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.654695 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.208847 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.203656 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.447152 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.323132 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.0314985 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.0415943 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.541246 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.346005 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.120965 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.182718 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.649535 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.206711 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.198495 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.441992 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.368899 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.0413314 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.159717 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.228374 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.150427 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.00200254 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.780782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,6),0.120965 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.0904845 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.279988 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.182718 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.173895 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.167573 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.0561436 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.657428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,1),-0.645173 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.169109 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.0351903 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.412047 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.338955 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.00372976 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),0.0383455 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.274039 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.0565588 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.104072 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.187649 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.774043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,7),-0.0652422 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.340768 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.0470289 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.0734295 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.0904845 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.279988 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.0722712 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.0105306 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0648547 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.0561436 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.657428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.273572 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.581067 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.000380943 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.376421 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.303328 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),0.0163087 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),0.0872873 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.238412 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.105501 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.0329082 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.165966 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.331872 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.774039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,7),-0.442846 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.488199 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.424633 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.0902803 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.198261 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.0787562 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.821694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,1),-0.870374 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.633784 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.560692 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.0307616 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.461361 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.494942 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.443147 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.190398 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.0604444 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.216776 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.0638267 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.685635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.18848 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.389259 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),0.120072 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.150096 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.91389 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.0600484 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.170195 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.782571 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.347601 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.0123344 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.431679 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.31355 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.113646 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.14296 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.0814677 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),0.120072 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.372609 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.485755 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.150096 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.168118 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.305664 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.0292007 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.222298 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.285955 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.50008 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.0572738 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.041951 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.372609 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.485755 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.143928 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.332806 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0605626 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.0292007 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.222298 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.453389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.356686 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.181343 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.959789 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.524819 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.166258 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.457301 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.620545 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.22862 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.106888 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.0113389 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0580306 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.123651 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.913292 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.0593129 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.781973 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.347004 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.0115988 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.431644 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.442135 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.202962 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.0566377 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.0152247 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0323728 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.159326 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.465531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.41692 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.109527 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.201896 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.753274 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),0.0429146 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.154412 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.753274 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),0.0429146 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.154412 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.356724 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.223247 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),0.152975 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.0924536 # DEPENDENCYPART_GRANDPAR
(16,6),(6,17),-0.0793443 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.517685 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.261224 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.52596 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.748962 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),0.0446256 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.149677 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.352412 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.412934 # DEPENDENCYPART_GRANDPAR
