# _root_ _ İnsanlık , _ Roma_İmparatorluğu döneminin öncesinde bu birleşime çok yaklaşmış , fakat çağdaş bilimin _ doğuşu için Bilimsel_Devrimi _ beklemek zorunda_kalmıştır .
#goldHeads=2,11,0,5,6,7,11,9,11,11,12,22,23,15,17,17,18,22,20,21,22,23,0,
#predictedHeads=2,11,0,5,6,7,11,9,11,11,12,22,23,15,17,17,18,22,20,21,22,23,0,
(22,5),(22,15),-0.0848939 # DEPENDENCYPART_SIBL
(22,5),(22,16),0.0305865 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.0729874 # DEPENDENCYPART_SIBL
(22,5),(22,18),0.0455255 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.0729874 # DEPENDENCYPART_SIBL
(22,5),(22,20),0.0305865 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.0783612 # DEPENDENCYPART_SIBL
(22,6),(22,7),-0.0700951 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.0695337 # DEPENDENCYPART_SIBL
(22,6),(22,10),0.0325155 # DEPENDENCYPART_SIBL
(22,6),(22,11),0.0143212 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.157828 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.0507714 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.0318133 # DEPENDENCYPART_SIBL
(22,6),(22,15),-0.0814402 # DEPENDENCYPART_SIBL
(22,6),(22,16),0.0317593 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.0695337 # DEPENDENCYPART_SIBL
(22,6),(22,18),0.0466983 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.0695337 # DEPENDENCYPART_SIBL
(22,6),(22,20),0.0317593 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.0749075 # DEPENDENCYPART_SIBL
(22,7),(22,9),-0.065903 # DEPENDENCYPART_SIBL
(22,7),(22,10),0.0322805 # DEPENDENCYPART_SIBL
(22,7),(22,11),0.0141874 # DEPENDENCYPART_SIBL
(22,7),(22,12),-0.158063 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.0506754 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.0320496 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.0778096 # DEPENDENCYPART_SIBL
(22,7),(22,16),0.0317278 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.065903 # DEPENDENCYPART_SIBL
(22,7),(22,18),0.044943 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.065903 # DEPENDENCYPART_SIBL
(22,7),(22,20),0.0317278 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.0712769 # DEPENDENCYPART_SIBL
(22,9),(22,10),0.0325155 # DEPENDENCYPART_SIBL
(22,9),(22,11),0.0143212 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.157828 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.0503876 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.0318133 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.0825484 # DEPENDENCYPART_SIBL
(22,9),(22,16),0.0317593 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.0706418 # DEPENDENCYPART_SIBL
(22,9),(22,18),0.0466983 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.0706418 # DEPENDENCYPART_SIBL
(22,9),(22,20),0.0317593 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.0760157 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.00855025 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.218205 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.121832 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.0617258 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.0594315 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.0667375 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.0531813 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0221432 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.0531813 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0667375 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.055636 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.170371 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0183256 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.0685872 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.00931452 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.113543 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.00354973 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.022842 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.00354973 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.113543 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.00600439 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.0250707 # DEPENDENCYPART_SIBL
(22,12),(22,14),0.0150854 # DEPENDENCYPART_SIBL
(22,12),(22,15),0.0142475 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.13294 # DEPENDENCYPART_SIBL
(22,12),(22,17),0.0214278 # DEPENDENCYPART_SIBL
(22,12),(22,18),0.136681 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.0214278 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.13294 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.0185923 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.000105469 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.0168728 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.0729085 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.0228491 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.062479 # DEPENDENCYPART_SIBL
(22,13),(22,19),0.0228491 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0729085 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.0203944 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.0725094 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.0154879 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.0594321 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.0491648 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0594321 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0154879 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.0618908 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.0588315 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0545781 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0498139 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.0545781 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0588315 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.059952 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.553839 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.331447 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.553839 # DEPENDENCYPART_SIBL
(22,16),(22,20),-1.03137 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.556293 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0466983 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0706418 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0317593 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0760157 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0286931 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.00540261 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0226664 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0317593 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0760157 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.556293 # DEPENDENCYPART_SIBL
(23,1),(23,10),-0.0644096 # DEPENDENCYPART_SIBL
(23,1),(23,11),-0.215737 # DEPENDENCYPART_SIBL
(23,1),(23,13),0.0329926 # DEPENDENCYPART_SIBL
(23,1),(23,14),-0.178826 # DEPENDENCYPART_SIBL
(23,1),(23,15),-0.246735 # DEPENDENCYPART_SIBL
(23,1),(23,16),-0.572156 # DEPENDENCYPART_SIBL
(23,1),(23,17),-0.245213 # DEPENDENCYPART_SIBL
(23,1),(23,18),0.0503715 # DEPENDENCYPART_SIBL
(23,1),(23,19),-0.245213 # DEPENDENCYPART_SIBL
(23,1),(23,20),-0.572156 # DEPENDENCYPART_SIBL
(23,1),(23,21),-0.246672 # DEPENDENCYPART_SIBL
(23,1),(23,22),-0.215737 # DEPENDENCYPART_SIBL
(23,10),(23,11),-0.0367904 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.0539365 # DEPENDENCYPART_SIBL
(23,10),(23,14),-0.118914 # DEPENDENCYPART_SIBL
(23,10),(23,15),-0.0728015 # DEPENDENCYPART_SIBL
(23,10),(23,16),-0.114923 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.0724957 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.0116867 # DEPENDENCYPART_SIBL
(23,10),(23,19),-0.0724957 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.114923 # DEPENDENCYPART_SIBL
(23,10),(23,21),-0.0724957 # DEPENDENCYPART_SIBL
(23,10),(23,22),-0.0367904 # DEPENDENCYPART_SIBL
(23,11),(23,13),0.0194466 # DEPENDENCYPART_SIBL
(23,11),(23,14),-0.184526 # DEPENDENCYPART_SIBL
(23,11),(23,15),-0.252878 # DEPENDENCYPART_SIBL
(23,11),(23,16),-0.510511 # DEPENDENCYPART_SIBL
(23,11),(23,17),-0.252873 # DEPENDENCYPART_SIBL
(23,11),(23,18),-0.160127 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.252873 # DEPENDENCYPART_SIBL
(23,11),(23,20),-0.510511 # DEPENDENCYPART_SIBL
(23,11),(23,21),-0.252873 # DEPENDENCYPART_SIBL
(23,11),(23,22),-0.437848 # DEPENDENCYPART_SIBL
(23,13),(23,14),-0.00225353 # DEPENDENCYPART_SIBL
(23,13),(23,15),-0.055973 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.0683843 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.0557548 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.0221431 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.0557548 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.0683843 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.0557548 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.0511688 # DEPENDENCYPART_SIBL
(23,14),(23,15),-0.118646 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.101119 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.111326 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.0280242 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.111326 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.101119 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.111328 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.0458293 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.0466776 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.0271644 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.095121 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.0271644 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.0466776 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.028624 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.045078 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.472193 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.208773 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.472193 # DEPENDENCYPART_SIBL
(23,16),(23,20),-1.03143 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.472193 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.696399 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.0990171 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.0258927 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.0512373 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.0273523 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0428143 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0486164 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.0203449 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0468304 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0500951 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0512373 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0273523 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0428143 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.472193 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.696399 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0428143 # DEPENDENCYPART_SIBL
(0,3),(3,1),-1.04088 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.858813 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.599446 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),-0.587656 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.334729 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-1.36588 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-1.14552 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.649994 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-1.41279 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.767862 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-1.24081 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.588897 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-2.99247 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.759137 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-3.37511 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),-0.587656 # DEPENDENCYPART_GRANDPAR
(0,23),(23,1),-0.361641 # DEPENDENCYPART_GRANDPAR
(0,23),(23,10),-0.257623 # DEPENDENCYPART_GRANDPAR
(0,23),(23,11),-0.164778 # DEPENDENCYPART_GRANDPAR
(0,23),(23,13),-0.0613562 # DEPENDENCYPART_GRANDPAR
(0,23),(23,14),-0.480159 # DEPENDENCYPART_GRANDPAR
(0,23),(23,15),-0.688872 # DEPENDENCYPART_GRANDPAR
(0,23),(23,16),-2.8127 # DEPENDENCYPART_GRANDPAR
(0,23),(23,17),-0.367719 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),0.130141 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.66693 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-3.19534 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.387589 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.152987 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.314618 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),0.248113 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.199729 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.287882 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.120428 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),9.42742e-06 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.151984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.149362 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.0167673 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.0860344 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.124109 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.107119 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.102673 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.198797 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),0.0879465 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),0.0642787 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.186532 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),0.0223176 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.284791 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),0.319784 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.247476 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.0343624 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.468675 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-0.472594 # DEPENDENCYPART_GRANDPAR
(3,22),(22,1),-0.120428 # DEPENDENCYPART_GRANDPAR
(3,22),(22,2),9.42742e-06 # DEPENDENCYPART_GRANDPAR
(3,22),(22,3),-0.151984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,22),(22,4),0.149362 # DEPENDENCYPART_GRANDPAR
(3,22),(22,5),-0.0167673 # DEPENDENCYPART_GRANDPAR
(3,22),(22,6),-0.0860344 # DEPENDENCYPART_GRANDPAR
(3,22),(22,7),-0.124109 # DEPENDENCYPART_GRANDPAR
(3,22),(22,9),-0.102673 # DEPENDENCYPART_GRANDPAR
(3,22),(22,10),-0.198797 # DEPENDENCYPART_GRANDPAR
(3,22),(22,11),-0.199983 # DEPENDENCYPART_GRANDPAR
(3,22),(22,12),0.0227374 # DEPENDENCYPART_GRANDPAR
(3,22),(22,13),-0.0983446 # DEPENDENCYPART_GRANDPAR
(3,22),(22,14),-0.0156816 # DEPENDENCYPART_GRANDPAR
(3,22),(22,15),-0.273271 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),-0.13257 # DEPENDENCYPART_GRANDPAR
(3,22),(22,17),-0.371652 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),0.179728 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.334337 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-0.18925 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.557074 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.245097 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0162006 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.306159 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.375976 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-0.517038 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.449973 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),0.113492 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0159485 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.0799201 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.441343 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.0686405 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.318427 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0531474 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0252826 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),0.113492 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.318391 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.111647 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.340551 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.249682 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-0.525008 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0470481 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0807951 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),0.02434 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.207507 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0756883 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.245486 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.000197378 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.0257939 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),-0.490329 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.428376 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.31983 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.417854 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.392972 # DEPENDENCYPART_GRANDPAR
(7,3),(3,22),-0.660796 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.0347923 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.0998498 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),0.0963999 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.428964 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0116592 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0737471 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0325634 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),0.046266 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.0719937 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0274895 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.0435926 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),0.046266 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.505126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,3),-0.169432 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.413193 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.25587 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.0212693 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.400843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.277491 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.20456 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.388506 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.780078 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.279572 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.191684 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.383677 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.229241 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),0.00535983 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.472104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.193457 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.338203 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.223383 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.0171973 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.176095 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.209535 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.0232563 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.0754612 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.27124 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),0.019891 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.0655077 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.241557 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.406004 # DEPENDENCYPART_GRANDPAR
(7,22),(22,1),-0.780078 # DEPENDENCYPART_GRANDPAR
(7,22),(22,2),-0.279572 # DEPENDENCYPART_GRANDPAR
(7,22),(22,3),-0.191684 # DEPENDENCYPART_GRANDPAR
(7,22),(22,4),-0.383677 # DEPENDENCYPART_GRANDPAR
(7,22),(22,5),-0.229241 # DEPENDENCYPART_GRANDPAR
(7,22),(22,6),0.00535983 # DEPENDENCYPART_GRANDPAR
(7,22),(22,7),-0.472104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,22),(22,9),-0.338203 # DEPENDENCYPART_GRANDPAR
(7,22),(22,10),-0.223383 # DEPENDENCYPART_GRANDPAR
(7,22),(22,11),-0.208429 # DEPENDENCYPART_GRANDPAR
(7,22),(22,12),-0.0891595 # DEPENDENCYPART_GRANDPAR
(7,22),(22,13),-0.00806716 # DEPENDENCYPART_GRANDPAR
(7,22),(22,14),-0.279173 # DEPENDENCYPART_GRANDPAR
(7,22),(22,15),0.0372311 # DEPENDENCYPART_GRANDPAR
(7,22),(22,16),-0.137929 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),-0.263541 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-0.259546 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.168188 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.226693 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.43039 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.0921358 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.375631 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.169144 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.0167228 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0914197 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.364967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.196002 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.227766 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-0.387427 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.40859 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.0134898 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.615894 # DEPENDENCYPART_GRANDPAR
(9,3),(3,22),-0.942948 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.401089 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.0557907 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.0516444 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.50445 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.429729 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.220482 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.185863 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.0302783 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.218729 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.18079 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.29572 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0302783 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.431793 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.217841 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.186539 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.302855 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.213193 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0302783 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.682711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.529471 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-0.856525 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.254921 # DEPENDENCYPART_GRANDPAR
