# _root_ Gündüz ayrı iş , gece ayrı iş ; can mı dayanır , diye _ söylendi saatine _ bakarken .
#goldHeads=3,3,4,7,7,7,8,0,11,9,12,13,15,15,19,17,18,15,0,
#predictedHeads=3,3,4,0,7,7,8,0,11,9,12,13,14,15,19,17,18,15,0,
(5,7),(7,13),-0.343312 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.134194 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.581669 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.231159 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.875957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.390754 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.615738 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.144598 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.00634667 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.165956 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.431068 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.286927 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.25802 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.299961 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.202921 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.442097 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.124404 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.503351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,1),-0.250533 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.120343 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0460469 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.232 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.378822 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.378127 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.48605 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.216657 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0607946 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.25889 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.503065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.452153 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.261403 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.403785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,11),-0.0936363 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.146734 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.273471 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.182643 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.239764 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.25223 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.257693 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.279933 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.379409 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.742646 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.417557 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.141807 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.0906642 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.0932508 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.0846377 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.0164167 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.0487551 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.28239 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.367809 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.449404 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.706137 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.435906 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.172043 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.11438 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0457006 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0837166 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.931947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.141835 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.0889056 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.092577 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0132892 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.742646 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.127986 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.35031 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.21553 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.804512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.0255808 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.0691047 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.106453 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.269223 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.216393 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.0929547 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.702136 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.375023 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.424628 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.0323493 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.330172 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.178658 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.696636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.154287 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.71357 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0853236 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0417757 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.179732 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.0807074 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.424176 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.067209 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.0905322 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.782367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.13225 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.398425 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.751794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.131577 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.367852 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.164248 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.168843 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.427771 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.5441 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.275004 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.172205 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.907443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,9),-0.524179 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.818322 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.225472 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.187664 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.260709 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.421772 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.38121 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.00722621 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.473209 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.671476 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.383384 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.398344 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.0546012 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.29955 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.18702 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.768358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),-0.142984 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.385094 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.795377 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.184979 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.16321 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.239371 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.27096 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.423483 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.0815957 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.467401 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.315672 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.028392 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.133159 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.303755 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.0869707 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.290389 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.239589 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.092441 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.274709 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.497165 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.192274 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.416957 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.496624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,3),0.16309 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.418706 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.43308 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.488271 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),0.441706 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.104944 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.24837 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.503545 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.501897 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.354399 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.496624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.328747 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.179107 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.214085 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.0567956 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.254329 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),0.0711849 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.229295 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.0939039 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),0.130389 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),0.150461 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),0.020159 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.0981016 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.356315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0986699 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0110027 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.086197 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.0753903 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.275122 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.0227952 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),0.122504 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),0.139393 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.218874 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.03042 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),0.116434 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),0.218631 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),0.0305804 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),0.161586 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.349947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0045055 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0626299 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0114634 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.0958138 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.198544 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.0121249 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.1047 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),0.0459253 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.0462692 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.31621 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),0.19576 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),0.0219151 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),0.274967 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),0.213921 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),-0.374932 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.108046 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.231533 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.259986 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.106345 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.279873 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.423757 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.219531 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.327808 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),0.139393 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.218874 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.03042 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),0.116434 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),0.218631 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),0.0305804 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),0.161586 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.352479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),-0.0128653 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.060101 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.0413039 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.092151 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.0587863 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.127109 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.128707 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),0.0470604 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.0534808 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),0.0201623 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.0495519 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.13088 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.0219609 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.233007 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.0361875 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),0.124569 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.0987512 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),0.19576 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),0.0219151 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),0.274967 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),0.213921 # DEPENDENCYPART_GRANDPAR
(8,17),(17,9),-0.374932 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.108046 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.231533 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.259986 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.106345 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.0836614 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.218174 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.59416 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.327808 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.505186 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.250321 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.27209 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.455069 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.319044 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.109121 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.302083 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.0725802 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.111482 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.091922 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.0106669 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.150596 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.258809 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.174808 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.470867 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.252445 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.139357 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.256 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.165368 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.110561 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0153537 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.0614766 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.221719 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.116081 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.175845 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.455069 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.319044 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.109121 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.270979 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.149728 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.137037 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0307867 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0613289 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.759835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.668216 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.15456 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.0931727 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.384342 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.0861465 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.383402 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0784804 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.336878 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.780449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.257987 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.169925 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.470045 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.481953 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.247563 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.301531 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.172275 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.0999709 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.611024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,1),-0.587037 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.353352 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.554038 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.2656 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.133297 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.213444 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.194555 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.0546429 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.594392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.587997 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0220496 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0249403 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.180227 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.210506 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.106012 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),0.102589 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.212945 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.189406 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.400951 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.261043 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.151268 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.687287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,11),-0.239893 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.156595 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.0764352 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.013145 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.00120211 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.214215 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.10487 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.580452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),-0.054936 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.110809 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.126064 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.459657 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.430694 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.00594684 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.0712106 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.736779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.610941 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.11616 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.12963 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0519375 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.185761 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.0779572 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.176697 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.221625 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.587037 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.353352 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.554038 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.2656 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.133297 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.213444 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.194555 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.0546429 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.597694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.587997 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.0756679 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.105176 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.0305996 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.00316117 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.12023 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.102327 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.215817 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.459657 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.430694 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.00594684 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.0712106 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.736779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),-0.610941 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),-0.11616 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.12963 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.0519375 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.0591123 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.328221 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.437927 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.221625 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.074158 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.574433 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.227965 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.552413 # DEPENDENCYPART_GRANDPAR
(10,4),(4,11),-0.192484 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.21893 # DEPENDENCYPART_GRANDPAR
