# _root_ Prens , " Rapunzel , Rapunzel ! _ Uzat altın _ sarısı saçlarını ! " diye _ seslenince , cadı Rapunzel'den _ kestiği saç örgüsünü _ uzatmış aşağıya .
#goldHeads=17,0,0,5,6,9,0,9,14,12,12,13,0,16,0,17,18,27,0,27,22,23,25,25,27,27,29,27,0,
#predictedHeads=12,0,0,12,0,12,0,9,12,12,12,13,16,0,0,17,18,27,0,21,22,23,24,25,27,27,29,26,0,
(20,18),(18,4),-0.513503 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.406533 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.635881 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.726911 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.573901 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.609843 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.556235 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.269823 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.0606719 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),0.16349 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.436671 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.153386 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.265718 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.500443 # DEPENDENCYPART_GRANDPAR
(20,19),(19,27),-0.72338 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.275153 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.682756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.000357297 # DEPENDENCYPART_GRANDPAR
(20,22),(22,1),-0.890545 # DEPENDENCYPART_GRANDPAR
(20,22),(22,6),-0.57582 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-0.802247 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-0.895019 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.742661 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.405719 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.415638 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.598468 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.183516 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.896405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-0.655641 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.224138 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),0.0626428 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),0.0625745 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),-0.0837359 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-0.747354 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-0.691532 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-0.473219 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.340125 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.818814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),-0.57805 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.190613 # DEPENDENCYPART_GRANDPAR
(20,24),(24,11),-0.575686 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.682756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),-0.441992 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.0915896 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.337417 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.0113601 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),0.00414221 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.153894 # DEPENDENCYPART_GRANDPAR
(20,25),(25,11),-0.575686 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.275153 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.682756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),-0.441992 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),-0.0915896 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.337417 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.370593 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),0.00414221 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.153894 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.00135223 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.391773 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.159071 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.327017 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.474669 # DEPENDENCYPART_GRANDPAR
(21,19),(19,27),-0.524337 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.20754 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.563079 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.247498 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.636186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.184459 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.179222 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.318418 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.0648609 # DEPENDENCYPART_GRANDPAR
(21,22),(22,1),-1.03588 # DEPENDENCYPART_GRANDPAR
(21,22),(22,6),-0.814238 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-0.957575 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-0.806561 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-0.488587 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.411404 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.476937 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.572694 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.257043 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.222983 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.612301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,24),0.0655709 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),0.319128 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),0.228039 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),0.157739 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-0.855974 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.870994 # DEPENDENCYPART_GRANDPAR
(22,6),(6,2),-0.612312 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-0.307969 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.481597 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),-0.302167 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-0.361002 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),-0.622736 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.415167 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.261121 # DEPENDENCYPART_GRANDPAR
(22,12),(12,1),-0.223012 # DEPENDENCYPART_GRANDPAR
(22,12),(12,2),-0.617588 # DEPENDENCYPART_GRANDPAR
(22,12),(12,4),-0.30281 # DEPENDENCYPART_GRANDPAR
(22,12),(12,5),-0.486873 # DEPENDENCYPART_GRANDPAR
(22,12),(12,6),-0.296762 # DEPENDENCYPART_GRANDPAR
(22,12),(12,7),-0.366197 # DEPENDENCYPART_GRANDPAR
(22,12),(12,8),-0.629184 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-0.419291 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.11079 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.183037 # DEPENDENCYPART_GRANDPAR
(22,12),(12,28),-0.424331 # DEPENDENCYPART_GRANDPAR
(22,13),(13,1),-0.251304 # DEPENDENCYPART_GRANDPAR
(22,13),(13,2),-0.620647 # DEPENDENCYPART_GRANDPAR
(22,13),(13,3),-0.791839 # DEPENDENCYPART_GRANDPAR
(22,13),(13,4),-0.331102 # DEPENDENCYPART_GRANDPAR
(22,13),(13,5),-0.489932 # DEPENDENCYPART_GRANDPAR
(22,13),(13,7),-0.368741 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),-0.63162 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.424051 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.139082 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.180405 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.275249 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.513761 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.593801 # DEPENDENCYPART_GRANDPAR
(22,16),(16,10),-0.0981042 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),-0.249285 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.1753 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.248055 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.59287 # DEPENDENCYPART_GRANDPAR
(22,17),(17,1),-0.348102 # DEPENDENCYPART_GRANDPAR
(22,17),(17,4),-0.42915 # DEPENDENCYPART_GRANDPAR
(22,17),(17,6),-0.423102 # DEPENDENCYPART_GRANDPAR
(22,17),(17,10),-0.233241 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),-0.388053 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.311232 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.432843 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.487065 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.544643 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.411974 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.450151 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),-0.423676 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),-0.341369 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-0.533926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,24),-0.183496 # DEPENDENCYPART_GRANDPAR
(22,17),(17,25),-0.414454 # DEPENDENCYPART_GRANDPAR
(22,17),(17,26),-0.39755 # DEPENDENCYPART_GRANDPAR
(22,17),(17,27),-0.675407 # DEPENDENCYPART_GRANDPAR
(22,17),(17,28),-0.172572 # DEPENDENCYPART_GRANDPAR
(22,18),(18,4),-0.304412 # DEPENDENCYPART_GRANDPAR
(22,18),(18,6),-0.298364 # DEPENDENCYPART_GRANDPAR
(22,18),(18,10),-0.106559 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),-0.25774 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.183754 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.366347 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.515859 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.302913 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),0.13766 # DEPENDENCYPART_GRANDPAR
(22,19),(19,9),0.100323 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.462132 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.243843 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.106438 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.100652 # DEPENDENCYPART_GRANDPAR
(22,19),(19,27),-0.769739 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.322788 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.251309 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.13409 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.0959777 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-0.636177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.0838724 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.435256 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.666213 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.13409 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.0505369 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.636177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,11),-0.464894 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.4141 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.331794 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.453181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.0463773 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.293864 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.261074 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.055872 # DEPENDENCYPART_GRANDPAR
(22,25),(25,11),-0.464894 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-0.272146 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.4141 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.331794 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.453181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.0463773 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.199439 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.261074 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.055872 # DEPENDENCYPART_GRANDPAR
(22,26),(26,12),-0.381305 # DEPENDENCYPART_GRANDPAR
(22,26),(26,13),-0.302661 # DEPENDENCYPART_GRANDPAR
(22,26),(26,18),-0.19963 # DEPENDENCYPART_GRANDPAR
(22,26),(26,20),-0.162341 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-0.0800346 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.679648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),-0.00551038 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),-0.444831 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.675788 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.76398 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),-0.188677 # DEPENDENCYPART_GRANDPAR
(22,28),(28,5),-0.619653 # DEPENDENCYPART_GRANDPAR
(22,28),(28,14),-0.480994 # DEPENDENCYPART_GRANDPAR
(22,28),(28,19),-0.272146 # DEPENDENCYPART_GRANDPAR
(22,28),(28,20),-0.4141 # DEPENDENCYPART_GRANDPAR
(22,28),(28,21),-0.331794 # DEPENDENCYPART_GRANDPAR
(22,28),(28,22),-0.453421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,28),(28,23),0.0463294 # DEPENDENCYPART_GRANDPAR
(22,28),(28,24),-0.199487 # DEPENDENCYPART_GRANDPAR
(22,28),(28,25),-0.430445 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),-0.317045 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),-0.677683 # DEPENDENCYPART_GRANDPAR
(23,14),(14,2),-0.686948 # DEPENDENCYPART_GRANDPAR
(23,14),(14,3),-0.397765 # DEPENDENCYPART_GRANDPAR
(23,14),(14,7),-0.328307 # DEPENDENCYPART_GRANDPAR
(23,14),(14,8),-0.355626 # DEPENDENCYPART_GRANDPAR
(23,14),(14,9),0.197058 # DEPENDENCYPART_GRANDPAR
(23,14),(14,11),-0.403375 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.273341 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.439638 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.470634 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),-0.132238 # DEPENDENCYPART_GRANDPAR
(23,14),(14,25),-0.0198486 # DEPENDENCYPART_GRANDPAR
(23,14),(14,27),-0.176275 # DEPENDENCYPART_GRANDPAR
(23,14),(14,28),-0.0339675 # DEPENDENCYPART_GRANDPAR
(23,15),(15,3),-0.420766 # DEPENDENCYPART_GRANDPAR
(23,15),(15,8),-0.378194 # DEPENDENCYPART_GRANDPAR
(23,15),(15,9),0.17646 # DEPENDENCYPART_GRANDPAR
(23,15),(15,11),-0.425923 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),-0.508503 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),-0.424185 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),-0.132184 # DEPENDENCYPART_GRANDPAR
(23,15),(15,17),-0.377515 # DEPENDENCYPART_GRANDPAR
(23,15),(15,18),-0.421619 # DEPENDENCYPART_GRANDPAR
(23,15),(15,24),-0.119139 # DEPENDENCYPART_GRANDPAR
(23,15),(15,25),-0.0180912 # DEPENDENCYPART_GRANDPAR
(23,15),(15,27),-0.172793 # DEPENDENCYPART_GRANDPAR
(23,15),(15,28),-0.0322101 # DEPENDENCYPART_GRANDPAR
(23,16),(16,10),-0.416496 # DEPENDENCYPART_GRANDPAR
(23,16),(16,12),-0.348175 # DEPENDENCYPART_GRANDPAR
(23,16),(16,13),-0.511317 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),-0.397589 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.432131 # DEPENDENCYPART_GRANDPAR
(23,19),(19,9),0.211332 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),-0.334841 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),0.0106194 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.260825 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.292871 # DEPENDENCYPART_GRANDPAR
(23,19),(19,27),-0.154542 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.141338 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.359043 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.371178 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),0.0747914 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),0.0625179 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-0.376841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.149687 # DEPENDENCYPART_GRANDPAR
(23,20),(20,25),-0.0486392 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.371178 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),0.133139 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.0625179 # DEPENDENCYPART_GRANDPAR
(23,22),(22,1),-0.468647 # DEPENDENCYPART_GRANDPAR
(23,22),(22,6),-0.295448 # DEPENDENCYPART_GRANDPAR
(23,22),(22,10),-0.297475 # DEPENDENCYPART_GRANDPAR
(23,22),(22,12),-0.232798 # DEPENDENCYPART_GRANDPAR
(23,22),(22,13),-0.390074 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.00268927 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.103274 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.275327 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.37809 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),0.204994 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.310775 # DEPENDENCYPART_GRANDPAR
(23,22),(22,24),-0.0458261 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),0.0552218 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-0.248234 # DEPENDENCYPART_GRANDPAR
(23,22),(22,28),0.0411029 # DEPENDENCYPART_GRANDPAR
(24,11),(11,7),-0.529899 # DEPENDENCYPART_GRANDPAR
(24,11),(11,8),-0.099908 # DEPENDENCYPART_GRANDPAR
(24,11),(11,9),0.148231 # DEPENDENCYPART_GRANDPAR
(24,11),(11,10),-0.54712 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),-0.414207 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),-0.668088 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),-0.498428 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.15626 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),-0.0634436 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),-0.190935 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-0.885378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,25),-0.398066 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.498428 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),0.0287194 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),-0.0634436 # DEPENDENCYPART_GRANDPAR
(24,22),(22,1),-0.711896 # DEPENDENCYPART_GRANDPAR
(24,22),(22,6),-0.480879 # DEPENDENCYPART_GRANDPAR
(24,22),(22,10),-0.536625 # DEPENDENCYPART_GRANDPAR
(24,22),(22,12),-0.545641 # DEPENDENCYPART_GRANDPAR
(24,22),(22,13),-0.445966 # DEPENDENCYPART_GRANDPAR
(24,22),(22,16),-0.231604 # DEPENDENCYPART_GRANDPAR
(24,22),(22,17),-0.355775 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),-0.630477 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),-0.330539 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),0.0814007 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.00980497 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-0.735395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.248083 # DEPENDENCYPART_GRANDPAR
(24,22),(22,26),-0.281006 # DEPENDENCYPART_GRANDPAR
(24,22),(22,28),-0.222155 # DEPENDENCYPART_GRANDPAR
(24,23),(23,14),-0.499424 # DEPENDENCYPART_GRANDPAR
(24,23),(23,15),-0.493336 # DEPENDENCYPART_GRANDPAR
(24,23),(23,16),-0.188884 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),-0.459302 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),0.0400474 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.0488988 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),0.19333 # DEPENDENCYPART_GRANDPAR
(24,25),(25,11),-0.677478 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-0.599611 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-0.308376 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-0.393794 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-0.26053 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.287547 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.647843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.0116092 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.0621524 # DEPENDENCYPART_GRANDPAR
(24,26),(26,12),-0.772892 # DEPENDENCYPART_GRANDPAR
(24,26),(26,13),-0.679735 # DEPENDENCYPART_GRANDPAR
(24,26),(26,18),-0.677703 # DEPENDENCYPART_GRANDPAR
(24,26),(26,20),-0.158393 # DEPENDENCYPART_GRANDPAR
(24,26),(26,21),-0.243811 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),-0.241608 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.239271 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.861493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),-0.374181 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.286384 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),0.00800604 # DEPENDENCYPART_GRANDPAR
(24,28),(28,5),-0.488269 # DEPENDENCYPART_GRANDPAR
(24,28),(28,14),-0.643209 # DEPENDENCYPART_GRANDPAR
(24,28),(28,19),-0.599611 # DEPENDENCYPART_GRANDPAR
(24,28),(28,20),-0.308376 # DEPENDENCYPART_GRANDPAR
(24,28),(28,21),-0.393794 # DEPENDENCYPART_GRANDPAR
(24,28),(28,22),-0.26053 # DEPENDENCYPART_GRANDPAR
(24,28),(28,23),-0.287547 # DEPENDENCYPART_GRANDPAR
(24,28),(28,24),-0.647843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,28),(28,25),-0.160532 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),-0.102937 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),-0.373437 # DEPENDENCYPART_GRANDPAR
(25,11),(11,7),-0.51039 # DEPENDENCYPART_GRANDPAR
(25,11),(11,8),-0.0991148 # DEPENDENCYPART_GRANDPAR
(25,11),(11,9),-0.0544858 # DEPENDENCYPART_GRANDPAR
(25,11),(11,10),-0.689741 # DEPENDENCYPART_GRANDPAR
(25,19),(19,9),0.124963 # DEPENDENCYPART_GRANDPAR
(25,19),(19,15),-0.400351 # DEPENDENCYPART_GRANDPAR
(25,19),(19,16),0.161011 # DEPENDENCYPART_GRANDPAR
(25,19),(19,17),-0.356946 # DEPENDENCYPART_GRANDPAR
(25,19),(19,18),-0.710515 # DEPENDENCYPART_GRANDPAR
(25,19),(19,27),-0.492868 # DEPENDENCYPART_GRANDPAR
(25,20),(20,17),-0.23747 # DEPENDENCYPART_GRANDPAR
(25,20),(20,18),-0.798926 # DEPENDENCYPART_GRANDPAR
(25,20),(20,19),-0.481253 # DEPENDENCYPART_GRANDPAR
(25,20),(20,21),-0.0185028 # DEPENDENCYPART_GRANDPAR
(25,20),(20,22),0.150896 # DEPENDENCYPART_GRANDPAR
(25,20),(20,23),-0.305096 # DEPENDENCYPART_GRANDPAR
(25,20),(20,24),-0.0822483 # DEPENDENCYPART_GRANDPAR
(25,20),(20,25),-0.625223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,21),(21,19),-0.481253 # DEPENDENCYPART_GRANDPAR
(25,21),(21,20),-0.16178 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),0.150896 # DEPENDENCYPART_GRANDPAR
(25,22),(22,1),-0.791192 # DEPENDENCYPART_GRANDPAR
(25,22),(22,6),-0.506575 # DEPENDENCYPART_GRANDPAR
(25,22),(22,10),-0.679246 # DEPENDENCYPART_GRANDPAR
(25,22),(22,12),-0.708226 # DEPENDENCYPART_GRANDPAR
(25,22),(22,13),0.000494958 # DEPENDENCYPART_GRANDPAR
(25,22),(22,16),0.0913253 # DEPENDENCYPART_GRANDPAR
(25,22),(22,17),-0.179037 # DEPENDENCYPART_GRANDPAR
(25,22),(22,18),-0.761315 # DEPENDENCYPART_GRANDPAR
(25,22),(22,19),-0.313365 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.109099 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),0.127952 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),-0.295898 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-0.47524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
