# _root_ Birkaç tane rapor ve kamuoyunda da bu olayın kaza _ olmadığı , suikast _ olduğu gibi yaygın bir kanaat _ vardı , o kadar .
#goldHeads=2,3,4,5,20,5,8,10,10,11,12,14,14,15,16,19,19,19,20,21,22,24,24,25,0,
#predictedHeads=2,3,4,5,10,5,8,11,10,11,21,0,15,15,16,21,19,19,21,21,25,0,24,21,0,
(22,19),(22,24),0.00433003 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.0249933 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.243825 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0150414 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.024371 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0535621 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0596012 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0173503 # DEPENDENCYPART_SIBL
(24,4),(24,7),-0.0524882 # DEPENDENCYPART_SIBL
(24,4),(24,11),0.0405653 # DEPENDENCYPART_SIBL
(24,4),(24,12),0.0137365 # DEPENDENCYPART_SIBL
(24,4),(24,15),0.0342719 # DEPENDENCYPART_SIBL
(24,4),(24,16),0.0623858 # DEPENDENCYPART_SIBL
(24,4),(24,17),0.0272288 # DEPENDENCYPART_SIBL
(24,4),(24,18),-0.0572141 # DEPENDENCYPART_SIBL
(24,4),(24,19),0.0466841 # DEPENDENCYPART_SIBL
(24,4),(24,20),-0.168606 # DEPENDENCYPART_SIBL
(24,4),(24,21),0.0612026 # DEPENDENCYPART_SIBL
(24,4),(24,22),0.0137365 # DEPENDENCYPART_SIBL
(24,4),(24,23),-0.0298637 # DEPENDENCYPART_SIBL
(24,4),(24,25),-0.0514444 # DEPENDENCYPART_SIBL
(24,7),(24,11),0.0165411 # DEPENDENCYPART_SIBL
(24,7),(24,12),-0.0502509 # DEPENDENCYPART_SIBL
(24,7),(24,15),0.0127053 # DEPENDENCYPART_SIBL
(24,7),(24,16),-0.0608212 # DEPENDENCYPART_SIBL
(24,7),(24,17),0.0569854 # DEPENDENCYPART_SIBL
(24,7),(24,18),-0.0455091 # DEPENDENCYPART_SIBL
(24,7),(24,19),0.0212642 # DEPENDENCYPART_SIBL
(24,7),(24,20),-0.0847027 # DEPENDENCYPART_SIBL
(24,7),(24,21),-0.0113023 # DEPENDENCYPART_SIBL
(24,7),(24,22),-0.0502509 # DEPENDENCYPART_SIBL
(24,7),(24,23),-0.080054 # DEPENDENCYPART_SIBL
(24,7),(24,25),-0.0757065 # DEPENDENCYPART_SIBL
(24,11),(24,12),-0.101941 # DEPENDENCYPART_SIBL
(24,11),(24,15),-0.0931953 # DEPENDENCYPART_SIBL
(24,11),(24,16),0.0523506 # DEPENDENCYPART_SIBL
(24,11),(24,17),0.0310996 # DEPENDENCYPART_SIBL
(24,11),(24,18),0.056747 # DEPENDENCYPART_SIBL
(24,11),(24,19),-0.0564279 # DEPENDENCYPART_SIBL
(24,11),(24,20),-0.120696 # DEPENDENCYPART_SIBL
(24,11),(24,21),0.146443 # DEPENDENCYPART_SIBL
(24,11),(24,22),-0.101941 # DEPENDENCYPART_SIBL
(24,11),(24,23),-0.0691487 # DEPENDENCYPART_SIBL
(24,11),(24,25),-0.0254175 # DEPENDENCYPART_SIBL
(24,12),(24,15),-0.0307183 # DEPENDENCYPART_SIBL
(24,12),(24,16),-0.0177503 # DEPENDENCYPART_SIBL
(24,12),(24,17),0.00446681 # DEPENDENCYPART_SIBL
(24,12),(24,18),-0.0840901 # DEPENDENCYPART_SIBL
(24,12),(24,19),-0.0235584 # DEPENDENCYPART_SIBL
(24,12),(24,20),-0.322539 # DEPENDENCYPART_SIBL
(24,12),(24,21),0.0819305 # DEPENDENCYPART_SIBL
(24,12),(24,22),-0.0909326 # DEPENDENCYPART_SIBL
(24,12),(24,23),0.0505644 # DEPENDENCYPART_SIBL
(24,12),(24,25),-0.0556706 # DEPENDENCYPART_SIBL
(24,15),(24,16),0.0351492 # DEPENDENCYPART_SIBL
(24,15),(24,17),0.00895654 # DEPENDENCYPART_SIBL
(24,15),(24,18),0.0450397 # DEPENDENCYPART_SIBL
(24,15),(24,19),-0.100964 # DEPENDENCYPART_SIBL
(24,15),(24,20),-0.143908 # DEPENDENCYPART_SIBL
(24,15),(24,21),0.126617 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.116441 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.078255 # DEPENDENCYPART_SIBL
(24,15),(24,25),-0.0269416 # DEPENDENCYPART_SIBL
(24,16),(24,17),0.0256734 # DEPENDENCYPART_SIBL
(24,16),(24,18),0.276363 # DEPENDENCYPART_SIBL
(24,16),(24,19),0.181124 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.141196 # DEPENDENCYPART_SIBL
(24,16),(24,21),0.14371 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.00337986 # DEPENDENCYPART_SIBL
(24,16),(24,23),0.132146 # DEPENDENCYPART_SIBL
(24,16),(24,25),-0.031531 # DEPENDENCYPART_SIBL
(24,17),(24,18),0.303392 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.0569488 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.0948535 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.133097 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.0365876 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.177892 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.0405392 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.134309 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.00629761 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.0102737 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.030321 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.124126 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.0444516 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.117531 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.152269 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.0941389 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.056552 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.0253507 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.335376 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.24578 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.080631 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0827221 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.011879 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.0886619 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0200834 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0505644 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0556706 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0772767 # DEPENDENCYPART_SIBL
(25,1),(25,5),-0.095715 # DEPENDENCYPART_SIBL
(25,1),(25,6),0.0482342 # DEPENDENCYPART_SIBL
(25,1),(25,8),-0.0889394 # DEPENDENCYPART_SIBL
(25,1),(25,10),-0.0958324 # DEPENDENCYPART_SIBL
(25,1),(25,14),-0.0958324 # DEPENDENCYPART_SIBL
(25,1),(25,16),0.0096546 # DEPENDENCYPART_SIBL
(25,1),(25,17),-0.036486 # DEPENDENCYPART_SIBL
(25,1),(25,18),0.0389163 # DEPENDENCYPART_SIBL
(25,1),(25,19),-0.0981701 # DEPENDENCYPART_SIBL
(25,1),(25,20),-0.0854667 # DEPENDENCYPART_SIBL
(25,1),(25,21),-0.0439788 # DEPENDENCYPART_SIBL
(25,1),(25,22),-0.0858936 # DEPENDENCYPART_SIBL
(25,1),(25,23),0.00785615 # DEPENDENCYPART_SIBL
(25,1),(25,24),-0.0944388 # DEPENDENCYPART_SIBL
(25,5),(25,6),0.0255353 # DEPENDENCYPART_SIBL
(25,5),(25,8),-0.0315937 # DEPENDENCYPART_SIBL
(25,5),(25,10),-0.0512373 # DEPENDENCYPART_SIBL
(25,5),(25,14),-0.0512373 # DEPENDENCYPART_SIBL
(25,5),(25,16),0.108314 # DEPENDENCYPART_SIBL
(25,5),(25,17),-0.0136252 # DEPENDENCYPART_SIBL
(25,5),(25,18),-0.0479882 # DEPENDENCYPART_SIBL
(25,5),(25,19),-0.0225921 # DEPENDENCYPART_SIBL
(25,5),(25,20),-0.102492 # DEPENDENCYPART_SIBL
(25,5),(25,21),0.0446014 # DEPENDENCYPART_SIBL
(25,5),(25,22),-0.065657 # DEPENDENCYPART_SIBL
(25,5),(25,23),-0.0670073 # DEPENDENCYPART_SIBL
(25,5),(25,24),-0.0329471 # DEPENDENCYPART_SIBL
(25,6),(25,8),-0.13544 # DEPENDENCYPART_SIBL
(25,6),(25,10),-0.193556 # DEPENDENCYPART_SIBL
(25,6),(25,14),-0.193556 # DEPENDENCYPART_SIBL
(25,6),(25,16),0.0163254 # DEPENDENCYPART_SIBL
(25,6),(25,17),-0.0375117 # DEPENDENCYPART_SIBL
(25,6),(25,18),-0.173547 # DEPENDENCYPART_SIBL
(25,6),(25,19),-0.139495 # DEPENDENCYPART_SIBL
(25,6),(25,20),-0.174124 # DEPENDENCYPART_SIBL
(25,6),(25,21),-0.0449223 # DEPENDENCYPART_SIBL
(25,6),(25,22),-0.08081 # DEPENDENCYPART_SIBL
(25,6),(25,23),-0.119859 # DEPENDENCYPART_SIBL
(25,6),(25,24),-0.141092 # DEPENDENCYPART_SIBL
(25,8),(25,10),-0.0366488 # DEPENDENCYPART_SIBL
(25,8),(25,14),-0.0366488 # DEPENDENCYPART_SIBL
(25,8),(25,16),0.107584 # DEPENDENCYPART_SIBL
(25,8),(25,17),0.000587491 # DEPENDENCYPART_SIBL
(25,8),(25,18),-0.0479947 # DEPENDENCYPART_SIBL
(25,8),(25,19),-0.0248093 # DEPENDENCYPART_SIBL
(25,8),(25,20),-0.0798802 # DEPENDENCYPART_SIBL
(25,8),(25,21),0.0507905 # DEPENDENCYPART_SIBL
(25,8),(25,22),-0.065657 # DEPENDENCYPART_SIBL
(25,8),(25,23),-0.0670131 # DEPENDENCYPART_SIBL
(25,8),(25,24),-0.0351643 # DEPENDENCYPART_SIBL
(25,10),(25,14),-1.03143 # DEPENDENCYPART_SIBL
(25,10),(25,16),-0.179221 # DEPENDENCYPART_SIBL
(25,10),(25,17),-0.35202 # DEPENDENCYPART_SIBL
(25,10),(25,18),-0.274007 # DEPENDENCYPART_SIBL
(25,10),(25,19),-0.472193 # DEPENDENCYPART_SIBL
(25,10),(25,20),-0.68705 # DEPENDENCYPART_SIBL
(25,10),(25,21),-0.693019 # DEPENDENCYPART_SIBL
(25,10),(25,22),-0.25053 # DEPENDENCYPART_SIBL
(25,10),(25,23),-0.252744 # DEPENDENCYPART_SIBL
(25,10),(25,24),-0.483174 # DEPENDENCYPART_SIBL
(25,14),(25,16),-0.179221 # DEPENDENCYPART_SIBL
(25,14),(25,17),-0.35202 # DEPENDENCYPART_SIBL
(25,14),(25,18),-0.274007 # DEPENDENCYPART_SIBL
(25,14),(25,19),-0.472193 # DEPENDENCYPART_SIBL
(25,14),(25,20),-0.68705 # DEPENDENCYPART_SIBL
(25,14),(25,21),-0.693019 # DEPENDENCYPART_SIBL
(25,14),(25,22),-0.25053 # DEPENDENCYPART_SIBL
(25,14),(25,23),-0.252744 # DEPENDENCYPART_SIBL
(25,14),(25,24),-0.483174 # DEPENDENCYPART_SIBL
(25,16),(25,17),-0.0558861 # DEPENDENCYPART_SIBL
(25,16),(25,18),0.0485959 # DEPENDENCYPART_SIBL
(25,16),(25,19),0.028061 # DEPENDENCYPART_SIBL
(25,16),(25,20),-0.134805 # DEPENDENCYPART_SIBL
(25,16),(25,21),0.0158916 # DEPENDENCYPART_SIBL
(25,16),(25,22),-0.0624654 # DEPENDENCYPART_SIBL
(25,16),(25,23),0.0122125 # DEPENDENCYPART_SIBL
(25,16),(25,24),0.015565 # DEPENDENCYPART_SIBL
(25,17),(25,18),0.039842 # DEPENDENCYPART_SIBL
(25,17),(25,19),-0.104259 # DEPENDENCYPART_SIBL
(25,17),(25,20),-0.0956119 # DEPENDENCYPART_SIBL
(25,17),(25,21),-0.0491792 # DEPENDENCYPART_SIBL
(25,17),(25,22),-0.0851189 # DEPENDENCYPART_SIBL
(25,17),(25,23),0.00864432 # DEPENDENCYPART_SIBL
(25,17),(25,24),-0.100527 # DEPENDENCYPART_SIBL
(25,18),(25,19),0.0531242 # DEPENDENCYPART_SIBL
(25,18),(25,20),0.158918 # DEPENDENCYPART_SIBL
(25,18),(25,21),-0.024971 # DEPENDENCYPART_SIBL
(25,18),(25,22),0.0336106 # DEPENDENCYPART_SIBL
(25,18),(25,23),-0.0309706 # DEPENDENCYPART_SIBL
(25,18),(25,24),0.0260562 # DEPENDENCYPART_SIBL
(25,19),(25,20),-0.102498 # DEPENDENCYPART_SIBL
(25,19),(25,21),0.0445815 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.065657 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.0670073 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.0330767 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.300632 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.115627 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.0496563 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.32948 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.22877 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.203605 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.271681 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.0287119 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.062572 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.0782505 # DEPENDENCYPART_SIBL
(0,12),(12,1),-0.600136 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-1.19302 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-1.44435 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-1.03585 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-3.30336 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-1.35112 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.596526 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-2.75629 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.840474 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.784385 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),-0.233676 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),-0.600136 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),-3.30336 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-1.29097 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-3.54515 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-1.36734 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-1.27565 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-2.06707 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-1.24747 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-3.78234 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-1.38784 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),-0.233676 # DEPENDENCYPART_GRANDPAR
(0,22),(22,25),0.964275 # DEPENDENCYPART_GRANDPAR
(0,25),(25,1),0.0637694 # DEPENDENCYPART_GRANDPAR
(0,25),(25,5),-0.306986 # DEPENDENCYPART_GRANDPAR
(0,25),(25,6),-0.581047 # DEPENDENCYPART_GRANDPAR
(0,25),(25,8),-0.657706 # DEPENDENCYPART_GRANDPAR
(0,25),(25,10),-2.33474 # DEPENDENCYPART_GRANDPAR
(0,25),(25,14),-2.57653 # DEPENDENCYPART_GRANDPAR
(0,25),(25,16),-0.834056 # DEPENDENCYPART_GRANDPAR
(0,25),(25,17),-0.610286 # DEPENDENCYPART_GRANDPAR
(0,25),(25,18),-1.45319 # DEPENDENCYPART_GRANDPAR
(0,25),(25,19),-0.460817 # DEPENDENCYPART_GRANDPAR
(0,25),(25,20),-3.22439 # DEPENDENCYPART_GRANDPAR
(0,25),(25,21),-0.303009 # DEPENDENCYPART_GRANDPAR
(0,25),(25,22),-0.27871 # DEPENDENCYPART_GRANDPAR
(0,25),(25,23),-1.46976 # DEPENDENCYPART_GRANDPAR
(0,25),(25,24),-0.123044 # DEPENDENCYPART_GRANDPAR
(1,24),(24,4),-0.374894 # DEPENDENCYPART_GRANDPAR
(1,24),(24,7),-0.326461 # DEPENDENCYPART_GRANDPAR
(1,24),(24,11),-0.375622 # DEPENDENCYPART_GRANDPAR
(1,24),(24,12),-0.440044 # DEPENDENCYPART_GRANDPAR
(1,24),(24,15),-0.339403 # DEPENDENCYPART_GRANDPAR
(1,24),(24,16),-0.143803 # DEPENDENCYPART_GRANDPAR
(1,24),(24,17),-0.239884 # DEPENDENCYPART_GRANDPAR
(1,24),(24,18),-0.577943 # DEPENDENCYPART_GRANDPAR
(1,24),(24,19),-0.287771 # DEPENDENCYPART_GRANDPAR
(1,24),(24,20),-0.210803 # DEPENDENCYPART_GRANDPAR
(1,24),(24,21),-0.362018 # DEPENDENCYPART_GRANDPAR
(1,24),(24,22),-0.332136 # DEPENDENCYPART_GRANDPAR
(1,24),(24,23),-0.539196 # DEPENDENCYPART_GRANDPAR
(1,24),(24,25),-0.316843 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-0.693786 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.661345 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.217201 # DEPENDENCYPART_GRANDPAR
(3,1),(1,24),-0.683258 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.174922 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.164997 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.318626 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.790931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,3),-0.79377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.161765 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.646066 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0857968 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.59221 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.244774 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.28972 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0512409 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.426676 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0481217 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.101086 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.499669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.292828 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.426676 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.49635 # DEPENDENCYPART_GRANDPAR
(5,1),(1,24),-0.856854 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.112041 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.3339 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.116304 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0795845 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0642389 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-0.382379 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.3339 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.521565 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.136851 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.396117 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.14982 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.0892406 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.886164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,8),-0.353206 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.832308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.253132 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.340248 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.392513 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.131858 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.0946412 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.729185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.136617 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.103831 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.561901 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.40171 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.326605 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.340246 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.392507 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.131851 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.0946389 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.728024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.135456 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.102674 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.376549 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.303787 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.404474 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.330065 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.341342 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.291967 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.242966 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),0.0181322 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),0.0421752 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.941674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.22891 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.208074 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.590201 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.88294 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.299461 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.345991 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.342765 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.331263 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.382388 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.492891 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.489593 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.507303 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.322114 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.414872 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.112267 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.48663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.278288 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.417728 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.388704 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.247914 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.32232 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.414872 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.287682 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0235837 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.48663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.278288 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.357384 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.397682 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.352926 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.417728 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.485656 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.605241 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.469358 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.20109 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.258119 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.229096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.0855009 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.213546 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.143408 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.361907 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.173957 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0230283 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.00524139 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0575043 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.0642225 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.44325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.274182 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.296884 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.323038 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.348078 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.0864196 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0813364 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.128175 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.274857 # DEPENDENCYPART_GRANDPAR
(8,1),(1,24),-0.643347 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.519032 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.187159 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.523295 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.68576 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.47328 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.142307 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.187051 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.235525 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.46368 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.119707 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.523248 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.685506 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.355571 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.269632 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.142307 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.187051 # DEPENDENCYPART_GRANDPAR
