# _root_ Ama , doların _ hızlı _ düşüşü enflasyonu _ _ artırırken , yumuşak inişi _ _ _ sertleştirebilecektir .
#goldHeads=19,0,6,5,7,7,10,10,10,11,18,0,14,18,16,17,18,19,0,
#predictedHeads=19,0,7,5,7,7,11,10,10,11,18,0,14,18,16,17,18,19,0,
(6,9),(9,16),-0.152873 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.256316 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.875349 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),0.170177 # DEPENDENCYPART_GRANDPAR
(6,16),(16,7),-0.29434 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),-0.581721 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.461188 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.51205 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.110992 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.413994 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.261485 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.473349 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.321871 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.256316 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.875349 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),0.170177 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.0639561 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.194102 # DEPENDENCYPART_GRANDPAR
(6,17),(17,7),-0.29434 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),-0.581721 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.461188 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.51205 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.110992 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.413994 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.261485 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.473349 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.321871 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.658321 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.875349 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.108897 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-0.359584 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.330961 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.446393 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.222546 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.468393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),-0.0927551 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),-0.380136 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),-0.335077 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.385939 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),0.0124216 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.34004 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.171643 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.271764 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.198604 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.53221 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.635653 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.177819 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.147649 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.201943 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.0820937 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.169033 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.100783 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.399536 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.27109 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.138885 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.170321 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.235103 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.278329 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.17118 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.105243 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.228609 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.36544 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.287669 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.55849 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.429927 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.231647 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.324276 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.480204 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.0144221 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.628541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.0936004 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.064647 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),0.0184631 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.0684767 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),0.0169012 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.500719 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.0597123 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.0519121 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.235203 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.0267657 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.540989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.208198 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),0.291308 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.209533 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.422916 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.454538 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.278566 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.41131 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.410891 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.457137 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.249701 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0557959 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.104946 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.292704 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.175759 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0880912 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.170023 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.260324 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.423041 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.166419 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.0376977 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.31598 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.289249 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.129811 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0405875 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.0975111 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.533991 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.211766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.208143 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.178009 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.310753 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.293206 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.340091 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.457137 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.203814 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.171016 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.0810113 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0137135 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.361749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,3),-0.363816 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.434958 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.103838 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.283111 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.407892 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.337865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),-0.119985 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.267018 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0645284 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.14982 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),0.0170761 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.125742 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.27463 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.407892 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.337865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),-0.191906 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.337744 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.241754 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.0491484 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.0674026 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.298838 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.179559 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),0.0170761 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.125742 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.435851 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.455325 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.22238 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.238791 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.277464 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.192108 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.312226 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.364902 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.0626565 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.494647 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.1433 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.183009 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.200032 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.44845 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.225003 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.074551 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.686344 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.38316 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.47559 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.469118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,16),-0.41429 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.398685 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.248997 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.122765 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.435851 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.103822 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.334793 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.121941 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.183059 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.230198 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.439377 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.107348 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.338318 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.127306 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.186584 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.00476127 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.571369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,16),-0.516541 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.455281 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.714802 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.352695 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.445125 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.0172576 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.145955 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.625928 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.328416 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.392469 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.224609 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.317039 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.80513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.477438 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.159001 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.183849 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.0614626 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.0458582 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.33494 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.22799 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.351758 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.373585 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.466015 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.388374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.0606822 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.217498 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.233003 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0276941 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0925754 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.277813 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.262209 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),0.107763 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.121825 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.214255 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.614841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.287149 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.136214 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.305625 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.0241936 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.272468 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.142095 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.0389596 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.337571 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),0.107763 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.224412 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.522259 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.121825 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.214255 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.614841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),-0.287149 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.136214 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.305625 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.0241936 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.272468 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.142095 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.560012 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.337571 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.171311 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.65094 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.491417 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.77455 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.394179 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.49682 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.38883 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.48126 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.488729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),-0.161038 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.259628 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.231671 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.0656484 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.0708828 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.0188281 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.433901 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.418297 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.0278028 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.72273 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-0.33482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,16),-0.254168 # DEPENDENCYPART_GRANDPAR
(10,2),(2,17),-0.375042 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.586231 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.182903 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.1663 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.0460202 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.305974 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.0245159 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.402192 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.0438257 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.432085 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.0847956 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.241699 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.353384 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.106016 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.771495 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.195501 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.435088 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.214474 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.417944 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.465951 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.238161 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.446134 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.181234 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.302108 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.491899 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.144904 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.182903 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.313907 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.0457681 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.14646 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.250242 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.00723101 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.186429 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.317432 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.0492935 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.141094 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.253767 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0875523 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.219667 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.283485 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.435088 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),0.214474 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.417944 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0269927 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.205208 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.0190621 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),0.0286408 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.0444228 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.582595 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.181234 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.302108 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.491899 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.665365 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.425778 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.435486 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.207695 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.103202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,1),-0.168094 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.37298 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.0600154 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.459652 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.3074 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.0796092 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.373345 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.597898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.160916 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.387613 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.171593 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.0507189 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.0920387 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.228209 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.385851 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.249027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.0665784 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.20291 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.520044 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.0833578 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.456376 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.228585 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.402662 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.181142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.102419 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.251798 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.111943 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.0185904 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0447576 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.165632 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),0.0856236 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.204616 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),0.0231741 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.300411 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.407609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.183703 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.32442 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.16383 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.84393 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.21608 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.0576176 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.580472 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),0.0856236 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.434496 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.233234 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.204616 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),0.0231741 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.300411 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.407609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),-0.183703 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.32442 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.16383 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.84393 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.21608 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.326957 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.580472 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-0.193451 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.397991 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-0.701501 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.485525 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-0.125779 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.564003 # DEPENDENCYPART_GRANDPAR
