# _root_ Netameli uçaklardan _ sonuncusunun _ _ iade_edilişiyle birlikte , deve _ kurban_eden ve _ kanlı deve parçalarıyla personele fotoğraflar _ _ _ çektirten kişi , başka nasıl biri _ olabilir ?
#goldHeads=2,4,4,6,6,7,8,11,0,11,12,13,23,15,17,17,22,22,22,21,22,23,24,30,0,27,28,30,30,31,0,
#predictedHeads=2,6,4,6,6,7,8,11,0,11,12,13,14,15,16,17,22,19,22,21,22,23,24,30,0,27,28,30,30,31,0,
(25,29),(29,17),-0.556629 # DEPENDENCYPART_GRANDPAR
(25,29),(29,18),-0.553997 # DEPENDENCYPART_GRANDPAR
(25,29),(29,19),-0.561541 # DEPENDENCYPART_GRANDPAR
(25,29),(29,20),-0.617656 # DEPENDENCYPART_GRANDPAR
(25,29),(29,21),-0.492794 # DEPENDENCYPART_GRANDPAR
(25,29),(29,22),-0.507174 # DEPENDENCYPART_GRANDPAR
(25,29),(29,23),-0.458037 # DEPENDENCYPART_GRANDPAR
(25,29),(29,24),-0.0431443 # DEPENDENCYPART_GRANDPAR
(25,29),(29,25),-0.560674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,29),(29,26),-0.247014 # DEPENDENCYPART_GRANDPAR
(25,29),(29,27),-0.22172 # DEPENDENCYPART_GRANDPAR
(25,29),(29,28),-0.297521 # DEPENDENCYPART_GRANDPAR
(25,29),(29,30),-0.279829 # DEPENDENCYPART_GRANDPAR
(25,29),(29,31),-0.362016 # DEPENDENCYPART_GRANDPAR
(25,30),(30,2),-0.91308 # DEPENDENCYPART_GRANDPAR
(25,30),(30,4),-0.933557 # DEPENDENCYPART_GRANDPAR
(25,30),(30,5),-1.66786 # DEPENDENCYPART_GRANDPAR
(25,30),(30,6),-1.53783 # DEPENDENCYPART_GRANDPAR
(25,30),(30,7),-0.665362 # DEPENDENCYPART_GRANDPAR
(25,30),(30,8),-0.428779 # DEPENDENCYPART_GRANDPAR
(25,30),(30,9),-0.591401 # DEPENDENCYPART_GRANDPAR
(25,30),(30,10),-0.730769 # DEPENDENCYPART_GRANDPAR
(25,30),(30,11),-1.20482 # DEPENDENCYPART_GRANDPAR
(25,30),(30,13),-1.01828 # DEPENDENCYPART_GRANDPAR
(25,30),(30,14),-1.2928 # DEPENDENCYPART_GRANDPAR
(25,30),(30,15),-0.671412 # DEPENDENCYPART_GRANDPAR
(25,30),(30,16),-0.648857 # DEPENDENCYPART_GRANDPAR
(25,30),(30,17),-0.601151 # DEPENDENCYPART_GRANDPAR
(25,30),(30,18),-0.598519 # DEPENDENCYPART_GRANDPAR
(25,30),(30,19),-0.606063 # DEPENDENCYPART_GRANDPAR
(25,30),(30,20),-0.604205 # DEPENDENCYPART_GRANDPAR
(25,30),(30,21),-0.479342 # DEPENDENCYPART_GRANDPAR
(25,30),(30,22),-0.493723 # DEPENDENCYPART_GRANDPAR
(25,30),(30,23),-0.443847 # DEPENDENCYPART_GRANDPAR
(25,30),(30,24),-0.0876664 # DEPENDENCYPART_GRANDPAR
(25,30),(30,25),-0.335968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,30),(30,26),-0.0100376 # DEPENDENCYPART_GRANDPAR
(25,30),(30,27),0.0152563 # DEPENDENCYPART_GRANDPAR
(25,30),(30,28),-0.074777 # DEPENDENCYPART_GRANDPAR
(25,30),(30,29),0.0503387 # DEPENDENCYPART_GRANDPAR
(25,30),(30,31),-0.0422275 # DEPENDENCYPART_GRANDPAR
(25,31),(31,1),-1.39815 # DEPENDENCYPART_GRANDPAR
(25,31),(31,3),-2.40731 # DEPENDENCYPART_GRANDPAR
(25,31),(31,5),-1.69953 # DEPENDENCYPART_GRANDPAR
(25,31),(31,6),-1.56949 # DEPENDENCYPART_GRANDPAR
(25,31),(31,8),-0.494512 # DEPENDENCYPART_GRANDPAR
(25,31),(31,11),-1.23649 # DEPENDENCYPART_GRANDPAR
(25,31),(31,13),-1.04924 # DEPENDENCYPART_GRANDPAR
(25,31),(31,15),-0.696009 # DEPENDENCYPART_GRANDPAR
(25,31),(31,20),-0.635871 # DEPENDENCYPART_GRANDPAR
(25,31),(31,21),-0.511009 # DEPENDENCYPART_GRANDPAR
(25,31),(31,22),-0.525389 # DEPENDENCYPART_GRANDPAR
(25,31),(31,23),-0.468443 # DEPENDENCYPART_GRANDPAR
(25,31),(31,24),-0.144734 # DEPENDENCYPART_GRANDPAR
(25,31),(31,25),-0.447739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,31),(31,26),-0.170348 # DEPENDENCYPART_GRANDPAR
(25,31),(31,27),-0.138409 # DEPENDENCYPART_GRANDPAR
(25,31),(31,28),-0.267002 # DEPENDENCYPART_GRANDPAR
(25,31),(31,29),-0.157463 # DEPENDENCYPART_GRANDPAR
(25,31),(31,30),-0.114909 # DEPENDENCYPART_GRANDPAR
(26,22),(22,2),-0.538565 # DEPENDENCYPART_GRANDPAR
(26,22),(22,4),-0.42962 # DEPENDENCYPART_GRANDPAR
(26,22),(22,7),-0.34382 # DEPENDENCYPART_GRANDPAR
(26,22),(22,8),-0.126764 # DEPENDENCYPART_GRANDPAR
(26,22),(22,9),-0.474245 # DEPENDENCYPART_GRANDPAR
(26,22),(22,10),-0.238095 # DEPENDENCYPART_GRANDPAR
(26,22),(22,11),0.22161 # DEPENDENCYPART_GRANDPAR
(26,22),(22,13),-0.287763 # DEPENDENCYPART_GRANDPAR
(26,22),(22,14),-0.0839936 # DEPENDENCYPART_GRANDPAR
(26,22),(22,15),-0.369571 # DEPENDENCYPART_GRANDPAR
(26,22),(22,16),-0.0945167 # DEPENDENCYPART_GRANDPAR
(26,22),(22,17),-0.0942666 # DEPENDENCYPART_GRANDPAR
(26,22),(22,18),-0.0699403 # DEPENDENCYPART_GRANDPAR
(26,22),(22,19),0.00563859 # DEPENDENCYPART_GRANDPAR
(26,22),(22,20),-0.0848306 # DEPENDENCYPART_GRANDPAR
(26,22),(22,21),0.01862 # DEPENDENCYPART_GRANDPAR
(26,22),(22,24),-0.282266 # DEPENDENCYPART_GRANDPAR
(26,22),(22,25),-0.325699 # DEPENDENCYPART_GRANDPAR
(26,22),(22,29),-0.398127 # DEPENDENCYPART_GRANDPAR
(26,22),(22,30),-0.341502 # DEPENDENCYPART_GRANDPAR
(26,22),(22,31),-0.267369 # DEPENDENCYPART_GRANDPAR
(26,23),(23,14),-0.287463 # DEPENDENCYPART_GRANDPAR
(26,23),(23,16),-0.317343 # DEPENDENCYPART_GRANDPAR
(26,23),(23,17),-0.317093 # DEPENDENCYPART_GRANDPAR
(26,23),(23,18),-0.292767 # DEPENDENCYPART_GRANDPAR
(26,23),(23,19),-0.217188 # DEPENDENCYPART_GRANDPAR
(26,23),(23,21),-0.0708558 # DEPENDENCYPART_GRANDPAR
(26,23),(23,22),-0.0795187 # DEPENDENCYPART_GRANDPAR
(26,24),(24,9),-0.458036 # DEPENDENCYPART_GRANDPAR
(26,24),(24,10),-0.300189 # DEPENDENCYPART_GRANDPAR
(26,24),(24,12),-0.318418 # DEPENDENCYPART_GRANDPAR
(26,24),(24,13),-0.247118 # DEPENDENCYPART_GRANDPAR
(26,24),(24,15),-0.366683 # DEPENDENCYPART_GRANDPAR
(26,24),(24,16),-0.15661 # DEPENDENCYPART_GRANDPAR
(26,24),(24,17),-0.15636 # DEPENDENCYPART_GRANDPAR
(26,24),(24,18),-0.132034 # DEPENDENCYPART_GRANDPAR
(26,24),(24,19),-0.0564552 # DEPENDENCYPART_GRANDPAR
(26,24),(24,20),-0.0881012 # DEPENDENCYPART_GRANDPAR
(26,24),(24,21),0.0153495 # DEPENDENCYPART_GRANDPAR
(26,24),(24,22),0.00668654 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),-0.116796 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),-0.317466 # DEPENDENCYPART_GRANDPAR
(26,24),(24,26),-0.529826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,27),-0.317325 # DEPENDENCYPART_GRANDPAR
(26,24),(24,29),-0.355135 # DEPENDENCYPART_GRANDPAR
(26,24),(24,30),-0.305916 # DEPENDENCYPART_GRANDPAR
(26,25),(25,5),0.232839 # DEPENDENCYPART_GRANDPAR
(26,25),(25,6),0.209601 # DEPENDENCYPART_GRANDPAR
(26,25),(25,11),0.101236 # DEPENDENCYPART_GRANDPAR
(26,25),(25,12),0.0609386 # DEPENDENCYPART_GRANDPAR
(26,25),(25,15),0.0351579 # DEPENDENCYPART_GRANDPAR
(26,25),(25,18),-0.0243595 # DEPENDENCYPART_GRANDPAR
(26,25),(25,19),0.0512193 # DEPENDENCYPART_GRANDPAR
(26,25),(25,20),-0.205205 # DEPENDENCYPART_GRANDPAR
(26,25),(25,21),-0.101754 # DEPENDENCYPART_GRANDPAR
(26,25),(25,22),-0.110417 # DEPENDENCYPART_GRANDPAR
(26,25),(25,23),0.26256 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),0.176835 # DEPENDENCYPART_GRANDPAR
(26,25),(25,29),-0.374023 # DEPENDENCYPART_GRANDPAR
(26,25),(25,30),-0.331813 # DEPENDENCYPART_GRANDPAR
(26,25),(25,31),-0.279649 # DEPENDENCYPART_GRANDPAR
(27,20),(20,8),-0.0556321 # DEPENDENCYPART_GRANDPAR
(27,20),(20,14),-0.581481 # DEPENDENCYPART_GRANDPAR
(27,20),(20,15),-0.364463 # DEPENDENCYPART_GRANDPAR
(27,20),(20,16),-0.39452 # DEPENDENCYPART_GRANDPAR
(27,20),(20,17),-0.259078 # DEPENDENCYPART_GRANDPAR
(27,20),(20,18),-0.24796 # DEPENDENCYPART_GRANDPAR
(27,20),(20,19),-0.201127 # DEPENDENCYPART_GRANDPAR
(27,20),(20,21),-0.548211 # DEPENDENCYPART_GRANDPAR
(27,20),(20,24),-0.423109 # DEPENDENCYPART_GRANDPAR
(27,20),(20,25),-0.46873 # DEPENDENCYPART_GRANDPAR
(27,20),(20,29),-0.372194 # DEPENDENCYPART_GRANDPAR
(27,20),(20,30),-0.386426 # DEPENDENCYPART_GRANDPAR
(27,20),(20,31),-0.322012 # DEPENDENCYPART_GRANDPAR
(27,21),(21,4),-0.765366 # DEPENDENCYPART_GRANDPAR
(27,21),(21,7),-0.683323 # DEPENDENCYPART_GRANDPAR
(27,21),(21,8),-0.0556321 # DEPENDENCYPART_GRANDPAR
(27,21),(21,10),-0.463199 # DEPENDENCYPART_GRANDPAR
(27,21),(21,12),-0.42459 # DEPENDENCYPART_GRANDPAR
(27,21),(21,14),-0.581481 # DEPENDENCYPART_GRANDPAR
(27,21),(21,16),-0.39452 # DEPENDENCYPART_GRANDPAR
(27,21),(21,17),-0.259078 # DEPENDENCYPART_GRANDPAR
(27,21),(21,18),-0.24796 # DEPENDENCYPART_GRANDPAR
(27,21),(21,19),-0.201127 # DEPENDENCYPART_GRANDPAR
(27,21),(21,20),-0.381147 # DEPENDENCYPART_GRANDPAR
(27,21),(21,22),-0.502085 # DEPENDENCYPART_GRANDPAR
(27,21),(21,24),-0.423109 # DEPENDENCYPART_GRANDPAR
(27,21),(21,25),-0.46873 # DEPENDENCYPART_GRANDPAR
(27,21),(21,29),-0.372194 # DEPENDENCYPART_GRANDPAR
(27,21),(21,30),-0.386426 # DEPENDENCYPART_GRANDPAR
(27,21),(21,31),-0.322012 # DEPENDENCYPART_GRANDPAR
(27,22),(22,2),-0.792758 # DEPENDENCYPART_GRANDPAR
(27,22),(22,4),-0.765366 # DEPENDENCYPART_GRANDPAR
(27,22),(22,7),-0.683323 # DEPENDENCYPART_GRANDPAR
(27,22),(22,8),-0.0556321 # DEPENDENCYPART_GRANDPAR
(27,22),(22,9),-0.468317 # DEPENDENCYPART_GRANDPAR
(27,22),(22,10),-0.463199 # DEPENDENCYPART_GRANDPAR
(27,22),(22,11),-0.472752 # DEPENDENCYPART_GRANDPAR
(27,22),(22,13),-0.266384 # DEPENDENCYPART_GRANDPAR
(27,22),(22,14),-0.581481 # DEPENDENCYPART_GRANDPAR
(27,22),(22,15),-0.364463 # DEPENDENCYPART_GRANDPAR
(27,22),(22,16),-0.39452 # DEPENDENCYPART_GRANDPAR
(27,22),(22,17),-0.259078 # DEPENDENCYPART_GRANDPAR
(27,22),(22,18),-0.24796 # DEPENDENCYPART_GRANDPAR
(27,22),(22,19),-0.201127 # DEPENDENCYPART_GRANDPAR
(27,22),(22,20),-0.381147 # DEPENDENCYPART_GRANDPAR
(27,22),(22,21),-0.308231 # DEPENDENCYPART_GRANDPAR
(27,22),(22,24),-0.423109 # DEPENDENCYPART_GRANDPAR
(27,22),(22,25),-0.46873 # DEPENDENCYPART_GRANDPAR
(27,22),(22,29),-0.372194 # DEPENDENCYPART_GRANDPAR
(27,22),(22,30),-0.386426 # DEPENDENCYPART_GRANDPAR
(27,22),(22,31),-0.322012 # DEPENDENCYPART_GRANDPAR
(27,24),(24,9),-0.469141 # DEPENDENCYPART_GRANDPAR
(27,24),(24,10),-0.551312 # DEPENDENCYPART_GRANDPAR
(27,24),(24,12),-0.437867 # DEPENDENCYPART_GRANDPAR
(27,24),(24,13),-0.244165 # DEPENDENCYPART_GRANDPAR
(27,24),(24,15),-0.376904 # DEPENDENCYPART_GRANDPAR
(27,24),(24,16),-0.482633 # DEPENDENCYPART_GRANDPAR
(27,24),(24,17),-0.347191 # DEPENDENCYPART_GRANDPAR
(27,24),(24,18),-0.336073 # DEPENDENCYPART_GRANDPAR
(27,24),(24,19),-0.28924 # DEPENDENCYPART_GRANDPAR
(27,24),(24,20),-0.431294 # DEPENDENCYPART_GRANDPAR
(27,24),(24,21),-0.358378 # DEPENDENCYPART_GRANDPAR
(27,24),(24,22),-0.312251 # DEPENDENCYPART_GRANDPAR
(27,24),(24,23),-0.219941 # DEPENDENCYPART_GRANDPAR
(27,24),(24,25),-0.464111 # DEPENDENCYPART_GRANDPAR
(27,24),(24,26),-0.0327463 # DEPENDENCYPART_GRANDPAR
(27,24),(24,27),-0.550638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,24),(24,29),-0.32806 # DEPENDENCYPART_GRANDPAR
(27,24),(24,30),-0.349698 # DEPENDENCYPART_GRANDPAR
(27,25),(25,5),-0.71033 # DEPENDENCYPART_GRANDPAR
(27,25),(25,6),-0.64824 # DEPENDENCYPART_GRANDPAR
(27,25),(25,11),-0.638346 # DEPENDENCYPART_GRANDPAR
(27,25),(25,12),-0.0891255 # DEPENDENCYPART_GRANDPAR
(27,25),(25,15),-0.00567828 # DEPENDENCYPART_GRANDPAR
(27,25),(25,18),-0.286605 # DEPENDENCYPART_GRANDPAR
(27,25),(25,19),-0.239772 # DEPENDENCYPART_GRANDPAR
(27,25),(25,20),-0.546741 # DEPENDENCYPART_GRANDPAR
(27,25),(25,21),-0.473825 # DEPENDENCYPART_GRANDPAR
(27,25),(25,22),-0.427699 # DEPENDENCYPART_GRANDPAR
(27,25),(25,23),0.128801 # DEPENDENCYPART_GRANDPAR
(27,25),(25,24),-0.0724459 # DEPENDENCYPART_GRANDPAR
(27,25),(25,29),-0.348089 # DEPENDENCYPART_GRANDPAR
(27,25),(25,30),-0.376738 # DEPENDENCYPART_GRANDPAR
(27,25),(25,31),-0.334292 # DEPENDENCYPART_GRANDPAR
(27,26),(26,22),-0.351197 # DEPENDENCYPART_GRANDPAR
(27,26),(26,23),-0.194769 # DEPENDENCYPART_GRANDPAR
(27,26),(26,24),-0.262815 # DEPENDENCYPART_GRANDPAR
(27,26),(26,25),-0.397856 # DEPENDENCYPART_GRANDPAR
(28,24),(24,9),-0.444519 # DEPENDENCYPART_GRANDPAR
(28,24),(24,10),-0.0157924 # DEPENDENCYPART_GRANDPAR
(28,24),(24,12),-0.221835 # DEPENDENCYPART_GRANDPAR
(28,24),(24,13),-0.135033 # DEPENDENCYPART_GRANDPAR
(28,24),(24,15),-0.0439603 # DEPENDENCYPART_GRANDPAR
(28,24),(24,16),0.0892012 # DEPENDENCYPART_GRANDPAR
(28,24),(24,17),-0.0935317 # DEPENDENCYPART_GRANDPAR
(28,24),(24,18),0.178199 # DEPENDENCYPART_GRANDPAR
(28,24),(24,19),-0.0363473 # DEPENDENCYPART_GRANDPAR
(28,24),(24,20),0.00840576 # DEPENDENCYPART_GRANDPAR
(28,24),(24,21),0.0838502 # DEPENDENCYPART_GRANDPAR
(28,24),(24,22),0.198663 # DEPENDENCYPART_GRANDPAR
(28,24),(24,23),-0.117851 # DEPENDENCYPART_GRANDPAR
(28,24),(24,25),-0.332825 # DEPENDENCYPART_GRANDPAR
(28,24),(24,26),-0.205397 # DEPENDENCYPART_GRANDPAR
(28,24),(24,27),-0.0671489 # DEPENDENCYPART_GRANDPAR
(28,24),(24,29),-0.222233 # DEPENDENCYPART_GRANDPAR
(28,24),(24,30),-0.171074 # DEPENDENCYPART_GRANDPAR
(28,27),(27,20),0.0566737 # DEPENDENCYPART_GRANDPAR
(28,27),(27,21),0.132118 # DEPENDENCYPART_GRANDPAR
(28,27),(27,22),0.246931 # DEPENDENCYPART_GRANDPAR
(28,27),(27,24),0.178803 # DEPENDENCYPART_GRANDPAR
(28,27),(27,25),-0.263133 # DEPENDENCYPART_GRANDPAR
(28,27),(27,26),-0.139387 # DEPENDENCYPART_GRANDPAR
(28,31),(31,1),-0.556781 # DEPENDENCYPART_GRANDPAR
(28,31),(31,3),-0.124036 # DEPENDENCYPART_GRANDPAR
(28,31),(31,5),-0.0113017 # DEPENDENCYPART_GRANDPAR
(28,31),(31,6),0.0992535 # DEPENDENCYPART_GRANDPAR
(28,31),(31,8),-0.798933 # DEPENDENCYPART_GRANDPAR
(28,31),(31,11),-0.0156939 # DEPENDENCYPART_GRANDPAR
(28,31),(31,13),-0.342429 # DEPENDENCYPART_GRANDPAR
(28,31),(31,15),-0.255508 # DEPENDENCYPART_GRANDPAR
(28,31),(31,20),-0.255407 # DEPENDENCYPART_GRANDPAR
(28,31),(31,21),-0.179962 # DEPENDENCYPART_GRANDPAR
(28,31),(31,22),-0.0651496 # DEPENDENCYPART_GRANDPAR
(28,31),(31,23),-0.335355 # DEPENDENCYPART_GRANDPAR
(28,31),(31,24),-0.00775884 # DEPENDENCYPART_GRANDPAR
(28,31),(31,25),-0.455209 # DEPENDENCYPART_GRANDPAR
(28,31),(31,26),-0.333147 # DEPENDENCYPART_GRANDPAR
(28,31),(31,27),-0.195395 # DEPENDENCYPART_GRANDPAR
(28,31),(31,28),-0.0443021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,31),(31,29),-0.235751 # DEPENDENCYPART_GRANDPAR
(28,31),(31,30),-0.113235 # DEPENDENCYPART_GRANDPAR
(29,7),(7,1),-0.312611 # DEPENDENCYPART_GRANDPAR
(29,7),(7,2),-0.467869 # DEPENDENCYPART_GRANDPAR
(29,7),(7,3),-0.579736 # DEPENDENCYPART_GRANDPAR
(29,7),(7,4),-0.410863 # DEPENDENCYPART_GRANDPAR
(29,7),(7,5),-0.226477 # DEPENDENCYPART_GRANDPAR
(29,7),(7,6),-0.305234 # DEPENDENCYPART_GRANDPAR
(29,16),(16,1),-0.312611 # DEPENDENCYPART_GRANDPAR
(29,16),(16,3),-0.579736 # DEPENDENCYPART_GRANDPAR
(29,16),(16,9),-0.198974 # DEPENDENCYPART_GRANDPAR
(29,16),(16,10),-0.215398 # DEPENDENCYPART_GRANDPAR
(29,16),(16,11),-0.0798826 # DEPENDENCYPART_GRANDPAR
(29,16),(16,12),-0.0847016 # DEPENDENCYPART_GRANDPAR
(29,16),(16,13),-0.205783 # DEPENDENCYPART_GRANDPAR
(29,16),(16,14),-0.438585 # DEPENDENCYPART_GRANDPAR
(29,16),(16,15),-0.0184127 # DEPENDENCYPART_GRANDPAR
(29,16),(16,17),-0.198684 # DEPENDENCYPART_GRANDPAR
(29,17),(17,1),-0.312611 # DEPENDENCYPART_GRANDPAR
(29,17),(17,3),-0.579736 # DEPENDENCYPART_GRANDPAR
(29,17),(17,9),-0.198974 # DEPENDENCYPART_GRANDPAR
(29,17),(17,10),-0.215398 # DEPENDENCYPART_GRANDPAR
(29,17),(17,11),-0.0798826 # DEPENDENCYPART_GRANDPAR
(29,17),(17,12),-0.0847016 # DEPENDENCYPART_GRANDPAR
(29,17),(17,13),-0.205783 # DEPENDENCYPART_GRANDPAR
(29,17),(17,14),-0.438585 # DEPENDENCYPART_GRANDPAR
(29,17),(17,15),-0.0184127 # DEPENDENCYPART_GRANDPAR
(29,17),(17,16),-0.0970653 # DEPENDENCYPART_GRANDPAR
(29,17),(17,18),-0.26022 # DEPENDENCYPART_GRANDPAR
(29,17),(17,19),-0.224776 # DEPENDENCYPART_GRANDPAR
(29,18),(18,12),-0.0847016 # DEPENDENCYPART_GRANDPAR
(29,18),(18,14),-0.438585 # DEPENDENCYPART_GRANDPAR
(29,18),(18,15),-0.0184127 # DEPENDENCYPART_GRANDPAR
(29,18),(18,16),-0.0970653 # DEPENDENCYPART_GRANDPAR
(29,18),(18,17),-0.0621519 # DEPENDENCYPART_GRANDPAR
(29,18),(18,19),-0.224776 # DEPENDENCYPART_GRANDPAR
(29,18),(18,20),-0.209043 # DEPENDENCYPART_GRANDPAR
(29,18),(18,30),-0.633683 # DEPENDENCYPART_GRANDPAR
(29,19),(19,12),-0.0847016 # DEPENDENCYPART_GRANDPAR
(29,19),(19,14),-0.438585 # DEPENDENCYPART_GRANDPAR
(29,19),(19,15),-0.0184127 # DEPENDENCYPART_GRANDPAR
(29,19),(19,16),-0.0970653 # DEPENDENCYPART_GRANDPAR
(29,19),(19,17),-0.0621519 # DEPENDENCYPART_GRANDPAR
(29,19),(19,18),-0.123688 # DEPENDENCYPART_GRANDPAR
(29,19),(19,20),-0.209043 # DEPENDENCYPART_GRANDPAR
(29,19),(19,21),-0.301057 # DEPENDENCYPART_GRANDPAR
(29,19),(19,30),-0.633683 # DEPENDENCYPART_GRANDPAR
(29,20),(20,8),-0.304956 # DEPENDENCYPART_GRANDPAR
(29,20),(20,14),-0.178343 # DEPENDENCYPART_GRANDPAR
(29,20),(20,15),-0.558783 # DEPENDENCYPART_GRANDPAR
(29,20),(20,16),-0.218246 # DEPENDENCYPART_GRANDPAR
(29,20),(20,17),-0.183333 # DEPENDENCYPART_GRANDPAR
(29,20),(20,18),-0.244869 # DEPENDENCYPART_GRANDPAR
(29,20),(20,19),-0.209424 # DEPENDENCYPART_GRANDPAR
(29,20),(20,21),-0.527524 # DEPENDENCYPART_GRANDPAR
(29,20),(20,24),-0.339289 # DEPENDENCYPART_GRANDPAR
(29,20),(20,25),-0.36323 # DEPENDENCYPART_GRANDPAR
(29,20),(20,29),-0.475526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,20),(20,30),-0.522193 # DEPENDENCYPART_GRANDPAR
(29,20),(20,31),-0.231258 # DEPENDENCYPART_GRANDPAR
(29,21),(21,4),-0.532044 # DEPENDENCYPART_GRANDPAR
(29,21),(21,7),-0.451011 # DEPENDENCYPART_GRANDPAR
(29,21),(21,8),-0.304956 # DEPENDENCYPART_GRANDPAR
(29,21),(21,10),-0.336579 # DEPENDENCYPART_GRANDPAR
(29,21),(21,12),-0.624874 # DEPENDENCYPART_GRANDPAR
(29,21),(21,14),-0.178343 # DEPENDENCYPART_GRANDPAR
(29,21),(21,16),-0.218246 # DEPENDENCYPART_GRANDPAR
(29,21),(21,17),-0.183333 # DEPENDENCYPART_GRANDPAR
(29,21),(21,18),-0.244869 # DEPENDENCYPART_GRANDPAR
(29,21),(21,19),-0.209424 # DEPENDENCYPART_GRANDPAR
(29,21),(21,20),0.0699388 # DEPENDENCYPART_GRANDPAR
(29,21),(21,22),-0.518838 # DEPENDENCYPART_GRANDPAR
(29,21),(21,24),-0.339289 # DEPENDENCYPART_GRANDPAR
(29,21),(21,25),-0.36323 # DEPENDENCYPART_GRANDPAR
(29,21),(21,29),-0.475526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,21),(21,30),-0.522193 # DEPENDENCYPART_GRANDPAR
(29,21),(21,31),-0.231258 # DEPENDENCYPART_GRANDPAR
(29,22),(22,2),-0.58905 # DEPENDENCYPART_GRANDPAR
(29,22),(22,4),-0.532044 # DEPENDENCYPART_GRANDPAR
(29,22),(22,7),-0.451011 # DEPENDENCYPART_GRANDPAR
(29,22),(22,8),-0.304956 # DEPENDENCYPART_GRANDPAR
(29,22),(22,9),-0.211572 # DEPENDENCYPART_GRANDPAR
(29,22),(22,10),-0.336579 # DEPENDENCYPART_GRANDPAR
(29,22),(22,11),0.143367 # DEPENDENCYPART_GRANDPAR
(29,22),(22,13),-0.274984 # DEPENDENCYPART_GRANDPAR
(29,22),(22,14),-0.178343 # DEPENDENCYPART_GRANDPAR
(29,22),(22,15),-0.558783 # DEPENDENCYPART_GRANDPAR
(29,22),(22,16),-0.218246 # DEPENDENCYPART_GRANDPAR
(29,22),(22,17),-0.183333 # DEPENDENCYPART_GRANDPAR
(29,22),(22,18),-0.244869 # DEPENDENCYPART_GRANDPAR
(29,22),(22,19),-0.209424 # DEPENDENCYPART_GRANDPAR
(29,22),(22,20),0.0699388 # DEPENDENCYPART_GRANDPAR
(29,22),(22,21),-0.0220754 # DEPENDENCYPART_GRANDPAR
(29,22),(22,24),-0.339289 # DEPENDENCYPART_GRANDPAR
(29,22),(22,25),-0.36323 # DEPENDENCYPART_GRANDPAR
(29,22),(22,29),-0.475526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,22),(22,30),-0.522193 # DEPENDENCYPART_GRANDPAR
(29,22),(22,31),-0.231258 # DEPENDENCYPART_GRANDPAR
(29,23),(23,14),-0.304318 # DEPENDENCYPART_GRANDPAR
(29,23),(23,16),-0.149197 # DEPENDENCYPART_GRANDPAR
(29,23),(23,17),-0.114283 # DEPENDENCYPART_GRANDPAR
(29,23),(23,18),-0.175819 # DEPENDENCYPART_GRANDPAR
(29,23),(23,19),-0.140374 # DEPENDENCYPART_GRANDPAR
(29,23),(23,21),-0.104831 # DEPENDENCYPART_GRANDPAR
(29,23),(23,22),-0.0961459 # DEPENDENCYPART_GRANDPAR
(29,24),(24,9),-0.187259 # DEPENDENCYPART_GRANDPAR
(29,24),(24,10),-0.204779 # DEPENDENCYPART_GRANDPAR
(29,24),(24,12),-0.0638194 # DEPENDENCYPART_GRANDPAR
(29,24),(24,13),-0.196417 # DEPENDENCYPART_GRANDPAR
(29,24),(24,15),0.00246953 # DEPENDENCYPART_GRANDPAR
(29,24),(24,16),-0.0864462 # DEPENDENCYPART_GRANDPAR
(29,24),(24,17),-0.0515328 # DEPENDENCYPART_GRANDPAR
(29,24),(24,18),-0.113069 # DEPENDENCYPART_GRANDPAR
(29,24),(24,19),-0.077624 # DEPENDENCYPART_GRANDPAR
(29,24),(24,20),-0.146478 # DEPENDENCYPART_GRANDPAR
(29,24),(24,21),-0.238493 # DEPENDENCYPART_GRANDPAR
(29,24),(24,22),-0.229807 # DEPENDENCYPART_GRANDPAR
(29,24),(24,23),0.0988518 # DEPENDENCYPART_GRANDPAR
(29,24),(24,25),-0.292084 # DEPENDENCYPART_GRANDPAR
(29,24),(24,26),0.143225 # DEPENDENCYPART_GRANDPAR
(29,24),(24,27),0.103033 # DEPENDENCYPART_GRANDPAR
(29,24),(24,29),-0.577777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,24),(24,30),-0.633683 # DEPENDENCYPART_GRANDPAR
(29,25),(25,5),-0.010127 # DEPENDENCYPART_GRANDPAR
(29,25),(25,6),-0.0888835 # DEPENDENCYPART_GRANDPAR
(29,25),(25,11),0.136468 # DEPENDENCYPART_GRANDPAR
(29,25),(25,12),0.00980325 # DEPENDENCYPART_GRANDPAR
