# _root_ Bu rolünün uzun bir dönem _ devam_etmesi , döviz kurlarının nerede _ olmasını _ istemenize _ _ bağlı_olarak , enflasyon _ hedeflemesinin rafa _ _ kaldırılması mecburiyetini _ doğurur .
#goldHeads=2,6,5,5,6,7,29,0,10,12,12,13,14,15,17,17,18,25,0,22,22,25,25,25,26,27,29,29,30,0,
#predictedHeads=2,7,5,5,6,7,8,0,10,12,12,13,14,15,17,17,18,29,0,22,22,27,25,25,26,27,29,29,30,0,
(23,19),(19,4),-0.104395 # DEPENDENCYPART_GRANDPAR
(23,19),(19,6),-0.400577 # DEPENDENCYPART_GRANDPAR
(23,19),(19,12),-0.608266 # DEPENDENCYPART_GRANDPAR
(23,19),(19,13),-0.0655207 # DEPENDENCYPART_GRANDPAR
(23,19),(19,14),-0.402036 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),-0.135167 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),-0.459354 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.431733 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.171811 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.496347 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),-0.337643 # DEPENDENCYPART_GRANDPAR
(23,19),(19,24),-0.348025 # DEPENDENCYPART_GRANDPAR
(23,19),(19,25),-0.46393 # DEPENDENCYPART_GRANDPAR
(23,19),(19,27),0.0239854 # DEPENDENCYPART_GRANDPAR
(23,19),(19,28),-0.246255 # DEPENDENCYPART_GRANDPAR
(23,19),(19,29),-0.597718 # DEPENDENCYPART_GRANDPAR
(23,20),(20,4),-0.182181 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.312292 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.260231 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.537821 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.0196727 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.349606 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-0.386822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.266389 # DEPENDENCYPART_GRANDPAR
(23,21),(21,13),-0.414994 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),-0.476818 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.424198 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.253824 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.22261 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.369924 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.186994 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.563255 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-0.236839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.247468 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.363373 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.184995 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),0.212667 # DEPENDENCYPART_GRANDPAR
(23,21),(21,28),-0.145698 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),-0.550821 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.554626 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.260221 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.537812 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.25801 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.0715596 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-0.386822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,26),-0.334978 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-0.269836 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.41989 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.197838 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.437157 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.362937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.0355436 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),0.0530783 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),0.446673 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),0.182132 # DEPENDENCYPART_GRANDPAR
(23,25),(25,5),-0.960297 # DEPENDENCYPART_GRANDPAR
(23,25),(25,13),-0.646609 # DEPENDENCYPART_GRANDPAR
(23,25),(25,14),-0.551957 # DEPENDENCYPART_GRANDPAR
(23,25),(25,15),-0.710824 # DEPENDENCYPART_GRANDPAR
(23,25),(25,16),-0.818568 # DEPENDENCYPART_GRANDPAR
(23,25),(25,17),-0.581654 # DEPENDENCYPART_GRANDPAR
(23,25),(25,18),-0.269836 # DEPENDENCYPART_GRANDPAR
(23,25),(25,19),-0.547358 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-0.41989 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.197838 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.437157 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.362937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),-0.23123 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),0.0530783 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),0.446673 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),0.182132 # DEPENDENCYPART_GRANDPAR
(23,26),(26,16),-0.956314 # DEPENDENCYPART_GRANDPAR
(23,26),(26,18),-0.379724 # DEPENDENCYPART_GRANDPAR
(23,26),(26,19),-0.638995 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-0.569873 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.58714 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.149288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),-0.069303 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.185208 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),0.348979 # DEPENDENCYPART_GRANDPAR
(23,27),(27,20),-0.569873 # DEPENDENCYPART_GRANDPAR
(23,27),(27,21),-0.216759 # DEPENDENCYPART_GRANDPAR
(23,27),(27,22),-0.58714 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.149288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,24),-0.069303 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.185208 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.0974439 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),0.123699 # DEPENDENCYPART_GRANDPAR
(24,18),(18,2),-0.700669 # DEPENDENCYPART_GRANDPAR
(24,18),(18,5),-0.650583 # DEPENDENCYPART_GRANDPAR
(24,18),(18,7),-0.481148 # DEPENDENCYPART_GRANDPAR
(24,18),(18,9),-0.394872 # DEPENDENCYPART_GRANDPAR
(24,18),(18,10),-0.529765 # DEPENDENCYPART_GRANDPAR
(24,18),(18,13),-0.44349 # DEPENDENCYPART_GRANDPAR
(24,18),(18,15),-0.262286 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),-0.211251 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-0.033145 # DEPENDENCYPART_GRANDPAR
(24,20),(20,4),-0.113335 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),-0.493623 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),-0.456308 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),-0.409377 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.332872 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),-0.156577 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),-0.255895 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-0.595833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,13),-0.57735 # DEPENDENCYPART_GRANDPAR
(24,21),(21,15),-0.387024 # DEPENDENCYPART_GRANDPAR
(24,21),(21,16),-0.283611 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),-0.270344 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-0.621119 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.421968 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.369815 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),-0.401968 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),-0.501286 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-0.493582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,25),-0.221477 # DEPENDENCYPART_GRANDPAR
(24,21),(21,26),0.133435 # DEPENDENCYPART_GRANDPAR
(24,21),(21,27),-0.130208 # DEPENDENCYPART_GRANDPAR
(24,21),(21,28),-0.303733 # DEPENDENCYPART_GRANDPAR
(24,22),(22,15),-0.265843 # DEPENDENCYPART_GRANDPAR
(24,22),(22,16),-0.543853 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),-0.456301 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),-0.40937 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.244658 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.27714 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.255895 # DEPENDENCYPART_GRANDPAR
(24,22),(22,26),-0.118325 # DEPENDENCYPART_GRANDPAR
(24,23),(23,15),-0.265843 # DEPENDENCYPART_GRANDPAR
(24,23),(23,17),-0.493593 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),-0.40937 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.244658 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.27714 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.020044 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-0.595833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.323728 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.118325 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.381968 # DEPENDENCYPART_GRANDPAR
(24,25),(25,5),-0.781192 # DEPENDENCYPART_GRANDPAR
(24,25),(25,13),-0.565433 # DEPENDENCYPART_GRANDPAR
(24,25),(25,14),-0.559891 # DEPENDENCYPART_GRANDPAR
(24,25),(25,15),-0.386433 # DEPENDENCYPART_GRANDPAR
(24,25),(25,16),-0.731319 # DEPENDENCYPART_GRANDPAR
(24,25),(25,17),-0.630069 # DEPENDENCYPART_GRANDPAR
(24,25),(25,18),-0.404622 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-0.445434 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-0.369101 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-0.413617 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-0.140634 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.239952 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.639304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),0.132011 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.1308 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),0.055993 # DEPENDENCYPART_GRANDPAR
(24,26),(26,16),-0.973726 # DEPENDENCYPART_GRANDPAR
(24,26),(26,18),-0.636679 # DEPENDENCYPART_GRANDPAR
(24,26),(26,19),-0.547427 # DEPENDENCYPART_GRANDPAR
(24,26),(26,20),-0.620861 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),-0.392393 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.491711 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.40895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),-0.136845 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.00586724 # DEPENDENCYPART_GRANDPAR
(24,27),(27,20),-0.62086 # DEPENDENCYPART_GRANDPAR
(24,27),(27,21),-0.515868 # DEPENDENCYPART_GRANDPAR
(24,27),(27,22),-0.392393 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.491711 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-0.412837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),-0.140732 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),0.117492 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.167256 # DEPENDENCYPART_GRANDPAR
(24,28),(28,18),-0.404622 # DEPENDENCYPART_GRANDPAR
(24,28),(28,20),-0.369101 # DEPENDENCYPART_GRANDPAR
(24,28),(28,21),-0.413617 # DEPENDENCYPART_GRANDPAR
(24,28),(28,22),-0.140634 # DEPENDENCYPART_GRANDPAR
(24,28),(28,23),-0.239952 # DEPENDENCYPART_GRANDPAR
(24,28),(28,24),-0.639304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,28),(28,25),-0.367199 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),-0.1279 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),-0.391543 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.263952 # DEPENDENCYPART_GRANDPAR
(25,5),(5,1),-0.120848 # DEPENDENCYPART_GRANDPAR
(25,5),(5,2),-0.497207 # DEPENDENCYPART_GRANDPAR
(25,5),(5,3),-0.39887 # DEPENDENCYPART_GRANDPAR
(25,5),(5,4),-0.0824989 # DEPENDENCYPART_GRANDPAR
(25,5),(5,6),-0.762063 # DEPENDENCYPART_GRANDPAR
(25,13),(13,2),-0.526015 # DEPENDENCYPART_GRANDPAR
(25,13),(13,3),-0.421479 # DEPENDENCYPART_GRANDPAR
(25,13),(13,5),-0.662019 # DEPENDENCYPART_GRANDPAR
(25,13),(13,7),-0.519842 # DEPENDENCYPART_GRANDPAR
(25,13),(13,8),-0.284333 # DEPENDENCYPART_GRANDPAR
(25,13),(13,9),-0.628339 # DEPENDENCYPART_GRANDPAR
(25,13),(13,10),-0.438207 # DEPENDENCYPART_GRANDPAR
(25,13),(13,11),-0.674457 # DEPENDENCYPART_GRANDPAR
(25,13),(13,12),-0.46106 # DEPENDENCYPART_GRANDPAR
(25,14),(14,2),-0.620809 # DEPENDENCYPART_GRANDPAR
(25,14),(14,5),-0.739517 # DEPENDENCYPART_GRANDPAR
(25,14),(14,7),-0.614637 # DEPENDENCYPART_GRANDPAR
(25,14),(14,8),-0.278681 # DEPENDENCYPART_GRANDPAR
(25,14),(14,9),-0.723133 # DEPENDENCYPART_GRANDPAR
(25,14),(14,10),-0.533002 # DEPENDENCYPART_GRANDPAR
(25,14),(14,11),-0.657795 # DEPENDENCYPART_GRANDPAR
(25,14),(14,12),-0.216869 # DEPENDENCYPART_GRANDPAR
(25,14),(14,13),-0.479604 # DEPENDENCYPART_GRANDPAR
(25,14),(14,15),-0.534147 # DEPENDENCYPART_GRANDPAR
(25,14),(14,16),-0.836516 # DEPENDENCYPART_GRANDPAR
(25,15),(15,8),-0.266083 # DEPENDENCYPART_GRANDPAR
(25,15),(15,9),-0.601952 # DEPENDENCYPART_GRANDPAR
(25,15),(15,10),-0.41182 # DEPENDENCYPART_GRANDPAR
(25,15),(15,13),-0.349332 # DEPENDENCYPART_GRANDPAR
(25,15),(15,14),-0.415153 # DEPENDENCYPART_GRANDPAR
(25,15),(15,16),-0.498624 # DEPENDENCYPART_GRANDPAR
(25,16),(16,9),-0.690237 # DEPENDENCYPART_GRANDPAR
(25,16),(16,10),-0.500106 # DEPENDENCYPART_GRANDPAR
(25,16),(16,12),-0.402137 # DEPENDENCYPART_GRANDPAR
(25,16),(16,13),-0.444286 # DEPENDENCYPART_GRANDPAR
(25,16),(16,14),-0.377172 # DEPENDENCYPART_GRANDPAR
(25,16),(16,15),-0.240508 # DEPENDENCYPART_GRANDPAR
(25,16),(16,17),-0.585908 # DEPENDENCYPART_GRANDPAR
(25,17),(17,2),-0.620809 # DEPENDENCYPART_GRANDPAR
(25,17),(17,5),-0.739517 # DEPENDENCYPART_GRANDPAR
(25,17),(17,6),-0.483081 # DEPENDENCYPART_GRANDPAR
(25,17),(17,7),-0.614637 # DEPENDENCYPART_GRANDPAR
(25,17),(17,8),-0.278681 # DEPENDENCYPART_GRANDPAR
(25,17),(17,9),-0.723133 # DEPENDENCYPART_GRANDPAR
(25,17),(17,10),-0.533002 # DEPENDENCYPART_GRANDPAR
(25,17),(17,11),-0.657795 # DEPENDENCYPART_GRANDPAR
(25,17),(17,12),-0.216869 # DEPENDENCYPART_GRANDPAR
(25,17),(17,13),-0.479604 # DEPENDENCYPART_GRANDPAR
(25,17),(17,14),-0.191904 # DEPENDENCYPART_GRANDPAR
(25,17),(17,15),-0.273404 # DEPENDENCYPART_GRANDPAR
(25,17),(17,16),-0.11785 # DEPENDENCYPART_GRANDPAR
(25,17),(17,19),-0.432954 # DEPENDENCYPART_GRANDPAR
(25,17),(17,26),-0.234029 # DEPENDENCYPART_GRANDPAR
(25,17),(17,29),-0.330412 # DEPENDENCYPART_GRANDPAR
(25,18),(18,2),-0.496071 # DEPENDENCYPART_GRANDPAR
(25,18),(18,5),-0.629344 # DEPENDENCYPART_GRANDPAR
(25,18),(18,7),-0.489899 # DEPENDENCYPART_GRANDPAR
(25,18),(18,9),-0.598395 # DEPENDENCYPART_GRANDPAR
(25,18),(18,10),-0.408263 # DEPENDENCYPART_GRANDPAR
(25,18),(18,13),-0.345744 # DEPENDENCYPART_GRANDPAR
(25,18),(18,15),-0.148666 # DEPENDENCYPART_GRANDPAR
(25,18),(18,16),-0.0454893 # DEPENDENCYPART_GRANDPAR
(25,18),(18,17),0.0563829 # DEPENDENCYPART_GRANDPAR
(25,19),(19,1),-0.214669 # DEPENDENCYPART_GRANDPAR
(25,19),(19,4),-0.126666 # DEPENDENCYPART_GRANDPAR
(25,19),(19,6),-0.48998 # DEPENDENCYPART_GRANDPAR
(25,19),(19,12),-0.223767 # DEPENDENCYPART_GRANDPAR
(25,19),(19,13),-0.269153 # DEPENDENCYPART_GRANDPAR
(25,19),(19,14),-0.198803 # DEPENDENCYPART_GRANDPAR
(25,19),(19,15),-0.0720746 # DEPENDENCYPART_GRANDPAR
(25,19),(19,16),-0.59593 # DEPENDENCYPART_GRANDPAR
(25,19),(19,17),-0.187714 # DEPENDENCYPART_GRANDPAR
(25,19),(19,18),-0.144944 # DEPENDENCYPART_GRANDPAR
(25,19),(19,20),-0.749665 # DEPENDENCYPART_GRANDPAR
(25,19),(19,21),-0.792471 # DEPENDENCYPART_GRANDPAR
(25,19),(19,24),-0.607455 # DEPENDENCYPART_GRANDPAR
(25,19),(19,25),-0.498811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,19),(19,27),-0.263156 # DEPENDENCYPART_GRANDPAR
(25,19),(19,28),-0.252382 # DEPENDENCYPART_GRANDPAR
(25,19),(19,29),-0.424744 # DEPENDENCYPART_GRANDPAR
(25,20),(20,4),-0.096603 # DEPENDENCYPART_GRANDPAR
(25,20),(20,17),-0.404095 # DEPENDENCYPART_GRANDPAR
(25,20),(20,18),-0.295609 # DEPENDENCYPART_GRANDPAR
(25,20),(20,19),-0.1169 # DEPENDENCYPART_GRANDPAR
(25,20),(20,21),-0.375715 # DEPENDENCYPART_GRANDPAR
(25,20),(20,22),-0.103453 # DEPENDENCYPART_GRANDPAR
(25,20),(20,23),-0.206703 # DEPENDENCYPART_GRANDPAR
(25,20),(20,24),-0.190699 # DEPENDENCYPART_GRANDPAR
(25,21),(21,13),-0.479604 # DEPENDENCYPART_GRANDPAR
(25,21),(21,15),-0.273404 # DEPENDENCYPART_GRANDPAR
(25,21),(21,16),-0.11785 # DEPENDENCYPART_GRANDPAR
(25,21),(21,17),-0.180816 # DEPENDENCYPART_GRANDPAR
(25,21),(21,18),-0.46042 # DEPENDENCYPART_GRANDPAR
(25,21),(21,19),-0.129491 # DEPENDENCYPART_GRANDPAR
(25,21),(21,20),-0.476145 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),-0.348845 # DEPENDENCYPART_GRANDPAR
(25,21),(21,23),-0.452095 # DEPENDENCYPART_GRANDPAR
(25,21),(21,24),-0.417166 # DEPENDENCYPART_GRANDPAR
(25,21),(21,25),-0.425878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,21),(21,26),-0.234029 # DEPENDENCYPART_GRANDPAR
(25,21),(21,27),-0.160373 # DEPENDENCYPART_GRANDPAR
(25,21),(21,28),-0.179448 # DEPENDENCYPART_GRANDPAR
(25,22),(22,15),-0.152223 # DEPENDENCYPART_GRANDPAR
(25,22),(22,16),-0.378092 # DEPENDENCYPART_GRANDPAR
(25,22),(22,18),-0.295602 # DEPENDENCYPART_GRANDPAR
(25,22),(22,19),-0.116893 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.350989 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),-0.319983 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),-0.206703 # DEPENDENCYPART_GRANDPAR
(25,22),(22,26),-0.485788 # DEPENDENCYPART_GRANDPAR
(25,23),(23,15),-0.152223 # DEPENDENCYPART_GRANDPAR
(25,23),(23,17),-0.404065 # DEPENDENCYPART_GRANDPAR
(25,23),(23,19),-0.116893 # DEPENDENCYPART_GRANDPAR
(25,23),(23,20),-0.350989 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),-0.319983 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),0.0330795 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.190699 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-0.528129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,26),-0.485788 # DEPENDENCYPART_GRANDPAR
(25,23),(23,27),-0.412132 # DEPENDENCYPART_GRANDPAR
(25,24),(24,18),-0.46042 # DEPENDENCYPART_GRANDPAR
(25,24),(24,20),-0.476145 # DEPENDENCYPART_GRANDPAR
(25,24),(24,21),-0.0967336 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),-0.0881017 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),-0.191352 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-0.425878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,26),-0.234029 # DEPENDENCYPART_GRANDPAR
(25,24),(24,27),-0.160373 # DEPENDENCYPART_GRANDPAR
(25,24),(24,28),-0.179448 # DEPENDENCYPART_GRANDPAR
(25,26),(26,16),-0.807965 # DEPENDENCYPART_GRANDPAR
(25,26),(26,18),-0.47598 # DEPENDENCYPART_GRANDPAR
(25,26),(26,19),-0.254949 # DEPENDENCYPART_GRANDPAR
(25,26),(26,20),-0.727191 # DEPENDENCYPART_GRANDPAR
(25,26),(26,22),-0.33927 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-0.44252 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-0.373695 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-0.341246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),-0.0360317 # DEPENDENCYPART_GRANDPAR
(25,27),(27,20),-0.727191 # DEPENDENCYPART_GRANDPAR
(25,27),(27,21),-0.55871 # DEPENDENCYPART_GRANDPAR
(25,27),(27,22),-0.33927 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-0.44252 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-0.373695 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.345133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),-0.249972 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.0429714 # DEPENDENCYPART_GRANDPAR
(25,28),(28,18),-0.243922 # DEPENDENCYPART_GRANDPAR
(25,28),(28,20),-0.475432 # DEPENDENCYPART_GRANDPAR
(25,28),(28,21),-0.456459 # DEPENDENCYPART_GRANDPAR
(25,28),(28,22),-0.08751 # DEPENDENCYPART_GRANDPAR
(25,28),(28,23),-0.19076 # DEPENDENCYPART_GRANDPAR
(25,28),(28,24),-0.271444 # DEPENDENCYPART_GRANDPAR
(25,28),(28,25),-0.5716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,28),(28,26),-0.495364 # DEPENDENCYPART_GRANDPAR
(25,28),(28,27),-0.421708 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),-0.418986 # DEPENDENCYPART_GRANDPAR
(26,16),(16,9),-0.701046 # DEPENDENCYPART_GRANDPAR
(26,16),(16,10),-0.519217 # DEPENDENCYPART_GRANDPAR
(26,16),(16,12),-0.326518 # DEPENDENCYPART_GRANDPAR
(26,16),(16,13),-0.406652 # DEPENDENCYPART_GRANDPAR
(26,16),(16,14),-0.206488 # DEPENDENCYPART_GRANDPAR
(26,16),(16,15),-0.69346 # DEPENDENCYPART_GRANDPAR
(26,16),(16,17),-0.420155 # DEPENDENCYPART_GRANDPAR
(26,18),(18,2),-1.02345 # DEPENDENCYPART_GRANDPAR
(26,18),(18,5),-0.890726 # DEPENDENCYPART_GRANDPAR
(26,18),(18,7),-0.678567 # DEPENDENCYPART_GRANDPAR
(26,18),(18,9),-0.69485 # DEPENDENCYPART_GRANDPAR
(26,18),(18,10),-0.51302 # DEPENDENCYPART_GRANDPAR
(26,18),(18,13),-0.39439 # DEPENDENCYPART_GRANDPAR
(26,18),(18,15),-0.687264 # DEPENDENCYPART_GRANDPAR
(26,18),(18,16),-0.404794 # DEPENDENCYPART_GRANDPAR
(26,18),(18,17),-0.17898 # DEPENDENCYPART_GRANDPAR
(26,19),(19,1),-0.14962 # DEPENDENCYPART_GRANDPAR
(26,19),(19,4),-0.132811 # DEPENDENCYPART_GRANDPAR
(26,19),(19,6),-0.556858 # DEPENDENCYPART_GRANDPAR
(26,19),(19,12),-0.509482 # DEPENDENCYPART_GRANDPAR
(26,19),(19,13),0.0102541 # DEPENDENCYPART_GRANDPAR
(26,19),(19,14),-0.389452 # DEPENDENCYPART_GRANDPAR
(26,19),(19,15),-0.282619 # DEPENDENCYPART_GRANDPAR
(26,19),(19,16),-0.456955 # DEPENDENCYPART_GRANDPAR
(26,19),(19,17),-0.385787 # DEPENDENCYPART_GRANDPAR
(26,19),(19,18),-0.0545937 # DEPENDENCYPART_GRANDPAR
(26,19),(19,20),-0.399016 # DEPENDENCYPART_GRANDPAR
(26,19),(19,21),-0.487345 # DEPENDENCYPART_GRANDPAR
(26,19),(19,24),-0.358585 # DEPENDENCYPART_GRANDPAR
(26,19),(19,25),-0.227954 # DEPENDENCYPART_GRANDPAR
(26,19),(19,27),-0.268951 # DEPENDENCYPART_GRANDPAR
(26,19),(19,28),-0.143789 # DEPENDENCYPART_GRANDPAR
(26,19),(19,29),-0.233965 # DEPENDENCYPART_GRANDPAR
(26,20),(20,4),-0.211859 # DEPENDENCYPART_GRANDPAR
(26,20),(20,17),-0.266968 # DEPENDENCYPART_GRANDPAR
(26,20),(20,18),-0.144276 # DEPENDENCYPART_GRANDPAR
(26,20),(20,19),-0.567506 # DEPENDENCYPART_GRANDPAR
(26,20),(20,21),-0.169375 # DEPENDENCYPART_GRANDPAR
(26,20),(20,22),0.203398 # DEPENDENCYPART_GRANDPAR
