# _root_ " O zaman , " demiş cadı sesini biraz daha _ _ alçaltarak , " _ alabilirsin , canı ne kadar çekiyorsa _ alabilirsin .
#goldHeads=0,3,4,6,0,14,6,12,10,12,12,13,6,17,0,17,18,24,22,21,22,24,24,25,0,
#predictedHeads=0,3,12,0,0,17,8,12,10,12,12,13,6,0,0,17,18,24,22,21,22,24,24,25,0,
(17,14),(14,24),-0.462409 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),0.0828961 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.159721 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.263168 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.266429 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.210973 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.631551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),0.0602001 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),0.0234131 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-0.548017 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.0192048 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.0842422 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.317763 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.314106 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.00315509 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.28553 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),0.224832 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),0.359971 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.48479 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),0.15894 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.390607 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-0.00145044 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.408737 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.30529 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.171251 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.0696094 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.743869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.261373 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.315359 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.407929 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),0.0512737 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-0.210556 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.483862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.077457 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.198489 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.374985 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.390852 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),0.36044 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.482445 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.0713108 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.498525 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.488981 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),0.0426463 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.216928 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.453696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.107278 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.389772 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.121511 # DEPENDENCYPART_GRANDPAR
(17,22),(22,1),-0.432676 # DEPENDENCYPART_GRANDPAR
(17,22),(22,3),-0.368246 # DEPENDENCYPART_GRANDPAR
(17,22),(22,4),-0.259521 # DEPENDENCYPART_GRANDPAR
(17,22),(22,5),-0.417313 # DEPENDENCYPART_GRANDPAR
(17,22),(22,8),-0.529535 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-0.477919 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),0.0670399 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.209475 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.16752 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.537926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.0599379 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.43945 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.126491 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.38208 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.398167 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.417528 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.0928131 # DEPENDENCYPART_GRANDPAR
(17,24),(24,1),-0.432676 # DEPENDENCYPART_GRANDPAR
(17,24),(24,3),-0.368246 # DEPENDENCYPART_GRANDPAR
(17,24),(24,4),-0.259521 # DEPENDENCYPART_GRANDPAR
(17,24),(24,5),-0.417313 # DEPENDENCYPART_GRANDPAR
(17,24),(24,6),-0.680572 # DEPENDENCYPART_GRANDPAR
(17,24),(24,7),-0.383927 # DEPENDENCYPART_GRANDPAR
(17,24),(24,8),-0.529535 # DEPENDENCYPART_GRANDPAR
(17,24),(24,9),-0.414527 # DEPENDENCYPART_GRANDPAR
(17,24),(24,10),-0.382201 # DEPENDENCYPART_GRANDPAR
(17,24),(24,11),-0.506648 # DEPENDENCYPART_GRANDPAR
(17,24),(24,12),-0.403201 # DEPENDENCYPART_GRANDPAR
(17,24),(24,13),-0.477919 # DEPENDENCYPART_GRANDPAR
(17,24),(24,14),0.0670399 # DEPENDENCYPART_GRANDPAR
(17,24),(24,15),-0.209475 # DEPENDENCYPART_GRANDPAR
(17,24),(24,16),-0.16752 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-0.537926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,18),0.0599379 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),-0.43945 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),0.126491 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),0.38208 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.548575 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),0.139159 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.0928131 # DEPENDENCYPART_GRANDPAR
(17,25),(25,2),-0.252757 # DEPENDENCYPART_GRANDPAR
(17,25),(25,6),-0.727851 # DEPENDENCYPART_GRANDPAR
(17,25),(25,9),-0.446732 # DEPENDENCYPART_GRANDPAR
(17,25),(25,10),-0.427257 # DEPENDENCYPART_GRANDPAR
(17,25),(25,11),-0.553189 # DEPENDENCYPART_GRANDPAR
(17,25),(25,12),-0.449743 # DEPENDENCYPART_GRANDPAR
(17,25),(25,13),-0.515686 # DEPENDENCYPART_GRANDPAR
(17,25),(25,16),-0.214062 # DEPENDENCYPART_GRANDPAR
(17,25),(25,17),-0.596302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,25),(25,18),-0.00551606 # DEPENDENCYPART_GRANDPAR
(17,25),(25,19),-0.557871 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),-0.0155164 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),0.244129 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),-0.606951 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.0447335 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.512768 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-1.09741 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.66018 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.854737 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.485992 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.791521 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-1.05957 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.916007 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.767602 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.609827 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.418539 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.236729 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-0.164266 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),-1.09741 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.622082 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-0.66018 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.869846 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-0.854737 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.485992 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.791521 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-1.05957 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.916007 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.767602 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.670049 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.519382 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.609827 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.164266 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),0.051626 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.341492 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.178504 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.285829 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.204376 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.0115268 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.443043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,23),-0.22295 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.334023 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.670049 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.507061 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.380951 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.536333 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.292773 # DEPENDENCYPART_GRANDPAR
(18,16),(16,19),-0.176939 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.218854 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.164266 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.211494 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.215018 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.309296 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.525407 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.830619 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.224775 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.58863 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.58795 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.0778301 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.35318 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.631755 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.574743 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.313353 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.296327 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.133338 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),0.00064458 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.255117 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.0259853 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.195822 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.420269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.220636 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.2414 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.150498 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.207725 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.305527 # DEPENDENCYPART_GRANDPAR
(18,17),(17,25),-0.521877 # DEPENDENCYPART_GRANDPAR
(18,19),(19,2),-0.585554 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.0533635 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.216814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.000287867 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.0680767 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.0997108 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),0.270467 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.381651 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.220836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.0382184 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.382752 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.596536 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.356815 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.0449966 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.240172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),-0.0169564 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.130331 # DEPENDENCYPART_GRANDPAR
(18,25),(25,2),-0.582712 # DEPENDENCYPART_GRANDPAR
(18,25),(25,6),-0.485814 # DEPENDENCYPART_GRANDPAR
(18,25),(25,9),-0.952863 # DEPENDENCYPART_GRANDPAR
(18,25),(25,10),-0.729794 # DEPENDENCYPART_GRANDPAR
(18,25),(25,11),-0.773793 # DEPENDENCYPART_GRANDPAR
(18,25),(25,12),-0.610804 # DEPENDENCYPART_GRANDPAR
(18,25),(25,13),-0.439142 # DEPENDENCYPART_GRANDPAR
(18,25),(25,16),-0.281644 # DEPENDENCYPART_GRANDPAR
(18,25),(25,17),-0.147416 # DEPENDENCYPART_GRANDPAR
(18,25),(25,18),-0.303597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,25),(25,19),-0.0926913 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),-0.248504 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),-0.113066 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),-0.0410607 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.151431 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.138862 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.672636 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.626816 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.552167 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.308939 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.557917 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-0.519171 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.480659 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.524259 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),0.0266911 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.373549 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.341392 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.240278 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.127557 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.490626 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.401462 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.23873 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.217058 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.08069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.337194 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.404011 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.493376 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.221546 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-0.350878 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.445194 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.34408 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.326829 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.342532 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.314362 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.14601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.433598 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.464242 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.425109 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.324274 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.25788 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.972181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,13),-0.324429 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.659753 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.581517 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.747155 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.258908 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.916328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.28092 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-0.776921 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-0.892788 # DEPENDENCYPART_GRANDPAR
(19,22),(22,4),-0.435829 # DEPENDENCYPART_GRANDPAR
(19,22),(22,5),-0.708022 # DEPENDENCYPART_GRANDPAR
(19,22),(22,8),-0.853591 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.281572 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.617517 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.551567 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.549667 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.753148 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.216672 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.941044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.236528 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.276812 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.00505949 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.0064037 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.197324 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.102783 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-1.08343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),-0.310951 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.300605 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.392651 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.0183415 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.0820764 # DEPENDENCYPART_GRANDPAR
(20,13),(13,3),-0.842243 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.673077 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.673128 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.18862 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.197249 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.309603 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.498912 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.495398 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.115697 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.360452 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.0749625 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.280729 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.470076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.221044 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.210647 # DEPENDENCYPART_GRANDPAR
(20,19),(19,2),-0.63858 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.207496 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.188718 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.46529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.238075 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.262156 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.323904 # DEPENDENCYPART_GRANDPAR
(21,13),(13,3),-0.601694 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),-0.525542 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.555183 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.370313 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.26035 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.332893 # DEPENDENCYPART_GRANDPAR
(21,14),(14,2),-0.313401 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),-0.421159 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),-0.493097 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.267394 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.475876 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.507772 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.18079 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.254859 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.663714 # DEPENDENCYPART_GRANDPAR
(21,14),(14,22),-0.163719 # DEPENDENCYPART_GRANDPAR
(21,14),(14,23),-0.164948 # DEPENDENCYPART_GRANDPAR
(21,14),(14,24),-0.150101 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),-0.474446 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.425574 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.45747 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.29145 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.588061 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.424138 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.0873817 # DEPENDENCYPART_GRANDPAR
(21,15),(15,23),-0.187758 # DEPENDENCYPART_GRANDPAR
(21,15),(15,24),-0.17552 # DEPENDENCYPART_GRANDPAR
(21,17),(17,1),-0.521163 # DEPENDENCYPART_GRANDPAR
(21,17),(17,3),-0.573852 # DEPENDENCYPART_GRANDPAR
(21,17),(17,4),-0.668551 # DEPENDENCYPART_GRANDPAR
(21,17),(17,5),-0.478447 # DEPENDENCYPART_GRANDPAR
(21,17),(17,6),-0.698627 # DEPENDENCYPART_GRANDPAR
(21,17),(17,7),-0.531599 # DEPENDENCYPART_GRANDPAR
(21,17),(17,8),-0.559733 # DEPENDENCYPART_GRANDPAR
(21,17),(17,9),-0.393886 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),-0.345193 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.489107 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.521003 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.22651 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.34278 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.186988 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.36666 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.13249 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.331964 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.168681 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-0.375901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.197521 # DEPENDENCYPART_GRANDPAR
(21,17),(17,24),-0.183904 # DEPENDENCYPART_GRANDPAR
(21,17),(17,25),-0.201891 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.475876 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.507772 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.13421 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.353429 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.0906997 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.367825 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.175443 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.371361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,25),-0.20001 # DEPENDENCYPART_GRANDPAR
(21,19),(19,2),-0.23482 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.225593 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.0886567 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.114026 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.394652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.15903 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.165911 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.249887 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.0162168 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.275235 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.573297 # DEPENDENCYPART_GRANDPAR
(22,1),(1,4),-0.58531 # DEPENDENCYPART_GRANDPAR
(22,1),(1,17),-0.242741 # DEPENDENCYPART_GRANDPAR
(22,1),(1,22),-1.15422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,1),(1,23),-0.0209148 # DEPENDENCYPART_GRANDPAR
(22,1),(1,24),-0.508558 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.528718 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.0500425 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.553655 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),-0.543276 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.159232 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.279355 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.728791 # DEPENDENCYPART_GRANDPAR
