# _root_ İş Güvencesi , İş Kanunu ile birlikte _ ele_alınsın , SSK primleri _ _ düşürülsün .
#goldHeads=2,9,0,5,6,7,9,9,10,15,12,15,14,15,16,0,
#predictedHeads=2,9,0,5,6,9,9,9,10,15,12,15,14,15,16,0,
(6,3),(3,15),-0.0715376 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0474365 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0459464 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.119719 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.16501 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.406483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.181573 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.212204 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.0668075 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.0462172 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0447272 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.119719 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.281456 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.406483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.181573 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.212204 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.158294 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.0668075 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.474162 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.477822 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.363715 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.146489 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.0113975 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.268554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,11),0.118203 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.557665 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.4046 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.126496 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.0697632 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.310519 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.404599 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.328815 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.367568 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.422175 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.392657 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.131359 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.191749 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.104807 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),0.0247573 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.120474 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.0746292 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.31636 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.372546 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.208796 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.221141 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.116981 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.378278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.162008 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.0697632 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.31514 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.371327 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.208796 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.14854 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.116981 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.378278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.162008 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.22976 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.0697632 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.357671 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.414568 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.256879 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.191071 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0819986 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.365106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.0314584 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0416846 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.122993 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.193133 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.333944 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.188712 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.157915 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.467281 # DEPENDENCYPART_GRANDPAR
(8,1),(1,9),-0.244032 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-0.342964 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.00633222 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.46728 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.0351833 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.0729995 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.0595791 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.293474 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-0.22676 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.128195 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.150509 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.235816 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.279318 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.325699 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.00805996 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.0163873 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.223841 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.0308717 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.327408 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.0305696 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.542031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,15),-0.342964 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.00226593 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.0221813 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.228723 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.107971 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.327408 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.0305696 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.542031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,11),-0.285042 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.342964 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.126016 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.110271 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.189894 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.231722 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.299896 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.00447768 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),0.0171522 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.0014067 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.279628 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.122858 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.191033 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.130667 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.24422 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.39195 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.408063 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.438929 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.286245 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.219201 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.362505 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.179793 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.459391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.109104 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0523328 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.0399675 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.158863 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.115361 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.245 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.396295 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.122023 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.05498 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.30153 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.122322 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.775791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.421002 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.165497 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.153012 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.189945 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.146443 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.35228 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.219471 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.359035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.134561 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.181558 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0728635 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0264056 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0699071 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.203956 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.347113 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.167368 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.359035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.134561 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.181558 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0492192 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0264056 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0699071 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),0.0478033 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.184766 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),0.00476528 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.585502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.268527 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.25418 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.294611 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.309061 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.153342 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.320328 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.124946 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.141058 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.0192402 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),0.0478033 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.184766 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),0.00476528 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.585502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.268527 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.25418 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.294611 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.309061 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.308605 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.320328 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.39195 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.408063 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.438929 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.286245 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.219201 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.362505 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.179793 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.459391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),-0.17584 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.180225 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.093026 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.107476 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.182494 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.225995 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.395056 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.671868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),-0.269571 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.273367 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.238731 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.253181 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.39497 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.438472 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.368501 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.043509 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.162663 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-0.959116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,15),-0.705062 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.0647105 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.162662 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.187463 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.0920426 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.0741824 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.42768 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-0.93066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.013604 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.561339 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),0.0912259 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),0.123687 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.676613 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.0662041 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.0936691 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.0890683 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.0529758 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0108651 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.0331316 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.16714 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.705062 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.0693965 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.0904767 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.0858911 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0530356 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0108651 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0331316 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.16714 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.467801 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.705062 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.0382597 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.202177 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.0707493 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.0546205 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.298075 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.0829024 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.0795878 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),0.0843296 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.00167588 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.063227 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.180227 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.218918 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.436131 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.0546974 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.11692 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.0954566 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.0383366 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.21538 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.176424 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.077779 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.858858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.12961 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.173769 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.418041 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),0.144794 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),0.177256 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.604804 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.171157 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.234028 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),0.00739069 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),0.0328313 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.0253225 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),0.0126595 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.12859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.156707 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.399322 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.512136 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.544597 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.00768492 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.118433 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.023505 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.868579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.0393252 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.385425 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.346427 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.378888 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.143355 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.0181152 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.0758827 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.023505 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.868579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.0393252 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.270488 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.346427 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.378888 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),0.150688 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),0.135479 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),0.0876539 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),0.066228 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.00556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.121709 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.517714 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.762001 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.51322 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.648656 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.107091 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),0.0541379 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.0907302 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),0.150688 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),0.135479 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),0.0876539 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),0.066228 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.00556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.121709 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.517714 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.762001 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.00866829 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.648656 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.381629 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.2204 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.15161 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.365268 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.12385 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.0196402 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.0742852 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.0852516 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.922643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.0568443 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.327681 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.571967 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.125013 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.157475 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.261282 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.131793 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.981019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.122298 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.446103 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.690389 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.0588796 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.026418 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.726964 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.142633 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.148257 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.120333 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.132041 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.175609 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.26885 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.151786 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.26154 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.117352 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.122976 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),0.138597 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.151378 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.177436 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.270677 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.153613 # DEPENDENCYPART_GRANDPAR
(10,5),(5,11),-0.289949 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.26154 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.16914 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.158649 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.0156614 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.203166 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.204129 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.2295 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.216981 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.206491 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.00497454 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.251008 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.25197 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.343994 # DEPENDENCYPART_GRANDPAR
(10,7),(7,11),-0.197395 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.472991 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.458655 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.29167 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.507017 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.501551 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.238981 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.190355 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0247824 # DEPENDENCYPART_GRANDPAR
