# _root_ Bütün delilleri , dosyayı _ inceleme hakkına _ sahibiz hukuki _ olarak , fakat bu haktan _ mahrum_edildik .
#goldHeads=2,3,4,5,6,7,9,9,14,11,12,9,0,18,16,18,18,19,0,
#predictedHeads=2,5,0,5,6,7,9,9,10,11,12,18,0,19,16,18,18,19,0,
(5,6),(6,7),-0.0401978 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.184127 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.367585 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.326349 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.474148 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.426546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0173403 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.182793 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0506772 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.33848 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.147322 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.207141 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.552657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.218963 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.355236 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.451137 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.267816 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.43514 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.676943 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.382827 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.403378 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.489391 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.526902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.0611849 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.197458 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.408092 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.0951153 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.0575224 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.222081 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.238873 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.68446 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.115823 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.222386 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.653013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.262808 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.399043 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.643102 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.581507 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.106223 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.0847668 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.221468 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.282589 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.310366 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.200893 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.759789 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.447135 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.346708 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.453272 # DEPENDENCYPART_GRANDPAR
(5,12),(12,6),-0.130524 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.266835 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.351171 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.448775 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.117355 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.0798971 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.160752 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.378367 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.843302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),-0.275631 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.411941 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.693815 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.733982 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.167109 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.562642 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.0518987 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.213758 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.109037 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.207792 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.0872778 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.367602 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.184124 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.0543355 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.145886 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.103251 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.452309 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.198324 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.368351 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.424142 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-0.226515 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.382827 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-0.403378 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-0.489391 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-0.526902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,6),-0.0611849 # DEPENDENCYPART_GRANDPAR
(5,18),(18,7),-0.197458 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),-0.408092 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),-0.488821 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),-0.0163813 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-0.246241 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),0.164875 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.450977 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.0834748 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.450449 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.369524 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.58023 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.544426 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.34173 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0921595 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.415937 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.0503741 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),0.0565995 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.35428 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.013955 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.334721 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.327786 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.0271433 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.440806 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0921637 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0865202 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.259692 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.191917 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.367094 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),0.0565995 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.35428 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.10312 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0434763 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.100441 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.160261 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.46203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.144124 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.22935 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.210103 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),0.0734115 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.0242781 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),0.0147059 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.19848 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.323122 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.320587 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.378845 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.357628 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.186914 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.00516982 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.374478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.0233506 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.114174 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),0.29828 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.361934 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.418009 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.545854 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.00260627 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.0541791 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.43258 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.316202 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.39549 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.360477 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.272256 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.519105 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.418013 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.0182067 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.385301 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.131907 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),-0.410511 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.0541791 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.43258 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.415558 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.0356335 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.229314 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.139224 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.325315 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.27734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.272766 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.242792 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.171699 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.0947776 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),0.0583753 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.218683 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.401421 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.402039 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0228189 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.384919 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.0715707 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.218008 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.427336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,3),-0.373656 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.111328 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.00454291 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.225808 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.332176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.0582909 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0174943 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.217714 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.216919 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.227939 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.091593 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.342419 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.325847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.273156 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.211769 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0373532 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.0274551 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.136143 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.00193315 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.157212 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-0.433711 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.344618 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.535627 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.162597 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.344897 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.201127 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0248289 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.845249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,15),-0.0570879 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.437918 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.491696 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.433331 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.0565387 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.291394 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.485853 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.58564 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.748615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.293496 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.224696 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.000356396 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),0.208176 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.237194 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.395412 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.150938 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.356207 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.205062 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.22348 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.0153846 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.373825 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.166958 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.351109 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.205491 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.218382 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.0181439 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.192412 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.84525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),-0.239525 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.0570893 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.716284 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.303286 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.585974 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.269267 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.558162 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.657987 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.643896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),0.111545 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0166101 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.0303783 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),0.137597 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.239017 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.554767 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.229849 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.526955 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.62678 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.685128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.267676 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0252524 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.0197801 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.0159452 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.466989 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.716284 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.303286 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.585974 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.269267 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.558162 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.657987 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.643896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),-0.206265 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.0669689 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.143211 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.00728953 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),0.0743124 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),0.0781467 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),0.144424 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.126729 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.11716 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.090557 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.315327 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.430976 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.404012 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.128575 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.374682 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.332046 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.332152 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-0.38238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,11),0.0633384 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.346226 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.319643 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.310655 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.174927 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.293633 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.144753 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.128575 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.374682 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.0972616 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.284589 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.172857 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.245084 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.367955 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.743633 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.492033 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.310578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),0.116907 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),0.153309 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),0.0682763 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.077129 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.274424 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.312257 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.341154 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.195428 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.29994 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.382889 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.496408 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),0.316369 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.313731 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.178203 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.272517 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.390218 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.015274 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.144753 # DEPENDENCYPART_GRANDPAR
(9,7),(7,10),0.147212 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.128576 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.0250183 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.238386 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.491091 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.050958 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.327119 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.244643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.303306 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.00141437 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.208489 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.350871 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.307278 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),0.192721 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.023901 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.399674 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.158652 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.457283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.200617 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0317486 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.15746 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.0897017 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.010847 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),0.138954 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.317916 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.0396651 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.618688 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.575095 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.291718 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.667491 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.390952 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.290181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.214912 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.304633 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),0.10532 # DEPENDENCYPART_GRANDPAR
(9,16),(16,10),0.247317 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.217819 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.0542691 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.100659 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.0426843 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.0602545 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.00462245 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.350871 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.023901 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.399674 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.158652 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.457283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.200617 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),-0.0192192 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.0268142 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.183043 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.0449975 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.0722702 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.421089 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.317916 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),0.0728099 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.625409 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.419924 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.581816 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),0.0412417 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.298439 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.674212 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.418476 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.374363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
