# _root_ Sayın Bila bana , bu _ konuşmayla ilgili izlenimlerini köşesinde _ yazacağını ifade_etti , _ dediği gibi de yaptı .
#goldHeads=2,19,13,0,7,7,8,9,12,12,12,13,14,19,16,17,19,17,20,0,
#predictedHeads=2,13,13,0,7,7,8,9,11,11,12,13,14,19,16,17,19,17,20,0,
(6,4),(4,6),-0.521019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,11),-0.168219 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.266047 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.620513 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.312055 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.725952 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.184908 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.385183 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.572181 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.53706 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.28262 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.384029 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.367341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,1),-0.385185 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.572191 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.537062 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.282621 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.384031 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.36886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.184579 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.064085 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.199048 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.385183 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.53706 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.384029 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.367341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.182287 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.163824 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.257343 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.0411911 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.566055 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.320422 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.322344 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.180628 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.246307 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.593808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.427679 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.407304 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.376134 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.639267 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.163855 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.614767 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.188919 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.120604 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.213939 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.724229 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.504235 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.28262 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),-0.182287 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.163824 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.130743 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.393875 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.0145412 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.427603 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.587441 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.54044 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.359652 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.397734 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.467746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.226246 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.205872 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.174702 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.437834 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.114946 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.223166 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.348495 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.0825758 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.133136 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.648924 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.60212 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.333733 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.784097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),-0.440577 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.422352 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.652165 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.431297 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.814538 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.113706 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),0.174926 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.038931 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.424702 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.320422 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.246307 # DEPENDENCYPART_GRANDPAR
(6,15),(15,7),-0.427679 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),-0.407304 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.376134 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.639267 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.424598 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.662249 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.492383 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.213939 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.326068 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.724229 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.182369 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.445502 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.230833 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.558313 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.440371 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.221432 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.0584051 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.258288 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-0.427757 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-0.58783 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.540594 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.359806 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.467726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,7),-0.226127 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),-0.205753 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),-0.174582 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),-0.437715 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.114926 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.223046 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.569588 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.418457 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.258762 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.0242842 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),0.0600429 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),0.222802 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.603244 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.485337 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.234224 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.125259 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.265355 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.200399 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.226042 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.137744 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.0665107 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.141446 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),0.0320966 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.3359 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.378424 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.207329 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0744813 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.205665 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.177421 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0103139 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.321928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.217794 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),0.132071 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.0371869 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),0.122171 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.0237733 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),0.00670806 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),0.132653 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),0.0588034 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.218215 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.286462 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.111615 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.0561711 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.173688 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.00123469 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.230615 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.308564 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.344431 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.218298 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.169155 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.393359 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.161817 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.134312 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.145971 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.000912007 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.0397904 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.107208 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.199181 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.594366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.00377799 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.208452 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.156194 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.10107 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.0360544 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.0690425 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.116915 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.276119 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.111615 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.186255 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.112492 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.0814356 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.134297 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.198066 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.403877 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.341929 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.127018 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.110557 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.223891 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.509821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.135072 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0809717 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.082995 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.403877 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.341929 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.127018 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.110557 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.223891 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.509821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.0916668 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.0809717 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.082995 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.591519 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.500848 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.480128 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.472702 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.311847 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.299846 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.16654 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.378982 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.372346 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.334424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),-0.310422 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.381819 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.343078 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),0.0154919 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.106623 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.13639 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.434014 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.507023 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.54852 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.461423 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.467734 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.172856 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0828601 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.458879 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.42353 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.400955 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.421286 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.123179 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.139924 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.0321087 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.48443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.680674 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.735422 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.64637 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.400499 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.205459 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.402867 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.395512 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.246873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0410252 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.268556 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.708498 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.54669 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.47728 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.348792 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.186537 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.252884 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.245537 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.460522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.656766 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.147814 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.175593 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.192926 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.221207 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.0424321 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.266549 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.132331 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.743784 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-0.831977 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.646145 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.591169 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.247175 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.376363 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.369016 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.318139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),-0.514382 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),-0.229107 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.365534 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.276203 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.0987836 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.025308 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.245356 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.0895479 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.149954 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.249297 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.2499 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.403658 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.295551 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.304086 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.0297728 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.202656 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.032356 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.425227 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.37178 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.212664 # DEPENDENCYPART_GRANDPAR
(10,6),(6,11),-0.349001 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.0115564 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.346366 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.0299697 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.129567 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.25432 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.38316 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.320732 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.376475 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.118089 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.36883 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.0369579 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.0183655 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.272588 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.251485 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.0576205 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.322381 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.0127195 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.0754295 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0109333 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.00123894 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.695621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,1),-0.320732 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.118089 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.0369579 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.0183655 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.135923 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0663404 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.695598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.367923 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.41432 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.539656 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.20507 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.38009 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.214608 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.252746 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.299129 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.244971 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.0865659 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.671713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.222224 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.17888 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.147464 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.198262 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.160362 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.215696 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.155149 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-0.559208 # DEPENDENCYPART_GRANDPAR
(10,19),(19,2),-0.663134 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-0.304525 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.493979 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.313384 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-0.422608 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.36845 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.210044 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.52933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),-0.267686 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),0.00472889 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.27949 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.144245 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.0482523 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.174824 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.207478 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.204525 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.272115 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.106405 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.204504 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.0413751 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.191497 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.588846 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.523105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.190596 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.590378 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.331259 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.720946 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.250583 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.429112 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.240864 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.261087 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.222837 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.1637 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.237255 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.170192 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.287714 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.450171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.0878128 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.496077 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.106873 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.258325 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),0.125682 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.626614 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.106405 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.121523 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.233891 # DEPENDENCYPART_GRANDPAR
