# _root_ " Bankalar öyle bir izlenim yarattı ki sanki _ _ verilen hizmetler hava , su gibi _ _ ücretsiz _ olabilir " _ diyen Demiray , bundan_sonra _ _ verilen hizmetlerden ücret _ alınacağını _ bildirdi .
#goldHeads=0,6,5,5,6,7,8,20,10,11,12,20,16,0,16,18,18,19,20,21,22,23,24,25,35,0,30,29,30,31,33,33,34,35,36,37,0,
#predictedHeads=0,6,5,5,6,10,6,10,10,11,12,13,21,0,16,20,18,19,21,21,22,23,24,25,36,0,28,29,30,31,33,34,34,36,36,37,0,
(28,31),(31,30),0.0560198 # DEPENDENCYPART_GRANDPAR
(28,31),(31,32),0.0687026 # DEPENDENCYPART_GRANDPAR
(28,31),(31,33),-0.0410002 # DEPENDENCYPART_GRANDPAR
(28,32),(32,18),-0.688138 # DEPENDENCYPART_GRANDPAR
(28,32),(32,24),-0.343871 # DEPENDENCYPART_GRANDPAR
(28,32),(32,26),-0.121614 # DEPENDENCYPART_GRANDPAR
(28,32),(32,27),-0.291394 # DEPENDENCYPART_GRANDPAR
(28,32),(32,28),-0.295472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,32),(32,29),-0.0358918 # DEPENDENCYPART_GRANDPAR
(28,32),(32,30),0.0560199 # DEPENDENCYPART_GRANDPAR
(28,32),(32,31),-0.0633861 # DEPENDENCYPART_GRANDPAR
(28,32),(32,33),-0.032532 # DEPENDENCYPART_GRANDPAR
(28,32),(32,35),-0.230193 # DEPENDENCYPART_GRANDPAR
(28,33),(33,19),-0.512047 # DEPENDENCYPART_GRANDPAR
(28,33),(33,22),-0.476669 # DEPENDENCYPART_GRANDPAR
(28,33),(33,24),-0.207452 # DEPENDENCYPART_GRANDPAR
(28,33),(33,25),-0.168811 # DEPENDENCYPART_GRANDPAR
(28,33),(33,26),-0.0196216 # DEPENDENCYPART_GRANDPAR
(28,33),(33,27),-0.119321 # DEPENDENCYPART_GRANDPAR
(28,33),(33,28),-0.521939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,33),(33,29),-0.262359 # DEPENDENCYPART_GRANDPAR
(28,33),(33,30),0.00413216 # DEPENDENCYPART_GRANDPAR
(28,33),(33,31),-0.308502 # DEPENDENCYPART_GRANDPAR
(28,33),(33,32),-0.32338 # DEPENDENCYPART_GRANDPAR
(28,33),(33,34),0.07984 # DEPENDENCYPART_GRANDPAR
(28,33),(33,35),-0.0083218 # DEPENDENCYPART_GRANDPAR
(28,34),(34,17),-1.02319 # DEPENDENCYPART_GRANDPAR
(28,34),(34,26),-0.121614 # DEPENDENCYPART_GRANDPAR
(28,34),(34,31),-0.0631106 # DEPENDENCYPART_GRANDPAR
(28,34),(34,32),-0.0779885 # DEPENDENCYPART_GRANDPAR
(28,34),(34,33),-0.0896422 # DEPENDENCYPART_GRANDPAR
(28,35),(35,19),-0.512047 # DEPENDENCYPART_GRANDPAR
(28,35),(35,25),-0.168811 # DEPENDENCYPART_GRANDPAR
(28,35),(35,27),-0.119321 # DEPENDENCYPART_GRANDPAR
(28,35),(35,28),-0.521939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,35),(35,29),-0.262359 # DEPENDENCYPART_GRANDPAR
(28,35),(35,30),0.00413216 # DEPENDENCYPART_GRANDPAR
(28,35),(35,31),-0.308502 # DEPENDENCYPART_GRANDPAR
(28,35),(35,32),-0.32338 # DEPENDENCYPART_GRANDPAR
(28,35),(35,33),-0.316109 # DEPENDENCYPART_GRANDPAR
(28,35),(35,34),-0.180903 # DEPENDENCYPART_GRANDPAR
(28,35),(35,36),-0.276011 # DEPENDENCYPART_GRANDPAR
(29,5),(5,1),-0.605605 # DEPENDENCYPART_GRANDPAR
(29,5),(5,2),-0.345539 # DEPENDENCYPART_GRANDPAR
(29,5),(5,3),-0.252196 # DEPENDENCYPART_GRANDPAR
(29,5),(5,4),0.115618 # DEPENDENCYPART_GRANDPAR
(29,5),(5,36),-0.665909 # DEPENDENCYPART_GRANDPAR
(29,12),(12,2),-0.345539 # DEPENDENCYPART_GRANDPAR
(29,12),(12,4),0.115618 # DEPENDENCYPART_GRANDPAR
(29,12),(12,5),-0.503196 # DEPENDENCYPART_GRANDPAR
(29,12),(12,6),-0.817176 # DEPENDENCYPART_GRANDPAR
(29,12),(12,8),-0.341818 # DEPENDENCYPART_GRANDPAR
(29,12),(12,9),-0.510993 # DEPENDENCYPART_GRANDPAR
(29,12),(12,10),-0.842824 # DEPENDENCYPART_GRANDPAR
(29,12),(12,11),-0.738986 # DEPENDENCYPART_GRANDPAR
(29,12),(12,36),-0.665909 # DEPENDENCYPART_GRANDPAR
(29,13),(13,1),-0.596623 # DEPENDENCYPART_GRANDPAR
(29,13),(13,2),-0.336832 # DEPENDENCYPART_GRANDPAR
(29,13),(13,3),-0.243604 # DEPENDENCYPART_GRANDPAR
(29,13),(13,4),0.123013 # DEPENDENCYPART_GRANDPAR
(29,13),(13,5),-0.494489 # DEPENDENCYPART_GRANDPAR
(29,13),(13,6),-0.808195 # DEPENDENCYPART_GRANDPAR
(29,13),(13,7),-0.397891 # DEPENDENCYPART_GRANDPAR
(29,13),(13,8),-0.333226 # DEPENDENCYPART_GRANDPAR
(29,13),(13,9),-0.502011 # DEPENDENCYPART_GRANDPAR
(29,13),(13,10),-0.833843 # DEPENDENCYPART_GRANDPAR
(29,13),(13,11),-0.731665 # DEPENDENCYPART_GRANDPAR
(29,13),(13,12),-0.198304 # DEPENDENCYPART_GRANDPAR
(29,13),(13,36),-0.665909 # DEPENDENCYPART_GRANDPAR
(29,15),(15,11),-0.741368 # DEPENDENCYPART_GRANDPAR
(29,15),(15,13),-0.120537 # DEPENDENCYPART_GRANDPAR
(29,15),(15,14),-0.230342 # DEPENDENCYPART_GRANDPAR
(29,15),(15,17),-0.468934 # DEPENDENCYPART_GRANDPAR
(29,15),(15,18),-0.453804 # DEPENDENCYPART_GRANDPAR
(29,15),(15,20),-0.716647 # DEPENDENCYPART_GRANDPAR
(29,15),(15,36),-0.665909 # DEPENDENCYPART_GRANDPAR
(29,16),(16,12),-0.233387 # DEPENDENCYPART_GRANDPAR
(29,16),(16,13),-0.134845 # DEPENDENCYPART_GRANDPAR
(29,16),(16,14),-0.26014 # DEPENDENCYPART_GRANDPAR
(29,16),(16,15),-0.0604354 # DEPENDENCYPART_GRANDPAR
(29,16),(16,17),-0.553579 # DEPENDENCYPART_GRANDPAR
(29,17),(17,11),-1.05649 # DEPENDENCYPART_GRANDPAR
(29,17),(17,14),-0.0595004 # DEPENDENCYPART_GRANDPAR
(29,17),(17,15),-0.0836434 # DEPENDENCYPART_GRANDPAR
(29,17),(17,16),-0.690089 # DEPENDENCYPART_GRANDPAR
(29,18),(18,10),-0.664351 # DEPENDENCYPART_GRANDPAR
(29,18),(18,14),-0.120862 # DEPENDENCYPART_GRANDPAR
(29,18),(18,15),-0.168091 # DEPENDENCYPART_GRANDPAR
(29,18),(18,16),-0.793448 # DEPENDENCYPART_GRANDPAR
(29,18),(18,17),-0.189112 # DEPENDENCYPART_GRANDPAR
(29,19),(19,4),0.115618 # DEPENDENCYPART_GRANDPAR
(29,19),(19,11),-0.738986 # DEPENDENCYPART_GRANDPAR
(29,19),(19,14),-0.217888 # DEPENDENCYPART_GRANDPAR
(29,19),(19,15),-0.00523641 # DEPENDENCYPART_GRANDPAR
(29,19),(19,16),-0.609285 # DEPENDENCYPART_GRANDPAR
(29,19),(19,17),-0.348402 # DEPENDENCYPART_GRANDPAR
(29,19),(19,18),-0.365784 # DEPENDENCYPART_GRANDPAR
(29,19),(19,20),-0.716647 # DEPENDENCYPART_GRANDPAR
(29,20),(20,11),-1.25181 # DEPENDENCYPART_GRANDPAR
(29,20),(20,12),-0.328192 # DEPENDENCYPART_GRANDPAR
(29,20),(20,13),-0.227103 # DEPENDENCYPART_GRANDPAR
(29,20),(20,14),-0.230486 # DEPENDENCYPART_GRANDPAR
(29,20),(20,15),-0.152937 # DEPENDENCYPART_GRANDPAR
(29,20),(20,16),-0.973961 # DEPENDENCYPART_GRANDPAR
(29,20),(20,17),-0.0881605 # DEPENDENCYPART_GRANDPAR
(29,20),(20,18),-0.524533 # DEPENDENCYPART_GRANDPAR
(29,20),(20,19),-0.331117 # DEPENDENCYPART_GRANDPAR
(29,20),(20,23),-0.68788 # DEPENDENCYPART_GRANDPAR
(29,20),(20,25),-0.389885 # DEPENDENCYPART_GRANDPAR
(29,20),(20,27),0.0045484 # DEPENDENCYPART_GRANDPAR
(29,20),(20,29),-0.425961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,20),(20,32),-0.285112 # DEPENDENCYPART_GRANDPAR
(29,20),(20,33),-0.120187 # DEPENDENCYPART_GRANDPAR
(29,21),(21,1),-0.705087 # DEPENDENCYPART_GRANDPAR
(29,21),(21,2),-0.375412 # DEPENDENCYPART_GRANDPAR
(29,21),(21,3),-0.352915 # DEPENDENCYPART_GRANDPAR
(29,21),(21,5),-0.525644 # DEPENDENCYPART_GRANDPAR
(29,21),(21,6),-0.926958 # DEPENDENCYPART_GRANDPAR
(29,21),(21,7),-0.386429 # DEPENDENCYPART_GRANDPAR
(29,21),(21,8),-0.406012 # DEPENDENCYPART_GRANDPAR
(29,21),(21,9),-0.353684 # DEPENDENCYPART_GRANDPAR
(29,21),(21,10),-0.685516 # DEPENDENCYPART_GRANDPAR
(29,21),(21,12),-0.236884 # DEPENDENCYPART_GRANDPAR
(29,21),(21,13),-0.137958 # DEPENDENCYPART_GRANDPAR
(29,21),(21,14),-0.373585 # DEPENDENCYPART_GRANDPAR
(29,21),(21,15),-0.0715072 # DEPENDENCYPART_GRANDPAR
(29,21),(21,16),-0.902413 # DEPENDENCYPART_GRANDPAR
(29,21),(21,17),-0.111185 # DEPENDENCYPART_GRANDPAR
(29,21),(21,18),-0.327599 # DEPENDENCYPART_GRANDPAR
(29,21),(21,19),-0.239808 # DEPENDENCYPART_GRANDPAR
(29,21),(21,20),-0.503606 # DEPENDENCYPART_GRANDPAR
(29,21),(21,22),-0.36488 # DEPENDENCYPART_GRANDPAR
(29,21),(21,23),-0.566393 # DEPENDENCYPART_GRANDPAR
(29,21),(21,25),-0.191012 # DEPENDENCYPART_GRANDPAR
(29,21),(21,27),0.0746392 # DEPENDENCYPART_GRANDPAR
(29,21),(21,28),-0.0116041 # DEPENDENCYPART_GRANDPAR
(29,21),(21,29),-0.607956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,21),(21,31),-0.262028 # DEPENDENCYPART_GRANDPAR
(29,21),(21,32),-0.557395 # DEPENDENCYPART_GRANDPAR
(29,21),(21,33),-0.302182 # DEPENDENCYPART_GRANDPAR
(29,21),(21,35),-0.343967 # DEPENDENCYPART_GRANDPAR
(29,22),(22,9),-0.042999 # DEPENDENCYPART_GRANDPAR
(29,22),(22,11),-0.655061 # DEPENDENCYPART_GRANDPAR
(29,22),(22,18),-0.448059 # DEPENDENCYPART_GRANDPAR
(29,22),(22,19),-0.103522 # DEPENDENCYPART_GRANDPAR
(29,22),(22,20),-0.192921 # DEPENDENCYPART_GRANDPAR
(29,22),(22,21),0.0192494 # DEPENDENCYPART_GRANDPAR
(29,22),(22,23),-0.764179 # DEPENDENCYPART_GRANDPAR
(29,22),(22,35),-0.313182 # DEPENDENCYPART_GRANDPAR
(29,22),(22,36),-0.730563 # DEPENDENCYPART_GRANDPAR
(29,23),(23,12),-0.328192 # DEPENDENCYPART_GRANDPAR
(29,23),(23,13),-0.227103 # DEPENDENCYPART_GRANDPAR
(29,23),(23,18),-0.524533 # DEPENDENCYPART_GRANDPAR
(29,23),(23,19),-0.331117 # DEPENDENCYPART_GRANDPAR
(29,23),(23,20),-0.437666 # DEPENDENCYPART_GRANDPAR
(29,23),(23,21),-0.759095 # DEPENDENCYPART_GRANDPAR
(29,23),(23,22),-0.26801 # DEPENDENCYPART_GRANDPAR
(29,23),(23,33),-0.120187 # DEPENDENCYPART_GRANDPAR
(29,23),(23,35),-0.161972 # DEPENDENCYPART_GRANDPAR
(29,23),(23,36),-0.554305 # DEPENDENCYPART_GRANDPAR
(29,24),(24,12),-0.247827 # DEPENDENCYPART_GRANDPAR
(29,24),(24,13),-0.151074 # DEPENDENCYPART_GRANDPAR
(29,24),(24,14),-0.26813 # DEPENDENCYPART_GRANDPAR
(29,24),(24,15),-0.0783686 # DEPENDENCYPART_GRANDPAR
(29,24),(24,16),-0.701282 # DEPENDENCYPART_GRANDPAR
(29,24),(24,17),-0.197073 # DEPENDENCYPART_GRANDPAR
(29,24),(24,22),-0.307652 # DEPENDENCYPART_GRANDPAR
(29,24),(24,23),-0.236483 # DEPENDENCYPART_GRANDPAR
(29,25),(25,11),-0.736505 # DEPENDENCYPART_GRANDPAR
(29,25),(25,21),-0.598149 # DEPENDENCYPART_GRANDPAR
(29,25),(25,22),-0.287455 # DEPENDENCYPART_GRANDPAR
(29,25),(25,23),-0.405276 # DEPENDENCYPART_GRANDPAR
(29,25),(25,24),0.0495373 # DEPENDENCYPART_GRANDPAR
(29,26),(26,6),-0.302839 # DEPENDENCYPART_GRANDPAR
(29,26),(26,9),-0.294642 # DEPENDENCYPART_GRANDPAR
(29,26),(26,10),-0.626474 # DEPENDENCYPART_GRANDPAR
(29,26),(26,11),-0.617141 # DEPENDENCYPART_GRANDPAR
(29,26),(26,20),-0.444564 # DEPENDENCYPART_GRANDPAR
(29,26),(26,21),-0.0594871 # DEPENDENCYPART_GRANDPAR
(29,26),(26,23),-0.189331 # DEPENDENCYPART_GRANDPAR
(29,26),(26,24),0.150834 # DEPENDENCYPART_GRANDPAR
(29,26),(26,25),0.0644058 # DEPENDENCYPART_GRANDPAR
(29,26),(26,28),-0.32338 # DEPENDENCYPART_GRANDPAR
(29,26),(26,34),-0.250872 # DEPENDENCYPART_GRANDPAR
(29,26),(26,35),-0.234906 # DEPENDENCYPART_GRANDPAR
(29,26),(26,36),-0.648637 # DEPENDENCYPART_GRANDPAR
(29,27),(27,19),-0.249456 # DEPENDENCYPART_GRANDPAR
(29,27),(27,23),-0.428714 # DEPENDENCYPART_GRANDPAR
(29,27),(27,25),-0.0454776 # DEPENDENCYPART_GRANDPAR
(29,27),(27,26),-0.0283678 # DEPENDENCYPART_GRANDPAR
(29,27),(27,31),-0.200682 # DEPENDENCYPART_GRANDPAR
(29,28),(28,19),-0.331117 # DEPENDENCYPART_GRANDPAR
(29,28),(28,24),-0.469252 # DEPENDENCYPART_GRANDPAR
(29,28),(28,25),-0.111532 # DEPENDENCYPART_GRANDPAR
(29,28),(28,26),0.0135071 # DEPENDENCYPART_GRANDPAR
(29,28),(28,27),-0.0936549 # DEPENDENCYPART_GRANDPAR
(29,28),(28,29),-0.425961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,28),(28,31),0.0102553 # DEPENDENCYPART_GRANDPAR
(29,28),(28,32),-0.285112 # DEPENDENCYPART_GRANDPAR
(29,28),(28,33),-0.120187 # DEPENDENCYPART_GRANDPAR
(29,28),(28,34),-0.148088 # DEPENDENCYPART_GRANDPAR
(29,28),(28,35),-0.161972 # DEPENDENCYPART_GRANDPAR
(29,31),(31,18),-0.657578 # DEPENDENCYPART_GRANDPAR
(29,31),(31,24),-0.163001 # DEPENDENCYPART_GRANDPAR
(29,31),(31,26),-0.111951 # DEPENDENCYPART_GRANDPAR
(29,31),(31,27),-0.106393 # DEPENDENCYPART_GRANDPAR
(29,31),(31,28),-0.0896196 # DEPENDENCYPART_GRANDPAR
(29,31),(31,29),-0.345216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,31),(31,30),0.0433073 # DEPENDENCYPART_GRANDPAR
(29,31),(31,32),-0.154364 # DEPENDENCYPART_GRANDPAR
(29,31),(31,33),0.00919896 # DEPENDENCYPART_GRANDPAR
(29,32),(32,18),-0.657578 # DEPENDENCYPART_GRANDPAR
(29,32),(32,24),-0.163001 # DEPENDENCYPART_GRANDPAR
(29,32),(32,26),-0.111951 # DEPENDENCYPART_GRANDPAR
(29,32),(32,27),-0.106393 # DEPENDENCYPART_GRANDPAR
(29,32),(32,28),-0.0896196 # DEPENDENCYPART_GRANDPAR
(29,32),(32,29),-0.345216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,32),(32,30),0.0433074 # DEPENDENCYPART_GRANDPAR
(29,32),(32,31),-0.00596324 # DEPENDENCYPART_GRANDPAR
(29,32),(32,33),0.0176672 # DEPENDENCYPART_GRANDPAR
(29,32),(32,35),-0.0241171 # DEPENDENCYPART_GRANDPAR
(29,34),(34,17),-0.778275 # DEPENDENCYPART_GRANDPAR
(29,34),(34,26),-0.111951 # DEPENDENCYPART_GRANDPAR
(29,34),(34,31),-0.00568779 # DEPENDENCYPART_GRANDPAR
(29,34),(34,32),-0.301056 # DEPENDENCYPART_GRANDPAR
(29,34),(34,33),-0.039443 # DEPENDENCYPART_GRANDPAR
(30,16),(16,12),-0.517971 # DEPENDENCYPART_GRANDPAR
(30,16),(16,13),-0.424258 # DEPENDENCYPART_GRANDPAR
(30,16),(16,14),-0.530192 # DEPENDENCYPART_GRANDPAR
(30,16),(16,15),-0.320117 # DEPENDENCYPART_GRANDPAR
(30,16),(16,17),-0.382308 # DEPENDENCYPART_GRANDPAR
(30,22),(22,9),-0.0373012 # DEPENDENCYPART_GRANDPAR
(30,22),(22,11),0.421111 # DEPENDENCYPART_GRANDPAR
(30,22),(22,18),0.186434 # DEPENDENCYPART_GRANDPAR
(30,22),(22,19),-0.131489 # DEPENDENCYPART_GRANDPAR
(30,22),(22,20),0.0529274 # DEPENDENCYPART_GRANDPAR
(30,22),(22,21),0.170111 # DEPENDENCYPART_GRANDPAR
(30,22),(22,23),-0.210234 # DEPENDENCYPART_GRANDPAR
(30,22),(22,35),-0.122606 # DEPENDENCYPART_GRANDPAR
(30,22),(22,36),-0.0977435 # DEPENDENCYPART_GRANDPAR
(30,25),(25,11),0.225806 # DEPENDENCYPART_GRANDPAR
(30,25),(25,21),0.0460602 # DEPENDENCYPART_GRANDPAR
(30,25),(25,22),-0.245567 # DEPENDENCYPART_GRANDPAR
(30,25),(25,23),0.0414087 # DEPENDENCYPART_GRANDPAR
(30,25),(25,24),0.10072 # DEPENDENCYPART_GRANDPAR
(30,26),(26,6),0.285681 # DEPENDENCYPART_GRANDPAR
(30,26),(26,9),-0.105189 # DEPENDENCYPART_GRANDPAR
(30,26),(26,10),-0.00988287 # DEPENDENCYPART_GRANDPAR
(30,26),(26,11),0.597568 # DEPENDENCYPART_GRANDPAR
(30,26),(26,20),-0.01496 # DEPENDENCYPART_GRANDPAR
(30,26),(26,21),0.218507 # DEPENDENCYPART_GRANDPAR
(30,26),(26,23),-0.0639288 # DEPENDENCYPART_GRANDPAR
(30,26),(26,24),0.476224 # DEPENDENCYPART_GRANDPAR
(30,26),(26,25),0.156134 # DEPENDENCYPART_GRANDPAR
(30,26),(26,28),-0.0630509 # DEPENDENCYPART_GRANDPAR
(30,26),(26,34),-0.186222 # DEPENDENCYPART_GRANDPAR
(30,26),(26,35),-0.106945 # DEPENDENCYPART_GRANDPAR
(30,26),(26,36),-0.0794925 # DEPENDENCYPART_GRANDPAR
(30,27),(27,19),-0.174007 # DEPENDENCYPART_GRANDPAR
(30,27),(27,23),-0.0759621 # DEPENDENCYPART_GRANDPAR
(30,27),(27,25),0.0330807 # DEPENDENCYPART_GRANDPAR
(30,27),(27,26),-0.226874 # DEPENDENCYPART_GRANDPAR
(30,27),(27,31),-0.255688 # DEPENDENCYPART_GRANDPAR
(30,28),(28,19),-0.0457271 # DEPENDENCYPART_GRANDPAR
(30,28),(28,24),0.103083 # DEPENDENCYPART_GRANDPAR
(30,28),(28,25),0.174323 # DEPENDENCYPART_GRANDPAR
(30,28),(28,26),-0.165948 # DEPENDENCYPART_GRANDPAR
(30,28),(28,27),0.35894 # DEPENDENCYPART_GRANDPAR
(30,28),(28,29),0.184642 # DEPENDENCYPART_GRANDPAR
(30,28),(28,31),-0.179795 # DEPENDENCYPART_GRANDPAR
(30,28),(28,32),-0.100575 # DEPENDENCYPART_GRANDPAR
(30,28),(28,33),-0.195893 # DEPENDENCYPART_GRANDPAR
(30,28),(28,34),-0.123539 # DEPENDENCYPART_GRANDPAR
(30,28),(28,35),-0.131049 # DEPENDENCYPART_GRANDPAR
(30,29),(29,5),-0.393677 # DEPENDENCYPART_GRANDPAR
(30,29),(29,12),-0.3674 # DEPENDENCYPART_GRANDPAR
(30,29),(29,13),-0.266805 # DEPENDENCYPART_GRANDPAR
(30,29),(29,15),-0.162206 # DEPENDENCYPART_GRANDPAR
(30,29),(29,16),0.0780152 # DEPENDENCYPART_GRANDPAR
(30,29),(29,17),-0.0833 # DEPENDENCYPART_GRANDPAR
(30,29),(29,18),0.209265 # DEPENDENCYPART_GRANDPAR
(30,29),(29,19),-0.0457271 # DEPENDENCYPART_GRANDPAR
(30,29),(29,20),0.111159 # DEPENDENCYPART_GRANDPAR
(30,29),(29,21),-0.014984 # DEPENDENCYPART_GRANDPAR
(30,29),(29,22),-0.133604 # DEPENDENCYPART_GRANDPAR
(30,29),(29,23),0.0621902 # DEPENDENCYPART_GRANDPAR
(30,29),(29,24),0.103083 # DEPENDENCYPART_GRANDPAR
(30,29),(29,25),0.174323 # DEPENDENCYPART_GRANDPAR
(30,29),(29,26),-0.165948 # DEPENDENCYPART_GRANDPAR
(30,29),(29,27),0.35894 # DEPENDENCYPART_GRANDPAR
(30,29),(29,28),0.284492 # DEPENDENCYPART_GRANDPAR
(30,29),(29,31),-0.179795 # DEPENDENCYPART_GRANDPAR
(30,29),(29,32),-0.100575 # DEPENDENCYPART_GRANDPAR
(30,29),(29,34),-0.123539 # DEPENDENCYPART_GRANDPAR
(31,18),(18,10),-0.0818356 # DEPENDENCYPART_GRANDPAR
(31,18),(18,14),-0.462982 # DEPENDENCYPART_GRANDPAR
(31,18),(18,15),-0.432132 # DEPENDENCYPART_GRANDPAR
(31,18),(18,16),-0.419228 # DEPENDENCYPART_GRANDPAR
(31,18),(18,17),-0.504508 # DEPENDENCYPART_GRANDPAR
(31,24),(24,12),-0.454492 # DEPENDENCYPART_GRANDPAR
(31,24),(24,13),-0.370668 # DEPENDENCYPART_GRANDPAR
(31,24),(24,14),-0.630346 # DEPENDENCYPART_GRANDPAR
(31,24),(24,15),-0.470514 # DEPENDENCYPART_GRANDPAR
(31,24),(24,16),-0.431961 # DEPENDENCYPART_GRANDPAR
(31,24),(24,17),-0.587119 # DEPENDENCYPART_GRANDPAR
(31,24),(24,22),-0.771004 # DEPENDENCYPART_GRANDPAR
(31,24),(24,23),-0.326224 # DEPENDENCYPART_GRANDPAR
(31,26),(26,6),-0.514438 # DEPENDENCYPART_GRANDPAR
(31,26),(26,9),-0.802646 # DEPENDENCYPART_GRANDPAR
(31,26),(26,10),-0.440961 # DEPENDENCYPART_GRANDPAR
(31,26),(26,11),-0.196348 # DEPENDENCYPART_GRANDPAR
(31,26),(26,20),-0.80326 # DEPENDENCYPART_GRANDPAR
(31,26),(26,21),-0.617976 # DEPENDENCYPART_GRANDPAR
(31,26),(26,23),-0.603738 # DEPENDENCYPART_GRANDPAR
(31,26),(26,24),-0.203151 # DEPENDENCYPART_GRANDPAR
(31,26),(26,25),0.0812751 # DEPENDENCYPART_GRANDPAR
(31,26),(26,28),-0.657719 # DEPENDENCYPART_GRANDPAR
(31,26),(26,34),-0.464961 # DEPENDENCYPART_GRANDPAR
(31,26),(26,35),-0.349244 # DEPENDENCYPART_GRANDPAR
(31,26),(26,36),-0.681496 # DEPENDENCYPART_GRANDPAR
(31,27),(27,19),-0.401732 # DEPENDENCYPART_GRANDPAR
(31,27),(27,23),-0.576265 # DEPENDENCYPART_GRANDPAR
(31,27),(27,25),-0.289082 # DEPENDENCYPART_GRANDPAR
(31,27),(27,26),-0.486357 # DEPENDENCYPART_GRANDPAR
(31,27),(27,31),-0.620212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,28),(28,19),-0.354824 # DEPENDENCYPART_GRANDPAR
(31,28),(28,24),-0.266092 # DEPENDENCYPART_GRANDPAR
(31,28),(28,25),-0.241197 # DEPENDENCYPART_GRANDPAR
(31,28),(28,26),-0.319035 # DEPENDENCYPART_GRANDPAR
(31,28),(28,27),-0.308192 # DEPENDENCYPART_GRANDPAR
(31,28),(28,29),-0.0617574 # DEPENDENCYPART_GRANDPAR
(31,28),(28,31),-0.486386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,28),(28,32),-0.407764 # DEPENDENCYPART_GRANDPAR
(31,28),(28,33),-0.351518 # DEPENDENCYPART_GRANDPAR
(31,28),(28,34),-0.276279 # DEPENDENCYPART_GRANDPAR
(31,28),(28,35),-0.248687 # DEPENDENCYPART_GRANDPAR
(31,29),(29,5),-0.648461 # DEPENDENCYPART_GRANDPAR
(31,29),(29,12),-0.412614 # DEPENDENCYPART_GRANDPAR
(31,29),(29,13),-0.324445 # DEPENDENCYPART_GRANDPAR
(31,29),(29,15),-0.419709 # DEPENDENCYPART_GRANDPAR
(31,29),(29,16),-0.468027 # DEPENDENCYPART_GRANDPAR
(31,29),(29,17),-0.655236 # DEPENDENCYPART_GRANDPAR
(31,29),(29,18),-0.779174 # DEPENDENCYPART_GRANDPAR
(31,29),(29,19),-0.354824 # DEPENDENCYPART_GRANDPAR
(31,29),(29,20),-0.625351 # DEPENDENCYPART_GRANDPAR
(31,29),(29,21),-0.83159 # DEPENDENCYPART_GRANDPAR
(31,29),(29,22),-0.631113 # DEPENDENCYPART_GRANDPAR
(31,29),(29,23),-0.425829 # DEPENDENCYPART_GRANDPAR
(31,29),(29,24),-0.266092 # DEPENDENCYPART_GRANDPAR
(31,29),(29,25),-0.241197 # DEPENDENCYPART_GRANDPAR
(31,29),(29,26),-0.319035 # DEPENDENCYPART_GRANDPAR
(31,29),(29,27),-0.308192 # DEPENDENCYPART_GRANDPAR
(31,29),(29,28),-0.190084 # DEPENDENCYPART_GRANDPAR
(31,29),(29,31),-0.486386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,29),(29,32),-0.407764 # DEPENDENCYPART_GRANDPAR
(31,29),(29,34),-0.276279 # DEPENDENCYPART_GRANDPAR
(31,30),(30,16),-0.420956 # DEPENDENCYPART_GRANDPAR
(31,30),(30,22),-0.749085 # DEPENDENCYPART_GRANDPAR
(31,30),(30,25),-0.284856 # DEPENDENCYPART_GRANDPAR
(31,30),(30,26),-0.418635 # DEPENDENCYPART_GRANDPAR
(31,30),(30,27),-0.256306 # DEPENDENCYPART_GRANDPAR
(31,30),(30,28),-0.0746616 # DEPENDENCYPART_GRANDPAR
(31,30),(30,29),0.365257 # DEPENDENCYPART_GRANDPAR
(31,32),(32,18),-1.18275 # DEPENDENCYPART_GRANDPAR
(31,32),(32,24),-0.543804 # DEPENDENCYPART_GRANDPAR
(31,32),(32,26),-0.588106 # DEPENDENCYPART_GRANDPAR
(31,32),(32,27),-0.50092 # DEPENDENCYPART_GRANDPAR
(31,32),(32,28),-0.536835 # DEPENDENCYPART_GRANDPAR
(31,32),(32,29),-0.0969164 # DEPENDENCYPART_GRANDPAR
(31,32),(32,30),-0.248625 # DEPENDENCYPART_GRANDPAR
(31,32),(32,31),-0.399111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,32),(32,33),-0.077911 # DEPENDENCYPART_GRANDPAR
(31,32),(32,35),0.0249194 # DEPENDENCYPART_GRANDPAR
(31,33),(33,19),-0.58883 # DEPENDENCYPART_GRANDPAR
(31,33),(33,22),-0.817374 # DEPENDENCYPART_GRANDPAR
(31,33),(33,24),-0.495528 # DEPENDENCYPART_GRANDPAR
