# _root_ Bilimsel_Devrim boyunca alanını din aleyhine gittikçe _ _ genişleterek , dinin _ eskisine göre çok daha dar bir alana _ _ hapsedilmesine _ yol_açan bilimin kendisi de , bugün kendi alanına _ hapsedilmiştir .
#goldHeads=2,8,8,5,8,8,8,9,21,0,21,13,14,21,16,17,19,19,21,21,22,23,24,25,26,33,26,0,32,31,33,33,34,0,
#predictedHeads=2,8,8,5,8,8,8,9,23,0,13,13,14,19,16,17,19,19,21,21,22,23,24,25,26,28,26,0,33,31,33,33,34,0,
(28,20),(20,9),-0.453965 # DEPENDENCYPART_GRANDPAR
(28,20),(20,11),-0.292719 # DEPENDENCYPART_GRANDPAR
(28,20),(20,13),-0.533071 # DEPENDENCYPART_GRANDPAR
(28,20),(20,14),-0.179422 # DEPENDENCYPART_GRANDPAR
(28,20),(20,15),-0.626138 # DEPENDENCYPART_GRANDPAR
(28,20),(20,16),-0.580921 # DEPENDENCYPART_GRANDPAR
(28,20),(20,17),-0.372629 # DEPENDENCYPART_GRANDPAR
(28,20),(20,18),-0.500915 # DEPENDENCYPART_GRANDPAR
(28,20),(20,19),-0.54717 # DEPENDENCYPART_GRANDPAR
(28,20),(20,22),-0.551805 # DEPENDENCYPART_GRANDPAR
(28,20),(20,23),-0.423828 # DEPENDENCYPART_GRANDPAR
(28,20),(20,25),-0.208042 # DEPENDENCYPART_GRANDPAR
(28,20),(20,26),0.117998 # DEPENDENCYPART_GRANDPAR
(28,20),(20,28),-0.538277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,20),(20,30),-0.332996 # DEPENDENCYPART_GRANDPAR
(28,20),(20,31),-0.313998 # DEPENDENCYPART_GRANDPAR
(28,20),(20,33),-0.3526 # DEPENDENCYPART_GRANDPAR
(28,21),(21,1),-0.334903 # DEPENDENCYPART_GRANDPAR
(28,21),(21,2),-0.363138 # DEPENDENCYPART_GRANDPAR
(28,21),(21,3),-0.596857 # DEPENDENCYPART_GRANDPAR
(28,21),(21,4),-0.316506 # DEPENDENCYPART_GRANDPAR
(28,21),(21,5),-0.538468 # DEPENDENCYPART_GRANDPAR
(28,21),(21,6),-0.559742 # DEPENDENCYPART_GRANDPAR
(28,21),(21,7),-1.37524 # DEPENDENCYPART_GRANDPAR
(28,21),(21,8),-1.2746 # DEPENDENCYPART_GRANDPAR
(28,21),(21,9),-0.453965 # DEPENDENCYPART_GRANDPAR
(28,21),(21,10),-0.0911193 # DEPENDENCYPART_GRANDPAR
(28,21),(21,11),-0.292719 # DEPENDENCYPART_GRANDPAR
(28,21),(21,12),-1.20559 # DEPENDENCYPART_GRANDPAR
(28,21),(21,13),-0.533071 # DEPENDENCYPART_GRANDPAR
(28,21),(21,14),-0.179422 # DEPENDENCYPART_GRANDPAR
(28,21),(21,15),-0.626138 # DEPENDENCYPART_GRANDPAR
(28,21),(21,16),-0.580921 # DEPENDENCYPART_GRANDPAR
(28,21),(21,17),-0.372629 # DEPENDENCYPART_GRANDPAR
(28,21),(21,18),-0.500915 # DEPENDENCYPART_GRANDPAR
(28,21),(21,19),-0.54717 # DEPENDENCYPART_GRANDPAR
(28,21),(21,20),-0.521615 # DEPENDENCYPART_GRANDPAR
(28,21),(21,22),-0.551805 # DEPENDENCYPART_GRANDPAR
(28,21),(21,23),-0.423828 # DEPENDENCYPART_GRANDPAR
(28,21),(21,26),0.117998 # DEPENDENCYPART_GRANDPAR
(28,21),(21,28),-0.538277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,21),(21,30),-0.332996 # DEPENDENCYPART_GRANDPAR
(28,21),(21,31),-0.313998 # DEPENDENCYPART_GRANDPAR
(28,22),(22,4),-0.0215257 # DEPENDENCYPART_GRANDPAR
(28,22),(22,5),-0.221998 # DEPENDENCYPART_GRANDPAR
(28,22),(22,10),0.320884 # DEPENDENCYPART_GRANDPAR
(28,22),(22,11),0.0019874 # DEPENDENCYPART_GRANDPAR
(28,22),(22,12),-0.817904 # DEPENDENCYPART_GRANDPAR
(28,22),(22,13),-0.231572 # DEPENDENCYPART_GRANDPAR
(28,22),(22,15),-0.351305 # DEPENDENCYPART_GRANDPAR
(28,22),(22,16),-0.252332 # DEPENDENCYPART_GRANDPAR
(28,22),(22,17),-0.0480852 # DEPENDENCYPART_GRANDPAR
(28,22),(22,18),-0.0587498 # DEPENDENCYPART_GRANDPAR
(28,22),(22,19),-0.26508 # DEPENDENCYPART_GRANDPAR
(28,22),(22,20),-0.0821526 # DEPENDENCYPART_GRANDPAR
(28,22),(22,21),0.0285293 # DEPENDENCYPART_GRANDPAR
(28,23),(23,1),-0.334903 # DEPENDENCYPART_GRANDPAR
(28,23),(23,2),-0.363138 # DEPENDENCYPART_GRANDPAR
(28,23),(23,4),-0.316506 # DEPENDENCYPART_GRANDPAR
(28,23),(23,5),-0.538468 # DEPENDENCYPART_GRANDPAR
(28,23),(23,9),-0.453965 # DEPENDENCYPART_GRANDPAR
(28,23),(23,11),-0.292719 # DEPENDENCYPART_GRANDPAR
(28,23),(23,12),-1.20559 # DEPENDENCYPART_GRANDPAR
(28,23),(23,13),-0.533071 # DEPENDENCYPART_GRANDPAR
(28,23),(23,14),-0.179422 # DEPENDENCYPART_GRANDPAR
(28,23),(23,15),-0.626138 # DEPENDENCYPART_GRANDPAR
(28,23),(23,16),-0.580921 # DEPENDENCYPART_GRANDPAR
(28,23),(23,17),-0.372629 # DEPENDENCYPART_GRANDPAR
(28,23),(23,18),-0.500915 # DEPENDENCYPART_GRANDPAR
(28,23),(23,19),-0.54717 # DEPENDENCYPART_GRANDPAR
(28,23),(23,20),-0.521615 # DEPENDENCYPART_GRANDPAR
(28,23),(23,21),-0.410933 # DEPENDENCYPART_GRANDPAR
(28,23),(23,22),-0.438018 # DEPENDENCYPART_GRANDPAR
(28,23),(23,25),-0.208042 # DEPENDENCYPART_GRANDPAR
(28,23),(23,26),0.117998 # DEPENDENCYPART_GRANDPAR
(28,23),(23,27),-0.0609275 # DEPENDENCYPART_GRANDPAR
(28,23),(23,28),-0.538277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,23),(23,29),-0.233763 # DEPENDENCYPART_GRANDPAR
(28,23),(23,30),-0.332996 # DEPENDENCYPART_GRANDPAR
(28,23),(23,31),-0.313998 # DEPENDENCYPART_GRANDPAR
(28,23),(23,32),-0.295955 # DEPENDENCYPART_GRANDPAR
(28,23),(23,33),-0.3526 # DEPENDENCYPART_GRANDPAR
(28,24),(24,2),-0.183802 # DEPENDENCYPART_GRANDPAR
(28,24),(24,14),0.0354584 # DEPENDENCYPART_GRANDPAR
(28,24),(24,19),-0.358802 # DEPENDENCYPART_GRANDPAR
(28,24),(24,22),-0.232242 # DEPENDENCYPART_GRANDPAR
(28,24),(24,23),0.0210231 # DEPENDENCYPART_GRANDPAR
(28,25),(25,11),-0.00727339 # DEPENDENCYPART_GRANDPAR
(28,25),(25,12),-0.821291 # DEPENDENCYPART_GRANDPAR
(28,25),(25,14),0.0188949 # DEPENDENCYPART_GRANDPAR
(28,25),(25,16),-0.252335 # DEPENDENCYPART_GRANDPAR
(28,25),(25,17),-0.0514722 # DEPENDENCYPART_GRANDPAR
(28,25),(25,18),-0.05905 # DEPENDENCYPART_GRANDPAR
(28,25),(25,19),-0.274341 # DEPENDENCYPART_GRANDPAR
(28,25),(25,20),-0.0821559 # DEPENDENCYPART_GRANDPAR
(28,25),(25,21),0.028526 # DEPENDENCYPART_GRANDPAR
(28,25),(25,22),-0.145781 # DEPENDENCYPART_GRANDPAR
(28,25),(25,23),0.0744597 # DEPENDENCYPART_GRANDPAR
(28,25),(25,24),0.0856247 # DEPENDENCYPART_GRANDPAR
(28,25),(25,27),0.410732 # DEPENDENCYPART_GRANDPAR
(28,25),(25,28),-0.5567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,25),(25,29),-0.410885 # DEPENDENCYPART_GRANDPAR
(28,25),(25,31),-0.472003 # DEPENDENCYPART_GRANDPAR
(28,25),(25,33),-0.329322 # DEPENDENCYPART_GRANDPAR
(28,26),(26,24),0.058918 # DEPENDENCYPART_GRANDPAR
(28,26),(26,25),0.198928 # DEPENDENCYPART_GRANDPAR
(28,26),(26,27),0.322954 # DEPENDENCYPART_GRANDPAR
(28,27),(27,20),-0.454203 # DEPENDENCYPART_GRANDPAR
(28,27),(27,21),-0.343521 # DEPENDENCYPART_GRANDPAR
(28,27),(27,23),-0.297587 # DEPENDENCYPART_GRANDPAR
(28,27),(27,25),-0.0885136 # DEPENDENCYPART_GRANDPAR
(28,27),(27,29),-0.333783 # DEPENDENCYPART_GRANDPAR
(28,29),(29,22),-0.495216 # DEPENDENCYPART_GRANDPAR
(28,29),(29,23),-0.380151 # DEPENDENCYPART_GRANDPAR
(28,29),(29,24),-0.24908 # DEPENDENCYPART_GRANDPAR
(28,29),(29,25),-0.151446 # DEPENDENCYPART_GRANDPAR
(28,29),(29,26),-0.0130826 # DEPENDENCYPART_GRANDPAR
(28,29),(29,27),0.0616685 # DEPENDENCYPART_GRANDPAR
(28,29),(29,28),-0.34287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,29),(29,31),-0.129752 # DEPENDENCYPART_GRANDPAR
(28,29),(29,32),0.160526 # DEPENDENCYPART_GRANDPAR
(28,31),(31,22),-0.495196 # DEPENDENCYPART_GRANDPAR
(28,31),(31,24),-0.24908 # DEPENDENCYPART_GRANDPAR
(28,31),(31,25),-0.151425 # DEPENDENCYPART_GRANDPAR
(28,31),(31,27),0.0616685 # DEPENDENCYPART_GRANDPAR
(28,31),(31,28),-0.338082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,31),(31,29),0.0202465 # DEPENDENCYPART_GRANDPAR
(28,31),(31,30),0.0181424 # DEPENDENCYPART_GRANDPAR
(28,31),(31,32),0.189521 # DEPENDENCYPART_GRANDPAR
(28,32),(32,2),-0.385207 # DEPENDENCYPART_GRANDPAR
(28,32),(32,19),-0.466734 # DEPENDENCYPART_GRANDPAR
(28,32),(32,22),-0.337191 # DEPENDENCYPART_GRANDPAR
(28,32),(32,23),-0.411027 # DEPENDENCYPART_GRANDPAR
(28,32),(32,24),-0.21994 # DEPENDENCYPART_GRANDPAR
(28,32),(32,25),0.006555 # DEPENDENCYPART_GRANDPAR
(28,32),(32,26),0.0411815 # DEPENDENCYPART_GRANDPAR
(28,32),(32,27),0.251473 # DEPENDENCYPART_GRANDPAR
(28,32),(32,28),-0.536859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,32),(32,29),-0.460291 # DEPENDENCYPART_GRANDPAR
(28,32),(32,30),-0.246538 # DEPENDENCYPART_GRANDPAR
(28,32),(32,31),-0.528612 # DEPENDENCYPART_GRANDPAR
(28,32),(32,33),-0.415373 # DEPENDENCYPART_GRANDPAR
(28,33),(33,1),-0.275852 # DEPENDENCYPART_GRANDPAR
(28,33),(33,2),-0.372678 # DEPENDENCYPART_GRANDPAR
(28,33),(33,3),-0.54302 # DEPENDENCYPART_GRANDPAR
(28,33),(33,4),-0.274313 # DEPENDENCYPART_GRANDPAR
(28,33),(33,5),-0.475833 # DEPENDENCYPART_GRANDPAR
(28,33),(33,6),-0.553807 # DEPENDENCYPART_GRANDPAR
(28,33),(33,7),-1.40715 # DEPENDENCYPART_GRANDPAR
(28,33),(33,8),-1.30652 # DEPENDENCYPART_GRANDPAR
(28,33),(33,9),-0.43284 # DEPENDENCYPART_GRANDPAR
(28,33),(33,10),-0.169291 # DEPENDENCYPART_GRANDPAR
(28,33),(33,11),-0.242374 # DEPENDENCYPART_GRANDPAR
(28,33),(33,13),-0.475941 # DEPENDENCYPART_GRANDPAR
(28,33),(33,14),-0.174547 # DEPENDENCYPART_GRANDPAR
(28,33),(33,15),-0.537793 # DEPENDENCYPART_GRANDPAR
(28,33),(33,16),-0.463 # DEPENDENCYPART_GRANDPAR
(28,33),(33,17),-0.342695 # DEPENDENCYPART_GRANDPAR
(28,33),(33,19),-0.510416 # DEPENDENCYPART_GRANDPAR
(28,33),(33,20),-0.553534 # DEPENDENCYPART_GRANDPAR
(28,33),(33,21),-0.442852 # DEPENDENCYPART_GRANDPAR
(28,33),(33,22),-0.380889 # DEPENDENCYPART_GRANDPAR
(28,33),(33,23),-0.396918 # DEPENDENCYPART_GRANDPAR
(28,33),(33,24),-0.205741 # DEPENDENCYPART_GRANDPAR
(28,33),(33,25),-0.0371424 # DEPENDENCYPART_GRANDPAR
(28,33),(33,26),0.0290389 # DEPENDENCYPART_GRANDPAR
(28,33),(33,27),0.166224 # DEPENDENCYPART_GRANDPAR
(28,33),(33,28),-0.30581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,33),(33,29),0.0035853 # DEPENDENCYPART_GRANDPAR
(28,33),(33,30),-0.0174544 # DEPENDENCYPART_GRANDPAR
(28,33),(33,31),-0.0647355 # DEPENDENCYPART_GRANDPAR
(28,33),(33,32),-0.0310933 # DEPENDENCYPART_GRANDPAR
(28,34),(34,6),-0.6299 # DEPENDENCYPART_GRANDPAR
(28,34),(34,7),-1.47898 # DEPENDENCYPART_GRANDPAR
(28,34),(34,8),-1.37835 # DEPENDENCYPART_GRANDPAR
(28,34),(34,9),-0.512156 # DEPENDENCYPART_GRANDPAR
(28,34),(34,15),-0.616847 # DEPENDENCYPART_GRANDPAR
(28,34),(34,16),-0.543113 # DEPENDENCYPART_GRANDPAR
(28,34),(34,17),-0.382028 # DEPENDENCYPART_GRANDPAR
(28,34),(34,20),-0.625359 # DEPENDENCYPART_GRANDPAR
(28,34),(34,21),-0.514677 # DEPENDENCYPART_GRANDPAR
(28,34),(34,23),-0.468743 # DEPENDENCYPART_GRANDPAR
(28,34),(34,24),-0.245074 # DEPENDENCYPART_GRANDPAR
(28,34),(34,25),-0.118141 # DEPENDENCYPART_GRANDPAR
(28,34),(34,27),0.0742715 # DEPENDENCYPART_GRANDPAR
(28,34),(34,28),-0.424865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,34),(34,29),-0.172733 # DEPENDENCYPART_GRANDPAR
(28,34),(34,30),-0.18134 # DEPENDENCYPART_GRANDPAR
(28,34),(34,31),-0.229771 # DEPENDENCYPART_GRANDPAR
(28,34),(34,32),-0.232368 # DEPENDENCYPART_GRANDPAR
(28,34),(34,33),-0.182167 # DEPENDENCYPART_GRANDPAR
(29,22),(22,4),-1.11063 # DEPENDENCYPART_GRANDPAR
(29,22),(22,5),-1.3173 # DEPENDENCYPART_GRANDPAR
(29,22),(22,10),-0.392316 # DEPENDENCYPART_GRANDPAR
(29,22),(22,11),-0.656796 # DEPENDENCYPART_GRANDPAR
(29,22),(22,12),-0.724615 # DEPENDENCYPART_GRANDPAR
(29,22),(22,13),-1.01081 # DEPENDENCYPART_GRANDPAR
(29,22),(22,15),-0.364305 # DEPENDENCYPART_GRANDPAR
(29,22),(22,16),-0.492752 # DEPENDENCYPART_GRANDPAR
(29,22),(22,17),-0.28131 # DEPENDENCYPART_GRANDPAR
(29,22),(22,18),-0.517335 # DEPENDENCYPART_GRANDPAR
(29,22),(22,19),-0.624995 # DEPENDENCYPART_GRANDPAR
(29,22),(22,20),-0.576206 # DEPENDENCYPART_GRANDPAR
(29,22),(22,21),-0.75509 # DEPENDENCYPART_GRANDPAR
(29,23),(23,1),-0.853567 # DEPENDENCYPART_GRANDPAR
(29,23),(23,2),-0.529178 # DEPENDENCYPART_GRANDPAR
(29,23),(23,4),-1.0383 # DEPENDENCYPART_GRANDPAR
(29,23),(23,5),-1.26953 # DEPENDENCYPART_GRANDPAR
(29,23),(23,9),-0.385808 # DEPENDENCYPART_GRANDPAR
(29,23),(23,11),-0.579592 # DEPENDENCYPART_GRANDPAR
(29,23),(23,12),-0.643434 # DEPENDENCYPART_GRANDPAR
(29,23),(23,13),-0.940403 # DEPENDENCYPART_GRANDPAR
(29,23),(23,14),-0.527934 # DEPENDENCYPART_GRANDPAR
(29,23),(23,15),-0.382936 # DEPENDENCYPART_GRANDPAR
(29,23),(23,16),-0.572979 # DEPENDENCYPART_GRANDPAR
(29,23),(23,17),-0.257108 # DEPENDENCYPART_GRANDPAR
(29,23),(23,18),-0.5839 # DEPENDENCYPART_GRANDPAR
(29,23),(23,19),-0.532277 # DEPENDENCYPART_GRANDPAR
(29,23),(23,20),-0.521924 # DEPENDENCYPART_GRANDPAR
(29,23),(23,21),-0.700807 # DEPENDENCYPART_GRANDPAR
(29,23),(23,22),-0.582403 # DEPENDENCYPART_GRANDPAR
(29,23),(23,25),-0.687796 # DEPENDENCYPART_GRANDPAR
(29,23),(23,26),-0.469387 # DEPENDENCYPART_GRANDPAR
(29,23),(23,27),-0.327352 # DEPENDENCYPART_GRANDPAR
(29,23),(23,28),-0.28299 # DEPENDENCYPART_GRANDPAR
(29,23),(23,29),-0.730221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,23),(23,30),-0.319405 # DEPENDENCYPART_GRANDPAR
(29,23),(23,31),-0.589148 # DEPENDENCYPART_GRANDPAR
(29,23),(23,32),-0.45259 # DEPENDENCYPART_GRANDPAR
(29,23),(23,33),-0.558335 # DEPENDENCYPART_GRANDPAR
(29,24),(24,2),-0.493732 # DEPENDENCYPART_GRANDPAR
(29,24),(24,14),-0.443238 # DEPENDENCYPART_GRANDPAR
(29,24),(24,19),-0.576072 # DEPENDENCYPART_GRANDPAR
(29,24),(24,22),-0.605597 # DEPENDENCYPART_GRANDPAR
(29,24),(24,23),-0.337844 # DEPENDENCYPART_GRANDPAR
(29,25),(25,11),-0.67482 # DEPENDENCYPART_GRANDPAR
(29,25),(25,12),-0.732912 # DEPENDENCYPART_GRANDPAR
(29,25),(25,14),-0.497065 # DEPENDENCYPART_GRANDPAR
(29,25),(25,16),-0.497466 # DEPENDENCYPART_GRANDPAR
(29,25),(25,17),-0.289606 # DEPENDENCYPART_GRANDPAR
(29,25),(25,18),-0.52256 # DEPENDENCYPART_GRANDPAR
(29,25),(25,19),-0.643019 # DEPENDENCYPART_GRANDPAR
(29,25),(25,20),-0.580921 # DEPENDENCYPART_GRANDPAR
(29,25),(25,21),-0.759804 # DEPENDENCYPART_GRANDPAR
(29,25),(25,22),-0.670832 # DEPENDENCYPART_GRANDPAR
(29,25),(25,23),-0.51606 # DEPENDENCYPART_GRANDPAR
(29,25),(25,24),-0.286075 # DEPENDENCYPART_GRANDPAR
(29,25),(25,27),-0.233871 # DEPENDENCYPART_GRANDPAR
(29,25),(25,28),-0.294219 # DEPENDENCYPART_GRANDPAR
(29,25),(25,29),-0.919506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,25),(25,31),-0.739107 # DEPENDENCYPART_GRANDPAR
(29,25),(25,33),-0.58947 # DEPENDENCYPART_GRANDPAR
(29,26),(26,24),-0.324593 # DEPENDENCYPART_GRANDPAR
(29,26),(26,25),-0.475669 # DEPENDENCYPART_GRANDPAR
(29,26),(26,27),-0.312688 # DEPENDENCYPART_GRANDPAR
(29,27),(27,20),-0.636447 # DEPENDENCYPART_GRANDPAR
(29,27),(27,21),-0.815331 # DEPENDENCYPART_GRANDPAR
(29,27),(27,23),-0.571587 # DEPENDENCYPART_GRANDPAR
(29,27),(27,25),-0.477707 # DEPENDENCYPART_GRANDPAR
(29,27),(27,29),-0.938019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,28),(28,7),-0.670418 # DEPENDENCYPART_GRANDPAR
(29,28),(28,8),-0.49563 # DEPENDENCYPART_GRANDPAR
(29,28),(28,12),-0.932117 # DEPENDENCYPART_GRANDPAR
(29,28),(28,17),-0.172267 # DEPENDENCYPART_GRANDPAR
(29,28),(28,18),-0.440502 # DEPENDENCYPART_GRANDPAR
(29,28),(28,19),-0.217238 # DEPENDENCYPART_GRANDPAR
(29,28),(28,20),-0.695187 # DEPENDENCYPART_GRANDPAR
(29,28),(28,21),-0.874071 # DEPENDENCYPART_GRANDPAR
(29,28),(28,22),-0.240879 # DEPENDENCYPART_GRANDPAR
(29,28),(28,23),-0.630326 # DEPENDENCYPART_GRANDPAR
(29,28),(28,24),-0.166843 # DEPENDENCYPART_GRANDPAR
(29,28),(28,25),-0.0289322 # DEPENDENCYPART_GRANDPAR
(29,28),(28,26),-0.244732 # DEPENDENCYPART_GRANDPAR
(29,28),(28,27),-0.38715 # DEPENDENCYPART_GRANDPAR
(29,28),(28,29),-0.958204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,28),(28,31),-0.777807 # DEPENDENCYPART_GRANDPAR
(29,28),(28,32),-0.553123 # DEPENDENCYPART_GRANDPAR
(29,28),(28,33),-0.675996 # DEPENDENCYPART_GRANDPAR
(29,28),(28,34),-0.347414 # DEPENDENCYPART_GRANDPAR
(29,31),(31,22),-0.936706 # DEPENDENCYPART_GRANDPAR
(29,31),(31,24),-0.494724 # DEPENDENCYPART_GRANDPAR
(29,31),(31,25),-0.711619 # DEPENDENCYPART_GRANDPAR
(29,31),(31,27),-0.481431 # DEPENDENCYPART_GRANDPAR
(29,31),(31,28),-0.235894 # DEPENDENCYPART_GRANDPAR
(29,31),(31,29),-0.695006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,31),(31,30),-0.340315 # DEPENDENCYPART_GRANDPAR
(29,31),(31,32),-0.200423 # DEPENDENCYPART_GRANDPAR
(29,32),(32,2),-0.640733 # DEPENDENCYPART_GRANDPAR
(29,32),(32,19),-0.755181 # DEPENDENCYPART_GRANDPAR
(29,32),(32,22),-0.786747 # DEPENDENCYPART_GRANDPAR
(29,32),(32,23),-0.763514 # DEPENDENCYPART_GRANDPAR
(29,32),(32,24),-0.446472 # DEPENDENCYPART_GRANDPAR
(29,32),(32,25),-0.561685 # DEPENDENCYPART_GRANDPAR
(29,32),(32,26),-0.452792 # DEPENDENCYPART_GRANDPAR
(29,32),(32,27),-0.19405 # DEPENDENCYPART_GRANDPAR
(29,32),(32,28),-0.144281 # DEPENDENCYPART_GRANDPAR
(29,32),(32,29),-0.907228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,32),(32,30),-0.334342 # DEPENDENCYPART_GRANDPAR
(29,32),(32,31),-0.715227 # DEPENDENCYPART_GRANDPAR
(29,32),(32,33),-0.401201 # DEPENDENCYPART_GRANDPAR
(30,24),(24,2),-0.344114 # DEPENDENCYPART_GRANDPAR
(30,24),(24,14),-0.263623 # DEPENDENCYPART_GRANDPAR
(30,24),(24,19),-0.240888 # DEPENDENCYPART_GRANDPAR
(30,24),(24,22),-0.233154 # DEPENDENCYPART_GRANDPAR
(30,24),(24,23),-0.422747 # DEPENDENCYPART_GRANDPAR
(30,29),(29,22),-0.217364 # DEPENDENCYPART_GRANDPAR
(30,29),(29,23),-0.481227 # DEPENDENCYPART_GRANDPAR
(30,29),(29,24),-0.419593 # DEPENDENCYPART_GRANDPAR
(30,29),(29,25),-0.182465 # DEPENDENCYPART_GRANDPAR
(30,29),(29,26),0.228656 # DEPENDENCYPART_GRANDPAR
(30,29),(29,27),-0.373892 # DEPENDENCYPART_GRANDPAR
(30,29),(29,28),-0.416435 # DEPENDENCYPART_GRANDPAR
(30,29),(29,31),-0.279729 # DEPENDENCYPART_GRANDPAR
(30,29),(29,32),-0.199795 # DEPENDENCYPART_GRANDPAR
(31,22),(22,4),-1.17841 # DEPENDENCYPART_GRANDPAR
(31,22),(22,5),-0.706322 # DEPENDENCYPART_GRANDPAR
(31,22),(22,10),-0.562476 # DEPENDENCYPART_GRANDPAR
(31,22),(22,11),-0.47957 # DEPENDENCYPART_GRANDPAR
(31,22),(22,12),-0.743228 # DEPENDENCYPART_GRANDPAR
(31,22),(22,13),-0.385337 # DEPENDENCYPART_GRANDPAR
(31,22),(22,15),-0.497222 # DEPENDENCYPART_GRANDPAR
(31,22),(22,16),-0.610221 # DEPENDENCYPART_GRANDPAR
(31,22),(22,17),-0.386461 # DEPENDENCYPART_GRANDPAR
(31,22),(22,18),-0.49425 # DEPENDENCYPART_GRANDPAR
(31,22),(22,19),-0.0858452 # DEPENDENCYPART_GRANDPAR
(31,22),(22,20),-0.509718 # DEPENDENCYPART_GRANDPAR
(31,22),(22,21),-0.531779 # DEPENDENCYPART_GRANDPAR
(31,24),(24,2),-0.305126 # DEPENDENCYPART_GRANDPAR
(31,24),(24,14),-0.396969 # DEPENDENCYPART_GRANDPAR
(31,24),(24,19),-0.0589612 # DEPENDENCYPART_GRANDPAR
(31,24),(24,22),-0.101694 # DEPENDENCYPART_GRANDPAR
(31,24),(24,23),-0.257346 # DEPENDENCYPART_GRANDPAR
(31,25),(25,11),-0.497385 # DEPENDENCYPART_GRANDPAR
(31,25),(25,12),-0.751421 # DEPENDENCYPART_GRANDPAR
(31,25),(25,14),-0.434958 # DEPENDENCYPART_GRANDPAR
(31,25),(25,16),-0.614831 # DEPENDENCYPART_GRANDPAR
(31,25),(25,17),-0.394653 # DEPENDENCYPART_GRANDPAR
(31,25),(25,18),-0.499371 # DEPENDENCYPART_GRANDPAR
(31,25),(25,19),-0.103661 # DEPENDENCYPART_GRANDPAR
(31,25),(25,20),-0.514328 # DEPENDENCYPART_GRANDPAR
(31,25),(25,21),-0.53639 # DEPENDENCYPART_GRANDPAR
(31,25),(25,22),-0.144682 # DEPENDENCYPART_GRANDPAR
(31,25),(25,23),-0.414306 # DEPENDENCYPART_GRANDPAR
(31,25),(25,24),-0.385994 # DEPENDENCYPART_GRANDPAR
(31,25),(25,27),-0.202899 # DEPENDENCYPART_GRANDPAR
(31,25),(25,28),-0.609254 # DEPENDENCYPART_GRANDPAR
(31,25),(25,29),-0.0840241 # DEPENDENCYPART_GRANDPAR
(31,25),(25,31),-0.633855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,25),(25,33),-0.474043 # DEPENDENCYPART_GRANDPAR
(31,27),(27,20),-0.585424 # DEPENDENCYPART_GRANDPAR
(31,27),(27,21),-0.607486 # DEPENDENCYPART_GRANDPAR
(31,27),(27,23),-0.485402 # DEPENDENCYPART_GRANDPAR
(31,27),(27,25),-0.278535 # DEPENDENCYPART_GRANDPAR
(31,27),(27,29),-0.243989 # DEPENDENCYPART_GRANDPAR
(31,28),(28,7),-0.73175 # DEPENDENCYPART_GRANDPAR
(31,28),(28,8),-0.599234 # DEPENDENCYPART_GRANDPAR
(31,28),(28,12),-0.960997 # DEPENDENCYPART_GRANDPAR
(31,28),(28,17),-0.28574 # DEPENDENCYPART_GRANDPAR
(31,28),(28,18),-0.422726 # DEPENDENCYPART_GRANDPAR
(31,28),(28,19),0.318748 # DEPENDENCYPART_GRANDPAR
(31,28),(28,20),-0.634209 # DEPENDENCYPART_GRANDPAR
(31,28),(28,21),-0.656271 # DEPENDENCYPART_GRANDPAR
(31,28),(28,22),0.2819 # DEPENDENCYPART_GRANDPAR
(31,28),(28,23),-0.534187 # DEPENDENCYPART_GRANDPAR
(31,28),(28,24),-0.275187 # DEPENDENCYPART_GRANDPAR
(31,28),(28,25),0.188739 # DEPENDENCYPART_GRANDPAR
(31,28),(28,26),-0.290176 # DEPENDENCYPART_GRANDPAR
(31,28),(28,27),-0.349691 # DEPENDENCYPART_GRANDPAR
(31,28),(28,29),-0.24925 # DEPENDENCYPART_GRANDPAR
(31,28),(28,31),-0.672555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,28),(28,32),-0.422046 # DEPENDENCYPART_GRANDPAR
(31,28),(28,33),-0.560568 # DEPENDENCYPART_GRANDPAR
(31,28),(28,34),-0.314833 # DEPENDENCYPART_GRANDPAR
(31,29),(29,22),-0.14925 # DEPENDENCYPART_GRANDPAR
(31,29),(29,23),-0.435237 # DEPENDENCYPART_GRANDPAR
