# _root_ Böyle _ önemli bir görevin başına _ _ getirilen kişi , eski _ sakallı fotoğrafından da _ anlaşılıyor ki , bir bütün bürokrasiye _ _ yayılan zihniyetin bir örneği _ olabilir .
#goldHeads=3,3,5,5,6,8,8,9,10,31,0,15,14,15,18,15,18,31,18,0,22,23,25,25,26,27,29,29,31,31,32,0,
#predictedHeads=3,3,5,5,6,8,8,9,10,18,0,13,14,15,18,15,18,20,18,31,22,23,25,25,26,27,29,29,31,31,32,0,
(23,17),(17,11),-0.315908 # DEPENDENCYPART_GRANDPAR
(23,17),(17,12),-0.465566 # DEPENDENCYPART_GRANDPAR
(23,17),(17,13),-0.639233 # DEPENDENCYPART_GRANDPAR
(23,17),(17,14),-0.300024 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),-0.619461 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.414022 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),-0.318737 # DEPENDENCYPART_GRANDPAR
(23,17),(17,23),-0.37339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,17),(17,27),0.21059 # DEPENDENCYPART_GRANDPAR
(23,17),(17,30),-0.407145 # DEPENDENCYPART_GRANDPAR
(23,17),(17,31),-0.252896 # DEPENDENCYPART_GRANDPAR
(23,18),(18,1),-0.372152 # DEPENDENCYPART_GRANDPAR
(23,18),(18,2),-1.22496 # DEPENDENCYPART_GRANDPAR
(23,18),(18,3),-0.437628 # DEPENDENCYPART_GRANDPAR
(23,18),(18,5),-0.807345 # DEPENDENCYPART_GRANDPAR
(23,18),(18,6),-0.524487 # DEPENDENCYPART_GRANDPAR
(23,18),(18,7),-0.658306 # DEPENDENCYPART_GRANDPAR
(23,18),(18,8),-0.472135 # DEPENDENCYPART_GRANDPAR
(23,18),(18,9),-0.413902 # DEPENDENCYPART_GRANDPAR
(23,18),(18,10),-0.59313 # DEPENDENCYPART_GRANDPAR
(23,18),(18,11),-0.480341 # DEPENDENCYPART_GRANDPAR
(23,18),(18,12),-0.489604 # DEPENDENCYPART_GRANDPAR
(23,18),(18,13),-0.71665 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),-0.328825 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),-0.647516 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),-0.419301 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.771307 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),-0.276853 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),-0.48135 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),-0.345937 # DEPENDENCYPART_GRANDPAR
(23,18),(18,23),-0.496744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,24),-0.387227 # DEPENDENCYPART_GRANDPAR
(23,18),(18,25),-0.489747 # DEPENDENCYPART_GRANDPAR
(23,18),(18,27),0.0872357 # DEPENDENCYPART_GRANDPAR
(23,18),(18,29),-0.480994 # DEPENDENCYPART_GRANDPAR
(23,18),(18,30),-0.467781 # DEPENDENCYPART_GRANDPAR
(23,18),(18,31),-0.328658 # DEPENDENCYPART_GRANDPAR
(23,19),(19,13),-0.735413 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),-0.571797 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),-0.375999 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.823422 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.941763 # DEPENDENCYPART_GRANDPAR
(23,20),(20,8),-0.575937 # DEPENDENCYPART_GRANDPAR
(23,20),(20,9),-0.301973 # DEPENDENCYPART_GRANDPAR
(23,20),(20,12),-0.374591 # DEPENDENCYPART_GRANDPAR
(23,20),(20,14),-0.21929 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),-0.27781 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),-0.394925 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.875109 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.760487 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.41912 # DEPENDENCYPART_GRANDPAR
(23,20),(20,25),-0.529667 # DEPENDENCYPART_GRANDPAR
(23,20),(20,30),-0.507702 # DEPENDENCYPART_GRANDPAR
(23,20),(20,31),-0.37047 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.452436 # DEPENDENCYPART_GRANDPAR
(23,22),(22,13),-0.607821 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.617663 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.991866 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.432098 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.345912 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.234781 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),0.0673391 # DEPENDENCYPART_GRANDPAR
(23,22),(22,29),-0.50089 # DEPENDENCYPART_GRANDPAR
(23,24),(24,10),-0.80593 # DEPENDENCYPART_GRANDPAR
(23,24),(24,15),-0.853467 # DEPENDENCYPART_GRANDPAR
(23,24),(24,17),-1.02503 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-1.12685 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.367075 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.333504 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.252131 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.499488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,27),0.444595 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-0.123634 # DEPENDENCYPART_GRANDPAR
(23,24),(24,30),-0.0793159 # DEPENDENCYPART_GRANDPAR
(23,25),(25,5),-1.0133 # DEPENDENCYPART_GRANDPAR
(23,25),(25,6),-0.719415 # DEPENDENCYPART_GRANDPAR
(23,25),(25,10),-0.80593 # DEPENDENCYPART_GRANDPAR
(23,25),(25,13),-1.0336 # DEPENDENCYPART_GRANDPAR
(23,25),(25,15),-0.853467 # DEPENDENCYPART_GRANDPAR
(23,25),(25,17),-1.02503 # DEPENDENCYPART_GRANDPAR
(23,25),(25,18),-1.12685 # DEPENDENCYPART_GRANDPAR
(23,25),(25,19),-0.357884 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-0.367075 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.333504 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.252131 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.499488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),-0.310353 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),0.444595 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.123634 # DEPENDENCYPART_GRANDPAR
(23,25),(25,30),-0.0793159 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),0.21973 # DEPENDENCYPART_GRANDPAR
(23,29),(29,21),-0.448681 # DEPENDENCYPART_GRANDPAR
(23,29),(29,22),-0.300417 # DEPENDENCYPART_GRANDPAR
(23,29),(29,23),-0.285839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,29),(29,24),-0.148426 # DEPENDENCYPART_GRANDPAR
(23,29),(29,25),-0.250946 # DEPENDENCYPART_GRANDPAR
(23,29),(29,26),-0.294494 # DEPENDENCYPART_GRANDPAR
(23,29),(29,27),0.298141 # DEPENDENCYPART_GRANDPAR
(23,29),(29,28),-0.133768 # DEPENDENCYPART_GRANDPAR
(23,29),(29,30),-0.137748 # DEPENDENCYPART_GRANDPAR
(24,10),(10,1),-1.01801 # DEPENDENCYPART_GRANDPAR
(24,10),(10,2),-0.700395 # DEPENDENCYPART_GRANDPAR
(24,10),(10,3),-0.223385 # DEPENDENCYPART_GRANDPAR
(24,10),(10,4),-0.279453 # DEPENDENCYPART_GRANDPAR
(24,10),(10,5),-0.218779 # DEPENDENCYPART_GRANDPAR
(24,10),(10,6),-0.465915 # DEPENDENCYPART_GRANDPAR
(24,10),(10,7),-0.513306 # DEPENDENCYPART_GRANDPAR
(24,10),(10,8),-0.475418 # DEPENDENCYPART_GRANDPAR
(24,10),(10,9),-0.349794 # DEPENDENCYPART_GRANDPAR
(24,10),(10,11),-0.487558 # DEPENDENCYPART_GRANDPAR
(24,10),(10,12),-0.508234 # DEPENDENCYPART_GRANDPAR
(24,10),(10,14),-0.32486 # DEPENDENCYPART_GRANDPAR
(24,10),(10,31),-0.510195 # DEPENDENCYPART_GRANDPAR
(24,15),(15,3),-0.244267 # DEPENDENCYPART_GRANDPAR
(24,15),(15,4),-0.291408 # DEPENDENCYPART_GRANDPAR
(24,15),(15,5),-0.229398 # DEPENDENCYPART_GRANDPAR
(24,15),(15,6),-0.476534 # DEPENDENCYPART_GRANDPAR
(24,15),(15,8),-0.48225 # DEPENDENCYPART_GRANDPAR
(24,15),(15,9),-0.370676 # DEPENDENCYPART_GRANDPAR
(24,15),(15,10),-0.347567 # DEPENDENCYPART_GRANDPAR
(24,15),(15,11),-0.242642 # DEPENDENCYPART_GRANDPAR
(24,15),(15,12),-0.313252 # DEPENDENCYPART_GRANDPAR
(24,15),(15,13),-0.428157 # DEPENDENCYPART_GRANDPAR
(24,15),(15,14),-0.218665 # DEPENDENCYPART_GRANDPAR
(24,15),(15,16),-0.165342 # DEPENDENCYPART_GRANDPAR
(24,15),(15,17),-0.288368 # DEPENDENCYPART_GRANDPAR
(24,15),(15,18),-0.203899 # DEPENDENCYPART_GRANDPAR
(24,15),(15,19),0.172731 # DEPENDENCYPART_GRANDPAR
(24,15),(15,24),-0.628859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,15),(15,25),-0.358712 # DEPENDENCYPART_GRANDPAR
(24,15),(15,28),-0.271594 # DEPENDENCYPART_GRANDPAR
(24,15),(15,30),-0.497311 # DEPENDENCYPART_GRANDPAR
(24,15),(15,31),-0.510195 # DEPENDENCYPART_GRANDPAR
(24,17),(17,10),-0.433798 # DEPENDENCYPART_GRANDPAR
(24,17),(17,11),-0.255241 # DEPENDENCYPART_GRANDPAR
(24,17),(17,12),-0.904898 # DEPENDENCYPART_GRANDPAR
(24,17),(17,13),-0.167915 # DEPENDENCYPART_GRANDPAR
(24,17),(17,14),-0.756561 # DEPENDENCYPART_GRANDPAR
(24,17),(17,15),-0.427282 # DEPENDENCYPART_GRANDPAR
(24,17),(17,16),-0.718086 # DEPENDENCYPART_GRANDPAR
(24,17),(17,19),0.294441 # DEPENDENCYPART_GRANDPAR
(24,17),(17,23),-0.402849 # DEPENDENCYPART_GRANDPAR
(24,17),(17,27),-0.130251 # DEPENDENCYPART_GRANDPAR
(24,17),(17,30),-0.39506 # DEPENDENCYPART_GRANDPAR
(24,17),(17,31),-0.398705 # DEPENDENCYPART_GRANDPAR
(24,18),(18,1),-1.11562 # DEPENDENCYPART_GRANDPAR
(24,18),(18,2),-0.471588 # DEPENDENCYPART_GRANDPAR
(24,18),(18,3),-0.503902 # DEPENDENCYPART_GRANDPAR
(24,18),(18,5),-0.262294 # DEPENDENCYPART_GRANDPAR
(24,18),(18,6),-0.499357 # DEPENDENCYPART_GRANDPAR
(24,18),(18,7),-0.334869 # DEPENDENCYPART_GRANDPAR
(24,18),(18,8),-0.296982 # DEPENDENCYPART_GRANDPAR
(24,18),(18,9),-0.593539 # DEPENDENCYPART_GRANDPAR
(24,18),(18,10),-0.348192 # DEPENDENCYPART_GRANDPAR
(24,18),(18,11),-0.413628 # DEPENDENCYPART_GRANDPAR
(24,18),(18,12),-0.582611 # DEPENDENCYPART_GRANDPAR
(24,18),(18,13),-0.192939 # DEPENDENCYPART_GRANDPAR
(24,18),(18,14),-0.439059 # DEPENDENCYPART_GRANDPAR
(24,18),(18,15),-0.338996 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),-0.679451 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-0.0473673 # DEPENDENCYPART_GRANDPAR
(24,18),(18,19),0.396365 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),-0.445625 # DEPENDENCYPART_GRANDPAR
(24,18),(18,21),-0.190761 # DEPENDENCYPART_GRANDPAR
(24,18),(18,23),-0.201264 # DEPENDENCYPART_GRANDPAR
(24,18),(18,24),-0.703892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,18),(18,25),-0.433746 # DEPENDENCYPART_GRANDPAR
(24,18),(18,27),-0.397256 # DEPENDENCYPART_GRANDPAR
(24,18),(18,29),-0.275341 # DEPENDENCYPART_GRANDPAR
(24,18),(18,30),-0.572344 # DEPENDENCYPART_GRANDPAR
(24,18),(18,31),-0.590703 # DEPENDENCYPART_GRANDPAR
(24,20),(20,8),-0.2659 # DEPENDENCYPART_GRANDPAR
(24,20),(20,9),-0.276245 # DEPENDENCYPART_GRANDPAR
(24,20),(20,12),-0.262229 # DEPENDENCYPART_GRANDPAR
(24,20),(20,14),-0.12416 # DEPENDENCYPART_GRANDPAR
(24,20),(20,15),-0.225952 # DEPENDENCYPART_GRANDPAR
(24,20),(20,16),-0.601772 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),-0.0162854 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),0.382171 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),-0.0558777 # DEPENDENCYPART_GRANDPAR
(24,20),(20,25),-0.329395 # DEPENDENCYPART_GRANDPAR
(24,20),(20,30),-0.467994 # DEPENDENCYPART_GRANDPAR
(24,20),(20,31),-0.492927 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.298336 # DEPENDENCYPART_GRANDPAR
(24,22),(22,13),-0.318798 # DEPENDENCYPART_GRANDPAR
(24,22),(22,17),-0.105099 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),-0.190834 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),-0.0646271 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.277597 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.0768599 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),-0.31918 # DEPENDENCYPART_GRANDPAR
(24,22),(22,29),-0.197265 # DEPENDENCYPART_GRANDPAR
(24,23),(23,3),-0.244267 # DEPENDENCYPART_GRANDPAR
(24,23),(23,9),-0.370676 # DEPENDENCYPART_GRANDPAR
(24,23),(23,11),-0.242642 # DEPENDENCYPART_GRANDPAR
(24,23),(23,12),-0.313252 # DEPENDENCYPART_GRANDPAR
(24,23),(23,14),-0.218665 # DEPENDENCYPART_GRANDPAR
(24,23),(23,16),-0.765246 # DEPENDENCYPART_GRANDPAR
(24,23),(23,17),-0.232636 # DEPENDENCYPART_GRANDPAR
(24,23),(23,18),-0.132166 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),-0.105998 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.203518 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.133037 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.106399 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-0.628859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.358712 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-0.271594 # DEPENDENCYPART_GRANDPAR
(24,23),(23,29),-0.260096 # DEPENDENCYPART_GRANDPAR
(24,27),(27,12),-0.619427 # DEPENDENCYPART_GRANDPAR
(24,27),(27,14),-0.459765 # DEPENDENCYPART_GRANDPAR
(24,27),(27,20),-0.341575 # DEPENDENCYPART_GRANDPAR
(24,27),(27,22),-0.358245 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.393274 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-0.445864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),-0.175717 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),0.047327 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),0.0246104 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),0.112253 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),-0.258583 # DEPENDENCYPART_GRANDPAR
(24,29),(29,21),-0.334916 # DEPENDENCYPART_GRANDPAR
(24,29),(29,22),-0.358245 # DEPENDENCYPART_GRANDPAR
(24,29),(29,23),-0.393274 # DEPENDENCYPART_GRANDPAR
(24,29),(29,24),-0.445864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,29),(29,25),-0.175717 # DEPENDENCYPART_GRANDPAR
(24,29),(29,26),0.047327 # DEPENDENCYPART_GRANDPAR
(24,29),(29,27),-0.146194 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),-0.180205 # DEPENDENCYPART_GRANDPAR
(24,29),(29,30),-0.257864 # DEPENDENCYPART_GRANDPAR
(24,30),(30,10),-0.446614 # DEPENDENCYPART_GRANDPAR
(24,30),(30,15),-0.42669 # DEPENDENCYPART_GRANDPAR
(24,30),(30,21),-0.0957946 # DEPENDENCYPART_GRANDPAR
(24,30),(30,22),-0.221798 # DEPENDENCYPART_GRANDPAR
(24,30),(30,23),-0.141514 # DEPENDENCYPART_GRANDPAR
(24,30),(30,24),-0.67233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,30),(30,25),-0.402184 # DEPENDENCYPART_GRANDPAR
(24,30),(30,26),-0.00456072 # DEPENDENCYPART_GRANDPAR
(24,30),(30,27),-0.391586 # DEPENDENCYPART_GRANDPAR
(24,30),(30,28),-0.211597 # DEPENDENCYPART_GRANDPAR
(24,30),(30,29),-0.269671 # DEPENDENCYPART_GRANDPAR
(24,30),(30,31),-0.480954 # DEPENDENCYPART_GRANDPAR
(25,5),(5,1),-0.796563 # DEPENDENCYPART_GRANDPAR
(25,5),(5,2),-0.566545 # DEPENDENCYPART_GRANDPAR
(25,5),(5,3),-0.06489 # DEPENDENCYPART_GRANDPAR
(25,5),(5,4),-0.137723 # DEPENDENCYPART_GRANDPAR
(25,5),(5,6),-0.311304 # DEPENDENCYPART_GRANDPAR
(25,5),(5,7),-0.387357 # DEPENDENCYPART_GRANDPAR
(25,6),(6,1),-0.822928 # DEPENDENCYPART_GRANDPAR
(25,6),(6,2),-0.610494 # DEPENDENCYPART_GRANDPAR
(25,6),(6,3),-0.0925734 # DEPENDENCYPART_GRANDPAR
(25,6),(6,4),-0.17152 # DEPENDENCYPART_GRANDPAR
(25,6),(6,5),-0.329338 # DEPENDENCYPART_GRANDPAR
(25,6),(6,7),-0.387534 # DEPENDENCYPART_GRANDPAR
(25,6),(6,31),-0.279499 # DEPENDENCYPART_GRANDPAR
(25,10),(10,1),-0.783494 # DEPENDENCYPART_GRANDPAR
(25,10),(10,2),-0.560133 # DEPENDENCYPART_GRANDPAR
(25,10),(10,3),-0.0440078 # DEPENDENCYPART_GRANDPAR
(25,10),(10,4),-0.125768 # DEPENDENCYPART_GRANDPAR
(25,10),(10,5),-0.275001 # DEPENDENCYPART_GRANDPAR
(25,10),(10,6),-0.154955 # DEPENDENCYPART_GRANDPAR
(25,10),(10,7),-0.324793 # DEPENDENCYPART_GRANDPAR
(25,10),(10,8),-0.470609 # DEPENDENCYPART_GRANDPAR
(25,10),(10,9),-0.382948 # DEPENDENCYPART_GRANDPAR
(25,10),(10,11),-0.277185 # DEPENDENCYPART_GRANDPAR
(25,10),(10,12),-0.422259 # DEPENDENCYPART_GRANDPAR
(25,10),(10,14),-0.143355 # DEPENDENCYPART_GRANDPAR
(25,10),(10,31),-0.279465 # DEPENDENCYPART_GRANDPAR
(25,13),(13,4),-0.29357 # DEPENDENCYPART_GRANDPAR
(25,13),(13,9),-0.721333 # DEPENDENCYPART_GRANDPAR
(25,13),(13,10),-0.434734 # DEPENDENCYPART_GRANDPAR
(25,13),(13,11),0.126118 # DEPENDENCYPART_GRANDPAR
(25,13),(13,12),-0.549563 # DEPENDENCYPART_GRANDPAR
(25,13),(13,14),-0.231023 # DEPENDENCYPART_GRANDPAR
(25,13),(13,16),-0.147321 # DEPENDENCYPART_GRANDPAR
(25,13),(13,28),-0.137787 # DEPENDENCYPART_GRANDPAR
(25,15),(15,3),-0.06489 # DEPENDENCYPART_GRANDPAR
(25,15),(15,4),-0.137723 # DEPENDENCYPART_GRANDPAR
(25,15),(15,5),-0.28562 # DEPENDENCYPART_GRANDPAR
(25,15),(15,6),-0.165574 # DEPENDENCYPART_GRANDPAR
(25,15),(15,8),-0.477441 # DEPENDENCYPART_GRANDPAR
(25,15),(15,9),-0.403831 # DEPENDENCYPART_GRANDPAR
(25,15),(15,10),-0.349129 # DEPENDENCYPART_GRANDPAR
(25,15),(15,11),-0.0322698 # DEPENDENCYPART_GRANDPAR
(25,15),(15,12),-0.227276 # DEPENDENCYPART_GRANDPAR
(25,15),(15,13),-0.227027 # DEPENDENCYPART_GRANDPAR
(25,15),(15,14),-0.03716 # DEPENDENCYPART_GRANDPAR
(25,15),(15,16),-0.0385316 # DEPENDENCYPART_GRANDPAR
(25,15),(15,17),-0.130202 # DEPENDENCYPART_GRANDPAR
(25,15),(15,18),-0.215793 # DEPENDENCYPART_GRANDPAR
(25,15),(15,19),0.175032 # DEPENDENCYPART_GRANDPAR
(25,15),(15,24),-0.0128038 # DEPENDENCYPART_GRANDPAR
(25,15),(15,25),-0.55815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,15),(15,28),-0.308345 # DEPENDENCYPART_GRANDPAR
(25,15),(15,30),-0.239716 # DEPENDENCYPART_GRANDPAR
(25,15),(15,31),-0.279465 # DEPENDENCYPART_GRANDPAR
(25,17),(17,10),-0.435359 # DEPENDENCYPART_GRANDPAR
(25,17),(17,11),-0.044868 # DEPENDENCYPART_GRANDPAR
(25,17),(17,12),-0.818922 # DEPENDENCYPART_GRANDPAR
(25,17),(17,13),0.0332153 # DEPENDENCYPART_GRANDPAR
(25,17),(17,14),-0.575056 # DEPENDENCYPART_GRANDPAR
(25,17),(17,15),-0.266226 # DEPENDENCYPART_GRANDPAR
(25,17),(17,16),-0.591276 # DEPENDENCYPART_GRANDPAR
(25,17),(17,19),0.296742 # DEPENDENCYPART_GRANDPAR
(25,17),(17,23),-0.405322 # DEPENDENCYPART_GRANDPAR
(25,17),(17,27),-0.130162 # DEPENDENCYPART_GRANDPAR
(25,17),(17,30),-0.137465 # DEPENDENCYPART_GRANDPAR
(25,17),(17,31),-0.167975 # DEPENDENCYPART_GRANDPAR
(25,18),(18,1),-0.881102 # DEPENDENCYPART_GRANDPAR
(25,18),(18,2),-0.331327 # DEPENDENCYPART_GRANDPAR
(25,18),(18,3),-0.324525 # DEPENDENCYPART_GRANDPAR
(25,18),(18,5),-0.318516 # DEPENDENCYPART_GRANDPAR
(25,18),(18,6),-0.188397 # DEPENDENCYPART_GRANDPAR
(25,18),(18,7),-0.146356 # DEPENDENCYPART_GRANDPAR
(25,18),(18,8),-0.292172 # DEPENDENCYPART_GRANDPAR
(25,18),(18,9),-0.626693 # DEPENDENCYPART_GRANDPAR
(25,18),(18,10),-0.349754 # DEPENDENCYPART_GRANDPAR
(25,18),(18,11),-0.203255 # DEPENDENCYPART_GRANDPAR
(25,18),(18,12),-0.496636 # DEPENDENCYPART_GRANDPAR
(25,18),(18,13),0.00819135 # DEPENDENCYPART_GRANDPAR
(25,18),(18,14),-0.257554 # DEPENDENCYPART_GRANDPAR
(25,18),(18,15),-0.17794 # DEPENDENCYPART_GRANDPAR
(25,18),(18,16),-0.552641 # DEPENDENCYPART_GRANDPAR
(25,18),(18,17),0.110799 # DEPENDENCYPART_GRANDPAR
(25,18),(18,19),0.398666 # DEPENDENCYPART_GRANDPAR
(25,18),(18,20),-0.249317 # DEPENDENCYPART_GRANDPAR
(25,18),(18,21),0.114598 # DEPENDENCYPART_GRANDPAR
(25,18),(18,23),-0.203737 # DEPENDENCYPART_GRANDPAR
(25,18),(18,24),-0.113159 # DEPENDENCYPART_GRANDPAR
(25,18),(18,25),-0.633183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,18),(18,27),-0.397166 # DEPENDENCYPART_GRANDPAR
(25,18),(18,29),-0.672928 # DEPENDENCYPART_GRANDPAR
(25,18),(18,30),-0.31475 # DEPENDENCYPART_GRANDPAR
(25,18),(18,31),-0.359974 # DEPENDENCYPART_GRANDPAR
(25,19),(19,13),-0.25056 # DEPENDENCYPART_GRANDPAR
(25,19),(19,15),-0.151827 # DEPENDENCYPART_GRANDPAR
(25,19),(19,16),-0.413361 # DEPENDENCYPART_GRANDPAR
(25,19),(19,17),0.0874333 # DEPENDENCYPART_GRANDPAR
(25,19),(19,18),0.0345924 # DEPENDENCYPART_GRANDPAR
(25,20),(20,8),-0.26109 # DEPENDENCYPART_GRANDPAR
(25,20),(20,9),-0.3094 # DEPENDENCYPART_GRANDPAR
(25,20),(20,12),-0.176253 # DEPENDENCYPART_GRANDPAR
(25,20),(20,14),0.0573448 # DEPENDENCYPART_GRANDPAR
(25,20),(20,15),-0.0648963 # DEPENDENCYPART_GRANDPAR
(25,20),(20,16),-0.474962 # DEPENDENCYPART_GRANDPAR
(25,20),(20,17),0.141881 # DEPENDENCYPART_GRANDPAR
(25,20),(20,18),0.370276 # DEPENDENCYPART_GRANDPAR
(25,20),(20,19),-0.0535765 # DEPENDENCYPART_GRANDPAR
(25,20),(20,25),-0.528833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,20),(20,30),-0.210399 # DEPENDENCYPART_GRANDPAR
(25,20),(20,31),-0.262197 # DEPENDENCYPART_GRANDPAR
(25,21),(21,20),-0.102028 # DEPENDENCYPART_GRANDPAR
(25,22),(22,13),-0.117668 # DEPENDENCYPART_GRANDPAR
(25,22),(22,17),0.0530674 # DEPENDENCYPART_GRANDPAR
(25,22),(22,18),-0.202729 # DEPENDENCYPART_GRANDPAR
(25,22),(22,19),-0.0623259 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.0812892 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),0.228499 # DEPENDENCYPART_GRANDPAR
(25,22),(22,27),-0.31909 # DEPENDENCYPART_GRANDPAR
(25,22),(22,29),-0.594851 # DEPENDENCYPART_GRANDPAR
(25,23),(23,3),-0.06489 # DEPENDENCYPART_GRANDPAR
(25,23),(23,9),-0.403831 # DEPENDENCYPART_GRANDPAR
(25,23),(23,11),-0.0322698 # DEPENDENCYPART_GRANDPAR
(25,23),(23,12),-0.227276 # DEPENDENCYPART_GRANDPAR
(25,23),(23,14),-0.03716 # DEPENDENCYPART_GRANDPAR
(25,23),(23,16),-0.638436 # DEPENDENCYPART_GRANDPAR
(25,23),(23,17),-0.0744692 # DEPENDENCYPART_GRANDPAR
(25,23),(23,18),-0.144061 # DEPENDENCYPART_GRANDPAR
(25,23),(23,19),-0.103696 # DEPENDENCYPART_GRANDPAR
(25,23),(23,20),-0.00721001 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),0.172322 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),0.357355 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.0128038 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-0.55815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,28),-0.308345 # DEPENDENCYPART_GRANDPAR
(25,23),(23,29),-0.657683 # DEPENDENCYPART_GRANDPAR
(25,24),(24,10),-0.435359 # DEPENDENCYPART_GRANDPAR
(25,24),(24,15),-0.266226 # DEPENDENCYPART_GRANDPAR
(25,24),(24,17),0.14878 # DEPENDENCYPART_GRANDPAR
