# _root_ Bir gün düşünmüş , iki gün düşünmüş , işin içinden _ _ çıkamayacağını _ _ kestirince doğru kıza gitmiş .
#goldHeads=2,3,4,7,6,7,8,19,10,12,12,13,15,15,16,19,19,19,20,0,
#predictedHeads=2,3,4,7,6,7,8,19,10,12,12,13,15,15,16,19,19,19,20,0,
(3,7),(7,1),-0.0290543 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.250181 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.537807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.222506 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.175884 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.157888 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.0702715 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.202711 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.0465704 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.282293 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.0468964 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.200504 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.113263 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.103713 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.314487 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.156908 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.517103 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),0.132848 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.120063 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.347921 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.356774 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.0771078 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.30228 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.559301 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.00408177 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.103102 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.0158615 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.0993592 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.289203 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.109887 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.525623 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),0.132848 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),0.0163853 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.620728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),-0.28737 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),0.120063 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.347921 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.356774 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.0771078 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.30228 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.559301 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.421294 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.00408177 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.103102 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.0993592 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.289203 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.109887 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.0771078 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.30228 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.559301 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.421294 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.657017 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.414323 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.0993592 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.289203 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.109887 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.525623 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),0.0163853 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.620728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),-0.28737 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),0.120063 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),-0.347921 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.356774 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.0771078 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.30228 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.559301 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.421294 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.657017 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.414323 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.575228 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.0993592 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.289203 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.109887 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.525623 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-0.234555 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),-0.204676 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.158983 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.429018 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.271026 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.154464 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.05506 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.325095 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.184264 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.419987 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.167103 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.338198 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.250957 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.155572 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.337158 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.175269 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.283136 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.704495 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.0417559 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0747152 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.490767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.30727 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.291528 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.230331 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.232659 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.354807 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.509902 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.23616 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.776523 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.236176 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.508609 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.0428332 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.255383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.0587529 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0127283 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.106481 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.117477 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.171957 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.169629 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.271175 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),0.0474807 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.107614 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),0.120365 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),0.0232351 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.389023 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.395989 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.1457 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.447191 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.641168 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.257241 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.259569 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.816276 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.257284 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.300258 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.81573 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.789207 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.469429 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.0466023 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.48609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),-0.280443 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),-0.476262 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.255511 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.1457 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.447191 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.641168 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.257241 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.259569 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.816276 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.381717 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.257284 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.300258 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.81573 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.789207 # DEPENDENCYPART_GRANDPAR
(4,19),(19,2),-0.51265 # DEPENDENCYPART_GRANDPAR
(4,19),(19,3),-0.043871 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.257295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,6),-0.0143428 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),-0.00389152 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),0.0830943 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),0.0147282 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.17909 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),0.0154991 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),0.0131716 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.354356 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.108977 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.264072 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.0536613 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.173924 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.485788 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.2469 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.347992 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.100645 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.22743 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.276853 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.326963 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.404862 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.465823 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0591836 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.0103397 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.321901 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.179088 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.100558 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.421043 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.87315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.208464 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.185011 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),0.0350463 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.239521 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.399872 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.519847 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.380088 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.0199738 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.460099 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.362408 # DEPENDENCYPART_GRANDPAR
(6,4),(4,7),-0.250386 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.27944 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.439791 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.408797 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.287757 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-0.262222 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.816156 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.420654 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.7283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,7),-0.0689299 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),-0.0415589 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),0.162364 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),-0.333945 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.0477912 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),0.172266 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.193708 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.102302 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.262653 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.422724 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.289552 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.242035 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.294432 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.0712724 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.0321164 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.541137 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.143762 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0935309 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.00559605 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.152368 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.632482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,11),-0.201407 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.353055 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.38215 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.180091 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.229217 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.382695 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.0382747 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.133883 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),1.23663 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.538091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,14),-0.284239 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.0821801 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.513419 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.147126 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.0712724 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.160162 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.748634 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.258414 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.239962 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.541137 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.249734 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.0645073 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.475663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.132182 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.15637 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.487974 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),0.537268 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.0645073 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.296958 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.476423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.132937 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.14898 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.149548 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.00210024 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.0927829 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),0.0864293 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.0197797 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.612647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.214565 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0974913 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.350488 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.236698 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.105676 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.307735 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.069066 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.143526 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.0352871 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.46145 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.0927829 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.210796 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),0.637526 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),0.180859 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),0.0864293 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.0197797 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.612647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.214565 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.0974913 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.350488 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.185706 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.236698 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.105676 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.069066 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.143526 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.0352871 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.487974 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),0.0670102 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.296958 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),-0.132182 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.149735 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.116276 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.100316 # DEPENDENCYPART_GRANDPAR
(7,14),(14,8),-0.214565 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.0974913 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.350488 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.185706 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.337354 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.173543 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.069066 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.143526 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.0352871 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.46145 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.210796 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),0.637526 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),0.180859 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),0.0864293 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.0197797 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.612647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),-0.214565 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.0974913 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.350488 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.185706 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.337354 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.173543 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.36645 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.069066 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.143526 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.0352871 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.46145 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.461736 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.27072 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.0458062 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.220205 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.0302457 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.169132 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.134957 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.0550024 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.144843 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.0572162 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.0948911 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.0821196 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),0.149729 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),-0.116282 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),0.0513236 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.100324 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.0736772 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.12942 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),0.0726392 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.125279 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.191481 # DEPENDENCYPART_GRANDPAR
(7,19),(19,2),-0.483552 # DEPENDENCYPART_GRANDPAR
(7,19),(19,3),0.469231 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),0.0208882 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),-0.292536 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-0.53117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,8),-0.149845 # DEPENDENCYPART_GRANDPAR
(7,19),(19,9),0.0925107 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),-0.160407 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),-0.0716277 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.223276 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),0.0164588 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.252371 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.0503121 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.101924 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.156724 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.262791 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.401927 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.029349 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.411498 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0116019 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.134029 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.275521 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.293101 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.270376 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.33988 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.522454 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.33527 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.721521 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.0475657 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.672911 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.189578 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.0719735 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.350014 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.532588 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.852525 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.161372 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.104164 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.591722 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.089269 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.273141 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.0392199 # DEPENDENCYPART_GRANDPAR
