# _root_ _ DYP_Genel_Başkanlığı için Türkiye turuna _ çıkan Elazığ_Milletvekili_Mehmet Ağar , hakkında _ _ _ çıkarılan şaibe söylentilerinin arkasında başka hesaplar _ olduğunu _ savunarak , " _ Benim için şu anda hukuki problem _ yok .
#goldHeads=2,3,7,5,7,7,8,9,24,0,15,13,14,15,17,17,18,22,20,22,22,24,24,35,0,0,28,35,35,31,35,33,35,35,36,0,
#predictedHeads=2,3,6,5,6,7,8,9,11,0,14,13,14,15,17,17,18,21,20,21,22,23,24,27,0,0,28,29,35,31,35,33,35,35,36,0,
(25,28),(28,16),-0.419832 # DEPENDENCYPART_GRANDPAR
(25,28),(28,17),-0.456857 # DEPENDENCYPART_GRANDPAR
(25,28),(28,18),-0.504052 # DEPENDENCYPART_GRANDPAR
(25,28),(28,20),-0.347267 # DEPENDENCYPART_GRANDPAR
(25,28),(28,21),-0.368102 # DEPENDENCYPART_GRANDPAR
(25,28),(28,22),-0.16282 # DEPENDENCYPART_GRANDPAR
(25,28),(28,23),-0.270221 # DEPENDENCYPART_GRANDPAR
(25,28),(28,24),0.23484 # DEPENDENCYPART_GRANDPAR
(25,28),(28,25),-0.469538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,28),(28,26),-0.302641 # DEPENDENCYPART_GRANDPAR
(25,28),(28,27),-0.135015 # DEPENDENCYPART_GRANDPAR
(25,28),(28,31),-0.0179027 # DEPENDENCYPART_GRANDPAR
(25,28),(28,33),-0.243218 # DEPENDENCYPART_GRANDPAR
(25,29),(29,24),0.211917 # DEPENDENCYPART_GRANDPAR
(25,29),(29,25),-0.536641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,29),(29,26),-0.339309 # DEPENDENCYPART_GRANDPAR
(25,29),(29,27),-0.14658 # DEPENDENCYPART_GRANDPAR
(25,29),(29,28),-0.0701346 # DEPENDENCYPART_GRANDPAR
(25,29),(29,31),-0.206443 # DEPENDENCYPART_GRANDPAR
(25,29),(29,33),-0.415668 # DEPENDENCYPART_GRANDPAR
(25,35),(35,1),-1.99025 # DEPENDENCYPART_GRANDPAR
(25,35),(35,2),-0.762851 # DEPENDENCYPART_GRANDPAR
(25,35),(35,5),-0.776719 # DEPENDENCYPART_GRANDPAR
(25,35),(35,11),-0.654663 # DEPENDENCYPART_GRANDPAR
(25,35),(35,15),-0.823751 # DEPENDENCYPART_GRANDPAR
(25,35),(35,16),-0.419867 # DEPENDENCYPART_GRANDPAR
(25,35),(35,17),-0.456892 # DEPENDENCYPART_GRANDPAR
(25,35),(35,18),-0.504087 # DEPENDENCYPART_GRANDPAR
(25,35),(35,20),-0.347302 # DEPENDENCYPART_GRANDPAR
(25,35),(35,21),-0.36824 # DEPENDENCYPART_GRANDPAR
(25,35),(35,23),-0.270359 # DEPENDENCYPART_GRANDPAR
(25,35),(35,24),0.23481 # DEPENDENCYPART_GRANDPAR
(25,35),(35,25),-0.412872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,35),(35,26),-0.245114 # DEPENDENCYPART_GRANDPAR
(25,35),(35,27),-0.0946259 # DEPENDENCYPART_GRANDPAR
(25,35),(35,28),0.0472316 # DEPENDENCYPART_GRANDPAR
(25,35),(35,29),-0.0992027 # DEPENDENCYPART_GRANDPAR
(25,35),(35,30),-0.165009 # DEPENDENCYPART_GRANDPAR
(25,35),(35,31),-0.0481352 # DEPENDENCYPART_GRANDPAR
(25,35),(35,32),-0.139107 # DEPENDENCYPART_GRANDPAR
(25,35),(35,33),-0.251472 # DEPENDENCYPART_GRANDPAR
(25,35),(35,34),0.00505884 # DEPENDENCYPART_GRANDPAR
(26,6),(6,1),-1.43488 # DEPENDENCYPART_GRANDPAR
(26,6),(6,2),-0.629096 # DEPENDENCYPART_GRANDPAR
(26,6),(6,3),-0.092938 # DEPENDENCYPART_GRANDPAR
(26,6),(6,4),-0.0861025 # DEPENDENCYPART_GRANDPAR
(26,6),(6,5),-0.560464 # DEPENDENCYPART_GRANDPAR
(26,6),(6,8),-0.79989 # DEPENDENCYPART_GRANDPAR
(26,21),(21,3),-0.092938 # DEPENDENCYPART_GRANDPAR
(26,21),(21,4),-0.0861025 # DEPENDENCYPART_GRANDPAR
(26,21),(21,8),-0.573354 # DEPENDENCYPART_GRANDPAR
(26,21),(21,9),-0.249397 # DEPENDENCYPART_GRANDPAR
(26,21),(21,11),-0.563437 # DEPENDENCYPART_GRANDPAR
(26,21),(21,12),-1.05145 # DEPENDENCYPART_GRANDPAR
(26,21),(21,13),-0.968394 # DEPENDENCYPART_GRANDPAR
(26,21),(21,14),-0.900608 # DEPENDENCYPART_GRANDPAR
(26,21),(21,15),-0.8944 # DEPENDENCYPART_GRANDPAR
(26,21),(21,16),-0.425421 # DEPENDENCYPART_GRANDPAR
(26,21),(21,17),-0.410255 # DEPENDENCYPART_GRANDPAR
(26,21),(21,18),-0.393229 # DEPENDENCYPART_GRANDPAR
(26,21),(21,19),-0.846396 # DEPENDENCYPART_GRANDPAR
(26,21),(21,20),-0.465126 # DEPENDENCYPART_GRANDPAR
(26,21),(21,22),-0.491716 # DEPENDENCYPART_GRANDPAR
(26,21),(21,23),-0.672058 # DEPENDENCYPART_GRANDPAR
(26,21),(21,29),-0.281679 # DEPENDENCYPART_GRANDPAR
(26,21),(21,31),-0.210468 # DEPENDENCYPART_GRANDPAR
(26,23),(23,4),-0.0861025 # DEPENDENCYPART_GRANDPAR
(26,23),(23,8),-0.573354 # DEPENDENCYPART_GRANDPAR
(26,23),(23,9),-0.249397 # DEPENDENCYPART_GRANDPAR
(26,23),(23,11),-0.563437 # DEPENDENCYPART_GRANDPAR
(26,23),(23,15),-0.8944 # DEPENDENCYPART_GRANDPAR
(26,23),(23,16),-0.425421 # DEPENDENCYPART_GRANDPAR
(26,23),(23,17),-0.410255 # DEPENDENCYPART_GRANDPAR
(26,23),(23,18),-0.393229 # DEPENDENCYPART_GRANDPAR
(26,23),(23,19),-0.846396 # DEPENDENCYPART_GRANDPAR
(26,23),(23,20),-0.465126 # DEPENDENCYPART_GRANDPAR
(26,23),(23,21),-0.59242 # DEPENDENCYPART_GRANDPAR
(26,23),(23,22),-0.29814 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),-0.218649 # DEPENDENCYPART_GRANDPAR
(26,23),(23,25),-0.206254 # DEPENDENCYPART_GRANDPAR
(26,23),(23,27),-0.317364 # DEPENDENCYPART_GRANDPAR
(26,23),(23,28),-0.261235 # DEPENDENCYPART_GRANDPAR
(26,23),(23,29),-0.281679 # DEPENDENCYPART_GRANDPAR
(26,23),(23,31),-0.210468 # DEPENDENCYPART_GRANDPAR
(26,23),(23,33),-0.461109 # DEPENDENCYPART_GRANDPAR
(26,24),(24,9),-0.185469 # DEPENDENCYPART_GRANDPAR
(26,24),(24,11),-0.477517 # DEPENDENCYPART_GRANDPAR
(26,24),(24,16),-0.350634 # DEPENDENCYPART_GRANDPAR
(26,24),(24,17),-0.335468 # DEPENDENCYPART_GRANDPAR
(26,24),(24,18),-0.32526 # DEPENDENCYPART_GRANDPAR
(26,24),(24,20),-0.390339 # DEPENDENCYPART_GRANDPAR
(26,24),(24,22),-0.22373 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),-0.381215 # DEPENDENCYPART_GRANDPAR
(26,24),(24,27),-0.26408 # DEPENDENCYPART_GRANDPAR
(26,25),(25,6),-1.29257 # DEPENDENCYPART_GRANDPAR
(26,25),(25,12),-0.947608 # DEPENDENCYPART_GRANDPAR
(26,25),(25,13),-0.864549 # DEPENDENCYPART_GRANDPAR
(26,25),(25,14),-0.796763 # DEPENDENCYPART_GRANDPAR
(26,25),(25,15),-0.681827 # DEPENDENCYPART_GRANDPAR
(26,25),(25,18),-0.313791 # DEPENDENCYPART_GRANDPAR
(26,25),(25,19),-0.598119 # DEPENDENCYPART_GRANDPAR
(26,25),(25,20),-0.392528 # DEPENDENCYPART_GRANDPAR
(26,25),(25,21),-0.488575 # DEPENDENCYPART_GRANDPAR
(26,25),(25,23),-0.505589 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),0.0517625 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-0.520531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,28),-0.246788 # DEPENDENCYPART_GRANDPAR
(26,25),(25,29),-0.283322 # DEPENDENCYPART_GRANDPAR
(26,25),(25,35),-0.357693 # DEPENDENCYPART_GRANDPAR
(26,28),(28,1),-1.56983 # DEPENDENCYPART_GRANDPAR
(26,28),(28,2),-0.738222 # DEPENDENCYPART_GRANDPAR
(26,28),(28,5),-0.66959 # DEPENDENCYPART_GRANDPAR
(26,28),(28,12),-1.10984 # DEPENDENCYPART_GRANDPAR
(26,28),(28,14),-0.958993 # DEPENDENCYPART_GRANDPAR
(26,28),(28,15),-0.924678 # DEPENDENCYPART_GRANDPAR
(26,28),(28,16),-0.534547 # DEPENDENCYPART_GRANDPAR
(26,28),(28,17),-0.519381 # DEPENDENCYPART_GRANDPAR
(26,28),(28,18),-0.50972 # DEPENDENCYPART_GRANDPAR
(26,28),(28,20),-0.574252 # DEPENDENCYPART_GRANDPAR
(26,28),(28,21),-0.650805 # DEPENDENCYPART_GRANDPAR
(26,28),(28,22),-0.392953 # DEPENDENCYPART_GRANDPAR
(26,28),(28,23),-0.667819 # DEPENDENCYPART_GRANDPAR
(26,28),(28,24),-0.136627 # DEPENDENCYPART_GRANDPAR
(26,28),(28,25),-0.247303 # DEPENDENCYPART_GRANDPAR
(26,28),(28,26),-0.365486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,27),-0.112718 # DEPENDENCYPART_GRANDPAR
(26,28),(28,31),0.190024 # DEPENDENCYPART_GRANDPAR
(26,28),(28,33),-0.0752431 # DEPENDENCYPART_GRANDPAR
(26,29),(29,24),-0.137901 # DEPENDENCYPART_GRANDPAR
(26,29),(29,25),-0.222654 # DEPENDENCYPART_GRANDPAR
(26,29),(29,26),-0.378272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,29),(29,27),-0.106961 # DEPENDENCYPART_GRANDPAR
(26,29),(29,28),-0.0569964 # DEPENDENCYPART_GRANDPAR
(26,29),(29,31),-0.0176433 # DEPENDENCYPART_GRANDPAR
(26,29),(29,33),-0.267853 # DEPENDENCYPART_GRANDPAR
(26,31),(31,15),-0.926067 # DEPENDENCYPART_GRANDPAR
(26,31),(31,19),-0.806175 # DEPENDENCYPART_GRANDPAR
(26,31),(31,22),-0.438034 # DEPENDENCYPART_GRANDPAR
(26,31),(31,24),-0.161456 # DEPENDENCYPART_GRANDPAR
(26,31),(31,25),-0.225103 # DEPENDENCYPART_GRANDPAR
(26,31),(31,26),-0.354914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,31),(31,27),0.00462227 # DEPENDENCYPART_GRANDPAR
(26,31),(31,28),-0.0197795 # DEPENDENCYPART_GRANDPAR
(26,31),(31,29),-0.133997 # DEPENDENCYPART_GRANDPAR
(26,31),(31,30),-0.161359 # DEPENDENCYPART_GRANDPAR
(26,31),(31,32),-0.0156049 # DEPENDENCYPART_GRANDPAR
(26,31),(31,33),-0.259923 # DEPENDENCYPART_GRANDPAR
(26,31),(31,34),0.0419978 # DEPENDENCYPART_GRANDPAR
(26,33),(33,19),-0.806175 # DEPENDENCYPART_GRANDPAR
(26,33),(33,20),-0.619537 # DEPENDENCYPART_GRANDPAR
(26,33),(33,22),-0.438034 # DEPENDENCYPART_GRANDPAR
(26,33),(33,24),-0.161456 # DEPENDENCYPART_GRANDPAR
(26,33),(33,25),-0.225103 # DEPENDENCYPART_GRANDPAR
(26,33),(33,26),-0.354825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,33),(33,27),0.00463403 # DEPENDENCYPART_GRANDPAR
(26,33),(33,28),-0.0197591 # DEPENDENCYPART_GRANDPAR
(26,33),(33,29),-0.133989 # DEPENDENCYPART_GRANDPAR
(26,33),(33,30),-0.16135 # DEPENDENCYPART_GRANDPAR
(26,33),(33,31),0.00931243 # DEPENDENCYPART_GRANDPAR
(26,33),(33,32),-0.0754218 # DEPENDENCYPART_GRANDPAR
(26,33),(33,34),0.0490804 # DEPENDENCYPART_GRANDPAR
(26,35),(35,1),-1.56989 # DEPENDENCYPART_GRANDPAR
(26,35),(35,2),-0.738242 # DEPENDENCYPART_GRANDPAR
(26,35),(35,5),-0.66961 # DEPENDENCYPART_GRANDPAR
(26,35),(35,11),-0.659027 # DEPENDENCYPART_GRANDPAR
(26,35),(35,15),-0.924693 # DEPENDENCYPART_GRANDPAR
(26,35),(35,16),-0.534567 # DEPENDENCYPART_GRANDPAR
(26,35),(35,17),-0.5194 # DEPENDENCYPART_GRANDPAR
(26,35),(35,18),-0.50974 # DEPENDENCYPART_GRANDPAR
(26,35),(35,20),-0.574272 # DEPENDENCYPART_GRANDPAR
(26,35),(35,21),-0.650918 # DEPENDENCYPART_GRANDPAR
(26,35),(35,23),-0.667932 # DEPENDENCYPART_GRANDPAR
(26,35),(35,24),-0.136642 # DEPENDENCYPART_GRANDPAR
(26,35),(35,25),-0.247318 # DEPENDENCYPART_GRANDPAR
(26,35),(35,26),-0.314321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,35),(35,27),-0.0789396 # DEPENDENCYPART_GRANDPAR
(26,35),(35,28),0.0217185 # DEPENDENCYPART_GRANDPAR
(26,35),(35,29),-0.0273617 # DEPENDENCYPART_GRANDPAR
(26,35),(35,30),-0.154558 # DEPENDENCYPART_GRANDPAR
(26,35),(35,31),0.0465093 # DEPENDENCYPART_GRANDPAR
(26,35),(35,32),0.0351392 # DEPENDENCYPART_GRANDPAR
(26,35),(35,33),-0.200904 # DEPENDENCYPART_GRANDPAR
(26,35),(35,34),-0.0256582 # DEPENDENCYPART_GRANDPAR
(27,24),(24,9),0.258506 # DEPENDENCYPART_GRANDPAR
(27,24),(24,11),-0.160512 # DEPENDENCYPART_GRANDPAR
(27,24),(24,16),0.209072 # DEPENDENCYPART_GRANDPAR
(27,24),(24,17),-0.14527 # DEPENDENCYPART_GRANDPAR
(27,24),(24,18),-0.09742 # DEPENDENCYPART_GRANDPAR
(27,24),(24,20),-0.00837368 # DEPENDENCYPART_GRANDPAR
(27,24),(24,22),0.015908 # DEPENDENCYPART_GRANDPAR
(27,24),(24,23),-0.00872051 # DEPENDENCYPART_GRANDPAR
(27,24),(24,27),-0.419033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,25),(25,6),0.634095 # DEPENDENCYPART_GRANDPAR
(27,25),(25,12),0.53462 # DEPENDENCYPART_GRANDPAR
(27,25),(25,13),0.569286 # DEPENDENCYPART_GRANDPAR
(27,25),(25,14),0.455632 # DEPENDENCYPART_GRANDPAR
(27,25),(25,15),0.50752 # DEPENDENCYPART_GRANDPAR
(27,25),(25,18),0.235811 # DEPENDENCYPART_GRANDPAR
(27,25),(25,19),0.313695 # DEPENDENCYPART_GRANDPAR
(27,25),(25,20),0.3112 # DEPENDENCYPART_GRANDPAR
(27,25),(25,21),-0.129373 # DEPENDENCYPART_GRANDPAR
(27,25),(25,23),-0.186677 # DEPENDENCYPART_GRANDPAR
(27,25),(25,24),0.268939 # DEPENDENCYPART_GRANDPAR
(27,25),(25,26),0.24383 # DEPENDENCYPART_GRANDPAR
(27,25),(25,28),-0.300847 # DEPENDENCYPART_GRANDPAR
(27,25),(25,29),-0.089991 # DEPENDENCYPART_GRANDPAR
(27,25),(25,35),-0.334234 # DEPENDENCYPART_GRANDPAR
(27,26),(26,6),0.805965 # DEPENDENCYPART_GRANDPAR
(27,26),(26,21),0.0424958 # DEPENDENCYPART_GRANDPAR
(27,26),(26,23),-0.0148073 # DEPENDENCYPART_GRANDPAR
(27,26),(26,24),0.250827 # DEPENDENCYPART_GRANDPAR
(27,26),(26,25),0.238099 # DEPENDENCYPART_GRANDPAR
(27,26),(26,28),-0.309933 # DEPENDENCYPART_GRANDPAR
(27,26),(26,29),-0.0825471 # DEPENDENCYPART_GRANDPAR
(27,26),(26,31),-0.18269 # DEPENDENCYPART_GRANDPAR
(27,26),(26,33),-0.348303 # DEPENDENCYPART_GRANDPAR
(27,26),(26,35),-0.343306 # DEPENDENCYPART_GRANDPAR
(28,2),(2,1),-1.3904 # DEPENDENCYPART_GRANDPAR
(28,2),(2,4),-1.21602 # DEPENDENCYPART_GRANDPAR
(28,5),(5,1),-1.3904 # DEPENDENCYPART_GRANDPAR
(28,5),(5,2),-0.79817 # DEPENDENCYPART_GRANDPAR
(28,5),(5,3),-0.317622 # DEPENDENCYPART_GRANDPAR
(28,5),(5,4),-1.11392 # DEPENDENCYPART_GRANDPAR
(28,5),(5,6),-1.13746 # DEPENDENCYPART_GRANDPAR
(28,12),(12,3),-0.244355 # DEPENDENCYPART_GRANDPAR
(28,12),(12,6),-0.901937 # DEPENDENCYPART_GRANDPAR
(28,12),(12,8),-0.543622 # DEPENDENCYPART_GRANDPAR
(28,12),(12,9),-0.58506 # DEPENDENCYPART_GRANDPAR
(28,12),(12,10),-0.624484 # DEPENDENCYPART_GRANDPAR
(28,12),(12,11),-0.470108 # DEPENDENCYPART_GRANDPAR
(28,12),(12,21),-0.879349 # DEPENDENCYPART_GRANDPAR
(28,14),(14,1),-1.01772 # DEPENDENCYPART_GRANDPAR
(28,14),(14,2),-0.697354 # DEPENDENCYPART_GRANDPAR
(28,14),(14,3),-0.244355 # DEPENDENCYPART_GRANDPAR
(28,14),(14,4),-1.01005 # DEPENDENCYPART_GRANDPAR
(28,14),(14,5),-1.01192 # DEPENDENCYPART_GRANDPAR
(28,14),(14,6),-0.901937 # DEPENDENCYPART_GRANDPAR
(28,14),(14,7),-0.399102 # DEPENDENCYPART_GRANDPAR
(28,14),(14,8),-0.543622 # DEPENDENCYPART_GRANDPAR
(28,14),(14,9),-0.58506 # DEPENDENCYPART_GRANDPAR
(28,14),(14,10),-0.624484 # DEPENDENCYPART_GRANDPAR
(28,14),(14,11),-0.470108 # DEPENDENCYPART_GRANDPAR
(28,14),(14,12),-0.804799 # DEPENDENCYPART_GRANDPAR
(28,14),(14,13),-0.72403 # DEPENDENCYPART_GRANDPAR
(28,15),(15,3),-0.221332 # DEPENDENCYPART_GRANDPAR
(28,15),(15,4),-1.11614 # DEPENDENCYPART_GRANDPAR
(28,15),(15,5),-1.11303 # DEPENDENCYPART_GRANDPAR
(28,15),(15,8),-0.644734 # DEPENDENCYPART_GRANDPAR
(28,15),(15,9),-0.691602 # DEPENDENCYPART_GRANDPAR
(28,15),(15,10),-0.736061 # DEPENDENCYPART_GRANDPAR
(28,15),(15,11),-0.555587 # DEPENDENCYPART_GRANDPAR
(28,15),(15,13),-0.806417 # DEPENDENCYPART_GRANDPAR
(28,15),(15,14),-0.6451 # DEPENDENCYPART_GRANDPAR
(28,16),(16,7),-0.238182 # DEPENDENCYPART_GRANDPAR
(28,16),(16,10),-0.668831 # DEPENDENCYPART_GRANDPAR
(28,16),(16,11),-0.553684 # DEPENDENCYPART_GRANDPAR
(28,16),(16,12),-0.983405 # DEPENDENCYPART_GRANDPAR
(28,16),(16,13),-0.902637 # DEPENDENCYPART_GRANDPAR
(28,16),(16,14),-0.74132 # DEPENDENCYPART_GRANDPAR
(28,16),(16,15),-0.328341 # DEPENDENCYPART_GRANDPAR
(28,16),(16,17),-0.753487 # DEPENDENCYPART_GRANDPAR
(28,16),(16,19),-0.41678 # DEPENDENCYPART_GRANDPAR
(28,16),(16,30),0.202813 # DEPENDENCYPART_GRANDPAR
(28,17),(17,7),-0.238182 # DEPENDENCYPART_GRANDPAR
(28,17),(17,10),-0.668831 # DEPENDENCYPART_GRANDPAR
(28,17),(17,12),-0.983405 # DEPENDENCYPART_GRANDPAR
(28,17),(17,13),-0.902637 # DEPENDENCYPART_GRANDPAR
(28,17),(17,14),-0.74132 # DEPENDENCYPART_GRANDPAR
(28,17),(17,15),-0.328341 # DEPENDENCYPART_GRANDPAR
(28,17),(17,16),-0.529196 # DEPENDENCYPART_GRANDPAR
(28,17),(17,18),-0.510002 # DEPENDENCYPART_GRANDPAR
(28,17),(17,19),-0.41678 # DEPENDENCYPART_GRANDPAR
(28,17),(17,30),0.202813 # DEPENDENCYPART_GRANDPAR
(28,18),(18,7),-0.244331 # DEPENDENCYPART_GRANDPAR
(28,18),(18,12),-0.979178 # DEPENDENCYPART_GRANDPAR
(28,18),(18,13),-0.898409 # DEPENDENCYPART_GRANDPAR
(28,18),(18,14),-0.737093 # DEPENDENCYPART_GRANDPAR
(28,18),(18,15),-0.334491 # DEPENDENCYPART_GRANDPAR
(28,18),(18,16),-0.520953 # DEPENDENCYPART_GRANDPAR
(28,18),(18,17),-0.632971 # DEPENDENCYPART_GRANDPAR
(28,18),(18,19),-0.422775 # DEPENDENCYPART_GRANDPAR
(28,18),(18,20),-0.645407 # DEPENDENCYPART_GRANDPAR
(28,18),(18,30),0.202136 # DEPENDENCYPART_GRANDPAR
(28,20),(20,7),-0.238182 # DEPENDENCYPART_GRANDPAR
(28,20),(20,10),-0.668831 # DEPENDENCYPART_GRANDPAR
(28,20),(20,14),-0.74132 # DEPENDENCYPART_GRANDPAR
(28,20),(20,15),-0.328341 # DEPENDENCYPART_GRANDPAR
(28,20),(20,16),-0.529196 # DEPENDENCYPART_GRANDPAR
(28,20),(20,17),-0.641214 # DEPENDENCYPART_GRANDPAR
(28,20),(20,18),-0.401321 # DEPENDENCYPART_GRANDPAR
(28,20),(20,19),-0.282037 # DEPENDENCYPART_GRANDPAR
(28,20),(20,21),-0.644281 # DEPENDENCYPART_GRANDPAR
(28,20),(20,22),-0.767305 # DEPENDENCYPART_GRANDPAR
(28,20),(20,30),0.202813 # DEPENDENCYPART_GRANDPAR
(28,21),(21,3),-0.244355 # DEPENDENCYPART_GRANDPAR
(28,21),(21,4),-1.01005 # DEPENDENCYPART_GRANDPAR
(28,21),(21,8),-0.543622 # DEPENDENCYPART_GRANDPAR
(28,21),(21,9),-0.58506 # DEPENDENCYPART_GRANDPAR
(28,21),(21,11),-0.470108 # DEPENDENCYPART_GRANDPAR
(28,21),(21,12),-0.804799 # DEPENDENCYPART_GRANDPAR
(28,21),(21,13),-0.72403 # DEPENDENCYPART_GRANDPAR
(28,21),(21,14),-0.562714 # DEPENDENCYPART_GRANDPAR
(28,21),(21,15),-0.479767 # DEPENDENCYPART_GRANDPAR
(28,21),(21,16),-0.428379 # DEPENDENCYPART_GRANDPAR
(28,21),(21,17),-0.540398 # DEPENDENCYPART_GRANDPAR
(28,21),(21,18),-0.292983 # DEPENDENCYPART_GRANDPAR
(28,21),(21,19),-0.506386 # DEPENDENCYPART_GRANDPAR
(28,21),(21,20),-0.416972 # DEPENDENCYPART_GRANDPAR
(28,21),(21,22),-1.00919 # DEPENDENCYPART_GRANDPAR
(28,21),(21,23),-0.779399 # DEPENDENCYPART_GRANDPAR
(28,21),(21,29),0.193322 # DEPENDENCYPART_GRANDPAR
(28,21),(21,31),0.211383 # DEPENDENCYPART_GRANDPAR
(28,22),(22,5),-1.15839 # DEPENDENCYPART_GRANDPAR
(28,22),(22,8),-0.690091 # DEPENDENCYPART_GRANDPAR
(28,22),(22,9),-0.73811 # DEPENDENCYPART_GRANDPAR
(28,22),(22,10),-0.665931 # DEPENDENCYPART_GRANDPAR
(28,22),(22,11),-0.599337 # DEPENDENCYPART_GRANDPAR
(28,22),(22,16),-0.574849 # DEPENDENCYPART_GRANDPAR
(28,22),(22,17),-0.686868 # DEPENDENCYPART_GRANDPAR
(28,22),(22,18),-0.446974 # DEPENDENCYPART_GRANDPAR
(28,22),(22,20),-0.563442 # DEPENDENCYPART_GRANDPAR
(28,22),(22,21),-0.554959 # DEPENDENCYPART_GRANDPAR
(28,22),(22,23),-0.510899 # DEPENDENCYPART_GRANDPAR
(28,23),(23,4),-1.01005 # DEPENDENCYPART_GRANDPAR
(28,23),(23,8),-0.543622 # DEPENDENCYPART_GRANDPAR
(28,23),(23,9),-0.58506 # DEPENDENCYPART_GRANDPAR
(28,23),(23,11),-0.470108 # DEPENDENCYPART_GRANDPAR
(28,23),(23,15),-0.479767 # DEPENDENCYPART_GRANDPAR
(28,23),(23,16),-0.428379 # DEPENDENCYPART_GRANDPAR
(28,23),(23,17),-0.540398 # DEPENDENCYPART_GRANDPAR
(28,23),(23,18),-0.292983 # DEPENDENCYPART_GRANDPAR
(28,23),(23,19),-0.506386 # DEPENDENCYPART_GRANDPAR
(28,23),(23,20),-0.416972 # DEPENDENCYPART_GRANDPAR
(28,23),(23,21),-0.408755 # DEPENDENCYPART_GRANDPAR
(28,23),(23,22),-0.559348 # DEPENDENCYPART_GRANDPAR
(28,23),(23,24),-0.415442 # DEPENDENCYPART_GRANDPAR
(28,23),(23,25),-0.318486 # DEPENDENCYPART_GRANDPAR
(28,23),(23,27),0.245782 # DEPENDENCYPART_GRANDPAR
(28,23),(23,28),-0.181582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,23),(23,29),0.193322 # DEPENDENCYPART_GRANDPAR
(28,23),(23,31),0.211383 # DEPENDENCYPART_GRANDPAR
(28,23),(23,33),0.300429 # DEPENDENCYPART_GRANDPAR
(28,24),(24,9),-0.643592 # DEPENDENCYPART_GRANDPAR
(28,24),(24,11),-0.51374 # DEPENDENCYPART_GRANDPAR
(28,24),(24,16),-0.481482 # DEPENDENCYPART_GRANDPAR
(28,24),(24,17),-0.5935 # DEPENDENCYPART_GRANDPAR
(28,24),(24,18),-0.352825 # DEPENDENCYPART_GRANDPAR
(28,24),(24,20),-0.470075 # DEPENDENCYPART_GRANDPAR
(28,24),(24,22),-0.623194 # DEPENDENCYPART_GRANDPAR
(28,24),(24,23),-0.170323 # DEPENDENCYPART_GRANDPAR
(28,24),(24,27),0.401659 # DEPENDENCYPART_GRANDPAR
(28,25),(25,6),-0.872474 # DEPENDENCYPART_GRANDPAR
(28,25),(25,12),-0.775336 # DEPENDENCYPART_GRANDPAR
(28,25),(25,13),-0.694567 # DEPENDENCYPART_GRANDPAR
(28,25),(25,14),-0.533251 # DEPENDENCYPART_GRANDPAR
(28,25),(25,15),-0.25419 # DEPENDENCYPART_GRANDPAR
(28,25),(25,18),-0.325387 # DEPENDENCYPART_GRANDPAR
(28,25),(25,19),-0.270924 # DEPENDENCYPART_GRANDPAR
(28,25),(25,20),-0.456187 # DEPENDENCYPART_GRANDPAR
(28,25),(25,21),-0.379292 # DEPENDENCYPART_GRANDPAR
(28,25),(25,23),-0.279343 # DEPENDENCYPART_GRANDPAR
(28,25),(25,24),-0.0920495 # DEPENDENCYPART_GRANDPAR
(28,25),(25,26),-0.391502 # DEPENDENCYPART_GRANDPAR
(28,25),(25,28),-0.263278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,25),(25,29),0.076498 # DEPENDENCYPART_GRANDPAR
(28,25),(25,35),-0.196428 # DEPENDENCYPART_GRANDPAR
(28,26),(26,6),-0.734053 # DEPENDENCYPART_GRANDPAR
(28,26),(26,21),-0.240872 # DEPENDENCYPART_GRANDPAR
(28,26),(26,23),-0.140922 # DEPENDENCYPART_GRANDPAR
(28,26),(26,24),-0.0690777 # DEPENDENCYPART_GRANDPAR
(28,26),(26,25),-0.022103 # DEPENDENCYPART_GRANDPAR
(28,26),(26,28),-0.34888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,26),(26,29),0.0307159 # DEPENDENCYPART_GRANDPAR
(28,26),(26,31),-0.0265209 # DEPENDENCYPART_GRANDPAR
(28,26),(26,33),0.0617822 # DEPENDENCYPART_GRANDPAR
(28,26),(26,35),-0.282002 # DEPENDENCYPART_GRANDPAR
