# _root_ Her _ iki olgu da , bilim için yeni bir başlangıçtan çok , bir dönemin _ _ kapanışına işaret_etmektedir .
#goldHeads=3,3,4,19,4,0,8,19,10,11,12,19,0,15,18,17,18,19,20,0,
#predictedHeads=3,3,4,19,4,0,8,19,11,11,12,19,0,15,17,17,18,19,20,0,
(5,4),(4,3),-0.269933 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.54573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.367863 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.350769 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.346482 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.313298 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.544821 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.586292 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.598761 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.606739 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.561068 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.202605 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.0798118 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.67483 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.197609 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.0722873 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0167296 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.324494 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.58309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.424031 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.310885 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.452787 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.523015 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.408499 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.46759 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.728308 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.315898 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.230597 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.455786 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.430415 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.0343236 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.364473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,9),0.0254341 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.105747 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.123863 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.0750266 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.175975 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.0412004 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.445042 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.252838 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.168599 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),0.00992474 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.406064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.127943 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.16668 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0494286 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.44352 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.492474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.334449 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.235517 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.265032 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.402779 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.388722 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.293599 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.398647 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.155959 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.21505 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.311779 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.494367 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.230558 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.146315 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),0.0468176 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.3322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,7),-0.0181609 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),-0.0396386 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),-0.058638 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),-0.248687 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.071489 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.114934 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.250092 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.318914 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.267381 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.174533 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.233624 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.430174 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.415352 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.52568 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.539643 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.318169 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.489766 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.843387 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.107659 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.131647 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.508075 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.926084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.371326 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.388259 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.580666 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.736513 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.532381 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.786392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.247748 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.576289 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.174919 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.2798 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.708249 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.580916 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.61044 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.467392 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.650083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.226678 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.287967 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.253597 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.233317 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.179851 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.154887 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.0915191 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.150417 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.312989 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.765924 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.567347 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.631742 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.534408 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.697659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,9),-0.260734 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.60205 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.0976515 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.286829 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.629518 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.430933 # DEPENDENCYPART_GRANDPAR
(7,16),(16,8),-0.20975 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.231152 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.768102 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.308084 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.319405 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.287772 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.366732 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.181326 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.246976 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.313219 # DEPENDENCYPART_GRANDPAR
(7,19),(19,3),-0.752872 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),-0.554287 # DEPENDENCYPART_GRANDPAR
(7,19),(19,5),-0.559427 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),-0.489644 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-0.722404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,8),-0.183697 # DEPENDENCYPART_GRANDPAR
(7,19),(19,9),-0.252399 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),-0.208479 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),-0.625714 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.283789 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),-0.294948 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.265099 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.224344 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.302297 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.386489 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.450499 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.338796 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.0878919 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.0075269 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.418659 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.108102 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.0235156 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.241008 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0255479 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.107236 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.0596757 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.47159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,10),-0.251763 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.240859 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.206186 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.167106 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.12998 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.439152 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.278985 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.140717 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.2753 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.284493 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.107248 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.113651 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.00300073 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.451093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,13),-0.254054 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.133192 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.113574 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.0213606 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.158977 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.0320941 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-0.301178 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.251763 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.347024 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.292073 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.240859 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.206186 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.129981 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.356569 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.433298 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.24029 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.142368 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.116967 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.379823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.222282 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.19486 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.126968 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0470107 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.00331273 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.0600849 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.0686144 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),0.054115 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.538567 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.395038 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.238724 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.163924 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.0786195 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),-0.157857 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.155468 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.211228 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.405626 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.696115 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.319225 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.156266 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0624995 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.419495 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.180535 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.217653 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.234827 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.443265 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.498518 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.175881 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.311015 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.3846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.232399 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.272431 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.219272 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.221231 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.257391 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.207791 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.349247 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.230554 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0460853 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.365009 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.206309 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.245674 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.212912 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.607329 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.509489 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.147397 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.535175 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.479104 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.306061 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.280178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.199444 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0141959 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0507657 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.0291199 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.0580335 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.0492188 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.0248877 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.607329 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.509489 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.147397 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.306061 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.280178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.199444 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.119356 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.131169 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.136632 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.188276 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.0492188 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.0357014 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.32167 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.420022 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.231911 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.207397 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.259574 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.226931 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.054563 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.2887 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.268987 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.0394931 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.266514 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.00184343 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.212346 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.0832458 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.302547 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.336278 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-0.431982 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.55265 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.313536 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.123718 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.00662779 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.551236 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.122146 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.329795 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.10296 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.162335 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.229805 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.341912 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.639175 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.0794759 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.303598 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.220293 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.128851 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.059783 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.084479 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.920954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.440184 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.302547 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.336278 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.55265 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.221954 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.0503279 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0973423 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.107618 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.119824 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.905513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.447353 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.0503941 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.114401 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.028471 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.113059 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.914261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,15),-0.253606 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0452494 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.549197 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.382276 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.228732 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.275221 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.221883 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.170278 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.731018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,15),0.0418092 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.295679 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.324153 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.274158 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.356995 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.212712 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.19179 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.847428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.362392 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.46534 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.167435 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.26314 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.155127 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.206754 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.240483 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.227216 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.395845 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.20743 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.308475 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.156769 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.138364 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.68342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.358405 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.284273 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.247429 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0479589 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.143663 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.412791 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.245862 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.248875 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.0802228 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.89707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.331359 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.273059 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.224984 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.236415 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.085231 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.186279 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.354026 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.536145 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.369216 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.156417 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.230457 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.208831 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.30065 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.165581 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.13996 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.754682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.307065 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.248602 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.202311 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.0940275 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.236041 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.331745 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.403996 # DEPENDENCYPART_GRANDPAR
