# _root_ Kendi yaşam alanını güvence altında _ gören _ Papalık , bunun _ verdiği _ rahatlıkla , yakın geçmişte Darwin'le bile _ barışmakta bir beis görmemiştir .
#goldHeads=3,3,6,5,6,7,8,9,25,0,12,13,14,15,25,0,18,21,21,19,22,25,24,25,26,0,
#predictedHeads=3,3,6,5,6,7,9,9,12,0,12,13,15,15,25,0,18,21,21,21,22,25,24,25,26,0,
(25,3),(25,16),-0.161873 # DEPENDENCYPART_SIBL
(25,3),(25,17),-0.0424547 # DEPENDENCYPART_SIBL
(25,3),(25,18),-0.078425 # DEPENDENCYPART_SIBL
(25,3),(25,19),-0.0746873 # DEPENDENCYPART_SIBL
(25,3),(25,20),-0.0869392 # DEPENDENCYPART_SIBL
(25,3),(25,21),0.0267125 # DEPENDENCYPART_SIBL
(25,3),(25,22),-0.0746873 # DEPENDENCYPART_SIBL
(25,3),(25,23),-0.0165733 # DEPENDENCYPART_SIBL
(25,3),(25,24),-0.0746873 # DEPENDENCYPART_SIBL
(25,4),(25,5),-0.0626271 # DEPENDENCYPART_SIBL
(25,4),(25,6),0.0317593 # DEPENDENCYPART_SIBL
(25,4),(25,8),-0.0532037 # DEPENDENCYPART_SIBL
(25,4),(25,9),-0.0706418 # DEPENDENCYPART_SIBL
(25,4),(25,10),-0.157828 # DEPENDENCYPART_SIBL
(25,4),(25,11),-0.0304939 # DEPENDENCYPART_SIBL
(25,4),(25,12),0.0317593 # DEPENDENCYPART_SIBL
(25,4),(25,14),-0.00970339 # DEPENDENCYPART_SIBL
(25,4),(25,15),-0.0706418 # DEPENDENCYPART_SIBL
(25,4),(25,16),-0.157828 # DEPENDENCYPART_SIBL
(25,4),(25,17),-0.0384092 # DEPENDENCYPART_SIBL
(25,4),(25,18),-0.0743795 # DEPENDENCYPART_SIBL
(25,4),(25,19),-0.0706418 # DEPENDENCYPART_SIBL
(25,4),(25,20),-0.0761853 # DEPENDENCYPART_SIBL
(25,4),(25,21),0.0317593 # DEPENDENCYPART_SIBL
(25,4),(25,22),-0.0706418 # DEPENDENCYPART_SIBL
(25,4),(25,23),-0.0125277 # DEPENDENCYPART_SIBL
(25,4),(25,24),-0.0706418 # DEPENDENCYPART_SIBL
(25,5),(25,6),-0.00550661 # DEPENDENCYPART_SIBL
(25,5),(25,8),-0.0753551 # DEPENDENCYPART_SIBL
(25,5),(25,9),-0.075905 # DEPENDENCYPART_SIBL
(25,5),(25,10),-0.167235 # DEPENDENCYPART_SIBL
(25,5),(25,11),-0.0396174 # DEPENDENCYPART_SIBL
(25,5),(25,12),-0.00550661 # DEPENDENCYPART_SIBL
(25,5),(25,14),-0.0409409 # DEPENDENCYPART_SIBL
(25,5),(25,15),-0.075905 # DEPENDENCYPART_SIBL
(25,5),(25,16),-0.167235 # DEPENDENCYPART_SIBL
(25,5),(25,17),-0.0527585 # DEPENDENCYPART_SIBL
(25,5),(25,18),-0.0796426 # DEPENDENCYPART_SIBL
(25,5),(25,19),-0.075905 # DEPENDENCYPART_SIBL
(25,5),(25,20),-0.0858616 # DEPENDENCYPART_SIBL
(25,5),(25,21),-0.00550661 # DEPENDENCYPART_SIBL
(25,5),(25,22),-0.075905 # DEPENDENCYPART_SIBL
(25,5),(25,23),-0.0231626 # DEPENDENCYPART_SIBL
(25,5),(25,24),-0.075905 # DEPENDENCYPART_SIBL
(25,6),(25,8),-0.943691 # DEPENDENCYPART_SIBL
(25,6),(25,9),-0.553839 # DEPENDENCYPART_SIBL
(25,6),(25,10),-0.444497 # DEPENDENCYPART_SIBL
(25,6),(25,11),-0.31596 # DEPENDENCYPART_SIBL
(25,6),(25,12),-1.03137 # DEPENDENCYPART_SIBL
(25,6),(25,14),-0.890237 # DEPENDENCYPART_SIBL
(25,6),(25,15),-0.553839 # DEPENDENCYPART_SIBL
(25,6),(25,16),-0.444497 # DEPENDENCYPART_SIBL
(25,6),(25,17),-0.507814 # DEPENDENCYPART_SIBL
(25,6),(25,18),-0.555087 # DEPENDENCYPART_SIBL
(25,6),(25,19),-0.553839 # DEPENDENCYPART_SIBL
(25,6),(25,20),-0.393815 # DEPENDENCYPART_SIBL
(25,6),(25,21),-1.03137 # DEPENDENCYPART_SIBL
(25,6),(25,22),-0.553839 # DEPENDENCYPART_SIBL
(25,6),(25,23),-0.312984 # DEPENDENCYPART_SIBL
(25,6),(25,24),-0.553839 # DEPENDENCYPART_SIBL
(25,8),(25,9),-0.620931 # DEPENDENCYPART_SIBL
(25,8),(25,10),-0.431953 # DEPENDENCYPART_SIBL
(25,8),(25,11),-0.333828 # DEPENDENCYPART_SIBL
(25,8),(25,12),-0.886065 # DEPENDENCYPART_SIBL
(25,8),(25,14),-0.797 # DEPENDENCYPART_SIBL
(25,8),(25,15),-0.620931 # DEPENDENCYPART_SIBL
(25,8),(25,16),-0.431953 # DEPENDENCYPART_SIBL
(25,8),(25,17),-0.471614 # DEPENDENCYPART_SIBL
(25,8),(25,18),-0.624668 # DEPENDENCYPART_SIBL
(25,8),(25,19),-0.620931 # DEPENDENCYPART_SIBL
(25,8),(25,20),-0.44486 # DEPENDENCYPART_SIBL
(25,8),(25,21),-0.886065 # DEPENDENCYPART_SIBL
(25,8),(25,22),-0.620931 # DEPENDENCYPART_SIBL
(25,8),(25,23),-0.342117 # DEPENDENCYPART_SIBL
(25,8),(25,24),-0.620931 # DEPENDENCYPART_SIBL
(25,9),(25,10),-0.157828 # DEPENDENCYPART_SIBL
(25,9),(25,11),-0.0304939 # DEPENDENCYPART_SIBL
(25,9),(25,12),0.0317593 # DEPENDENCYPART_SIBL
(25,9),(25,14),-0.00970339 # DEPENDENCYPART_SIBL
(25,9),(25,15),-0.0706418 # DEPENDENCYPART_SIBL
(25,9),(25,16),-0.157828 # DEPENDENCYPART_SIBL
(25,9),(25,17),-0.0384092 # DEPENDENCYPART_SIBL
(25,9),(25,18),-0.0743795 # DEPENDENCYPART_SIBL
(25,9),(25,19),-0.0706418 # DEPENDENCYPART_SIBL
(25,9),(25,20),-0.0761853 # DEPENDENCYPART_SIBL
(25,9),(25,21),0.0317593 # DEPENDENCYPART_SIBL
(25,9),(25,22),-0.0706418 # DEPENDENCYPART_SIBL
(25,9),(25,23),-0.0125277 # DEPENDENCYPART_SIBL
(25,9),(25,24),-0.0706418 # DEPENDENCYPART_SIBL
(25,10),(25,11),0.0278458 # DEPENDENCYPART_SIBL
(25,10),(25,12),-0.13294 # DEPENDENCYPART_SIBL
(25,10),(25,14),-0.220887 # DEPENDENCYPART_SIBL
(25,10),(25,15),0.0214278 # DEPENDENCYPART_SIBL
(25,10),(25,16),-0.241759 # DEPENDENCYPART_SIBL
(25,10),(25,17),0.0129501 # DEPENDENCYPART_SIBL
(25,10),(25,18),0.0201813 # DEPENDENCYPART_SIBL
(25,10),(25,19),0.0214278 # DEPENDENCYPART_SIBL
(25,10),(25,20),-0.0233256 # DEPENDENCYPART_SIBL
(25,10),(25,21),-0.13294 # DEPENDENCYPART_SIBL
(25,10),(25,22),0.0214278 # DEPENDENCYPART_SIBL
(25,10),(25,23),-0.0241868 # DEPENDENCYPART_SIBL
(25,10),(25,24),0.0214278 # DEPENDENCYPART_SIBL
(25,11),(25,12),0.00438436 # DEPENDENCYPART_SIBL
(25,11),(25,14),-0.0019063 # DEPENDENCYPART_SIBL
(25,11),(25,15),-0.074211 # DEPENDENCYPART_SIBL
(25,11),(25,16),-0.216019 # DEPENDENCYPART_SIBL
(25,11),(25,17),-0.0240143 # DEPENDENCYPART_SIBL
(25,11),(25,18),-0.0754575 # DEPENDENCYPART_SIBL
(25,11),(25,19),-0.074211 # DEPENDENCYPART_SIBL
(25,11),(25,20),-0.0364217 # DEPENDENCYPART_SIBL
(25,11),(25,21),0.00438436 # DEPENDENCYPART_SIBL
(25,11),(25,22),-0.074211 # DEPENDENCYPART_SIBL
(25,11),(25,23),0.0107644 # DEPENDENCYPART_SIBL
(25,11),(25,24),-0.074211 # DEPENDENCYPART_SIBL
(25,12),(25,14),-0.890237 # DEPENDENCYPART_SIBL
(25,12),(25,15),-0.553839 # DEPENDENCYPART_SIBL
(25,12),(25,16),-0.444497 # DEPENDENCYPART_SIBL
(25,12),(25,17),-0.507814 # DEPENDENCYPART_SIBL
(25,12),(25,18),-0.555087 # DEPENDENCYPART_SIBL
(25,12),(25,19),-0.553839 # DEPENDENCYPART_SIBL
(25,12),(25,20),-0.393815 # DEPENDENCYPART_SIBL
(25,12),(25,21),-1.03137 # DEPENDENCYPART_SIBL
(25,12),(25,22),-0.553839 # DEPENDENCYPART_SIBL
(25,12),(25,23),-0.312984 # DEPENDENCYPART_SIBL
(25,12),(25,24),-0.553839 # DEPENDENCYPART_SIBL
(25,14),(25,15),-0.598176 # DEPENDENCYPART_SIBL
(25,14),(25,16),-0.44274 # DEPENDENCYPART_SIBL
(25,14),(25,17),-0.435128 # DEPENDENCYPART_SIBL
(25,14),(25,18),-0.599422 # DEPENDENCYPART_SIBL
(25,14),(25,19),-0.598176 # DEPENDENCYPART_SIBL
(25,14),(25,20),-0.341202 # DEPENDENCYPART_SIBL
(25,14),(25,21),-0.928218 # DEPENDENCYPART_SIBL
(25,14),(25,22),-0.598176 # DEPENDENCYPART_SIBL
(25,14),(25,23),-0.183771 # DEPENDENCYPART_SIBL
(25,14),(25,24),-0.598176 # DEPENDENCYPART_SIBL
(25,15),(25,16),-0.157828 # DEPENDENCYPART_SIBL
(25,15),(25,17),-0.0384092 # DEPENDENCYPART_SIBL
(25,15),(25,18),-0.0743795 # DEPENDENCYPART_SIBL
(25,15),(25,19),-0.0706418 # DEPENDENCYPART_SIBL
(25,15),(25,20),-0.0761853 # DEPENDENCYPART_SIBL
(25,15),(25,21),0.0317593 # DEPENDENCYPART_SIBL
(25,15),(25,22),-0.0706418 # DEPENDENCYPART_SIBL
(25,15),(25,23),-0.0125277 # DEPENDENCYPART_SIBL
(25,15),(25,24),-0.0706418 # DEPENDENCYPART_SIBL
(25,16),(25,17),0.0129501 # DEPENDENCYPART_SIBL
(25,16),(25,18),0.0201813 # DEPENDENCYPART_SIBL
(25,16),(25,19),0.0214278 # DEPENDENCYPART_SIBL
(25,16),(25,20),-0.0233256 # DEPENDENCYPART_SIBL
(25,16),(25,21),-0.13294 # DEPENDENCYPART_SIBL
(25,16),(25,22),0.0214278 # DEPENDENCYPART_SIBL
(25,16),(25,23),-0.0241868 # DEPENDENCYPART_SIBL
(25,16),(25,24),0.0214278 # DEPENDENCYPART_SIBL
(25,17),(25,18),-0.0588203 # DEPENDENCYPART_SIBL
(25,17),(25,19),-0.0575737 # DEPENDENCYPART_SIBL
(25,17),(25,20),0.0224339 # DEPENDENCYPART_SIBL
(25,17),(25,21),-0.0251416 # DEPENDENCYPART_SIBL
(25,17),(25,22),-0.0575737 # DEPENDENCYPART_SIBL
(25,17),(25,23),0.149594 # DEPENDENCYPART_SIBL
(25,17),(25,24),-0.0575737 # DEPENDENCYPART_SIBL
(25,18),(25,19),-0.0808661 # DEPENDENCYPART_SIBL
(25,18),(25,20),-0.0826183 # DEPENDENCYPART_SIBL
(25,18),(25,21),0.00735102 # DEPENDENCYPART_SIBL
(25,18),(25,22),-0.0808661 # DEPENDENCYPART_SIBL
(25,18),(25,23),-0.0189608 # DEPENDENCYPART_SIBL
(25,18),(25,24),-0.0808661 # DEPENDENCYPART_SIBL
(25,19),(25,20),-0.0761853 # DEPENDENCYPART_SIBL
(25,19),(25,21),0.0317593 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.0706418 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.0125277 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.0706418 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.0881968 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.0433136 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.0345035 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.0433136 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.553839 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.312984 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.553839 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.0125277 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.0706418 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.010491 # DEPENDENCYPART_SIBL
(26,6),(26,12),-1.03143 # DEPENDENCYPART_SIBL
(26,6),(26,14),-0.68705 # DEPENDENCYPART_SIBL
(26,6),(26,15),-0.472193 # DEPENDENCYPART_SIBL
(26,6),(26,16),-0.25053 # DEPENDENCYPART_SIBL
(26,6),(26,17),-0.363614 # DEPENDENCYPART_SIBL
(26,6),(26,18),-0.472195 # DEPENDENCYPART_SIBL
(26,6),(26,19),-0.472193 # DEPENDENCYPART_SIBL
(26,6),(26,20),-0.232617 # DEPENDENCYPART_SIBL
(26,6),(26,21),-1.03143 # DEPENDENCYPART_SIBL
(26,6),(26,22),-0.472193 # DEPENDENCYPART_SIBL
(26,6),(26,23),-0.274007 # DEPENDENCYPART_SIBL
(26,6),(26,24),-0.472193 # DEPENDENCYPART_SIBL
(26,6),(26,25),-0.696399 # DEPENDENCYPART_SIBL
(26,12),(26,14),-0.68705 # DEPENDENCYPART_SIBL
(26,12),(26,15),-0.472193 # DEPENDENCYPART_SIBL
(26,12),(26,16),-0.25053 # DEPENDENCYPART_SIBL
(26,12),(26,17),-0.363614 # DEPENDENCYPART_SIBL
(26,12),(26,18),-0.472195 # DEPENDENCYPART_SIBL
(26,12),(26,19),-0.472193 # DEPENDENCYPART_SIBL
(26,12),(26,20),-0.232617 # DEPENDENCYPART_SIBL
(26,12),(26,21),-1.03143 # DEPENDENCYPART_SIBL
(26,12),(26,22),-0.472193 # DEPENDENCYPART_SIBL
(26,12),(26,23),-0.274007 # DEPENDENCYPART_SIBL
(26,12),(26,24),-0.472193 # DEPENDENCYPART_SIBL
(26,12),(26,25),-0.696399 # DEPENDENCYPART_SIBL
(26,14),(26,15),-0.321121 # DEPENDENCYPART_SIBL
(26,14),(26,16),-0.115627 # DEPENDENCYPART_SIBL
(26,14),(26,17),-0.206796 # DEPENDENCYPART_SIBL
(26,14),(26,18),-0.321122 # DEPENDENCYPART_SIBL
(26,14),(26,19),-0.321121 # DEPENDENCYPART_SIBL
(26,14),(26,20),-0.08256 # DEPENDENCYPART_SIBL
(26,14),(26,21),-0.620223 # DEPENDENCYPART_SIBL
(26,14),(26,22),-0.321121 # DEPENDENCYPART_SIBL
(26,14),(26,23),-0.0411815 # DEPENDENCYPART_SIBL
(26,14),(26,24),-0.321121 # DEPENDENCYPART_SIBL
(26,14),(26,25),-0.303473 # DEPENDENCYPART_SIBL
(26,15),(26,16),-0.065657 # DEPENDENCYPART_SIBL
(26,15),(26,17),-0.0162832 # DEPENDENCYPART_SIBL
(26,15),(26,18),-0.027139 # DEPENDENCYPART_SIBL
(26,15),(26,19),-0.0258927 # DEPENDENCYPART_SIBL
(26,15),(26,20),-0.0227766 # DEPENDENCYPART_SIBL
(26,15),(26,21),-0.0512373 # DEPENDENCYPART_SIBL
(26,15),(26,22),-0.0258927 # DEPENDENCYPART_SIBL
(26,15),(26,23),-0.0479882 # DEPENDENCYPART_SIBL
(26,15),(26,24),-0.0258927 # DEPENDENCYPART_SIBL
(26,15),(26,25),0.0428143 # DEPENDENCYPART_SIBL
(26,16),(26,17),0.00356253 # DEPENDENCYPART_SIBL
(26,16),(26,18),0.0773106 # DEPENDENCYPART_SIBL
(26,16),(26,19),0.0773112 # DEPENDENCYPART_SIBL
(26,16),(26,20),-0.0265496 # DEPENDENCYPART_SIBL
(26,16),(26,21),-0.168714 # DEPENDENCYPART_SIBL
(26,16),(26,22),0.0773112 # DEPENDENCYPART_SIBL
(26,16),(26,23),-0.074076 # DEPENDENCYPART_SIBL
(26,16),(26,24),0.0773112 # DEPENDENCYPART_SIBL
(26,16),(26,25),0.025689 # DEPENDENCYPART_SIBL
(26,17),(26,18),-0.108872 # DEPENDENCYPART_SIBL
(26,17),(26,19),-0.108871 # DEPENDENCYPART_SIBL
(26,17),(26,20),-0.00103032 # DEPENDENCYPART_SIBL
(26,17),(26,21),-0.115489 # DEPENDENCYPART_SIBL
(26,17),(26,22),-0.108871 # DEPENDENCYPART_SIBL
(26,17),(26,23),0.043895 # DEPENDENCYPART_SIBL
(26,17),(26,24),-0.108871 # DEPENDENCYPART_SIBL
(26,17),(26,25),-0.0588849 # DEPENDENCYPART_SIBL
(26,18),(26,19),-0.0277894 # DEPENDENCYPART_SIBL
(26,18),(26,20),-0.0227772 # DEPENDENCYPART_SIBL
(26,18),(26,21),-0.0602295 # DEPENDENCYPART_SIBL
(26,18),(26,22),-0.0277894 # DEPENDENCYPART_SIBL
(26,18),(26,23),-0.0479889 # DEPENDENCYPART_SIBL
(26,18),(26,24),-0.0277894 # DEPENDENCYPART_SIBL
(26,18),(26,25),0.0382687 # DEPENDENCYPART_SIBL
(26,19),(26,20),-0.0227766 # DEPENDENCYPART_SIBL
(26,19),(26,21),-0.0512373 # DEPENDENCYPART_SIBL
(26,19),(26,22),-0.0258927 # DEPENDENCYPART_SIBL
(26,19),(26,23),-0.0479882 # DEPENDENCYPART_SIBL
(26,19),(26,24),-0.0258927 # DEPENDENCYPART_SIBL
(26,19),(26,25),0.0428143 # DEPENDENCYPART_SIBL
(26,20),(26,21),-0.114169 # DEPENDENCYPART_SIBL
(26,20),(26,22),-0.0577974 # DEPENDENCYPART_SIBL
(26,20),(26,23),-0.10093 # DEPENDENCYPART_SIBL
(26,20),(26,24),-0.0577974 # DEPENDENCYPART_SIBL
(26,20),(26,25),-0.0199543 # DEPENDENCYPART_SIBL
(26,21),(26,22),-0.472193 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.274007 # DEPENDENCYPART_SIBL
(26,21),(26,24),-0.472193 # DEPENDENCYPART_SIBL
(26,21),(26,25),-0.696399 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.0479882 # DEPENDENCYPART_SIBL
(26,22),(26,24),-0.0258927 # DEPENDENCYPART_SIBL
(26,22),(26,25),0.0428143 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.0531242 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.0281203 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.0428143 # DEPENDENCYPART_SIBL
(0,10),(10,6),-2.47861 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.982062 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-2.42149 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-1.38583 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-2.615 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-3.70948 # DEPENDENCYPART_GRANDPAR
(0,10),(10,25),-1.23878 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-2.47861 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.982062 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.849576 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-3.40386 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-3.04724 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-1.47542 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.487171 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.684485 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-3.70948 # DEPENDENCYPART_GRANDPAR
(0,16),(16,25),-1.23878 # DEPENDENCYPART_GRANDPAR
(0,26),(26,6),-1.50999 # DEPENDENCYPART_GRANDPAR
(0,26),(26,12),-2.43523 # DEPENDENCYPART_GRANDPAR
(0,26),(26,14),-2.48929 # DEPENDENCYPART_GRANDPAR
(0,26),(26,15),-0.688769 # DEPENDENCYPART_GRANDPAR
(0,26),(26,16),-0.396119 # DEPENDENCYPART_GRANDPAR
(0,26),(26,17),-0.308031 # DEPENDENCYPART_GRANDPAR
(0,26),(26,18),-0.394963 # DEPENDENCYPART_GRANDPAR
(0,26),(26,19),-0.592278 # DEPENDENCYPART_GRANDPAR
(0,26),(26,20),-0.740803 # DEPENDENCYPART_GRANDPAR
(0,26),(26,21),-3.52971 # DEPENDENCYPART_GRANDPAR
(0,26),(26,22),-0.416194 # DEPENDENCYPART_GRANDPAR
(0,26),(26,23),-1.74626 # DEPENDENCYPART_GRANDPAR
(0,26),(26,24),-0.375635 # DEPENDENCYPART_GRANDPAR
(0,26),(26,25),-0.804114 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.262843 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.345548 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.346677 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.11403 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.471139 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.28135 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.224832 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.731971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.45892 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.0501669 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.47401 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.12425 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.170994 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.172123 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.117158 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.172123 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.111858 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.176426 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.34499 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.297313 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.286882 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.338832 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.114074 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.682472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,8),0.0711671 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.574892 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.197689 # DEPENDENCYPART_GRANDPAR
(5,25),(25,2),-0.416409 # DEPENDENCYPART_GRANDPAR
(5,25),(25,3),-0.462186 # DEPENDENCYPART_GRANDPAR
(5,25),(25,4),-0.237428 # DEPENDENCYPART_GRANDPAR
(5,25),(25,5),-0.539919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,25),(25,6),-0.244757 # DEPENDENCYPART_GRANDPAR
(5,25),(25,8),-0.289832 # DEPENDENCYPART_GRANDPAR
(5,25),(25,9),-0.35057 # DEPENDENCYPART_GRANDPAR
(5,25),(25,10),-0.19703 # DEPENDENCYPART_GRANDPAR
(5,25),(25,11),-0.25798 # DEPENDENCYPART_GRANDPAR
(5,25),(25,12),-0.232217 # DEPENDENCYPART_GRANDPAR
(5,25),(25,14),-0.210263 # DEPENDENCYPART_GRANDPAR
(5,25),(25,15),-0.27959 # DEPENDENCYPART_GRANDPAR
(5,25),(25,16),-0.350794 # DEPENDENCYPART_GRANDPAR
(5,25),(25,17),-0.394316 # DEPENDENCYPART_GRANDPAR
(5,25),(25,18),-0.400319 # DEPENDENCYPART_GRANDPAR
(5,25),(25,19),-0.285804 # DEPENDENCYPART_GRANDPAR
(5,25),(25,20),-0.433526 # DEPENDENCYPART_GRANDPAR
(5,25),(25,21),-0.277737 # DEPENDENCYPART_GRANDPAR
(5,25),(25,22),-0.410963 # DEPENDENCYPART_GRANDPAR
(5,25),(25,23),-0.239319 # DEPENDENCYPART_GRANDPAR
(5,25),(25,24),-0.478689 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.282924 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.293304 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.00908993 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.301498 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.0273306 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0201982 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.630458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,2),0.0779561 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.0304274 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.0590658 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.630458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,25),-0.889956 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.087126 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.125524 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.0969041 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.173249 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.573574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.120955 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.87732 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.388863 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.707043 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.682218 # DEPENDENCYPART_GRANDPAR
(6,22),(22,3),-0.392529 # DEPENDENCYPART_GRANDPAR
(6,22),(22,4),-0.363909 # DEPENDENCYPART_GRANDPAR
(6,22),(22,5),-0.440253 # DEPENDENCYPART_GRANDPAR
(6,22),(22,8),-0.186671 # DEPENDENCYPART_GRANDPAR
(6,22),(22,9),-0.191154 # DEPENDENCYPART_GRANDPAR
(6,22),(22,10),-0.320235 # DEPENDENCYPART_GRANDPAR
(6,22),(22,14),-0.286268 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.154874 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),-0.368055 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.330234 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),-0.597955 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.57313 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),0.00962192 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.536458 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.241562 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.237307 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0931615 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.237307 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.0878617 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.119081 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.177662 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0551517 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.151791 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.220274 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.177633 # DEPENDENCYPART_GRANDPAR
(7,5),(5,25),-0.243609 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.154402 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0175713 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.220203 # DEPENDENCYPART_GRANDPAR
