# _root_ ATO Başkanı Sinan_Aygün , Maliye Bakanı Kemal_Yazıcıoğlu ziyaretinden sonra da Bakan'ın " Vergi_Barışı_Projesi " konusunda , ocak ayının ilk haftasında _ mükelleflere müjde _ _ verebileceklerini _ söylediğini _ bildirdi .
#goldHeads=2,3,30,0,6,7,8,9,27,9,13,0,15,0,24,0,18,20,20,24,22,24,24,25,26,27,28,30,30,31,0,
#predictedHeads=2,3,30,0,6,7,8,9,25,9,13,0,15,0,25,0,18,20,20,25,22,24,25,25,26,27,28,30,30,31,0,
(25,28),(28,12),-0.553632 # DEPENDENCYPART_GRANDPAR
(25,28),(28,13),-0.421675 # DEPENDENCYPART_GRANDPAR
(25,28),(28,14),-0.382036 # DEPENDENCYPART_GRANDPAR
(25,28),(28,15),-0.335151 # DEPENDENCYPART_GRANDPAR
(25,28),(28,16),-0.243573 # DEPENDENCYPART_GRANDPAR
(25,28),(28,17),-0.428075 # DEPENDENCYPART_GRANDPAR
(25,28),(28,18),-0.257589 # DEPENDENCYPART_GRANDPAR
(25,28),(28,20),-0.0560462 # DEPENDENCYPART_GRANDPAR
(25,28),(28,22),-0.251485 # DEPENDENCYPART_GRANDPAR
(25,28),(28,23),-0.235948 # DEPENDENCYPART_GRANDPAR
(25,28),(28,27),0.075041 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),0.0772994 # DEPENDENCYPART_GRANDPAR
(25,29),(29,9),-0.248857 # DEPENDENCYPART_GRANDPAR
(25,29),(29,20),0.195713 # DEPENDENCYPART_GRANDPAR
(25,29),(29,22),0.000274299 # DEPENDENCYPART_GRANDPAR
(25,29),(29,23),0.0158117 # DEPENDENCYPART_GRANDPAR
(25,29),(29,24),-0.0636063 # DEPENDENCYPART_GRANDPAR
(25,29),(29,25),-0.476865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,29),(29,26),-0.0957785 # DEPENDENCYPART_GRANDPAR
(25,29),(29,27),-0.151426 # DEPENDENCYPART_GRANDPAR
(25,29),(29,28),-0.236668 # DEPENDENCYPART_GRANDPAR
(25,29),(29,30),-0.331495 # DEPENDENCYPART_GRANDPAR
(26,8),(8,4),-0.22828 # DEPENDENCYPART_GRANDPAR
(26,8),(8,5),-0.487421 # DEPENDENCYPART_GRANDPAR
(26,8),(8,6),-0.419796 # DEPENDENCYPART_GRANDPAR
(26,8),(8,7),-0.334043 # DEPENDENCYPART_GRANDPAR
(26,8),(8,10),0.125365 # DEPENDENCYPART_GRANDPAR
(26,13),(13,1),-0.703297 # DEPENDENCYPART_GRANDPAR
(26,13),(13,2),-0.633403 # DEPENDENCYPART_GRANDPAR
(26,13),(13,3),-0.474918 # DEPENDENCYPART_GRANDPAR
(26,13),(13,4),-0.22828 # DEPENDENCYPART_GRANDPAR
(26,13),(13,7),-0.334043 # DEPENDENCYPART_GRANDPAR
(26,13),(13,8),-0.165315 # DEPENDENCYPART_GRANDPAR
(26,13),(13,9),-0.2304 # DEPENDENCYPART_GRANDPAR
(26,13),(13,10),-0.12078 # DEPENDENCYPART_GRANDPAR
(26,13),(13,11),-0.179925 # DEPENDENCYPART_GRANDPAR
(26,13),(13,12),-0.437455 # DEPENDENCYPART_GRANDPAR
(26,13),(13,14),-0.439718 # DEPENDENCYPART_GRANDPAR
(26,13),(13,15),-0.0446821 # DEPENDENCYPART_GRANDPAR
(26,13),(13,30),-0.22634 # DEPENDENCYPART_GRANDPAR
(26,15),(15,4),-0.214858 # DEPENDENCYPART_GRANDPAR
(26,15),(15,6),-0.381585 # DEPENDENCYPART_GRANDPAR
(26,15),(15,7),-0.295832 # DEPENDENCYPART_GRANDPAR
(26,15),(15,8),-0.127104 # DEPENDENCYPART_GRANDPAR
(26,15),(15,9),-0.216286 # DEPENDENCYPART_GRANDPAR
(26,15),(15,10),-0.106665 # DEPENDENCYPART_GRANDPAR
(26,15),(15,11),-0.141714 # DEPENDENCYPART_GRANDPAR
(26,15),(15,12),-0.423692 # DEPENDENCYPART_GRANDPAR
(26,15),(15,13),-0.112186 # DEPENDENCYPART_GRANDPAR
(26,15),(15,14),-0.335877 # DEPENDENCYPART_GRANDPAR
(26,15),(15,19),-0.114438 # DEPENDENCYPART_GRANDPAR
(26,15),(15,30),-0.226436 # DEPENDENCYPART_GRANDPAR
(26,16),(16,14),-0.236201 # DEPENDENCYPART_GRANDPAR
(26,16),(16,15),0.421701 # DEPENDENCYPART_GRANDPAR
(26,16),(16,25),-0.128621 # DEPENDENCYPART_GRANDPAR
(26,16),(16,29),-0.1301 # DEPENDENCYPART_GRANDPAR
(26,16),(16,30),-0.312865 # DEPENDENCYPART_GRANDPAR
(26,17),(17,15),0.0367252 # DEPENDENCYPART_GRANDPAR
(26,17),(17,16),-0.168139 # DEPENDENCYPART_GRANDPAR
(26,17),(17,19),-0.116552 # DEPENDENCYPART_GRANDPAR
(26,17),(17,21),-0.149732 # DEPENDENCYPART_GRANDPAR
(26,18),(18,12),-0.441498 # DEPENDENCYPART_GRANDPAR
(26,18),(18,14),-0.353683 # DEPENDENCYPART_GRANDPAR
(26,18),(18,15),0.044704 # DEPENDENCYPART_GRANDPAR
(26,18),(18,16),-0.171027 # DEPENDENCYPART_GRANDPAR
(26,18),(18,17),0.0583833 # DEPENDENCYPART_GRANDPAR
(26,18),(18,19),-0.116552 # DEPENDENCYPART_GRANDPAR
(26,18),(18,21),-0.149732 # DEPENDENCYPART_GRANDPAR
(26,20),(20,11),-0.179925 # DEPENDENCYPART_GRANDPAR
(26,20),(20,12),-0.437455 # DEPENDENCYPART_GRANDPAR
(26,20),(20,14),-0.34964 # DEPENDENCYPART_GRANDPAR
(26,20),(20,16),-0.164288 # DEPENDENCYPART_GRANDPAR
(26,20),(20,17),0.0597313 # DEPENDENCYPART_GRANDPAR
(26,20),(20,18),0.305122 # DEPENDENCYPART_GRANDPAR
(26,20),(20,19),0.00794182 # DEPENDENCYPART_GRANDPAR
(26,20),(20,21),-0.149732 # DEPENDENCYPART_GRANDPAR
(26,20),(20,22),0.0490111 # DEPENDENCYPART_GRANDPAR
(26,20),(20,24),0.245532 # DEPENDENCYPART_GRANDPAR
(26,22),(22,9),-0.2304 # DEPENDENCYPART_GRANDPAR
(26,22),(22,11),-0.179925 # DEPENDENCYPART_GRANDPAR
(26,22),(22,12),-0.437455 # DEPENDENCYPART_GRANDPAR
(26,22),(22,13),-0.150397 # DEPENDENCYPART_GRANDPAR
(26,22),(22,14),-0.34964 # DEPENDENCYPART_GRANDPAR
(26,22),(22,15),0.046052 # DEPENDENCYPART_GRANDPAR
(26,22),(22,16),-0.164288 # DEPENDENCYPART_GRANDPAR
(26,22),(22,17),0.0597313 # DEPENDENCYPART_GRANDPAR
(26,22),(22,18),0.305122 # DEPENDENCYPART_GRANDPAR
(26,22),(22,19),0.00794182 # DEPENDENCYPART_GRANDPAR
(26,22),(22,20),0.250082 # DEPENDENCYPART_GRANDPAR
(26,22),(22,21),-0.0115155 # DEPENDENCYPART_GRANDPAR
(26,22),(22,23),0.325062 # DEPENDENCYPART_GRANDPAR
(26,22),(22,24),0.245532 # DEPENDENCYPART_GRANDPAR
(26,23),(23,12),-0.437455 # DEPENDENCYPART_GRANDPAR
(26,23),(23,16),-0.164288 # DEPENDENCYPART_GRANDPAR
(26,23),(23,17),0.0597313 # DEPENDENCYPART_GRANDPAR
(26,23),(23,18),0.305122 # DEPENDENCYPART_GRANDPAR
(26,23),(23,19),0.00794182 # DEPENDENCYPART_GRANDPAR
(26,23),(23,20),0.250082 # DEPENDENCYPART_GRANDPAR
(26,23),(23,21),-0.0115155 # DEPENDENCYPART_GRANDPAR
(26,23),(23,22),0.121463 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),0.245532 # DEPENDENCYPART_GRANDPAR
(26,23),(23,25),0.189349 # DEPENDENCYPART_GRANDPAR
(26,25),(25,1),-0.629919 # DEPENDENCYPART_GRANDPAR
(26,25),(25,2),-0.562993 # DEPENDENCYPART_GRANDPAR
(26,25),(25,3),-0.396702 # DEPENDENCYPART_GRANDPAR
(26,25),(25,5),-0.412896 # DEPENDENCYPART_GRANDPAR
(26,25),(25,6),-0.34819 # DEPENDENCYPART_GRANDPAR
(26,25),(25,7),-0.26004 # DEPENDENCYPART_GRANDPAR
(26,25),(25,8),-0.0913118 # DEPENDENCYPART_GRANDPAR
(26,25),(25,9),-0.139824 # DEPENDENCYPART_GRANDPAR
(26,25),(25,11),-0.105922 # DEPENDENCYPART_GRANDPAR
(26,25),(25,13),-0.0763942 # DEPENDENCYPART_GRANDPAR
(26,25),(25,15),0.0838985 # DEPENDENCYPART_GRANDPAR
(26,25),(25,17),0.156887 # DEPENDENCYPART_GRANDPAR
(26,25),(25,18),0.378989 # DEPENDENCYPART_GRANDPAR
(26,25),(25,19),-0.0309836 # DEPENDENCYPART_GRANDPAR
(26,25),(25,20),0.324085 # DEPENDENCYPART_GRANDPAR
(26,25),(25,21),0.0717619 # DEPENDENCYPART_GRANDPAR
(26,25),(25,22),0.195466 # DEPENDENCYPART_GRANDPAR
(26,25),(25,23),0.471517 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),0.395196 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-0.462116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,27),-0.017607 # DEPENDENCYPART_GRANDPAR
(26,25),(25,28),-0.0107136 # DEPENDENCYPART_GRANDPAR
(26,25),(25,29),-0.029543 # DEPENDENCYPART_GRANDPAR
(27,2),(2,1),-0.392313 # DEPENDENCYPART_GRANDPAR
(27,2),(2,3),-0.634388 # DEPENDENCYPART_GRANDPAR
(27,2),(2,4),-1.05999 # DEPENDENCYPART_GRANDPAR
(27,3),(3,1),-0.393168 # DEPENDENCYPART_GRANDPAR
(27,3),(3,2),0.468271 # DEPENDENCYPART_GRANDPAR
(27,3),(3,5),-0.717094 # DEPENDENCYPART_GRANDPAR
(27,5),(5,2),0.454481 # DEPENDENCYPART_GRANDPAR
(27,5),(5,3),-0.497064 # DEPENDENCYPART_GRANDPAR
(27,5),(5,4),-0.816052 # DEPENDENCYPART_GRANDPAR
(27,5),(5,7),-0.511853 # DEPENDENCYPART_GRANDPAR
(27,6),(6,1),-0.403231 # DEPENDENCYPART_GRANDPAR
(27,6),(6,2),0.452896 # DEPENDENCYPART_GRANDPAR
(27,6),(6,3),-0.498649 # DEPENDENCYPART_GRANDPAR
(27,6),(6,4),-0.816921 # DEPENDENCYPART_GRANDPAR
(27,6),(6,5),-0.585362 # DEPENDENCYPART_GRANDPAR
(27,6),(6,7),-0.511851 # DEPENDENCYPART_GRANDPAR
(27,6),(6,10),0.0130558 # DEPENDENCYPART_GRANDPAR
(27,7),(7,4),-0.816052 # DEPENDENCYPART_GRANDPAR
(27,7),(7,5),-0.583777 # DEPENDENCYPART_GRANDPAR
(27,7),(7,6),-0.574275 # DEPENDENCYPART_GRANDPAR
(27,7),(7,10),0.0130558 # DEPENDENCYPART_GRANDPAR
(27,8),(8,4),-0.816052 # DEPENDENCYPART_GRANDPAR
(27,8),(8,5),-0.583777 # DEPENDENCYPART_GRANDPAR
(27,8),(8,6),-0.574275 # DEPENDENCYPART_GRANDPAR
(27,8),(8,7),-0.375318 # DEPENDENCYPART_GRANDPAR
(27,8),(8,10),0.0130558 # DEPENDENCYPART_GRANDPAR
(27,9),(9,1),-0.318217 # DEPENDENCYPART_GRANDPAR
(27,9),(9,2),0.507761 # DEPENDENCYPART_GRANDPAR
(27,9),(9,4),-0.831608 # DEPENDENCYPART_GRANDPAR
(27,9),(9,5),-0.499524 # DEPENDENCYPART_GRANDPAR
(27,9),(9,6),-0.491927 # DEPENDENCYPART_GRANDPAR
(27,9),(9,7),-0.292173 # DEPENDENCYPART_GRANDPAR
(27,9),(9,8),-0.17572 # DEPENDENCYPART_GRANDPAR
(27,9),(9,10),-0.0827371 # DEPENDENCYPART_GRANDPAR
(27,9),(9,13),-0.444839 # DEPENDENCYPART_GRANDPAR
(27,11),(11,5),-0.583777 # DEPENDENCYPART_GRANDPAR
(27,11),(11,6),-0.574275 # DEPENDENCYPART_GRANDPAR
(27,11),(11,8),-0.258865 # DEPENDENCYPART_GRANDPAR
(27,11),(11,10),-0.586849 # DEPENDENCYPART_GRANDPAR
(27,11),(11,13),-0.447165 # DEPENDENCYPART_GRANDPAR
(27,13),(13,1),-0.401645 # DEPENDENCYPART_GRANDPAR
(27,13),(13,2),0.454481 # DEPENDENCYPART_GRANDPAR
(27,13),(13,3),-0.497064 # DEPENDENCYPART_GRANDPAR
(27,13),(13,4),-0.816052 # DEPENDENCYPART_GRANDPAR
(27,13),(13,7),-0.375318 # DEPENDENCYPART_GRANDPAR
(27,13),(13,8),-0.258865 # DEPENDENCYPART_GRANDPAR
(27,13),(13,9),-0.668262 # DEPENDENCYPART_GRANDPAR
(27,13),(13,10),-0.586849 # DEPENDENCYPART_GRANDPAR
(27,13),(13,11),-0.309523 # DEPENDENCYPART_GRANDPAR
(27,13),(13,12),-0.749353 # DEPENDENCYPART_GRANDPAR
(27,13),(13,14),-0.628457 # DEPENDENCYPART_GRANDPAR
(27,13),(13,15),-0.633116 # DEPENDENCYPART_GRANDPAR
(27,13),(13,30),-0.841627 # DEPENDENCYPART_GRANDPAR
(27,15),(15,4),-0.822074 # DEPENDENCYPART_GRANDPAR
(27,15),(15,6),-0.583009 # DEPENDENCYPART_GRANDPAR
(27,15),(15,7),-0.384052 # DEPENDENCYPART_GRANDPAR
(27,15),(15,8),-0.267599 # DEPENDENCYPART_GRANDPAR
(27,15),(15,9),-0.673884 # DEPENDENCYPART_GRANDPAR
(27,15),(15,10),-0.592471 # DEPENDENCYPART_GRANDPAR
(27,15),(15,11),-0.318256 # DEPENDENCYPART_GRANDPAR
(27,15),(15,12),-0.755185 # DEPENDENCYPART_GRANDPAR
(27,15),(15,13),-0.319366 # DEPENDENCYPART_GRANDPAR
(27,15),(15,14),-0.547536 # DEPENDENCYPART_GRANDPAR
(27,15),(15,19),-0.300021 # DEPENDENCYPART_GRANDPAR
(27,15),(15,30),-0.841627 # DEPENDENCYPART_GRANDPAR
(27,17),(17,15),-0.48 # DEPENDENCYPART_GRANDPAR
(27,17),(17,16),-0.268082 # DEPENDENCYPART_GRANDPAR
(27,17),(17,19),-0.294611 # DEPENDENCYPART_GRANDPAR
(27,17),(17,21),-0.155066 # DEPENDENCYPART_GRANDPAR
(27,18),(18,12),-0.750701 # DEPENDENCYPART_GRANDPAR
(27,18),(18,14),-0.543052 # DEPENDENCYPART_GRANDPAR
(27,18),(18,15),-0.476958 # DEPENDENCYPART_GRANDPAR
(27,18),(18,16),-0.270361 # DEPENDENCYPART_GRANDPAR
(27,18),(18,17),-0.25347 # DEPENDENCYPART_GRANDPAR
(27,18),(18,19),-0.294608 # DEPENDENCYPART_GRANDPAR
(27,18),(18,21),-0.155063 # DEPENDENCYPART_GRANDPAR
(27,20),(20,11),-0.309523 # DEPENDENCYPART_GRANDPAR
(27,20),(20,12),-0.749353 # DEPENDENCYPART_GRANDPAR
(27,20),(20,14),-0.541703 # DEPENDENCYPART_GRANDPAR
(27,20),(20,16),-0.267665 # DEPENDENCYPART_GRANDPAR
(27,20),(20,17),-0.25347 # DEPENDENCYPART_GRANDPAR
(27,20),(20,18),-0.270683 # DEPENDENCYPART_GRANDPAR
(27,20),(20,19),-0.166543 # DEPENDENCYPART_GRANDPAR
(27,20),(20,21),-0.155063 # DEPENDENCYPART_GRANDPAR
(27,20),(20,22),-0.2246 # DEPENDENCYPART_GRANDPAR
(27,20),(20,24),-0.48435 # DEPENDENCYPART_GRANDPAR
(27,21),(21,19),-0.601252 # DEPENDENCYPART_GRANDPAR
(27,21),(21,20),-0.497266 # DEPENDENCYPART_GRANDPAR
(27,21),(21,23),-0.653999 # DEPENDENCYPART_GRANDPAR
(27,22),(22,9),-0.668262 # DEPENDENCYPART_GRANDPAR
(27,22),(22,11),-0.309523 # DEPENDENCYPART_GRANDPAR
(27,22),(22,12),-0.749353 # DEPENDENCYPART_GRANDPAR
(27,22),(22,13),-0.310633 # DEPENDENCYPART_GRANDPAR
(27,22),(22,14),-0.541703 # DEPENDENCYPART_GRANDPAR
(27,22),(22,15),-0.476957 # DEPENDENCYPART_GRANDPAR
(27,22),(22,16),-0.267665 # DEPENDENCYPART_GRANDPAR
(27,22),(22,17),-0.25347 # DEPENDENCYPART_GRANDPAR
(27,22),(22,18),-0.270683 # DEPENDENCYPART_GRANDPAR
(27,22),(22,19),-0.166543 # DEPENDENCYPART_GRANDPAR
(27,22),(22,20),-0.356849 # DEPENDENCYPART_GRANDPAR
(27,22),(22,21),-0.0670423 # DEPENDENCYPART_GRANDPAR
(27,22),(22,23),-0.368828 # DEPENDENCYPART_GRANDPAR
(27,22),(22,24),-0.48435 # DEPENDENCYPART_GRANDPAR
(27,23),(23,12),-0.749353 # DEPENDENCYPART_GRANDPAR
(27,23),(23,16),-0.267665 # DEPENDENCYPART_GRANDPAR
(27,23),(23,17),-0.25347 # DEPENDENCYPART_GRANDPAR
(27,23),(23,18),-0.270683 # DEPENDENCYPART_GRANDPAR
(27,23),(23,19),-0.166543 # DEPENDENCYPART_GRANDPAR
(27,23),(23,20),-0.356849 # DEPENDENCYPART_GRANDPAR
(27,23),(23,21),-0.0670423 # DEPENDENCYPART_GRANDPAR
(27,23),(23,22),-0.0880671 # DEPENDENCYPART_GRANDPAR
(27,23),(23,24),-0.48435 # DEPENDENCYPART_GRANDPAR
(27,23),(23,25),-0.160381 # DEPENDENCYPART_GRANDPAR
(27,24),(24,3),-0.612988 # DEPENDENCYPART_GRANDPAR
(27,24),(24,9),-0.781847 # DEPENDENCYPART_GRANDPAR
(27,24),(24,11),-0.430704 # DEPENDENCYPART_GRANDPAR
(27,24),(24,18),-0.38962 # DEPENDENCYPART_GRANDPAR
(27,24),(24,20),-0.478031 # DEPENDENCYPART_GRANDPAR
(27,24),(24,21),-0.225791 # DEPENDENCYPART_GRANDPAR
(27,24),(24,22),-0.209248 # DEPENDENCYPART_GRANDPAR
(27,24),(24,23),-0.353476 # DEPENDENCYPART_GRANDPAR
(27,24),(24,26),-0.112704 # DEPENDENCYPART_GRANDPAR
(27,24),(24,28),-0.139735 # DEPENDENCYPART_GRANDPAR
(27,24),(24,29),-0.303491 # DEPENDENCYPART_GRANDPAR
(27,25),(25,1),-0.522543 # DEPENDENCYPART_GRANDPAR
(27,25),(25,2),0.311558 # DEPENDENCYPART_GRANDPAR
(27,25),(25,3),-0.612988 # DEPENDENCYPART_GRANDPAR
(27,25),(25,5),-0.70568 # DEPENDENCYPART_GRANDPAR
(27,25),(25,6),-0.697245 # DEPENDENCYPART_GRANDPAR
(27,25),(25,7),-0.496499 # DEPENDENCYPART_GRANDPAR
(27,25),(25,8),-0.380046 # DEPENDENCYPART_GRANDPAR
(27,25),(25,9),-0.781847 # DEPENDENCYPART_GRANDPAR
(27,25),(25,11),-0.430704 # DEPENDENCYPART_GRANDPAR
(27,25),(25,13),-0.431814 # DEPENDENCYPART_GRANDPAR
(27,25),(25,15),-0.624655 # DEPENDENCYPART_GRANDPAR
(27,25),(25,17),-0.357896 # DEPENDENCYPART_GRANDPAR
(27,25),(25,18),-0.38962 # DEPENDENCYPART_GRANDPAR
(27,25),(25,19),-0.762219 # DEPENDENCYPART_GRANDPAR
(27,25),(25,20),-0.478031 # DEPENDENCYPART_GRANDPAR
(27,25),(25,21),-0.225791 # DEPENDENCYPART_GRANDPAR
(27,25),(25,22),-0.209248 # DEPENDENCYPART_GRANDPAR
(27,25),(25,23),-0.353476 # DEPENDENCYPART_GRANDPAR
(27,25),(25,24),-0.205369 # DEPENDENCYPART_GRANDPAR
(27,25),(25,26),-0.112704 # DEPENDENCYPART_GRANDPAR
(27,25),(25,27),-0.502073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,25),(25,28),-0.139735 # DEPENDENCYPART_GRANDPAR
(27,25),(25,29),-0.303491 # DEPENDENCYPART_GRANDPAR
(27,26),(26,8),-0.258865 # DEPENDENCYPART_GRANDPAR
(27,26),(26,13),-0.310633 # DEPENDENCYPART_GRANDPAR
(27,26),(26,15),-0.476957 # DEPENDENCYPART_GRANDPAR
(27,26),(26,16),-0.267665 # DEPENDENCYPART_GRANDPAR
(27,26),(26,17),-0.25347 # DEPENDENCYPART_GRANDPAR
(27,26),(26,18),-0.270683 # DEPENDENCYPART_GRANDPAR
(27,26),(26,20),-0.356849 # DEPENDENCYPART_GRANDPAR
(27,26),(26,22),-0.0880671 # DEPENDENCYPART_GRANDPAR
(27,26),(26,23),-0.232295 # DEPENDENCYPART_GRANDPAR
(27,26),(26,25),-0.104649 # DEPENDENCYPART_GRANDPAR
(27,28),(28,5),-0.952911 # DEPENDENCYPART_GRANDPAR
(27,28),(28,6),-0.946415 # DEPENDENCYPART_GRANDPAR
(27,28),(28,8),-0.631214 # DEPENDENCYPART_GRANDPAR
(27,28),(28,12),-0.806409 # DEPENDENCYPART_GRANDPAR
(27,28),(28,13),-0.682982 # DEPENDENCYPART_GRANDPAR
(27,28),(28,14),-0.59876 # DEPENDENCYPART_GRANDPAR
(27,28),(28,15),-0.867528 # DEPENDENCYPART_GRANDPAR
(27,28),(28,16),-0.405721 # DEPENDENCYPART_GRANDPAR
(27,28),(28,17),-0.610744 # DEPENDENCYPART_GRANDPAR
(27,28),(28,18),-0.638195 # DEPENDENCYPART_GRANDPAR
(27,28),(28,20),-0.729199 # DEPENDENCYPART_GRANDPAR
(27,28),(28,22),-0.460416 # DEPENDENCYPART_GRANDPAR
(27,28),(28,23),-0.604644 # DEPENDENCYPART_GRANDPAR
(27,28),(28,27),-0.421329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,28),(28,29),-0.17039 # DEPENDENCYPART_GRANDPAR
(27,29),(29,9),-0.647376 # DEPENDENCYPART_GRANDPAR
(27,29),(29,20),-0.477439 # DEPENDENCYPART_GRANDPAR
(27,29),(29,22),-0.208657 # DEPENDENCYPART_GRANDPAR
(27,29),(29,23),-0.352885 # DEPENDENCYPART_GRANDPAR
(27,29),(29,24),-0.565094 # DEPENDENCYPART_GRANDPAR
(27,29),(29,25),-0.241125 # DEPENDENCYPART_GRANDPAR
(27,29),(29,26),0.148631 # DEPENDENCYPART_GRANDPAR
(27,29),(29,27),-0.647796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,29),(29,28),-0.401054 # DEPENDENCYPART_GRANDPAR
(27,29),(29,30),-0.818599 # DEPENDENCYPART_GRANDPAR
(28,5),(5,2),-1.37994 # DEPENDENCYPART_GRANDPAR
(28,5),(5,3),-1.06689 # DEPENDENCYPART_GRANDPAR
(28,5),(5,4),-0.445036 # DEPENDENCYPART_GRANDPAR
(28,5),(5,7),-0.970449 # DEPENDENCYPART_GRANDPAR
(28,6),(6,1),-1.48682 # DEPENDENCYPART_GRANDPAR
(28,6),(6,2),-1.37769 # DEPENDENCYPART_GRANDPAR
(28,6),(6,3),-1.06464 # DEPENDENCYPART_GRANDPAR
(28,6),(6,4),-0.444004 # DEPENDENCYPART_GRANDPAR
(28,6),(6,5),-1.11195 # DEPENDENCYPART_GRANDPAR
(28,6),(6,7),-0.970447 # DEPENDENCYPART_GRANDPAR
(28,6),(6,10),-0.037589 # DEPENDENCYPART_GRANDPAR
(28,8),(8,4),-0.445036 # DEPENDENCYPART_GRANDPAR
(28,8),(8,5),-1.1142 # DEPENDENCYPART_GRANDPAR
(28,8),(8,6),-1.10447 # DEPENDENCYPART_GRANDPAR
(28,8),(8,7),-0.904404 # DEPENDENCYPART_GRANDPAR
(28,8),(8,10),-0.037589 # DEPENDENCYPART_GRANDPAR
(28,12),(12,10),-0.160398 # DEPENDENCYPART_GRANDPAR
(28,12),(12,11),-0.276129 # DEPENDENCYPART_GRANDPAR
(28,12),(12,14),-0.640298 # DEPENDENCYPART_GRANDPAR
(28,12),(12,25),-0.446763 # DEPENDENCYPART_GRANDPAR
(28,12),(12,29),-0.168303 # DEPENDENCYPART_GRANDPAR
(28,12),(12,30),-0.322445 # DEPENDENCYPART_GRANDPAR
(28,13),(13,1),-1.48907 # DEPENDENCYPART_GRANDPAR
(28,13),(13,2),-1.37994 # DEPENDENCYPART_GRANDPAR
(28,13),(13,3),-1.06689 # DEPENDENCYPART_GRANDPAR
(28,13),(13,4),-0.445036 # DEPENDENCYPART_GRANDPAR
(28,13),(13,7),-0.904404 # DEPENDENCYPART_GRANDPAR
(28,13),(13,8),-0.824034 # DEPENDENCYPART_GRANDPAR
(28,13),(13,9),-0.385184 # DEPENDENCYPART_GRANDPAR
(28,13),(13,10),-0.285262 # DEPENDENCYPART_GRANDPAR
(28,13),(13,11),-0.4455 # DEPENDENCYPART_GRANDPAR
(28,13),(13,12),-0.716682 # DEPENDENCYPART_GRANDPAR
(28,13),(13,14),-0.66946 # DEPENDENCYPART_GRANDPAR
(28,13),(13,15),-0.581048 # DEPENDENCYPART_GRANDPAR
(28,13),(13,30),-0.239169 # DEPENDENCYPART_GRANDPAR
(28,14),(14,12),-0.677281 # DEPENDENCYPART_GRANDPAR
(28,14),(14,13),-0.564843 # DEPENDENCYPART_GRANDPAR
(28,14),(14,25),-0.446763 # DEPENDENCYPART_GRANDPAR
(28,14),(14,30),-0.322445 # DEPENDENCYPART_GRANDPAR
(28,15),(15,4),-0.431614 # DEPENDENCYPART_GRANDPAR
(28,15),(15,6),-1.06626 # DEPENDENCYPART_GRANDPAR
(28,15),(15,7),-0.866193 # DEPENDENCYPART_GRANDPAR
(28,15),(15,8),-0.785823 # DEPENDENCYPART_GRANDPAR
(28,15),(15,9),-0.371069 # DEPENDENCYPART_GRANDPAR
(28,15),(15,10),-0.271147 # DEPENDENCYPART_GRANDPAR
(28,15),(15,11),-0.407289 # DEPENDENCYPART_GRANDPAR
(28,15),(15,12),-0.702918 # DEPENDENCYPART_GRANDPAR
(28,15),(15,13),-0.696003 # DEPENDENCYPART_GRANDPAR
(28,15),(15,14),-0.567192 # DEPENDENCYPART_GRANDPAR
(28,15),(15,19),-0.351914 # DEPENDENCYPART_GRANDPAR
(28,15),(15,30),-0.239266 # DEPENDENCYPART_GRANDPAR
(28,16),(16,14),-0.469177 # DEPENDENCYPART_GRANDPAR
(28,16),(16,15),-0.121364 # DEPENDENCYPART_GRANDPAR
(28,16),(16,25),-0.540721 # DEPENDENCYPART_GRANDPAR
(28,16),(16,29),-0.175622 # DEPENDENCYPART_GRANDPAR
(28,16),(16,30),-0.325694 # DEPENDENCYPART_GRANDPAR
(28,17),(17,15),-0.506049 # DEPENDENCYPART_GRANDPAR
(28,17),(17,16),-0.355892 # DEPENDENCYPART_GRANDPAR
(28,17),(17,19),-0.354028 # DEPENDENCYPART_GRANDPAR
(28,17),(17,21),-0.55835 # DEPENDENCYPART_GRANDPAR
(28,18),(18,12),-0.720725 # DEPENDENCYPART_GRANDPAR
(28,18),(18,14),-0.584999 # DEPENDENCYPART_GRANDPAR
(28,18),(18,15),-0.498071 # DEPENDENCYPART_GRANDPAR
(28,18),(18,16),-0.35878 # DEPENDENCYPART_GRANDPAR
(28,18),(18,17),-0.409494 # DEPENDENCYPART_GRANDPAR
(28,18),(18,19),-0.354028 # DEPENDENCYPART_GRANDPAR
(28,18),(18,21),-0.55835 # DEPENDENCYPART_GRANDPAR
(28,20),(20,11),-0.4455 # DEPENDENCYPART_GRANDPAR
(28,20),(20,12),-0.716682 # DEPENDENCYPART_GRANDPAR
(28,20),(20,14),-0.580955 # DEPENDENCYPART_GRANDPAR
(28,20),(20,16),-0.352041 # DEPENDENCYPART_GRANDPAR
(28,20),(20,17),-0.408146 # DEPENDENCYPART_GRANDPAR
