# _root_ Cadı onu _ ziyarete_geldiğinde , aşağıdan " Rapunzel , Rapunzel ! _ Uzat altın _ sarısı saçlarını ! " diye seslenirmiş .
#goldHeads=3,3,4,21,0,21,0,9,10,13,0,13,18,16,16,17,13,20,0,21,22,0,
#predictedHeads=3,3,4,5,0,7,0,16,0,16,0,13,16,16,16,17,21,0,0,21,22,0,
(21,9),(21,20),-0.0371484 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.0680033 # DEPENDENCYPART_SIBL
(21,10),(21,11),-0.130616 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.0317593 # DEPENDENCYPART_SIBL
(21,10),(21,13),0.0143212 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.0775848 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.00970339 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.0794968 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.0629603 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.130616 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.112927 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.134679 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.071472 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.145336 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.0191859 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.0148788 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.196751 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.0127411 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.0180279 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.145544 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.171662 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.124363 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.13604 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.641515 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.554391 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.890237 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.556565 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.551278 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.418045 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.423741 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.381396 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.123219 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.00410194 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.102941 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.00627597 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.000989233 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.144186 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.149794 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.0667519 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.0907017 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.0147068 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0837525 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.067216 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.131973 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.114285 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.136035 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0714772 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.600902 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.595615 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.397583 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.416046 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.448983 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.134127 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0832201 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.140177 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.122489 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.145287 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0718969 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.135323 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.117634 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.139386 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.071472 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.171662 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.124363 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.13604 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.167381 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0880956 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0576784 # DEPENDENCYPART_SIBL
(22,1),(22,3),-0.051793 # DEPENDENCYPART_SIBL
(22,1),(22,7),-0.052494 # DEPENDENCYPART_SIBL
(22,1),(22,12),-0.051793 # DEPENDENCYPART_SIBL
(22,1),(22,13),0.0422587 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.0365094 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.096449 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.034488 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.0281031 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.0654574 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.052494 # DEPENDENCYPART_SIBL
(22,1),(22,20),0.0295858 # DEPENDENCYPART_SIBL
(22,1),(22,21),0.0422587 # DEPENDENCYPART_SIBL
(22,3),(22,7),-0.263605 # DEPENDENCYPART_SIBL
(22,3),(22,12),-1.03143 # DEPENDENCYPART_SIBL
(22,3),(22,13),-0.696399 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.472193 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.68705 # DEPENDENCYPART_SIBL
(22,3),(22,16),-0.472193 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.472193 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.266836 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.263605 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.200386 # DEPENDENCYPART_SIBL
(22,3),(22,21),-0.696399 # DEPENDENCYPART_SIBL
(22,7),(22,12),-0.102576 # DEPENDENCYPART_SIBL
(22,7),(22,13),0.0378706 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.0192019 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.132487 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.0191655 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.0191655 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.0282657 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.0417946 # DEPENDENCYPART_SIBL
(22,7),(22,20),0.0285243 # DEPENDENCYPART_SIBL
(22,7),(22,21),0.0378706 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.696399 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.472193 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.68705 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.472193 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.472193 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.266836 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.263605 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.200386 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.696399 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.252873 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.257189 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.252873 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.252873 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.236554 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.23328 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.148748 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.437848 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.105463 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.0319426 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.0255576 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.0649061 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0519427 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.0301388 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.0421325 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.321121 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.321121 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.106058 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.114108 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.0951555 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.303473 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0286812 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.0649017 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0519383 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.029618 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0408368 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0649017 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0519383 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0301415 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0429737 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0437034 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.024516 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0628387 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0285243 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0378706 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.00215796 # DEPENDENCYPART_SIBL
(0,5),(5,1),-0.710139 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.679961 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-2.05678 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-1.05363 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),-0.579893 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-1.60557 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.137414 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.91913 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.459506 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.329406 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-1.04965 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),-0.444344 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-2.05678 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-1.2291 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.751845 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-1.19657 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.570294 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),-0.579893 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-1.17512 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.252003 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.666057 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-2.36072 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.517963 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.364658 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.698012 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.38361 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),-1.17512 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.358063 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-2.56952 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.485274 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.600551 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-2.53533 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.557802 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-1.15342 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.620799 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-1.65019 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.38361 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),0.720888 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),-1.60557 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-2.99997 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.917374 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.919742 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-2.89188 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.876993 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-1.47261 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.83528 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-1.67884 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.444344 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),0.67177 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),0.0762566 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),-1.08815 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),-0.22124 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-2.48255 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.279576 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.443061 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-2.57782 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.400312 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.995933 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.547721 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.551428 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-1.6471 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.145224 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.913737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,1),-0.801687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.169191 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.197155 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.197155 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.381902 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.382868 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.261972 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.455497 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.43298 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.3694 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.12305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-0.167371 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.0887565 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0123387 # DEPENDENCYPART_GRANDPAR
(3,1),(1,4),-0.417659 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.458012 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0505853 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.441959 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.164283 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.450495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,1),-0.292982 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.104771 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.867251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.440133 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.125357 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.450495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.181843 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.346417 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.240674 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.00826409 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.0430594 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.0969452 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.441959 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.346417 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.222195 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.327427 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.0969452 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.385956 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.443982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.106262 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.192065 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.316878 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.74927 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.293999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.293094 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),0.0437206 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.0895326 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.179653 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.392966 # DEPENDENCYPART_GRANDPAR
(5,1),(1,6),-0.255041 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.0749309 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.22587 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0987564 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0932905 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.407982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.0970367 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.164062 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.0855994 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.100475 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.265454 # DEPENDENCYPART_GRANDPAR
(5,21),(21,1),-0.165697 # DEPENDENCYPART_GRANDPAR
(5,21),(21,2),-0.178997 # DEPENDENCYPART_GRANDPAR
(5,21),(21,4),0.0776255 # DEPENDENCYPART_GRANDPAR
(5,21),(21,5),-0.175515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,21),(21,6),0.152227 # DEPENDENCYPART_GRANDPAR
(5,21),(21,7),-0.0394233 # DEPENDENCYPART_GRANDPAR
(5,21),(21,8),0.085201 # DEPENDENCYPART_GRANDPAR
(5,21),(21,9),0.115025 # DEPENDENCYPART_GRANDPAR
(5,21),(21,10),-0.00440567 # DEPENDENCYPART_GRANDPAR
(5,21),(21,11),-0.19608 # DEPENDENCYPART_GRANDPAR
(5,21),(21,12),0.0818621 # DEPENDENCYPART_GRANDPAR
(5,21),(21,13),0.00114188 # DEPENDENCYPART_GRANDPAR
(5,21),(21,14),-0.239592 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),0.171893 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),-0.328878 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.449204 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.375194 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.398623 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.218456 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.443881 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.0297122 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.362962 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.473563 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0364512 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.698504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.354458 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0823935 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.0951064 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.271738 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.314718 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.237842 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.391215 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.228192 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.874041 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.634373 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.0847716 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.746152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.0265025 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.219025 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),0.178208 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.450027 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.419489 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),0.0106439 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.610953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.269505 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.379299 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.641692 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.774961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.261706 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.430915 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.205648 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.389993 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),0.0106439 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),-0.269505 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.266907 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.389169 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.442651 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0190933 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.474285 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.227649 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.331667 # DEPENDENCYPART_GRANDPAR
(7,3),(3,8),-0.193581 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.367274 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.0861571 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.521612 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.175152 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.479353 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.335542 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0975743 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.00754767 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.489071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.291434 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.247704 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.329234 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.594019 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.246499 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.259542 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.342042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,10),-0.0246479 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.665048 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.210382 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.422743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.226483 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0664224 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.0963603 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.213481 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.402161 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.25073 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-0.259542 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.342396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),0.0269264 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),-0.0817945 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.0108739 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.119993 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),0.0743118 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.0542511 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.326155 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.0482858 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.270442 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.321113 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.40504 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.292308 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.220533 # DEPENDENCYPART_GRANDPAR
(7,21),(21,1),-0.548733 # DEPENDENCYPART_GRANDPAR
(7,21),(21,2),-0.21453 # DEPENDENCYPART_GRANDPAR
(7,21),(21,4),-0.356874 # DEPENDENCYPART_GRANDPAR
(7,21),(21,5),-0.268697 # DEPENDENCYPART_GRANDPAR
(7,21),(21,6),-0.214256 # DEPENDENCYPART_GRANDPAR
(7,21),(21,7),-0.34307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,21),(21,8),0.00667816 # DEPENDENCYPART_GRANDPAR
(7,21),(21,9),-0.0588463 # DEPENDENCYPART_GRANDPAR
(7,21),(21,10),-0.0311221 # DEPENDENCYPART_GRANDPAR
(7,21),(21,11),-0.121446 # DEPENDENCYPART_GRANDPAR
(7,21),(21,12),-0.0247764 # DEPENDENCYPART_GRANDPAR
(7,21),(21,13),-0.0510687 # DEPENDENCYPART_GRANDPAR
(7,21),(21,14),-0.350157 # DEPENDENCYPART_GRANDPAR
(7,21),(21,15),-0.0813081 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),-0.29069 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),-0.40324 # DEPENDENCYPART_GRANDPAR
