# _root_ Ertesi gün hava _ kararırken , alçak bir sesle " Rapunzel , Rapunzel ! _ Uzat altın _ sarısı saçlarını ! " diye seslenirmiş .
#goldHeads=2,4,4,5,24,0,9,9,24,0,12,13,16,0,16,23,19,19,20,16,0,0,24,25,0,
#predictedHeads=2,4,4,5,24,0,9,9,16,0,19,0,19,0,16,21,19,19,20,24,0,0,24,25,0,
(20,1),(1,2),-1.11902 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.634842 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),-0.114781 # DEPENDENCYPART_GRANDPAR
(20,6),(6,2),-0.518502 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.0215745 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.1018 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.231304 # DEPENDENCYPART_GRANDPAR
(20,6),(6,24),-0.710625 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.284483 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.0610672 # DEPENDENCYPART_GRANDPAR
(20,7),(7,20),-0.520991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,7),-0.0760594 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),-0.219332 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),-0.94742 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-0.421065 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),0.0258616 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.314489 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.101135 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),0.0355324 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),0.174301 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.122301 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.176731 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),0.00810014 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),-0.0514624 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-0.0175694 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.0924137 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),0.0450438 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),0.168035 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),0.0372635 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.311929 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),0.0490089 # DEPENDENCYPART_GRANDPAR
(20,10),(10,24),-0.707375 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.421065 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.101135 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),0.0371833 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.127384 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.0335858 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.0514624 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),-0.1018 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),0.279577 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),0.0746281 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),0.297584 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.21547 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.0766738 # DEPENDENCYPART_GRANDPAR
(20,12),(12,24),-0.710625 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.0335858 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.109378 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),0.166229 # DEPENDENCYPART_GRANDPAR
(20,14),(14,1),-0.169642 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),0.0390622 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),0.0920298 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),0.210119 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),0.227586 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),0.294611 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.286774 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),0.0873819 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),-0.322815 # DEPENDENCYPART_GRANDPAR
(20,14),(14,21),-0.212856 # DEPENDENCYPART_GRANDPAR
(20,14),(14,24),-0.716493 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-0.801958 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.275719 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.0517213 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.0337017 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),0.335276 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),0.091567 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),0.0993794 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),0.066875 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.288871 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.191565 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.425149 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.379866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.0563905 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.0458673 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.329042 # DEPENDENCYPART_GRANDPAR
(20,15),(15,24),-0.59294 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),-0.12507 # DEPENDENCYPART_GRANDPAR
(20,16),(16,1),-0.217744 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),-0.846929 # DEPENDENCYPART_GRANDPAR
(20,16),(16,3),-0.379783 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),0.0119895 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),-0.267039 # DEPENDENCYPART_GRANDPAR
(20,16),(16,6),-0.0965207 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),0.0426425 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),0.0990887 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.0797693 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),0.00637888 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.0617566 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),0.170843 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),0.0635121 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.0160712 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.0517211 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.146484 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.136091 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.282761 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.50322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.151283 # DEPENDENCYPART_GRANDPAR
(20,16),(16,22),-0.140545 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.38211 # DEPENDENCYPART_GRANDPAR
(20,16),(16,24),-0.668701 # DEPENDENCYPART_GRANDPAR
(20,16),(16,25),-0.217433 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),0.0361115 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),0.17346 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.110534 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),0.0147351 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),0.0336949 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.0410636 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.200301 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.0937185 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.2115 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.387886 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),0.155435 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),0.203807 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.226979 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.0515657 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.397637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,3),-0.378152 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.0803117 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),0.194831 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.0844708 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.0127626 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.0664652 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),0.187052 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),0.0588034 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),0.0555895 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.00515216 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),0.224338 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.0264533 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.0865036 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.527734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,1),-0.481104 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-0.343385 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-0.504849 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.180011 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.407096 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.0816427 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.33738 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.310056 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.473848 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.400629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.0548243 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.123231 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.238484 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),0.00440133 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),-0.331719 # DEPENDENCYPART_GRANDPAR
(20,22),(22,5),-0.495459 # DEPENDENCYPART_GRANDPAR
(20,22),(22,8),-0.0718778 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.39543 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.072524 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.331671 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.303583 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.468139 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.424512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-0.0883706 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.157774 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.292952 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.0451439 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.306057 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.442525 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.346527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),-0.107008 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.0955039 # DEPENDENCYPART_GRANDPAR
(20,24),(24,2),-1.19944 # DEPENDENCYPART_GRANDPAR
(20,24),(24,3),-0.709453 # DEPENDENCYPART_GRANDPAR
(20,24),(24,5),-0.42085 # DEPENDENCYPART_GRANDPAR
(20,24),(24,6),-0.223207 # DEPENDENCYPART_GRANDPAR
(20,24),(24,9),-0.405691 # DEPENDENCYPART_GRANDPAR
(20,24),(24,10),-0.143522 # DEPENDENCYPART_GRANDPAR
(20,24),(24,11),-0.387636 # DEPENDENCYPART_GRANDPAR
(20,24),(24,12),0.0441571 # DEPENDENCYPART_GRANDPAR
(20,24),(24,13),-0.262367 # DEPENDENCYPART_GRANDPAR
(20,24),(24,14),-0.118438 # DEPENDENCYPART_GRANDPAR
(20,24),(24,15),-0.362828 # DEPENDENCYPART_GRANDPAR
(20,24),(24,16),-0.0338508 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-0.286049 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.281273 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.42274 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.357745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),-0.114378 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.100829 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.261122 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.0640831 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),-0.359279 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),-0.401439 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.535609 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.394343 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.513054 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.707197 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.929779 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),-0.277933 # DEPENDENCYPART_GRANDPAR
(21,4),(4,9),-0.352359 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.393679 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.432983 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.575554 # DEPENDENCYPART_GRANDPAR
(21,14),(14,1),-0.257649 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),-0.516172 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.0411161 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),0.0580527 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.256636 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),0.0225112 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.168376 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.0958221 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),-0.0163519 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-0.718305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,24),-0.330666 # DEPENDENCYPART_GRANDPAR
(21,15),(15,2),-0.394343 # DEPENDENCYPART_GRANDPAR
(21,15),(15,5),-0.60295 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-0.143271 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.288635 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.495476 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.200471 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.135558 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.187798 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.126206 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.166705 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),-0.235835 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.113355 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-0.690991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.47682 # DEPENDENCYPART_GRANDPAR
(21,15),(15,23),-0.399877 # DEPENDENCYPART_GRANDPAR
(21,15),(15,24),-0.291075 # DEPENDENCYPART_GRANDPAR
(21,15),(15,25),-0.473353 # DEPENDENCYPART_GRANDPAR
(21,16),(16,1),-0.231331 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.0953832 # DEPENDENCYPART_GRANDPAR
(21,16),(16,3),-0.196685 # DEPENDENCYPART_GRANDPAR
(21,16),(16,4),-0.546333 # DEPENDENCYPART_GRANDPAR
(21,16),(16,5),-0.322314 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),-0.711698 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),-0.0153833 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),0.0313855 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),0.175265 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.405065 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),0.0298975 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.311526 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),0.118062 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),0.0520881 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),0.0978907 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),0.25086 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),0.040929 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.141231 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.490422 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-0.694583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.480207 # DEPENDENCYPART_GRANDPAR
(21,16),(16,23),-0.390533 # DEPENDENCYPART_GRANDPAR
(21,16),(16,24),-0.292694 # DEPENDENCYPART_GRANDPAR
(21,16),(16,25),-0.475333 # DEPENDENCYPART_GRANDPAR
(21,17),(17,7),-0.0148457 # DEPENDENCYPART_GRANDPAR
(21,17),(17,8),0.143312 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.0633716 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),0.0247925 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),0.148321 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),0.150079 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),0.0691917 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.101316 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.176755 # DEPENDENCYPART_GRANDPAR
(21,17),(17,23),-0.436729 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.100284 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.141354 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.304865 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.0944956 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.0476817 # DEPENDENCYPART_GRANDPAR
(21,19),(19,3),-0.278187 # DEPENDENCYPART_GRANDPAR
(21,19),(19,6),-0.610856 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),0.140515 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),0.0892072 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.45569 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.0561636 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.210683 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),0.0320005 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),0.14606 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),0.150396 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),0.068002 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.313094 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.245801 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.517348 # DEPENDENCYPART_GRANDPAR
(21,20),(20,1),-0.216735 # DEPENDENCYPART_GRANDPAR
(21,20),(20,6),-0.611738 # DEPENDENCYPART_GRANDPAR
(21,20),(20,7),-0.0159292 # DEPENDENCYPART_GRANDPAR
(21,20),(20,8),0.142228 # DEPENDENCYPART_GRANDPAR
(21,20),(20,9),0.0714041 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.455543 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.0739667 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.211566 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),0.0141974 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),0.146207 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),0.147839 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),0.0669517 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.295291 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.243965 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.202587 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.703426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.48818 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.436729 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.271271 # DEPENDENCYPART_GRANDPAR
(21,22),(22,4),-0.865764 # DEPENDENCYPART_GRANDPAR
(21,22),(22,5),-0.641998 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-0.184156 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.221541 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.227667 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.00112452 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.136924 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.110832 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),0.223822 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.581785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.202792 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.0939101 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.237604 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),0.00395536 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.105752 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),0.228902 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.570799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),-0.35482 # DEPENDENCYPART_GRANDPAR
(21,24),(24,2),-0.51493 # DEPENDENCYPART_GRANDPAR
(21,24),(24,3),-0.550004 # DEPENDENCYPART_GRANDPAR
(21,24),(24,5),-0.590138 # DEPENDENCYPART_GRANDPAR
(21,24),(24,6),-0.938212 # DEPENDENCYPART_GRANDPAR
(21,24),(24,9),-0.183039 # DEPENDENCYPART_GRANDPAR
(21,24),(24,10),-0.684186 # DEPENDENCYPART_GRANDPAR
(21,24),(24,11),-0.328369 # DEPENDENCYPART_GRANDPAR
(21,24),(24,12),-0.538039 # DEPENDENCYPART_GRANDPAR
(21,24),(24,13),-0.240205 # DEPENDENCYPART_GRANDPAR
(21,24),(24,14),-0.15014 # DEPENDENCYPART_GRANDPAR
(21,24),(24,15),-0.194694 # DEPENDENCYPART_GRANDPAR
(21,24),(24,16),-0.194638 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),0.0445917 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.124774 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.065227 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),0.268478 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.564386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),-0.345243 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.234414 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.196088 # DEPENDENCYPART_GRANDPAR
(21,25),(25,1),-0.551845 # DEPENDENCYPART_GRANDPAR
(21,25),(25,2),-0.575593 # DEPENDENCYPART_GRANDPAR
(21,25),(25,4),-0.907037 # DEPENDENCYPART_GRANDPAR
(21,25),(25,5),-0.655542 # DEPENDENCYPART_GRANDPAR
(21,25),(25,9),-0.249716 # DEPENDENCYPART_GRANDPAR
(21,25),(25,10),-0.719851 # DEPENDENCYPART_GRANDPAR
(21,25),(25,15),-0.262814 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-0.265204 # DEPENDENCYPART_GRANDPAR
(21,25),(25,17),-0.022125 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-0.154399 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-0.131832 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),0.202822 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.568597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),-0.384926 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.329546 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.131725 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),-0.685833 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.531759 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.568787 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.439528 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-1.41825 # DEPENDENCYPART_GRANDPAR
(22,4),(4,7),-0.514807 # DEPENDENCYPART_GRANDPAR
(22,4),(4,9),-0.661594 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-0.533906 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.49477 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-0.754759 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.365472 # DEPENDENCYPART_GRANDPAR
(22,15),(15,2),-0.531759 # DEPENDENCYPART_GRANDPAR
(22,15),(15,5),-0.288523 # DEPENDENCYPART_GRANDPAR
(22,15),(15,9),-0.436425 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.346691 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-1.03261 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.368061 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.583419 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.320617 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.256026 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.48552 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.324816 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),-0.0866703 # DEPENDENCYPART_GRANDPAR
(22,15),(15,21),-0.240168 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-0.66115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,23),-0.405166 # DEPENDENCYPART_GRANDPAR
(22,15),(15,24),-0.448872 # DEPENDENCYPART_GRANDPAR
(22,15),(15,25),-0.490387 # DEPENDENCYPART_GRANDPAR
(22,16),(16,1),-0.383554 # DEPENDENCYPART_GRANDPAR
(22,16),(16,2),-0.235709 # DEPENDENCYPART_GRANDPAR
