# _root_ Bu _ gerçeklik içinde bir nesne gibi _ bakabiliriz ona , öznel bir nesne , bir _ gerçeklik _ görünüşü var .
#goldHeads=2,3,4,8,6,7,8,9,11,8,0,14,14,19,0,17,18,19,20,21,22,0,
#predictedHeads=3,3,4,8,6,7,8,9,11,9,0,14,14,20,0,17,18,20,20,21,22,0,
(21,6),(21,7),0.0293509 # DEPENDENCYPART_SIBL
(21,6),(21,8),0.105362 # DEPENDENCYPART_SIBL
(21,6),(21,9),0.0462865 # DEPENDENCYPART_SIBL
(21,6),(21,10),0.0674699 # DEPENDENCYPART_SIBL
(21,6),(21,11),-0.125443 # DEPENDENCYPART_SIBL
(21,6),(21,12),0.0689258 # DEPENDENCYPART_SIBL
(21,6),(21,13),0.0223932 # DEPENDENCYPART_SIBL
(21,6),(21,14),0.00194778 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.125443 # DEPENDENCYPART_SIBL
(21,6),(21,16),0.0223932 # DEPENDENCYPART_SIBL
(21,6),(21,17),0.0610229 # DEPENDENCYPART_SIBL
(21,6),(21,18),0.00187515 # DEPENDENCYPART_SIBL
(21,6),(21,19),0.105362 # DEPENDENCYPART_SIBL
(21,6),(21,20),0.00194778 # DEPENDENCYPART_SIBL
(21,6),(21,22),-0.0607364 # DEPENDENCYPART_SIBL
(21,7),(21,8),-0.0769753 # DEPENDENCYPART_SIBL
(21,7),(21,9),-0.0675057 # DEPENDENCYPART_SIBL
(21,7),(21,10),0.016782 # DEPENDENCYPART_SIBL
(21,7),(21,11),-0.231136 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.0883642 # DEPENDENCYPART_SIBL
(21,7),(21,13),0.0642509 # DEPENDENCYPART_SIBL
(21,7),(21,14),-0.0138278 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.231136 # DEPENDENCYPART_SIBL
(21,7),(21,16),0.0642509 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.0232974 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.0138771 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.0769753 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.0138278 # DEPENDENCYPART_SIBL
(21,7),(21,22),-0.0844905 # DEPENDENCYPART_SIBL
(21,8),(21,9),-0.62786 # DEPENDENCYPART_SIBL
(21,8),(21,10),-0.26012 # DEPENDENCYPART_SIBL
(21,8),(21,11),-0.43259 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.437629 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.298818 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.516752 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.43259 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.298818 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.866379 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.516846 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.977488 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.516752 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.107635 # DEPENDENCYPART_SIBL
(21,9),(21,10),0.043777 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.157902 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.00366089 # DEPENDENCYPART_SIBL
(21,9),(21,13),0.0313332 # DEPENDENCYPART_SIBL
(21,9),(21,14),0.034461 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.157902 # DEPENDENCYPART_SIBL
(21,9),(21,16),0.0313332 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.0389246 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.0343669 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.0591008 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.034461 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.0862483 # DEPENDENCYPART_SIBL
(21,10),(21,11),-0.212073 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.0340382 # DEPENDENCYPART_SIBL
(21,10),(21,13),0.024963 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.0281901 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.212073 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.024963 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.000954579 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.0282395 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.00517522 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.0281901 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.129848 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.0900516 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.000749737 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.0542744 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.223259 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.000749737 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.145545 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.0541731 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0620498 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.0542744 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.0706459 # DEPENDENCYPART_SIBL
(21,12),(21,13),0.145838 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.0440397 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.170856 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.145838 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.00367793 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.0440943 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.0287499 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.0440397 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0979847 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.0070902 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.191455 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.15857 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.168612 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.00714505 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0168915 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.0070902 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.102589 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.125443 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.0223932 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.0610229 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.00187515 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.105362 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.00194778 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0607364 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.000749737 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.145545 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0541731 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0620498 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0542744 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0706459 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.168612 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.00714505 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0168915 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0070902 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.102589 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.549337 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.813025 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.549265 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0821231 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0937295 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0105193 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0607792 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.516752 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.107635 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0607364 # DEPENDENCYPART_SIBL
(22,2),(22,5),-0.0411815 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.0428175 # DEPENDENCYPART_SIBL
(22,2),(22,8),-0.620223 # DEPENDENCYPART_SIBL
(22,2),(22,9),-0.303473 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.115627 # DEPENDENCYPART_SIBL
(22,2),(22,12),-0.201845 # DEPENDENCYPART_SIBL
(22,2),(22,13),-0.0411815 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.321121 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.115627 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.0411815 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.637871 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.321127 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.620223 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.321121 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.26452 # DEPENDENCYPART_SIBL
(22,5),(22,7),0.0855082 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.0266549 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.0281203 # DEPENDENCYPART_SIBL
(22,5),(22,11),0.0336106 # DEPENDENCYPART_SIBL
(22,5),(22,12),0.156943 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.0753681 # DEPENDENCYPART_SIBL
(22,5),(22,14),0.0531242 # DEPENDENCYPART_SIBL
(22,5),(22,15),0.0336106 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.0753681 # DEPENDENCYPART_SIBL
(22,5),(22,17),0.0545897 # DEPENDENCYPART_SIBL
(22,5),(22,18),0.0531202 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.0266549 # DEPENDENCYPART_SIBL
(22,5),(22,20),0.0531242 # DEPENDENCYPART_SIBL
(22,5),(22,21),0.010911 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.0664273 # DEPENDENCYPART_SIBL
(22,7),(22,9),0.0124921 # DEPENDENCYPART_SIBL
(22,7),(22,11),-0.0624654 # DEPENDENCYPART_SIBL
(22,7),(22,12),-0.0558861 # DEPENDENCYPART_SIBL
(22,7),(22,13),0.0485959 # DEPENDENCYPART_SIBL
(22,7),(22,14),0.028061 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.0624654 # DEPENDENCYPART_SIBL
(22,7),(22,16),0.0485959 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.0508584 # DEPENDENCYPART_SIBL
(22,7),(22,18),0.0280599 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.0664273 # DEPENDENCYPART_SIBL
(22,7),(22,20),0.028061 # DEPENDENCYPART_SIBL
(22,7),(22,21),0.0789633 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.696399 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.25053 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.352019 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.274007 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.472193 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.25053 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.274007 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.807224 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.472216 # DEPENDENCYPART_SIBL
(22,8),(22,19),-1.03143 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.472193 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.668955 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.220022 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.184526 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.192983 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.252873 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.220022 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.192983 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.325536 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.252896 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.510511 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.252873 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.410403 # DEPENDENCYPART_SIBL
(22,11),(22,12),0.00820549 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.074076 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.0773112 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.0750983 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.074076 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.117092 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.0772808 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.168714 # DEPENDENCYPART_SIBL
(22,11),(22,20),0.0773112 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.0968149 # DEPENDENCYPART_SIBL
(22,12),(22,13),0.0398405 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.101801 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.0851189 # DEPENDENCYPART_SIBL
(22,12),(22,16),0.0398405 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.156184 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.101808 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0993041 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.101801 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.00596898 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.0531242 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.0336106 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.0753681 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.0545897 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.0531202 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0266549 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.0531242 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.010911 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.065657 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.0479882 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.119944 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.0259055 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0512373 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0258927 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.102794 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.074076 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.117092 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0772808 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.168714 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0773112 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0968149 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.0545897 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0531202 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0266549 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.0531242 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.010911 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.245226 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.572156 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.245213 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.155757 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0552594 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0298013 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.102208 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.472193 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.668955 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.102794 # DEPENDENCYPART_SIBL
(0,9),(9,1),-0.183544 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.537557 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.376856 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.38615 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.528378 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.278258 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.556735 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-1.45085 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.642424 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.136214 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.641624 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.321901 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.033806 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-1.64032 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.721375 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-2.50675 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.615094 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),0.373296 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),-0.539371 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-1.13975 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.901368 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.929063 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.902183 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.802053 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.966757 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-2.29197 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-1.01613 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-1.11022 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-2.75139 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),0.385219 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),-1.13975 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-2.29197 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-1.01613 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.473651 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-1.10268 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-1.41425 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-1.06847 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-1.94626 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.770283 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-2.75139 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),0.385219 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),0.81726 # DEPENDENCYPART_GRANDPAR
(0,22),(22,2),-0.581795 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),-0.288302 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),-0.433473 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),-1.32335 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),0.0599077 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),0.0635175 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-0.437318 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.800368 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.281822 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),0.165926 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.987789 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-2.10895 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.679439 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-2.57162 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.575015 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),0.910534 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.206506 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.447836 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),-0.356746 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.246511 # DEPENDENCYPART_GRANDPAR
(3,21),(21,3),-0.788465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,21),(21,4),-0.332932 # DEPENDENCYPART_GRANDPAR
(3,21),(21,6),-0.611321 # DEPENDENCYPART_GRANDPAR
(3,21),(21,7),-0.0180424 # DEPENDENCYPART_GRANDPAR
(3,21),(21,8),-0.0105908 # DEPENDENCYPART_GRANDPAR
(3,21),(21,9),0.171582 # DEPENDENCYPART_GRANDPAR
(3,21),(21,10),-0.436262 # DEPENDENCYPART_GRANDPAR
(3,21),(21,11),-0.173614 # DEPENDENCYPART_GRANDPAR
(3,21),(21,12),-0.0994615 # DEPENDENCYPART_GRANDPAR
(3,21),(21,13),-0.0387485 # DEPENDENCYPART_GRANDPAR
(3,21),(21,14),-0.366381 # DEPENDENCYPART_GRANDPAR
(3,21),(21,15),-0.254919 # DEPENDENCYPART_GRANDPAR
(3,21),(21,16),-0.134294 # DEPENDENCYPART_GRANDPAR
(3,21),(21,17),-0.571857 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.626873 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.0101208 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.595724 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-0.32164 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.106161 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.311271 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.131083 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0476584 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.0129794 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.274332 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-0.537923 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.461081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,1),-0.142253 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.338232 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.143101 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.389089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0402874 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.00082377 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),0.0803082 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.0223521 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.337379 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.129787 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.417984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),-0.318366 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.0909163 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.302564 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),0.00708872 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.594992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.0651728 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.496733 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.180419 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.0480011 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0277785 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.000693993 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.0357882 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.480863 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),0.0346594 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.166119 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.383054 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.140563 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.34359 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.115774 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.452605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0878454 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.354346 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.155579 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.200036 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.146861 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.115432 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0613537 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.0223312 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.12443 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.106787 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.506891 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.0358896 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.187756 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.384119 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.192467 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.247392 # DEPENDENCYPART_GRANDPAR
(4,21),(21,3),-0.106613 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-0.437289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,6),-0.33903 # DEPENDENCYPART_GRANDPAR
(4,21),(21,7),-0.152353 # DEPENDENCYPART_GRANDPAR
(4,21),(21,8),-0.202489 # DEPENDENCYPART_GRANDPAR
(4,21),(21,9),-0.040424 # DEPENDENCYPART_GRANDPAR
(4,21),(21,10),-0.300331 # DEPENDENCYPART_GRANDPAR
(4,21),(21,11),-0.246815 # DEPENDENCYPART_GRANDPAR
(4,21),(21,12),-0.166307 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),-0.070853 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),-0.180727 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),-0.255812 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.173513 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),-0.352409 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.662167 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.190354 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.346152 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.377505 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.129869 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.17468 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0209368 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.379486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.225724 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.192265 # DEPENDENCYPART_GRANDPAR
