# _root_ Ormanda atını oradan oraya sürmüş ve kuleye varmış sonunda . Fakat sağa bakmış , sola bakmış , ne merdiven görmüş ne de yukarıya _ _ çıkılacak başka bir şey .
#goldHeads=5,5,5,5,6,8,8,10,8,13,13,13,14,16,16,17,20,19,20,30,29,21,24,25,26,29,29,29,18,0,
#predictedHeads=2,5,5,5,6,8,8,10,8,0,30,13,14,16,16,17,20,29,20,21,26,21,25,25,26,29,29,29,30,0,
(20,13),(13,5),0.00651849 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.151319 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.456585 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),0.111435 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.127097 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.248514 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.157531 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.460092 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.181868 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.406713 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-0.775958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,24),-0.457111 # DEPENDENCYPART_GRANDPAR
(20,13),(13,25),-0.404799 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),0.727303 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.138818 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.485444 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),0.776546 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.590442 # DEPENDENCYPART_GRANDPAR
(20,14),(14,29),-0.328628 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),0.299873 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),0.0925968 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.0157047 # DEPENDENCYPART_GRANDPAR
(20,15),(15,28),-0.482082 # DEPENDENCYPART_GRANDPAR
(20,16),(16,1),-0.258024 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),-0.182554 # DEPENDENCYPART_GRANDPAR
(20,16),(16,3),-0.161845 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),-0.271591 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),0.00651849 # DEPENDENCYPART_GRANDPAR
(20,16),(16,6),-0.151319 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.456585 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),0.111435 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.127097 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.248514 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.157531 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.460092 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),0.188374 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.104671 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.212957 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.074241 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.100717 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.245229 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.775958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,25),-0.404799 # DEPENDENCYPART_GRANDPAR
(20,16),(16,29),-0.461508 # DEPENDENCYPART_GRANDPAR
(20,17),(17,5),0.622387 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),0.727303 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.138818 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),0.776546 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),0.0254578 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.238309 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),1.11995 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.0660531 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-0.3592 # DEPENDENCYPART_GRANDPAR
(20,17),(17,25),-0.306888 # DEPENDENCYPART_GRANDPAR
(20,17),(17,29),-0.328628 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),0.506787 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.197638 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.850187 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.101583 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.31659 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.235928 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),0.644643 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.200916 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.00470699 # DEPENDENCYPART_GRANDPAR
(20,19),(19,21),-0.235274 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.250834 # DEPENDENCYPART_GRANDPAR
(20,19),(19,28),-0.482082 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),0.422812 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.0862677 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.360323 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.65869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.154882 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.0791039 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.0898867 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.363423 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.667943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-0.0175977 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.172263 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.386051 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.619485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),-0.122165 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.0980684 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.110988 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.0586756 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),0.235681 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.146864 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.189478 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),-0.175647 # DEPENDENCYPART_GRANDPAR
(20,24),(24,9),-0.106313 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),0.109639 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.092008 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.756469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),-0.0998971 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.0423515 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.478918 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.420867 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),-0.0768383 # DEPENDENCYPART_GRANDPAR
(20,25),(25,3),-0.204343 # DEPENDENCYPART_GRANDPAR
(20,25),(25,4),-0.371138 # DEPENDENCYPART_GRANDPAR
(20,25),(25,6),-0.118227 # DEPENDENCYPART_GRANDPAR
(20,25),(25,7),-0.49712 # DEPENDENCYPART_GRANDPAR
(20,25),(25,9),-0.106313 # DEPENDENCYPART_GRANDPAR
(20,25),(25,10),-0.165549 # DEPENDENCYPART_GRANDPAR
(20,25),(25,12),-0.500627 # DEPENDENCYPART_GRANDPAR
(20,25),(25,14),0.00201156 # DEPENDENCYPART_GRANDPAR
(20,25),(25,15),-0.253492 # DEPENDENCYPART_GRANDPAR
(20,25),(25,16),0.5557 # DEPENDENCYPART_GRANDPAR
(20,25),(25,17),0.109639 # DEPENDENCYPART_GRANDPAR
(20,25),(25,18),0.164329 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.092008 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.756469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),-0.0998971 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),-0.0423515 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.478918 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.441758 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.420867 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),-0.0768383 # DEPENDENCYPART_GRANDPAR
(20,29),(29,10),-0.277091 # DEPENDENCYPART_GRANDPAR
(20,29),(29,12),-0.797447 # DEPENDENCYPART_GRANDPAR
(20,29),(29,14),-0.116753 # DEPENDENCYPART_GRANDPAR
(20,29),(29,15),-0.550312 # DEPENDENCYPART_GRANDPAR
(20,29),(29,17),-0.00912566 # DEPENDENCYPART_GRANDPAR
(20,29),(29,18),-0.131561 # DEPENDENCYPART_GRANDPAR
(20,29),(29,19),-0.388828 # DEPENDENCYPART_GRANDPAR
(20,29),(29,21),-0.128357 # DEPENDENCYPART_GRANDPAR
(20,29),(29,22),0.0918876 # DEPENDENCYPART_GRANDPAR
(20,29),(29,23),-0.20682 # DEPENDENCYPART_GRANDPAR
(20,29),(29,24),-0.209443 # DEPENDENCYPART_GRANDPAR
(20,29),(29,25),-0.157131 # DEPENDENCYPART_GRANDPAR
(20,29),(29,26),0.14632 # DEPENDENCYPART_GRANDPAR
(20,29),(29,27),-0.306401 # DEPENDENCYPART_GRANDPAR
(20,29),(29,28),-0.409108 # DEPENDENCYPART_GRANDPAR
(20,29),(29,30),-0.292106 # DEPENDENCYPART_GRANDPAR
(21,16),(16,1),-0.129927 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.122123 # DEPENDENCYPART_GRANDPAR
(21,16),(16,3),-0.139486 # DEPENDENCYPART_GRANDPAR
(21,16),(16,4),-0.0727705 # DEPENDENCYPART_GRANDPAR
(21,16),(16,5),-0.0781431 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),-0.135872 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),-0.136976 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.0371069 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.10115 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.0951141 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),0.166016 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.112279 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.0730059 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.05455 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.0252797 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.0493354 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),0.262862 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.248492 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.272084 # DEPENDENCYPART_GRANDPAR
(21,16),(16,25),-0.397547 # DEPENDENCYPART_GRANDPAR
(21,16),(16,29),-0.410291 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.0754877 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.113531 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.0116193 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.0115248 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.219426 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.120455 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.028966 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.104915 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.334481 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.489071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.27303 # DEPENDENCYPART_GRANDPAR
(21,19),(19,28),-0.483734 # DEPENDENCYPART_GRANDPAR
(21,20),(20,1),-0.132613 # DEPENDENCYPART_GRANDPAR
(21,20),(20,2),-0.12481 # DEPENDENCYPART_GRANDPAR
(21,20),(20,3),-0.142173 # DEPENDENCYPART_GRANDPAR
(21,20),(20,4),-0.0754567 # DEPENDENCYPART_GRANDPAR
(21,20),(20,5),-0.0781431 # DEPENDENCYPART_GRANDPAR
(21,20),(20,6),-0.134899 # DEPENDENCYPART_GRANDPAR
(21,20),(20,7),-0.139662 # DEPENDENCYPART_GRANDPAR
(21,20),(20,8),-0.0371069 # DEPENDENCYPART_GRANDPAR
(21,20),(20,9),-0.106106 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.0951133 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),0.16699 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.114965 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.0730059 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.0545483 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.0279659 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.0091374 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.0799071 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.365127 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.435461 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.45761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.21313 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.358887 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.436065 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.397547 # DEPENDENCYPART_GRANDPAR
(21,20),(20,29),-0.410291 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),0.144243 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),0.0923055 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),0.15872 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.298787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.219053 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),0.0806477 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),0.1903 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.348312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),-0.0384807 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.176504 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.137986 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.0678725 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.0409801 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.288957 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),-0.173241 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.499291 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.597885 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.479244 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.512833 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.42075 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.648992 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.53653 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.463131 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.175165 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.0572852 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-0.533778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,28),-0.360088 # DEPENDENCYPART_GRANDPAR
(22,20),(20,1),-0.681035 # DEPENDENCYPART_GRANDPAR
(22,20),(20,2),-0.699207 # DEPENDENCYPART_GRANDPAR
(22,20),(20,3),-0.653697 # DEPENDENCYPART_GRANDPAR
(22,20),(20,4),-0.615973 # DEPENDENCYPART_GRANDPAR
(22,20),(20,5),-0.385543 # DEPENDENCYPART_GRANDPAR
(22,20),(20,6),-0.46953 # DEPENDENCYPART_GRANDPAR
(22,20),(20,7),-0.680702 # DEPENDENCYPART_GRANDPAR
(22,20),(20,8),-0.371156 # DEPENDENCYPART_GRANDPAR
(22,20),(20,9),-0.515918 # DEPENDENCYPART_GRANDPAR
(22,20),(20,10),-0.437113 # DEPENDENCYPART_GRANDPAR
(22,20),(20,11),-0.249849 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),-0.626848 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-0.49333 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.559601 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.506705 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.473283 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.440549 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.115623 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.221037 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.0521526 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-0.474032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.362089 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.395616 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.435001 # DEPENDENCYPART_GRANDPAR
(22,20),(20,29),-0.506519 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.479244 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.140507 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.318908 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.0979785 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.507787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.367811 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.55647 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.309427 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.0836269 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.300186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.181595 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.22098 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.215288 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.146821 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.224761 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.337713 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),0.069623 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),-0.857626 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.622674 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.228167 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),-0.15043 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),0.145768 # DEPENDENCYPART_GRANDPAR
(23,19),(19,28),-0.192327 # DEPENDENCYPART_GRANDPAR
(23,20),(20,1),-0.892489 # DEPENDENCYPART_GRANDPAR
(23,20),(20,2),-0.735449 # DEPENDENCYPART_GRANDPAR
(23,20),(20,3),-0.852405 # DEPENDENCYPART_GRANDPAR
(23,20),(20,4),-0.212588 # DEPENDENCYPART_GRANDPAR
(23,20),(20,5),-0.589819 # DEPENDENCYPART_GRANDPAR
(23,20),(20,6),-0.465582 # DEPENDENCYPART_GRANDPAR
(23,20),(20,7),-0.321736 # DEPENDENCYPART_GRANDPAR
(23,20),(20,8),-0.673115 # DEPENDENCYPART_GRANDPAR
(23,20),(20,9),-0.396051 # DEPENDENCYPART_GRANDPAR
(23,20),(20,10),-0.683364 # DEPENDENCYPART_GRANDPAR
(23,20),(20,11),-0.187816 # DEPENDENCYPART_GRANDPAR
(23,20),(20,12),-0.152503 # DEPENDENCYPART_GRANDPAR
(23,20),(20,13),-0.683362 # DEPENDENCYPART_GRANDPAR
(23,20),(20,14),-0.658327 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),0.134792 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),-0.858697 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.60555 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.282502 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.157473 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.100677 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),0.0969089 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-0.491512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.369904 # DEPENDENCYPART_GRANDPAR
(23,20),(20,25),-0.473408 # DEPENDENCYPART_GRANDPAR
(23,20),(20,29),-0.260205 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.782897 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.20937 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.0681866 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.533181 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.174175 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-0.537939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,18),-0.268669 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.263244 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.582404 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.1205 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-0.536655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,9),-0.457075 # DEPENDENCYPART_GRANDPAR
(23,24),(24,17),-0.616697 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-0.367656 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.762383 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.0941375 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),0.185589 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.494256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,27),-0.152771 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),0.103094 # DEPENDENCYPART_GRANDPAR
(23,25),(25,3),-1.056 # DEPENDENCYPART_GRANDPAR
(23,25),(25,4),-0.453077 # DEPENDENCYPART_GRANDPAR
(23,25),(25,6),-0.589666 # DEPENDENCYPART_GRANDPAR
(23,25),(25,7),-0.525229 # DEPENDENCYPART_GRANDPAR
(23,25),(25,9),-0.457075 # DEPENDENCYPART_GRANDPAR
(23,25),(25,10),-0.743628 # DEPENDENCYPART_GRANDPAR
(23,25),(25,12),-0.344464 # DEPENDENCYPART_GRANDPAR
(23,25),(25,14),-0.669474 # DEPENDENCYPART_GRANDPAR
(23,25),(25,15),-0.0687004 # DEPENDENCYPART_GRANDPAR
(23,25),(25,16),-1.01167 # DEPENDENCYPART_GRANDPAR
(23,25),(25,17),-0.616697 # DEPENDENCYPART_GRANDPAR
(23,25),(25,18),-0.242307 # DEPENDENCYPART_GRANDPAR
(23,25),(25,19),-0.367656 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-0.762383 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.0941375 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),0.185589 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.494256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),-0.29303 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.152771 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),0.103094 # DEPENDENCYPART_GRANDPAR
(23,26),(26,14),-0.826084 # DEPENDENCYPART_GRANDPAR
(23,26),(26,17),-0.773307 # DEPENDENCYPART_GRANDPAR
(23,26),(26,19),-0.510896 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-0.270177 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.0831234 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.416666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),-0.230126 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.333631 # DEPENDENCYPART_GRANDPAR
(23,27),(27,21),-0.270177 # DEPENDENCYPART_GRANDPAR
(23,27),(27,22),-0.0831234 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.421828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,24),-0.230185 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.333689 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.302367 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),0.0161193 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),-0.257859 # DEPENDENCYPART_GRANDPAR
(23,29),(29,10),-0.817574 # DEPENDENCYPART_GRANDPAR
(23,29),(29,12),-0.494468 # DEPENDENCYPART_GRANDPAR
(23,29),(29,14),-0.762203 # DEPENDENCYPART_GRANDPAR
(23,29),(29,15),-0.218705 # DEPENDENCYPART_GRANDPAR
(23,29),(29,17),-0.709425 # DEPENDENCYPART_GRANDPAR
(23,29),(29,18),-0.428095 # DEPENDENCYPART_GRANDPAR
(23,29),(29,19),-0.51766 # DEPENDENCYPART_GRANDPAR
(23,29),(29,21),-0.279926 # DEPENDENCYPART_GRANDPAR
(23,29),(29,22),-0.101822 # DEPENDENCYPART_GRANDPAR
(23,29),(29,23),-0.266047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,29),(29,24),-0.138238 # DEPENDENCYPART_GRANDPAR
(23,29),(29,25),-0.241742 # DEPENDENCYPART_GRANDPAR
(23,29),(29,26),-0.281338 # DEPENDENCYPART_GRANDPAR
(23,29),(29,27),-0.27451 # DEPENDENCYPART_GRANDPAR
(23,29),(29,28),-0.138066 # DEPENDENCYPART_GRANDPAR
(23,29),(29,30),-0.253767 # DEPENDENCYPART_GRANDPAR
(24,9),(9,1),-0.389564 # DEPENDENCYPART_GRANDPAR
(24,9),(9,2),-0.474193 # DEPENDENCYPART_GRANDPAR
(24,9),(9,3),-0.438043 # DEPENDENCYPART_GRANDPAR
(24,9),(9,4),-0.231808 # DEPENDENCYPART_GRANDPAR
(24,9),(9,6),-0.185359 # DEPENDENCYPART_GRANDPAR
(24,9),(9,7),-0.527784 # DEPENDENCYPART_GRANDPAR
(24,9),(9,8),-0.345181 # DEPENDENCYPART_GRANDPAR
(24,17),(17,5),0.10734 # DEPENDENCYPART_GRANDPAR
(24,17),(17,8),0.0309219 # DEPENDENCYPART_GRANDPAR
(24,17),(17,11),-0.28166 # DEPENDENCYPART_GRANDPAR
(24,17),(17,13),-0.0816038 # DEPENDENCYPART_GRANDPAR
