# _root_ On_altı yaşında av tezkeresi _ _ alabilen _ gençler , tüm yıl boyunca _ _ avlanabiliyor , askere gitmiyor ve vergi vermiyorlar .
#goldHeads=2,6,4,6,6,7,9,9,16,0,12,13,16,15,16,17,19,19,20,22,22,23,0,
#predictedHeads=2,22,4,6,6,7,9,9,16,0,12,13,16,15,16,17,19,19,20,22,22,23,0,
(22,4),(22,13),0.01873 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.0492728 # DEPENDENCYPART_SIBL
(22,4),(22,15),0.0356902 # DEPENDENCYPART_SIBL
(22,4),(22,16),0.0182521 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.153897 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0667109 # DEPENDENCYPART_SIBL
(22,4),(22,19),0.0182521 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0895657 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.0393415 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.071472 # DEPENDENCYPART_SIBL
(22,5),(22,6),-1.03137 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.890237 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.553839 # DEPENDENCYPART_SIBL
(22,5),(22,10),-0.444497 # DEPENDENCYPART_SIBL
(22,5),(22,11),-0.309389 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.551823 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.314828 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.943691 # DEPENDENCYPART_SIBL
(22,5),(22,15),-1.03137 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.641515 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.444497 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.553839 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.641515 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.324744 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.549946 # DEPENDENCYPART_SIBL
(22,5),(22,23),-0.123219 # DEPENDENCYPART_SIBL
(22,6),(22,8),-0.890237 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.553839 # DEPENDENCYPART_SIBL
(22,6),(22,10),-0.444497 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.309389 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.551823 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.314828 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.943691 # DEPENDENCYPART_SIBL
(22,6),(22,15),-1.03137 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.641515 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.444497 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.553839 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.641515 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.324744 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.549946 # DEPENDENCYPART_SIBL
(22,6),(22,23),-0.123219 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.598176 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.44274 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.229096 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.598373 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.358851 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.951543 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.928218 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.57485 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.44274 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.598176 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.57485 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.36931 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.597403 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.134127 # DEPENDENCYPART_SIBL
(22,9),(22,10),-0.153897 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.032994 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.067349 # DEPENDENCYPART_SIBL
(22,9),(22,13),0.01873 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.0492728 # DEPENDENCYPART_SIBL
(22,9),(22,15),0.0356902 # DEPENDENCYPART_SIBL
(22,9),(22,16),0.0182521 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.153897 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.0667109 # DEPENDENCYPART_SIBL
(22,9),(22,19),0.0182521 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.0895657 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.0393415 # DEPENDENCYPART_SIBL
(22,9),(22,23),-0.071472 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.0161033 # DEPENDENCYPART_SIBL
(22,10),(22,12),0.0433062 # DEPENDENCYPART_SIBL
(22,10),(22,13),0.0687867 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.217742 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.13294 # DEPENDENCYPART_SIBL
(22,10),(22,16),0.106229 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.241759 # DEPENDENCYPART_SIBL
(22,10),(22,18),0.0214278 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.106229 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0862898 # DEPENDENCYPART_SIBL
(22,10),(22,21),0.0209163 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.0680033 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.0244958 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0660849 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.0593707 # DEPENDENCYPART_SIBL
(22,11),(22,15),0.0252189 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.0600214 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.13962 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.0258695 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.0600214 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.0977936 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0242098 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.0919905 # DEPENDENCYPART_SIBL
(22,12),(22,13),0.0455242 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.00515232 # DEPENDENCYPART_SIBL
(22,12),(22,15),0.0614656 # DEPENDENCYPART_SIBL
(22,12),(22,16),0.0418825 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.134757 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.0247354 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.0418825 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.0702189 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.00263396 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.0689404 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.0892704 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.0284882 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.00851658 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.171844 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.0692988 # DEPENDENCYPART_SIBL
(22,13),(22,19),0.00851658 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0796044 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.0739794 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.0716757 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.882135 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.545481 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.428022 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.617 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.545481 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.369246 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.58963 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.103989 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.641515 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.444497 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.553839 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.641515 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.324744 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.549946 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.123219 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.170371 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.00354973 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0777815 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0450641 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.000342812 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0907017 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0214278 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.106229 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0862898 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0209163 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0680033 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0182521 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0895657 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0393415 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.071472 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0450641 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.000342812 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0907017 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.00598381 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.104945 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0716463 # DEPENDENCYPART_SIBL
(23,6),(23,7),-0.352019 # DEPENDENCYPART_SIBL
(23,6),(23,9),-0.472193 # DEPENDENCYPART_SIBL
(23,6),(23,14),-0.807224 # DEPENDENCYPART_SIBL
(23,6),(23,15),-1.03143 # DEPENDENCYPART_SIBL
(23,6),(23,16),-0.696399 # DEPENDENCYPART_SIBL
(23,6),(23,17),-0.25053 # DEPENDENCYPART_SIBL
(23,6),(23,18),-0.472193 # DEPENDENCYPART_SIBL
(23,6),(23,19),-0.696399 # DEPENDENCYPART_SIBL
(23,6),(23,20),-0.0595929 # DEPENDENCYPART_SIBL
(23,6),(23,21),-0.47298 # DEPENDENCYPART_SIBL
(23,6),(23,22),-0.696399 # DEPENDENCYPART_SIBL
(23,7),(23,9),-0.0851633 # DEPENDENCYPART_SIBL
(23,7),(23,14),-0.122547 # DEPENDENCYPART_SIBL
(23,7),(23,15),-0.0823128 # DEPENDENCYPART_SIBL
(23,7),(23,16),-0.0449289 # DEPENDENCYPART_SIBL
(23,7),(23,17),-0.0851189 # DEPENDENCYPART_SIBL
(23,7),(23,18),-0.0851633 # DEPENDENCYPART_SIBL
(23,7),(23,19),-0.0449289 # DEPENDENCYPART_SIBL
(23,7),(23,20),0.00578846 # DEPENDENCYPART_SIBL
(23,7),(23,21),-0.0882213 # DEPENDENCYPART_SIBL
(23,7),(23,22),-0.0449289 # DEPENDENCYPART_SIBL
(23,9),(23,14),-0.119944 # DEPENDENCYPART_SIBL
(23,9),(23,15),-0.0512373 # DEPENDENCYPART_SIBL
(23,9),(23,16),0.0428143 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.065657 # DEPENDENCYPART_SIBL
(23,9),(23,18),-0.0258927 # DEPENDENCYPART_SIBL
(23,9),(23,19),0.0428143 # DEPENDENCYPART_SIBL
(23,9),(23,20),0.00360384 # DEPENDENCYPART_SIBL
(23,9),(23,21),-0.00967876 # DEPENDENCYPART_SIBL
(23,9),(23,22),0.0428143 # DEPENDENCYPART_SIBL
(23,14),(23,15),-0.572156 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.215737 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.0961648 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.245213 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.215737 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.0297798 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.228999 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.215737 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.696399 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.25053 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.472193 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.696399 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.0595929 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.47298 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.696399 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.220022 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.252873 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.437848 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.0262093 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.25366 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.437848 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.0773112 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.025689 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0183485 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.0729755 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.025689 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0428143 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.00360384 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.00967876 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0428143 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0262093 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.25366 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.437848 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.120411 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0129372 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0512219 # DEPENDENCYPART_SIBL
(0,10),(10,5),-2.18795 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-2.36681 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.982126 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-2.11339 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-1.12811 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.489921 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.890072 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-2.50802 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.481248 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.415608 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.910227 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),-1.00947 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-1.12811 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.745936 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-1.2198 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-1.22414 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-1.29814 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-3.05855 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-3.29688 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-1.12261 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-1.25803 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.910227 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.717003 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-1.00947 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),0.581864 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.780539 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-2.40234 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-2.48897 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.551327 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-1.53289 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.980305 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.731953 # DEPENDENCYPART_GRANDPAR
(0,23),(23,6),-1.39818 # DEPENDENCYPART_GRANDPAR
(0,23),(23,7),-0.316767 # DEPENDENCYPART_GRANDPAR
(0,23),(23,9),-0.341459 # DEPENDENCYPART_GRANDPAR
(0,23),(23,14),-2.3793 # DEPENDENCYPART_GRANDPAR
(0,23),(23,15),-2.32826 # DEPENDENCYPART_GRANDPAR
(0,23),(23,16),-0.0465796 # DEPENDENCYPART_GRANDPAR
(0,23),(23,17),-0.213084 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),-1.16582 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.475558 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.569443 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.624746 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.574803 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.428257 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.0423933 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.0829615 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.202447 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.669784 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.504367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.107309 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.108101 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.353986 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.155552 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.229451 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.16361 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.2288 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.989166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,1),-0.328082 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.385358 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.0491973 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.965282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,8),0.0532886 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.138161 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),0.046837 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.294645 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.0690835 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.03008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.210361 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.0213755 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.329815 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.206107 # DEPENDENCYPART_GRANDPAR
(4,22),(22,2),-0.508712 # DEPENDENCYPART_GRANDPAR
(4,22),(22,3),-0.172551 # DEPENDENCYPART_GRANDPAR
(4,22),(22,4),-0.822894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,22),(22,5),-0.143109 # DEPENDENCYPART_GRANDPAR
(4,22),(22,6),0.0886266 # DEPENDENCYPART_GRANDPAR
(4,22),(22,8),-0.210578 # DEPENDENCYPART_GRANDPAR
(4,22),(22,9),-0.10692 # DEPENDENCYPART_GRANDPAR
(4,22),(22,10),-0.198292 # DEPENDENCYPART_GRANDPAR
(4,22),(22,11),-0.122601 # DEPENDENCYPART_GRANDPAR
(4,22),(22,12),-0.42564 # DEPENDENCYPART_GRANDPAR
(4,22),(22,13),-0.205942 # DEPENDENCYPART_GRANDPAR
(4,22),(22,14),-0.497553 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),-0.318621 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),-0.0537689 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),-0.364993 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.641567 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.395251 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.522117 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.658842 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.391902 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.104325 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.160813 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.130114 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.251042 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.228395 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.130114 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.251042 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0191657 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.603554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,8),-0.342329 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-0.729393 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.0607022 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.134347 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.614555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.484051 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.06901 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.24245 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.111525 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.231391 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.259271 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.273751 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.62762 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.405812 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.479457 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.520914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),-0.39041 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),0.0581981 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.159677 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.140879 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.258987 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.0287651 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.289234 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.042593 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.492165 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.678229 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.177311 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.253219 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.843469 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.398904 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.222898 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.631034 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.550815 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-0.62762 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-0.405812 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.479457 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.520914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,6),-0.39041 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),-0.159677 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),-0.140879 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),-0.258987 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.0287651 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.289234 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.042593 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.492165 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.678229 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.69125 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.248432 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.400663 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.398904 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.222898 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.631034 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.00495029 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.0170715 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.0307389 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.0631905 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0946739 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0307389 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0631905 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.00969048 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0758929 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.190448 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-0.437454 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.457804 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.167782 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.130384 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0793224 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.0633825 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.0135402 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.297793 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.467471 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.0512271 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.000625272 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.064792 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.520307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.0314295 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.00437308 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.0774899 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.181857 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0124479 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.0971023 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.439768 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.396337 # DEPENDENCYPART_GRANDPAR
