# _root_ Uykusunu bir _ türlü _ _ alamayan eşeğin gönlünü _ almak için _ çeşitli _ komiklikler yapar , ona şeker verir , sağrısını sıvazlarmış .
#goldHeads=6,4,4,6,6,7,8,9,10,11,12,17,14,16,16,17,18,21,21,21,22,24,24,25,0,
#predictedHeads=17,4,4,6,6,7,8,9,10,11,12,17,14,15,16,17,18,21,21,21,22,24,24,25,0,
(20,18),(18,6),-0.514654 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.119628 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.588231 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),0.169426 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.382941 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.12242 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.317747 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.0778207 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.343003 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.195051 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.963938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.406061 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.218712 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.307082 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.517364 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.285809 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.35404 # DEPENDENCYPART_GRANDPAR
(20,21),(21,1),-0.893332 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-0.819429 # DEPENDENCYPART_GRANDPAR
(20,21),(21,6),-0.739072 # DEPENDENCYPART_GRANDPAR
(20,21),(21,8),-0.817661 # DEPENDENCYPART_GRANDPAR
(20,21),(21,9),-0.650226 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-0.812648 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.564478 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.648845 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.623134 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.674685 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.578535 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.389278 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.650181 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.437547 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.325468 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.758237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.0097205 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.0760184 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.257223 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.0657647 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.453882 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.692391 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.531242 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.364771 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.852963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-0.380922 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.489804 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.0194568 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),0.0468706 # DEPENDENCYPART_GRANDPAR
(20,23),(23,7),-0.471944 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-0.666322 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-0.415184 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.605578 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.415294 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.321676 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.688855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),-0.207373 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.161077 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.0649491 # DEPENDENCYPART_GRANDPAR
(20,24),(24,5),-0.819429 # DEPENDENCYPART_GRANDPAR
(20,24),(24,6),-0.739072 # DEPENDENCYPART_GRANDPAR
(20,24),(24,8),-0.816939 # DEPENDENCYPART_GRANDPAR
(20,24),(24,9),-0.649504 # DEPENDENCYPART_GRANDPAR
(20,24),(24,11),-0.563756 # DEPENDENCYPART_GRANDPAR
(20,24),(24,12),-0.648845 # DEPENDENCYPART_GRANDPAR
(20,24),(24,13),-0.622412 # DEPENDENCYPART_GRANDPAR
(20,24),(24,14),-0.674685 # DEPENDENCYPART_GRANDPAR
(20,24),(24,15),-0.577813 # DEPENDENCYPART_GRANDPAR
(20,24),(24,16),-0.388556 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-0.650181 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.437547 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.325462 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.758722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),-0.220982 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.125415 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.10212 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.0580258 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),-0.402163 # DEPENDENCYPART_GRANDPAR
(21,1),(1,4),0.0819923 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),0.301288 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.325048 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.290118 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),0.0636816 # DEPENDENCYPART_GRANDPAR
(21,5),(5,17),0.264455 # DEPENDENCYPART_GRANDPAR
(21,6),(6,1),0.301288 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),-0.325048 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.290118 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),0.0636816 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.172795 # DEPENDENCYPART_GRANDPAR
(21,6),(6,17),0.264455 # DEPENDENCYPART_GRANDPAR
(21,8),(8,3),-0.607991 # DEPENDENCYPART_GRANDPAR
(21,8),(8,4),0.176648 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),-0.321199 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.178204 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),0.264114 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),0.176648 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.321199 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.178204 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),0.264114 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),0.23113 # DEPENDENCYPART_GRANDPAR
(21,9),(9,24),-0.571482 # DEPENDENCYPART_GRANDPAR
(21,10),(10,1),0.301288 # DEPENDENCYPART_GRANDPAR
(21,10),(10,2),-0.325048 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.290118 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),0.0636816 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.172795 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.0298005 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),0.0821083 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),0.277107 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),0.163675 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.171147 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.703548 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),-0.506 # DEPENDENCYPART_GRANDPAR
(21,10),(10,16),-0.510151 # DEPENDENCYPART_GRANDPAR
(21,10),(10,17),0.264455 # DEPENDENCYPART_GRANDPAR
(21,10),(10,21),-0.516222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,10),(10,24),-0.471219 # DEPENDENCYPART_GRANDPAR
(21,11),(11,1),0.269244 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),-0.588527 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),0.17836 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),0.265826 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),0.245064 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),0.131632 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),0.0491537 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),0.186954 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),0.0735216 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.0684931 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),0.153284 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.408501 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.210953 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),-0.269903 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),0.153684 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),0.157557 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),0.130604 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),0.22465 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),0.24486 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.0494933 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.382633 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-0.450292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,3),-0.502792 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.221115 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),-0.0781203 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),0.199292 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),0.0858599 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),0.134184 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),0.164499 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),0.263519 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.11249 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.297072 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),0.191205 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),-0.0503308 # DEPENDENCYPART_GRANDPAR
(21,14),(14,23),-0.459499 # DEPENDENCYPART_GRANDPAR
(21,15),(15,7),0.153684 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),0.270989 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),0.157557 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),0.130604 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),0.22465 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),0.24486 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.0645207 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.0095956 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),-0.165763 # DEPENDENCYPART_GRANDPAR
(21,15),(15,24),-0.405288 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.199258 # DEPENDENCYPART_GRANDPAR
(21,16),(16,3),-0.607991 # DEPENDENCYPART_GRANDPAR
(21,16),(16,4),0.176648 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),0.264114 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),0.23113 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),0.117698 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),0.0341004 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),0.196029 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),0.182803 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.217689 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),0.100839 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.020141 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),0.01333 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.177352 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.0242715 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-0.616485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,24),-0.571482 # DEPENDENCYPART_GRANDPAR
(21,17),(17,1),0.269463 # DEPENDENCYPART_GRANDPAR
(21,17),(17,2),-0.267144 # DEPENDENCYPART_GRANDPAR
(21,17),(17,3),-0.435251 # DEPENDENCYPART_GRANDPAR
(21,17),(17,4),0.133577 # DEPENDENCYPART_GRANDPAR
(21,17),(17,5),-0.270429 # DEPENDENCYPART_GRANDPAR
(21,17),(17,6),-0.127434 # DEPENDENCYPART_GRANDPAR
(21,17),(17,8),0.245283 # DEPENDENCYPART_GRANDPAR
(21,17),(17,9),0.131851 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),0.0848704 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),0.219996 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),0.17927 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.044949 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),0.0317722 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),0.152599 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.107511 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.00450469 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.197676 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.029706 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-0.682415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.103632 # DEPENDENCYPART_GRANDPAR
(21,17),(17,23),-0.486516 # DEPENDENCYPART_GRANDPAR
(21,17),(17,24),-0.637412 # DEPENDENCYPART_GRANDPAR
(21,17),(17,25),-0.237019 # DEPENDENCYPART_GRANDPAR
(21,18),(18,6),-0.0139185 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),0.298608 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),0.198386 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),0.183888 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),0.244596 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.573925 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),0.136902 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.376378 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.140335 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),1.00156 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.214235 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.589081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.0889829 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.355291 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.54304 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-0.19703 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.239271 # DEPENDENCYPART_GRANDPAR
(21,20),(20,7),0.263889 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),0.184394 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),0.100613 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.0221585 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.123682 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.502143 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.271745 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.256562 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.616485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.0596127 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.506022 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.571482 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.309506 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),0.339057 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),0.0403988 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),0.109789 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.0178426 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.779896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.18612 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.120019 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.0347998 # DEPENDENCYPART_GRANDPAR
(21,23),(23,7),0.0878093 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-0.0694103 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-0.460238 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),0.310903 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),0.069769 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),0.0428777 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.168467 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.52601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),-0.116052 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.0389599 # DEPENDENCYPART_GRANDPAR
(21,24),(24,5),-0.670015 # DEPENDENCYPART_GRANDPAR
(21,24),(24,6),-0.52702 # DEPENDENCYPART_GRANDPAR
(21,24),(24,8),-0.087932 # DEPENDENCYPART_GRANDPAR
(21,24),(24,9),-0.201364 # DEPENDENCYPART_GRANDPAR
(21,24),(24,11),-0.101075 # DEPENDENCYPART_GRANDPAR
(21,24),(24,12),-0.00746104 # DEPENDENCYPART_GRANDPAR
(21,24),(24,13),-0.629988 # DEPENDENCYPART_GRANDPAR
(21,24),(24,14),-0.101934 # DEPENDENCYPART_GRANDPAR
(21,24),(24,15),-0.43244 # DEPENDENCYPART_GRANDPAR
(21,24),(24,16),-0.440726 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),0.244973 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),0.0257502 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),0.0381708 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.148957 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.579622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),-0.132655 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.365901 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.166136 # DEPENDENCYPART_GRANDPAR
(21,25),(25,2),-0.475591 # DEPENDENCYPART_GRANDPAR
(21,25),(25,5),-0.716577 # DEPENDENCYPART_GRANDPAR
(21,25),(25,6),-0.573582 # DEPENDENCYPART_GRANDPAR
(21,25),(25,10),-0.361277 # DEPENDENCYPART_GRANDPAR
(21,25),(25,12),-0.0225193 # DEPENDENCYPART_GRANDPAR
(21,25),(25,13),-0.612439 # DEPENDENCYPART_GRANDPAR
(21,25),(25,14),-0.112748 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-0.423877 # DEPENDENCYPART_GRANDPAR
(21,25),(25,17),0.197144 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-0.0276262 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),0.0441993 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.13216 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.626643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),-0.198111 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.484325 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.593391 # DEPENDENCYPART_GRANDPAR
(22,16),(16,2),-0.463693 # DEPENDENCYPART_GRANDPAR
(22,16),(16,3),-1.3457 # DEPENDENCYPART_GRANDPAR
(22,16),(16,4),-0.730219 # DEPENDENCYPART_GRANDPAR
(22,16),(16,7),-0.764572 # DEPENDENCYPART_GRANDPAR
(22,16),(16,8),-0.400702 # DEPENDENCYPART_GRANDPAR
(22,16),(16,9),-0.483611 # DEPENDENCYPART_GRANDPAR
(22,16),(16,10),-0.389665 # DEPENDENCYPART_GRANDPAR
(22,16),(16,11),-0.328163 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),0.13601 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.650363 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.36051 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.607927 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.0597043 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),0.0368483 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),-0.0531062 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),0.258204 # DEPENDENCYPART_GRANDPAR
(22,16),(16,24),-0.298267 # DEPENDENCYPART_GRANDPAR
(22,17),(17,1),-0.269503 # DEPENDENCYPART_GRANDPAR
(22,17),(17,2),-0.397764 # DEPENDENCYPART_GRANDPAR
(22,17),(17,3),-1.27489 # DEPENDENCYPART_GRANDPAR
(22,17),(17,4),-0.644493 # DEPENDENCYPART_GRANDPAR
(22,17),(17,5),-0.846789 # DEPENDENCYPART_GRANDPAR
(22,17),(17,6),-0.902035 # DEPENDENCYPART_GRANDPAR
(22,17),(17,8),-0.237868 # DEPENDENCYPART_GRANDPAR
(22,17),(17,9),-0.320777 # DEPENDENCYPART_GRANDPAR
(22,17),(17,10),-0.446354 # DEPENDENCYPART_GRANDPAR
(22,17),(17,11),-0.153382 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),0.275467 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.579552 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.271221 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.537116 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.391423 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.0311489 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),0.0196704 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),-0.0752647 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),0.25778 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-0.46097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),-0.291433 # DEPENDENCYPART_GRANDPAR
(22,17),(17,24),-0.317784 # DEPENDENCYPART_GRANDPAR
(22,17),(17,25),-0.360263 # DEPENDENCYPART_GRANDPAR
(22,18),(18,6),-1.0474 # DEPENDENCYPART_GRANDPAR
(22,18),(18,7),-0.79595 # DEPENDENCYPART_GRANDPAR
(22,18),(18,10),-0.591718 # DEPENDENCYPART_GRANDPAR
(22,18),(18,11),-0.407539 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),0.0968354 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-1.06369 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.389818 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-1.02125 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.63693 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),0.116033 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.392738 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),-0.0827528 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-0.488168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),-0.336324 # DEPENDENCYPART_GRANDPAR
(22,18),(18,24),-0.331755 # DEPENDENCYPART_GRANDPAR
(22,18),(18,25),-0.382421 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),0.109273 # DEPENDENCYPART_GRANDPAR
(22,20),(20,7),-0.760495 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),0.141903 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.356433 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.604615 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.550944 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.00499366 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),0.254929 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.0339804 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.258103 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-0.476125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.405717 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.298267 # DEPENDENCYPART_GRANDPAR
(22,21),(21,1),-0.305211 # DEPENDENCYPART_GRANDPAR
(22,21),(21,5),-0.844224 # DEPENDENCYPART_GRANDPAR
(22,21),(21,6),-0.899471 # DEPENDENCYPART_GRANDPAR
(22,21),(21,8),-0.273577 # DEPENDENCYPART_GRANDPAR
(22,21),(21,9),-0.356486 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),-0.443789 # DEPENDENCYPART_GRANDPAR
(22,21),(21,11),-0.189091 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),0.237684 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),-0.615399 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.275284 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.572963 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.427131 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),0.0271399 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),0.0868765 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),0.0751761 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.00628445 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.461871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.293939 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.318685 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.361164 # DEPENDENCYPART_GRANDPAR
(22,23),(23,7),-1.10266 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-0.691543 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-0.912932 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.298264 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.278323 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.383224 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.481192 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.0131553 # DEPENDENCYPART_GRANDPAR
