# _root_ Annem , telefonda dedeme bir doğum günü partisi _ düzenlediklerini söyledi , yarın dönsem iyi olurmuş ...
#goldHeads=11,0,11,9,8,7,8,9,10,11,12,16,14,16,16,17,0,
#predictedHeads=11,0,11,11,6,7,8,9,10,11,12,16,14,16,16,17,0,
(8,9),(9,13),-0.0471031 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.289419 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.0987362 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.0611179 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.768079 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.210511 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.792621 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.698042 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.305746 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.0934798 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.733843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0385748 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.024815 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.305556 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.734872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.0406063 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.301262 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0607389 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.104514 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.274235 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.199999 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.105839 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.743788 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.765992 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.671413 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.279117 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.0668509 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.805101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.135656 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.371492 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.0734595 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0678096 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.271675 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.187216 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.123481 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.743788 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.765992 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.671413 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.279117 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.0668509 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.805101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),-0.135558 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.371492 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.0734782 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.0678096 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.271675 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.174712 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.274098 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.175539 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.585614 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.376868 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.0582043 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.644967 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.0232127 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.636002 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.379831 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.681707 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.113059 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.347546 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.145425 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.0688258 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.153897 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.187069 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.110348 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.347546 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.269878 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.0635767 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.1673 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.173666 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.397103 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.065436 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.133651 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.356773 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.293181 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0187922 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.117749 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.173666 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.121115 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.698979 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.303891 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.195362 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.0790267 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.201573 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.437635 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.120144 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.592237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,13),-0.423018 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.698979 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.325006 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.239051 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.0353384 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.189064 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.383945 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0302785 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.592237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.385451 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.423018 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.397103 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.698979 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.463022 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.485602 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.617426 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.367838 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.0772977 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.409483 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.356929 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.409242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.46904 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.481336 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.562641 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.634346 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.384758 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.177979 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.0942176 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.426403 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.373849 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.506651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.197526 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.245429 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.082551 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.293678 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.606637 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.374124 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.115658 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),0.0716786 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.260506 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.207953 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.825998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.407925 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.827042 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.0144961 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.29159 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.00330289 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.185709 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.154971 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.356934 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.411952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.151155 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.544877 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.304159 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.206439 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.182789 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.511317 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.479661 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.632671 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.383084 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.0925428 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.424728 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.372174 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.501385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.184766 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.576232 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.292622 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.222508 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0357117 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.582492 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.479798 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.632808 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.38322 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.0926794 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.424865 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.372311 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.510002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.193577 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.585081 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.301434 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.231318 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.329316 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.0826941 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.36525 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.675152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,11),-0.682097 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.377692 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.347613 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.430666 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.0669165 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.732243 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.363956 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.176293 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.151344 # DEPENDENCYPART_GRANDPAR
(10,1),(1,11),-0.0802239 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.0851287 # DEPENDENCYPART_GRANDPAR
(10,2),(2,11),-0.166541 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.00854482 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-0.213975 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.506045 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.204464 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.285149 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.151344 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.017007 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.14785 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.503335 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.204464 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.110933 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.151344 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.01293 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.151927 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),0.0779803 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.522068 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.217832 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.129666 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.227353 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.0346151 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.151927 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.307888 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.127449 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.213402 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.126813 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.224501 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.00329707 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.0350999 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.307882 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.343184 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.337303 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.127449 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.204464 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.107121 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.204809 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.0182969 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.0575658 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.212143 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.343196 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.667446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,13),-0.337303 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),0.0779803 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.127449 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.433652 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.036576 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.023249 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.134617 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.0588366 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.106814 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.357612 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.45429 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.517463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.0489467 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),0.33273 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.187339 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),0.10914 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.0964249 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.0086335 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.782981 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.3279 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.388261 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.493645 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.208058 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.22843 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.0606476 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),0.0953159 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),0.103565 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.512397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.332663 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0411419 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.250338 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.0424612 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.0390612 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.523937 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.0213127 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.0320296 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-0.573419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,1),0.0549006 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-0.553314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,14),0.316676 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),0.184141 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.14128 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.242788 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.319332 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.0359377 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.0762651 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.0583176 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.143991 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.242788 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.181041 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.0306886 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.0896683 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.0449144 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),0.288104 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.293034 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.129399 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.24766 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.166449 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.142332 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.265166 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.0449144 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.0782564 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),0.155569 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.21905 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.217183 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0915981 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.324717 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.348591 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0772849 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.0559388 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.0827034 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),0.155569 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.220249 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.211869 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.0969125 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.332126 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.333275 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.15508 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0549786 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.380808 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.0827034 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),0.288104 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),0.155569 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.12353 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.267749 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),0.179757 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.146504 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.0264611 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.242298 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.180022 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0806693 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.170383 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.481871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),0.120041 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),0.211225 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),0.388144 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),0.255339 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),0.0159681 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.143991 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.242788 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),0.181041 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.12774 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.302447 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.124253 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.0994871 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.157618 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.582333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,5),-0.0411085 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),0.0379865 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.0878151 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.121155 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.0951064 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),0.337908 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.748317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.192452 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.964387 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.838834 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.0381656 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.087922 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.272133 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.131395 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),0.18693 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.496593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.0541658 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.516112 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.324675 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.380575 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.202774 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.151175 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.480389 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.0935732 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.219375 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.252714 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.193347 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),0.206348 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.529425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.050156 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.0937704 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.199002 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.236763 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.202774 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.151175 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.480389 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.0935732 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.219375 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.252714 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.19362 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),0.206348 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.532371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.0531993 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.0907277 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.337421 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.224938 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.0974047 # DEPENDENCYPART_GRANDPAR
