# _root_ Ancak özellikle evrenbilim ve parçacık fiziğinde bugün bu ilke ne yazık ki _ çiğnenmiş , bu iki bilim dalı metafizik öğelerle , hayaletlerle dolmuştur .
#goldHeads=15,14,4,6,6,13,14,9,14,11,12,14,14,15,24,19,19,19,24,21,22,23,24,25,0,
#predictedHeads=25,3,4,5,6,14,14,9,10,11,14,11,14,15,24,19,18,19,24,21,24,0,24,25,0,
(19,14),(14,22),-0.247111 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.310572 # DEPENDENCYPART_GRANDPAR
(19,14),(14,24),-0.270095 # DEPENDENCYPART_GRANDPAR
(19,14),(14,25),-0.226115 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.461139 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.449917 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.509923 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.363456 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.0322022 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.450087 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),0.185107 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.236003 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.159269 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.303888 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.482927 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.109443 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.106429 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.979848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.714911 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.347886 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.340807 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.375899 # DEPENDENCYPART_GRANDPAR
(19,15),(15,24),-0.312018 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.442271 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.395223 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.164681 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.491617 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.350426 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.398213 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.344883 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.448243 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.159457 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.107697 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.94115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.676213 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.309188 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.337201 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.509728 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.51034 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.34118 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.302392 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.179719 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.703616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.0233261 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.1364 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.0513391 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.0388381 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.407253 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.509728 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.51034 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.34118 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.302392 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.179719 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.703616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.438679 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.132304 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.0432197 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.0347419 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-0.684562 # DEPENDENCYPART_GRANDPAR
(19,22),(22,11),-0.515003 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-0.474825 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.73893 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.596253 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.626288 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.391339 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.218251 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.867624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.602687 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.235662 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.384751 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),0.174792 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),0.0184729 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.302392 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.179719 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.703616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),-0.438679 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.0716537 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.283167 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.087091 # DEPENDENCYPART_GRANDPAR
(20,14),(14,1),-0.425139 # DEPENDENCYPART_GRANDPAR
(20,14),(14,2),-0.540168 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),-0.462946 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),-0.484585 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.646451 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.943227 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.537898 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.428341 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.419932 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.279255 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.308911 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.285806 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.401144 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.298626 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),-0.205789 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-0.743347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.074029 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.0997275 # DEPENDENCYPART_GRANDPAR
(20,14),(14,23),-0.178193 # DEPENDENCYPART_GRANDPAR
(20,14),(14,24),-0.37092 # DEPENDENCYPART_GRANDPAR
(20,14),(14,25),-0.11519 # DEPENDENCYPART_GRANDPAR
(20,15),(15,1),-0.439344 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-0.495068 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.531062 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.573521 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.205784 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.388053 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.0502258 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.190287 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.158131 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.298685 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.504946 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.37294 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.390484 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.298535 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.808675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.139357 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.193424 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.24352 # DEPENDENCYPART_GRANDPAR
(20,15),(15,24),-0.412843 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.452372 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.405325 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.1638 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.40755 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.332032 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.402975 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.591123 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.441088 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.136544 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.18395 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.135761 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.769976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.100658 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.204822 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.38277 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.318427 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.339309 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.385503 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.573879 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.419292 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.111763 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.172729 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.117736 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.769976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.100658 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.0774756 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.204822 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.40205 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.769419 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.520441 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.342688 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.395902 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.463774 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.372061 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.532442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.0237074 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.105164 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.130744 # DEPENDENCYPART_GRANDPAR
(20,22),(22,1),-0.662768 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-0.513866 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-0.469622 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.753337 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-0.855944 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.63639 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.392846 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.502307 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.41076 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.69645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-0.0271319 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.520818 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.0701614 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),0.129399 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.395902 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.463774 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.372061 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.532442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.136876 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.135784 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),0.0324632 # DEPENDENCYPART_GRANDPAR
(20,24),(24,1),-0.59411 # DEPENDENCYPART_GRANDPAR
(20,24),(24,2),-0.688006 # DEPENDENCYPART_GRANDPAR
(20,24),(24,3),-0.79225 # DEPENDENCYPART_GRANDPAR
(20,24),(24,4),-0.7317 # DEPENDENCYPART_GRANDPAR
(20,24),(24,5),-0.975756 # DEPENDENCYPART_GRANDPAR
(20,24),(24,6),-1.27253 # DEPENDENCYPART_GRANDPAR
(20,24),(24,7),-0.863833 # DEPENDENCYPART_GRANDPAR
(20,24),(24,9),-0.749237 # DEPENDENCYPART_GRANDPAR
(20,24),(24,10),-0.389429 # DEPENDENCYPART_GRANDPAR
(20,24),(24,12),-0.404286 # DEPENDENCYPART_GRANDPAR
(20,24),(24,13),-0.713417 # DEPENDENCYPART_GRANDPAR
(20,24),(24,14),-0.814021 # DEPENDENCYPART_GRANDPAR
(20,24),(24,15),-0.542693 # DEPENDENCYPART_GRANDPAR
(20,24),(24,16),-0.341115 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-0.388618 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.43698 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.345432 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.603704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),0.0656139 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.100114 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.0385498 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.0383641 # DEPENDENCYPART_GRANDPAR
(21,12),(12,4),-0.410859 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.823058 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.533231 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.316491 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.0988703 # DEPENDENCYPART_GRANDPAR
(21,14),(14,1),-0.31179 # DEPENDENCYPART_GRANDPAR
(21,14),(14,2),-0.441667 # DEPENDENCYPART_GRANDPAR
(21,14),(14,3),-0.533494 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),-0.37469 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.718418 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),-0.898776 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.574651 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),-0.332859 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.392209 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.191103 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.154764 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.13621 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.323211 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.432995 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),-0.559712 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),-0.201447 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-0.470575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,22),-0.030205 # DEPENDENCYPART_GRANDPAR
(21,14),(14,23),-0.155968 # DEPENDENCYPART_GRANDPAR
(21,14),(14,24),-0.632024 # DEPENDENCYPART_GRANDPAR
(21,14),(14,25),-0.125585 # DEPENDENCYPART_GRANDPAR
(21,15),(15,1),-0.325995 # DEPENDENCYPART_GRANDPAR
(21,15),(15,2),-0.396567 # DEPENDENCYPART_GRANDPAR
(21,15),(15,4),-0.421167 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),-0.52907 # DEPENDENCYPART_GRANDPAR
(21,15),(15,7),-0.242538 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.292571 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-0.0225034 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.102135 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.00398372 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.149089 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.427012 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.121708 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.524853 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),-0.652458 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),-0.294193 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-0.535902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.123902 # DEPENDENCYPART_GRANDPAR
(21,15),(15,23),-0.221296 # DEPENDENCYPART_GRANDPAR
(21,15),(15,24),-0.673947 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.284703 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.237656 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.0330444 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.312068 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.177884 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.325042 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.339891 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.273419 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.00578811 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.212709 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.489684 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.131419 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.497204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,23),-0.182597 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),-0.287288 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.16428 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.189713 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.307569 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.322647 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.251623 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),0.0189923 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.201488 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.252105 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.130185 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.497204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.00795317 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.182597 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.32671 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.255685 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),0.0116143 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.20555 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.26723 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.424642 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.497204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.00795317 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.182597 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.587422 # DEPENDENCYPART_GRANDPAR
(21,22),(22,1),-0.549418 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-0.359718 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-0.320026 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-0.67749 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.605756 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.46872 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.262091 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.636675 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.764683 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.406418 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.423678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.543043 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.189899 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),0.119004 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.424661 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.598143 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.725984 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.367719 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.25967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),-0.0662619 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.0220684 # DEPENDENCYPART_GRANDPAR
(21,24),(24,1),-0.480761 # DEPENDENCYPART_GRANDPAR
(21,24),(24,2),-0.589505 # DEPENDENCYPART_GRANDPAR
(21,24),(24,3),-0.862799 # DEPENDENCYPART_GRANDPAR
(21,24),(24,4),-0.621805 # DEPENDENCYPART_GRANDPAR
(21,24),(24,5),-1.04772 # DEPENDENCYPART_GRANDPAR
(21,24),(24,6),-1.22808 # DEPENDENCYPART_GRANDPAR
(21,24),(24,7),-0.900586 # DEPENDENCYPART_GRANDPAR
(21,24),(24,9),-0.721514 # DEPENDENCYPART_GRANDPAR
(21,24),(24,10),-0.301277 # DEPENDENCYPART_GRANDPAR
(21,24),(24,12),-0.25469 # DEPENDENCYPART_GRANDPAR
(21,24),(24,13),-0.637569 # DEPENDENCYPART_GRANDPAR
(21,24),(24,14),-0.563833 # DEPENDENCYPART_GRANDPAR
(21,24),(24,15),-0.375024 # DEPENDENCYPART_GRANDPAR
(21,24),(24,16),-0.210359 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-0.417376 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.571349 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.699355 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.34109 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.330932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),-0.0305912 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.0163253 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.0279693 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-0.605176 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.22836 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.1709 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-0.233763 # DEPENDENCYPART_GRANDPAR
(22,12),(12,4),-1.19906 # DEPENDENCYPART_GRANDPAR
(22,12),(12,6),-0.661579 # DEPENDENCYPART_GRANDPAR
(22,12),(12,7),-0.054071 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-0.451247 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.279405 # DEPENDENCYPART_GRANDPAR
(22,13),(13,2),-0.745194 # DEPENDENCYPART_GRANDPAR
(22,13),(13,3),-0.411139 # DEPENDENCYPART_GRANDPAR
(22,13),(13,5),-0.641654 # DEPENDENCYPART_GRANDPAR
(22,13),(13,6),-0.718004 # DEPENDENCYPART_GRANDPAR
(22,13),(13,7),-0.0725142 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),-0.608647 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.507673 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.533782 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.130612 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.521211 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.485449 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),-0.484557 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),-0.451235 # DEPENDENCYPART_GRANDPAR
(22,13),(13,20),-0.408384 # DEPENDENCYPART_GRANDPAR
(22,13),(13,21),-0.219734 # DEPENDENCYPART_GRANDPAR
(22,13),(13,22),-0.478648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,23),-0.213328 # DEPENDENCYPART_GRANDPAR
(22,13),(13,24),-0.341355 # DEPENDENCYPART_GRANDPAR
(22,14),(14,1),-0.0461066 # DEPENDENCYPART_GRANDPAR
(22,14),(14,2),-0.35666 # DEPENDENCYPART_GRANDPAR
(22,14),(14,3),0.025813 # DEPENDENCYPART_GRANDPAR
(22,14),(14,4),-0.914043 # DEPENDENCYPART_GRANDPAR
(22,14),(14,5),-0.204703 # DEPENDENCYPART_GRANDPAR
(22,14),(14,6),-0.281052 # DEPENDENCYPART_GRANDPAR
(22,14),(14,7),0.349972 # DEPENDENCYPART_GRANDPAR
(22,14),(14,8),-0.291517 # DEPENDENCYPART_GRANDPAR
(22,14),(14,9),-0.0707212 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.169372 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),0.179239 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.196914 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.216511 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),-0.020679 # DEPENDENCYPART_GRANDPAR
(22,14),(14,19),0.012642 # DEPENDENCYPART_GRANDPAR
(22,14),(14,20),0.0554927 # DEPENDENCYPART_GRANDPAR
(22,14),(14,21),0.244143 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-0.481908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,23),-0.257025 # DEPENDENCYPART_GRANDPAR
(22,14),(14,24),-0.337586 # DEPENDENCYPART_GRANDPAR
(22,14),(14,25),-0.422958 # DEPENDENCYPART_GRANDPAR
(22,15),(15,1),-0.149246 # DEPENDENCYPART_GRANDPAR
