# _root_ Sen donunu taşı , dedi Recep oğlana , kayığın üstünde _ unuttuğu donu _ gösterip .
#goldHeads=3,3,4,5,16,5,5,0,10,11,12,13,14,15,5,0,
#predictedHeads=3,3,4,5,16,5,5,0,10,11,12,13,14,15,5,0,
(7,3),(3,1),-0.283871 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0618155 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.451204 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.524848 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.287484 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.331235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,9),0.240836 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.204995 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.290903 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),0.181499 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.320338 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.330614 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.234716 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.348372 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0196363 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.674264 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.388289 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.330823 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),0.116172 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.360258 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.306293 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.097275 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.220934 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.148663 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.253488 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.344842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.0447341 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),0.227228 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.218603 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.294749 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),0.167891 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.324184 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.337739 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.30817 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.238929 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.337921 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.412198 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.357864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,3),-0.521538 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.544514 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.711669 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.499205 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.284637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,10),0.537767 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0624918 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.924457 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.0919268 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.576243 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.620291 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.12033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.0732074 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.0842983 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0367159 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0323306 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.471265 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.576243 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.420162 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),-0.0732074 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.451718 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.00611455 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.052103 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.174705 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.00967997 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.224437 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.154939 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.466454 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.270221 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.403853 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.336928 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.324006 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.333198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),-0.0619937 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.237343 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.207535 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.214029 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.166119 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.177744 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.182432 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.0340243 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.0917061 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.184393 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.129769 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.0558937 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.198973 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.200776 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-0.2724 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.450158 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.354135 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.442209 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.366374 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.399465 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.214063 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.400011 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.00802151 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.277958 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.129069 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.364269 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.487122 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.376508 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.244426 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.359811 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.0793819 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.0679881 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.244107 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.245909 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.569927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.331084 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.508843 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.390999 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.500893 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.403238 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.445775 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.614457 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.123661 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.109923 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.104149 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.221581 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.209654 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.317601 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.121614 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.142204 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.106196 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.144121 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.543864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.386707 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.556515 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.349587 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.578029 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.676294 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.408508 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.196339 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.220571 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.208613 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.325245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.0425846 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.112897 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0532899 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.522393 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.51834 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.431785 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.362236 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.221066 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.0760591 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.0506086 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.524022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.444022 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.620869 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.490932 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.334456 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.413095 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.519877 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.578029 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.676294 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.325247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.0429371 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.134616 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.0228369 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.131072 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.104896 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.188056 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.273383 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.522393 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.51834 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.431785 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.362236 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.0760591 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.0506086 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.524022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.444022 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.620869 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.381045 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.293949 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.618179 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.413095 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.519877 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.801467 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.619501 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.508894 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.388338 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.53957 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.207601 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.2718 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.410707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.477726 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.335671 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.194662 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.268947 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.351957 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.420337 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.898506 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.625404 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.526974 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.54946 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.619995 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.452065 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.365976 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.423728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,13),-0.207683 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.223386 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.340882 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.483254 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.494954 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0980223 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.27725 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.529242 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.371746 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.246382 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.305022 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.07167 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.92559 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.724803 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.829833 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.746592 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.40865 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.307666 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.186572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0113281 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.142085 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.961881 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.775649 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.693643 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.589835 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.799403 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.610089 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.258667 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.216028 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.400592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.466658 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.169259 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.126519 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.196396 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.139448 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.746445 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.739846 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.401907 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.372638 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.322275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.389068 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.192048 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-1.07167 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.92559 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.307665 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.186218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.253009 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.0930258 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.287371 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0680714 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.238655 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.260616 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.590276 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.302027 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.475084 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.391639 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.716583 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.703166 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.530571 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.11918 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.0636462 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-0.637961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.345072 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.200516 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.343742 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.306782 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.497506 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.427098 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.399236 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.413789 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.496574 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.0851843 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.204359 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.0296502 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.651569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.348918 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.214123 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.347588 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.313906 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.230322 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.413238 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.599051 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.589324 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0493317 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.590297 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.42807 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.41307 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.570663 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.589156 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.397337 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.298845 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.00772012 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.227144 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.302028 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.21491 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.492392 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.452046 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.0149926 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.4397 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.703084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.384993 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.265843 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.383663 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.592691 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.591205 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0232579 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.165566 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.664385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.303357 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.303833 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.227144 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.65792 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.589739 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.579354 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.602307 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.768178 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.566783 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.135941 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.148587 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.0788773 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.64081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,13),0.15629 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.0382306 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.158346 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.0440777 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.758917 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.69654 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.279181 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.305197 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.222117 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.56322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.205294 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.571998 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.465665 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.521946 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.359745 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.599724 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.17204 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.185711 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.152478 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.0331499 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.223612 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.692686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,13),-0.549526 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.540698 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.223047 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.524683 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.243006 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.11483 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.404727 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.409034 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.588335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,13),-0.385304 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.436347 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.572983 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.426277 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.701092 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.414849 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.166727 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.133495 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.297394 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.0141662 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.204628 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.700909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,13),-0.569857 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.548921 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.233946 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.440355 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.634241 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.381763 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.09943 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.109477 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.556586 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.31387 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.620438 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.312794 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.0856265 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.00345671 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.345477 # DEPENDENCYPART_GRANDPAR
