# _root_ Gazetecilere uçak havada _ yanarak geldi yere _ çakıldı _ diyen tanıklar , anket heyetinin _ hazırladığı raporlara göre , _ _ farklı konuşmuşlardı .
#goldHeads=10,6,6,5,6,10,9,9,10,11,12,24,0,15,16,17,18,19,24,0,22,23,24,25,0,
#predictedHeads=6,3,4,5,6,9,6,9,10,11,12,24,0,15,16,17,18,19,24,0,22,23,24,25,0,
(24,13),(24,14),0.0214278 # DEPENDENCYPART_SIBL
(24,13),(24,15),0.0214278 # DEPENDENCYPART_SIBL
(24,13),(24,16),-0.13294 # DEPENDENCYPART_SIBL
(24,13),(24,17),0.0182829 # DEPENDENCYPART_SIBL
(24,13),(24,18),0.0214278 # DEPENDENCYPART_SIBL
(24,13),(24,19),0.0660483 # DEPENDENCYPART_SIBL
(24,13),(24,20),-0.241759 # DEPENDENCYPART_SIBL
(24,13),(24,21),-0.217742 # DEPENDENCYPART_SIBL
(24,13),(24,22),-0.220887 # DEPENDENCYPART_SIBL
(24,13),(24,23),0.0794988 # DEPENDENCYPART_SIBL
(24,14),(24,15),-0.0706418 # DEPENDENCYPART_SIBL
(24,14),(24,16),0.0317593 # DEPENDENCYPART_SIBL
(24,14),(24,17),-0.0272473 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.0706418 # DEPENDENCYPART_SIBL
(24,14),(24,19),0.0129604 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.157828 # DEPENDENCYPART_SIBL
(24,14),(24,21),-0.0532037 # DEPENDENCYPART_SIBL
(24,14),(24,22),-0.00970339 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.0387864 # DEPENDENCYPART_SIBL
(24,15),(24,16),0.0317593 # DEPENDENCYPART_SIBL
(24,15),(24,17),-0.0272473 # DEPENDENCYPART_SIBL
(24,15),(24,18),-0.0706418 # DEPENDENCYPART_SIBL
(24,15),(24,19),0.0129604 # DEPENDENCYPART_SIBL
(24,15),(24,20),-0.157828 # DEPENDENCYPART_SIBL
(24,15),(24,21),-0.0532037 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.00970339 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.0387864 # DEPENDENCYPART_SIBL
(24,16),(24,17),-0.500385 # DEPENDENCYPART_SIBL
(24,16),(24,18),-0.553839 # DEPENDENCYPART_SIBL
(24,16),(24,19),-0.305412 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.444497 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.943691 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.890237 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.531911 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.0483208 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.0504036 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.168616 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.0475972 # DEPENDENCYPART_SIBL
(24,17),(24,22),0.00445147 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.0383343 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.0129604 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.157828 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.0532037 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.00970339 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.0387864 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.207627 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.0457337 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.0821854 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.0558195 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.217742 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.220887 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0794988 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.797 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.589075 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.588189 # DEPENDENCYPART_SIBL
(25,4),(25,5),-0.227635 # DEPENDENCYPART_SIBL
(25,4),(25,6),-0.741868 # DEPENDENCYPART_SIBL
(25,4),(25,9),-0.697018 # DEPENDENCYPART_SIBL
(25,4),(25,10),-1.03143 # DEPENDENCYPART_SIBL
(25,4),(25,11),-0.352972 # DEPENDENCYPART_SIBL
(25,4),(25,12),-0.472193 # DEPENDENCYPART_SIBL
(25,4),(25,16),-1.03143 # DEPENDENCYPART_SIBL
(25,4),(25,18),-0.472193 # DEPENDENCYPART_SIBL
(25,4),(25,19),-0.189943 # DEPENDENCYPART_SIBL
(25,4),(25,20),-0.25053 # DEPENDENCYPART_SIBL
(25,4),(25,21),-0.807224 # DEPENDENCYPART_SIBL
(25,4),(25,22),-0.68705 # DEPENDENCYPART_SIBL
(25,4),(25,23),-0.469318 # DEPENDENCYPART_SIBL
(25,4),(25,24),-0.696399 # DEPENDENCYPART_SIBL
(25,5),(25,6),-0.0674686 # DEPENDENCYPART_SIBL
(25,5),(25,9),-0.0200566 # DEPENDENCYPART_SIBL
(25,5),(25,10),-0.11049 # DEPENDENCYPART_SIBL
(25,5),(25,11),-0.0893663 # DEPENDENCYPART_SIBL
(25,5),(25,12),-0.0483362 # DEPENDENCYPART_SIBL
(25,5),(25,16),-0.11049 # DEPENDENCYPART_SIBL
(25,5),(25,18),-0.0483362 # DEPENDENCYPART_SIBL
(25,5),(25,19),-0.00251408 # DEPENDENCYPART_SIBL
(25,5),(25,20),-0.114154 # DEPENDENCYPART_SIBL
(25,5),(25,21),-0.139388 # DEPENDENCYPART_SIBL
(25,5),(25,22),-0.180147 # DEPENDENCYPART_SIBL
(25,5),(25,23),-0.0501294 # DEPENDENCYPART_SIBL
(25,5),(25,24),-0.0194378 # DEPENDENCYPART_SIBL
(25,6),(25,9),-0.458618 # DEPENDENCYPART_SIBL
(25,6),(25,10),-0.532361 # DEPENDENCYPART_SIBL
(25,6),(25,11),-0.195969 # DEPENDENCYPART_SIBL
(25,6),(25,12),-0.259339 # DEPENDENCYPART_SIBL
(25,6),(25,16),-0.532361 # DEPENDENCYPART_SIBL
(25,6),(25,18),-0.259339 # DEPENDENCYPART_SIBL
(25,6),(25,19),-0.151983 # DEPENDENCYPART_SIBL
(25,6),(25,20),-0.230505 # DEPENDENCYPART_SIBL
(25,6),(25,21),-0.333701 # DEPENDENCYPART_SIBL
(25,6),(25,22),-0.269378 # DEPENDENCYPART_SIBL
(25,6),(25,23),-0.256464 # DEPENDENCYPART_SIBL
(25,6),(25,24),-0.458 # DEPENDENCYPART_SIBL
(25,9),(25,10),-0.510511 # DEPENDENCYPART_SIBL
(25,9),(25,11),-0.185478 # DEPENDENCYPART_SIBL
(25,9),(25,12),-0.252873 # DEPENDENCYPART_SIBL
(25,9),(25,16),-0.510511 # DEPENDENCYPART_SIBL
(25,9),(25,18),-0.252873 # DEPENDENCYPART_SIBL
(25,9),(25,19),-0.141507 # DEPENDENCYPART_SIBL
(25,9),(25,20),-0.220022 # DEPENDENCYPART_SIBL
(25,9),(25,21),-0.325536 # DEPENDENCYPART_SIBL
(25,9),(25,22),-0.257189 # DEPENDENCYPART_SIBL
(25,9),(25,23),-0.249998 # DEPENDENCYPART_SIBL
(25,9),(25,24),-0.437848 # DEPENDENCYPART_SIBL
(25,10),(25,11),-0.352972 # DEPENDENCYPART_SIBL
(25,10),(25,12),-0.472193 # DEPENDENCYPART_SIBL
(25,10),(25,16),-1.03143 # DEPENDENCYPART_SIBL
(25,10),(25,18),-0.472193 # DEPENDENCYPART_SIBL
(25,10),(25,19),-0.189943 # DEPENDENCYPART_SIBL
(25,10),(25,20),-0.25053 # DEPENDENCYPART_SIBL
(25,10),(25,21),-0.807224 # DEPENDENCYPART_SIBL
(25,10),(25,22),-0.68705 # DEPENDENCYPART_SIBL
(25,10),(25,23),-0.469318 # DEPENDENCYPART_SIBL
(25,10),(25,24),-0.696399 # DEPENDENCYPART_SIBL
(25,11),(25,12),-0.101004 # DEPENDENCYPART_SIBL
(25,11),(25,16),-0.105538 # DEPENDENCYPART_SIBL
(25,11),(25,18),-0.101004 # DEPENDENCYPART_SIBL
(25,11),(25,19),-0.0235205 # DEPENDENCYPART_SIBL
(25,11),(25,20),-0.0851189 # DEPENDENCYPART_SIBL
(25,11),(25,21),-0.161049 # DEPENDENCYPART_SIBL
(25,11),(25,22),-0.0974952 # DEPENDENCYPART_SIBL
(25,11),(25,23),-0.104856 # DEPENDENCYPART_SIBL
(25,11),(25,24),-0.0454932 # DEPENDENCYPART_SIBL
(25,12),(25,16),-0.0512373 # DEPENDENCYPART_SIBL
(25,12),(25,18),-0.0258927 # DEPENDENCYPART_SIBL
(25,12),(25,19),0.0705433 # DEPENDENCYPART_SIBL
(25,12),(25,20),-0.065657 # DEPENDENCYPART_SIBL
(25,12),(25,21),-0.119944 # DEPENDENCYPART_SIBL
(25,12),(25,22),-0.102492 # DEPENDENCYPART_SIBL
(25,12),(25,23),-0.0172301 # DEPENDENCYPART_SIBL
(25,12),(25,24),0.0428143 # DEPENDENCYPART_SIBL
(25,16),(25,18),-0.472193 # DEPENDENCYPART_SIBL
(25,16),(25,19),-0.189943 # DEPENDENCYPART_SIBL
(25,16),(25,20),-0.25053 # DEPENDENCYPART_SIBL
(25,16),(25,21),-0.807224 # DEPENDENCYPART_SIBL
(25,16),(25,22),-0.68705 # DEPENDENCYPART_SIBL
(25,16),(25,23),-0.469318 # DEPENDENCYPART_SIBL
(25,16),(25,24),-0.696399 # DEPENDENCYPART_SIBL
(25,18),(25,19),0.0705433 # DEPENDENCYPART_SIBL
(25,18),(25,20),-0.065657 # DEPENDENCYPART_SIBL
(25,18),(25,21),-0.119944 # DEPENDENCYPART_SIBL
(25,18),(25,22),-0.102492 # DEPENDENCYPART_SIBL
(25,18),(25,23),-0.0172301 # DEPENDENCYPART_SIBL
(25,18),(25,24),0.0428143 # DEPENDENCYPART_SIBL
(25,19),(25,20),-0.0814344 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.0171201 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.10963 # DEPENDENCYPART_SIBL
(25,19),(25,23),0.0322216 # DEPENDENCYPART_SIBL
(25,19),(25,24),0.0106509 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.117092 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.18609 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.0982577 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.025689 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.532353 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.23655 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.215737 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.324972 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.303473 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.0368863 # DEPENDENCYPART_SIBL
(0,13),(13,4),-2.24402 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.56907 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.838078 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-2.88411 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-1.30401 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-1.21228 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.596166 # DEPENDENCYPART_GRANDPAR
(0,13),(13,24),-0.761104 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),-0.56907 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),-0.838078 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-2.88411 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-1.30401 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-1.73802 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-3.69681 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-1.79437 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-1.11199 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-3.27626 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.479107 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),-0.761104 # DEPENDENCYPART_GRANDPAR
(0,20),(20,25),0.844885 # DEPENDENCYPART_GRANDPAR
(0,25),(25,4),-1.2754 # DEPENDENCYPART_GRANDPAR
(0,25),(25,5),-0.100701 # DEPENDENCYPART_GRANDPAR
(0,25),(25,6),0.508729 # DEPENDENCYPART_GRANDPAR
(0,25),(25,9),0.238022 # DEPENDENCYPART_GRANDPAR
(0,25),(25,10),-1.91549 # DEPENDENCYPART_GRANDPAR
(0,25),(25,11),-0.638925 # DEPENDENCYPART_GRANDPAR
(0,25),(25,12),-0.425623 # DEPENDENCYPART_GRANDPAR
(0,25),(25,16),-2.72819 # DEPENDENCYPART_GRANDPAR
(0,25),(25,18),-1.00771 # DEPENDENCYPART_GRANDPAR
(0,25),(25,19),-0.571454 # DEPENDENCYPART_GRANDPAR
(0,25),(25,20),-0.393642 # DEPENDENCYPART_GRANDPAR
(0,25),(25,21),-3.43895 # DEPENDENCYPART_GRANDPAR
(0,25),(25,22),-3.78727 # DEPENDENCYPART_GRANDPAR
(0,25),(25,23),-0.386963 # DEPENDENCYPART_GRANDPAR
(0,25),(25,24),-0.326436 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.384852 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.513007 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.322897 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.436388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.241843 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.181356 # DEPENDENCYPART_GRANDPAR
(3,24),(24,1),-0.63636 # DEPENDENCYPART_GRANDPAR
(3,24),(24,2),-0.44625 # DEPENDENCYPART_GRANDPAR
(3,24),(24,3),-0.294001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,24),(24,4),-0.251667 # DEPENDENCYPART_GRANDPAR
(3,24),(24,5),-0.192843 # DEPENDENCYPART_GRANDPAR
(3,24),(24,6),-0.341961 # DEPENDENCYPART_GRANDPAR
(3,24),(24,7),0.009437 # DEPENDENCYPART_GRANDPAR
(3,24),(24,8),-0.0636085 # DEPENDENCYPART_GRANDPAR
(3,24),(24,9),-0.392857 # DEPENDENCYPART_GRANDPAR
(3,24),(24,10),-0.210932 # DEPENDENCYPART_GRANDPAR
(3,24),(24,12),-0.0409738 # DEPENDENCYPART_GRANDPAR
(3,24),(24,13),-0.344988 # DEPENDENCYPART_GRANDPAR
(3,24),(24,14),-0.0225521 # DEPENDENCYPART_GRANDPAR
(3,24),(24,15),0.319875 # DEPENDENCYPART_GRANDPAR
(3,24),(24,16),-0.209961 # DEPENDENCYPART_GRANDPAR
(3,24),(24,17),-0.344337 # DEPENDENCYPART_GRANDPAR
(3,24),(24,18),0.100215 # DEPENDENCYPART_GRANDPAR
(3,24),(24,19),-0.349497 # DEPENDENCYPART_GRANDPAR
(3,24),(24,20),-0.437361 # DEPENDENCYPART_GRANDPAR
(3,24),(24,21),-0.0603325 # DEPENDENCYPART_GRANDPAR
(3,24),(24,22),-0.199286 # DEPENDENCYPART_GRANDPAR
(3,24),(24,23),-0.241389 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.0100467 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.0133383 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.111549 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.5708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,24),-0.574064 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.358447 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.472665 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.574765 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.487075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.035178 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.15031 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.0753684 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.406842 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.0212658 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),0.0620395 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.0763763 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.109054 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.0989128 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),0.0492858 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.246896 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.0986843 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.456322 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.558305 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.38791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.0791593 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.578757 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0447551 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0441156 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.063221 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.130118 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-0.39061 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.134346 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.214803 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0996584 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.145479 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.0100592 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.300657 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.292552 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.099727 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.256839 # DEPENDENCYPART_GRANDPAR
(6,3),(3,24),0.497967 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.236181 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0640474 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0667453 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.460771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.272123 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.247758 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0533841 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0142912 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.143445 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.392493 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.352155 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.45405 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.194656 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.460708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,1),-0.313522 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.117974 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.0776381 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.302589 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),0.0132107 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.543677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.00991125 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0301977 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.619813 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.567122 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.37146 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.331237 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.514737 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.205287 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.52065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.118218 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0857438 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.565316 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.154311 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),0.140318 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),0.166203 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.05614 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.36306 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),0.00279641 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.603683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.0719213 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.13782 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.248733 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.0764563 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),0.0325567 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),0.555977 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.58804 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.392493 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.352155 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.194655 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.460644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.180228 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.213949 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.105683 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.435816 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.0763689 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.112289 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.147748 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),0.133755 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),0.688799 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.0763689 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.228966 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.337513 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.19148 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),0.328394 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),0.0104367 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),0.688799 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.0763689 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.228966 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.337513 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.0468851 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.562034 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),0.328394 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),0.0104367 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),0.688799 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),0.00279641 # DEPENDENCYPART_GRANDPAR
(6,16),(16,7),-0.0719213 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),-0.13782 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.193183 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.0277247 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.0231894 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.425975 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.20527 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.161537 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.0764563 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),0.0325567 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),0.319828 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),0.0672292 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),0.555977 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),0.0763689 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.337513 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),0.0468851 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),0.0906177 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),0.474724 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),0.292397 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),0.0371894 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),0.0132576 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),0.00130019 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),0.12415 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),0.0104367 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),0.688799 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),-0.0803594 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),0.202894 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.311913 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),0.0208131 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),0.0645457 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),0.457477 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),0.00682052 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.112964 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),0.212568 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.157247 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.106113 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.276963 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),0.127219 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.171489 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.146944 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.251947 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.34663 # DEPENDENCYPART_GRANDPAR
(7,3),(3,24),-0.445229 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.0709966 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.227827 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.166549 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.752488 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.117504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,1),-0.135393 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.254632 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.159137 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.173121 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.0870995 # DEPENDENCYPART_GRANDPAR
