# _root_ Prens Rapunzel'e _ evlenme teklif_etmiş , Rapunzel de kabul_etmiş , yüzü _ hafifçe _ kızararak .
#goldHeads=5,5,4,5,6,9,9,7,16,0,14,13,14,15,9,0,
#predictedHeads=5,3,4,5,6,9,9,7,16,14,14,13,14,15,9,0,
(6,9),(9,11),0.104119 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.314666 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.0317188 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.208221 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.09879 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.249404 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.24879 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.236689 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),0.0162044 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.430812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.304199 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.293246 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.3619 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.118986 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.202006 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.0693869 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.33094 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.306082 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),0.0496922 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.302817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,8),0.0246387 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.0152716 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0626728 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.32791 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.18917 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.271441 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.28404 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.409599 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.148078 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),0.0264149 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.501587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),-0.450844 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.445848 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.270122 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.261443 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.437968 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.146639 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.525947 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.290368 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.537674 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.0374019 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0856737 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.26788 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.641918 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.169597 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.685539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,9),-0.190954 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.347504 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.196207 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.186277 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.275393 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.071638 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.113729 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.195935 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0641688 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.145141 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.808893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.0123305 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.266715 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.165362 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.470858 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.294316 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.246913 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.373502 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.324345 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.293526 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.255977 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.299737 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.433875 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.30052 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.874221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-0.308638 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.259059 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.536186 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.286834 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.516109 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.754588 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.761049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,1),-0.706782 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.679899 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.744919 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.403651 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.296523 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.286092 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-0.403026 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.332482 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.270229 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.366382 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.398245 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.592919 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.559854 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.463035 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.459001 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.288834 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.166794 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.514393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.410263 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.397081 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.394684 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.299608 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.363394 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.427624 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.462552 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.520146 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.308547 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.20384 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.574139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,2),-0.171477 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.359717 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.0431313 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-0.504331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,14),0.151445 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.0416532 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.358187 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.0768015 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.00999093 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.291887 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.860275 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.0829393 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.352665 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-0.404071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,11),0.0520143 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.142487 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),0.24118 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.0468607 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.0416532 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.0436568 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.46395 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.0307867 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.0502007 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.501544 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0781448 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.147804 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.162632 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.379186 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.570264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.1535 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.222523 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.350372 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),0.0897009 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.254746 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.436085 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.0194093 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.0575537 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.629658 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.0707919 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),1.60685 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.345655 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.475873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.138831 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.0912832 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),0.187612 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.46395 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),1.10357 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.417053 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.426967 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.637673 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),1.33931 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0424736 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),0.203707 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.0912249 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),0.935178 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),0.191044 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.152003 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),0.129328 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.673799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0720228 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0173355 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.613563 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.229355 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.241971 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),0.906722 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),0.22041 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),0.0780648 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.413792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.164552 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.176642 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.148572 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.45557 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),0.336169 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),0.390413 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.507898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.178536 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.312555 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.129834 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.272463 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.344078 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.215733 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.276511 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),-0.17357 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.148648 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.106245 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.00480779 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.0762729 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),0.0520726 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),1.00698 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),0.334258 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.00870535 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),0.421926 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.550776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.246936 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.291945 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.0691384 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.336143 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0776758 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.230274 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.272463 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.344078 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.215733 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.276511 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),-0.17357 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.148648 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.106245 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.293308 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.438578 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.262326 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.333941 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),0.059255 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),0.793545 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),0.123019 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.266374 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),0.0595893 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.526232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.247525 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.220334 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.174097 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.325362 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.0375066 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.230251 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.609131 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.768984 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.745102 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.198278 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.0507406 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.442021 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),0.0444321 # DEPENDENCYPART_GRANDPAR
(10,3),(3,11),-0.247168 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.31194 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.258642 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.194499 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.3141 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.467485 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.12123 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.178361 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.332032 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.18697 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.194364 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.28179 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.0218555 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.298809 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.300152 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.475655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.290866 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.329345 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.244533 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.211905 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.409835 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.39932 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.550159 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.323283 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.412491 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.201742 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.295377 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.0473468 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.502862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.335779 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.254667 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.12123 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.0731449 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.536238 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.077564 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.49328 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.143718 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.320881 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.17584 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.329511 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.184449 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.191843 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.101948 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.407972 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.111237 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.191865 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.475655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.290866 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.151489 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.329345 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.244533 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.211905 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.409835 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.688493 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.214787 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),0.0308993 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.426635 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),0.0279234 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.272208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.30728 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.152093 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.226848 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.580363 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.732915 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.595247 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.292166 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.268118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.0845957 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.156881 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.51568 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.668157 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.530488 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.238064 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),0.049323 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.227408 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.236831 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),0.00464608 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.470978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.461782 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.167269 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.488871 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.233029 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.353446 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.640325 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.792877 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.664436 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.30884 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),0.00185735 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.352128 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.414032 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.0661296 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.358984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.162941 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.087409 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.309995 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.195055 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.192585 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.265363 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.514894 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.333275 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.216781 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.468946 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.34895 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.181534 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.652739 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.247799 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.139891 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.569025 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.222783 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.997647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,13),-0.27519 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.336716 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.378773 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.205517 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.148383 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.0992397 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.452752 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.188171 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.523759 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.155054 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.734653 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.238977 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.06297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,14),-0.376637 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.406073 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.710143 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.334365 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.216781 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.468946 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.34895 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.181534 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.747403 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.525462 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.435904 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.257783 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.222783 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.997647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.401727 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.27519 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.336716 # DEPENDENCYPART_GRANDPAR
